"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","decimalLongitude","decimalLatitude","class","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","individualCount","fieldNumber","infraspecificEpithet","dayIdentified"
"11","2021-03-15 16:37:00-03","NY","NYBG","00837737","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","H. S. Irwin","8714","1965","09","27","South America","Brazil","Distrito Federal","Near Sobradinho","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837737","NY00837737_01","1100","1100","T. de S. Filgueiras","Brasília","-47.8167","-15.6333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:15:52-03","NBC","NL-BOTANY","L 0538601","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Andropogon","carinatus","Andropogon carinatus","Nees","Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200538601 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0538601","NL-L0538601",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-20 21:18:53-03","UFV","VIC","038282","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Longhi- Wagner","10069","2006","01","10",NA,"Brasil","Minas Gerais","Serra de Ouro Branco - Área 2",NA,"Individuos isolados.","VIC038282",NA,NA,NA,NA,"Ouro Branco","-43.649167","-20.503333",NA,NA,"-43.649167","-20.503333",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-20 21:18:53-03","UFV","VIC","32380","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Longhi-Wagner, H.; Coelho, C.","10069","2006","01","10",NA,"Brasil","Minas Gerais","Serra de Ouro Branco - Área 2, Campo graminoso arenoso.",NA,"Indivíduos isolados.","VIC032380","VIC032380",NA,NA,NA,"Ouro Branco","-43.671667","-20.503333",NA,NA,"-43.671667","-20.503333",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-20 21:18:53-03","UFV","VIC","32381","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Longhi-Wagner, H.; et al.","10346","2007","12","02",NA,"Brasil","Minas Gerais","Serra de Ouro Branco - Área 1, Campo graminoso quartzítico.",NA,"Folhas largas, planas, pilosas nas duas faces.","VIC032381","VIC032381",NA,NA,NA,"Ouro Branco","-43.633139","-20.506111",NA,NA,"-43.633139","-20.506111",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-20 21:18:53-03","UFV","VIC","32382","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Longhi-Wagner, H.; et al.","10485","2007","12","05",NA,"Brasil","Minas Gerais","Serra de Ouro Branco - Área 1",NA,"Bainhas hirsutas.","VIC032382","VIC032382",NA,NA,NA,"Ouro Branco","-43.629722","-20.508056",NA,NA,"-43.629722","-20.508056",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:42:03-03","UFJF","CESJ","2313","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","L. Roth","s.n.","1954","08",NA,"América do Sul","Brasil","Minas Gerais","Serra do Curral",NA,"Na serra, terreno.","CESJ002313",NA,NA,NA,"Ana Zanin","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"1998","17082","auto",NA,NA,NA,NA,NA
"18","2020-12-04 17:42:48-03","UNICAMP","UEC","20579","S","Plantae","Liliopsida",NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Leitão Filho, HF; et al.","26","1980","09","03",NA,"Brazil","Minas Gerais","Campo do Saco, Nativo em área campestre.",NA,"Herbáceo até 30 cm","UEC048742","UEC048742",NA,NA,"Zanin, A","Poços de Caldas","-46.564722","-21.838889",NA,NA,"-46.564722","-21.838889","2001",NA,NA,"07",NA,NA,NA,NA
"19","2020-12-04 17:42:48-03","UNICAMP","UEC","25395","S","Plantae","Liliopsida",NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Leitão Filho, HF; et al.","1182","1981","09","22",NA,"Brazil","Minas Gerais","Morro do Ferro, Em campo.",NA,"Cespitosa.","UEC048739","UEC048739",NA,NA,"Zanin, A","Poços de Caldas","-46.564722","-21.838889",NA,NA,"-46.564722","-21.838889","2001",NA,NA,"07",NA,NA,NA,NA
"20","2020-12-04 17:42:48-03","UNICAMP","UEC","30937","S","Plantae","Liliopsida",NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Leitão Filho, HF; Shepherd, GJ; Yamamoto, K; Joly, CA","1743","1982","11","30",NA,"Brazil","Minas Gerais","Campo do Saco",NA,"Erva.","UEC048740","UEC048740",NA,NA,"Zanin, A","Poços de Caldas","-46.564722","-21.838889",NA,NA,"-46.564722","-21.838889","2001",NA,NA,"07",NA,NA,NA,NA
"21","2020-12-21 16:39:57-03","MBM","MBM","26422","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Hatschbach, G.","32463",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Fazenda Capão da Taquara",NA,NA,"MBM026422","MBM026422",NA,NA,"Renvoize, S.A.","Rio Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:39:57-03","MBM","MBM","27211","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Hatschbach, G.; Koczicki, C.; Koczicki, C.","33149",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rod. BR-163",NA,NA,"MBM027211","MBM027211",NA,NA,"Renvoize, S.A.","Rio Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-01 15:28:33-03","PUC-RIO","FCAB","1338","PreservedSpecimen","Plantae",NA,"Angiospermae","Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","P. Capell S.J.","s.n.","1952","12","16",NA,"Brasil","São Paulo",NA,NA,NA,"001338",NA,NA,NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"24","2019-11-01 15:28:33-03","PUC-RIO","FCAB","1337","PreservedSpecimen","Plantae",NA,"Angiospermae","Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","P. Capell S.J.","s.n.","1952","12","14",NA,"Brasil","São Paulo",NA,NA,NA,"001337",NA,NA,NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"25","2020-10-01 14:26:39-03","JBB","HEPH","18598","S","Plantae","Monocotyledon","Poales","Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Rodrigues Silva, R; Nóbrega, MGG","731","2002","11","01","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília Cristo Redentor",NA,"Perene cespitosa",NA,NA,"1020","1020","Oliveira, RC","Brasília","-47.85","-15.866667",NA,NA,"-47.85","-15.866667","2009",NA,NA,NA,NA,NA,NA,NA
"26","2020-10-01 14:26:39-03","JBB","HEPH","24149","S","Plantae","Monocotyledon","Poales","Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Sousa-Silva, S","457","2007","11","17","Southern America","Brasil","Goiás","Bacia do Rio Caiapó, ponto72",NA,NA,NA,NA,"834","834","Fonseca, ML","Caiapônia","-51.690556","-16.913889",NA,NA,"-51.690556","-16.913889","2007",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:44:56-03","UFMG","BHCB","75429","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Viana, PL","258","2001","09","25","Southern America","Brasil","Minas Gerais","Retiro das Pedras",NA,"Erva. Floresceu aprox. 50 dias após queimada.",NA,NA,"1400","1400",NA,"Brumadinho","-43.983611","-20.093056",NA,NA,"-43.983611","-20.093056",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:44:56-03","UFMG","BHCB","117298","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Rezende, SG; Werneck, MS; Neves, GS","1955","2005","08","30","Southern America","Brasil","Minas Gerais","Gambá. Mina Ferteco - CVRD.",NA,"Habitat: Floresta Estacional Semidecidual sub montana, arbórea",NA,NA,"1200","1200",NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"29","2020-12-11 11:44:56-03","UFMG","BHCB","72542","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Gonçalves, MM; Schwacke, CAW","1466","1893","11","02","Southern America","Brasil","Minas Gerais","Passadez.",NA,"flor spicae albae, herba",NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"30","2020-12-11 11:44:56-03","UFMG","BHCB","24114","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Teixeira, WA","s.n.","1993","09","11","Southern America","Brasil","Minas Gerais","Pico do Itabirito",NA,"coletada entre afloramentos de quartzito, MBR.",NA,NA,NA,NA,NA,"Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"31","2020-12-11 11:44:56-03","UFMG","BHCB","24114","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Teixeira, WA","s.n.","1993","09","11","Southern America","Brasil","Minas Gerais","Pico do Itabirito",NA,"coletada entre afloramentos de quartzito, MBR.",NA,NA,NA,NA,NA,"Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"32","2020-12-11 11:44:56-03","UFMG","BHCB","17103","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Pequeno, PHA; et al.","189","1989","10","04","Southern America","Brasil","Minas Gerais","Serra da Moeda",NA,NA,NA,NA,NA,NA,NA,"Moeda","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,NA,"14750","auto",NA,NA,NA,NA,NA
"33","2020-12-11 11:44:56-03","UFMG","BHCB","18983","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Grandi, TSM; Porto de Paula, LM","7","1990","10","01","Southern America","Brasil","Minas Gerais","Serra da Moeda",NA,NA,NA,NA,NA,NA,NA,"Moeda","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,NA,"14750","auto",NA,NA,NA,NA,NA
"34","2020-12-11 11:44:56-03","UFMG","BHCB","11799","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Lima, GX","s.n.","1987","11","14","Southern America","Brasil","Minas Gerais","Serra de Itabirito.",NA,NA,NA,NA,NA,NA,NA,"Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"35","2013-08-23 04:12:00-03","MO","MOBOT","100199737","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Gert G. Hatschbach|C. Koczicki","Hatschbach 33149","1973","11","13","South America","Brazil","Mato Grosso do Sul","Rod. Br. 163 (mun. Rio Verde).",NA,NA,NA,NA,NA,NA,"S.A. Renvoize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"36","2009-07-09 14:42:00-03","MO","MOBOT","100199740","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Agnes Chase","Chase 9314","1925","4","3","South America","Brazil","Minas Gerais","Serra do Curral, southeast of Bello Horizonte.",NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"37","2012-01-24 04:59:00-02","MO","MOBOT","100368129","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","J.R.I. Wood|P. Pozo|D. Soto","Wood 26447","2009","11","17","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado, Huanchaca 2, caminando hacia la piscina.",NA,NA,NA,NA,"708.00000000",NA,NA,"Velasco","-60.4439","-14.3052",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"38","2014-12-22 21:51:00-02","MO","MOBOT","1582271","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Marina L. Fonseca|A.M.S. da Fonseca Vaz|R. Marquete|Roberta C. de Mendonça|G. Nunes","Fonseca 1223","1996","10","18","South America","Brazil","Goiás","Mpio. de Niquelândia-Macêdo. CNT. Estrada de terra a direita da mina de níquel ca de 5.5 km. Solo argiloso/pedregoso. Relêvo ondulado",NA,NA,NA,NA,"1045.00000000",NA,"Gerrit Davidse, 2003 (MO)",NA,"-48.42055","-14.40277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-05-05 12:34:00-03","MO","MOBOT","1848372","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Gerrit Davidse|Ángel C. González","Davidse 14622","1978","2","28","South America","Venezuela","Apure","Northern end of the Galeras de Cinaruco, ca. 62 airline km NNE of Puerto Páez.",NA,NA,NA,NA,"60.00000000","100.00000000","Gerrit Davidse, 2003 (MO)","Pedro Camejo","-67.3333333","6.7333333",NA,NA,NA,NA,NA,NA,NA,NA,"1","1302",NA,NA
"40","2009-07-17 14:12:00-03","MO","MOBOT","1849481","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 9856","1965","11","3","South America","Brazil","Goiás","Serra dos Cristais. Campo, 3 km W of Cristalina",NA,NA,NA,NA,"1175.00000000",NA,"Gerrit Davidse, 2003 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2009-07-17 14:12:00-03","MO","MOBOT","1849483","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 8714","1965","9","27","South America","Brazil","Distrito Federal","Burned over cerrado, near Sobradinho",NA,NA,NA,NA,"1100.00000000",NA,"Gerrit Davidse, 2003 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2009-07-17 14:12:00-03","MO","MOBOT","1849485","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 9855","1965","11","3","South America","Brazil","Goiás","Serra dos Cristais. Campo, 3 km W of Cristalina",NA,NA,NA,NA,"1175.00000000",NA,"Gerrit Davidse, 2003 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-07-17 14:12:00-03","MO","MOBOT","1849488","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 7946","1965","9","4","South America","Brazil","Distrito Federal","Chapada da Contegem, cerrado recently burned over",NA,NA,NA,NA,"1000.00000000",NA,"Gerrit Davidse, 2003 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2009-07-17 14:12:00-03","MO","MOBOT","1849491","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 8040","1965","9","7","South America","Brazil","Distrito Federal","Chapada da Contegem, ca. 25 km NE of Brasília. Recently burned over campo",NA,NA,NA,NA,"1000.00000000",NA,"Gerrit Davidse, 2003 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2014-09-18 12:14:00-03","MO","MOBOT","1849494","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Gerrit Davidse|Ángel C. González","Davidse 15466","1979","2","21","South America","Venezuela","Apure","E side of the Galeras de Cinaruco, 6 km N of the southern-most tip, along Quebrada El Porvenir; ca. 53 airline km NE of Puerto Páez.",NA,NA,NA,NA,"60.00000000","200.00000000","Gerrit Davidse, 2003 (MO)","Pedro Camejo","-67.2833333","6.65",NA,NA,NA,NA,NA,NA,NA,NA,"1","1330",NA,NA
"46","2018-03-27 11:53:00-03","MO","MOBOT","1849496","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Otto Huber","Huber 5734","1980","9","23","South America","Venezuela","Amazonas","En la región de Rincones de Chacorro, a unos 30 km al N de Puerto Ayacucho y a unos 5 km al NE de Galipero",NA,NA,NA,NA,"80.00000000",NA,"Gerrit Davidse (MO)","Atures","-67.3333333","5.8",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"47","2018-03-27 11:51:00-03","MO","MOBOT","1849498","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","M.A. da Silva|F.C.A. Oliveira","Silva 2370","1994","11","23","South America","Brazil","Goiás","Chapada dos Veadeiros. 26 km de Alto Paraíso/São Joáo D'Allança, lado esquerdo de rodovia GO-118, km 141. Fazenda Mata de Toca.",NA,NA,NA,NA,NA,NA,"Gerrit Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","225379","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Agnes Chase","Chase 8295","1925","1","17","South America","Brazil","Rio de Janeiro","Itatiaia. Rocky places above timberline. Only seen above timberline",NA,NA,NA,NA,"2200.00000000","2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","225389","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Agnes Chase","Chase 10567","1930","1","9","South America","Brazil","Minas Gerais","Sao Miguel, NW of Formiga. Campo, hard dry soil",NA,NA,NA,NA,"600.00000000","625.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2010-08-24 09:46:00-03","MO","MOBOT","233995","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2018-03-27 11:56:00-03","MO","MOBOT","978244","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Timothy J. Killeen|T. Grinwood","Killeen 7723","1995","10","26","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado.; campamento Las Gamas.",NA,NA,NA,NA,"300.00000000",NA,"Gerrit Davidse (MO)","Velasco","-60.3666667","-14.8",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","1234230","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus","Nees","Howard S. Irwin|Thomas R. Soderstrom","Irwin 7043A","1964","10","19","South America","Brazil","Goiás","Serra do Caiapó; campo slopes, ca. 35 km S of Caiaponia on road to Jataí.",NA,NA,NA,NA,NA,NA,"Gerrit Davidse, 2003 (MO)",NA,"-51.78333","-17.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2009-07-09 14:43:00-03","MO","MOBOT","100199742","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","carinatus","Andropogon carinatus leiophyllus","Hack.","Agnes Chase","Chase 9875","1925","5","20","South America","Brazil","São Paulo","Campos do Jordão, Serra Mantiqueira.",NA,NA,NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"leiophyllus",NA
