"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","477800","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"E. Pereira","7065","South America","Brazil","Itatiáia, Planalto à 220-2400 msm","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477800","Magnoliophyta","Myrtales",NA,"Cogn.","J. J. Wurdack","1962","03","06","Rio de Janeiro","Itatiaia","-44.617038","-22.371537","NY00477800_01","2200","2400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2017-05-17 10:21:00-03","NY","NYBG","02647868","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"E. P. Fernandez","28","South America","Brazil","Pico dos Marins - APA Serra da Mantiqueira. Trilha de acesso ao cume do Pico dos Marins, entre os municípios de Piquete e Marmelópolis (MG), Campos de Altitude.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2934305' target='other'> <mi>dwc_moreinfo</mi></a>","NY02647868","Magnoliophyta","Myrtales",NA,NA,NA,"2013","09","03","São Paulo","Piquete","-45.14","-22.501944","NY02647868_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1550818","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"K. Kubitzki","84-2","South America","Brazil","Serra da Mantiqueira, nahe Serra das Agulhas Negras, Alsene.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1831038' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550818","Magnoliophyta","Myrtales",NA,"Cogn.","R. Romero","1984","02","28",NA,NA,"-44.658333","-22.384444","NY01550818_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","909787","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"S. Romaniuc Neto","297","South America","Brazil","Chapada dos Veadeiros.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909787","Magnoliophyta","Myrtales",NA,"Cogn.","S. A. C. Chiea","1985","07","25","Goiás","Alto Paraíso de Goiás","-47.5097","-14.1325","NY00909787_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","477805","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"L. B. Smith","1688","South America","Brazil","Mt. Itatiáia, Estaçao Biologica","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477805","Magnoliophyta","Myrtales",NA,"Cogn.",NA,"1929","01","05","Rio de Janeiro","Itatiaia","-44.68","-22.42","NY00477805_01","2000","2300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1144722","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"J. B. F. Silva","s.n.","South America","Brazil","Parque Nacional Itatiaia, campos de alt. Inicio da trilha para abrigo de Rebouças.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298512' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144722","Magnoliophyta","Myrtales",NA,"Cogn.",NA,"2008","07","31","Rio de Janeiro","Itatiaia","-44.6714","-22.3906","NY01144722_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","477797","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"P. von Luetzelburg","6574","South America","Brazil","Serra dos Orgaos","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477797","Magnoliophyta","Myrtales",NA,"Cogn.",NA,"1916","01",NA,"Rio de Janeiro",NA,"-43.055882","-22.471337","NY00477797_01","2400","2400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","477796","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"P. von Luetzelburg","6574","South America","Brazil","Serra dos Orgaos","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264811' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477796","Magnoliophyta","Myrtales",NA,"Cogn.",NA,"1916","01",NA,"Rio de Janeiro",NA,"-43.055882","-22.471337","NY00477796_01","2400","2400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","477803","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii pallidum",NA,"P. C. Porto","2776","South America","Brazil","Itatiáia, km. 16-17","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477803","Magnoliophyta","Myrtales","pallidum","Cogn.","F. Markgraf","1935","02","14","Rio de Janeiro","Itatiaia","-44.5631","-22.4961","NY00477803_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","221504","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","petronianum","Chaetostoma petronianum","isosyntype",NA,"15961","South America","Brazil","Mount Jes Orgaos","sheet",NA,"Collector is probably A. F. M. Glaziou <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=59770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00221504","Magnoliophyta","Myrtales",NA,"Saldanha & Cogn.",NA,NA,NA,NA,"Rio de Janeiro",NA,"-43.073169","-22.496706","NY00221504_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","477831","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","petronianum","Chaetostoma petronianum",NA,"A. F. M. Glaziou","16770","South America","Brazil","Haute des Orgaos","sheet",NA,"[Herbier de A. Glaziou donnépar Mme Simard, sa fille en 1907] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=59769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477831","Magnoliophyta","Myrtales",NA,"Saldanha & Cogn.","J. J. Wurdack","1888","02","07","Rio de Janeiro",NA,"-43.073169","-22.496706","NY00477831_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-13 09:20:13-03","UFRJ","RFA","4759","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"P. Occhioni","914",NA,"Brasil",NA,NA,NA,"Arbusto","RFA25257",NA,NA,NA,"Cogn.","J.J. Wurdack","1947","03","12","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"1975","19648","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:31:21-03","UFRJ","RFA","22997","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,NA,NA,NA,"Brasil",NA,NA,NA,"Habitat: Em bolsas turfosas sobre pedras","RFA18833",NA,NA,NA,"Cogn.",NA,NA,NA,NA,"Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,"2300","2300",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-13 09:20:13-03","UFRJ","RFA","4889","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"P. Occhioni","1306",NA,"Brasil",NA,NA,NA,"Subarbusto","RFA25332",NA,NA,NA,"Cogn.","J.J. Wurdack","1962","04","27","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"1975","19648","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:31:21-03","UFRJ","RFA","22996","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Newton Santos","5179",NA,"Brasil",NA,NA,NA,NA,"RFA18832",NA,NA,NA,"Cogn.",NA,"1964","02","07","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:31:21-03","UFRJ","RFA","30768","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Katia T.Ribeiro; Branca Medina e Nivea Teixeira","122",NA,"Brasil",NA,NA,NA,"Subarbusto","RFA20384",NA,NA,NA,"Cogn.",NA,NA,NA,NA,"Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,"2400","2400",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:31:21-03","UFRJ","RFA","30670","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Katia T.Ribeiro; Branca Medina e Nivea Teixeira","1",NA,"Brasil",NA,NA,NA,"'cus","RFA20334",NA,NA,NA,"Cogn.",NA,"1998","04","00","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,"2400","2400",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:31:21-03","UFRJ","RFA","22998","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"RFA18834",NA,NA,NA,"Cogn.",NA,NA,NA,NA,"Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,"2300","2300",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-11-13 09:20:13-03","UFRJ","RFA","23113","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"F. Segadas-Vianna",NA,NA,"Brasil",NA,NA,NA,"Em g","RFA18867",NA,NA,NA,"Cogn.","Segadas-Vianna","1945","03","09","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,"2000","2000","1945","19648","auto","07","28",NA,NA,NA,NA,NA
"30","2021-03-30 12:44:18-03","EAO","IAN","137346","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Angeli, C","86","Southern America","Brasil","Itatiaia, perto do abrigo Rebouças, 2.350m.",NA,NA,NA,"IAN137346","Dicotiledônea",NA,NA,"Cogn.","Wurdack, JJ","1960","03","12","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"1970",NA,NA,"04",NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:44:18-03","EAO","IAN","68829","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Black, GA","10982","Southern America","Brasil","Itirapina, Campo Alegre.",NA,NA,NA,"IAN068829","Dicotiledônea",NA,NA,"Cogn.","Wurdack, JJ","1951","01","21","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:44:18-03","EAO","IAN","94132","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii rubella","isosintipo","Glaziou, AFM","4803","Southern America","Brasil",NA,NA,NA,NA,"IAN094132","Dicotiledônea",NA,"rubella","Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:44:18-03","EAO","IAN","116332","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Segadas-Vianna, F","182","Southern America","Brasil",NA,NA,NA,NA,"IAN116332","Dicotiledônea",NA,NA,"Cogn.",NA,NA,NA,NA,"Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:02:26-03","NBC","NL-BOTANY","AMD.90363","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Weevers T",NA,"Southern America","Brazil","Serra Hahaya.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.90363 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD90363",NA,"Myrtales",NA,"Cogn.",NA,"1925","08","01",NA,NA,NA,NA,"NL-AMD90363",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 10:02:26-03","NBC","NL-BOTANY","U.1379966","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Camerik AM",NA,"Southern America","Brazil","Est. Rio de Janeiro, Parque Nac., do Itahuia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1379966 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1379966",NA,"Myrtales",NA,"Cogn.",NA,"1975","03","15",NA,NA,NA,NA,"NL-U1379966",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 10:02:26-03","NBC","NL-BOTANY","U.1379984","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Camerik AM",NA,"Southern America","Brazil","Est. R.J. : Irahaia, Protebeiceras.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1379984 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1379984",NA,"Myrtales",NA,"Cogn.",NA,"1975","03","15",NA,NA,NA,NA,"NL-U1379984",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 10:02:26-03","NBC","NL-BOTANY","U.1379985","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil","Rio de Janeiro. Parque Nacional do Itataia. near broadcasting station.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1379985 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1379985",NA,"Myrtales",NA,"Cogn.",NA,"1967","04","16",NA,NA,NA,NA,"NL-U1379985",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2021-01-14 15:31:36-03","MN","R","9262","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Glaziou, A.F.M.","16770",NA,"Brasil",NA,NA,NA,"Plantas do Brasil Central","R000009262",NA,NA,NA,"Cogn.","Koschnitzke, C.","1882","12","23","Rio de Janeiro",NA,NA,NA,"R000009262_001",NA,NA,"2002",NA,NA,"09","23",NA,NA,NA,NA,NA
"39","2021-01-14 15:31:36-03","MN","R","141993","PreservedSpecimen","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Glaziou, A.F.M.",NA,NA,"Brasil",NA,NA,NA,"Herb. J. de Saldanha, 5040; Plantae Flum. Ex Herb. Glaziou","R000141993",NA,NA,NA,"Cogn.","Koschnitzke, C.","1895","05","12","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","R000141993_001",NA,NA,"1997","19648","auto","03","10",NA,NA,NA,NA,NA
"40","2021-03-01 16:33:49-03","UNICAMP","UEC","100447","S","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Goldenberg, R; Shepherd, GJ; Belinello, R; Galvão, JC; Santos, MV","418",NA,"Brazil","Crista da montanha vizinha à Pedra da Mina.",NA,NA,"Subarbusto em forma de almofada, muito abundante. Flores com pétalas lilases e estames amarelos.; Vegetação subarbustiva e herbácea sobre pedras. Altitude: 2500 - 2660m.","UEC003390","Magnoliopsida",NA,NA,"Cogn.","Koschnitzke, C","1997","02","18","São Paulo","Queluz","-44.834722","-22.431389","UEC003390",NA,NA,"1999",NA,NA,"03",NA,NA,"-44.834722","-22.431389",NA,NA
"41","2021-03-01 16:33:49-03","UNICAMP","UEC","10355","S","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Stella, M; Silvestre, F","31",NA,"Brazil","Parque Nacional de Itatiaia, Pico das Agulhas Negras.",NA,NA,"Subarbusto com ca. de 40 cm de altura, flores arroxeadas.; Campo rupestre, 2350 m de altitude.","UEC003388","Magnoliopsida",NA,NA,"Cogn.","Koschnitzke, C","1977","04","29","Rio de Janeiro",NA,NA,NA,"UEC003388",NA,NA,"1997",NA,NA,"03","10",NA,NA,NA,NA,NA
"42","2021-03-01 16:33:49-03","UNICAMP","UEC","10471","S","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Sucre, D","4670",NA,"Brazil","Planalto do Itatiaia, subida das Agulhas Negras.",NA,NA,"Rupícola, formando touceiras, heliófila, corola lilás.; Entre 2400-2500 msm.","UEC003392","Magnoliopsida",NA,NA,"Cogn.","Koschnitzke, C","1969","02","06","Rio de Janeiro",NA,NA,NA,"UEC003392",NA,NA,"1997",NA,NA,"03","10",NA,NA,NA,NA,NA
"43","2021-03-01 16:33:49-03","UNICAMP","UEC","10905","S","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Shepherd, GJ; Kirszenzaft, SL","9963",NA,"Brazil","Parque Nacional de Itatiaia, perto do abrigo Rebonças.",NA,NA,"Subarbusto de 40cm, flores +- rosa maravilha.; Entre pedras. Alt. ca. 2700m.","UEC003386","Magnoliopsida",NA,NA,"Cogn.","Koschnitzke, C","1979","04","13","Rio de Janeiro",NA,NA,NA,"UEC003386",NA,NA,"1997",NA,NA,"03","10",NA,NA,NA,NA,NA
"44","2021-03-01 16:33:49-03","UNICAMP","UEC","143771","S","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Koschnitzke, C","35354",NA,"Brazil","Estrada para Prateleiras - Agulhas Negras - Itatiaia.",NA,NA,"Subarbusto 30 cm, hipanto e cálice avermelhados, pétalas róseas, anteras amarelas, estilete amarelo com ápice rosa. Hábito prostrado.; Entre e sobre rochas.","UEC003405","Magnoliopsida",NA,NA,"Cogn.",NA,"1996","02","28","Rio de Janeiro",NA,NA,NA,"UEC003405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:33:49-03","UNICAMP","UEC","168208","S","Plantae","Melastomataceae","Chaetostoma","glaziovii","Chaetostoma glaziovii",NA,"Batista, TA; Naves, AR; Coelho, P","372",NA,"Brazil","Hotel Casa Alpina Nos campos de altitude próximo da pista de voo.",NA,NA,"Erva. Folha verde limão. Inflorescência verdes ferrugíneas.; Ponto 20 - Campo de altitude a 2100 m de altitude. Presênça de arvoretas, arbustos e gramineas. Solo com afloramento rochoso. Há Carquejas, Crotons, Asteraceas, Bromeliaceas,","UEC091140","Magnoliopsida",NA,NA,"Cogn.",NA,"2011","06","18","Minas Gerais","Itamonte","-44.819306","-22.377472","UEC091140","2131","2131",NA,NA,NA,NA,NA,NA,"-44.819306","-22.377472",NA,NA
