"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","typeStatus","sex"
"11","2021-03-31 13:41:13-03","MN","R","35537","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. f. & Warm.) Schltr.",NA,"Ule, E.H.G.",NA,"1892","02",NA,NA,"Brasil","Minas Gerais","Serra de Ouro","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"Ouro Preto",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"12","2020-12-20 21:18:46-03","UFV","VIC","45800","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.t. & Warm.) Garay","Vieira, T.L.","Paula, C.C. de; et al.","698","2003","02","28",NA,"Brasil","Minas Gerais","Serra do Ouro Branco, Area 2","-43.663056","-20.504167","1349","1349",NA,"Terrestre; campo graminóide; erva de 0,26m; frequencia de 1 indivíduo num raio de aprox. 5m, Folhas verdes; sépalas superiores verdes e inferiores brancas; pétalas brancas com listras verdes; labelo para baixo com listras verdes e a ba","VIC045800","VIC045800","Ouro Branco","2015","05","-43.663056","-20.504167",NA,NA,NA,"19",NA,NA,NA,NA,NA
"13","2020-12-20 21:18:46-03","UFV","VIC","20752","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchbt. & Warm) Garay",NA,"Valente, G. .E.","et al.","2004","03","26",NA,"Brasil","Minas Gerais","Serra de Ouro Branco, próximo às antenas da EMBRAT","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta crescendo a pleno sol em solo pedregoso. Sem folhas. Flor branca","VIC020752","VIC020752","Ouro Branco",NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:38:42-03","MBM","MBM","2181","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. & Warm.) Schltr.","Pabst, G.","Hatschbach, G.","15998","1967","02","15","Southern America","Brazil","Paraná","Rio Passa Dois","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"MBM002181","MBM002181","Lapa",NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:38:42-03","MBM","MBM","50134","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. & Warm.) Schltr.","Pabst, G.","Hatschbach, G.","18864","1968","03","22","Southern America","Brazil","Paraná","Fazenda do Lobo","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,"MBM050134","MBM050134","Arapoti",NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:38:42-03","MBM","MBM","55211","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. & Warm.) Schltr.","Pabst, G.","Hatschbach, G.","39941","1977","05","27","Southern America","Brazil","Paraná","Rio Cajuru","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,"MBM055211","MBM055211","Sengés",NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA
"17","2015-09-03 19:27:04-03","MNHN","RECOLNAT_MNHN_P","P00345635","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.","Pabst","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Saint Paul",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345635' target='other'> <mi>dwc_moreinfo</mi></a>","P00345635","P00345635_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1525 bis",NA,NA,NA,NA
"18","2020-10-01 14:26:07-03","JBB","HEPH","22490","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.","Meneguzzo, TEC","Salles, AEH","4044","2006","03","17","Southern America","Brasil","Distrito Federal","Bairo Tororó BR-251","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"Brasília","2009","12",NA,NA,NA,"70570","auto","20",NA,NA,NA,NA,NA
"19","2020-12-11 11:44:48-03","UFMG","BHCB","120287","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb & Warm.) Schltr.",NA,"Batista, JAN","2606","2008","03","05","Southern America","Brasil","Minas Gerais","Serra do Ouro Branco. Trecho inicial da serra, pró","-43.649444","-20.505847","1252","1252",NA,"Erva terrestre, em campo limpo seco. Solo arenoso, seco. Local anteriormente queimado.; Erva terrestre.; Em campo limpo seco. Solo arenoso, seco. Local anteriormente queimado.","BHCB001469","BHCB001469","Ouro Branco","2011","06","-43.649444","-20.505847",NA,NA,NA,"03",NA,NA,NA,NA,NA
"20","2020-12-11 11:44:48-03","UFMG","BHCB","125466","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb & Warm.) Schltr.",NA,"Carmo, FF","2413","2008","02","28","Southern America","Brasil","Minas Gerais","Serra de Capanema/C1","-43.574306","-20.209861","1904","1904",NA,"Coletado em fendas e depressões; afloramento de canga.","BHCB001464","BHCB001464","Ouro Preto","2009","09","-43.574306","-20.209861",NA,NA,NA,"04",NA,NA,NA,NA,NA
"21","2020-12-11 11:44:48-03","UFMG","BHCB","190042","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb & Warm.) Schltr.",NA,"Quaresma, AS","742","2018","01","07","Southern America","Brasil","Minas Gerais","BR 040, Às margens da rodovia BR 040, sentido Belo Horizonte #?# Congonhas, próximo ao km 580, ao lado direito da rodovia. Coordenadas aproximadas","-43.965278","-20.2475",NA,NA,NA,NA,"BHCB190042",NA,"Itabirito","2018","01","-43.965278","-20.2475",NA,NA,NA,"17",NA,NA,NA,NA,NA
"22","2013-12-05 16:45:00-02","MO","MOBOT","2837746","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","hysterantha","Pelexia hysterantha","(Barb. Rodr.) Schltr.","C.H. Dodson","I.M. Vavrek|Esmerio Gonzalez","Vavrek 640","1982","4","28","South America","Paraguay","Paraguarí","Parque Nacional Ybycuí. Cerca del Arroyo Minas. Exp. sombra, vegetación bosque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"23","2008-05-27 22:02:00-03","MO","MOBOT","2482787","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. f. & Warm.) Schltr.","G.F.J. Pabst","Gert G. Hatschbach","Hatschbach 15998","1967","2","15","South America","Brazil","Paraná","Mun. Lapa. Rio Passa Dois.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2009-06-29 10:57:00-03","MO","MOBOT","2838972","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. f. & Warm.) Schltr.","G. Pabst, 28 Apr","Louis O. Williams|Vicente Assis","Williams 7155","1945","6","6","South America","Brazil","Minas Gerais","In campo, Pico de Belo Horizonte, Municipio of Nova Lima.",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-07-10 09:48:30-03","MBML","MBML-HERBARIO","24449",NA,"Plantae",NA,NA,"Orchidaceae","Pachygenium","orthosepalum","Pachygenium orthosepalum","(Rchb.f. & Warm.) Szlach., R.González & Rutk.","C.R. Buzatto/Março-2014","A. P. Fontana; et al","1398","2005","04","10",NA,"Brasil","Espírito Santo","Alto Misterioso","-40.775278","-19.796944",NA,NA,NA,"Terrestre, flores com sépala dorsal verde pilosa e sép. Laterais com ápice branco com listras verdes, pétalas e labelo branco com linhas verdes, folhas verdes.","MBML024449",NA,"São Roque do Canaã",NA,NA,"40W46'31","19S47'49",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:48:30-03","MBML","MBML-HERBARIO","34201",NA,"Plantae",NA,NA,"Orchidaceae","Pachygenium","orthosepalum","Pachygenium orthosepalum","(Rchb.f. & Warm.) Szlach., R.González & Rutk.","C.R. Buzatto/Março-2014","C. Esgario; et al","144","2007","03","20",NA,"Brasil","Espírito Santo","Alto Misterioso","-40.775278","-19.796944",NA,NA,NA,NA,"MBML034201",NA,"São Roque do Canaã",NA,NA,"40W46'31","19S47'49",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:48:30-03","MBML","MBML-HERBARIO","47787",NA,"Plantae",NA,NA,"Orchidaceae","Pachygenium","orthosepalum","Pachygenium orthosepalum","(Rchb.f. & Warm.) Szlach., R.González & Rutk.","C.R.Buzatto/15-12-2009","C.R. Buzatto","589","2009","12","15",NA,"Brasil","Rio Grande do Sul",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"MBML047787",NA,"Porto Alegre",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","2744566","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala",NA,NA,"G. Hatschbach","15998","1967","2","15","South America","Brazil","Paraná",NA,"-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"US00015832","US00015832_01","Lapa",NA,NA,NA,NA,"Monocotyledonae","49965","auto",NA,NA,"1",NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","1932923","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala",NA,NA,"L. O. Williams & V. Assis","7155","1945","6","6","South America - Neotropics","Brazil","Minas Gerais",NA,"-43.8466987609863","-19.9855995178223","1300","1300",NA,NA,"US00015835","US00015835_01","Nova Lima",NA,NA,NA,NA,"Monocotyledonae","29211","auto",NA,NA,"1",NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","2563704","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala",NA,NA,"G. Hatschbach","15998","1967","2","15","South America","Brazil","Paraná",NA,"-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"US00015833","US00015833_01","Lapa",NA,NA,NA,NA,"Monocotyledonae","49965","auto",NA,NA,"1",NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","1705678","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala",NA,NA,"W. A. Archer","4063","1936","9","24","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"US00015834","US00015834_01",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"32","2020-09-02 16:35:18-03","Cenargen","CEN","26616","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.","T. E. C. Meneguzzo","Luciano de Bem Bianchetti",NA,"1995","05","11",NA,"Brasil","DF","Campus da Universidade de Brasília, abaixo do alojamento dos estudantes no centro olímpico, na margem de caminho de terra que desce em direção ao lago.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Campo recem queimado. Com poucas pedras. Ppulação de 15 indivíduos.","CEN00026616","CEN00026616","BRASILIA","2009","12",NA,NA,NA,"70570","auto",NA,NA,"1",NA,NA,NA
"33","2020-09-02 16:35:18-03","Cenargen","CEN","29385","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.","T. E. C. Meneguzzo","Luciano de Bem Bianchetti",NA,"1995","05","11",NA,"Brasil","DF","Campus da Universidade de Brasília, abaixo do alojamento dos estudantes no centro olímpico, na margem de caminho de terra que desce em direção ao lago.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área aparentemente anteriormente queimada.","CEN00029385","CEN00029385","BRASILIA","2009","12",NA,NA,NA,"70570","auto",NA,NA,"1",NA,NA,NA
"34","2020-09-02 16:35:18-03","Cenargen","CEN","53527","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.","T. E. C. Meneguzzo","José Floriano Barêa Pastore","582","2003","05","05",NA,"Brasil","GO","Indaiá.","-47.334400177002","-15.5371999740601",NA,NA,"Unicata",NA,"CEN00053527","CEN00053527","FORMOSA","2010","06",NA,NA,NA,"113054","auto",NA,NA,"1",NA,NA,NA
"35","2020-09-02 16:35:18-03","Cenargen","CEN","87320","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.","L. B. Bianchetti","Marcelo Fragomeni Simon","2309","2014","03","24",NA,"Brasil","MT","Serra de Santa Bárbara, 50 km em vicinal a partir do km 28 da MT - 473, ao sul de Pontes e Lacerda.","-59.3353004455566","-15.2260999679565","700","700","Unicata","Erva terrestre. Flores esverdeadas. Ocasional.","CEN00087320","CEN00087320","PONTES E LACERDA","2014","05",NA,NA,NA,"110136","auto",NA,NA,"1",NA,NA,NA
"36","2019-10-07 09:20:06-03","UEFS","HUEFS","101603","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.",NA,"Smidt, E.C.","667","2005","10",NA,NA,"Brasil","Bahia","Cach. Firmino.","-41.3","-13.516667",NA,NA,NA,"Campo rupestre.","HUEFS0101603","HUEFS0101603","Ibicoara",NA,NA,"41W18'","13S31'","Lilianae",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-07 09:20:06-03","UEFS","HUEFS","101598","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.",NA,"Smidt, E.C.","662","2005","10",NA,NA,"Brasil","Bahia","Mucugê - Guiné.","-41.3","-13.05",NA,NA,NA,NA,"HUEFS0101598","HUEFS0101598","Mucugê",NA,NA,"41W18'","13S3'","Lilianae",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-07 09:20:06-03","UEFS","HUEFS","119734","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.",NA,"Ribeiro, P.L.","182","2007","02","04",NA,"Brasil","Minas Gerais","Trilha da Tropa.","-42.915278","-16.543889","1155","1155",NA,"Campo rupestre, solo arenoso.","HUEFS0119734","HUEFS0119734","Grão Mogol","2008","09","42W54'55''","16S32'38''","Lilianae",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-07-09 12:42:56-03","F","FMNH-SEEDPLANTS","V0435247F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Pelexia","hysterantha","Pelexia hysterantha",NA,NA,"L. O. Williams & V. Assis","7155","1945","6","6","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0435247F","V0435247F_01",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-07-09 12:43:37-03","F","FMNH-SEEDPLANTS","V0434666F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala",NA,NA,"O. L. Bueno","10701, 2002","1979","12","10","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0434666F","V0434666F_01",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-07-23 12:17:24-03","CEPLAC","CEPEC","49173","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala",NA,"A. Toscano","R. M. Harley","26332","1988","11","10",NA,"Brasil","Bahia","Pico das Almas. Vertente leste. Subida do pico do campo norte do Queiroz. Foto.","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,"RIO DE CONTAS",NA,NA,"41W58'","13S32'",NA,NA,NA,NA,NA,NA,"30/12/1995",NA,NA
"42","2019-11-01 15:15:31-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pelexia","hysterantha","Pelexia hysterantha","(Barb. Rodr.) Schltr.","Pabst, GFJ","Irwin, HS; Maxwell, H; Wasshausen, DC","20640","1968","02","22","Southern America","Brasil","Minas Gerais","km 145 (ca. 170km N of Belo Horizonte)",NA,NA,"1500","1500",NA,"Simple terrestrial erect herb. Perianth white; Sandstone outcrops, Vacaria, summit of Serra do Cipó","UB0018924","UB0018924","Serra do Espinhaço","1969","06",NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA
"43","2019-11-01 15:15:31-03","UnB","UB","200708","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. f. & Warm.) Schltr.","Pabst, G","Anderson, WR; et al.","36085","1972","02","17","Southern America","Brasil","Minas Gerais","Serra do Cipó",NA,NA,"1200","1300",NA,"Terrestrial with fleshy roots; flowers green and white; Forest along stream, adjacent rocky and grassy hillsides, and grassy campo on top on hills; sandy soil with sandstone","UB0018940","UB0018940",NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-01 15:15:31-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. f. & Warm.) Schltr.","Pabst, GFJ","Anderson, WR; Stieber, M; Kirkbride Junior, JH","35882","1972","02","12","Southern America","Brasil","Minas Gerais","Eastern slopes of Pico do Itambé",NA,NA,NA,NA,NA,"Herb in low wet places, in black humus; flowers green and white; Sandstone outcrops with shrubby vegetation, adjacent grassy slopes, and valley of small stream; mostly sandy soil, but with overlying black humus in many places","UB0018936","UB0018936","Serra do Espinhaço","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-01 15:15:31-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. f. & Warm.) Schltr.","Pabst, GFJ","Anderson, WR; Stieber, M; Kirkbride Junior, JH","20585","1968","02","20","Southern America","Brasil","Minas Gerais","Palácio, Serra do Cipó, km 135 (ca. 150km N of Belo Horizonte)",NA,NA,"1450","1450",NA,"Terrestrial, erect, ca. 1m tall. Perianth white; Shade. Cliffs and talus slopes","UB0018938","UB0018938","Serra do Espinhaço","1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-01 15:15:31-03","UnB","UB","153366","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. f. & Warm.) Schltr.","Meneguzzo, TEC","Zanatta, MRV","173","2008","05","06","Southern America","Brasil","Distrito Federal","Trilha tradicional do Centro Olímpico da Universidade de Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Foto (M.R.V. Zanatta). Pétalas brancas com mancha verde. Sépalas verdes, ramo verde. Leve aroma.; Erva 0,6m. Flor branco. Foto (M.R.V. Zanatta). Pétalas brancas com mancha verde. Sépalas verdes, ramo verde. Leve aroma.; Cerrado sensu s","UB0019803","UB0019803","Brasília","2008","12",NA,NA,NA,"70570","auto","15",NA,NA,NA,NA,NA
"47","2019-11-01 15:15:31-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. f. & Warm.) Schltr.","Smidt, EC","Heringer, EP","7596","1960","06","03","Southern America","Brasil","Minas Gerais","Rodovia Brasília - B. Horizonte","-46.874698638916","-17.2222003936768",NA,NA,NA,"Planta terrestre, encontrei apenas uma planta; Cerradão","UB0018942","UB0018942","Paracatu","2002","10",NA,NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA
