"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"105","2021-03-30 12:48:29-03","EAO","IAN","163882","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Cordeiro, MR","1434","1991","08","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás, N-5, ao lado da garagem da Transamazônica.","-49.9021987915039","-6.06750011444092",NA,NA,"IAN163882",NA,NA,"12",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-30 12:48:29-03","EAO","IAN","174754","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","1638","1995","01","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás. Rio Parauapebas. Cinturão verde. (CVRD).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174754",NA,NA,"10",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-30 12:48:29-03","EAO","IAN","174753","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","1637","1995","01","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás. Rio Parauapebas. Cinturão verde. (CVRD).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174753",NA,NA,"11",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-30 12:48:29-03","EAO","IAN","162241","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Plowman, T; Rosa, NA","9774","1980","03","Southern America","Brasil","Pará","Tucuruí","15,6Km each of Represa Tcurui.","-49.6725006103516","-3.76610994338989",NA,"Shrub or treelet to 3m tall. Fruit gree.","IAN162241",NA,"Skorupa, LA","19",NA,NA,"59618","auto",NA,NA,"1996","06",NA,NA,NA,NA,NA,NA
"109","2019-12-04 15:25:48-03","PUCPR","HUCP","23651","S","Plantae","Eudicotiledonea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Dunaiski, A","2140","2003","09",NA,"Brasil","São Paulo","Rio Claro",NA,"-47.560001373291","-22.4099998474121",NA,NA,"HUCP00018233","HUCP00018233","Dunaiski, A","09",NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-10-09 11:24:10-03","UFBA","ALCB","122148","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,"Guedes, ML; Chagas, F das; Silveira, ER","24160","2015","10","Southern America","Brasil","Maranhão","Barra do Corda","Faz. MERC.","-45.283333","-5.283333",NA,"Folhas com folíolos cartáceos. Frutos cápsulas maduras.","ALCB008162","ALCB008162",NA,"06","382","382",NA,NA,"-45.283333","-5.283333",NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-02-08 10:31:30-03","NBC","NL-BOTANY","U.1582282","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Hallé F",NA,"1996","12","Southern America","French Guiana","Bassin du Maroni",NA,"Guyana Francaise: Bassin du Maroni; Commune de Saint-Laurent: Crique Voltaire.","-54.083333","5.05",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582282","NL-U1582282",NA,"03",NA,NA,NA,NA,"-54.083333","5.05",NA,NA,NA,"Magnoliopsidae","U 0253637",NA,NA,NA
"112","2020-02-08 10:31:30-03","NBC","NL-BOTANY","U 0254696","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Lindeman JC; Stoffers AL; Görts-van Rijn ARA; Jansen-Jacobs MJ",NA,"1975","09","Southern America","Surinam",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200254696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0254696",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw21773",NA,NA,NA
"113","2020-02-08 10:31:30-03","NBC","NL-BOTANY","U.1582278","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Lindeman JC; Stoffers AL; Görts-van Rijn ARA; Jansen-Jacobs MJ",NA,"1975","09","Southern America","Surinam",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582278 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582278","NL-U1582278",NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0108714",NA,NA,NA
"114","2020-02-08 10:31:30-03","NBC","NL-BOTANY","U.1582279","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira RF; et al.",NA,"1991","07","Southern America","Brazil",NA,NA,"Estado: Para, fazenda Bonal-Moju. A Cerca de 50km W da rodvia pa- 150; entrada a 30 km de Tailandia, Municipio: Moju.","-48.766667","-1.9",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582279 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582279","NL-U1582279",NA,"25",NA,NA,NA,NA,"-48.766667","-1.9",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"115","2020-02-08 10:31:30-03","NBC","NL-BOTANY","U.1582280","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira RF; et al.",NA,"1991","07","Southern America","Brazil",NA,NA,"Fazenda Bonal-Moju. A Cerca de 50 km W da Rodavia Pa-150; entrada a 30 km de Tailandia, Municipio: Moju, estado: Maranhao.","-48.766667","-1.9",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582280 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582280","NL-U1582280",NA,"24",NA,NA,NA,NA,"-48.766667","-1.9",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"116","2020-02-08 10:31:30-03","NBC","NL-BOTANY","U.1582281","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira RF; et al.",NA,"1991","08","Southern America","Brazil",NA,NA,"a 18 km de Santa Quiteria-ma; Nos Tucuns a Escuerda na estrada em direcao a sao luis, Santa Quiteria, Maranhao.","-42.55","-3.516667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582281","NL-U1582281",NA,"01",NA,NA,NA,NA,"-42.55","-3.516667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"117","2020-02-08 10:31:30-03","NBC","NL-BOTANY","U.1582284","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira RF; et al.",NA,"1991","07","Southern America","Brazil",NA,NA,"Fazenda Indepencencia ;44 km de Acailandia a Margem do Rio Acailandia; cerca de 12 KM Do asfalto.","-47.95","-5.016667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582284 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582284","NL-U1582284",NA,"22",NA,NA,NA,NA,"-47.95","-5.016667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"118","2020-02-08 10:31:30-03","NBC","NL-BOTANY","U.1582285","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira RF; et al.",NA,"1991","07","Southern America","Brazil",NA,NA,"Faz. Seringueira do nordeste (Bonal); A 35 km N de Acai Landia a margem Esquerda, Acailandia, Maranhao.","-47.95","-5.016667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582285 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582285","NL-U1582285",NA,"22",NA,NA,NA,NA,"-47.95","-5.016667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"119","2020-02-08 10:31:30-03","NBC","NL-BOTANY","U.1582286","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira RF; et al.",NA,"1991","07","Southern America","Brazil",NA,NA,"Faz. Seringueira do Nordeste; Aproximadamente 5km N de Acailandia entrada a Esquerda, Acailandia, Maranhao.Area Distante 3.6 km do Asfalto.","-47.95","-5.016667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582286 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582286","NL-U1582286",NA,"22",NA,NA,NA,NA,"-47.95","-5.016667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"120","2020-02-08 10:31:30-03","NBC","NL-BOTANY","U.1582287","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira RF; et al.",NA,"1991","07","Southern America","Brazil",NA,NA,"Faz. Seringueira do Nordeste; Aproximadamente 5km N de Acailandia entrada a Esquerda, Acailandia, Maranhao.Area Distante 3.6 km do Asfalto.","-47.95","-5.016667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582287 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582287","NL-U1582287",NA,"22",NA,NA,NA,NA,"-47.95","-5.016667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"121","2020-02-08 10:31:30-03","NBC","NL-BOTANY","U.1582289","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Sucre Benjamin D; Silva JF da",NA,"1972","06","Southern America","Brazil",NA,NA,"Brasil, Estado do Piaui, Municipio Luizilandia, Mucambo, a mais ou menos 110 metros de Altura.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582289 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582289","NL-U1582289",NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"122","2020-02-08 10:31:30-03","NBC","NL-BOTANY","U.1582290","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Fróes RL",NA,"1940","05","Southern America","Brazil",NA,NA,"Plants of Maranhao, island of Sao Luiz.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582290 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582290","NL-U1582290",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"123","2020-02-08 10:31:30-03","NBC","NL-BOTANY","U.1582291","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Fróes RL",NA,"1939","02","Southern America","Brazil",NA,NA,"Brazil: State of Maranhão: Island of São Luiz.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582291 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582291","NL-U1582291",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"124","2020-11-04 12:16:08-03","ESALQ","ESA","142202","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,"Nascimento, O. M.","2.0","1991","06",NA,"Brasil","Maranhão","Açailândia",NA,"-47.5046997070312","-4.9466700553894",NA,NA,"ESA142202",NA,"Nascimento, O. M.","22",NA,NA,"95172","auto",NA,NA,"1991","07","31",NA,NA,NA,NA,NA
"125","2020-11-04 12:16:08-03","ESALQ","ESA","142223","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,"Monteiro, R. S.","327.0","1991","11",NA,"Brasil","Maranhão","Arame",NA,"-46.0050010681152","-4.88582992553711",NA,NA,"ESA142223",NA,"Monteiro, R. S.","09",NA,NA,"65440","auto",NA,NA,"1991","11","12",NA,NA,NA,NA,NA
"126","2021-03-22 17:46:35-03","UFPI","TEPB","4061","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,"F. R. PAZ NETO",NA,"1985","05",NA,"Brasil","Piauí","Altos",NA,"-42.4599990844727","-5.03806018829346",NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Jaborandi",NA,NA,NA,"09",NA,NA,"37760","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-22 17:46:35-03","UFPI","TEPB","7010","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","F. M. T. FREIRE",NA,"1994","04",NA,"Brasil","Piauí","Altos",NA,"-42.4599990844727","-5.03806018829346",NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Jaborandi",NA,NA,NA,"26",NA,NA,"37760","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-22 17:46:35-03","UFPI","TEPB","6973","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","F. M. T. FREIRE",NA,"1994","04",NA,"Brasil","Piauí","Altos","Serra Franca","-42.4599990844727","-5.03806018829346",NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Jaborandi",NA,NA,NA,"25",NA,NA,"37760","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-22 17:46:35-03","UFPI","TEPB","3414","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","A. FERNANDES & F. M. T. FREIRE",NA,"1984","05",NA,"Brasil","Piauí","Bom Jesus","Laranjeira","-44.3586006164551","-9.07444000244141",NA,"Ambiente: Cerrado <ll>dwc_commonname:</ll> Jaborandi",NA,NA,NA,"16",NA,NA,"107707","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-22 17:46:35-03","UFPI","TEPB","5407","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf.","L. EMPERAIRE",NA,"1986","02",NA,"Brasil","Piauí","São Raimundo Nonato","Zabele","-42.6994018554688","-9.01527976989746",NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Jaborandi",NA,NA,NA,"05",NA,NA,"45407","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2015-07-02 14:04:07-03","JBP","HPL","7160","S","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,"H. Lorenzi","1755","1994","10",NA,"Brasil","PA","Belém","Coletado no CPATU/EMBRAPA.","-48.5044","-1.45583",NA,NA,NA,NA,"J.R. Pirani","31",NA,NA,"48462","auto",NA,NA,"1995","01","10",NA,NA,NA,NA,NA
"132","2015-07-02 14:04:07-03","JBP","HPL","7158","S","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,"H. Lorenzi","995","1996","04",NA,"Brasil","SP","Campinas","Coletado na Universidade Estadual de Campinas (UNICAMP) - CPQBA.","-47.06","-22.9",NA,NA,NA,NA,"H. Lorenzi","09",NA,NA,"23900","auto",NA,NA,"1996","04","09",NA,NA,NA,NA,NA
"133","2015-07-02 14:04:07-03","JBP","HPL","7159","S","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,"H. Lorenzi","2029","1998","05",NA,"Brasil","PA","Belém","Coletado no CPATU/EMBRAPA - na seção de plantas medicinais.","-48.5044","-1.45583",NA,NA,NA,NA,"H. Lorenzi","04",NA,NA,"48462","auto",NA,NA,"1998","05","04",NA,NA,NA,NA,NA
"134","2014-09-04 12:56:03-03","UNICAP","HUCPE","257","S","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf.","Paiva, F.","8699","1973","05",NA,"Brasil","Maranhão","Amapurús","Distrito de Angical Ladeira João Mendes.",NA,NA,NA,NA,NA,NA,"E. Tavares","16",NA,NA,NA,NA,NA,NA,"1973","09",NA,NA,NA,NA,NA,NA
"135","2019-02-15 11:50:00-02","IPA","IPA","75564","S","Plantae","Plantae",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Paiva, F.","8699","1973","05","Southern America","Brasil","Maranhão","Anapurus","Distrito de Angicol. Ladeira João Mendes.","-43.1161003112793","-3.67166996002197",NA,NA,"IPA0075564",NA,NA,"16",NA,NA,"34460","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 14:44:41-03","UFJF","CESJ","58340","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Pilocarpus","microphylus","Pilocarpus microphylus","Stapf ex Wardleworth","B.E. Conde","135","2011","07","América do Sul","Brasil","Minas Gerais","Juiz de Fora","entorno do Jardim Botânico da UFJF","-43.3502998352051","-21.7642002105713",NA,"Jaborandi. Flores amarelo-esverdeadas. Usada contra bronquite e antitérmico.","CESJ058340",NA,"B.E. Conde","10",NA,NA,"36144","auto",NA,NA,"2011","09","16",NA,NA,NA,NA,NA
"137","2021-03-01 16:40:30-03","UNICAMP","UEC","150310","S","Plantae","Magnoliopsida",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Rocha, RC; Sena, J","s.n.","2009","01",NA,"Brazil","Maranhão","Barra do Corda","Fazenda MERCK","-45.2433013916016","-5.50555992126465",NA,"Arbusto, ca. 1m.","UEC042406",NA,"Rizzini, CT","10",NA,NA,"116584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:40:30-03","UNICAMP","UEC","150316","S","Plantae","Magnoliopsida",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Sawaya, ACHF","s.n.","2009","02",NA,"Brazil","São Paulo","Campinas","Unicamp","-47.060001373291","-22.8999996185303",NA,"Arbusto, ca. 1m.","UEC042407",NA,"Tamashiro, JY","10",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-21 19:38:38-03","UFC","EAC","54654","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Meireles, F.","s.n.","2013","11","Southern America","Brasil","Maranhão","Mata Roma","Anajazal.","-43.1","-3.516667",NA,NA,"EAC0054654",NA,NA,"27",NA,NA,NA,NA,"-43.1","-3.516667",NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-21 19:38:38-03","UFC","EAC","35151","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Andrade, M.; Oliveira, C.","s.n.","2005","04","Southern America","Brasil","Maranhão","Barra do Corda","Fazenda Chapada","-45.2433013916016","-5.50555992126465",NA,"Arbusto, floração.&nf;As plantas foram coletadas no Banco de Germoplasma da Fazenda Chapada de Propriedade da Merck S. A.. Essa população é denominada Linha V e hoje é considerada um cultivar.","EAC0035151",NA,"Andrade, M.","20",NA,NA,"116584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-21 19:38:38-03","UFC","EAC","35149","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Andrade, M.; Oliveira, C.","s.n.","2005","04","Southern America","Brasil","Maranhão","Barra do Corda","Fazenda Chapada","-45.2433013916016","-5.50555992126465",NA,"Arbusto, floração.&nf;As plantas foram coletadas no Banco de Germoplasma da Fazenda Chapada de Propriedade da Merck S. A.. Essa população é denominada Faisa Prateado.","EAC0035149",NA,"Andrade, M.","20",NA,NA,"116584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-21 19:38:38-03","UFC","EAC","35155","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Andrade, M.; Oliveira, C.","s.n.","2005","04","Southern America","Brasil","Maranhão","Barra do Corda","Fazenda Chapada","-45.2433013916016","-5.50555992126465",NA,"Arbusto, floração.&nf;As plantas foram coletadas no Banco de Germoplasma da Fazenda Chapada de Propriedade da Merck S. A. .&nf;Essa população é denominada Faisa Verde.","EAC0035155",NA,"Andrade, M.","20",NA,NA,"116584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-21 19:38:38-03","UFC","EAC","35154","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Andrade, M.; Oliveira, C.","s.n.","2005","04","Southern America","Brasil","Maranhão","Barra do Corda","Fazenda Chapada","-45.2433013916016","-5.50555992126465",NA,"Arbusto, floração.&nf;As plantas ocorrem naturalmente na Fazenda Chapada(são nativas) e existem lá antes de se iniciar o cultivo comercial. Elas não são exploradas industrialmente.","EAC0035154",NA,"Andrade, M.","20",NA,NA,"116584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-21 19:38:38-03","UFC","EAC","35156","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Andrade, M.; Oliveira, C.","s.n.","2005","04","Southern America","Brasil","Maranhão","Barra do Corda","Fazenda Chapada","-45.2433013916016","-5.50555992126465",NA,"Arbusto, floração.&nf;As plantas foram coletadas no Banco de Germoplasma da Fazenda Chapada de Propriedade da Merck S. A. .&nf;Essa população é denominada Sítio Aguai.","EAC0035156",NA,"Andrade, M.","20",NA,NA,"116584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-21 19:38:38-03","UFC","EAC","24848","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Andrade, M.","s.n.","1994","09","Southern America","Brasil","Maranhão","Santa Inês","Fazenda da Merck","-45.3800010681152","-3.66667008399963",NA,NA,"EAC0024848",NA,"Andrade, M.","20",NA,NA,"35368","auto",NA,NA,"1994","09","20",NA,NA,NA,NA,NA
"146","2021-03-21 19:38:38-03","UFC","EAC","57527","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Saraiva, M.E.","148","2013","05","Southern America","Brasil","Pernambuco","Exu","Serra das Abelhas, Chapada do Araripe, latossolo vermelho-amarelo","-39.7242012023926","-7.51194000244141",NA,"Arbusto, 1,8 m; folhas papiráceas; frutos enegrecidos.; Cerradão.","EAC0057527",NA,"Miranda, A.M.","16",NA,NA,"29194","auto",NA,NA,"2013","11",NA,NA,NA,NA,NA,NA
"147","2021-03-21 19:38:38-03","UFC","EAC","3023","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Fernandes, A.; Matos, F.J.A.","EAC3023","1976","10","Southern America","Brasil","Piauí","José de Freitas","Fazenda Aprazível","-42.5755996704102","-4.75639009475708",NA,"Subarbusto.","EAC0003023",NA,"Fernandes, A.; Bezerra, P.","28",NA,NA,"39463","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-21 19:38:38-03","UFC","EAC","35153","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Andrade, M.; Oliveira, C.","s.n.","2005","04","Southern America","Brasil","Maranhão","Barra do Corda","Fazenda Chapada","-45.2433013916016","-5.50555992126465",NA,"Arbusto, floração. &nf;As plantas foram coletadas no Banco de Germoplasma da Fazenda Chapada de Propriedade da Merck S. A. .&nf;Essa população ocorre naturalmente no Xingu - PA e foi adaptada na Fazenda Chapada.","EAC0035153",NA,"Andrade, M.","20",NA,NA,"116584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-21 19:38:38-03","UFC","EAC","2407","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Fernandes, A.","EAC2407","1973","10","Southern America","Brasil","Maranhão","Barra do Corda","Núcleo Colonial","-45.2433013916016","-5.50555992126465",NA,NA,"EAC0002407",NA,"Fernandes, A.","30",NA,NA,"116584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-21 19:38:38-03","UFC","EAC","25481","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Andrade, M.","s.n.","1997","09","Southern America","Brasil","Maranhão","Santa Luzia","Fazenda Faísa","-45.6582984924316","-3.96333003044128",NA,"Arbusto.","EAC0025481",NA,"Andrade, M.","16",NA,NA,"96308","auto",NA,NA,"1997","09","16",NA,NA,NA,NA,NA
"151","2021-03-21 19:38:38-03","UFC","EAC","3501","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Fernandes, A.; Matos, F.J.A.","EAC3501","1977","10","Southern America","Brasil","Maranhão","Santa Quitéria do Maranhão",NA,"-42.5466995239258","-3.51555991172791",NA,"Arbusto.","EAC0003501",NA,"Fernandes, A.; Bezerra, P.","14",NA,NA,"98145","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
