"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","year","imagecode","stateProvince","month","day","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","typeStatus","relatedCatalogItem","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","minimumElevationInMeters","maximumElevationInMeters","individualCount"
"19","2015-09-04 13:38:23-03","MNHN","RECOLNAT_MNHN_P","P00506435","PreservedSpecimen",NA,NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.","Fernández Casas","Glaziou, A.",NA,NA,"Brésil","hb","Donné par Mme Simars, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00506435' target='other'> <mi>dwc_moreinfo</mi></a>","P00506435","1893","P00506435_01",NA,"11","19",NA,"Minas Geraes. Serra de Piedade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20418",NA,NA,NA
"20","2015-09-04 14:10:20-03","MNHN","RECOLNAT_MNHN_P","P00506436","PreservedSpecimen",NA,NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.","Hurley","Glaziou, A.",NA,NA,"Brésil","hb","Donné par Mme Simars, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00506436' target='other'> <mi>dwc_moreinfo</mi></a>","P00506436","1893","P00506436_01",NA,"11","19",NA,"Minas Geraes. Serra de Piedade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20418",NA,NA,NA
"21","2015-09-04 14:10:20-03","MNHN","RECOLNAT_MNHN_P","P00506437","PreservedSpecimen",NA,NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.","Fernández Casas","Warming, E.",NA,NA,"Brésil","hb","Donné par Mme Simars, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00506437' target='other'> <mi>dwc_moreinfo</mi></a>","P00506437",NA,"P00506437_01",NA,NA,NA,NA,"Minas Geraes. Serra de Piedade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-09-04 13:38:23-03","MNHN","RECOLNAT_MNHN_P","P00506438","PreservedSpecimen",NA,NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.","Fernández Casas","Saint-Hilaire, A. de",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00506438' target='other'> <mi>dwc_moreinfo</mi></a>","P00506438",NA,"P00506438_01",NA,NA,NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2236",NA,NA,NA
"23","2015-09-04 07:56:08-03","MNHN","RECOLNAT_MNHN_P","P00506439","PreservedSpecimen",NA,NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.","Fernández Casas","Saint-Hilaire, A. de",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00506439' target='other'> <mi>dwc_moreinfo</mi></a>","P00506439",NA,"P00506439_01",NA,NA,NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2265 bis",NA,NA,NA
"24","2020-12-11 11:37:12-03","UFMG","BHCB","6562","PreservedSpecimen","Plantae","Dicotyledon",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.",NA,"Grandi, TSM; et al.","1921","Southern America","Brasil",NA,"Campo rupestre;herbáceo;","BHCB047658","1985",NA,"Minas Gerais","09","28","Caeté","Serra da Piedade","-43.666667","-19.816667",NA,NA,NA,NA,NA,NA,NA,NA,"-43.666667","-19.816667",NA,"1650","1650",NA
"25","2021-01-22 16:34:41-03","UFMG","BHCB","80371","PreservedSpecimen","Plantae","Dicotyledon",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.",NA,"Alves, TMA; Jarenkow, JA; Sobral, M","154","Southern America","Brasil",NA,NA,"BHCB057908","2002","BHCB057908","Minas Gerais","10","23","Caeté","Serra da Piedade","-43.666667","-19.816667",NA,NA,"2007","12",NA,NA,NA,NA,"-43.666667","-19.816667",NA,NA,NA,NA
"26","2020-12-11 11:37:12-03","UFMG","BHCB","67504","PreservedSpecimen","Plantae","Dicotyledon",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.",NA,"Barreto, HLM","5188","Southern America","Brasil",NA,"Arbusto 0,3m; Campo","BHCB047639","1933",NA,"Minas Gerais","11","30","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-29 17:16:16-03","UFMG","BHCB","67514","PreservedSpecimen","Plantae","Dicotyledon",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.",NA,"Barreto, HLM","5187","Southern America","Brasil",NA,"Arbusto 0,5 metros. Flor solferino. Muito frequente.; Campo.","BHCB057909","1933","BHCB057909","Minas Gerais","11","29","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:37:12-03","UFMG","BHCB","40070","PreservedSpecimen","Plantae","Dicotyledon",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.",NA,"Vasconcelos, MF de","s.n.","Southern America","Brasil",NA,"Herbáceo&nf;; Campo rupestre","BHCB047640","1997",NA,"Minas Gerais","10","25","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:37:12-03","UFMG","BHCB","12367","PreservedSpecimen","Plantae","Dicotyledon",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.",NA,"Braga, MMN; Grandi, TSM","153","Southern America","Brasil",NA,NA,"BHCB047659","1987",NA,"Minas Gerais","10","27","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","3400622","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A. DC.","J. Ferandez Casas","Howard S. Irwin","Irwin 30238","South America","Brazil",NA,NA,NA,"1971",NA,"Minas Gerais","1","13",NA,"Near summit of Serra da Piedade, ca. 35 km e. of Belo Horizonte, Near Br-31.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1800.00000000","2000.00000000",NA
"31","2019-06-10 10:10:57-03","FZB-BH","BHZB","10379","S","Plantae",NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana",NA,NA,"Ferreira Junior, C.A. et al.","1337",NA,"Brasil",NA,"Outros coletores: Carlos ( Pai ), Luís A. F. (Irmão), com duplicata.",NA,"2014",NA,"MG","01","08","Caeté","Serra da Piedade, área da capela de São Cristovão.","-43.6697006225586","-19.8799991607666","22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","1573722","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A. DC.",NA,"L. Riedel","581","South America","Brazil",NA,NA,"US03160162","1824","US03160162_01",NA,"9",NA,NA,"Serra do Piedado.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"33","2020-09-12 05:00:02-03","US","US","2755165","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A. DC.",NA,"H. S. Irwin, R. M. Harley & E. Onishi","30238","South America - Neotropics","Brazil",NA,NA,"US03160161","1971","US03160161_01","Minas Gerais","1","13",NA,"Planalto do Brasil, Serra do Espinhaço. Steep iron-rich rocky slopes, near summit of Serra da Piedade, ca. 35 km E. of Be lo Horizonte, near BR-31.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1800","2000","1"
"34","2020-09-12 05:00:02-03","US","US","1573715","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A. DC.",NA,"L. Riedel","581","South America","Brazil",NA,NA,"US03160163","1824","US03160163_01",NA,"9",NA,NA,"Serra do Piedado.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"35","2019-11-13 11:23:42-03","USP","SPF","112305","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.","Miranda, EB","Paula, JA","s.n.",NA,"Brasil",NA,NA,"SPF00112305","1985",NA,"Minas Gerais","09","25","Caeté","Serra da Piedade","-43.666667","-19.816667",NA,NA,"2007",NA,NA,NA,NA,NA,"-43.666667","-19.816667",NA,"1650","1650",NA
"36","2019-11-13 11:23:42-03","USP","SPF","80409","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.","Zappi, DC","Harley, RM","25493",NA,"Brasil",NA,NA,"SPF00080409","1988",NA,"Minas Gerais","11","03","Caeté","Serra da Piedade","-43.566667","-19.916667",NA,NA,"1988",NA,NA,NA,NA,NA,"-43.566667","-19.916667",NA,"1740","1740",NA
"37","2019-11-13 11:23:42-03","USP","SPF","46877","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.","Zappi, DC","Zappi, DC","CFCR10950",NA,"Brasil",NA,NA,"SPF00046877","1987",NA,"Minas Gerais","02","24","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051","auto","1987","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-13 11:23:42-03","USP","SPF","177099","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.","Zappi, DC","Krieger, L","s.n.",NA,"Brasil",NA,NA,"SPF00177099","1971",NA,"Minas Gerais","11","14","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","auto","1989","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-07 09:13:57-03","UEFS","HUEFS","113363","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.",NA,"Krieger, L.","CESJ20177",NA,"Brasil",NA,NA,"HUEFS0113363","1984","HUEFS0113363","Minas Gerais","05","19","Itabirito","Serra da Piedade.","-43.801399230957","-20.2532997131348","20553","auto",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2018-04-19 09:37:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana",NA,"RRC ID Flag","A. P. Duarte","3493","South America","Brazil",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"3493",NA,NA,NA
"41","2019-09-04 19:24:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana",NA,NA,"P. W. Lund",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-03-07 03:53:18-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana",NA,NA,"F. Sellow",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-03-07 08:22:54-03","F","FMNH-SEEDPLANTS","V0197287F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana",NA,NA,NA,NA,"South America","Brazil",NA,NA,"V0197287F",NA,"V0197287F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2018-05-14 16:06:06-03","F","FMNH-SEEDPLANTS","V0197288F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana",NA,"RRC ID Flag","H. S. Irwin","30238","South America","Brazil",NA,NA,"V0197288F","1971","V0197288F_01 V0197288F_02","Minas Gerais","1","13",NA,NA,"-44","-18",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"30238",NA,NA,NA
"45","2018-05-14 17:08:04-03","F","FMNH-SEEDPLANTS","V0197289F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana",NA,"RRC ID Flag","Mello Barreto","5187","South America","Brazil",NA,NA,"V0197289F",NA,"V0197289F_01 V0197289F_02","Minas Gerais",NA,NA,NA,NA,"-44","-18",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"5187",NA,NA,NA
"46","2015-03-07 08:22:54-03","F","FMNH-SEEDPLANTS","V0197290F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana",NA,NA,NA,NA,"South America","Brazil",NA,NA,"V0197290F",NA,"V0197290F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2015-03-07 08:22:54-03","F","FMNH-SEEDPLANTS","V0197291F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana",NA,NA,NA,NA,"South America","Brazil",NA,NA,"V0197291F",NA,"V0197291F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-03-07 08:22:54-03","F","FMNH-SEEDPLANTS","V0197292F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana",NA,NA,NA,NA,"South America","Brazil",NA,NA,"V0197292F",NA,"V0197292F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-05-06 11:58:28-03","UFU","HUFU","52033","S","Plantae",NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.","Zappi, D.C.","Krieger, P.L.; Novelino, R.F. & Luiz, J.","s.n.",NA,"Brasil",NA,"Arbusto com flores roxas.; Sobre Itabirito.","HUFU00012596","1971","HUFU00012596","Minas Gerais","11","14",NA,"Serra da Piedade",NA,NA,NA,NA,"1989","05",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:10:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.",NA,"Lund, PW","s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"in Serra de Piedade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:10:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.",NA,"Sello, HL","s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"in Serra de Piedade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2017-09-11 16:27:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Loganiaceae","Spigelia","lundiana","Spigelia lundiana","A.DC.",NA,"Claussen, P","s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,"Cachoeira do Campo","In prov. Minarum campis editioribus, e g. prope Cachoeira do Campo","-43.667255","-20.335379",NA,NA,NA,NA,NA,NA,NA,NA,"-43.667255","-20.335379",NA,NA,NA,NA
