"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","dayIdentified","continentOcean","preparationType","previousCatalogNumber","barcode","infraspecificEpithet","typeStatus","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"162","2021-03-15 16:37:00-03","NY","NYBG","00697400","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","C. V. Morton",NA,NA,"Y. E. J. Mexia","4210","1930","01","05","Brazil","Minas Gerais","Viçosa","Road to São José de Barroso, about km. 4","-42.8817","-20.7542",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833348' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00697400",NA,NA,"NY00697400_01","750","750",NA,NA,NA,NA,NA,NA,NA
"163","2021-03-15 16:37:00-03","NY","NYBG","00723807","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"J. A. Steyermark","104156","1970","12","20","Venezuela","Bolívar",NA,"Gran Sabana, formación Roraima, en el drenaje de las cabeceras del Río Aponguao: a lo largo del Arautá-parú, alrededores del Km. 148 al sur de El Dorado",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=861313' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723807",NA,NA,"NY00723807_01","1350","1400",NA,NA,NA,NA,NA,NA,NA
"164","2021-03-15 16:37:00-03","NY","NYBG","00962113","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","J. R. Stehmann",NA,NA,"F. de Barros","2999","2000","02","08","Brazil","São Paulo",NA,"Itararé, rodovia SP 258, km 5, beira do Rio Verde.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061124' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00962113",NA,NA,"NY00962113_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-15 16:37:00-03","NY","NYBG","1801834","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"T. E. Almeida","2393","2010","06","12","Brazil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas.","-40.4714","-20.29",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2040291' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY01801834",NA,NA,"NY01801834_01","204",NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-15 16:37:00-03","NY","NYBG","770267","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"G. G. Hatschbach","49905","1985","10","18","Brazil","Espírito Santo","Conceiçao do Castelo","Alto Bananal.","-41.256612","-20.378333",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110549' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770267",NA,NA,"NY00770267_01","800","800",NA,NA,NA,NA,NA,NA,NA
"167","2021-03-15 16:37:00-03","NY","NYBG","00697401","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","C. V. Morton",NA,NA,"Y. E. J. Mexia","5792","1931","05","08","Brazil","Minas Gerais","Diamantina","Diamantina. Olaria","-43.571739","-17.888053",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833356' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00697401",NA,NA,"NY00697401_01","1250","1250",NA,NA,NA,NA,NA,NA,NA
"168","2021-03-15 16:37:00-03","NY","NYBG","770286","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.",NA,NA,NA,"M. V. Peron","807","1989","07","17","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Sítio Sophronites.","-42.5308","-22.2819",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110577' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770286",NA,NA,"NY00770286_01","1100","1200",NA,NA,NA,NA,NA,NA,NA
"169","2021-03-15 16:37:00-03","NY","NYBG","770287","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.",NA,NA,NA,"H. M. Curran","667","1918","12","11","Brazil","Rio de Janeiro","Nova Friburgo","Vicinity of Nova Friburgo.","-42.5308","-22.2819",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110579' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770287",NA,NA,"NY00770287_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-15 16:37:00-03","NY","NYBG","810403","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"S. C. de Sant'Ana","1027","2001","04","30","Brazil","Bahia","Floresta Azul","Torre da Coelba, Entrada ca. 12 km de Floresta Azul (haras Binau) na rod. para Itapetinga, a 8 km da entrada.","-39.6994444","-14.9422222",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802645' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00810403",NA,NA,"NY00810403_01","700","700",NA,NA,NA,NA,NA,NA,NA
"171","2021-03-15 16:37:00-03","NY","NYBG","770244","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"W. Hoehne","s.n.","1951","09","20","Brazil","São Paulo","Sao Paulo","Parque do Estado de Sao Paulo, capital.","-46.621883","-23.654505",NA,"[This specimen appears to be a duplicate. However, the two specimens are annotated differently: Solanum sanctaecatharinae Dunal and Solanum swartzianum Roem. & Schult.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=442130' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770244",NA,NA,"NY00770244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-15 16:37:00-03","NY","NYBG","1522539","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"C. N. Fraga","3128","2010","10","09","Brazil","Rio de Janeiro","Niterói","Subida para o Alto Mourão pela trilha da entrada entre Itaipu e Itaipuassu.","-43.0222","-22.9703",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753446' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY01522539",NA,NA,"NY01522539_01","303",NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-15 16:37:00-03","NY","NYBG","2447042","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","S. D. Knapp",NA,NA,"D. A. do Araújo","1864","2011","11","27","Brazil","Alagoas","Quebrangulo","REBIO Pedra Talhada. Caminho principal após a entrada para a Pedra Telhada.","-36.4247","-9.2472",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2325198' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY02447042",NA,NA,"NY02447042_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-15 16:37:00-03","NY","NYBG","719815","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum swartzianum","Roem. & Schult.",NA,NA,NA,"J. A. Lira Neto","619","1997","08","05","Brazil","Rio de Janeiro",NA,"Reserva da Petrobas. Trilha ao redor da represa (barragem) Plataforma","-43.25","-22.53333",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2520349' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00719815","swartzianum",NA,"NY00719815_01","50",NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-03-15 16:37:00-03","NY","NYBG","770268","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"G. Eiten","7341","1966","07","24","Brazil","Rio de Janeiro","Resende","Itatiáia National Park, south face of Mt. Itatiáia in valley of the creek, Rio Campo Belo.","-44.4467","-22.4692",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110539' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770268",NA,NA,"NY00770268_01","1225","1225",NA,NA,NA,NA,NA,NA,NA
"176","2021-03-15 16:37:00-03","NY","NYBG","01096365","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum argyrophyllum","Dunal","L. de F. de Carvalho",NA,NA,"V. L. Gomes","00468175","1979","07","26","Brazil","Bahia","Uruçuca","Km. 25 da Estrada Uruçuca-Serra Grande","-39.1337407","-14.4892686",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236496' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY01096365","argyrophyllum",NA,"NY01096365_01","250","250",NA,NA,NA,NA,NA,NA,NA
"177","2021-03-15 16:37:00-03","NY","NYBG","770279","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","D. A. de Carvalho",NA,NA,"T. Sendulsky","1001","1968","08","13","Brazil","São Paulo","Sao Paulo","Jardim Botânico e Parque do Estado.","-46.621883","-23.654505",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110568' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770279",NA,NA,"NY00770279_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-15 16:37:00-03","NY","NYBG","770265","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","D. A. de Carvalho",NA,NA,"S. Romaniuc Neto","161","1984","05","28","Brazil","São Paulo","Sao Paulo","Reserva Biológica do Parque Estadual das Fontes do Ipiranga.","-46.621883","-23.654505",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110570' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770265",NA,NA,"NY00770265_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-15 16:37:00-03","NY","NYBG","00697396","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","N. A. Rosa",NA,NA,"N. A. Rosa","3497","1979","09","19","Brazil","Roraima",NA,"As proximidades da divisa com a Venezuela, km 11-2 do marco BV-9. Cordilheira Paracaima","-61.526572","4.043111",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833330' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00697396",NA,NA,"NY00697396_01","1049","1049",NA,NA,NA,NA,NA,NA,NA
"180","2021-03-15 16:37:00-03","NY","NYBG","00697279","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"L. T. D. Dombrowski","13020","1985","10",NA,"Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731","-25.4281",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832554' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00697279",NA,NA,"NY00697279_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-15 16:37:00-03","NY","NYBG","770281","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"J. G. Jardim","2013","1999","02","20","Brazil","Bahia","Ilhéus","Rod. Para o Distrito de Casttelo Novo, ca. 2.5km da BA-262.","-39.2086","-14.6444",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110563' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770281",NA,NA,"NY00770281_01","95","95",NA,NA,NA,NA,NA,NA,NA
"182","2021-03-15 16:37:00-03","NY","NYBG","00697398","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"G. T. Prance","9712","1969","02","08","Brazil","Roraima",NA,"Foothills of Serra Parima, S. of Auaris","-64.37","4.05",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833337' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00697398",NA,NA,"NY00697398_01","900","900",NA,NA,NA,NA,NA,NA,NA
"183","2021-03-15 16:37:00-03","NY","NYBG","00829055","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"M. Kuhlmann","2627","1951","03","19","Brazil","Rio de Janeiro","Angra dos Reis","Fazenda Japuhyba.","-44.3181","-23.0069",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940351' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00829055",NA,NA,"NY00829055_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-03-15 16:37:00-03","NY","NYBG","770277","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","C. Hambo",NA,NA,"R. D. Calasans Xavier","4","1982","04","27","Brazil","São Paulo","Sao Paulo","Reserva Biologica do Parque Estadual das Fontes do Ipiranga.","-46.621883","-23.654505",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110566' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770277",NA,NA,"NY00770277_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-03-15 16:37:00-03","NY","NYBG","00853844","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"J. P. M. Carvalho","s.n.","1984","06","19","Brazil","São Paulo","Campos do Jordão","Parque Estadual do Instituto Florestal. Na região de S. J. Alpes.","-45.455385","-22.725628",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093285' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00853844",NA,NA,"NY00853844_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-15 16:37:00-03","NY","NYBG","01096388","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum argyrophyllum","Dunal","L. Freire",NA,NA,"B. D. Sucre","8358","1972","11","01","Brazil","Espírito Santo","Linhares","Reserva natural da Vale do Rio Doce (Particular). Docemade.","-39.961174","-19.138199",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236942' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY01096388","argyrophyllum",NA,"NY01096388_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-15 16:37:00-03","NY","NYBG","770269","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"E. P. Heringer","3277","1980","01","24","Brazil","Bahia",NA,"Estrada Itabuna - Una. Mata próximo à estrada.","-39.181366","-15.0684251",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110542' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770269",NA,NA,"NY00770269_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-03-15 16:37:00-03","NY","NYBG","00697402","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","C. V. Morton",NA,NA,"J. Frambach","120","1932","01",NA,"Brazil","Minas Gerais",NA,"Porto Novo",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833361' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00697402",NA,NA,"NY00697402_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-03-15 16:37:00-03","NY","NYBG","1144634","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.",NA,NA,NA,"J. M. A. Braga","2728","1995","08","18","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas. Estrada para Juturnaiba, trilha Rodolfo Norte, caminho para a Pelonha.","-42.3917","-22.6508",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297146' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY01144634",NA,NA,"NY01144634_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-03-15 16:37:00-03","NY","NYBG","1019570","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.",NA,NA,NA,"R. C. Forzza","3293","2004","03","30","Brazil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca. Entre o camping e centro de visitantes. Trilha astras da acasa da Policia Florestal.","-43.7931","-21.8428",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1286925' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY01019570",NA,NA,"NY01019570_01","1100","1700",NA,NA,NA,NA,NA,NA,NA
"191","2021-03-15 16:37:00-03","NY","NYBG","770282","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. Sobral",NA,NA,"M. Sobral","5547","1987","03",NA,"Brazil","Bahia","Ilhéus","Ramal da BR-415 a Japu.","-39.0492","-14.7892",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110528' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770282",NA,NA,"NY00770282_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-03-15 16:37:00-03","NY","NYBG","00701422","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"S. C. de Sant'Ana","906","2000","06","02","Brazil","Bahia","Una","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA 001 Ilhéus/Una. Coletas feitas na trilha da roda d'água e ramal de acesso à sede da Reserva","-39.08","-15.15",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=840496' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00701422",NA,NA,"NY00701422_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-03-15 16:37:00-03","NY","NYBG","770257","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.",NA,NA,NA,"J. C. A. Lima","170","1984","08","14","Brazil","Bahia","Una","Estrada Una/Buerarema. Folha SD.24-Y-D. Ponto 30(F.189).","-39.18","-15.18",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110578' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770257",NA,NA,"NY00770257_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-03-15 16:37:00-03","NY","NYBG","00852478","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"P. Fiaschi","2571","2004","09",NA,"Brazil","Bahia","Ilhéus","Rodovia Ilhéus-Itacaré, na altura do km 20 (Ponta do Tulha), entrada à esq. rumo ao Retiro. Estrada para a Fazenda da Família Nora.","-39.0492","-14.7892",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937001' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00852478",NA,NA,"NY00852478_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-03-15 16:37:00-03","NY","NYBG","00723805","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"A. S. Pinkus","272","1939","01","21","Venezuela",NA,NA,"Mount Roraima District: Vicinity of Arabupu",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=861309' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723805",NA,NA,"NY00723805_01","1280","1280",NA,NA,NA,NA,NA,NA,NA
"196","2021-03-15 16:37:00-03","NY","NYBG","01806033","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"R. A. X. Borges","297","2006","12","09","Brazil","Bahia","Camacan","RPPN Serra Bonita. 9,7 km de Camacan na estrada para Jacarecí. Daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.5653","-15.3917",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2127943' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY01806033",NA,NA,"NY01806033_01","900","1000",NA,NA,NA,NA,NA,NA,NA
"197","2021-03-15 16:37:00-03","NY","NYBG","770284","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"W. R. Anderson","11697","1976","02","24","Brazil","Rio de Janeiro",NA,"Serra dos Orgaos, at base of mountains near Limoeiro.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110565' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770284",NA,NA,"NY00770284_01","200","200",NA,NA,NA,NA,NA,NA,NA
