"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","individualCount","class","relatedCatalogItem"
"16","2019-10-07 09:31:02-03","UEFS","HUEFS","251913","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia","Pax & K.Hoffm.",NA,"Harley, R.M.","58424","2019","06","18",NA,"Brasil","Bahia","Rio de Contas","Distrito de Mato Grosso. Acima de Betancourt, próximo ao Rio da Samambaia.","-41.833611","-13.437222","1436","1436",NA,"Campo rupestre com afloramentos rochosos.","HUEFS0251913",NA,NA,NA,NA,"41W50'1''","13S26'14''",NA,NA,NA,NA,"Rosanae",NA
"17","2019-10-07 09:31:02-03","UEFS","HUEFS","251926","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia","Pax & K.Hoffm.",NA,"Harley, R.M.","58437","2019","06","18",NA,"Brasil","Bahia","Rio de Contas","Distrito de Mato Grosso. Acima de Betancourt, próximo ao Rio da Samambaia.","-41.833611","-13.437222","1436","1436",NA,"Campo rupestre com afloramentos rochosos.","HUEFS0251926",NA,NA,NA,NA,"41W50'1''","13S26'14''",NA,NA,NA,NA,"Rosanae",NA
"18","2019-10-07 09:31:02-03","UEFS","HUEFS","47598","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia","Pax & K.Hoffm.","D.S.Carneiro-Torres","Oliveira, R.P.","647","2000","08","11",NA,"Brasil","Bahia","Rio de Contas","Arredores da cidade, próximo ao lixão.","-41.950278","-13.533611",NA,NA,NA,"Campo rupestre.","HUEFS0047598","HUEFS0047598","2000","08",NA,"41W57'1''","13S32'1''",NA,NA,NA,NA,"Rosanae",NA
"19","2019-10-07 09:31:02-03","UEFS","HUEFS","47657","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia","Pax & K.Hoffm.",NA,"Harley, R.M.","53964","2000","06","11",NA,"Brasil","Bahia","Rio de Contas","Na saída da cidade na direção de Jussiape, próximo do nascente do rio Bonito.","-41.797778","-13.603611","1063","1063",NA,"Campo rupestre sobre solos de areia fina e pedrinhas, com canion do rio permanente com mata ciliar e pedra úmidas assombreadas.","HUEFS0047657","HUEFS0047657",NA,NA,NA,"41W47'52''","13S36'13''",NA,NA,NA,NA,"Rosanae",NA
"20","2019-10-07 09:31:02-03","UEFS","HUEFS","70949","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia","Pax & K.Hoffm.","D.S.Carneiro-Torres","Miranda, E.B.","545","2003","04","21",NA,"Brasil","Bahia","Rio de Contas","Fazenda Brumadinho. Gerais com solo argiloso branco.","-41.9075","-13.515833","1241","1241",NA,"Solo arenoso branco.","HUEFS0070949","HUEFS0070949","2003","11",NA,"41W54'27''","13S30'57''",NA,NA,NA,NA,"Rosanae",NA
"21","2019-10-07 09:31:02-03","UEFS","HUEFS","74853","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia","Pax & K.Hoffm.","I.Cordeiro","Giulietti, A.M.","2417","2003","04","19",NA,"Brasil","Bahia","Rio de Contas","Kaiambola. Serra da Mesa.","-41.85","-13.383333","1564","1564",NA,"Campo Rupestre. Solo arenoso.","HUEFS0074853","HUEFS0074853","2004","07",NA,"41W51'","13S23'",NA,NA,NA,NA,"Rosanae",NA
"22","2019-10-07 09:31:02-03","UEFS","HUEFS","47873","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia","Pax & K.Hoffm.",NA,"Carneiro-Torres, D.S.","210","2000","08","26",NA,"Brasil","Bahia","Rio de Contas","2 Km de Rio de Contas, em direção ao lixão.","-41.950278","-13.550278",NA,NA,NA,"Cerrado, em solo arenoso.","HUEFS0047873","HUEFS0047873",NA,NA,NA,"41W57'1''","13S33'1''",NA,NA,NA,NA,"Rosanae",NA
"23","2019-10-07 09:31:02-03","UEFS","HUEFS","39602","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia","Pax & K.Hoffm.","D.S.Carneiro-Torres","Giulietti, A.M.","1495","1999","07","23",NA,"Brasil","Bahia","Rio de Contas","Beira do Rio Água Suja.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Campo rupestre","HUEFS0039602","HUEFS0039602","1999","11",NA,NA,NA,"49773","auto",NA,NA,"Rosanae",NA
"24","2019-10-07 09:31:02-03","UEFS","HUEFS","49886","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia","Pax & K.Hoffm.",NA,"Graças, M.","886","1985","07","13",NA,"Brasil","Bahia","Rio de Contas","Estrada para o Pico das Almas, entre os Km 11 e 19.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"HUEFS0049886","HUEFS0049886",NA,NA,NA,NA,NA,"49773","auto",NA,NA,"Rosanae",NA
"25","2019-09-04 19:01:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia",NA,NA,"P. von Luetzelburg","87&262","1914",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,"Dicotyledoneae",NA
"26","2020-07-23 12:06:15-03","CEPLAC","CEPEC","38370","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia",NA,"D. S. Carneiro-Torres","R. Kral","72752","1985","07","13",NA,"Brasil","Bahia","RIO DE CONTAS","Próximo da Rod. Para o Pico das Almas, 19Km ao SW de Rio de Contas.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,"30/03/2004"
"27","2020-07-23 12:06:15-03","CEPLAC","CEPEC","99027","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia",NA,"D. S. Carneiro-Torres","D. S. Carneiro-Torres","210","2000","08","26",NA,"Brasil","Bahia","RIO DE CONTAS","2Km da cidade, em direção ao lixão.","-41.950278","-13.550278",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W57'1","13S33'1",NA,NA,NA,NA,NA,"30/08/2000"
"28","2020-07-23 12:06:15-03","CEPLAC","CEPEC","108170","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia",NA,"O. L. M. Silva","R. M. Harley","25691","1988","10","27",NA,"Brasil","Bahia","RIO DE CONTAS","10-13Km ao N da cidade na estrada para o povoado de Mato Grosso.","-41.85","-13.483333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W51'","13S29'",NA,NA,NA,NA,NA,"02/02/2015"
"29","2020-07-23 12:06:15-03","CEPLAC","CEPEC","47950","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia",NA,"I. Cordeiro","R. M. Harley","25691","1988","10","27",NA,"Brasil","Bahia","RIO DE CONTAS","10-13Km ao N cidade, estr. p/ o povoado de Mato Grosso.","-41.85","-13.483333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W51'","13S29'",NA,NA,NA,NA,NA,"30/12/1995"
"30","2021-04-08 17:12:39-03","UESB","HUESB","3355","S","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia","Pax & Hoffm.",NA,"Oliveira, R.P.; A.M.Giulietti; Turma Sist. Monocots Mestrado.; A.M.Giulietti; Turma Sist. Monocots Mestrado.","647","2000","08","11",NA,"Brasil","Bahia","Rio de Contas","Arredores da cidade, próximo ao lixão.","-41.952778","-13.536111",NA,NA,NA,"Erva até 30cm. Látex branco abundante. Folhas membranáceas concolores. Brácteas vináceas internamente e esverdeadas externamente. Fruto imaturo verde.",NA,NA,NA,NA,NA,"-41.952778","-13.536111",NA,NA,NA,NA,NA,NA
"31","2019-11-01 14:57:45-03","UnB","UB","209277","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Euphorbia","crossadenia","Euphorbia crossadenia","Pax & K.Hoffm.","Silva, OLM","Faria, JEQ; Ribeiro, ARO","4379","2015","04","19","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, saída de Rio de Contas para Jussiape","-41.798611","-13.5925","1100","1100",NA,"Erva ca. 0,1 m de altura, presença de látex, flores verdes; Ambiente rupestre de altitude com formação arbustiva mista de Cerrado e Caatinga",NA,NA,"2017","03",NA,"-41.798611","-13.5925",NA,NA,NA,NA,NA,NA
