"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"12","2021-03-15 16:37:00-03","NY","NYBG","626028","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","J. C. Solomon","1982","06","03","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626028","Magnoliophyta","Caryophyllales","(L.) H.Walter","R. L. Liesner","7916","El Beni",NA,"Province of Vaca Diez. Ca 5km SW of Riberalta.","-66.12","-11.03",NA,"220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","626023","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","J. M. Silva","1997","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648892' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626023","Magnoliophyta","Caryophyllales","(L.) H.Walter","G. G. Hatschbach","2102","Paraná","Cruzeiro do Iguaçu","Fazenda Rotavo.","-53.1278","-25.6158",NA,"315","315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","626027","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","A. Dik","1993","09","05","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648893' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626027","Magnoliophyta","Caryophyllales","(L.) H.Walter","R. L. Liesner","240","Orellana",NA,"[Napo: Orellana] Parque Nacional Yasuní. Carretera y oleoducto de Maxus en construcción, km 52.5 al km 52.7.","-76.5","-0.75",NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1075743","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","I. da S. Rivero","2000","02","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429683' target='other'> <mi>dwc_moreinfo</mi></a>","NY01075743","Magnoliophyta","Caryophyllales","(L.) H.Walter","O. Kosovsky","359","Acre","Plácido de Castro","Km. 20, AC-40 (Plácido de Castro-Rio Branco), Igarapé Visionário","-67.6127778","-10.2625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","626024","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","S. B. Mikich","1995","10","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648891' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626024","Magnoliophyta","Caryophyllales","(L.) H.Walter","G. G. Hatschbach","271","Paraná","Fênix","Parque Estadual Vila Rica.","-52.45","-23.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","867745","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","L. G. Lohmann","2001","04","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429689' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867745","Magnoliophyta","Caryophyllales","(L.) H.Walter","J. A. Kallunki","385","Acre","Marechal Thaumaturgo","Reserva Extrativista do Alto Juruá. Baixo Tejo. Rio Tejo, Colocação 10 voltas.","-72.6913889","-8.9916667","NY00867745_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2017-02-01 11:43:00-02","NY","NYBG","626026","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","F. J. Breteler","1964","04","16","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626026","Magnoliophyta","Caryophyllales",NA,"G. Agostini","3836",NA,NA,"Near the border (=Rio Grande o Toro) between Estado Bolívar and Territorio Delta Amacuro.","-61.73","8.07",NA,"320","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1075702","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","D. C. Daly","1998","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=77558' target='other'> <mi>dwc_moreinfo</mi></a>","NY01075702","Magnoliophyta","Caryophyllales","(L.) H.Walter","O. Kosovsky","9754","Acre","Assis Brasil","Basin of Rio Purus, upper Rio Acre, left bank.","-69.5669021606445","-10.9413995742798","NY01075702_01",NA,NA,"115177","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:56-03","UTFPR","DVPR","4906","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Caxambu, MG; Siqueira, EL; Chagas, MP","2015","10","16",NA,"Brasil",NA,NA,"subarbusto ripário, hiliófito, escandente. Frutos imaturos verdes.; Relevo: suave - ondulado. Vegetação Floresta Estacional Semicdecidual Aluvial.","DVPR004906","Magnoliophyta",NA,"(L.) H. Walter","Caxambu, MG","7029","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu - Ri oIguaçu, vegetação ciliar.","-54.25586","-25.40113",NA,"182","182",NA,NA,"2015","11","04","-54.25586","-25.40113",NA,NA,NA,NA
"21","2020-11-24 17:10:56-03","UTFPR","DVPR","4923","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Caxambu, MG; Siqueira, EL; Chagas, MP","2015","10","01",NA,"Brasil",NA,NA,"Subarbusto escandente. heliófito. Frutos imaturos verdes.; Relevo: suave-ondulado","DVPR004923","Magnoliophyta",NA,"(L.) H. Walter","Caxambu, MG","6908","Paraná","Céu Azul","Parque Nacional do Iguaçu - Estrada de chão Céu Azul - Serranópolis do Iguaçu","-53.5214","-25.12333",NA,"603","603",NA,NA,"2015","10","24","-53.5214","-25.12333",NA,NA,NA,NA
"22","2019-10-09 11:22:34-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Santos, TS dos","1988","12","14","Southern America","Brasil",NA,NA,"Estéril.; Higrófila Sul Baiana.",NA,"Dicotyledon",NA,"(L.) H. Walt.",NA,"4455","Bahia","Ilhéus","Litoral Sul, Área do CEPEC (Centro de Pesquisa do Cacau), Km22 da Rod. Ilhéus/Itabuna (BR415). Quadra I","-39.033333","-14.783333",NA,"50","50",NA,NA,NA,NA,NA,"-39.033333","-14.783333",NA,NA,NA,NA
"23","2020-02-08 08:56:00-03","NBC","NL-BOTANY","U.1473751","PreservedSpecimen","Plantae","Phytolaccaceae","Rivina","octandra","Rivina octandra","Ule EHG","1977","04","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473751 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473751",NA,"Caryophyllales","L.",NA,NA,NA,NA,"Amazonas-Expedition, Rio Acre.",NA,NA,"NL-U1473751",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"24","2020-02-08 08:56:06-03","NBC","NL-BOTANY","L 0707530","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Cuatrecasas J",NA,NA,NA,"Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200707530 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0707530",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"25","2020-02-08 08:56:06-03","NBC","NL-BOTANY","L.1699124","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Suringar WFR","1885","03","01","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699124 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699124",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Victoria.",NA,NA,"NL-L1699124",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"26","2020-02-08 08:56:06-03","NBC","NL-BOTANY","L.1699128","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Suringar WFR","1885","03","26","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699128 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699128",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Puerto Cabello - Bolburata.",NA,NA,"NL-L1699128",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"27","2020-02-08 08:56:06-03","NBC","NL-BOTANY","L.1699136","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Landsberge van",NA,NA,NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699136 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699136",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,NA,NA,NA,"NL-L1699136",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"28","2020-02-08 08:56:06-03","NBC","NL-BOTANY","L.1699138","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Poeppig EF",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699138 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699138",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Para.",NA,NA,"NL-L1699138",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"29","2020-02-08 08:56:06-03","NBC","NL-BOTANY","L.1699139","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Otto CF",NA,NA,NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699139",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,NA,NA,NA,"NL-L1699139",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"30","2020-02-08 08:56:06-03","NBC","NL-BOTANY","L.1699142","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Smith HH","1898","01","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699142 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699142",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Santa Marta, United States of Colombia.",NA,NA,"NL-L1699142",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"31","2020-02-08 08:56:06-03","NBC","NL-BOTANY","L.1699147","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Herb de Candolle",NA,NA,NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699147 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699147",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Caracas.",NA,NA,"NL-L1699147",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"32","2020-02-08 08:56:06-03","NBC","NL-BOTANY","U 0078295","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Cuatrecasas J",NA,NA,NA,"Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200078295 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0078295",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw25353",NA,NA
"33","2020-02-08 08:56:06-03","NBC","NL-BOTANY","U.1481811","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Krukoff BA","1933","06","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481811 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481811",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Brazilian Amazonia, basin of rio jurua, on varzea land, state of amazonas: near mouth of Rio embira ( tributary of rio Tarauaca).","-70.25","-7.5","NL-U1481811",NA,NA,NA,NA,NA,NA,NA,"-70.25","-7.5","Magnoliopsidae",NA,NA,NA
"34","2020-02-08 08:56:06-03","NBC","NL-BOTANY","U.1481812","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Krukoff BA","1933","05","19","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481812 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481812",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Brazilian amazonia, on varzea land near codajaz in the municipality of codajaz, state of amazonas: along the rio solimoes, on varzea land.",NA,NA,"NL-U1481812",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"35","2020-02-08 08:56:06-03","NBC","NL-BOTANY","U.1481813","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Prance GT; et al.","1971","06","19","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481813 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481813",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Brazilian Amazonia, state of Amazonas, rio purus, rio ituxi, rio purus between campina and tambaqui. Flooded river banks.",NA,NA,"NL-U1481813",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"36","2020-02-08 08:56:06-03","NBC","NL-BOTANY","U.1481814","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Klug G","1935","12","01","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481814 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481814",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Peru, liana, department of san martin: juan jui, alto rio Huallaga.",NA,NA,"NL-U1481814",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"37","2020-02-08 08:56:06-03","NBC","NL-BOTANY","U.1481815","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Haught O","1938","12","24","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481815 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481815",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Colombia, los llanos, intendencia el meta. flood - plain forest on rio negrito, 70km east of Villavicencio.",NA,NA,"NL-U1481815",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"38","2020-02-08 08:56:06-03","NBC","NL-BOTANY","U.1481816","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Klug G","1936","05","01","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481816 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481816",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Peru, liana, department of san martin: Juan Jui, alto rio huallaga. Forest.",NA,NA,"NL-U1481816",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"39","2020-02-08 08:56:06-03","NBC","NL-BOTANY","U.1481817","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Breteler FJ","1964","04","16","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481817 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481817",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Venezuela. Near the border (=Rio Grande o Toro) between Estado Bolivar and Territorio Delta Amacuro.","-61.733333","8.066667","NL-U1481817",NA,NA,NA,NA,NA,NA,NA,"-61.733333","8.066667","Magnoliopsidae",NA,NA,NA
"40","2020-02-08 08:56:06-03","NBC","NL-BOTANY","U.1481819","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Breteler FJ","1965","04","22","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481819 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481819",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Venezuela. along road to La Carbonera, ± 40 km W. of Mérida.",NA,NA,"NL-U1481819",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"41","2020-02-08 08:56:06-03","NBC","NL-BOTANY","U.1481820","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Solomon JC","1982","06","03","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481820 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481820",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Province of Vaca Diez, departamento of Beni: ca 5 km SW of Riberalta.","-66.116667","-11.033333","NL-U1481820",NA,NA,NA,NA,NA,NA,NA,"-66.116667","-11.033333","Magnoliopsidae",NA,NA,NA
"42","2020-02-08 08:56:06-03","NBC","NL-BOTANY","WAG.1166833","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Hatschbach GG","1974","10","10","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1166833 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1166833",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Barra do Guarani (mun. Catanduvas) Paraná.",NA,NA,"NL-WAG1166833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"43","2020-02-08 08:56:06-03","NBC","NL-BOTANY","WAG.1166834","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Hatschbach GG","1974","10","10","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1166834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1166834",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Barra do Guarani (mun. Catanduvas) Paraná.",NA,NA,"NL-WAG1166834",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
