"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","minimumElevationInMeters","typeStatus","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","02636798","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","P. da C. Gadelha Neto","3928","2015","04","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952471' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636798","Magnoliophyta","Fabales","DC.","Paraíba","Serra da Jurema","358",NA,"NY02636798_01",NA,"Guarabira","-35.495278","-6.831389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01093097","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","E. Inácio","190","1996","03","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1247072' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093097","Magnoliophyta","Fabales","DC.","Pernambuco","Fazenda Buriti","636",NA,"NY01093097_01","M. de L. Rico-Arce","Brejo da Madre de Deus","-36.3708","-8.15","636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00917862","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","G. G. Hatschbach","26121","1971","01","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917862","Magnoliophyta","Fabales","DC.","Mato Grosso do Sul","Fda. Boa Vista",NA,NA,"NY00917862_01",NA,"Rio Brilhante","-54.5464","-21.8019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00917872","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","G. G. Hatschbach","64143","1996","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917872","Magnoliophyta","Fabales","DC.","Minas Gerais","Estrada Várzea de Palma a Serra do Cabral, próximo ao início da subida",NA,NA,"NY00917872_01",NA,"Várzea da Palma","-44.7306","-17.5983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","754961","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","L. C. L. Meneses Filho","21",NA,NA,NA,"South America","Brazil","sheet",NA,"specimens for a green manure investigation <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754961","Magnoliophyta","Fabales","DC.","Acre","Rio Moa.",NA,NA,"NY00754961_01","D. S. Seigler","Mâncio Lima","-72.8956","-7.6144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","754955","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","G. T. Prance","7650","1968","09","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754955","Magnoliophyta","Fabales","DC.","Acre","Vicinity of km 7, road Sena Marureira to Rio Branco",NA,NA,"NY00754955_01","H. S. Irwin","Sena Madureira","-68.62","-9.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","391302","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","W. A. Ducke","2341","1954","05","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391302","Magnoliophyta","Fabales","DC.","Ceará","Serra de Maranguape, do lado da cidade, no terço inferior da altura, beira da estrada",NA,NA,"NY00391302_01",NA,"Maranguape","-38.6856","-3.8908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01131880","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","V. C. Souza","5544","1994","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1281609' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131880","Magnoliophyta","Fabales","DC.","Minas Gerais","Retiro. Ca. 16 km da cidade em direçao a Mato Verde","900",NA,"NY01131880_01","G. P. Lewis",NA,"-42.5236","-15.3064","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","306036","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","M. H. Nee","48146","1998","01","30","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00306036","Magnoliophyta","Fabales","DC.","Santa Cruz","Along canyon of Río Piraí and highway from Santa Cruz to Samaipata, 6 km (by road) SW of police checkpoint in Angostura.","680",NA,NA,"M. H. Nee","Florida","-63.55","-18.18","680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00917931","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","G. G. Hatschbach","60199","1994","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917931","Magnoliophyta","Fabales","DC.","Goiás","Córrego das Brancas, próximo a barra do Jacaré",NA,NA,"NY00917931_01",NA,"São João d'Aliança","-47.5244","-14.7058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00917927","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","H. S. Irwin","21118","1968","03","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917927","Magnoliophyta","Fabales","DC.","Tocantins","Land of George Yunes & Cia., Rio das Lontras.","300",NA,"NY00917927_01",NA,"Araguaína","-48.22","-7.22","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","391262","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","P. E. Gibbs","4351","1977","02","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391262","Magnoliophyta","Fabales","DC.","São Paulo","25km. NW de Mogi-Guaçú. Estaçao Experimental de Mogi-Guaçú (Fazenda Campininha). As margens do Rio Mogi-Guaçú",NA,NA,"NY00391262_01",NA,"Moji-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00917879","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","J. H. Kirkbride Jr.","4325","1981","04","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917879","Magnoliophyta","Fabales","DC.","Distrito Federal","Perto do Rio das Salinas","840",NA,"NY00917879_01",NA,"Brasília","-47.95","-15.52","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1098727","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","R. de Lemos Fróes","29547",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1288876' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098727","Magnoliophyta","Fabales","DC.","Pará",NA,NA,NA,"NY01098727_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00917929","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","H. S. Irwin","17490","1966","06","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917929","Magnoliophyta","Fabales","DC.","Goiás","Ca. 78 km. S. E. of Aragarças. Drainage of the Upper Rio Araguaia.","700",NA,"NY00917929_01","H. S. Irwin","Piranhas","-51.97","-16.42","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","391275","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","V. P. de Oliveira","38","1990","01","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391275","Magnoliophyta","Fabales","DC.","Paraná","Sitio JP (mun. Guarapirama)",NA,NA,"NY00391275_01",NA,"Guapirama","-50.0394","-23.5161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","590308","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","W. Ganev","2809","1994","01","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590308","Magnoliophyta","Fabales","DC.","Bahia","Mendonça de Daniel Abreu","900",NA,"NY00590308_01","G. P. Lewis","Abaíra","-41.83","-13.27","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01066789","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","E. Inácio","190","1996","03","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204397' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066789","Magnoliophyta","Fabales","DC.","Pernambuco","Fazenda Buriti","636",NA,"NY01066789_01",NA,"Brejo da Madre de Deus","-36.3708","-8.15","636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00917864","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","B. Maguire","56385","1963","08","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917864","Magnoliophyta","Fabales","DC.","Mato Grosso","100 km N of Cuiaba, en route to Diamantino, Mato Grosso. Brasilia-Acre Highway.","200",NA,"NY00917864_01","A. S. L. da Silva",NA,"-56.515631","-15.011036","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00917897","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","P. Clausen","820",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994305' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917897","Magnoliophyta","Fabales","DC.","Minas Gerais","Brésil (Minas-Geraes)",NA,NA,"NY00917897_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00917290","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","A. Salino","3982","1998","02","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995423' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917290","Magnoliophyta","Fabales","DC.","Minas Gerais","Vale do Peruaçu, carrascal próximo a estrada para a Fazenda Terra Brava.",NA,NA,NA,NA,"Januária","-44.26","-15.1125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1098719","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","J. M. Pires","3766",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1288885' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098719","Magnoliophyta","Fabales","DC.","Pará",NA,NA,NA,"NY01098719_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00917867","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","H. S. Irwin","23135","1969","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994275' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917867","Magnoliophyta","Fabales","DC.","Minas Gerais","Serra do Espinhaço, ca. 35 km N.E. of Francisco Sá, on road to Salinas","1100",NA,"NY00917867_01",NA,NA,"-43.21845","-16.40385","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00917871","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","G. G. Hatschbach","64385","1996","01","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917871","Magnoliophyta","Fabales","DC.","Minas Gerais","Rio da Onça",NA,NA,"NY00917871_01",NA,"Joaquim Felício","-44.1719","-17.7575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00917909","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","G. G. Hatschbach","60199","1994","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917909","Magnoliophyta","Fabales","DC.","Goiás","Córrego das Brancas, próximo a barra do Jacaré",NA,NA,"NY00917909_01",NA,"São João d'Aliança","-47.5244","-14.7058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","164787","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","D. G. Campbell","8994","1986","10","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=579347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00164787","Magnoliophyta","Fabales","DC.","Acre","Margin of Río Azul",NA,NA,"NY00164787_01","G. P. Lewis","Mâncio Lima","-73.65","-7.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00917889","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","H. S. Irwin","16688","1966","06","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917889","Magnoliophyta","Fabales","DC.","Mato Grosso","Ca. 35 km. N. of Xavantina. Serra do Roncador.","500",NA,"NY00917889_01",NA,NA,"-52.23","-14.38","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","391291","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","R. M. Harley","21678","1980","04","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493349' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391291","Magnoliophyta","Fabales","DC.","Bahia","Chapadao Ocidental da Bahia. Islets and banks of the Rio Corrente by Correntina","580",NA,"NY00391291_01","G. P. Lewis",NA,"-44.63","-13.33","580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00917937","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","V. V. Mecenas","82","1996","01","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917937","Magnoliophyta","Fabales","DC.","Distrito Federal","Area de Proteçao Ambiental (APA) de Cafuringam Fazenda Palestina. Parcela I. 20 ° de inclinaçao","770",NA,"NY00917937_01","V. V. Mecenas","Brasília","-48.17","-15.52","770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00917902","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","B. M. T. Walter","5","1989","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917902","Magnoliophyta","Fabales","DC.","Minas Gerais","Estrada de terra que liga a BR 262 à cidade de Pratinha",NA,NA,"NY00917902_01",NA,"Pratinha","-46.4225","-19.6847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","391272","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","H. M. Curran","31","1914","07","08","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391272","Magnoliophyta","Fabales","DC.","Misiones","Vicinity of Puerto Aguirre","100",NA,NA,NA,NA,"-54.567325","-25.617865","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","391284","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","T. S. dos Santos","1291","1971","01","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493352' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391284","Magnoliophyta","Fabales","DC.","Bahia","Santa Cruz da Vitória, Estrada a Ponto de Asterio",NA,NA,NA,"G. P. Lewis","Santa Cruz da Vitória","-39.8117","-14.9611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","754949","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","B. A. Krukoff","5419","1933","08","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=571911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754949","Magnoliophyta","Fabales","DC.","Acre","Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).",NA,NA,"NY00754949_01","A. S. L. da Silva",NA,"-69","-9.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","110669","PreservedSpecimen","Plantae","Fabaceae","Acacia","polyphylla","Acacia polyphylla","W. W. Thomas","10094","1993","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00110669","Magnoliophyta","Fabales","DC.","Bahia","Reserva Florestal da Brasil de Holanda Industrias S.A.; the entrance at Km 18 east of Itamaraju on road to Prado, 8 km from entrance",NA,NA,"NY00110669_01",NA,"Prado","-39.33","-17.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
