"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","previousCatalogNumber","fieldNumber","individualCount","sex"
"2726","2019-11-01 14:58:38-03","UnB","UB","211187","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Projeto Biodiversidade BP; Faria, JEQ; Zanatta, MRV; Castro, BM; Concha, C","BPT8","2012","10","09","Southern America","Brasil","Fazenda Canadá (CSFCDC)",NA,"Árvore; Cerrado sensu stricto. Solo argilo-arenoso, marrom-amarelado com pouca canga",NA,NA,"Kunth","Harris, SA","Goiás","-50.104444","-17.728889","458","458","Edéia",NA,NA,"-50.104444","-17.728889","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2727","2019-11-01 14:58:38-03","UnB","UB","214911","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Antunes, EC; Antunes, LL","281","2012","04","24","Southern America","Brasil",NA,NA,NA,"UB0120003",NA,"Kunth",NA,"Mato Grosso","-60.343611","-13.994722",NA,NA,"Comodoro",NA,NA,"-60.343611","-13.994722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2728","2019-11-01 14:58:38-03","UnB","UB","33637","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Irwin, HS; Harley, RM; Smith, GL","31489","1971","03","04","Southern America","Brasil","Espigão Mestre, near Barreiras airport, ca. 5km NW of Barreiras",NA,"Nearly defoliated tree ca. 5m X 10cm. Calyx black-violet; corolla violet; ovary red-brown.; Cerrado on brown sand.",NA,NA,"Kunth","Arroyo, MTK","Bahia",NA,NA,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2729","2019-11-01 14:58:38-03","UnB","UB","216964","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Muller, VR; Guimarães, MM","C514","2018","07","13","Southern America","Brasil",NA,NA,"Cerrado sentido restrito, solo com afloramento rochoso",NA,NA,"Kunth","Muller, VR","Goiás","-14.0662","-49.2336",NA,NA,"Mara Rosa",NA,NA,"-14.0662","-49.2336","2018","07","20",NA,NA,NA,NA,NA,NA,NA
"2730","2019-11-01 14:58:38-03","UnB","UB","33640","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Melo, E; França, F; Ribeiro, R; Jesus, I","1354","1995","10","29","Southern America","Brasil","Morro do Cruzeiro. 3km W de Santa Teresinha na estrada para Elísio Medrado",NA,"Folhas discolores. Cálice e pétalas vinosas escuras; anteras amarelas.; Árvore 5m; Interior da mata, na encosta do inselberg.",NA,NA,"Kunth","França, F","Bahia","-39.533333","-12.8","400","450","Santa Teresinha",NA,NA,"-39.533333","-12.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2731","2019-11-01 14:58:38-03","UnB","UB","33642","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Orlandi, RP","308","1980","10","20","Southern America","Brasil",NA,NA,"Caule amarronzado; cálice roxo; corola lilás; fruto jovem arroxeado.; Arbusto 4m; Cerrado mais caatinga.",NA,NA,"Kunth","Pinto, G","Bahia","-41.177222","-11.534444",NA,NA,"Morro do Chapéu",NA,NA,"-41.177222","-11.534444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2732","2019-11-01 14:58:38-03","UnB","UB","40550","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Argent, GCG","6782","1968","08",NA,"Southern America","Brasil","3 Km S da Base Camp",NA,NA,NA,NA,"Kunth","Maia, TA","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2733","2019-11-01 14:58:38-03","UnB","UB","40564","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Ratter, JA","529","1967",NA,NA,"Southern America","Brasil","7 Km SW de Xavantina",NA,NA,NA,NA,"Kunth","Ratter, JA","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2734","2019-11-01 14:58:38-03","UnB","UB","40570","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Proença, CEB","1164","1994","05","20","Southern America","Brasil","Alto Paraíso de Goiás",NA,NA,NA,NA,"Kunth","Proença, CEB","Goiás","-47.516667","-14.116667",NA,NA,"Alto Paraíso de Goiás",NA,NA,"-47.516667","-14.116667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2735","2019-11-01 14:58:38-03","UnB","UB","40571","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Pennington, RT","477","1994","11",NA,"Southern America","Brasil","Baliza",NA,NA,NA,NA,"Kunth","Incógnito","Goiás","-52.383333","-16.5",NA,NA,"Baliza",NA,NA,"-52.383333","-16.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2736","2020-09-30 10:51:33-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Silva, JA","IFN-22106761.8","2018","03","23","Southern America","Brasil",NA,NA,"Conglomerado MT-2210. Subunidade 1. Subparcela 8. Indivíduo 22. F6; Árvore, 5,3m de altura, DAP 13,3cm. Base reta. Casca cor externa marrom, cor interna vermelho, grossa, fissurada, desprendimento em placas lenhosas; Cerrado recém queimado, solo aren",NA,NA,"Kunth","Souza, VC; Faria, JEQ","Mato Grosso","-53.28","-16.74",NA,NA,"Alto Garças",NA,NA,"-53.28","-16.74","2018","05","11",NA,NA,NA,NA,NA,NA,NA
"2737","2019-11-01 14:58:38-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Silva, IA","IFN-204262.7","2018","08","27","Southern America","Brasil","Comunidade Buenos",NA,"Conglomerado MA-204. Subunidade 2. Subparcela 7. indivíduo 19. F6; Árvore; DAP em cm: 16,0; altura em m: 7,50; base reta; casca cinza, preto por fora, amarelo, creme por dentro,grossa, áspera; Vegetação característica de Cerrado, solo arenoso",NA,NA,"Kunth","Neto, NEO","Maranhão","-43.379978","-3.420008","100","100","Urbano Santos",NA,NA,"-43.379978","-3.420008","2018","10","29",NA,NA,NA,NA,NA,NA,NA
"2738","2019-11-01 14:58:38-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Chacel, FC; Andrade, AJM","230NA07","2017","09","23","Southern America","Brasil","São Sebastião. Núcleo Rural Nova Bethânia. Chácara Retiro. Propriedade de Nina e Alaércio Barbetta",NA,"Arbórea; Agrofloresta",NA,NA,"Kunth","Chacel, FC","Distrito Federal","-47.746667","-16.014167","1018","1018","Brasília",NA,NA,"-47.746667","-16.014167","2017","11","25",NA,NA,NA,NA,NA,NA,NA
"2739","2020-09-30 10:51:33-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Soares, J","IFN-1714974.10","2018","07","26","Southern America","Brasil",NA,NA,"Conglomerado MT-1714. Subunidade 4. Subparcela 10. Indivíduo 24. F8; Arbusto.; Floresta típica do Cerrado, solo pedregoso",NA,NA,"Kunth","Bijos, NR","Mato Grosso","-56.16","-14.76",NA,NA,"Rosário Oeste",NA,NA,"-56.16","-14.76","2018","11","08",NA,NA,NA,NA,NA,NA,NA
"2740","2020-09-30 10:51:33-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Silva, G","IFN-23232234.5","2018","03","28","Southern America","Brasil",NA,NA,"Conglomerado MT-2323. Subunidade 4. Subparcela 5. Indivíduo 17. F6; Árvore, 6m de altura, DAP 16cm. Base reta. Casca cor externa carbonizada, cor interna verde, grossa, reticulada, desprendimento em placas lenhosas, odor do corte carvão; Cerrado, inc",NA,NA,"Kunth","Figueira, M","Mato Grosso","-53.64","-17.64",NA,NA,"Alto Araguaia",NA,NA,"-53.64","-17.64","2018","04","12",NA,NA,NA,NA,NA,NA,NA
"2741","2019-11-01 14:58:38-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Konopczyk, RMG","IFN-3854801.10","2017","08","03","Southern America","Brasil",NA,NA,"Inventário Florestal Nacional (IFN). Medições na subunidade completa. Conglomerado MA-385. Subunidade 1. Subparcela 10. Indivíduo 28; Árvore; 10,8m de altura; DAP 13,5cm. Base do caule reta. Casca externa cinza-escura","UB0128987",NA,"Kunth","Bijos, NR","Maranhão","-43.424722","-4.815",NA,NA,"Caxias",NA,NA,"-43.424722","-4.815","2017","11","08",NA,NA,NA,NA,NA,NA,NA
"2742","2019-11-01 14:58:38-03","UnB","UB","183088","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Damasco, G; Silveira, IM; Mannheski, A","900","2011","06","21","Southern America","Brasil",NA,NA,"Árvore com flores roxas e frutos imaturos; Savana arborizada (cerrado típico antropizado)",NA,NA,"Kunth","Damasco, G","Distrito Federal","-47.47","-15.63","1102","1102","Planaltina",NA,NA,"-47.47","-15.63","2011","06","21",NA,NA,NA,NA,NA,NA,NA
"2743","2019-11-01 14:58:38-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Silva, RM","IFN-8031484","2018","07","15","Southern America","Brasil","Fazenda Catuaí, SLC Agrícola",NA,"Conglomerado MA-803. Extra; Árvore; DAP em cm: 18,0; altura em m: 12,00; base reta; casca escura - acinzentada por fora, amarelada por dentro, grossa, áspera citrica; Área de floresta densa, em regeneração, com abundância de Lianas",NA,NA,"Kunth","Bijos, NR","Maranhão","-46.259874","-8.820528","471","471","Tasso Fragoso",NA,NA,"-46.259874","-8.820528","2018","09","26",NA,NA,NA,NA,NA,NA,NA
"2744","2020-09-30 10:51:33-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Sathler, DFT","IFN-22111594.10","2018","03","28","Southern America","Brasil",NA,NA,"Conglomerado MT-2211. Subunidade 4. Subparcela 10. Indivíduo 19. F6; Árvore, 5,6m de altura, DAP 5,4cm. Base reta. Casca cor externa cinza, cor interna amarelo, grossa, reticulada, desprendimento escamoso; Cerrado sentido restrito",NA,NA,"Kunth","Bijos, NR","Mato Grosso","-53.1","-16.74",NA,NA,"Ponte Branca",NA,NA,"-53.1","-16.74","2018","04","12",NA,NA,NA,NA,NA,NA,NA
"2745","2019-11-01 14:58:38-03","UnB","UB","40557","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Ramos, AE","318","1988","01","20","Southern America","Brasil","Ponte Branca",NA,NA,NA,NA,"Kunth","Sato","Mato Grosso","-52.666667","-16.45",NA,NA,"Ponte Branca",NA,NA,"-52.666667","-16.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2746","2019-11-01 14:58:38-03","UnB","UB","33641","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Arbo, MM; Silva, RM; João Vicente","5509","1992","12","02","Southern America","Brasil","10km W de Coração de Maria, caminho para Feira de Santana",NA,"Hojas discolores; caliz marrom.; Arbolito 4m. Flor violeta; Caatinga.",NA,NA,"Kunth","Incógnito","Bahia","-38.75","-12.2333002090454","200","200","Coração de Maria","17436","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2747","2019-11-01 14:58:38-03","UnB","UB","33644","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Carvalho, AM; Chautems, A; Carvalho, C","2112","1986","01","08","Southern America","Brasil","Estrada para Orobó, com entrada a 3km da Rod. Valença-BR 101. 3km ramal adentro",NA,"Árvore 8m. Folíolos leve discolores; flores com cálice atropurpúreo; pétalas aul violáceas; frutos imaturos amarelo claros com base ápice avermelhados; Mata higrófila destruída com cultivos","UB0120002",NA,"Kunth","Cardoso, D","Bahia","-39.0731010437012","-13.3703002929688",NA,NA,"Valença","43634","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2748","2019-11-01 14:58:38-03","UnB","UB","139385","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Heringer, EP","14695","1975","04","05","Southern America","Brasil",NA,NA,"Árvore 5m. Flores azuis.; Cerrado seco",NA,NA,"Kunth","Rodrigues, RS","Distrito Federal","-47.9296989440918","-15.7797002792358",NA,NA,"Brasília","70570","auto",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749","2019-11-01 14:58:38-03","UnB","UB","139384","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Haridasan, M","504","1984","05","07","Southern America","Brasil","Fazenda Água Limpa",NA,"Cerradão",NA,NA,"Kunth","Rodrigues, RS","Distrito Federal","-47.9296989440918","-15.7797002792358",NA,NA,"Brasília","70570","auto",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2750","2019-11-01 14:58:38-03","UnB","UB","15540","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Rocha, DMS","S1P3s.n.","2000","03","22","Southern America","Brasil","Margem esquerda do Rio Babilônia, próximo à ponte",NA,"Código fitossociológico 91.; Mata de galeria estreita e cerrado degradado.",NA,NA,"Kunth","Rocha, DMS","Goiás","-53.2052993774414","-17.3255996704102",NA,NA,"Santa Rita do Araguaia","61711","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751","2019-11-01 14:58:38-03","UnB","UB","183098","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Viana, JPM","Herb24601","2009","11","20","Southern America","Brasil","Garimpo do PEBA. E0590867. N8269706",NA,"Árvore 8m de altura. Tronco 30-50 de diâmetro. Casca cinza. Fruto imaturos castanho-vináceos; sementes castanho-avermelhada, eliticas; Cerrado. Solo arenoso",NA,NA,"Kunth",NA,"Mato Grosso","-55.749698638916","-15.460599899292",NA,NA,"Chapada dos Guimarães","107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752","2019-11-01 14:58:38-03","UnB","UB","13856","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Macedo, M; Assumpção, S; Godinho, R","3181","1993","07","05","Southern America","Brasil","Campus UFMT. Próximo à C.E.F",NA,"Botões florais.; .",NA,NA,"Kunth","Maia, TA","Mato Grosso","-56.0966987609863","-15.5960998535156",NA,NA,"Cuiabá ","74875","auto",NA,NA,"2017","10","25",NA,NA,NA,NA,NA,NA,NA
"2753","2019-11-01 14:58:38-03","UnB","UB","140987","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Heringer, EP","3400","1954","05","20","Southern America","Brasil","Horto Florestal de Paraopeba",NA,"Árvore.; Cerrado",NA,NA,"Kunth","Barroso, GM","Minas Gerais","-44.4042015075684","-19.2744007110596",NA,NA,"Paraopeba","26090","auto",NA,NA,"1954",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2754","2019-11-01 14:58:38-03","UnB","UB","140976","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Mendes, S","1069","2003","10","04","Southern America","Brasil","Mata do Alaor, Estação Ambiental Galheiro",NA,"Cálice vinho.; Árvore 6m.; Mat semidecídua/cerrado",NA,NA,"Kunth",NA,"Minas Gerais","-41.2971992492676","-16.0053005218506",NA,NA,"Pedra Azul","39993","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755","2019-11-01 14:58:38-03","UnB","UB","40554","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Paula, JE","521",NA,NA,NA,"Southern America","Brasil","Estrada Brasília-Belo Horizonte Km 13",NA,NA,NA,NA,"Kunth","Lima, HC","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2756","2019-11-01 14:58:38-03","UnB","UB","105602","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Haidar, RF; Matos, MQ; Fagg, CW; Felfili, JM; Mendonça, RC; Proença, CEB; Farias, R; Rodrig","75","2007","07","23","Southern America","Brasil",NA,NA,"Árvore 11 x 26. Flor azul com roxo; Bioma Cerrado, cerrado sensu stricto e borda de mata de galeria. Solo: Neossolo quatzarênico.",NA,NA,"Kunth","Castro, AAJJ","Piauí","-41.715833","-4.109444","178","178","Piracuruca",NA,NA,"-41.715833","-4.109444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2757","2019-11-01 14:58:38-03","UnB","UB","109653","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Silva, JS; Alves, MM","557","2008","08","13","Southern America","Brasil","ARIE do Cerradão, ARIE do Cerradão",NA,"Folhas ausentes; Árvore 6m. Fruto vermelho.; Cerradão. Solo: Solo distrófico.",NA,NA,"Kunth","Proença, CEB","Distrito Federal","-47.816667","-15.85",NA,NA,"Brasília",NA,NA,"-47.816667","-15.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2758","2019-11-01 14:58:38-03","UnB","UB","109685","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Silva, JS; Alves, MM","589","2008","09","11","Southern America","Brasil","ARIE do Cerradão, ARIE do Cerradão",NA,"Flores apresentam perfume muito agradável; Árvore 4m. Flor rosa; Cerradão. Solo: Solo distrófico.",NA,NA,"Kunth","Silva, JS","Distrito Federal","-47.816667","-15.85",NA,NA,"Brasília",NA,NA,"-47.816667","-15.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2759","2019-11-01 14:58:38-03","UnB","UB","11165","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Mecenas, VV; Leite, LQ; Augusto, MM","231","1998","10","01","Southern America","Brasil","APA de Cafuringa. Fazenda Palestina",NA,"Árvore 8m; Mata.",NA,NA,"Kunth","Mecenas, VV","Distrito Federal","-48.180556","-15.521944","790","790","Brasília",NA,NA,"-48.180556","-15.521944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760","2019-11-01 14:58:38-03","UnB","UB","112946","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Delprete, PG; et al.","9898","2006","07","10","Southern America","Brasil","Morro do Frota",NA,"Folhas subcoriáceas. Corola viola-intenso.; Arvoreta 5-6m; Cerrado.",NA,NA,"Kunth","Delprete, PG","Goiás","-48.965","-15.833611","1015","1015","Pirenópolis",NA,NA,"-48.965","-15.833611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2761","2019-11-01 14:58:38-03","UnB","UB","12070","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Proença, CEB; Paiva, JGA; Silveira, CES; Martins, RC","2591","2002","04","17","Southern America","Brasil","Fazenda Água Limpa. Próximo da Sede",NA,"Planta estéril.&nf;Medicinal. Casca e semente usados como febrífugo, depurativo do sangue, casca para diabete crônica.; Árvore 6m; Cerrado.",NA,NA,"Kunth","Proença, CEB","Distrito Federal","-47.933333","-15.95",NA,NA,"Brasília",NA,NA,"-47.933333","-15.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2762","2019-11-01 14:58:38-03","UnB","UB","13229","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Brito, M; Paes, NO; Matos, VL; Santos, JB","11","2001","06","21","Southern America","Brasil",NA,NA,"Material testemunha da tese de doutoramento em ecologia pela UnB de Márcia Brito: Ecologia do baru (Projeto CMBBC).; .",NA,NA,"Kunth","Proença, CEB","Goiás","-49.133333","-15.783333","870","870","Pirenópolis",NA,NA,"-49.133333","-15.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2763","2019-11-01 14:58:38-03","UnB","UB","140971","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Gottsberger, IS","213552-9","1971","06","11","Southern America","Brasil","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel",NA,"Sterile tree.. When flowering bluish-violet coloured petals and red-purple coloured petals; Cerrado","UB0120012",NA,"Kunth","Gottsberger, IS","São Paulo","-48.416667","-22.75",NA,NA,"Botucatu",NA,NA,"-48.416667","-22.75","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2764","2019-11-01 14:58:38-03","UnB","UB","140972","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Gottsberger, IS","15-221173","1973","11","22","Southern America","Brasil","18km north of Botucatu",NA,"Unripe fruits.; Tree 6m.; Cerrado",NA,NA,"Kunth","Gottsberger, IS","São Paulo","-48.416667","-22.75",NA,NA,"Botucatu",NA,NA,"-48.416667","-22.75","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2765","2019-11-01 14:58:38-03","UnB","UB","140973","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Gottsberger, IS","396","1970","10","05","Southern America","Brasil","18km north of Botucatu",NA,"Flowers bluish-violet.; Tree 5m.; Cerrado",NA,NA,"Kunth","Lima, HC","São Paulo","-48.416667","-22.75",NA,NA,"Botucatu",NA,NA,"-48.416667","-22.75","1978",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2766","2019-11-01 14:58:38-03","UnB","UB","140974","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Gottsberger, IS","214054R","1971","09","23","Southern America","Brasil","18km north of Botucatu",NA,"Flowers with bluish violet.; Tree 6m.; Cerrado",NA,NA,"Kunth","Gottsberger, IS","São Paulo","-48.416667","-22.75",NA,NA,"Botucatu",NA,NA,"-48.416667","-22.75","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2767","2019-11-01 14:58:38-03","UnB","UB","140977","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Heringer, EP","15152","1975","09","22","Southern America","Brasil","Parque Estadual Rio Doce",NA,"Tree.",NA,NA,"Kunth","Maia, TA","Minas Gerais","-42.6","-19.766667",NA,NA,"Marliéria",NA,NA,"-42.6","-19.766667","2017","10","25",NA,NA,NA,NA,NA,NA,NA
"2768","2019-11-01 14:58:38-03","UnB","UB","40555","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Onishi, E","907","1969","02","10","Southern America","Brasil",NA,NA,NA,NA,NA,"Kunth","Pires, JM","Mato Grosso","-51.866667","-12.9",NA,NA,NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769","2019-11-01 14:58:38-03","UnB","UB","140984","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"José, Maria","84","1969","06","02","Southern America","Brasil","Rodovia Sete Lagoas/Belo Horizonte",NA,"Flores roxas.; Arbusto 3m.",NA,NA,"Kunth","Lima, HC","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2770","2019-11-01 14:58:38-03","UnB","UB","140985","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Irwin, HS","5542","1964","08","24","Southern America","Brasil",NA,NA,"Fruit green.; Tree 7m.; Cerrado",NA,NA,"Kunth","Arroyo, MTK","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2771","2019-11-01 14:58:38-03","UnB","UB","140986","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Felfili, JM","75","1988","11","16","Southern America","Brasil","Entre Patrocínio e Coromandel",NA,"Frutos desenvolvidos.; Árvore 4m.; Cerrado",NA,NA,"Kunth",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2772","2019-11-01 14:58:38-03","UnB","UB","140993","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Irwin, HS","28553","1970","03","28","Southern America","Brasil","Ca.7km N of São João da Chapada, road to Inhaí",NA,"Fruit dried.; Tree 4m.; Gallery forest",NA,NA,"Kunth","Maia, TA","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","10","25",NA,NA,NA,NA,NA,NA,NA
