"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","class","order","scientificNameAuthorship","year","month","day","imagecode","phylum","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude","typeStatus"
"18","2019-01-22 17:32:28-02","MNHN","RECOLNAT_MNHN_P","P02142922","PreservedSpecimen",NA,"Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Saint-Hilaire, A. de",NA,NA,"Uruguay",NA,"s.l.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142922' target='other'> <mi>dwc_moreinfo</mi></a>","P02142922",NA,NA,"(A.Gray) Fryxell","1816",NA,NA,"P02142922_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2014-06-18 10:49:25-03","MNHN","RECOLNAT_MNHN_P","P02142923","PreservedSpecimen",NA,"Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Saint-Hilaire, A. de",NA,NA,"[Uruguay]",NA,"Banda oriental del Uruguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142923' target='other'> <mi>dwc_moreinfo</mi></a>","P02142923",NA,NA,"(A.Gray) Fryxell","1816",NA,NA,"P02142923_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2439",NA,NA,NA,NA
"20","2015-11-06 15:55:01-02","MNHN","RECOLNAT_MNHN_P","P02142924","PreservedSpecimen",NA,"Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Hassler, E.",NA,NA,"Paraguay",NA,"Iter ad Paraguariam Septentrionalem : Prope Concepcion","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142924' target='other'> <mi>dwc_moreinfo</mi></a>","P02142924",NA,NA,"(A.Gray) Fryxell","1901",NA,NA,"P02142924_01",NA,"Krapovickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7507",NA,NA,NA,NA
"21","2015-11-06 16:16:15-02","MNHN","RECOLNAT_MNHN_P","P02142925","PreservedSpecimen",NA,"Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Hassler, E.",NA,NA,"Paraguay",NA,"Iter ad Paraguariam Septentrionalem : Prope Concepcion","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142925' target='other'> <mi>dwc_moreinfo</mi></a>","P02142925",NA,NA,"(A.Gray) Fryxell","1901",NA,NA,"P02142925_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7507",NA,NA,NA,NA
"22","2015-09-04 18:56:50-03","MNHN","RECOLNAT_MNHN_P","P06624571","PreservedSpecimen",NA,"Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Fruchard",NA,NA,"Uruguai",NA,"Montevideo. Mercedes terrains pierreux.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06624571' target='other'> <mi>dwc_moreinfo</mi></a>","P06624571",NA,NA,"(A.Gray) Fryxell","1867","4","1","P06624571_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-03-09 18:11:31-03","MNHN","RECOLNAT_MNHN_P","P06624572","PreservedSpecimen",NA,"Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Fruchard",NA,NA,"Uruguai",NA,"Montevideo.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06624572' target='other'> <mi>dwc_moreinfo</mi></a>","P06624572",NA,NA,"(A.Gray) Fryxell","1867","4","1","P06624572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"242",NA,NA,NA,NA
"24","2015-09-04 18:57:09-03","MNHN","RECOLNAT_MNHN_P","P06624573","PreservedSpecimen",NA,"Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Frunchard",NA,NA,"Uruguai",NA,"Montevideo.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06624573' target='other'> <mi>dwc_moreinfo</mi></a>","P06624573",NA,NA,"(A.Gray) Fryxell","1877","2","8","P06624573_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-09-04 18:57:09-03","MNHN","RECOLNAT_MNHN_P","P06624574","PreservedSpecimen",NA,"Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Fruchard",NA,NA,"Uruguai",NA,"Montevideo.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06624574' target='other'> <mi>dwc_moreinfo</mi></a>","P06624574",NA,NA,"(A.Gray) Fryxell","1877","6","1","P06624574_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-11-06 15:55:06-02","MNHN","RECOLNAT_MNHN_P","P06624575","PreservedSpecimen",NA,"Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Fruchard",NA,NA,"Uruguai",NA,"Montevideo. Fray Bentos.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06624575' target='other'> <mi>dwc_moreinfo</mi></a>","P06624575",NA,NA,"(A.Gray) Fryxell","1877","1","29","P06624575_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-11 17:19:31-03","UFPR","UPCB","46860","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Schinini, A.","35784",NA,"Argentina","Chaco","Chaco, Dep. Gral Guemes",NA,NA,"Ramas decumbentes, flores amarillentas..",NA,NA,NA,"(A.Gray) Fryxell","2002","02","19",NA,NA,"Schinini, A.","2002","01","01","General Guemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2011-06-09 17:35:00-03","MO","MOBOT","186159","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Elsa M. Zardini|Tulio Tillería","Zardini 38047","South America","Paraguay","Boquerón","(ex Nueva Asunción) Fortin Teniente E. Ochoa. Dry forest.",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1994","1","21",NA,NA,"A. Krapovickas (CTES)",NA,NA,NA,NA,"-60.9","-21.71666",NA,NA,NA,NA,"871","4",NA,NA,NA
"29","2018-05-17 05:29:00-03","MO","MOBOT","100200585","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Rosa Guaglianone|María E. Múlgura|Nélida M. Bacigalupo","Guaglianone 236","South America","Argentina","Entre Ríos","Pto. Algarrobo.",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1986","12","6",NA,NA,"A. Krapovickas",NA,NA,NA,"La Paz",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","1211183","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Elsa M. Zardini|Leongino Guerrero","Zardini 45930","South America","Paraguay","Presidente Hayes","Estancia Zalazar. Laguna Zalazar. Scrub on salt flats and on border of lake and patches of dry forest.",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1996","12","12",NA,NA,"A. Krapovickas (CTES)",NA,NA,NA,NA,"-59.18888","-23.03583",NA,NA,"90.00000000",NA,"1083","4",NA,NA,NA
"31","2012-04-12 05:10:00-03","MO","MOBOT","1747303","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Alfredo F. Fuentes","Fuentes Claros 1312","South America","Bolivia","Santa Cruz","Estancia San Miguelito, 200 km al E de la ciudad de Santa Cruz; campamento La Pascana WCS. Bosques semidecíduos subhúmedos de llanura.",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1995","11","30",NA,NA,"A. krapovikas",NA,NA,NA,"Nuflo de Chavez","-61.7833333","-17.0666667",NA,NA,"260.00000000","260.00000000",NA,"1",NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","1944954","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Fátima Mereles|Rosa Degen","Mereles H. 4972","South America","Paraguay","Nueva Asuncion","Picada Jojoba Motor, Km 10, ruta Transchaco. Borde del bosque xerofito.",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1992","12","8",NA,NA,"!S.R. Hill (ILLS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-11-15 05:15:00-02","MO","MOBOT","2248956","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Antonio C. Krapovickas|et al.","Krapovickas 27893","South America","Argentina","Tucumán","12 km S of Trancas",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trancas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2011-02-28 17:58:00-03","MO","MOBOT","2248992","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Arturo E. Burkart|Nélida S. Troncoso|Nélida M. Bacigalupo|Susana Crespo","Burkart 23402","South America","Argentina","Entre Ríos","Santa Elena",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1962","3","14",NA,NA,"Krapovickas, A.",NA,NA,NA,"La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-11-15 05:15:00-02","MO","MOBOT","2338226","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 46255","South America","Argentina","Salta","Ruta prov.3, 37 km E de ruta nac.9, camino de Horcones a El Bordo",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1994","11","21",NA,NA,"Krapovickas, A., //",NA,NA,NA,"Rosario de la Frontera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-11-15 05:15:00-02","MO","MOBOT","2338245","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 46503","South America","Argentina","Santa Fé","Ruta 11, 13 Km NE de Vera",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1995","12","8",NA,NA,"Krapovickas, A., //",NA,NA,NA,"Vera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2011-03-15 06:36:00-03","MO","MOBOT","2405207","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Gloria E. Barboza|Franco E. Chiarini|Marisa Matesevach","Barboza 551","South America","Argentina","La Rioja","Alrededor del Río Los Manzanos, desvío al oste desde la ruta provincial nº 15 entre Guanchín y Sañogasta",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","2003","2","19",NA,NA,"Chiarini, F.",NA,NA,NA,"Chilecito","-67.67694","-29.2275",NA,NA,"1730.00000000",NA,NA,NA,NA,NA,NA
"38","2012-05-09 05:09:00-03","MO","MOBOT","2431707","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","V.G. Solís Neffa|G.J. Seijo|D. Hojsgaard|J. Chillan","Solís Neffa 610","South America","Argentina","Salta","A 4 Km del Gral. Page, ruta 81, Km 1690",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","2002","1","15",NA,NA,"Krapovickas, A., //",NA,NA,NA,"Rivadavia","-62.4075","-23.685",NA,NA,"199.00000000",NA,NA,NA,NA,NA,NA
"39","2009-08-21 20:53:00-03","MO","MOBOT","2516683","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Bernardo Rosengurtt","Rosengurtt 4710","South America","Uruguay","Durazno","Río Yi",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2009-07-31 17:12:00-03","MO","MOBOT","2517210","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","Vanni 2503","South America","Paraguay","Boquerón","Estación Experimental Neuland",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1991","2","28",NA,NA,"Krapovickas, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-11-15 05:15:00-02","MO","MOBOT","2517239","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 44231","South America","Paraguay","Boquerón","7 km S de Filadelfia",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1992","12","8",NA,NA,"Krapovickas, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2009-07-31 17:12:00-03","MO","MOBOT","2517255","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","Vanni 2289","South America","Paraguay","Boquerón","Bosque Reserva de la Est. Exp. Isla Poí",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1991","2","26",NA,NA,"Krapovickas, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2011-03-16 22:18:00-03","MO","MOBOT","3047397","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Bernardo Rosengurtt","Rosengurtt B-4710","South America","Uruguay","Durazno","Est. Yí. Hemiciptofita.",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1945",NA,NA,NA,NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2009-10-18 06:39:00-02","MO","MOBOT","3050437","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Elsa M. Zardini|M.L. Pochettino|Julio A. Hurrell|C. Iudica|D. Ramadori","Zardini 1686","South America","Argentina","Salta","Santa Victoria Oeste.",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1983","1","21",NA,NA,"J. Beck (TENN)",NA,NA,NA,"Santa Victoria","-64.966667","-22.25",NA,NA,NA,NA,NA,"1",NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","3051778","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Troels M. Pedersen","Pedersen 1952","South America","Argentina","Corrientes","On clayey soil, in the open or in open woodland & thickets. Estancia Santa Teresa, Cmapo Dios Garcia.",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1953",NA,NA,NA,NA,"P. Fryxell",NA,NA,NA,"Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2016-11-15 05:15:00-02","MO","MOBOT","3051937","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Antonio C. Krapovickas","Krapovickas 3282","South America","Argentina","Buenos Aires","Atucha. Gral Uriburu.",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1947",NA,NA,NA,NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2012-04-20 11:54:00-03","MO","MOBOT","3078618","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","W. Lossen","Lossen 409","South America","Argentina","Córdoba",NA,NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1925","1",NA,NA,NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"48","2009-07-31 17:12:00-03","MO","MOBOT","2517228","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","Vanni 1831","South America","Paraguay","Boquerón","Col. Menno, Lolita",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1990","9","10",NA,NA,"Krapovickas, A., //",NA,NA,NA,NA,"-59.58333","-23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","1315863","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Elsa M. Zardini|N. Duarte","Zardini 49666","South America","Paraguay","Boquerón","Proposed National Park Medanos del Chaco. Ephemerals on dunes.",NA,NA,NA,NA,NA,NA,"(A. Gray) Fryxell","1998","12","12",NA,NA,"A. Krapovickas (CTES)",NA,NA,NA,NA,"-61.96027","-20.68416",NA,NA,"300.00000000",NA,"1161","4",NA,NA,NA
"50","2010-05-24 13:35:00-03","MO","MOBOT","100276088","PreservedSpecimen","Plantae","Malvaceae","Sida","hastata","Sida hastata","Otto Kuntze","Kuntze s.n.","South America","Bolivia",NA,"Parotani",NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,"Fostre's catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
