"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","county","locality","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","minimumElevationInMeters","maximumElevationInMeters"
"141","2021-03-04 15:44:30-03","IF","SPSF","19604","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"S.E.Martins & O.T. Aguiar","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: area poluida&nf;;",NA,"Magnoliophyta","Magnoliales",NA,NA,"111","1993","11","04","Cubatão","P.E.da Serra do Mar","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,NA,"15123","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"142","2021-03-04 15:44:30-03","IF","SPSF","19605","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"S.E.Martins","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: area poluida&nf;;",NA,"Magnoliophyta","Magnoliales",NA,NA,"111","1993","11","04","Cubatão","P.E.da Serra do Mar","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,NA,"15123","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"143","2021-03-04 15:44:30-03","IF","SPSF","24790","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"D.Sampaio","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa&nf;;",NA,"Magnoliophyta","Magnoliales",NA,NA,"48","1999","01","06","Iguape","E.Ecol.Chauás","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"144","2021-03-04 15:44:30-03","IF","SPSF","24787","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"C.Kozera","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa&nf;;",NA,"Magnoliophyta","Magnoliales",NA,NA,"809","1999","01","10","Iguape","E.Ecol.Chauás","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"145","2021-03-04 15:44:30-03","IF","SPSF","23832","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"M.R.F.Melo 1025","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de planicie&nf;;",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,"1994","11","19","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"146","2021-03-04 15:44:30-03","IF","SPSF","23837","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"M.C.H.Mamede","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: restinga&nf;;",NA,"Magnoliophyta","Magnoliales",NA,NA,"471","1991","11","27","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"147","2021-03-04 15:44:30-03","IF","SPSF","23867","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"M.C.H.Mamede","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Magnoliales",NA,NA,"370","1990","12","18","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"148","2021-03-04 15:44:30-03","IF","SPSF","23869","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"E.A.Anunciaçao","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Magnoliales",NA,NA,"15","1990","10","17","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"149","2021-03-04 15:44:30-03","IF","SPSF","32381","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"J.A.Pastore & C.Moura","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Magnoliales",NA,NA,"1252","2003","09","05","São Vicente","P.E.Xixová-Japuí","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,"25482","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"150","2021-03-04 15:44:30-03","IF","SPSF","32796","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"C.Moura","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Magnoliales",NA,NA,"37","2003","11","21","São Vicente","P.E.Xixová-Japuí","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,"25482","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"151","2021-02-08 12:31:51-03","UFRGS","ICN","090680","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Sobral, M; Attili, D","América do Sul","Brasil","SP",NA,NA,"Arvoreta 7 m; frutos imaturos; Região de mata atlântica; em interior de mata junto ao rio Guilherme","ICN00027880","Dicotyledon",NA,"St.Hilaire & Tulasne","Dias, MC","6617","1991","01",NA,"Peruíbe","Parque Estadual da Juréia","-46.9900016784668","-24.3199996948242","ICN00027880",NA,"1998","03","25","21922","auto",NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-21 09:58:29-03","IBt","SP","276105","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Bernacci, LC; Andrade, PRP; Belinello, R; Falivene, SMP; Silva, AMC",NA,"Brasil","São Paulo",NA,NA,NA,"SP010295",NA,NA,"A.St.-Hil. & Tul.",NA,"1099","1995","01","11",NA,"Rodovia Pariquera-Açu a Cananéia",NA,NA,"SP010295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-11-21 09:58:29-03","IBt","SP","276104","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Bernacci, LC; Andrade, PRP; Belinello, R; Falivene, SMP; Silva, AMC",NA,"Brasil","São Paulo",NA,NA,NA,"SP010296",NA,NA,"A.St.-Hil. & Tul.","Lobão, A","1105","1995","01","11",NA,"Rodovia pariquera-Açu a Cananéia",NA,NA,"SP010296",NA,"2004","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-21 09:58:29-03","IBt","SP","276104a","Extra","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Bernacci, LC; Andrade, PRP; Belinello, R; Falivene, SMP; Silva, AMC",NA,"Brasil","São Paulo",NA,NA,NA,"SP010298",NA,NA,"A.St.-Hil. & Tul.","Lobão, A","1105","1995","01","11",NA,"Rodovia pariquera-Açu a Cananéia",NA,NA,"SP010298",NA,"2004","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-21 09:58:29-03","IBt","SP","279506","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Sakai, L; et al.",NA,"Brasil","São Paulo",NA,NA,NA,"SP010292",NA,NA,"A.St.-Hil. & Tul.",NA,"32626","1995","02","07","Cananéia","Estrada pariquera-Açu, 4 km da estrada de terra","-47.850833","-24.879444","SP010292",NA,NA,NA,NA,NA,NA,NA,NA,"-47.850833","-24.879444",NA,NA,NA,NA
"156","2019-11-21 09:58:29-03","IBt","SP","360845","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Martins, SE; Sampaio, PSP",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","596","1999","10","18","Bertioga","Guaratuba, Fazenda Três Marias, estrada da captação.","-46.138599395752","-23.8544006347656",NA,NA,"2000","03",NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-21 09:58:29-03","IBt","SP","337863","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Martins, SE; Magenta, MAG",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.","Martins, SE","550","1999","09","16","Bertioga","Guaratuba, Fazenda Três Marias, estrada da captação.","-46.138599395752","-23.8544006347656",NA,NA,"1999","09",NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-21 09:58:29-03","IBt","SP","334753","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Martins, SE; Sampaio, PSP; Magenta, M",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","349","1998","11","26","Bertioga","Guaratuba, Fazenda Três Marias, estrada da captação.","-46.138599395752","-23.8544006347656",NA,NA,"1999","05",NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-21 09:58:29-03","IBt","SP","184696","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Pirani, JR; Yano, O",NA,"Brasil","São Paulo",NA,NA,NA,"SP009887",NA,NA,"A.St.-Hil. & Tul.","Dias, MC","547","1983","02","25","Cananéia","Ilha Comprida","-47.9199981689453","-25.0100002288818","SP009887",NA,"1987","11","12","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-11-21 09:58:29-03","IBt","SP","185635","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Barros, F",NA,"Brasil","São Paulo",NA,NA,NA,"SP009895",NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","688","1982","03","10","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818","SP009895",NA,"1987","10","19","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-11-21 09:58:29-03","IBt","SP","251698","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Barros, F",NA,"Brasil","São Paulo",NA,NA,NA,"SP009896",NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","2348","1991","10","30","Cananéia","Ilha do Cardoso, Ipanema","-47.9199981689453","-25.0100002288818","SP009896",NA,"1992","04","06","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-11-21 09:58:29-03","IBt","SP","185807","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Barros, F",NA,"Brasil","São Paulo",NA,NA,NA,"SP009888",NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","782","1982","08","19","Cananéia","Ilha do Cardoso, Margens do caminho para a barragem","-47.9199981689453","-25.0100002288818","SP009888",NA,"1987","10","19","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-11-21 09:58:29-03","IBt","SP","256616","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Ferreira, S",NA,"Brasil","São Paulo",NA,NA,NA,"SP009891",NA,NA,"A.St.-Hil. & Tul.","Cordeiro, I","322","1990","11","29","Cananéia","Ilha do Cardoso, Morro das Almas","-47.9199981689453","-25.0100002288818","SP009891",NA,"1994","04",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-11-21 09:58:29-03","IBt","SP","210066","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Barros, F; Martuscelli, P",NA,"Brasil","São Paulo",NA,NA,NA,"SP009893",NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","1245","1986","04","08","Cananéia","Ilha do Cardoso, Proximidades da praia de Ipanema, Morro das Pedras","-47.9199981689453","-25.0100002288818","SP009893",NA,"1987","10","19","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-11-21 09:58:29-03","IBt","SP","159811","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"De-Grande, DA; Lopes, EA",NA,"Brasil","São Paulo",NA,NA,NA,"SP009892",NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","198","1979","01","08","Cananéia","Ilha do Cardoso, Trilha de acesso à captação de água","-47.9199981689453","-25.0100002288818","SP009892",NA,"1987","10","19","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-21 09:58:29-03","IBt","SP","246732","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Barros, F; Ribeiro, JELS",NA,"Brasil","São Paulo",NA,NA,NA,"SP009889",NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","2105","1990","12","06","Cananéia","Ilha do Cardoso, Trilha para o pico do Morro do Cardoso","-47.9199981689453","-25.0100002288818","SP009889",NA,"1991","03",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-21 09:58:29-03","IBt","SP","245953","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Melo, MMRF",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","857","1989","02","15","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"1990","10",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-11-21 09:58:29-03","IBt","SP","245952","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Melo, MMRF",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","856","1988","03","01","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"1990","10",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-11-21 09:58:29-03","IBt","SP","254366","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Melo, MMRF; Corrêa, JA",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.","Melo, MMRF","990","1991","12","07","Cananéia","Parque Estadual da Ilha do Cardoso, Morro da captação","-47.9199981689453","-25.0100002288818",NA,NA,"1992","02",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-11-21 09:58:29-03","IBt","SP","209651","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Macedo, ICC; Barros, F; Melo, MMRF",NA,"Brasil","São Paulo",NA,NA,NA,"SP009894",NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","70","1985","12","04","Cananéia","Parque Estadual da Ilha do Cardoso, Morro de Ipanema","-47.9199981689453","-25.0100002288818","SP009894",NA,"1987","10","19","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-21 09:58:29-03","IBt","SP","254619","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Sugiyama, M",NA,"Brasil","São Paulo",NA,NA,NA,"SP009890",NA,NA,"A.St.-Hil. & Tul.","Sugiyama, M","975","1991","11","26","Cananéia","Parque Estadual da Ilha do Cardoso, Restinga do Pereirinha","-47.9199981689453","-25.0100002288818","SP009890",NA,"1991",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-11-28 09:18:15-03","IBt","SP","308980","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Melo, MMRF; Oliveira, CF",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.","Rossi, L","1110","1994","12","08","Iguape","Estação Ecológica Juréia-Itatins, Margens do rio Verde, próximo ao alojamento","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-21 09:58:29-03","IBt","SP","275126","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Melo, MMRF; Cordeiro, I; Jardim, JG; Barros, M",NA,"Brasil","São Paulo",NA,NA,"Árvore ca. 8 m alt., frutos imaturos verdes","SP009877",NA,NA,"A.St.-Hil. & Tul.","Melo, MMRF","1025","1994","11","19","Iguape","Estação Ecológica Juréia-Itatins, Mata de planície às margens do Rio Verde, próximo ao alojamento da SMA","-47.5499992370605","-24.7000007629395","SP009877",NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-11-21 09:58:29-03","IBt","SP","263389","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Rossi, L; Chautems, A; Nicolau, SA; Espírito Santo, CE; Prado, DM",NA,"Brasil","São Paulo",NA,NA,"Árvore, 5 m alt., frutículos verde-claros com ápice e região da sutura vinho, interior do carpídio vinho","SP009886",NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","1278","1993","02","11","Iguape","Estação Ecológica Juréia-Itatins, Proximidades do alojamento, mata de planície","-47.5499992370605","-24.7000007629395","SP009886",NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-11-21 09:58:29-03","IBt","SP","251760","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Mamede, MCH; Jamel, C; Barroso, M",NA,"Brasil","São Paulo",NA,NA,"Árvore 3 m alt, botões com tépalas castanho-douradas externamente, frutos imaturos verdes","SP009871",NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","471","1991","11","27","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, caminho do Imperador, cerca 5 km da balsa do Rio Una, restinga","-47.5499992370605","-24.7000007629395","SP009871",NA,"1992","05",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-11-21 09:58:29-03","IBt","SP","268693","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Anunciação, EA; Rossi, L",NA,"Brasil","São Paulo",NA,NA,"Árvore ca. 5 m alt., botões verdes, frutos imaturos verdes","SP009873",NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","378","1993","10","28","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, caminho do Imperador em direção a Praia Juréia","-47.5499992370605","-24.7000007629395","SP009873",NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-11-21 09:58:29-03","IBt","SP","245811","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Gomes da Silva, SJ; Mamede, MCH; Cordeiro, I; Nagatami, Y; Piacentin, EP",NA,"Brasil","São Paulo",NA,NA,"Arvoreta do interior da mata, ca. 10 m alt., DAP ca. 5 cm","SP009885",NA,NA,"A.St.-Hil. & Tul.","Cordeiro, I","43","1990","09","21","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para a Figueira Grande, Mata de Encosta","-47.5499992370605","-24.7000007629395","SP009885",NA,"1991","02",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-11-21 09:58:29-03","IBt","SP","252443","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Anunciação, EA; Rossi, L; Cordeiro, I; Costa, MP",NA,"Brasil","São Paulo",NA,NA,"Arvoreta ca. 10 m alt., crescendo entre rochas, botões castanhos dourados, carpídio maduro vermelho, sementes negras e arilo alvo","SP009879",NA,NA,"A.St.-Hil. & Tul.","Carvalhaes, MA","126","1991","12","15","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o caminho do Imperador","-47.5499992370605","-24.7000007629395","SP009879",NA,"1993","02",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-21 09:58:29-03","IBt","SP","248149","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Anunciação, EA; Cordeiro, I; Rossi, L; Tomasulo, PLB; Oliveira, LA",NA,"Brasil","São Paulo",NA,NA,"Árvore até 10 m alt, carpídeos imaturos glaucos, folhas discolores, face abaxial verde clara, adaxial verde escura, muito comum as margens do Rio Verde","SP009872",NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","15","1990","10","17","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o pocinho","-47.5499992370605","-24.7000007629395","SP009872",NA,"1992","05",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-21 09:58:29-03","IBt","SP","247543","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Cordeiro, I; Gomes da Silva, SJ; Costa, MP; Chu, E; Piacentin, E",NA,"Brasil","São Paulo",NA,NA,"Árvore na beira do Rio Verde, ca. 6 m alt., DAP 5 cm, botões esverdeados com indumento castanho, fruto imaturo verde","SP009874",NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","772","1990","12","11","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o Pocinho","-47.5499992370605","-24.7000007629395","SP009874",NA,"1991","02",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-21 09:58:29-03","IBt","SP","246583","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Cordeiro, I; Gomes da Silva, SJ; Costa, MP; Chu, E; Piacentin, E",NA,"Brasil","São Paulo",NA,NA,"Árvore até 15 m alt., DAP ca. 12 cm, carpídeos imaturos verdes, tornando-se vermelhos internamente quando manduros, sementes negras","SP009880",NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","752","1990","12","11","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o Pocinho","-47.5499992370605","-24.7000007629395","SP009880",NA,"1991","02",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-21 09:58:29-03","IBt","SP","248435","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Mamede, MCH; Anunciação, EA",NA,"Brasil","São Paulo",NA,NA,"Arvoreta 3-4 m alt., na beira do rio, frutos externamente verdes, internamente vermelhos coralinos, sementes negras","SP009881",NA,NA,"A.St.-Hil. & Tul.","Cordeiro, I","428","1991","04","25","Iguape","Estação Ecológica Juréia-Itatins, Trilha da Figueira Grande em direção ao Pocinho do Rio Verde, mata","-47.5499992370605","-24.7000007629395","SP009881",NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-21 09:58:29-03","IBt","SP","275280","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Cordeiro, I; Mamede, MCH; Nicolau, SA; Anunciação, EA; Jardim, JG",NA,"Brasil","São Paulo",NA,NA,"Arvoreta, ca. 10 m alt., frutos imaturos verdes","SP009878",NA,NA,"A.St.-Hil. & Tul.","Mamede, MCH","1474","1994","12","07","Iguape","Estação Ecológica Juréia-Itatins, Trilha da Figueira, mata pluvial de encosta","-47.5499992370605","-24.7000007629395","SP009878",NA,"1997","09",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-11-21 09:58:29-03","IBt","SP","247674","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Cordeiro, I; Rossi, L; Nicolau, SA; Gomes da Silva, SJ; Godoi, JV",NA,"Brasil","São Paulo",NA,NA,"Arvoreta ca. 10 m alt., interior da mata","SP009883",NA,NA,"A.St.-Hil. & Tul.","Cordeiro, I","802","1991","02","20","Iguape","Estação Ecológica Juréia-Itatins, Trilha para o campo próximo ao alojamento do IBAMA, mata de encosta","-47.5499992370605","-24.7000007629395","SP009883",NA,"1992","01",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-11-21 09:58:29-03","IBt","SP","244667","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Rossi, L; Mamede, MCH; Cordeiro, I",NA,"Brasil","São Paulo",NA,NA,"Arvoreta, 5 m alt., fruticulos imaturos verde glauco, beira de rio","SP009882",NA,NA,"A.St.-Hil. & Tul.","Cordeiro, I","630","1990","06","20","Iguape","Reserva Ecológica Juréia-Itatins, Cachoeira do Salto","-47.5499992370605","-24.7000007629395","SP009882",NA,"1990","11","16","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-11-21 09:58:29-03","IBt","SP","237605","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Mamede, MCH; Cordeiro, I; Rossi, L",NA,"Brasil","São Paulo",NA,NA,"Árvore 3-4 m alt, tépalas externamente castanho amareladas, internamente amarelo claro, estames vináceos, estigmas amarelos","SP009870",NA,NA,"A.St.-Hil. & Tul.","Cordeiro, I","217","1990","03","13","Iguape","Reserva Ecológica Juréia-Itatins, Trilha em direção ao Poço, margem do Rio Verde","-47.5499992370605","-24.7000007629395","SP009870",NA,"1992","01",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-11-21 09:58:29-03","IBt","SP","247220","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Mamede, MCH; Gomes da Silva, SJ; Piacentin, E",NA,"Brasil","São Paulo",NA,NA,"Árvore 15 m alt, DAP 15 cm, no interior da mata, botões castanhos, frutos imaturos verdes, passando a coralíneos quando maduros, interna e externamente","SP009876",NA,NA,"A.St.-Hil. & Tul.","Mello-Silva, R","370","1990","12","18","Iguape","Reserva Ecológica Juréia-Itatins, Trilha para Figueira Grande","-47.5499992370605","-24.7000007629395","SP009876",NA,"1992","05",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-11-21 09:58:29-03","IBt","SP","441534","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Shirasuna, RT; Cachenco, MV",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.","Cordeiro, I","2641","2009","11","16","Mauá","Lote 1 Rodoanel Mário Covas, Trecho Sul","-46.4599990844727","-23.6599998474121",NA,NA,"2011","02","22","8925","auto",NA,NA,NA,NA,NA,NA,NA,NA
