"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","locality","decimalLongitude","decimalLatitude","imagecode","stateProvince","county","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","eventTime","sex"
"180","2021-03-15 16:37:00-03","NY","NYBG","2158160","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","M. G. da Silva","3629","1978","11","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313620' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158160","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Tapajós, margem direita do rio.","-56.6558075","-4.7009877","NY02158160_01","Pará","Itaituba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-15 16:37:00-03","NY","NYBG","00997735","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","P. Clausen","75",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997735","Magnoliophyta","Myrtales","Jacq.",NA,NA,NA,NA,"NY00997735_01","Minas Gerais",NA,"A. W. Exell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-15 16:37:00-03","NY","NYBG","2158220","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","G. T. Prance","22719","1974","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313691' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158220","Magnoliophyta","Myrtales","Jacq.",NA,"Km 159, BR-174, Manaus-Caracarai Road.","-60.185895","-1.6417164","NY02158220_01","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-15 16:37:00-03","NY","NYBG","00997734","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","P. Clausen","75",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183125' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997734","Magnoliophyta","Myrtales","Jacq.",NA,NA,NA,NA,"NY00997734_01 NY00997734_02","Minas Gerais",NA,"A. W. Exell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-03-15 16:37:00-03","NY","NYBG","565548","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J. S. Blanchet","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332749' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565548","Magnoliophyta","Myrtales","Jacq.",NA,NA,"-39.039072","-15.159747","NY00565548_01","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-03-15 16:37:00-03","NY","NYBG","2158127","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J. M. Pires","51572","1961","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2312243' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158127","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Araguari, at mouth of Anicahy, above Camp 14",NA,NA,"NY02158127_01","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-15 16:37:00-03","NY","NYBG","2158230","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","A. S. L. da Silva","2422","1991","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313702' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158230","Magnoliophyta","Myrtales","Jacq.",NA,"Floresta Nacional de Caxiuana, Área pertencente a Estação Científica Ferreira Penna, próximo ao Igarapé Puraquequara.","-51.455","-1.7369","NY02158230_01","Pará","Melgaço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-15 16:37:00-03","NY","NYBG","2158238","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","M. R. dos Santos","381","1978","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313710' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158238","Magnoliophyta","Myrtales","Jacq.",NA,"Monte Dourado, Beiradao. Estrada da caixa d'agua","-52.5817","-1.52333","NY02158238_01","Pará","Almeirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-03-15 16:37:00-03","NY","NYBG","565558","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","W. J. Burchell","7294","1828","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565558","Magnoliophyta","Myrtales","Jacq.",NA,"(Goyáz), suburbanae",NA,NA,"NY00565558_01","Goiás",NA,"A. W. Exell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-03-15 16:37:00-03","NY","NYBG","2158210","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","E. Forero","7046","1968","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313680' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158210","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Jamari at Ariquemes.",NA,NA,"NY02158210_01","Rondônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-03-15 16:37:00-03","NY","NYBG","2158130","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. R. Sperling","6310","1982","06","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313590' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158130","Magnoliophyta","Myrtales","Jacq.",NA,"Serra dos Carajás. Rio Parauapebas; control point at entrance to Serra Norte, ca. 39 km east of AMZA camp N-5.","-49.92","-6.07","NY02158130_01","Pará",NA,NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-03-15 16:37:00-03","NY","NYBG","00908057","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J. E. B. Warming","s.n.","1870",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908057","Magnoliophyta","Myrtales","Jacq.",NA,"Brasil, Prov. Minas Geraes",NA,NA,"NY00908057_01","Minas Gerais",NA,"C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-03-15 16:37:00-03","NY","NYBG","00997746","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","R. C. de Mendonça","60","1979","06","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183191' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997746","Magnoliophyta","Myrtales","Jacq.",NA,"Bacia do Rio São Bartolomeu.","-47.9294","-15.7797","NY00997746_01","Distrito Federal","Brasília","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-03-15 16:37:00-03","NY","NYBG","00997738","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","B. Maguire","56093","1963","08","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183136' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997738","Magnoliophyta","Myrtales","Jacq.",NA,"Gaucho Camp.","-48.2069","-7.1911","NY00997738_01","Tocantins","Araguaína","C. A. Stace","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-03-15 16:37:00-03","NY","NYBG","2158169","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. C. Berg","630","1977","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313629' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158169","Magnoliophyta","Myrtales","Jacq.",NA,"Serra dos Carajás, Serra do Norte, ca 20 km N of AMZA Exploration Camp","-50.25","-6","NY02158169_01","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-03-15 16:37:00-03","NY","NYBG","2158153","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","R. Spruce","310","1849","07",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313613' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158153","Magnoliophyta","Myrtales","Jacq.",NA,"In vicinibus Pará.",NA,NA,"NY02158153_01","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-03-15 16:37:00-03","NY","NYBG","2158189","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","B. A. Krukoff","6267","1934","09","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313654' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158189","Magnoliophyta","Myrtales","Jacq.",NA,"Basin of Rio Madeira; near Tres Casas.","-62.6839542","-6.9876421","NY02158189_01","Amazonas","Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-03-15 16:37:00-03","NY","NYBG","565563","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J. Fontella Pereira","106","1961","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565563","Magnoliophyta","Myrtales","Jacq.",NA,"Em brente à Baia de Flamengo, à 10 km do Rio Acaraú","-45.0697","-23.4303","NY00565563_01","São Paulo","Ubatuba","N. M. F. d. Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-03-15 16:37:00-03","NY","NYBG","00997721","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","W. W. Thomas","4289","1985","10","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997721","Magnoliophyta","Myrtales","Jacq.",NA,"W banks of Rio Araguaia on inlet called Lago Inglés","-50.72","-11.57","NY00997721_01","Mato Grosso","São Felix do Araguaia","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-03-15 16:37:00-03","NY","NYBG","2158131","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. R. Sperling","6208","1982","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313591' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158131","Magnoliophyta","Myrtales","Jacq.",NA,"Serra dos Carajás. Serra Norte, 4 km E of ferry crossing at Rio Itacaiúnas","-50.47","-5.92","NY02158131_01","Pará",NA,NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2016-09-26 23:44:00-03","NY","NYBG","579366","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","H. H. Smith","885","1899","09","01","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579366","Magnoliophyta","Myrtales",NA,"paratype","Santa Marta: near Bonda",NA,NA,NA,"Magdalena",NA,"C. A. Stace","457.2","457.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-03-15 16:37:00-03","NY","NYBG","2158140","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","B. A. Krukoff","5460","1933","08","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313600' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158140","Magnoliophyta","Myrtales","Jacq.",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33","NY02158140_01 NY02158140_02","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-03-15 16:37:00-03","NY","NYBG","2158178","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","N. T. da Silva","1421","1968","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313640' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158178","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Jarí, Monte Dourado, Planalto B, Pilao","-52.6008224","-0.8809315","NY02158178_01","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-03-15 16:37:00-03","NY","NYBG","3107833","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J. L. Clark","2882","1996","07","15","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2900170' target='other'> <mi>dwc_moreinfo</mi></a>","NY03107833","Magnoliophyta","Myrtales","Jacq.",NA,"The Mache-Chindul Ecological Reserve. Bilsa Biological Station. Mache Mountains, 35 km W of Quinindé, 5 km W of Santa Isabel.","-79.73","0.35","NY03107833_01","Esmeraldas","Quinindé",NA,"400","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-03-15 16:37:00-03","NY","NYBG","00997733","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J. A. Ratter","R.4443","1980","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183119' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997733","Magnoliophyta","Myrtales","Jacq.",NA,"Ilha do Bananal, Parque Nacional do Araguaia (IBDF), nr HQ (c. 2 km from Macaúba).","-50.5","-10.5","NY00997733_01","Tocantins","Pium","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-03-15 16:37:00-03","NY","NYBG","00997747","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","R. M. Harley","11154","1968","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183192' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997747","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Suia Missù, c. 20 km N of the ferry and c. 50 km NNW of base camp.","-51.77","-12.82","NY00997747_01","Mato Grosso",NA,"C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-03-15 16:37:00-03","NY","NYBG","2158158","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","H. S. Irwin","26746","1970","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313618' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158158","Magnoliophyta","Myrtales","Jacq.",NA,"Ca. 13 km W of Corinto, near Minas Gerais","-44.5663","-18.352","NY02158158_01","Minas Gerais","Corinto",NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-03-15 16:37:00-03","NY","NYBG","2158200","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. C. Berg","19761","1973","08","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313669' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158200","Magnoliophyta","Myrtales","Jacq.",NA,"Paraná do Autaz-Mirim, Lago do Caioé.","-62.0761","-4.6608","NY02158200_01","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-03-15 16:37:00-03","NY","NYBG","2158166","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","G. T. Prance","14130","1971","07","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313626' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158166","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Ituxi, vicinity of Bôca do Curuquetê","-65.6833","-8.3167","NY02158166_01","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-03-15 16:37:00-03","NY","NYBG","2158235","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","W. A. Archer","7954","1942","12","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313707' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158235","Magnoliophyta","Myrtales","Jacq.",NA,"South forest of the I.A.N.","-48.4447503","-1.4380977","NY02158235_01","Pará","Belém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-03-15 16:37:00-03","NY","NYBG","2158177","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. A. Cid Ferreira","6889","1986","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313639' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158177","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Uatumã, acima da junção dos rios Uatumã e Pitinga, próx. ao igarapé Sto. Antonio.","-60.0250015258789","-2.03444004058838","NY02158177_01","Amazonas","Presidente Figueiredo",NA,NA,NA,NA,"229398","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-03-15 16:37:00-03","NY","NYBG","2158199","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Y. E. J. Mexia","5979","1931","07","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313668' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158199","Magnoliophyta","Myrtales","Jacq.",NA,"Thomé Assú, up Rio Acaré 1 km.","-48.1967010498047","-1.96082997322083","NY02158199_01","Pará","Acará",NA,"45",NA,NA,"100976","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-03-15 16:37:00-03","NY","NYBG","2158132","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","F. E. L. de Miranda","580","1983","09","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313592' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158132","Magnoliophyta","Myrtales","Jacq.",NA,"Breu Branco, margem do rio Tocantins.","-49.6725006103516","-3.76610994338989","NY02158132_01","Pará","Tucuruí",NA,NA,NA,NA,"59618","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-03-15 16:37:00-03","NY","NYBG","02158128","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","F. E. L. de Miranda","653","1983","10","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313588' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158128","Magnoliophyta","Myrtales","Jacq.",NA,"Local da construção da nova ponte","-49.6725006103516","-3.76610994338989","NY02158128_01","Pará","Tucuruí",NA,NA,NA,NA,"59618","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-03-15 16:37:00-03","NY","NYBG","2158134","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. A. Cid Ferreira","5221","1984","10","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313594' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158134","Magnoliophyta","Myrtales","Jacq.",NA,"BR 307, Rod. Cruzeiro do Sul-Benjamin Constance. Km 32","-72.5","-7.5","NY02158134_01","Acre","Cruzeiro do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-03-15 16:37:00-03","NY","NYBG","2158126","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","H. S. Irwin","47432","1960","08","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2312242' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158126","Magnoliophyta","Myrtales","Jacq.",NA,"Ilha do Escondido, near mouth of Cricu River.","-51.92","-3.72","NY02158126_01","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-03-15 16:37:00-03","NY","NYBG","694635","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","I. da S. Rivero","347","2000","02","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=830494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00694635","Magnoliophyta","Myrtales","Jacq.",NA,"Km. 20, AC-40 (Plácido de Castro-Rio Branco), Igarapé Visionário.","-67.6127778","-10.2625","NY00694635_01","Acre","Plácido de Castro","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-15 16:37:00-03","NY","NYBG","2158237","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J. M. Pires","822","1947","10","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313709' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158237","Magnoliophyta","Myrtales","Jacq.",NA,"Uaupés (São Gabriel).","-67.3404837","0.0917208","NY02158237_01","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
