"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","451763","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"G. G. Hatschbach","31367","1973","02","08","South America","Brazil","Espírito Santo","Cachoeiro de Itapemirim","Cachoeira do Itapemirim","-41.1128","-20.8492",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451763","NY00451763_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01301372","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","V. E. Rudd","J. J. Strudwick","4175","1981","08","05","South America","Brazil","Pará",NA,"Sete Varas airstrip on Rio Curua.","-55.1657197","-0.2209974",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1571600' target='other'> <mi>dwc_moreinfo</mi></a>","NY01301372","NY01301372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","451760","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","V. E. Rudd","H. H. Rusby","1114","1917","08","01","South America","Colombia","Huila",NA,"Cordillera Oriental, east of Neiva.",NA,NA,"900","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171045' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","451771","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"H. S. Irwin","17052","1966","06","12","South America","Brazil","Mato Grosso","Barra do Garças","Ca, 35 km. S. of Xavantina","-52.2567","-15.8903","400","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451771","NY00451771_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-01 14:44:00-02","NY","NYBG","451770","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana",NA,NA,"D. R. Hunt","5660","1966","05","29","South America","Brazil","Mato Grosso","Ribeirão Cascalheira","Xavantina-Cachimbo road, 200 km. from Xavantina","-51.8242","-12.9419",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451770","NY00451770_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-30 04:25:00-03","NY","NYBG","01301374","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana",NA,NA,"J. M. Pires","52114","1962","07","12","South America","Brazil","Amapá",NA,"Rio Matapi.","-51.4131","0.7133",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1571624' target='other'> <mi>dwc_moreinfo</mi></a>","NY01301374","NY01301374_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","451769","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","R. C. Barneby","A. M. V. de Carvalho","3036","1990","04","14","South America","Brazil","Bahia","Andaraí","Ca. 8 km. na estrada Andaraí.Mucuge","-41.33","-12.8",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451769","NY00451769_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","452173","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","L. L. C. Antunes","J. A. Steyermark","88248","1961","01","08","South America","Venezuela","Bolívar",NA,"Upper part of west-facing wooded slopes, E. of Miamo. Altiplanicie Nuria. Half way up escarpment",NA,NA,"300","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33405' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01301377","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"R. Spruce","s.n.","1850","03",NA,"South America","Brazil","Pará",NA,"In vicinibus Santarem.","-54.740486","-2.449614",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1571708' target='other'> <mi>dwc_moreinfo</mi></a>","NY01301377","NY01301377_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","451762","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"P. J. M. Maas","7233","1988","09","04","South America","Guyana",NA,NA,"Kaeanmbo. Near airstrip",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","451765","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","L. L. C. Antunes","A. M. Amorim","748","1992","09","15","South America","Brazil","Bahia","Una","Ca. 43 km. na estrada Ilhéus para Una","-39.0006763","-15.1550087",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451765","NY00451765_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 23:03:00-03","NY","NYBG","00982204","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","M. Brandão","J. B. E. Pohl","1731",NA,NA,NA,"South America","Brazil",NA,NA,"Inter Anta & S. Rita Caretas",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102148' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982204",NA,"brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00982277","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","M. Brandão","H. S. Irwin","16313","1966","05","31","South America","Brazil","Mato Grosso",NA,"Ca. 86 km. N. of Xavantina. Serra do Roncador.","-52.08","-13.92","550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102140' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982277","NY00982277_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00982179","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","M. Brandão","H. S. Irwin","21250","1968","03","16","South America","Brazil","Tocantins","Araguaína","Ca. 10 km S. of Araguaína","-48.13","-7.25","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102134' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982179","NY00982179_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00982181","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","M. Brandão","J. H. Kirkbride Jr.","3036","1977","03","04","South America","Brazil","Mato Grosso","Porto Esperidião","At km 135 on the road from Caceres to S of Serra do Aguapei","-58.695957","-15.720016","190","190","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982181","NY00982181_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00982253","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","M. Brandão","H. S. Irwin","15213","1966","04","21","South America","Brazil","Goiás","Formosa","Serra do Morcêgo, near Côrrego Estrema, ca. 38 km N.E. of Formosa","-47.08283","-15.2905556","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982253","NY00982253_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00982156","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","M. Brandão","H. S. Irwin","15079","1966","04","20","South America","Brazil","Goiás","Formosa","Serra do Morcêgo, Côrrego Estrema, ca. 40 km N.E. of Formosa","-47.06965","-15.27769","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102144' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982156","NY00982156_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2017-02-21 08:50:00-03","NY","NYBG","452194","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","L. L. C. Antunes","A. Krapovickas","45507","1994","05","16","South America","Paraguay","Presidente Hayes",NA,"Isla Poí","-59.67","-22.47",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=37893' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452194","NY00452194_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","452192","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","L. L. C. Antunes","H. S. Irwin","26805","1970","03","03","South America","Brazil","Minas Gerais",NA,"Rio Bicudo, ca. 20 km. W of Corinto",NA,NA,"525","525","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=37903' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452192","NY00452192_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","451761","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","V. E. Rudd","S. G. Beck","12034","1985","06","27","South America","Bolivia","La Paz","Sud Yungas","Chulmani, 25 km. hacia Asunta, pasndo Pajma",NA,NA,"1440","1440","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=233458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451761",NA,"brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00982228","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","M. Brandão","H. S. Irwin","16180","1966","05","28","South America","Brazil","Mato Grosso",NA,"Rio Turvo, ca. 210 km. N. of Xavantina. Serra do Roncador.","-51.83","-12.82","500","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982228","NY00982228_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02701763","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.",NA,"W. J. Burchell","9647",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2984827' target='other'> <mi>dwc_moreinfo</mi></a>","NY02701763","NY02701763_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00982180","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","M. Brandão","W. J. Burchell","8907","1828","03","24","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982180","NY00982180_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-10-28 16:29:00-02","NY","NYBG","00982205","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","M. Brandão","J. A. Ratter","R1300","1968","05","06","South America","Brazil","Mato Grosso",NA,"6 km S of the Base Camp of the Expedition. (Base Camp c. 270 km N of Xavantina).","-51.87","-12.9",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982205","NY00982205_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00982944","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","M. Brandão","W. J. Burchell","7094-2","1828","03","24","South America","Brazil","Goiás",NA,"(Goyáz) peak near Canto Gallo",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1112075' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982944","NY00982944_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00982278","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","M. Brandão","G. Eiten","4204A","1962","04","08","South America","Brazil","Maranhão","Loreto","Ilha de Balsas region, between the Rios Balsas and Parnaíba. About 15 km south of Lorêto. Flat top of the plateau, Serra do Penitenteon trail from Fazenda Trabalhosa to Lorêto","-45.12","-7.2","400","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982278","NY00982278_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","541774","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","V. E. Rudd","R. Spruce","s.n.","1849","07",NA,"South America","Brazil","Pará",NA,"In vicinibus Pará","-52.448709","-3.864276",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=233459' target='other'> <mi>dwc_moreinfo</mi></a>","NY00541774",NA,"brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","4995","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana carichanica","Rudd",NA,"J. J. Wurdack","40885","1955","12","21","South America","Venezuela","Bolívar",NA,"On north end of Cerro Gavilan (Cerro Carichana).",NA,NA,"100","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=225514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00004995","NY00004995_01","carichanica","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-27 15:08:00-03","NY","NYBG","4996","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana multijuga","Chodat & Hassl.",NA,"E. Hassler","5814",NA,NA,NA,"South America","Paraguay",NA,NA,"In campo prope Carimbatay.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00004996","NY00004996_01","multijuga","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 23:03:00-03","NY","NYBG","00982204","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","M. Brandão","J. B. E. Pohl","1731",NA,NA,NA,"South America","Brazil",NA,NA,"Inter Anta & S. Rita Caretas",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102148' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982204",NA,"brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00982277","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","M. Brandão","H. S. Irwin","16313","1966","05","31","South America","Brazil","Mato Grosso",NA,"Ca. 86 km. N. of Xavantina. Serra do Roncador.","-52.08","-13.92","550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102140' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982277","NY00982277_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00982179","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","M. Brandão","H. S. Irwin","21250","1968","03","16","South America","Brazil","Tocantins","Araguaína","Ca. 10 km S. of Araguaína","-48.13","-7.25","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102134' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982179","NY00982179_01","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
