"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","verbatimLongitude","verbatimLatitude","continentOcean","minimumElevationInMeters","maximumElevationInMeters","imagecode","order","fieldNumber","preparationType","class","typeStatus"
"11","2019-11-21 14:40:45-03","UFJF","CESJ","67788","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb. Rodr.","L. Menini Neto","2014",NA,NA,"D.E.F. Barbosa; G.A. Basilio","173","2014","03","15","Brasil","Minas Gerais","Lima Duarte","Conceição de Ibitipoca, Fazenda do Tanque, Nanofloresta nebular","-43.913333","-21.698611",NA,"Epífita facultativa. Fruto imaturo verde. Interior de mata.","CESJ067788",NA,"Angiosperma","-43.913333","-21.698611","América do Sul","1300","1300",NA,NA,NA,NA,NA,NA
"12","2019-11-21 14:40:45-03","UFJF","CESJ","71880","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb. Rodr.","L. Menini Neto","2017","03","11","D.E.F. Barbosa; G.A. Basilio","368","2017","03","11","Brasil","Minas Gerais","Descoberto","Serra do Relógio, Floresta semidecidual montana","-42.935833","-21.387778",NA,"Epífita entre 1m e 5m. Frutos imaturos verdes. Interior de floresta.","CESJ071880",NA,"Angiosperma","-42.935833","-21.387778","América do Sul","1200","1200",NA,NA,NA,NA,NA,NA
"13","2019-11-21 14:40:45-03","UFJF","CESJ","50088","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb. Rodr.","L. Menini Neto","2008","03","02","N.L. Abreu; C.N. Matozinhos","200","2008","03","31","Brasil","Minas Gerais","Rio Preto","Serra Negra, Região do Burro de Ouro.","-43.8278007507324","-22.0891990661621","20815","Erva epífita em interior de mata nebular. Flores verdes.","CESJ050088","auto","Angiosperma",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:40:45-03","UFJF","CESJ","61983","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb. Rodr.","L. Menini Neto; S.G. Furtado","2013","02","08","S.G. Furtado; L. Menini Neto; A. Cabral; M. Lima","214","2013","02","08","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Floresta ombrófila mista, próximo ao Centro de Apoio ao Pesquisador.","-44.8899993896484","-21.9589004516602","29865","Epífita em Podocarpus lambertii, a ca. 1,5m alt., na borda da Floresta Ombrófila Mista. Flores verdes, aromáticas.","CESJ061983","auto","Angiosperma",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-20 10:00:42-03","UNICAMP","UEC","105990","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","Pinheiro, F","2004","05",NA,"Aona, LYS; Belinello, R; Galvão, JC; Anderson, LO; Faria, AD","99/11","1999","01","19","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Macaé de Cima, Estrada de terra a 3,5 km do Hotel Fazenda São João.","-42.5311012268066","-22.2819004058838","33190",NA,"UEC064244","auto","Liliopsida",NA,NA,NA,NA,NA,"UEC064244",NA,NA,NA,NA,NA
"16","2019-08-20 10:00:42-03","UNICAMP","UEC","133856","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","Pansarin, ER","2004","02",NA,"Pansarin, ER; Mickeliunas, L","1137","2004","02","23","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758","17840",NA,"UEC064246","auto","Liliopsida",NA,NA,NA,NA,NA,"UEC064246",NA,NA,NA,NA,NA
"17","2019-08-20 10:00:42-03","UNICAMP","UEC","133862","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","Pansarin, ER","2004","02",NA,"Pansarin, ER; Mickeliunas, L","1135","2004","02","23","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758","17840",NA,"UEC064243","auto","Liliopsida",NA,NA,NA,NA,NA,"UEC064243",NA,NA,NA,NA,NA
"18","2019-11-06 09:56:50-03","UFOP","OUPR","24728","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","Batista, J.A.N.","2011","04",NA,"Tonaco, A.C.; Lanna, J.M.","155","2010","12","16","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Lagoa Seca.","-43.488889","-20.431944",NA,"Erva epífita. Flores com cálice e corola incluindo o labelo verde-claro, com brácteas da mesma cor. Em uma dolina (20m de profundidade).",NA,NA,NA,"-43.488889","-20.431944",NA,"1600","1600",NA,NA,NA,NA,NA,NA
"19","2019-11-06 09:56:50-03","UFOP","OUPR","24729","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","Batista, J.A.N.","2011","04",NA,"Tonaco, A.C.; Cândido, E.S. & Silva, L.A. da","11","2010","01","20","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Lagoa Seca.","-43.488889","-20.431944",NA,"Erva epífita. Flores com cálice e corola incluindo o labelo verde-claro, com brácteasda mesma cor. Em uma dolina (20m de profundidade).",NA,NA,NA,"-43.488889","-20.431944",NA,"1600","1600",NA,NA,NA,NA,NA,NA
"20","2020-03-12 10:29:24-03","UFOP","OUPR","34992","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","Pedrosa, L.G.","2020","01",NA,"Pedrosa, L.G.","2448","2020","01","21","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697","44599","Floresta Estacional Semidecidual",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-03-12 10:29:24-03","UFOP","OUPR","34330","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","Pedrosa, L.G.","2019","08","03","Pedrosa, L.G.","1806","2019","08","03","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Saboeiro / Calais.","-43.5080986022949","-20.2875003814697","44599","Erva epífita. Flores esverdeadas. Mata.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-06 09:56:50-03","UFOP","OUPR","3951","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","klueppelianum","Epidendrum klueppelianum","Pabst","Alves, R.J.V.","1988","02","23","Peron, M.V.","s.n.","1987","02","24","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697","44599","Campo rupestre. Erva. Flores verdes",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-04-27 16:10:56-03","UFES","VIES","15330","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","Fraga, C.N.","2009","07","31","Gomes, J.M.L.","2606","1999","08","14","Brasil","Espírito Santo","Domingos Martins","Pedra do Cachorro - Pedra das Flores.","-40.6591987609863","-20.3633003234863","48150",NA,"VIES015330","auto",NA,NA,NA,NA,NA,NA,"VIES015330",NA,NA,NA,NA,NA
"24","2019-11-01 15:28:29-03","PUC-RIO","FCAB","2048","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","minarum","Epidendrum minarum","Hoehne & Schltr.","Dr. Brade",NA,NA,NA,"P.E. Leite S.J.","s.n.","1945","07",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363","21048","Epífita.","002048","auto",NA,NA,NA,NA,NA,NA,NA,"Angiospermae",NA,NA,NA,NA
"25","2015-09-16 10:15:30-03","MNHN","RECOLNAT_MNHN_P","P00467618","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,NA,NA,NA,"Regnell",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00467618' target='other'> <mi>dwc_moreinfo</mi></a>","P00467618",NA,NA,NA,NA,NA,NA,NA,"P00467618_01",NA,"III 1150","hb",NA,NA
"26","2020-12-11 11:44:28-03","UFMG","BHCB","178976","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,"2015","11",NA,"Paiva, JAM; Pivari, MOD; Tomich, S","975","2015","10","23","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.663056","-21.6425",NA,"Erva epífita; frutos verdes.; Mata Ciliar",NA,NA,"Monocotyledon","-43.663056","-21.6425","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:44:28-03","UFMG","BHCB","105872","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,NA,NA,NA,"Mota, RC da; et al.","3372","2007","03","22","Brasil","Minas Gerais","Itamarandiba","P.E. da Serra Negra","-42.724417","-18.005944",NA,"Planta coletada em campo rupestre; erva epífita em Vellozia auriculata; flores verde-claras.",NA,NA,"Monocotyledon","-42.724417","-18.005944","Southern America","1300","1300",NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:44:28-03","UFMG","BHCB","119785","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,"2017","08","31","Batista, JAN; Martins, CAN; Ramalho, AJ; Munhoz, ACD","2104","2007","08","07","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Estadual da Serra do Intendente, Na parte de cima do parque, um pouco após a casa do Toninho.","-43.614028","-19.087444",NA,"Erva epífita. Sépalas e pétalas verdes com a base amarronzada.; Sobre árvore baixa na borda de mata nebular.","BHCB028338",NA,"Monocotyledon","-43.614028","-19.087444","Southern America","1378","1378",NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:44:28-03","UFMG","BHCB","120087","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,"2017","08","31","Batista, JAN; Martins, CAN; Carvalho, BM de; Barbosa, AR","2406","2008","01","15","Brasil","Minas Gerais","Carrancas","Serra das Bicas.","-44.587111","-21.580639",NA,"Erva epífita.; Em vegetação nas bordas de pequena mata de galeria no alto da serra.",NA,NA,"Monocotyledon","-44.587111","-21.580639","Southern America","1326","1326",NA,NA,NA,NA,NA,NA
"30","2021-01-15 17:53:18-03","UFMG","BHCB","120258","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,"2017","08","31","Batista, JAN; Carvalho, BM de; Faria, MWF de; Barbosa, AR","2577","2008","02","15","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pico do Pato (Pico Campestre)","-42.475778","-20.739583",NA,"Erva epífita; Em mata úmida","BHCB028329",NA,"Monocotyledon","-42.475778","-20.739583","Southern America","1576","1576",NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:44:28-03","UFMG","BHCB","125899","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,NA,NA,NA,"Carmo, FF","3321","2008","07","26","Brasil","Minas Gerais","Ouro Preto","P. E. do Itacolomi","-43.482778","-20.417222",NA,"coletado blocos de quartzito.",NA,NA,"Monocotyledon","-43.482778","-20.417222","Southern America","1650","1650",NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:44:28-03","UFMG","BHCB","136218","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,"2017","08","31","Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS; Batista, JAN","255","2010","03","03","Brasil","Minas Gerais",NA,"Alto Caparaó, Parque Nacional do Caparaó, Trilha entre Tronqueira e Terreirão","-41.836944","-20.41",NA,"Terrestre.","BHCB028322",NA,"Monocotyledon","-41.836944","-20.41","Southern America","1970","1970",NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:44:28-03","UFMG","BHCB","179294","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,"2015","11",NA,"Barbosa, AR; Batista, JAN; Ramalho, AJ","s.n.","2009","02","01","Brasil","Minas Gerais","Caldas","Pedra Branca, Mesma localidade do tipo da espécie.","-46.370011","-21.966681",NA,"Erva epifita. Flores verdes, coluna com ápice branco.; Em mata mesofitica.","BHCB031804",NA,"Monocotyledon","-46.370011","-21.966681","Southern America","1564","1564",NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:44:28-03","UFMG","BHCB","82154","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,NA,NA,NA,"Mota, RC da; Viana, PL","2019","2003","02","10","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.597028","-19.086306",NA,"erva epífita; flores verde-translúcidas; Planta coletada em borda de mata de galeria","BHCB001340",NA,"Monocotyledon","-43.597028","-19.086306","Southern America",NA,NA,"BHCB001340",NA,NA,NA,NA,NA
"35","2020-12-11 11:44:28-03","UFMG","BHCB","92650","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,NA,NA,NA,"Mota, RC da","2771","2005","02","14","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.527528","-20.13",NA,"Planta coletada em mata de galeria no Campo de Fora; erva epífita; flores totalmente verdes com ápice da coluna e antera branco-esverdeado.",NA,NA,"Monocotyledon","-43.527528","-20.13","Southern America","1480","1480",NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:44:28-03","UFMG","BHCB","8234","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,"2017","11","01","Grandi, TSM; et al.","2426","1987","02","25","Brasil","Minas Gerais","Ouro Preto","Itacolomi","-43.5080986022949","-20.2875003814697","44599","Herbáceo.; Campo rupestre.","BHCB028382","auto","Monocotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:44:28-03","UFMG","BHCB","62329","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,NA,NA,NA,"Mota, RC da; Marques, A","335","2001","02","01","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","Erva coletada em afloramento rochoso; flores verde-claras.",NA,"auto","Monocotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:44:28-03","UFMG","BHCB","67207","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,NA,NA,NA,"Mota, RC da","1009","2001","01","15","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555","11966","Planta coletada em mata de galeria; erva epífita; flores verdes.",NA,"auto","Monocotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:44:28-03","UFMG","BHCB","40121","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,NA,NA,NA,"Vasconcelos, MF de","s.n.","1998","01","20","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328","26557","Mata ciliar, epífita.",NA,"auto","Monocotyledon",NA,NA,"Southern America","1300","1300",NA,NA,NA,NA,NA,NA
"40","2020-07-10 09:48:16-03","MBML","MBML-HERBARIO","20192",NA,"Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","M.V.S. Berger/14-10-2003",NA,NA,NA,"M. V. S. Berger; et al","73","2003","04","06","Brasil","Espírito Santo","Santa Maria de Jetibá","Pedra do Garrafão","-40.924167","-20.176944",NA,"Epífita em galho caído, meia sombra, aproximadamente 1.350 m.a. com fruto verde. Em cultivo. Floração em: / / . Flor.","MBML020192",NA,NA,"40W55'27","20S10'37",NA,NA,NA,"MBML020192",NA,NA,NA,NA,NA
"41","2020-07-10 09:48:16-03","MBML","MBML-HERBARIO","21885",NA,"Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","L. Kollmann/26-03-2004",NA,NA,NA,"R.R. Vervloet; et al","2569","2003","12","17","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Epífita a 6m de altura, área semi aberta, planta a pleno sol, flores de cor verde amarelado.","MBML021885",NA,NA,"40W33'11","19S54'27",NA,NA,NA,"MBML021885",NA,NA,NA,NA,NA
"42","2020-07-10 09:48:16-03","MBML","MBML-HERBARIO","22559",NA,"Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb. Rodr.","Fraga, Kollmann & Fontana/24-IV-2013",NA,NA,NA,"L. Kollmann; et al","6855","2004","07","10","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,"Epífita na sombra, flores verdes.","MBML022559",NA,NA,"41W6'2","20S31'9",NA,NA,NA,"MBML022559",NA,NA,NA,NA,NA
"43","2020-07-10 09:48:16-03","MBML","MBML-HERBARIO","24096",NA,"Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","L. Kollmann/27-11-2004",NA,NA,NA,"A. P. Fontana; et al","1019","2004","11","01","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,"Epífita, florido no dia 27/11/04. Flores verdes. Vide Álcool.","MBML024096",NA,NA,"41W6'2","20S31'9",NA,NA,NA,"MBML024096",NA,NA,NA,NA,NA
"44","2020-10-20 09:56:47-03","MBML","MBML-HERBARIO","44789",NA,"Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb. Rodr.","Fraga, Kollmann & Fontana/24-IV-2013",NA,NA,NA,"L. Kollmann; A.P.Fontana, C.Fraga, P.Labiak, R.Goldenberg & M.Saavedra","11145","2008","07","18","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, Balanço","-41.083333","-20.516667",NA,"Epifita na meia sombra junto a briofitas, folhas verdes, flores verdes, bracteas secas","MBML044789",NA,NA,"41W5'","20S31'",NA,NA,NA,"MBML044789",NA,NA,NA,NA,NA
"45","2017-11-24 14:11:52-02","UFLA","ESAL","20418","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","C.Van dan Berg",NA,NA,NA,"C. Van dan Berg","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Carrancas","Pedra do Sol","-44.6425018310547","-21.4874992370605","21143","epífita; ; verde;",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-06-10 10:11:20-03","FZB-BH","BHZB","2924","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum",NA,NA,NA,NA,NA,"Ordones, J.","452","2000","10","09","Brasil","MG","Catas Altas","Caraça/ Campo de Fora","-43.4075012207031","-20.0746994018555","11966","Epífita.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-17 14:34:38-03","UTFPR-SL","SHPR","1492","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb. Rodr.","G. Marcusso (por foto)","2021","01",NA,"Biral, L. | P.A. Freitas","2560","2020","12","31","Brasil","São Paulo","Bananal","Estação Ecológica Bananal","-44.367778","-22.806111",NA,"Epífita, flores completamente verdes, frutos verdes.Habitat: Floresta ombrófila densa montana","SHPR001492",NA,"Anthophyta","44º22'04 W","22º48'22 S","América do Sul",NA,NA,NA,NA,NA,"exsicata",NA,NA
"48","2019-10-07 09:19:56-03","UEFS","HUEFS","76502","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","F.Pinheiro","2011","08",NA,"van den Berg, C.","1049","2001","01","13","Brasil","Minas Gerais","Caldas","Pedra Branca","-46.386100769043","-21.9235992431641","25710",NA,"HUEFS0076502","auto","Angiospermae",NA,NA,NA,NA,NA,NA,"Asparagales",NA,NA,"Lilianae",NA
"49","2019-01-25 15:43:45-02","IAC","IAC","40024","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","R.C. Mota","2002","05","13","R.B. Torres; J.B. Paula & C.A. Pereira","1315","2000","09","12","Brasil","Minas Gerais","Camanducaia","Fragmento do Alivercino da Cunha","-46.1447","-22.7553",NA,"UTM(23)= 396464 E, 7485792 N, 1595 m.s.m.",NA,NA,NA,"-46.1447","-22.7553",NA,NA,NA,NA,NA,NA,NA,NA,NA
