"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus","fieldNumber","infraspecificEpithet","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","616365","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","G. M. Barroso","A. P. Duarte","5656","1961","07","06","South America","Brazil","Rio de Janeiro","Cabo Frio","Cabo Frio","-42.032149","-22.874703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616365","NY00616365_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1522768","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","D. Martins","D. S. D. de Araújo","4684","1981","11","10","South America","Brazil","Rio de Janeiro","Macaé","Lagoa Paulista.","-41.7867","-22.3708","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776782' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522768","NY01522768_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","616355","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","G. M. Barroso","G. Martinelli","11680","1986","08","14","South America","Brazil","Rio de Janeiro","Cabo Frio",", Armaçao dos Búzios, restinga entre a Praia das Focas e a Praia do Forno","-42.0183","-22.8794","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701450' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616355","NY00616355_01","6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","616356","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","D. Martins","J. C. de Andrade","s.n.","1981","10","04","South America","Brazil","Rio de Janeiro","Saquarema","Saquarema, loteamento próximo às ruas Professor Waldes com Joao Alvas Muniz","-42.5103","-22.9203","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701456' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616356","NY00616356_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","616354","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","D. Martins","J. Cominote","65","1981","10","20","South America","Brazil","Rio de Janeiro",NA,"Estrada Velha da Curicica",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616354","NY00616354_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","616361","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","G. M. Barroso","D. S. D. de Araújo","8179","1987","09","22","South America","Brazil","Rio de Janeiro","Cabo Frio","Buzios prox. Praia Ferradura","-42.0183","-22.8794","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701449' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616361","NY00616361_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","616367","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.",NA,"B. D. Sucre","3832","1968","10","08","South America","Brazil","Rio de Janeiro",NA,"Restinga de Cabo Frio","-42.032149","-22.874703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616367","NY00616367_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","616450","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O.Berg","N. Silveira","D. S. D. de Araújo","6495","1984","12","19","South America","Brazil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Reserva Biológica Estadual da Praia do Sul. Gr. na trilha mais próxima a lagoa do Sul","-44.28","-23.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=434234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616450","NY00616450_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1281640","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O.Berg","M. Sobral","W. Hoehne","5862","1964","10","24","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Rio de Janeiro, estrada, Rio - Santos, k. 5","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1736420' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281640","NY01281640_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","616451","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O.Berg","G. M. Barroso","B. D. Sucre","8036","1971","12","10","South America","Brazil","Rio de Janeiro",NA,"Restinga da Tijuca","-43.36594","-23.011012","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=434233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616451","NY00616451_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1522784","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O.Berg","M. Sobral","W. Hoehne","5949","1964","12","22","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Recreio dos Bandeirantes","-43.482796","-23.016442","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1777395' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522784","NY01522784_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","616452","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O.Berg","G. M. Barroso","D. S. D. de Araújo","9031","1989","11","28","South America","Brazil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Reserva Biológica Est. Praia do Sul","-44.301381","-23.177636","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=434232' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616452","NY00616452_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1522789","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O.Berg","M. Sobral","W. Hoehne","5949","1964","12","22","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Recreio dos Bandeirantes","-43.482796","-23.016442","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1777400' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522789","NY01522789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","616449","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O.Berg",NA,"B. D. Sucre","8246","1972","01","19","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Restinga de Jacarepaguá","-43.397161","-23.010952","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=434235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616449","NY00616449_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1522401","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O.Berg","M. Sobral","W. Hoehne","5862","1964","10","24","South America","Brazil","Rio de Janeiro",NA,"Guanabara, Km. 5, Estrada Rio Santos.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751649' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522401","NY01522401_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1182121","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O.Berg","M. Sobral","C. N. Fraga","1059","2003","08","21","South America","Brazil","Rio de Janeiro",NA,"São Francisco do Itabapoana. Gargaú, Abatedouro.","-41.0983","-21.5758","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397317' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182121","NY01182121_01","8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-03-20 11:47:20-03","MCN-PUC-MINAS","HPUC-MG","ANG2691","S","Plantae",NA,NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata",NA,NA,"J. Maielo",NA,"2009","09","27",NA,"Brasil","Espírito Santo",NA,"Presidente Kenedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:20:24-03","UFRJ","RFA","33524","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","A. Giaretta","R.C. Lopes; T. U. P. Konno; R. M. Rocha (1)","323","2007","09","29",NA,"Brasil","Rio de Janeiro","Macaé","Restinga de Jurubatiba, Lagoa de Cabiúnas","-41.681667","-22.294444",NA,"Arbusto cerca de 2,5m; Caule com abundante presença de líquen, folha cartácea, peninérvea; Inflorescência em dicásio, cálice amarelado, corola branca, cerca de trinta e seis estames, comum no local","RFA46942",NA,NA,NA,"41º40'54''W","22º17'40''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:31:40-03","UFRJ","RFA","34786","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","A. Giaretta","C. M. Vieira; M. A. Louzada","1287","2003","11","04",NA,"Brasil","Rio de Janeiro","Itaocara",NA,"-42.076099395752","-21.6692008972168",NA,"Arbusto semi-umbrófilo, ocasional nas ilhas com cobertura arbórea remanescente. Botões esverdeados","RFA28326",NA,NA,NA,NA,NA,"22830","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:31:40-03","UFRJ","RFA","39395","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","A. Giaretta","A. C. M. Vieira","26","2009","12","03",NA,"Brasil","Rio de Janeiro","Maricá","APA de Maricá","-42.8185997009277","-22.9193992614746",NA,"Arbusto com inflorescências apicais, flores brancas, segundo cordão arenoso, próximo à Aeronáutica","RFA46657",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:31:41-03","UFRJ","RFA","42439","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O.Berg","M.C. Souza","B.C. Kurtz; J. Caruso","321","2003","11","07",NA,"Brasil","Rio de Janeiro","Quissamã","Parque Nacional da Restinga de Jurubatiba. Cordão de mata transversal à linha de praia, associado à lagoa da Bezerra","-41.4721984863281","-22.1067008972168",NA,"Área D, indivíduo 12 (do inventário fitossociológico); Árvore. DAP: 12,8 cm; casca espessa, finamente fissurada; folhas verdes levemente discolores; frutos imaturos verde-amarelados. Altura: 10 m","RFA36721",NA,NA,NA,NA,NA,"33509","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:31:41-03","UFRJ","RFA","23397","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O.Berg",NA,NA,NA,"1986","12","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Marambaia","-43.2075004577637","-22.9027996063232",NA,NA,"RFA46863",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:31:41-03","UFRJ","RFA","23398","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O.Berg",NA,NA,NA,"1986","12","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Marambaia","-43.2075004577637","-22.9027996063232",NA,NA,"RFA46862",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:31:41-03","UFRJ","RFA","29175","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O.Berg",NA,NA,NA,"1986","12","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Marambaia","-43.2075004577637","-22.9027996063232",NA,NA,"RFA46877",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:31:41-03","UFRJ","RFA","28362","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O.Berg","M. C. Souza","H.M.Dias; A de C. Borges","17","2003","04","06",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Restinga da Marambaia. As margens da estrada que leva para a linha 2, na área do exército.","-43.373056","-23.029444",NA,"Arbusto de mais ou menos 3,5m de altura; folhas opostas com estípulas; heliófilo; não possui glândulas translúcidas; pouco frequente; estéril. Coletada como dados estruturais para monografia de bacharelado do coletor principal.","RFA53494",NA,NA,NA,"43º22'23''W","23º1'46''S",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-19 15:44:45-03","UNEB","HUNEB","2489","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.",NA,"Jesus, N.G.","318","1999","11","24",NA,"Brasil","Bahia","Alagoinhas","Campus II / UNEB","-38.433333","-12.133333",NA,"Cerrado","HUNEB0002489",NA,"120","150","38W26'0''","12S8'0''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-19 15:44:45-03","UNEB","HUNEB","2504","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.",NA,"Jesus, N.G.","333","1999","12","07",NA,"Brasil","Bahia","Alagoinhas","Campus II / UNEB","-38.433333","-12.133333",NA,"Cerrado","HUNEB0002504",NA,"120","150","38W26'0''","12S8'0''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-19 15:44:45-03","UNEB","HUNEB","8143","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.",NA,"Jesus, N.G.","1672","2003","01","17",NA,"Brasil","Bahia","Conde","Cavalo Russo","-37.529167","-11.744444",NA,NA,"HUNEB0008143",NA,NA,NA,"37W31'45''","11S44'40''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:46:02-03","EAO","IAN","188605","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.",NA,"Staggemeier, VG; Faria, JEQ","928","2012","11","05","Southern America","Brasil","Rio de Janeiro","Armação dos Búzios","Estrada velha da Ferradurinha, próximo de residência.","-41.877778","-22.753611",NA,"Botão, flores velhas e frutos verdes, alguns maduros. Arvoreta de 3,5m. Tronco áspero e com liquens.","IAN188605",NA,"30","30","-41.877778","-22.753611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:46:02-03","EAO","IAN","112505","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.",NA,"Legrand, CDR; Lau, L","110368","1953","10","13","Southern America","Brasil","Rio de Janeiro","Cabo Frio","Praia do Pontal.","-42.0186004638672","-22.8794002532959",NA,NA,"IAN112505",NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:21:32-03","UFBA","ALCB","113258a","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Melo, JDO","Guedes, ML; Costa, TF","21304a","2014","04","05","Southern America","Brasil","Bahia","Barra do Itariri","Estrada na entrada do Bairro das Malvinas.",NA,NA,NA,"ca 6m de altura. Folhas cartáceas, discolores. Inflorescência terminal, panícula. Fruto imaturo verde, 'de vez' avermelhado, maduro vináceo.","ALCB0060381",NA,NA,NA,NA,NA,NA,NA,"2019",NA,"03",NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:21:32-03","UFBA","ALCB","113278","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Melo, JDO","Guedes, ML; Costa, TF","21324","2014","04","05","Southern America","Brasil","Bahia","Barra do Itariri","Estrada na entrada das malvinas.",NA,NA,NA,"ca 2m. Folhas discolores. Frutos verdes.","ALCB0060380",NA,NA,NA,NA,NA,NA,NA,"2019",NA,"03",NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:21:32-03","UFBA","ALCB","117833","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Stadnik, A","Guedes, ML; Alunos de Botânica Econômica","22894","2014","07","27","Southern America","Brasil","Bahia","Jandaíra","Litoral Norte, Coqueiros.","-37.783333","-11.55",NA,"Folhas cartáceas, discolores. Frutos imaturos.","ALCB059698",NA,NA,NA,"-37.783333","-11.55",NA,NA,"2018",NA,"04","16",NA,NA,NA,NA,NA
"44","2019-10-09 11:21:32-03","UFBA","ALCB","125328","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Melo, JDO","Sousa, TS","13","2016","08","23","Southern America","Brasil","Bahia","Salvador","Parque das Dunas, Proximidades da Mata Fechada","-38.328056","-12.9175",NA,"Terrícola. Folhas verdes. Arvoreta. Casca lisa. Forófito de Brassavola tuberculata hook. Datum: WGS-84. &nf;; Mata de restinga","ALCB025254","ALCB025254","24","24","-38.328056","-12.9175",NA,NA,"2018",NA,"04","16",NA,NA,NA,NA,NA
"45","2019-10-09 11:21:32-03","UFBA","ALCB","126739","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Stadnik, A","Sousa, TS; Barberena, FFVA; Nascimento, TA","16","2016","10","22","Southern America","Brasil","Bahia","Mata de São João","Parque natural municipal da restinga de Praia do forte","-38.0075","-12.571944",NA,"Arvoreta, ca. 7m; casca rugora. Forófito de Brassavola tuberculata Hook. Forófito de Campylocentrum sp.Datum:WGS-84; Restinga arbórea","ALCB039461",NA,"8","8","-38.0075","-12.571944",NA,NA,"2018",NA,"04","16",NA,NA,NA,NA,NA
"46","2019-10-09 11:21:32-03","UFBA","ALCB","126947","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Stadnik, A","Melo, JDO; Stadnik, A; Patrício, I; Oliveira, BPS","07","2016","09","16","Southern America","Brasil","Bahia","Mata de São João","Praia do Forte. Parque Natural Municipal da Restinga de Praia do Forte - Parque Klaus Peters.","-38.004722","-12.566389",NA,"4,0m, folhas discolores, caule liso levemente estriado, botões verdes.; Restinga","ALCB040775",NA,"3","3","-38.004722","-12.566389",NA,NA,"2018",NA,"04","16",NA,NA,NA,NA,NA
