"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"11","2021-03-12 01:35:31-03","UFPI","TEPB","17121","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","Adr. Juss.","A. M. Amorim","M. R. A. Mendes","398",NA,NA,NA,NA,"Brasil","Piauí","Bocaina","Morro do Curral","-41.3224983215332","-6.94250011444092",NA,NA,NA,"Arbusto, pouco frequente, flores amarelas. Ambiente: Caatinga <ll>dwc_commonname:</ll> Flor de Anjo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16504","auto",NA,NA,NA,NA,NA
"12","2021-03-31 10:26:30-03","UFPI","TEPB","20056","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","Adr. Juss.","André Amorim","CHAVES, E. M. F.","440","2003","07","25",NA,"Brasil","Piauí","Cocal","Jacarandá","-41.5574989318848","-3.47194004058838","340","340",NA,"Cipó escandente, flores amarelas, frequente baixo, substrato arenoso. Ambiente: Carrasco",NA,NA,NA,NA,NA,"2005","02","04",NA,NA,"30836","auto",NA,NA,NA,NA,NA
"13","2021-03-31 10:26:30-03","UFPI","TEPB","20119","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","Ad. Juss.","CHAVES, E. M. F.","CHAVES, E. M. F.","396","2003","06","07",NA,"Brasil","Piauí","Cocal","Jacarandá","-41.5574989318848","-3.47194004058838","340","340",NA,"escandente, fruto sâmara rosa, substrato arenoso Ambiente: Carrasco",NA,NA,NA,NA,NA,"2004","08","04",NA,NA,"30836","auto",NA,NA,NA,NA,NA
"14","2021-03-31 10:26:30-03","UFPI","TEPB","20162","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana",NA,NA,"CHAVES, E. M. F.","412","2003","07","25",NA,"Brasil","Piauí","Cocal","Pirapora","-41.5574989318848","-3.47194004058838","360","360",NA,"Ambiente: Carrasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30836","auto",NA,NA,NA,NA,NA
"15","2021-03-31 10:26:30-03","UFPI","TEPB","19762","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","Ad. Juss.",NA,"CHAVES, E. M. F.","282","2003","05","03",NA,"Brasil","Piauí","Cocal","Videl","-41.5574989318848","-3.47194004058838",NA,NA,NA,"cipó, 5m, escandente, flor amarela, frequencia alta, substrato arenoso Ambiente: Carrasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30836","auto",NA,NA,NA,NA,NA
"16","2021-03-26 15:11:06-03","UFPI","TEPB","25678","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","Mart. ex Juss.",NA,"R. BARROS","2063","2005","04","18",NA,"Brasil","Piauí","Eliseu Martins",NA,"-43.6636009216309","-8.09667015075684","325","325",NA,"Subarbusto escandente, pouco frequente. Ambiente: Cerrado/Mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42046","auto",NA,NA,NA,NA,NA
"17","2021-03-12 01:35:31-03","UFPI","TEPB","23973","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A. Juss","André M. Amorim","Oliveira, F. C. S.","116","2007","04","15",NA,"Brasil","Piauí","Oeiras","Chapada das Panelas","-42.1310997009277","-7.0252799987793",NA,NA,NA,"Erva, escandente, flor amarela, muito frequente. Ambiente: Transição Cerrado/Caatinga <ll>dwc_commonname:</ll> Cipó-Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54774","auto",NA,NA,NA,NA,NA
"18","2021-03-12 01:35:31-03","UFPI","TEPB","23997","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","Mart.ev A. Juss.",NA,"Oliveira, F. C. S.","392","2008","05","03",NA,"Brasil","Piauí","Oeiras","Vereda Grande","-42.1310997009277","-7.0252799987793",NA,NA,NA,"Artbusto, flor amarela, muito frequente, solo arenoso. Ambiente: Transição Cerrado/ Caatinga <ll>dwc_commonname:</ll> Alecrim amarelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54774","auto",NA,NA,NA,NA,NA
"19","2019-02-15 11:45:01-02","IPA","IPA","54645","S","Plantae","Plantae",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","Mart. ex A. Juss.","Amorim, A.A.","Alencar, M.E.","155","1994","01","28","Southern America","Brasil","Piauí","Padre Marcos","Serra Velha, km 2 da vicinal para Alagoinha do Piauí.","-40.9043998718262","-7.35500001907349","240","240",NA,"Subarbusto ca. 1,5m; flores amarelas; substrato arenoso.","IPA0054645",NA,NA,NA,NA,"1999",NA,NA,NA,NA,"17353","auto",NA,NA,NA,NA,NA
"20","2019-02-15 11:45:01-02","IPA","IPA","58491","S","Plantae","Plantae",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","Mart. ex A. Juss.","Lemos, J.R.","Lemos, J.R.","45","1998","03","16","Southern America","Brasil","Piauí","São Raimundo Nonato","Parque Nacional Serra da Capivara","-42.6994018554688","-9.01527976989746",NA,NA,NA,"Liana de flor amarelo-ouro.; Chapadas sedimentares; substrato arenoso.","IPA0058491",NA,NA,NA,NA,"1998","04","24",NA,NA,"45407","auto",NA,NA,NA,NA,NA
"21","2019-02-15 11:45:01-02","IPA","IPA","40551","S","Plantae","Plantae",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana velutina","Nied.",NA,"Blanchet","2867",NA,NA,NA,"Southern America","Brasil","Bahia",NA,"Serra do Açuruá",NA,NA,NA,NA,NA,NA,"IPA0040551",NA,"velutina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-02-15 11:45:01-02","IPA","IPA","21523","S","Plantae","Plantae",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","Mart. ex A. Juss.","Amorim, A.A.","Academia Brasileira de Ciências","1186","1971","12","05","Southern America","Brasil","Piauí",NA,"descida da Serra da Capivara, entre São João do Piauí e São Raimundo Nonato. (10 - 11 km de Várzea Grande)",NA,NA,NA,NA,NA,"Cipó sobre arbusto; flores amarelas.","IPA0021523",NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-02-15 11:45:01-02","IPA","IPA","68663","S","Plantae","Plantae",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","Mart. ex A. Juss.",NA,"Chaves, E.M.F.; Sérgio Junior, E.M.; Sérgio Junior, E.M.","327","2003","05","17","Southern America","Brasil","Piauí","Cocal",NA,"-41.567222","-3.501111","150","150",NA,"Fruto ferrugíneo.; várzea, carrasco. Substrato arenoso.","IPA0068663",NA,NA,NA,NA,NA,NA,NA,"-41.567222","-3.501111",NA,NA,NA,NA,NA,NA,NA
"24","2019-02-15 11:45:01-02","IPA","IPA","81877","S","Plantae","Plantae",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","Mart. ex A. Juss.","Cano, O.","Cano, O.; et al.; et al.","874","2007","07","26","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Gerais do alto da serra, divisa entre Cruz e Fundão.","-41.566111","-12.639167",NA,NA,NA,"Arbusto ca. 1,5m de altura; frutos marrons-claros.; Caatinga em área de transição para o cerrado.","IPA0081877",NA,NA,NA,NA,"2008","05",NA,"-41.566111","-12.639167",NA,NA,NA,NA,NA,NA,NA
"25","2019-02-15 11:45:01-02","IPA","IPA","54694","S","Plantae","Plantae",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","Mart. ex A. Juss.","Amorim, A.A.","Alencar, M.E.","178","1994","03","12","Southern America","Brasil","Piauí","Padre Marcos","Serra Velha, km 2 da vicinal para Alagoinha do Piauí.","-40.9043998718262","-7.35500001907349","420","420",NA,"Escandente; flores amarelas; frutos avermelhados; substrato arenoso.","IPA0054694",NA,NA,NA,NA,"1999",NA,NA,NA,NA,"17353","auto",NA,NA,NA,NA,NA
"26","2019-02-15 11:45:01-02","IPA","IPA","54678","S","Plantae","Plantae",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","Mart. ex A. Juss.","Amorim, A.A.","Alencar, M.E.","61","1993","06","14","Southern America","Brasil","Piauí","Padre Marcos","Serra Velha, km 2 da vicinal para Alagoinha do Piauí.","-40.9043998718262","-7.35500001907349","420","420",NA,"Cipó. Flores amarelas. Frutos imaturos com cor avermelhada. Substrato arenoso.","IPA0054678",NA,NA,NA,NA,"1999",NA,NA,NA,NA,"17353","auto",NA,NA,NA,NA,NA
"27","2019-02-15 11:45:01-02","IPA","IPA","40550","S","Plantae","Plantae",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana velutina","Nied.",NA,"Gardner","2067",NA,NA,NA,"Southern America","Brasil","Piauí",NA,"between Boa Esperança and Santa Anna das Mercês.",NA,NA,NA,NA,NA,NA,"IPA0040550",NA,"velutina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-20 10:17:40-03","UNICAMP","UEC","124869","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, AMA","Rodrigues, RS; Alencar, ME; Flores, AS","1494","2002","04","06",NA,"Brazil","Piauí","Pedro II","Buritizinho. APA da Serra da Ibiapaba.","-41.44","-4.411667","655","655",NA,"fruto, Arbusto apoiante, em borda de carrasco. Corola amarela e frutos maduros.",NA,NA,NA,NA,NA,"2002",NA,NA,"-41.44","-4.411667",NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:17:40-03","UNICAMP","UEC","119971","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, AMA","Alencar, ME","586","1999","04","22",NA,"Brazil","Piauí","Brasileira","Capela - 6a. Cidade - Parna de Sete Cida","-41.705556","-4.886111","170","170",NA,"flor, Cipó de 1,0 m . Flores amarelas. Subt. Arenoso. Cerrado típico. Melosinha.",NA,NA,NA,NA,NA,"2000","04",NA,"-41.705556","-4.886111",NA,NA,NA,NA,NA,NA,NA
"30","2019-08-20 10:17:40-03","UNICAMP","UEC","96227","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Mamede, MCH","Araújo, FS","s.n.","1994","07","21",NA,"Brazil","Ceará","Ubajara","Jaburuna - Sul. Planalto da Ibiapaba.","-40.9211006164551","-3.85443997383118","830","830",NA,"ORI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27385","auto",NA,NA,NA,NA,NA
"31","2019-08-20 10:17:40-03","UNICAMP","UEC","36131","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.",NA,"Macedo, M; Duarte, A; Assumpção, S; Mattos, A","1131","1979","05","16",NA,"Brazil","Mato Grosso","Cuiabá","Estrada velha da Acarizal. Próximo à bar","-56.0966987609863","-15.5960998535156",NA,NA,NA,"flor, Arbusto. Flor amarela. Solo argilo arenoso seco. Muito frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA
"32","2019-08-20 10:17:40-03","UNICAMP","UEC","127258","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.",NA,"Mendes, MRA; Albino, RS; Soares, FAR; Castro, AAJF","398","2000","05","17",NA,"Brazil","Piauí","São José do Piauí","Morro do Curral Velho.","-41.4752998352051","-6.87166976928711",NA,NA,NA,"flor, Arbusto. Pouco frequente. Flores amarelas. Solo pedregoso. Flor de anjo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17188","auto",NA,NA,NA,NA,NA
"33","2020-04-22 16:21:28-03","UFPB","JPB","36342","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, AM","Queiroz, LP de; Costa, JA; Nunes, TS; Nascimento, JG","10094","2005","03","11","Southern America","Brasil","Piauí","São Braz do Piauí","Ca. 35Km SW de São Raimundo Nonato.","-43.208333","-9.419444","615","615",NA,"; HABITAT: Caatinga arbórea.; DESC: Arbusto ca. 1,5m alt. Folhas papiráceas. Flores com elaióforos verde-amarelados, pátalas amarelas. DNA.",NA,NA,NA,NA,NA,"2011",NA,NA,"-43.208333","-9.419444",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-21 19:36:38-03","UFC","EAC","32941","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Sobrinho, M.S.; Bruno, M.M.A.","s.n.","2001","07","16","Southern America","Brasil","Ceará","Crateús","Reserva Serra das Almas","-40.85","-5.083333","650","650",NA,"Escandente lenhosa, flor amarela, fruto verde com partes vermelhas.; Mata seca","EAC0032941","EAC0032941",NA,NA,NA,"2002","03",NA,"-40.85","-5.083333",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-21 19:36:38-03","UFC","EAC","39234","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Lima-Verde, L.W.; Melo, L M R; et al.","831","1997","10","02","Southern America","Brasil","Ceará","Aiuaba","Dist. Barra. Estacão Ecológica de Aiuba. Serra do Zabalê- Bom nome.","-40.512222","-6.645556","600","600",NA,"Liana terrestre, Cálice esverdeado, estames amarelos. Frequente.. Flor Amarela.; Carrasco","EAC0039234","EAC0039234",NA,NA,NA,"1999",NA,NA,"-40.512222","-6.645556",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-21 19:36:38-03","UFC","EAC","39239","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","et al.; Oliveira, F.O.","Lima-Verde, L.W.; Figueiredo, M.A.; Barros, E.O.; et al.","217","1996","04","26","Southern America","Brasil","Ceará","Aiuaba","Distrito Barra, Estação Ecológica de Aiuaba, Protetozóico-arqueano médio; planossolo arenoso., Sa. do Êrmo, estrada Campos Sales","-40.3","-6.683333","620","620",NA,"Árvore 5m, terrestre; tronco Casca cinza rugusa c/ manchas brancas; Folha simples oposta membranácea pilosa; Cacho terminal amarelo; Cálice verde; Sâmara; Corola dialipétala/actinomorfa; pétala preta de unha longa; glândula na base do","EAC0039239","EAC0039239",NA,NA,NA,"1996","05",NA,"-40.3","-6.683333",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-21 19:36:38-03","UFC","EAC","42834","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Fernandes, A.; Oliveira, O.; et al.","Lima-Verde, L.W.; Melo, L M R; Barros, E.O.; Leite, D J M; Figueiredo, M.A.","217","1996","04","26","Southern America","Brasil","Ceará","Aiuaba","Serra do Êrmo, estrada Campos Sales, Substrato: proterozóico-arqueano médio, planossolo arenoso.","-40.3","-6.683333","620","620",NA,"Árvore, 5m, frequente; corola amarela; fruto sâmara; Carrasco","EAC0042834","EAC0042834",NA,NA,NA,"1996","05",NA,"-40.3","-6.683333",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-21 19:36:38-03","UFC","EAC","42836","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.; Melo, L M R; Andrade, I. .M.; Souza, M.M.A.; Figueiredo, M.A.","831","1997","10","02","Southern America","Brasil","Ceará","Aiuaba","Serra do Zabelê, Bom-Nome","-40.512472","-6.645583","600","600",NA,"Liana, frequente; corola amarela.; Carrasco","EAC0042836","EAC0042836",NA,NA,NA,"1998","09",NA,"-40.512472","-6.645583",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-21 19:36:38-03","UFC","EAC","55674","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Silva, F.K.G.; Araújo, F.S.","33","2014","02","20","Southern America","Brasil","Ceará","Aiuaba","Gameleira","-40.3225","-6.732222","670","670",NA,"Arbusto, 3m.; Carrasco.","EAC0055674","EAC0055674",NA,NA,NA,"2014","03","26","-40.3225","-6.732222",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-21 19:36:38-03","UFC","EAC","59743","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Mascena, V.M.","C17","2014","07","06","Southern America","Brasil","Pernambuco","Moreilândia","Serra do Catolé, refúgio das abelhas Professor Paulo Nogueira Neto.","-39.470333","-7.464167","880","880",NA,"Liana; flor amarela.; Carrasco.","EAC0059743","EAC0059743",NA,NA,NA,"2014","11","25","-39.470333","-7.464167",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-21 19:36:38-03","UFC","EAC","3144","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Fernandes, A.; Nunes, E.","Fernandes, A.; Matos, F.J.A.","EAC3144","1977","04","21","Southern America","Brasil","Ceará","Carnaubal","Estrada para Pedro II - PI","-40.942798614502","-4.16666984558105",NA,NA,NA,"Arbusto, flor amarela e fruto vermelho.","EAC0003144","EAC0003144",NA,NA,NA,"1986","03","26",NA,NA,"20796","auto",NA,NA,NA,NA,NA
"42","2021-03-21 19:36:38-03","UFC","EAC","25637","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Barros, E.O.","s.n.","1997","05","20","Southern America","Brasil","Ceará","Crateús","Ibiapaba Sul - Mambira - Sertão de Crateús","-40.6775016784668","-5.1783299446106",NA,NA,NA,"Cerradão","EAC0025637","EAC0025637",NA,NA,NA,"1999",NA,NA,NA,NA,"43216","auto",NA,NA,NA,NA,NA
"43","2021-03-21 19:36:38-03","UFC","EAC","33308","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Araújo, F.S.; Lima, J.R.","1373","2002","03","25","Southern America","Brasil","Ceará","Crateús","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106","650","650",NA,"Trepadeira, flor branca e rosa, fanerófito.; Mata seca","EAC0033308","EAC0033308",NA,NA,NA,"2002","04","20",NA,NA,"43216","auto",NA,NA,NA,NA,NA
"44","2021-03-21 19:36:38-03","UFC","EAC","50808","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.; et al.","1060","2000","02",NA,"Southern America","Brasil","Ceará","Crateús","Serra das Almas","-40.6775016784668","-5.1783299446106",NA,NA,NA,"Escandente, flor amarela.; Carrasco","EAC0050808","EAC0050808",NA,NA,NA,"2000","02",NA,NA,NA,"43216","auto",NA,NA,NA,NA,NA
"45","2021-03-21 19:36:38-03","UFC","EAC","40499","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1661","1999","09","14","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.4094009399414","-7.23416996002197","870","870",NA,"Trepadeira, frequente, fruto imaturo, folha senescente e em abscisão.; Carrasco","EAC0040499","EAC0040499",NA,NA,NA,"1999","09","14",NA,NA,"30071","auto",NA,NA,NA,NA,NA
"46","2021-03-21 19:36:38-03","UFC","EAC","40497","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1559","1999","08","11","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.4094009399414","-7.23416996002197","870","870",NA,"Trepadeira, frequente, fruto imaturo e maduro, fruto castanho, folha senescente e em abscisão.; Carrasco","EAC0040497","EAC0040497",NA,NA,NA,"1999","08","11",NA,NA,"30071","auto",NA,NA,NA,NA,NA
