"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","identifiedBy","county","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount","sex"
"17","2021-03-15 16:37:00-03","NY","NYBG","565659","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erecta","Conocarpus erecta","S. A. Mori","10158","1978","06","07","South America","Brazil","Bahia","Cerca de 1 km ao S de Itacaré. Folha SD-24 (14-39c)","-38.995183","-14.2890182","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=282082' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565659","L.",NA,"Itacaré","NY00565659_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","565656","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erecta","Conocarpus erecta","A. M. Amorim","1178","1993","04","13","South America","Brazil","Bahia","Estrada para o Distrito de pedras. Ca. 7.0 km a partir da BA-001 que liga Ilhéus/Una","-39.0753","-15.2933","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=282074' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565656","L.","C. A. Stace","Una","NY00565656_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","565660","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erecta","Conocarpus erecta","A. M. V. de Carvalho","6808","1999","09","06","South America","Brazil","Bahia","Rod. BR-030, ca. 12 km na Rod. Saquaíra/Campinhos","-38.93","-13.93","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=282079' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565660","L.",NA,"Maraú","NY00565660_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2158496","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erecta","Conocarpus erecta","M. G. da Silva","2827","1976","11","13","South America","Brazil","Pará","Arredores da CELPA, mangal","-47.3560981750488","-0.613610982894897","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2314373' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158496","L.",NA,"Salinópolis","NY02158496_01",NA,NA,"23190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02862381","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erectus","Conocarpus erectus","L. Quintanilha","30","2012","05","04","South America","Brazil","Rio de Janeiro","BR 106.","-42.189167","-22.850278","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3270494' target='other'> <mi>dwc_moreinfo</mi></a>","NY02862381","L.",NA,"Iguaba Grande","NY02862381_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02103603","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erectus","Conocarpus erectus","L.A. Gomes","1016","2013","03","27","South America","Brazil","Sergipe","RPPN Mata do Crasto: Borda de mata. Proximo ao apicum.","-37.4289","-11.3761","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2258901' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103603","L.","L.A. Gomes","Santa Luzia do Itanhy","NY02103603_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02694644","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erectus","Conocarpus erectus","L.A. Gomes","980","2013","01","25","South America","Brazil","Sergipe","RPPN Mata do Crasto. Área aberta","-37.424278","-11.378056","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953055' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694644","L.","L.A. Gomes","Santa Luzia do Itanhy","NY02694644_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00997800","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erectus","Conocarpus erectus","F. E. Drouet","2500","1935","09","25","South America","Brazil","Ceará","Barra do Ceará.","-38.5431","-3.7172","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183908' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997800","L.","L. B. Smith","Fortaleza","NY00997800_01 NY00997800_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1019217","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erectus","Conocarpus erectus","D. B. O. S. Cardoso","990","2006","02","03","South America","Brazil","Bahia","Arembepe. Entre o bairro Robalo e a aldeia Hippie.","-38.35","-12.93","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280044' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019217","L.","D. B. O. S. Cardoso","Camaçari","NY01019217_01","2","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-27 04:17:00-03","NY","NYBG","01390876","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erectus","Conocarpus erectus","J. J. Kohlmeyer","3500","1973","11","15","South America","Colombia","Magdalena","Bahia Chengue (Atlantic Ocean)",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1782579' target='other'> <mi>dwc_moreinfo</mi></a>","NY01390876",NA,"J. J. Kohlmeyer",NA,"NY01390876_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02098417","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erectus","Conocarpus erectus","A. A. M. Araújo","280","2010","06","18","South America","Brazil","Paraíba","­­­­Área de Preservação Permanente de Tambaba: Praia de Tabatinga","-34.9075","-7.26","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2492269' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098417","L.","J. A. Kallunki","Conde","NY02098417_01","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00997798","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erectus","Conocarpus erectus","K. Kubitzki","Nr.82-58","1982","03","24","South America","Brazil","Maranhão","Mangrove b. Olho d'agua am Rio Jaguarema. 5m hoher Baum.","-44.3028","-2.5297","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183895' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997798","L.",NA,"São Luís","NY00997798_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1738365","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erectus","Conocarpus erectus","R. M. Déda","162","2012","04","17","South America","Brazil","Sergipe","RPPN Mata do Crasto.","-37.4258","-11.3828","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007714' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738365","L.","R. M. Déda","Santa Luzia do Itanhy","NY01738365_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1759006","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erectus","Conocarpus erectus","A. P. do N. Prata","2304","2010","08","05","South America","Brazil","Sergipe","RPPN Mata do Crasto, Entrada da mata.","-37.4372","-11.35175","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2047082' target='other'> <mi>dwc_moreinfo</mi></a>","NY01759006","L.","L.A. Gomes","Santa Luzia do Itanhy","NY01759006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00997799","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Conocarpus","erectus","Conocarpus erectus","F. E. Drouet","2165","1935","08","04","South America","Brazil","Ceará","at Mucuripe.","-38.5431","-3.7172","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183903' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997799","L.","L. B. Smith","Fortaleza","NY00997799_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","2706","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Severo, B. V.","04","2011","11","20",NA,"Brasil","Piauí",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Mangua de Botão","HDELTA002706","L.","Cerqueira, E. C.",NA,NA,NA,NA,NA,NA,"2016","03","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","2099","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Bezerra, M.M.L.","1","2013","01","15",NA,"Brasil","Piauí","Parnaíba","-41.756556","-2.9115",NA,"<ll>dwc_commonname:</ll> Mangue de Botão","HDELTA002099","L.","Vieira, I. R.",NA,NA,NA,NA,NA,NA,"2017","01","04","41º45'23,60''W","02º54'41,40''S",NA,NA,NA,NA,NA,NA,NA
"34","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","2729","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Silva, M. F. S.","26","2009","10","25",NA,"Brasil","Piauí",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Mangue de botão","HDELTA002729","L.","Vieira, I.R.",NA,NA,NA,NA,NA,NA,"2017","01","20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","3049","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Costa, V.R.S.","2","2013","01","15",NA,"Brasil","Piauí",NA,"-41.677958","-2.898333",NA,NA,"HDELTA003049","L.","Vieira, I. R.","Parnaíba",NA,NA,NA,NA,NA,"2017","01","20","41°40'40,65''W","02°53'54,00''S",NA,NA,NA,NA,NA,NA,NA
"36","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","2019","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Araújo","153","2012","03","26",NA,"Brasil","Piauí",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Mangue de Botão","HDELTA002019","L.","Vieira, I. R.",NA,NA,NA,NA,NA,NA,"2017","01","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","2162","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Nascimento, R. S.","46","2010","07","30",NA,"Brasil","Maranhão",NA,NA,NA,NA,NA,"HDELTA002162","L.","Nascimento, R.S.",NA,NA,NA,NA,NA,NA,"2010","07","30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","2876","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Queiros, S.L.F.","2","2015","09","20",NA,"Brasil","Piauí",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Mangue de botão","HDELTA002876","L.","Queiros, S.L.F.",NA,NA,NA,NA,NA,NA,"2015","09","20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","4486","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Silva, M.S.","76","2016","09","20",NA,"Brasil","Piauí",NA,"-41.3361015319824","-2.92777991294861",NA,"<ll>dwc_commonname:</ll> Mangue de botão","HDELTA004486","L.","Silva, M.S.","Cajueiro da Praia",NA,NA,NA,"20668","auto","2016","12","26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","4307","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Araújo, A.K.S.A.","7","2016","09","20",NA,"Brasil","Piauí","Boa Vista","-41.3361015319824","-2.92777991294861",NA,"<ll>dwc_commonname:</ll> Mangue de botão","HDELTA004307","L.","Silva, M.S.","Cajueiro da Praia",NA,NA,NA,"20668","auto","2017","07","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","4311","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Oliveira, A.R.C.; Queiroz, S.L.F.","2","2016","09","20",NA,"Brasil","Piauí","Boa Vista","-41.3361015319824","-2.92777991294861",NA,"<ll>dwc_commonname:</ll> Mangue de botão","HDELTA004311","L.","s/d.","Cajueiro da Praia",NA,NA,NA,"20668","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","4484","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Galvão, J.V.S.C.","3","2016","09","20",NA,"Brasil","Piauí","Boa Vista","-41.3361015319824","-2.92777991294861",NA,"<ll>dwc_commonname:</ll> Mangue de botão","HDELTA004484","L.",NA,"Cajueiro da Praia",NA,NA,NA,"20668","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","3542","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Reis, R. B.",NA,"2016","05","03",NA,"Brasil","Piauí","Boa Vista","-41.3361015319824","-2.92777991294861",NA,"<ll>dwc_commonname:</ll> Mangue de botão","HDELTA003542","L.","Reis, R.B.","Cajueiro da Praia",NA,NA,NA,"20668","auto","2016","05","20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","4213","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Pereira, V.S.; Lima, F.M.","95","2015","10","17",NA,"Brasil","Piauí","Pontal do Anel","-41.6669006347656","-2.87916994094849",NA,NA,"HDELTA004213","L.",NA,"Luis Correia",NA,NA,NA,"59685","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-06 11:42:03-03","UFPI-MRV","HDELTA","757","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Amaral, M. C.","02","2012","08","05",NA,"Brasil","Piauí",NA,"-41.6669006347656","-2.87916994094849",NA,"Arbusto <ll>dwc_commonname:</ll> Mangue de Botão","HDELTA000757","L.",NA,"Luís Correia",NA,NA,NA,"59685","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-19 15:43:49-03","UNEB","HUNEB","9758","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Combretaceae","Conocarpus","erectus","Conocarpus erectus","Queiroz, E.P.","840HBR 51511","2005","04","03",NA,"Brasil","Bahia","Praia do Forte, próximo ao castelo Garcia D`Ávila.","-38.2991981506348","-12.5303001403809",NA,NA,"HUNEB0009758","L.",NA,"Mata de São João",NA,NA,NA,"47329","auto",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"47","2019-11-19 15:43:47-03","UNEB","HUNEB","10509","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Combretaceae","Conocarpus","erectus","Conocarpus erectus","Jost, T.","HRB 49540","2004","04","20",NA,"Brasil","Bahia","Proximidades do povoado de Mangue Seco.","-37.349167","-11.458611",NA,NA,"HUNEB0010509",NA,NA,"Jandaíra",NA,NA,NA,NA,NA,NA,NA,NA,"37W20'57''","11S27'31''","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"48","2019-11-19 15:43:49-03","UNEB","HUNEB","12783","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Combretaceae","Conocarpus","erectus","Conocarpus erectus","Ribeiro, T.","475","2004","04","15",NA,"Brasil","Bahia","Massarandupió","-37.827778","-12.311389",NA,NA,"HUNEB0012783","L.",NA,"Entre Rios",NA,NA,NA,NA,NA,NA,NA,NA,"37W49'40''","12S18'41''","Dicotyledoneae",NA,NA,NA,NA,NA,NA
