"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"371","2019-01-25 15:35:48-02","IAC","IAC","40247","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","L.C. Bernacci","2002","08","29","L.C. Bernacci; G.A.D.C. Franco; G. Durigan & E. Furlan","2001","02","06","Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Beto Borracheiro","-47.072921","-23.715509","-47.072921","-23.715509",NA,NA,NA,NA,"3026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2019-01-25 15:35:48-02","IAC","IAC","40370","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","L.C. Bernacci","2002","08","06","L.C. Bernacci; G.A.D.C. Franco; G. Durigan & E. Furlan","2001","02","06","Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Beto Borracheiro","-47.072921","-23.715509","-47.072921","-23.715509",NA,NA,NA,NA,"3053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2019-01-25 15:44:16-02","IAC","IAC","41918","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","R.B. Torres","2003","02","11","R.B. Torres; C.A. Pereira & J.B. Paula","2001","12","11","Brasil","Minas Gerais","Camanducaia","Mata da Patrícia","-46.1447","-22.7553","-46.1447","-22.7553",NA,NA,"=LR 227G; UTM(23)= 385353 L, 7491347 N, 1116 m.s.m.",NA,"1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2019-01-25 15:44:16-02","IAC","IAC","45974","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","J.R. Pirani","1989","06","01","W. Hoehne","1966","11","01","Brasil","São Paulo","São Paulo","Jardim Botânico, junto a casa do Bicalho","-46.6361","-23.5475","-46.6361","-23.5475",NA,NA,NA,NA,"6161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2020-04-07 16:32:45-03","IAC","IAC","56893","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","s/det.","2017","09","15","A.C.O. Souza & L.C. Bernacci","2017","09","15","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar #?# Núcleo Cunha","-44.9597","-45.012952","-44.9597","-45.012952",NA,NA,"Vegetativo; Parcela NUC 01 - regeneração após corte raso, seguido de fogo e pastagem; Ind. 332",NA,"221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2020-07-23 12:22:53-03","CEPLAC","CEPEC","118191","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia",NA,"S. A. Nicolau",NA,NA,NA,"S. A. Nicolau","2006","03","04","Brasil","São Paulo","CAJURU","Fazenda Santana.","-47.2999992370605","-21.2700004577637",NA,NA,NA,NA,NA,NA,"1789",NA,NA,NA,NA,NA,"21243","auto",NA,NA,"28/02/2000",NA,NA,NA
"377","2020-07-23 12:22:53-03","CEPLAC","CEPEC","75840","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","regnelli","Picramnia regnelli",NA,"W. Mantovani",NA,NA,NA,"J. H. M. Nascimento","1978","01","13","Brasil","São Paulo","SÃO PAULO","Parque Est. das Fontes do Ipiranga. Jardim Botanico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,"53584","auto",NA,NA,"07/03/1986",NA,NA,NA
"378","2020-07-23 12:22:53-03","CEPLAC","CEPEC","75840","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","regnelli","Picramnia regnelli",NA,"W. Mantovani",NA,NA,NA,"J. H. M. Nascimento","1978","01","13","Brasil","São Paulo","SÃO PAULO","Parque Est. das Fontes do Ipiranga. Jardim Botanico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,"53584","auto",NA,NA,"07/03/1986",NA,NA,NA
"379","2019-11-12 17:15:01-03","URICER","HPBR","12283","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","MALYSZ, M.","2018","01","18","ZIGER, A.; TOMAZONI, T.","2008","11","10","Brasil","RS","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,NA,"HPBR012283",NA,NA,NA,NA,NA,NA,"46790","auto",NA,NA,NA,NA,NA,NA
"380","2020-11-19 14:06:29-03","Unimontes","MCMG","6298","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engl.","Paixão, F. A.; Resck, D. V. S.",NA,NA,NA,"Paixão, F. A.; Resck, D. V. S.","2018","10","20","Brasil","Minas Gerais","Bom Jesus do Galho","Bom Jesus do Galho","-42.3161010742188","-19.8288993835449","W42° 31' 20.0","S19° 34' 04.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39343","auto",NA,NA,NA,NA,NA,NA
"381","2020-11-19 14:06:29-03","Unimontes","MCMG","6298","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engl.","Paixão, F. A.; Resck, D. V. S.",NA,NA,NA,"Paixão, F. A.; Resck, D. V. S.","2018","10","20","Brasil","Minas Gerais","Bom Jesus do Galho","Bom Jesus do Galho","-42.3161010742188","-19.8288993835449","W42° 31' 20.0","S19° 34' 04.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39343","auto",NA,NA,NA,NA,NA,NA
"382","2020-09-22 13:49:06-03","USP","SPFW","488","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","J.R. Pirani",NA,NA,NA,"Ceccantini, G.C.T.","1994","03","23","Brasil","Minas Gerais","Patrocínio","Serra do Salitre","-46.993611","-18.944722","46º59'37''W","18º56'41''S","1050","1050",NA,NA,"236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2020-09-22 13:49:06-03","USP","SPFW","3537","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Charlin Manoel Raimundo",NA,NA,NA,"Weiers, M.S. Raimundo, C.M.; Bilke, F.; Meirelles, J.; Bartz, M.C.","2008","01","25","Brasil","Santa Catarina","São Francisco do Sul",NA,"-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,NA,NA,"73",NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA,NA
"384","2020-09-22 13:49:06-03","USP","SPFW","1636","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","J.R. Pirani",NA,NA,NA,"Ceccantini, G.C.T. Iwasaki, C.; Kosera, C.","1999","08","26","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Material citado na Dissertação de Mestrado de Candice Iwasaki com anatomia do lenho, apresentada à Universidade Federal do Paraná em 2001",NA,"1360",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"385","2020-09-22 13:49:06-03","USP","SPFW","1635","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","J.R. Pirani",NA,NA,NA,"Ceccantini, G.C.T. Iwasaki, C.; Kosera, C.","1999","08","26","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Material citado na Dissertação de Mestrado de Candice Iwasaki com anatomia do lenho, apresentada à Universidade Federal do Paraná em 2001",NA,"1359",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"386","2020-11-04 17:30:14-03","UEM","HUEM","31769","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Brotto, ML","2016","11","22","Silva, JM; Bayeri, I; Noguchi, G","2016","10","29","Brasil","Paraná","Castro","PHC Rio Iapó, Fazenda Marumbi","-50.12","-24.737222","-50.12","-24.737222","980","980","Arbusto com 3m de altura; flor de cor vinho. Floresta Ombrófila Mista.","HUEM000014296","9549","HUEM000014296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2021-03-10 11:38:52-03","UNILA","EVB","2218","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Lima, L.C.P.","2019","10","31","Caxambu, M.G.; et al.","2016","12","15","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha do Poço Preto. Parque Nacional do Iguaçu","-54.393889","-25.595556","54º23'38''W","25º35'44''S","189","189","Fruto imaturo verde. Habitat: Floresta Estacional Semidecidual Aluvial. Relevo ondulado Habito: Arvoreta","EVB002218","7703","EVB002218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2021-03-10 11:38:52-03","UNILA","EVB","2365","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Lima, L.C.P.","2019","12","19","Lima, L.C.P.; Calambas, L.; Martinez, E.; Garrido, F.","2016","12","08","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Área de banhado no final da trilha do Poço Preto. Parque Nacional do Iguaçu","-54.392778","-25.596389","54º23'34''W","25º35'47''S","206","206","Com preseça de formigas","EVB002365","837","EVB002365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2021-03-10 11:38:52-03","UNILA","EVB","2366","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Caxambu, M.G.; Lima, L.C.P.","2018","10","01","Lima, L.C.P.; Calambas, L.; Moreira, L.; Bochard, I.T.","2017","02","13","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Campo de brejo no final da trilha do Poço Preto. Parque Nacional do Iguaçu","-54.392778","-25.596389","54º23'34''W","25º35'47''S","200","200","Fruto vermelho quando imaturo e preto quando maduro. Habitat: Brejo. Habito: Arvoreta","EVB002366","892","EVB002366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2021-03-10 11:38:52-03","UNILA","EVB","2367","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Caxambu, M.G.; Lima, L.C.P.","2018","10","01","Lima, L.C.P.","2016","12","08","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Área de banhado no final da trilha do Poço Preto. Parque Nacional do Iguaçu","-54.392778","-25.596389","54º23'34''W","25º35'47''S","206","206","Flor esverdeada. Aromática.","EVB002367","836","EVB002367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2021-04-01 17:42:28-03","UEL","FUEL","44815","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Rossetto, EFS","2009","03","23","Cotarelli, VM; Francisco, EM","2008","12","16","Brasil","Paraná","Arapongas","Fazenda Solana","-51.35","-23.4","-51.35","-23.4",NA,NA,NA,"FUEL021468","716",NA,"Tracheophyta","Picramniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2021-04-01 17:42:28-03","UEL","FUEL","52926","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Gasper, AL","2009","05","05","Stival-Santos, A; Uller, HF; Silveira, S","2008","12","12","Brasil","Santa Catarina","Anita Garibaldi","Pinheirinho","-51.028611","-27.7175","-51.028611","-27.7175","820","820","Floristica IFFSC 261.","FUEL021463","245",NA,"Tracheophyta","Picramniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2021-04-01 17:42:28-03","UEL","FUEL","53014","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Gasper, AL","2009","04",NA,"Verdi, M; Grosch, B; Klemz, G","2008","12","17","Brasil","Santa Catarina","Capão Alto",NA,"-50.805","-28.125","-50.805","-28.125",NA,NA,"Floristica IFFSC 577.","FUEL021462","1282",NA,"Tracheophyta","Picramniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2020-11-12 17:02:19-03","UEL","FUEL","55419","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Brotto, ML","2016","11","22","Silva, JM; Bayeri, I; Noguchi, G","2016","10","29","Brasil","Paraná","Castro","PCH Rio Iapó, Fazenda Marumbi","-50.12","-24.737222","-50.12","-24.737222","980","980",NA,"FUEL055419","9549",NA,"Tracheophyta","Picramniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2021-04-01 17:42:28-03","UEL","FUEL","55457","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Schwirkowski, P","2016","01","31","Schwirkowski, P","2016","01","31","Brasil","Santa Catarina","São Bento do Sul","Serra Alta, próximo à rua José Augustin. Beira de trilhos","-49.370556","-26.278333","-49.370556","-26.278333","830","830",NA,"FUEL055457","1536",NA,"Tracheophyta","Picramniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2021-04-01 17:42:28-03","UEL","FUEL","16195","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Torres, RB","2003","02",NA,"Torres, RB; et al.","2000","04","20","Brasil","Minas Gerais","Camanducaia",NA,"-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,NA,"FUEL021459","1235",NA,"Tracheophyta","Picramniales",NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA
"397","2021-04-01 17:42:28-03","UEL","FUEL","26795","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Rossetto, EFS","2012",NA,NA,"Estevan, DA; et al.","1999","10","01","Brasil","Paraná","Apucarana","Parque da Raposa","-51.4608001708984","-23.5508003234863",NA,NA,NA,NA,NA,"FUEL021460","122",NA,"Tracheophyta","Picramniales",NA,NA,"23979","auto",NA,NA,NA,NA,NA,NA
"398","2021-04-01 17:42:28-03","UEL","FUEL","30954","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Rossetto, EFS","2012",NA,NA,"Pavão, OC; Ferreira, JA","2001","04","03","Brasil","Paraná","Arapongas","Fazenda Santa Carolina","-51.4244003295898","-23.4193992614746",NA,NA,NA,NA,NA,"FUEL021458","s.n.",NA,"Tracheophyta","Picramniales",NA,NA,"18630","auto",NA,NA,NA,NA,NA,NA
"399","2021-04-01 17:42:28-03","UEL","FUEL","33975","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Paiva, MRC","2003",NA,NA,"Pavão, OC; et al.","2002","03","13","Brasil","Paraná","Arapongas","Fazenda Solana","-51.4244003295898","-23.4193992614746",NA,NA,NA,NA,NA,"FUEL021470","s.n.",NA,"Tracheophyta","Picramniales",NA,NA,"18630","auto",NA,NA,NA,NA,NA,NA
"400","2021-04-01 17:42:28-03","UEL","FUEL","24200","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Vieira, AOS","1999",NA,NA,"Paiva, MRC; et al.","1998","04","03","Brasil","Paraná","Arapongas","Pesque-Pague Martinelli (caminho), Pague Martinelli (caminho)","-51.4244003295898","-23.4193992614746",NA,NA,NA,NA,NA,"FUEL021469","s.n.",NA,"Tracheophyta","Picramniales",NA,NA,"18630","auto",NA,NA,NA,NA,NA,NA
"401","2021-04-01 17:42:28-03","UEL","FUEL","39445","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G","2005",NA,NA,"Dombrowski, LT","1964","10",NA,"Brasil","Paraná","Curitiba","Campo Magro","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"FUEL021474","634",NA,"Tracheophyta","Picramniales",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"402","2021-04-01 17:42:28-03","UEL","FUEL","6993","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Kummrow, R","1987",NA,NA,"Silva, JM; Cordeiro, J","1986","02","14","Brasil","Paraná","Curitiba","Parque Iguaçu","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"FUEL021476","95",NA,"Tracheophyta","Picramniales",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"403","2021-04-01 17:42:28-03","UEL","FUEL","30708","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Rossetto, EFS","2012",NA,NA,"Ferreira, JA; et al.","1998","11","25","Brasil","Paraná","Ortigueira","Fazenda Estancia do Sal","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,NA,"FUEL021472","s.n.",NA,"Tracheophyta","Picramniales",NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"404","2021-04-01 17:42:28-03","UEL","FUEL","29869","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Rossetto, EFS","2012",NA,NA,"Francisco, EM","1999","12","15","Brasil","Paraná","Ortigueira","Fazenda Santa Rita","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,NA,"FUEL021466","s.n.",NA,"Tracheophyta","Picramniales",NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"405","2021-04-01 17:42:28-03","UEL","FUEL","30707","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Rossetto, EFS","2012",NA,NA,"Ferreira, JA; et al.","2000","11","08","Brasil","Paraná","Ortigueira","Sítio do Cubines","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,NA,"FUEL021464","s.n.",NA,"Tracheophyta","Picramniales",NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"406","2021-04-01 17:42:28-03","UEL","FUEL","7245","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G","1986","07",NA,"Oliveira, PI","1986","04","24","Brasil","Paraná","São José dos Pinhais","Areal","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"FUEL021475","991",NA,"Tracheophyta","Picramniales",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"407","2021-04-01 17:42:28-03","UEL","FUEL","25849","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Vieira, AOS","1999",NA,NA,"Francisco, EM; et al.","1998","10","15","Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,"FUEL021471","s.n.",NA,"Tracheophyta","Picramniales",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"408","2021-04-01 17:42:28-03","UEL","FUEL","30709","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Rossetto, EFS","2012",NA,NA,"Francisco, EM; et al.","1998","10","15","Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,"FUEL021461","s.n.",NA,"Tracheophyta","Picramniales",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"409","2021-04-01 17:42:28-03","UEL","FUEL","29878","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Rossetto, EFS","2012",NA,NA,"Pavão, OC","1999","12","09","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,"FUEL021465","s.n.",NA,"Tracheophyta","Picramniales",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"410","2021-04-01 17:42:28-03","UEL","FUEL","29877","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Rossetto, EFS","2012",NA,NA,"Pavão, OC","1999","12","09","Brasil","Paraná","Sapopema","Vila Rural - Salto das Orquídeas, Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,"FUEL021467","s.n.",NA,"Tracheophyta","Picramniales",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"411","2021-04-01 17:42:28-03","UEL","FUEL","40022","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1989",NA,NA,"Hoehne, W","1966","11","01","Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"FUEL021473","6161",NA,"Tracheophyta","Picramniales",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"412","2019-11-01 15:07:48-03","UnB","UB","167220","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1984",NA,NA,"Hatschbach, G","1983","11","25","Brasil","Paraná ","Antonina","Mangue Maior Santo","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Arbusto 2m, flor vinosa.; Mata da orla do mangue.",NA,"47137",NA,"Dicotyledoneae",NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"413","2019-11-01 15:07:48-03","UnB","UB","167219","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pennigton, TD","1980",NA,NA,"Hatschbach, G","1975","10","31","Brasil","Paraná ","Curitiba","Uberaba de Baixo.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta 4m, flor bordeaux.; Mata de Galeria.",NA,"37372",NA,"Dicotyledoneae",NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"414","2019-11-01 15:07:48-03","UnB","UB","167223","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1984",NA,NA,"Irwin, HS; Harley, RM; Onishi, E","1971","01","19","Brasil","Minas Gerais","Caeté","Ca. 5km N of Caeté.","-43.6697006225586","-19.8799991607666",NA,NA,"1800","1800","Slender tree ca. 4m x 5cm. Inflorescences pendent; flowers red-brown.; Middle and upper slopes, south side of Serra da Piedade, iron-rich soil.",NA,"28750",NA,"Dicotyledoneae",NA,"Southern America",NA,"22051","auto",NA,NA,NA,NA,NA,NA
"415","2019-11-01 15:07:48-03","UnB","UB","167221","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G","1981",NA,NA,"Oliveira, PI","1979","12","20","Brasil","Paraná ","Lapa","Volta Grande.","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"Árvore 5m, frutos vinosos.; Mata.",NA,"184",NA,"Dicotyledoneae",NA,"Southern America",NA,"49965","auto",NA,NA,NA,NA,NA,NA
"416","2019-11-01 15:07:48-03","UnB","UB","167222","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1988",NA,NA,"Pirani, JR; et al.","1986","11","20","Brasil","São Paulo","Campos do Jordão","Parque Estadual.","-45.5900001525879","-22.7299995422363",NA,NA,"1650","1650","Arvoretas até 6m alt., DAP até 10cm, umbrófilas. Inflorescências jovens verde-claras.; Floresta subtropical, com Araucaria e Podocarpus.",NA,"1358",NA,"Dicotyledoneae",NA,"Southern America",NA,"21048","auto",NA,NA,NA,NA,NA,NA
"417","2019-10-03 10:04:24-03","UFSCar","SORO","4051","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,NA,"1999","12","15","Brasil","Paraná","Ortigueira","Fazenda Santa Rita","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"Árvore 3m, frutos imaturos avermelhados",NA,NA,NA,NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"418","2021-02-23 13:23:08-03","MN","R-TIPOS","71034","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","regnelli","Picramnia regnelli","Engl.",NA,NA,NA,NA,"Regnell, A.F.","1869","01","17","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R000071034","III - 1521","R000071034_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntypus"
"419","2021-02-23 13:23:08-03","MN","R-TIPOS","71034","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","regnelli","Picramnia regnelli","Engl.",NA,NA,NA,NA,"Regnell, A.F.","1869","01","17","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R000071034","III - 1521","R000071034_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntypus"
"420","2020-08-20 14:58:44-03","UFSC","FLOR","52370","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Gasper, A.L. de","2008","12","12","Verdi, M.; Grosch, B. & Klemz, G.","2008","12","12","Brasil","Santa Catarina","Capão Alto",NA,"-50.716111","-28.214167","50º42'58''W","28º12'51''S","880","880","flor botão floral vinho. Florística IFFSC 483; Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual.","FLOR0052370","1173",NA,NA,"Picramniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2020-08-20 14:58:46-03","UFSC","FLOR","62588","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Gasper, A.L. de","2009","05","05","Stival-Santos, A.; Uller, H.F.; Silveira, S.","2008","12","12","Brasil","Santa Catarina","Anita Garibaldi","Pinheirinho.","-51.028611","-27.7175","51º1'43''W","27º43'3''S","820","820","Fruto maduro vinho","FLOR0062588","245","FLOR0062588",NA,"Picramniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2020-08-20 14:58:46-03","UFSC","FLOR","62635","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Verdi, M.","2008","11","27","Verdi, M.; Grosch, B.; Klemz, G.","2008","11","27","Brasil","Santa Catarina","Concórdia",NA,"-52.201111","-27.268889","52º12'4''W","27º16'8''S","608","608","Florística IFFSC 1774. Coletada entorno da unidade amostral","FLOR0062635","1068","FLOR0062635",NA,"Picramniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2020-08-20 14:58:46-03","UFSC","FLOR","64317","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Brotto, M.L.","2016","11","22","Silva, J.M.; Bayeri, I.; Noguchi, G.","2016","10","29","Brasil","Paraná","Castro","PCH Rio Iapó, Faenda Marumbi.","-50.12","-24.737222","50º7'12''W","24º44'14''S","980","980","Arbusto com 3m de altura; flor de cor vinho","FLOR0064317","9549","FLOR0064317",NA,"Picramniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
