"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00499871","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","L. Riedel","1834","02",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00499871","2001","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","São Paulo",NA,"Ytú",NA,NA,NA,NA,"NY00499871_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00857649","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","W. R. Anderson","1973","05","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857649","9849","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Mato Grosso",NA,"Ca. 20 km (straight line) ENE of Barra do Garças","-52.07747","-15.81413","460","460","NY00857649_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00857528","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","J. H. Kirkbride Jr.","1982","06","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940792' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857528","4857a","Magnoliophyta","Lamiales","Pohl ex Benth.",NA,"Distrito Federal","Brasília","Na cabeça do vale do córrego Capão da Onça.","-47.63","-15.82",NA,NA,"NY00857528_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01146044","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","P. G. Delprete","2007","05","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1327303' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146044","10185","Magnoliophyta","Lamiales","Pohl ex Benth.",NA,"Goiás","Pirenópolis","Serra dos Pireneus. Estrada principal para a Serra, estrada a direita no km 3 do trevo, em direição de Vale Dourado e Vendinha.","-48.8981","-15.8519","850","850","NY01146044_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00857558","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","A. Macedo","1950","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943517' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857558","2303","Magnoliophyta","Lamiales","Pohl ex Benth.","C. C. Epling","Minas Gerais","Ituiutaba",NA,"-49.465","-18.9692",NA,NA,"NY00857558_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00499872","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","L. Riedel","1834","01",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00499872","2001","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","São Paulo",NA,"[Illeg.] Itú u Sao Carlos.",NA,NA,NA,NA,"NY00499872_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00857641","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","J. A. Ratter","1967","07","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857641","R92","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Mato Grosso","Barra do Garças","c. 50 km S of Xavantina on Xavantina - Araguarças road.","-52.2567","-15.8903",NA,NA,"NY00857641_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00857563","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","B. Maguire","1960","07","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943532' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857563","49029","Magnoliophyta","Lamiales","Pohl ex Benth.",NA,"Minas Gerais",NA,"Serra do Cipó; km 111-120, road from Hotel Chapéu do Sol.",NA,NA,"1200","1200","NY00857563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00857531","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","J. A. Ratter","1972","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857531","R2415","Magnoliophyta","Lamiales","Pohl ex Benth.",NA,"Goiás","Padre Bernardo","Region of Fazenda Lagoa Santa, Nr Padre Bernardo. About 140 Km N of Brasília.","-48.58","-15.5",NA,NA,"NY00857531_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00857650","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","H. S. Irwin","1966","06","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941242' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857650","16912","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Mato Grosso",NA,"Ca. 25 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.32","-14.87","400","400","NY00857650_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00857540","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","H. S. Irwin","1971","03","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857540","31713","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Goiás","São João d'Aliança","Serra Geral do Paraná, ca. 3 km S.of São João de Aliança","-47.5333","-14.72711","850","850","NY00857540_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00857642","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","G. C. G. Argent","1967","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941254' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857642","6301","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Mato Grosso","Nova Xavantina","c. 6km S of Xavantina. (R. & A Transect)","-52.3531","-14.6733",NA,NA,"NY00857642_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00499875","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","F. J. Fernández Casas","1982","02","04","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00499875","FC5934","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Canindeyú",NA,"Entre Curuguaty e Ype-Hú, cerca de Villa Igatymi.",NA,NA,"280","280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00499870","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","L. Riedel","1834","01",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542744' target='other'> <mi>dwc_moreinfo</mi></a>","NY00499870","2001","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","São Paulo",NA,"[Illeg.] Itú u S. Carlos.",NA,NA,NA,NA,"NY00499870_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01871465","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","R. Scolnik","1948","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2129168' target='other'> <mi>dwc_moreinfo</mi></a>","NY01871465","735","Magnoliophyta","Lamiales","Pohl ex Benth.",NA,NA,NA,"Camino Maloca Buyitará a São Luiz. Territo rio do Guaporé (alto Rio Branco)",NA,NA,NA,NA,"NY01871465_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00818420","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","H. S. Irwin","1970","02","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=862075' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818420","26475","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Distrito Federal","Brasília","Ca. 12 km S of Planaltina, DF-13.","-47.9294","-15.7797","1000","1000","NY00818420_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01871464","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","C. A. Cid Ferreira","1984","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2129166' target='other'> <mi>dwc_moreinfo</mi></a>","NY01871464","4699","Magnoliophyta","Lamiales","Pohl ex Benth.",NA,"Rondônia","Cacoal","BR 364, rodovia Cuiabá-Porto Velho, km 230, linha 09, ao longo da rodovia","-61.4472","-11.4386",NA,NA,"NY01871464_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00857534","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","H. S. Irwin","1966","06","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857534","17753","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Goiás","Caiapônia","Córrego d'Anta, ca. 40 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","-51.8","-17.25","900","900","NY00857534_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00857564","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","B. Maguire","1960","07","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857564","49029","Magnoliophyta","Lamiales","Pohl ex Benth.","C. C. Epling","Minas Gerais",NA,"Serra do Cipó; km 111-120, road from Hotel Chapéu do Sol.",NA,NA,"1200","1200","NY00857564_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00857647","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","H. S. Irwin","1966","05","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857647","16001","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Mato Grosso",NA,"Ca. 60 km. N. of Xavantina. Serra do Roncador.","-52.15","-14.13","550","550","NY00857647_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00857646","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","H. S. Irwin","1966","06","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857646","16727","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Mato Grosso",NA,"Ca. 2 km. N.E. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.33687","-14.65392","400","400","NY00857646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00857648","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","H. S. Irwin","1966","05","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857648","15969","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Mato Grosso",NA,"Ca. 60 km. N. of Xavantina. Serra do Roncador.","-52.15","-14.13","550","550","NY00857648_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00857527","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","G. G. Hatschbach","1976","07","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857527","38737","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Goiás","Caldas Novas","Rio Piracanjuba","-48.6247","-17.7419",NA,NA,"NY00857527_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00857562","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","J. E. B. Warming",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943529' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857562","s.n.","Magnoliophyta","Lamiales","Pohl ex Benth.","J. A. Schmidt","Minas Gerais","Lagoa Santa",NA,"-43.8894","-19.6272",NA,NA,"NY00857562_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00857554","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","H. S. Irwin","1971","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943509' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857554","29706","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Minas Gerais",NA,"Serra do Espinhaço, valley of Riacho Mariana, ca. 3 km N. of Mariana","-43.41795","-20.37495","1500","1500","NY00857554_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00857552","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","H. S. Irwin","1970","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943506' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857552","25713","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Minas Gerais",NA,"Morro da Pedras, ca. 50 km N.E. of Patrocínio","-43.2485756","-19.9480039","1000","1000","NY00857552_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00857645","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","L. Riedel","1827","05",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857645","986","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Mato Grosso",NA,"Serra da Chapada.",NA,NA,NA,NA,"NY00857645_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00857601","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","S. A. Mori","1984","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857601","16703","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Mato Grosso","Chapada dos Guimarães","Rio Mutuca. Mt251, 30 km NNE of Cuiabá/Chapada dos Guimarães highway.","-55.7494","-15.4608","200","200","NY00857601_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01145958","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","P. G. Delprete","2006","03","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1325628' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145958","9655","Magnoliophyta","Lamiales","Pohl ex Benth.","H. D. Ferreira","Goiás","Pirenópolis","Serra dos Pireneus, Estrada lateral Pirenópolis-Cacalzinho que vai para Faz. Portal do Lázaro, rumo a Cachoeira do Coqueiro para Cachoeira Santa.","-46.3375","-15.7914","1020","1020","NY01145958_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00857537","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","H. S. Irwin","1966","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857537","12434","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km W. of Alto Paraíso de Goiás (formerly Veadeiros).","-47.70192","-14.1167","1000","1000","NY00857537_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00499873","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","L. Riedel","1834","06",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00499873","2353","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","São Paulo",NA,"Franca","-47.408394","-20.588552",NA,NA,"NY00499873_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00857538","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","H. S. Irwin","1971","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857538","29741","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Distrito Federal","Brasília","Rio Sobradinho, immediately west of Sobradinho","-47.79225","-15.6506","1100","1100","NY00857538_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00857559","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","W. R. Anderson","1972","02","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00857559","35561","Magnoliophyta","Lamiales","Pohl ex Benth.","R. M. Harley","Minas Gerais","Datas","Serra do Espinhaço, ca. 11 km N of Gouevia, km 286 on MG-259","-43.6788","-18.3897","1300","1300","NY00857559_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
