"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","class","order","relatedCatalogItem","infraspecificEpithet","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","preparationType","individualCount","sex"
"18","2020-12-11 11:42:36-03","UFMG","BHCB","65595","PreservedSpecimen","Plantae","Dicotyledon","Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Barreto, HLM; Rawitscher, F; Ferri, MG; Alvim, PT; Rennó, LR","11515",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736","12338",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:42:36-03","UFMG","BHCB","36380","PreservedSpecimen","Plantae","Dicotyledon","Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Matozinhos","APA Carste de Lagoa Santa","-44.0814018249512","-19.5578002929688","20503",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-11 17:21:56-03","UFPR","UPCB","44847","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Keller, H.A.","605","2001","02","07",NA,"Argentina","Misiones","Guaraní","Misiones, dep. Guaraní, predio Guaraní, sector C.I.F.O.R.",NA,NA,NA,"Trepadora, flores amarillas. borde de arroyo afluente del Caramelito..",NA,NA,NA,NA,NA,NA,NA,"Tressens, S.G. & Keller, H.A.","2001","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-11 17:21:56-03","UFPR","UPCB","36288","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Melo, E.de","220","1989","11","22",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu","-54.5881004333496","-25.5478000640869","39570","Rastejante, com flor amarela. Beira da estrada..",NA,NA,"auto",NA,NA,NA,NA,"Guimarães, O.A.","1999","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-11 17:21:56-03","UFPR","UPCB","19009","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Cervi, A.C.","3035","1989","11","22",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, caminho para Macuco","-54.5881004333496","-25.5478000640869","39570","Escandente, pétalas amarelas. Beira da picada na mata pluvial..",NA,NA,"auto",NA,NA,NA,NA,"Hatschbach, G.","1990","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-11 17:21:56-03","UFPR","UPCB","16977","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Hatschbach, G.","50638","1986","10","13",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Macucos","-54.5881004333496","-25.5478000640869","39570","Volúvel, flor amarela. Clareiras da mata pluvial..",NA,NA,"auto",NA,NA,NA,NA,"Hatschbach, G.","1987","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-11 17:21:56-03","UFPR","UPCB","2842","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Hatschbach, G.","7547","1960","12","10",NA,"Brasil","Paraná","Campo Mourão","Rio Kanelá","-52.3830986022949","-24.0456008911133","28572","Liana, flor amarela. Mata recentemente derrubada..",NA,NA,"auto",NA,NA,NA,NA,"Cervi, A.C.","1990","10","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2008-05-27 22:02:00-03","MO","MOBOT","113987","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","William J. Hahn","Hahn 1528","1983","8","7","South America","Paraguay","Chaco",NA,"Parque Nacional Defensores del Chaco, Cerro León. Semi-deciduous forest to 10-15 m tall. Moist low-lying areas along streams, soil rich, deep, loamy sand.","-60.33333","-20.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L. Andersson (GB)",NA,NA,NA,NA,NA,NA,NA,NA,"83-38",NA,"5",NA
"26","2018-05-17 05:28:00-03","MO","MOBOT","114017","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Charlotte M. Taylor|María E. Múlgura|Norma B. Deginani","Taylor 11490","1994","3","24","South America","Argentina","Jujuy",NA,"Depto. Santa Bárbara. NE of Libertador, ca. 20 km by road S of Palma Sola on the road to El Sauzal. Dry forest and weedy roadsides. Plants treated with alcohol before drying.","-64.3333333","-24.0333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,"850.00000000",NA,NA,"176",NA,"2",NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","1717816","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","W.M.A. Brooke","Brooke 5514","1949","4","21","South America","Bolivia","La Paz","Inquisivi","Across bridge far below Quime","-67","-16.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B. Sparre (S)",NA,NA,NA,NA,NA,"2000.00000000",NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","1717822","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","W.M.A. Brooke","Brooke 6683","1940","8","13","South America","Bolivia","Cochabamba",NA,"Incachaca","-65.5","-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B. Sparre (S)",NA,NA,NA,NA,NA,"2665.00000000",NA,NA,NA,NA,NA,NA
"29","2011-08-26 11:41:00-03","MO","MOBOT","1717830","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Martín Cárdenas","Cárdenas Hermosa 3373","1935","10",NA,"South America","Bolivia","Cochabamba","Ayopaya","Sailapata","-66.9166667","-16.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B. Sparre (S)",NA,NA,NA,NA,NA,"2500.00000000",NA,NA,NA,NA,"1",NA
"30","2008-11-01 03:33:00-02","MO","MOBOT","1763315","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Hugh A. Weddell","Weddell 3575","1847","5",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sparre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2018-05-17 05:29:00-03","MO","MOBOT","2298401","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","María E. Múlgura|Manuel J. Belgrano|Silvia S. Denham|Andres E. Johnson|M.A. Romero","Múlgura 2742","2000","11","15","South America","Argentina","Misiones","General Manuel Belgrano","Refugio de vida silvestre Urugua-í, FVSA, camino de entrada a la casa y sendero hacia Arroyo Sauer","-54.11666","-25.96666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belgrano, M. J., XI-",NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA
"32","2018-05-17 05:29:00-03","MO","MOBOT","2343466","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|M.A. Romero","Múlgura 3393","2002","3","16","South America","Argentina","Misiones","General Manuel Belgrano","Parque Provincial Urugua-í, Sendero Dr. Luis H. Rolón","-54.16666","-25.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belgrano, M. J.",NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA
"33","2018-05-17 05:29:00-03","MO","MOBOT","2396157","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|M.A. Romero","Múlgura 3393","2002","3","16","South America","Argentina","Misiones","General Manuel Belgrano","Parque Provincial Urugua-í, Sendero Dr. Luis H. Rolón","-54.16666","-25.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belgrano, M. J.",NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA
"34","2010-02-15 15:39:00-02","MO","MOBOT","2440093","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","F. Biganzoli|Paola Peralta|G. Irrazabal|G. Massaccesi|B. Zucchino","Biganzoli 858","2000","3","15","South America","Argentina","Misiones","Cainguás","Predio UNLP. Reserva Privada. Borde del Arroyo Tateto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacigalupo, N. M., 4-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-02-15 14:00:00-02","MO","MOBOT","2442514","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","R.H. Capurro","Capurro 912","1951","3","5","South America","Argentina","Misiones","Iguazú","Río Iguazú, 70 km al E de las Cataratas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2014-12-27 14:20:00-02","MO","MOBOT","2442530","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Anonymous","Anonymous 994","1952","2","12","South America","Argentina","Misiones","San Pedro","Tobuna, Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","2789308","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Gert G. Hatschbach","Hatschbach 37359","1975","10","26","South America","Brazil","Paraná",NA,"Jardinopolis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2009-12-04 16:52:00-02","MO","MOBOT","2789457","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Gert G. Hatschbach|O. V. Guimarães","Hatschbach 19323","1968",NA,NA,"South America","Brazil","Paraná",NA,"Foz do Chopim (Mun. Laranjeires do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2009-07-01 18:49:00-03","MO","MOBOT","3337689","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Isau Huamantupa","Huamantupa Chuquimaco 7697","2006","5","19","South America","Peru","Cusco","Anta","Dist. Mollepata, camino a Cunyac, Bosque seco","-72.51861","-13.525",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,"2710.00000000",NA,NA,NA,NA,"2",NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","3411921","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Jan C. Lindeman","Lindeman 2858","1966",NA,NA,"South America","Brazil","Paraná",NA,"S of Campo Nove, clearing near Rio Iguacu,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA
"41","2020-01-09 08:56:00-03","MO","MOBOT","100240822","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum occidentale","Sparre","Stephan G. Beck","Beck 11393","1985","8","5","South America","Bolivia","La Paz","Bautista Saavedra","Charazani 20 kms. hacia Apolo, sobre camino en construcción.","-68.8566667","-15.2119444",NA,NA,NA,NA,NA,NA,NA,NA,"occidentale","A. Fuentes (LPB)",NA,NA,NA,NA,NA,"2400.00000000",NA,NA,NA,NA,"1",NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","114031","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum occidentale","Sparre","Marko Lewis","Lewis 35123","1989","1","18","South America","Bolivia","La Paz","Inquisivi","Along the Río Khatu from the foot- bridge of the Cambillaya-Cochabambita trail to the mouth of the Río Jokho Pampa. Ca. 4 km W of Inquisivi. Semi-arid but shady ravine woods and shrublands.","-67.16666","-16.91666",NA,NA,NA,NA,NA,NA,NA,NA,"occidentale","P.M. Jørgensen (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,"8",NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","113975","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum warmingianum",NA,"William J. Hahn","Hahn 1650","1983","9","10","South America","Paraguay","Alto Paraná",NA,"Forestry Technical School.","-54.66666","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,"warmingianum","L. Andersson (GB)",NA,NA,NA,NA,NA,NA,NA,NA,"83-63",NA,"7",NA
"44","2011-03-11 20:40:00-03","MO","MOBOT","2791450","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum warmingianum",NA,"Roberto Kiesling|Emilio A. Ulibarri|A.G. López","Kiesling 1513","1977","12","27","South America","Argentina","Jujuy","Ledesma","Rio Zora (toma de Agua).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"warmingianum","E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-02-21 10:41:47-03","UNIOESTE","UNOP","10616","S","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Machado, A.S.; Conceição, L.H.S.M.; Amaral, M.W.W.; Garcia, A.P.; Wink, J.G.; Conceição, L.H.S.M.; Amaral, M.W.W.; Garcia, A.P.; Wink, J.G.","1","2020","02","15",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha Macuco Safari","-54.447833","-25.647139",NA,"Trepadeira volúvel, folhas membr., discolores, pétalas amarelas, cálice verde com estrias vináceas.",NA,NA,NA,NA,NA,NA,NA,"Lima, L.C.P.; Panizza, A.M.","2020","02","19","-54.447833","-25.647139","194","194",NA,NA,NA,NA,NA
"46","2020-08-31 09:00:13-03","INPA","INPA","196157","S","Plantae","Dicotyledon Com-Clade","Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb. & Mart.","Lindeman, JC","2858","1966","11","06","Southern America","Brasil","Paraná",NA,"S of Campo Novo.",NA,NA,NA,NA,"INPA0196157",NA,NA,NA,"Brassicales",NA,NA,NA,NA,NA,NA,NA,NA,"450","450",NA,NA,NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","1443689","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum",NA,"J. R. Coleman","1936","1967","3","13","South America - Neotropics","Brazil","Minas Gerais","Lagoa Santa","Near Gruta de Lagoa Santa","-43.8897018432617","-19.6271991729736","12338",NA,"US01853989","US01853989_01 US01853989_02","auto","Dicotyledonae","Geraniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"48","2020-09-12 05:00:02-03","US","US","33250","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum",NA,"L. O. Williams & V. Assis","10078","1945","4","22","South America - Neotropics","Brazil","Minas Gerais","Santa Luzia","Calcareous hill near Nova Granja.","-43.8513984680176","-19.7696990966797","19939",NA,"US01853992","US01853992_01 US01853992_02","auto","Dicotyledonae","Geraniales",NA,NA,NA,NA,NA,NA,NA,NA,"900",NA,NA,NA,NA,"1",NA
