"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"251","2013-04-01 09:16:32-03","IPT","BCTW","11651","S","Plantae","Magnoliophyta",NA,NA,"Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná",NA,"Norte do estado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"252","2013-04-01 09:16:32-03","IPT","BCTW","7707","S","Plantae","Magnoliophyta",NA,NA,"Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Piedade",NA,"-47.42","-23.71",NA,NA,NA,NA,NA,NA,"30307","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"253","2013-04-01 09:16:32-03","IPT","BCTW","3288","S","Plantae","Magnoliophyta",NA,NA,"Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Casa Branca",NA,"-47.08","-21.77",NA,NA,NA,NA,NA,NA,"27086","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"254","2013-04-01 09:16:32-03","IPT","BCTW","3570","S","Plantae","Magnoliophyta",NA,NA,"Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Parati",NA,"-44.7131","-23.2178",NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"255","2013-04-01 09:16:32-03","IPT","BCTW","3290","S","Plantae","Magnoliophyta",NA,NA,"Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Classificação Original: Oreodaphne rigida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"256","2020-12-21 16:30:46-03","MBM","MBM","279156","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.L.R. de","Moraes, P.L.R. de; et al.; et al.","2416","2001","04","16","Southern America","Brazil","São Paulo","Mairiporã","Parque Estadual da Cantareira","-46.5800018310547","-23.3099994659424",NA,"Árvore 25m, DAP 43,29 cm, frutos imaturos verdes, em topo de norro","MBM279156","MBM279156",NA,NA,"15840","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"257","2020-12-21 16:30:46-03","MBM","MBM","233712","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.L.R. de","Moraes, P.L.R. de","1240",NA,NA,NA,"Southern America","Brazil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar Trilha do Salto Grande, Margem do Rio Paraibuna","-45.310001373291","-23.2199993133545",NA,"Árvore 25m, de latura, flores esbranquiçadas e início de frutificação.","MBM233712","MBM233712",NA,NA,"27362","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"258","2020-12-21 16:30:46-03","MBM","MBM","47102","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.","Hatschbach, G.","36657","1975","04","28","Southern America","Brazil","Paraná","Antonina","Sapitanduva","-48.7118988037109","-25.4286003112793",NA,"Árvore 20m, tronco 70 cm. mata pluvial","MBM047102","MBM047102",NA,NA,"38300","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"259","2020-12-21 16:30:46-03","MBM","MBM","212701","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.L.R. de","Ziller, S.R.; et al.; et al.","1388","1996","05","07","Southern America","Brazil","Paraná","Guaraqueçaba","Serra Negra, Fazenda Guam","-48.3288993835449","-25.3066997528076",NA,NA,"MBM212701","MBM212701",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-12-21 16:30:46-03","MBM","MBM","358557","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Brotto, M.L.","432","2010","04","15","Southern America","Brazil","Paraná","Guaratuba","Bacia do Rio Canasvieiras","-48.5746994018555","-25.8827991485596",NA,"Árvore de 20 m. de alt., frutos verdes. Floresta Ombrófila Densa Submontana","MBM358557","MBM358557","350","350","41937","auto",NA,NA,NA,"2010","04","15",NA,NA,NA,NA,NA
"261","2020-12-21 16:30:46-03","MBM","MBM","23267","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.L.R. de","Hatschbach, G.","5175",NA,NA,NA,"Southern America","Brazil","Paraná","Guaratuba","Garuva","-48.5746994018555","-25.8827991485596",NA,"Árvore 8m, flor verde-amarelada. Da mata juxta-fluvial","MBM023267","MBM023267",NA,NA,"41937","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"262","2020-12-21 16:30:46-03","MBM","MBM","18133","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.","Hatschbach, G.","24027",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,"Árvore 15m, mata pluvial encosta de morro","MBM018133","MBM018133","50","50","30514","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"263","2020-12-21 16:30:46-03","MBM","MBM","1024","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.","Hatschbach, G.","14374","1966","05","19","Southern America","Brazil","Paraná","Morretes","Estrada da Graciosa, Vista Cavalcanti","-48.834400177002","-25.476900100708",NA,"Árvore 15m, mata pluvial da vertente atlântica. Fruto maduro amarelo","MBM001024","MBM001024",NA,NA,"30514","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"264","2020-12-21 16:30:46-03","MBM","MBM","390238","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Bonaldi, R.A.","Bonaldi, R.A.","663","2013","06","13","Southern America","Brazil","Paraná","Paranaguá","Quintilha","-48.5092010498047","-25.5200004577637",NA,"Árvore de 20 m de altura.; Floresta Ombrófila Densa Submontana.","MBM390238","MBM390238",NA,NA,"24916","auto",NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"265","2020-12-21 16:30:46-03","MBM","MBM","216450","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.","Ivanauskas, N.M.","757",NA,NA,NA,"Southern America","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.8800010681152","-24.7099990844727",NA,"Árvore, ca. 12m. Frutoa imaturos verdes. Mata atlântica","MBM216450","MBM216450",NA,NA,"17990","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"266","2020-12-21 16:30:46-03","MBM","MBM","279145","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.L.R. de","Moraes, P.L.R. de","2432","2001","05","08","Southern America","Brazil","São Paulo","Peruíbe","Estação Ecológica da Juréia - Itatins. Rio Verde, Iguape","-46.9900016784668","-24.3199996948242",NA,"Árvore 18m, DAP 35,01 cm, frutos imaturos verdes, com remanescentes de tápalas.","MBM279145","MBM279145",NA,NA,"21922","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"267","2020-12-21 16:30:46-03","MBM","MBM","279158","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.","Moraes, P.L.R. de; et al.; et al.","2440","2001","05","30","Southern America","Brazil","São Paulo","Peruíbe","Estrada para o Núcleo Perequê da Estação Ecológica da Juréia - Itatins","-46.9900016784668","-24.3199996948242",NA,"Árvore 18m, DAP 45,52cm, frutos maduros ameralo-esbranquiçados.","MBM279158","MBM279158",NA,NA,"21922","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"268","2020-12-21 16:30:46-03","MBM","MBM","233713","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.L.R. de","Moraes, P.L.R. de","1263",NA,NA,NA,"Southern America","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,"Árvore nº 257 ca. 25m de altura. com frutos imaturos. Mata atlântica","MBM233713","MBM233713",NA,NA,"27904","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"269","2020-12-21 16:30:46-03","MBM","MBM","279146","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.L.R. de","Moraes, P.L.R. de","2340","2001","01","16","Southern America","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Núcleo Sete Barras","-47.9900016784668","-23.8700008392334",NA,"Árvore 18m, frutos imaturos verdes.","MBM279146","MBM279146",NA,NA,"27904","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"270","2020-12-21 16:30:46-03","MBM","MBM","279157","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.L.R. de","Moraes, P.L.R. de; et al.; et al.","2452","2001","06","11","Southern America","Brazil","Rio de Janeiro",NA,"Serra da Estrela, Magé - Petrópolis",NA,NA,NA,"Árvore 20m, DAP 45, 20 cm, frutos maduris amarelos, dispersando.","MBM279157","MBM279157",NA,NA,NA,NA,NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"271","2020-12-21 16:30:46-03","MBM","MBM","385280","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Engels, M.E.","1517","2013","09","07",NA,"Brasil","Paraná","Guaratuba","Serra do Mar, Linha de transmissão elétrica Curitiba a Joinville","-48.943056","-25.881944",NA,"Arbórea. Caule verde. Folhas verdes escuras discolores. Fruto esférico a levemente eliptico, amarelo claro com cicatrizes castanhas nigrescentes, macio.; Floresta Ombrófila Densa.","MBM385280","MBM385280","800","800",NA,NA,NA,"-48.943056","-25.881944","2013","10","02",NA,NA,NA,NA,NA
"272","2020-12-21 16:30:46-03","MBM","MBM","393128","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Brotto, M.L.; Marinero, F.; Marinero, F.","735","2011","07","16","Southern America","Brazil","Paraná","Guaratuba","Área da Copel, Rio Cubatão","-48.807092","-25.828092",NA,"Árvore de 17m de alt., frutos maduros amarelo claro.; Floresta Ombrófila Densa Submontana.","MBM393128","MBM393128","158","158",NA,NA,NA,"-48.807092","-25.828092","2011","07","16",NA,NA,NA,NA,NA
"273","2020-12-21 16:30:46-03","MBM","MBM","396730","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Augusto-Silva, M.","99","2012","08","17","Southern America","Brazil","Santa Catarina","Garuva",NA,"-48.863514","-26.057017",NA,"Arbórea no dossel, CAP 150cm, altura 18m.; Floresta Ombrófila Densa Submontana.","MBM396730","MBM396730","61","61",NA,NA,NA,"-48.863514","-26.057017","2013","01","31",NA,NA,NA,NA,NA
"274","2020-12-21 16:30:46-03","MBM","MBM","396733","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Augusto-Silva, M.","109","2012","11","23","Southern America","Brazil","Santa Catarina","Garuva",NA,"-48.878797","-26.015558",NA,"Arbórea no dossel, CAP 99cm, altura 18m.; Floresta Ombrófila Densa Submontana.","MBM396733","MBM396733","203","203",NA,NA,NA,"-48.878797","-26.015558","2013","01","31",NA,NA,NA,NA,NA
"275","2020-12-21 16:30:46-03","MBM","MBM","397581","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.",NA,"Augusto-Silva, M.","s.n.","2012","11","23","Southern America","Brazil","Santa Catarina","Garuva","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.878889","-26.015478",NA,"Floresta Ombrófila Densa.","MBM397581","MBM397581",NA,NA,NA,NA,NA,"-48.878889","-26.015478",NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-12-21 16:30:46-03","MBM","MBM","400265","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Motta, J.T.; Barboza, E.; Cordeiro, J.; Silva, J.M.; Barboza, E.; Cordeiro, J.; Silva, J.M.","4394","2014","07","23","Southern America","Brazil","Paraná","Guaratuba","Estrada do Cubatão","-48.728611","-25.606389",NA,"Árvore, 5,0m; frutos maduros creme-amarelados.; Floresta Ombrófila Densa.","MBM400265","MBM400265","382","382",NA,NA,NA,"-48.728611","-25.606389","2014","07","24",NA,NA,NA,NA,NA
"277","2020-12-21 16:30:46-03","MBM","MBM","406569","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Silva, J.M.; Brotto, M.L.; Brotto, M.L.","9350","2016","05","14","Southern America","Brazil","Paraná","Adrianópolis","João Surrá","-48.596153","-24.673647",NA,"Árvore com 17 m de altura; frutos maduros amarelos.; Floresta Ombrófila Densa Submontana, vegetação secundária.","MBM406569","MBM406569","133","133",NA,NA,NA,"-48.596153","-24.673647","2016","11","22",NA,NA,NA,NA,NA
"278","2020-12-21 16:30:46-03","MBM","MBM","406570","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Silva, J.M.; Brotto, M.L.; Brotto, M.L.","9349","2016","05","14","Southern America","Brazil","Paraná","Adrianópolis","João Surrá","-48.640425","-24.687286",NA,"Árvore com 20 m de altura; frutos maduros amarelos.; Floresta Ombrófila Densa Submontana, vegetação secundária.","MBM406570","MBM406570","150","150",NA,NA,NA,"-48.640425","-24.687286","2016","11","22",NA,NA,NA,NA,NA
"279","2020-12-21 16:30:46-03","MBM","MBM","397519","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Ariati, V.; Roher, D.; Roher, D.","862","2013","02","11","Southern America","Brazil","Santa Catarina","Garuva",NA,"-48.894708","-26.170406",NA,"Floresta Ombrófila Densa.","MBM397519","MBM397519",NA,NA,NA,NA,NA,"-48.894708","-26.170406",NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-12-21 16:30:46-03","MBM","MBM","409701","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2464","2017","05","13","Southern America","Brazil","Paraná","Morretes","Recanto Mãe Catira, arredores","-48.878333","-25.364722",NA,"Árvore com 28 metros de altura; frutos maduros amarelos.; Floresta Ombrófila Densa Submontana.","MBM409701","MBM409701","250","250",NA,NA,NA,"-48.878333","-25.364722","2017","08","23",NA,NA,NA,NA,NA
"281","2020-12-21 16:30:46-03","MBM","MBM","409863","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Brotto, M.L.; Canestraro, B.K.; Lozano, E.D.; Canestraro, B.K.; Lozano, E.D.","2516","2017","09","15","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, vale do Ribeirão Larguinho","-48.629444","-24.818889",NA,"Árvore com 27 metros de altura; botões florais claros.; Floresta Ombrófila Densa Submontana.","MBM409863","MBM409863","736","736",NA,NA,NA,"-48.629444","-24.818889","2017","09","18",NA,NA,NA,NA,NA
"282","2020-12-21 16:30:46-03","MBM","MBM","423578","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Schwirkowski, P.","Schwirkowski, P.","2195","2017","01","21","Southern America","Brazil","Santa Catarina","São Bento do Sul","Serra Alta, Atrás da Implantec","-49.389722","-26.296111",NA,"Heliófita, árvore, frutos imaturos.","MBM423578",NA,"850","900",NA,NA,NA,"-49.389722","-26.296111","2017","01","21",NA,NA,NA,NA,NA
"283","2020-12-21 16:30:46-03","MBM","MBM","429847","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Brotto, M.L.; Antoniuk-Bonato, R.G.; Antoniuk-Bonato, R.G.","3820","2019","11","23","Southern America","Brazil","Paraná","Morretes","Serra da Prata, trilha para a Torre da Prata","-48.705833","-25.601111",NA,"Árvore com 22 m de altura; flores de cor verde-claro, estames mais claros.; Floresta Ombrófila Densa Submontana.","MBM429847",NA,"420","420",NA,NA,NA,"-48.705833","-25.601111","2019","11","23",NA,NA,NA,NA,NA
"284","2020-12-21 16:30:46-03","MBM","MBM","429954","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","3929","2020","07","27","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, vale do rio Macaé","-42.503944","-22.395417",NA,"Árvore com 18 m de altura; frutos imaturos verdes e maduros amarelo-claros.; Floresta Ombrófila Densa Montana.","MBM429954",NA,"980","980",NA,NA,NA,"-42.503944","-22.395417","2020","08","21",NA,NA,NA,NA,NA
"285","2020-12-21 16:30:46-03","MBM","MBM","274729","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.","Loureiro, D.M.; et al.; et al.","529","2001","12","02","Southern America","Brazil","Bahia","Wenceslau Guimarães","Litoral Sul","-39.4794006347656","-13.686900138855",NA,"Árvore de 8m. Folhas cartáceas, discolores, glabra. Frutos imaturos verdes. Ocasional. Floresta Ombrófila densa","MBM274729","MBM274729",NA,NA,"37469","auto",NA,NA,NA,"2009","05","06",NA,NA,NA,NA,NA
"286","2020-12-21 16:30:46-03","MBM","MBM","212706","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.L.R. de","Ziller, S.R.; et al.; et al.","1022",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Serra Negra","-48.3288993835449","-25.3066997528076",NA,NA,"MBM212706","MBM212706",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-12-21 16:30:46-03","MBM","MBM","213158","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.L.R. de","Ziller, S.R.; et al.; et al.","1388",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Serra Negra","-48.3288993835449","-25.3066997528076",NA,NA,"MBM213158","MBM213158",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-12-21 16:30:46-03","MBM","MBM","172955","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.","Ziller, S.R.; et al.; et al.","576",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Serra negra, Fazenda Guam. Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,"Floresta Ombrófila Densa Submontana. casca avermelhada, quase lisa, verrucosa, lenticelas pequenas, fina. Marcas avermelhadas de descamação em placas (típico dela). Madeira avermelhada, dura, poros visíveis em cortes transversais.","MBM172955","MBM172955","400","400","37295","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"289","2020-12-21 16:30:46-03","MBM","MBM","176837","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.","Ziller, S.R.; et al.; et al.","783",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Serra Negra, Fazenda Guamm Agro-industrial.","-48.3288993835449","-25.3066997528076",NA,"Floresta Ambrófila Densa Submontana. Frutos despolpados acanalados. Árvore de grande porte. comum.","MBM176837","MBM176837",NA,NA,"37295","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"290","2020-12-21 16:30:46-03","MBM","MBM","5778","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","16676","1967","07","05","Southern America","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,"Árvore 20m, tronco c/ 70 cm de diâmetro. Mata pluvial, encosta de morro","MBM005778","MBM005778",NA,NA,"37295","auto",NA,NA,NA,"2009","06","30",NA,NA,NA,NA,NA
"291","2020-12-21 16:30:46-03","MBM","MBM","5966","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.","Hatschbach, G.","18693","1968","03","08","Southern America","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,"Árvore 15m, mata pluvial, encosta de morro.","MBM005966","MBM005966","30","100","37295","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"292","2020-12-21 16:30:46-03","MBM","MBM","267554","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.","Silva, J.M.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","3579","2002","03","20","Southern America","Brazil","Paraná","Guaratuba","Colônia Parati","-48.5746994018555","-25.8827991485596",NA,"Árvore, 20m, fruto imaturo. Floresta atlântica","MBM267554","MBM267554",NA,NA,"41937","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"293","2020-12-21 16:30:46-03","MBM","MBM","21710","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Hatschbach, G.","26890",NA,NA,NA,"Southern America","Brazil","Paraná","Guaratuba","Rio Tupitinga","-48.5746994018555","-25.8827991485596",NA,"Árvore, 18m, fruto maduro amarelos, mata pluvial, base de morro","MBM021710","MBM021710",NA,NA,"41937","auto",NA,NA,NA,"2019","03","11",NA,NA,NA,NA,NA
"294","2020-12-21 16:30:46-03","MBM","MBM","69","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.","Hatschbach, G.","12505","1965","03","23","Southern America","Brazil","Paraná","Guaratuba","Serra de Araraquara, Morro do Cauvi","-48.5746994018555","-25.8827991485596",NA,"Árvore 15m, mata pluvial da encosta de morro","MBM000069","MBM000069",NA,NA,"41937","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"295","2020-12-21 16:30:46-03","MBM","MBM","73481","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.","Hatschbach, G.","43951",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Morro do Arrastão","-48.834400177002","-25.476900100708",NA,"Árvore 12m, frutos maduros amarelos. Mara pluvial encosta de morro.","MBM073481","MBM073481",NA,NA,"30514","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"296","2020-12-21 16:30:46-03","MBM","MBM","162836","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.L.R. de","Guapiassú, M.; et al.; et al.","196",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Sambaqui, 50m da margem esquerda do Rio Zoador","-48.834400177002","-25.476900100708",NA,"Árvore 17m, mata pluvial","MBM162836","MBM162836",NA,NA,"30514","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"297","2020-12-21 16:30:46-03","MBM","MBM","390231","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, M.L.","Bonaldi, R.A.","650","2013","05","17","Southern America","Brazil","Paraná","Paranaguá","Morro Inglês","-48.5092010498047","-25.5200004577637",NA,"Árvore de 17 m de altura.; Floresta Ombrófila Densa Submontana.","MBM390231","MBM390231",NA,NA,"24916","auto",NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"298","2020-12-21 16:30:46-03","MBM","MBM","8858","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.","Hatschbach, G.","19455",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637",NA,"Árvore 15m, fruto creme. Mata pluvial, encosta de morro.","MBM008858","MBM008858","150","150","24916","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
"299","2020-12-21 16:30:46-03","MBM","MBM","9822","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, P.","Lindeman, J.; et al.; et al.","1856",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Garuva","Forest remnant on bank of Rio S. João, just N of Garuva, 30 km N of Joinville","-48.8549995422363","-26.0266990661621",NA,"#?#ree, 12 cm diam, 9 m tall, fruit pale yellow, rather juicy, ca. 2,5cm long and 2cm diam., also in spirit","MBM009822","MBM009822",NA,NA,"22441","auto",NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA
