"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"12","2021-03-15 16:37:00-03","NY","NYBG","1144953","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","1018","1994","06","30","South America","Brazil","Bahia","Sao Miguel das Matas",NA,"-39.4556","-13.0481","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301690' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144953","NY01144953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","197669","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. R. de Moraes","O. Handro","s.n.","1960","10","19","South America","Brazil","São Paulo","Sao Paulo","Sao Paulo, nativa no Jardim Botânico.","-46.618358","-23.646109","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817275' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197669","NY00197669_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","197675","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. R. de Moraes","H. C. de Lima","3691","1989","09","13","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Estrada p. sítio Sophronites.","-42.5311012268066","-22.2819004058838","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197675","NY00197675_01",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","197678","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. R. de Moraes","R. Reitz","2150","1954","09","30","South America","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817365' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197678","NY00197678_01","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1015988","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","2505","2001","11","10","South America","Brazil","São Paulo","Sao Miguel Arcanjo","Parque Estadual Carlos Botelho.","-47.989753","-24.144027","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115927' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015988","NY01015988_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","197679","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. R. de Moraes","L. Riedel","s.n.","1831",NA,NA,"South America","Brazil",NA,NA,"Mandiocca",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197679","NY00197679_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02423554","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.",NA,"M. L. Brotto","739","2011","07","16","South America","Brazil","Paraná","Guaratuba","Área da COPEL, rio Cubatão","-48.8044","-25.819956","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2668881' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423554","NY02423554_01","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1015980","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","2444","2001","05","31","South America","Brazil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Núcleo Arpoador. Trilha do Fundão. NUBBE2009.","-47.0242","-24.3883","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115757' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015980","NY01015980_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","197665","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. R. de Moraes","G. G. Hatschbach","43951","1981","07","18","South America","Brazil","Paraná","Morretes","Morro do Arrastão","-48.8342","-25.4769","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197665","NY00197665_01","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","355045","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"In sylvis Mandioccensibus.",NA,NA,"sheet","d. 23/10 Comm. ex Herb. Hort. Imp. Petropolit. 1859 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355045","NY00355045_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","197674","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. R. de Moraes","M. Kuhlmann","s.n.","1958","10","23","South America","Brazil","São Paulo","Sao Paulo","Sao Paulo, Jardim Botânico","-46.618358","-23.646109","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817352' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197674","NY00197674_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1015933","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","906","1994","03","18","South America","Brazil","São Paulo","Sao Miguel Arcanjo","Parque Estadual Carlos Boletlho","-47.99","-23.8703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115417' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015933","NY01015933_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1144951","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","1010","1994","06","29","South America","Brazil","São Paulo","Sao Miguel Arcanjo","Parque Estadual Carlos Boletlho.","-47.99","-23.8703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301687' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144951","NY01144951_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","197670","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. R. de Moraes","O. Handro","960","1960","10","19","South America","Brazil","São Paulo","Sao Paulo","Sao Paulo, nativa no Jardim Botânico.","-46.618358","-23.646109","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817278' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197670","NY00197670_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","197662","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. R. de Moraes","G. G. Hatschbach","18693","1968","03","08","South America","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3289","-25.3069","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817254' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197662","NY00197662_01","30","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1144976","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","2443","2001","05","31","South America","Brazil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Núcleo Arpoador. Trilha do Fundão. NUBBE2008.","-47.02408","-24.38761","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301734' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144976","NY01144976_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1144952","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","1018","1994","06","30","South America","Brazil","Bahia","Sao Miguel das Matas",NA,"-39.4556","-13.0481","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301689' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144952","NY01144952_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","197680","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. R. de Moraes","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197680","NY00197680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1015931","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","615","1992","03",NA,"South America","Brazil","São Paulo","Sao Miguel Arcanjo","Parque Estadual Carlos Boletlho","-47.99","-23.8703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115414' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015931","NY01015931_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1015935","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","986","1994","05","21","South America","Brazil","São Paulo","Sao Miguel Arcanjo","Parque Estadual Carlos Boletlho. Arvore no. 164.","-47.99","-23.8703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115420' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015935","NY01015935_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","197663","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. R. de Moraes","K. Kubitzki","81-20","1981","02","13","South America","Brazil","São Paulo",NA,"Reserva Florestal Estadual de Cunha.","-45.052474","-23.263965","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817257' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197663","NY00197663_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1015934","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","985","1994","05","21","South America","Brazil","São Paulo","Sao Miguel Arcanjo","Parque Estadual Carlos Boletlho. Arvore no. 240.","-47.99","-23.8703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115419' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015934","NY01015934_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","197676","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. R. de Moraes","R. Reitz","2239","1954","11","04","South America","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197676","NY00197676_01","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","197677","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P. L. R. de Moraes","R. Reitz","2239","1954","11","04","South America","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197677","NY00197677_01","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:31:00-03","UFRJ","RFA","39781","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","A. Quinet","Finotti R.; Caruzo J.","334",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Interior de fragmento florestal cujo o entorno é ocupado por propriedades particulares pequenas e pela Fazenda Recanto","-42.795278","-22.499722",NA,"Arvore com 7 metros de altura e PAP de 19,5cm.","RFA24810",NA,"50","50",NA,NA,NA,"42º47'43''W","22º29'59''S",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:20:05-03","UFRJ","RFA","8390","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Pedro L.R. Moraes","G.G. Hatschbach","14374","1966","05","19",NA,"Brasil","Paraná","Morretes","Estrada Graciosa, Vista Cavalcanti","-48.834400177002","-25.476900100708",NA,"Árvore de 15 m de altura. Fruto maduro amarelo","RFA36276",NA,NA,NA,"30514","auto",NA,NA,NA,"2004","01","09",NA,NA,NA,NA,NA
"38","2020-11-24 17:10:45-03","UTFPR","DVPR","5643","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Brotto, ML","Silva, JM; Brotto, ML","9350","2016","05","14",NA,"Brasil","Paraná","Adrianópolis","João Surrá.","-48.3546","-24.0425",NA,"Árvore com 17 m de altura. frutos maduros amarelos.; Floresta Ombrófila Densa Submontana, vegetação secundária.","DVPR005643",NA,"133","133",NA,NA,NA,"-48.3546","-24.0425","2016","11","22",NA,NA,NA,NA,NA
"39","2021-03-30 12:39:09-03","EAO","IAN","59253","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.",NA,"Rambo, B","44998","1949","12","26","Southern America","Brasil","Rio Grande do Sul",NA,"Gramado.",NA,NA,NA,NA,"IAN059253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:39:09-03","EAO","IAN","99592","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, PLR de","Fróes, RL","33361","1957","08","28","Southern America","Brasil","Minas Gerais","Coronel Fabriciano","Rio Piracicaba.&nf;Mata virgem da Reserva Florestal do Estado.","-42.6288986206055","-19.5186004638672",NA,"Árvore de 10 metros.","IAN099592",NA,NA,NA,"21443","auto",NA,NA,NA,"2004","01","09",NA,NA,NA,NA,NA
"41","2021-03-30 12:39:09-03","EAO","IAN","99592","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, PLR de","Fróes, RL","33361","1957","08","28","Southern America","Brasil","Minas Gerais","Coronel Fabriciano","Rio Piracicaba.&nf;Mata virgem da Reserva Florestal do Estado.","-42.6288986206055","-19.5186004638672",NA,"Árvore de 10 metros.","IAN099592",NA,NA,NA,"21443","auto",NA,NA,NA,"2004","01","09",NA,NA,NA,NA,NA
"42","2019-10-09 11:18:06-03","UFBA","ALCB","57105","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Moraes, PLR de","Loureiro, DM; Santana, DL; Alves, L. de J.; Guedes, ML","529","2001","12","02","Southern America","Brasil","Bahia","Wenceslau Guimarães","Litoral Sul","-39.466667","-13.683333",NA,"de 8 m. Folhas cartáceas, discolores, glabra. Frutos imaturos verdes. Ocasional.","ALCB002968","ALCB002968",NA,NA,NA,NA,NA,"-39.466667","-13.683333","2007","11","28",NA,NA,NA,NA,NA
"43","2020-02-08 09:35:24-03","NBC","NL-BOTANY","L 0036185","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Kostermans AJGH","Riedel L",NA,"1868","10","23","Southern America","Brazil","Rio de Janeiro",NA,"In sykvis circa Mandioccaprov. Rio Janeiro",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200036185 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0036185","NL-L0036185",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"Magnoliopsidae","90522972",NA,NA,NA
