"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","county","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","sex"
"12","2021-03-30 12:45:53-03","EAO","IAN","93750","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata","isotipo","Glaziou, AFM","12722","Southern America","Brasil",NA,NA,NA,NA,NA,"IAN093750",NA,NA,NA,"Dicotiledônea",NA,"Kiaersk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:45:53-03","EAO","IAN","94129","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata","isotipo","Glaziou, AFM","12722","Southern America","Brasil","Rio de Janeiro",NA,NA,NA,NA,"IAN094129","1907",NA,NA,"Dicotiledônea",NA,"Kiaersk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508807","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana",NA,"Hatschbach GG",NA,"Southern America","Brazil",NA,"Serra de Araraquara (mun. Guaratuba) Paraná.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508807 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2508807","1968","02","27",NA,"Myrtales","Wight",NA,NA,"NL-L2508807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"15","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508808","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana",NA,"Hatschbach GG",NA,"Southern America","Brazil",NA,"Parana. S. José dos Pinhaes. Malhada.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508808 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2508808","1960","12","26",NA,"Myrtales","Wight",NA,NA,"NL-L2508808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"16","2021-03-31 13:40:33-03","MN","R","231408","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"Ribeiro, J.H.C. 190; Souza, F.S.; Oliveira, J.A. & Santana, J.M.",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,"Herbário Leopoldo Krieger - CESJ: 54195","R010032222","2009","08","22",NA,NA,"Kiaersk.","-43.937198638916","-21.8607997894287",NA,"Olaria","Sobral, M.","2010","07",NA,NA,NA,NA,NA,"15222","auto",NA,NA,NA,NA
"17","2019-11-21 14:40:10-03","UFJF","CESJ","42428","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"A.F.Cabral; I.L. Rodrigues; O.J. Bastos Neto; G.T.M. Barino","s.n.","América do Sul","Brasil","Minas Gerais","Parque da Lajinha",NA,NA,"Árvore, ca. 6m alt. com frutos imaturos verdes e maduros amarelos. No interior da mata.","CESJ042428","2004","06","05","Angiosperma",NA,"Kiaersk.","-43.3502998352051","-21.7642002105713",NA,"Juiz de Fora","M. Sobral","2010",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"18","2019-11-21 14:40:09-03","UFJF","CESJ","32326","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"B.K.S. Franco","10","América do Sul","Brasil","Minas Gerais","Reserva Biológica de Santa Cândida",NA,NA,"Árvore ca 3m, em bord de mata. Botões esverdeados. Folhas discolores.","CESJ032326","2001","02","28","Angiosperma",NA,"Kiaersk.","-43.3502998352051","-21.7642002105713",NA,"Juiz de Fora","M. Sobral","2010",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"19","2019-11-21 14:40:10-03","UFJF","CESJ","54195","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"J.H.C. Ribeiro; F.S. Souza; J.A. Oliveira; J.M. Santana","190","América do Sul","Brasil","Minas Gerais","Serra Negra, Serrinha, Sítio do Rinaldo Degredo.",NA,NA,"Árvore, 7m, na borda de mata, área antropizada. Frutos imaturos verdes, passando a amarelos e frutos maduros vermelhos.","CESJ054195","2009","08","22","Angiosperma",NA,"Kiaersk.","-43.937198638916","-21.8607997894287",NA,"Olaria","M. Sobral","2010","07",NA,NA,NA,NA,NA,"15222","auto",NA,NA,NA,NA
"20","2019-11-21 14:40:10-03","UFJF","CESJ","38690","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"A.V. Lopes; B.K.S. Franco; P.C.L. Faria","51","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama",NA,NA,"Árvore com ca. 13 m de alt., borda da mata. Frutos maduros vermelhos alaranjados","CESJ038690","2002","05","18","Angiosperma",NA,"Kiaersk.","-42.9674987792969","-21.4596996307373",NA,"Descoberto","M. Sobral","2003",NA,NA,NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA
"21","2019-11-21 14:40:10-03","UFJF","CESJ","35920","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"R.C. Almeida-Lafetá","s.n.","América do Sul","Brasil","Minas Gerais","Reserva Biológica de Santa Cândida",NA,NA,NA,"CESJ035920",NA,NA,NA,"Angiosperma",NA,"Kiaersk.","-43.3502998352051","-21.7642002105713",NA,"Juiz de Fora","M. Sobral","2010",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"22","2019-11-21 14:40:10-03","UFJF","CESJ","36104","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"B.K.S. Franco; R.M. Castro","37","América do Sul","Brasil","Minas Gerais","Reserva Biológica de Santa Cândida",NA,NA,"Cipó em borda de mata. Ocasional. Frutos verdes.","CESJ036104","2001","06","24","Angiosperma",NA,"Kiaersk.","-43.3502998352051","-21.7642002105713",NA,"Juiz de Fora","M. Sobral","2010",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"23","2019-11-21 14:40:10-03","UFJF","CESJ","36412","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"L. Meireles; E.D. Silva","s.n.","América do Sul","Brasil","Minas Gerais","Reserva Biológica de Santa Cândida",NA,NA,NA,"CESJ036412","2000","12","07","Angiosperma",NA,"Kiaersk.","-43.3502998352051","-21.7642002105713",NA,"Juiz de Fora","M. Sobral","2010",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"24","2019-11-21 14:40:10-03","UFJF","CESJ","47139","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"P.O. Garcia","s.n.","América do Sul","Brasil","Minas Gerais","Reserva Biológica de Santa Cândida",NA,NA,"Árvore ca. de 5 m na trilha de acesso a mata pela entrada do São Pedro, em região de grande luminosidade, com frutos amarelos e vermelhos.","CESJ047139",NA,NA,NA,"Angiosperma",NA,"Kiaersk.","-43.3502998352051","-21.7642002105713",NA,"Juiz de Fora","K. Antunes","2006","05",NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"25","2019-11-21 14:40:10-03","UFJF","CESJ","53843","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"J.H.C. Ribeiro; F.S. Souza; J.A. Oliveira","167","América do Sul","Brasil","Minas Gerais","Serra Negra, Fazenda Serra Negra. Estrada para a Cachoeira do Véber.",NA,NA,"Arvoreta, 5m, no campo rupestre degradado. Frutos imaturos verdes.","CESJ053843","2009","07","16","Angiosperma",NA,"Kiaersk.","-43.793098449707","-21.8425006866455",NA,"Lima Duarte","M. Sobral","2010","07",NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"26","2019-11-21 14:40:10-03","UFJF","CESJ","68181","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"V.A. Campos","s.n.","América do Sul","Brasil","Minas Gerais","RPPN Brejo Novo",NA,NA,"Árvore, ca 11m. Indivíduo BN799. Dentro da parcela 14 da fitossociologia. Altitude 964 m.s.m.","CESJ068181","2013",NA,NA,"Angiosperma",NA,"Kiaersk.","-43.5525016784668","-21.4566993713379",NA,"Santos Dumont","V.A. Campos","2013",NA,NA,NA,NA,NA,NA,"25699","auto",NA,NA,NA,NA
"27","2019-08-20 10:21:14-03","UNICAMP","UEC","147130","S","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"Aguirre, GH; et al.","149",NA,"Brazil","São Paulo","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,"2005","05","15","Magnoliopsida",NA,NA,NA,NA,NA,"São Luiz do Paraitinga","Sobral, M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 09:31:31-03","UFRRJ","RBR","46875","S","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"L.F. Gonçalves","491",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Parque Nacional da Serra dos Órgãos. Barragem.",NA,NA,NA,"RBR00046875","2018","01","12",NA,NA,"Kiaersk.","-43.001111","-22.451389","RBR00046875","Teresópolis","L.F. Gonçalves",NA,NA,NA,"43º0'4''W","22º27'5''S","1215","1215",NA,NA,NA,NA,NA,NA
"29","2020-06-29 09:31:31-03","UFRRJ","RBR","46876","S","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"L.F. Gonçalves","490",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Parque Nacional da Serra dos Órgãos. Estrada da Barragem, entrada para a Trilha do Rancho Frio.",NA,NA,NA,"RBR00046876","2018","01","12",NA,NA,"Kiaersk.","-42.998889","-22.455278","RBR00046876","Teresópolis","L.F. Gonçalves",NA,NA,NA,"42º59'56''W","22º27'19''S","1150","1150",NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:36:34-03","MBM","MBM","237857","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana",NA,"Hatschbach, G.","18654","Southern America","Brazil","Paraná","Serra de araraquara",NA,NA,NA,"MBM237857","1968","02","27",NA,NA,"Gardn.","-48.5746994018555","-25.8827991485596","MBM237857","Guaratuba","Legrand, D.",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA
"31","2020-12-21 16:36:34-03","MBM","MBM","228208","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana",NA,"Carvalho, L.F. de","510","Southern America","Brazil","Rio de Janeiro","s",NA,NA,NA,"MBM228208","1977","05","28",NA,NA,"Gardn.",NA,NA,"MBM228208",NA,"Sobral, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:36:44-03","MBM","MBM","29490","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"Pessoal do Horto Florestal","s.n.","Southern America","Brazil","Rio de Janeiro","Mata do Horto Florestal",NA,NA,NA,"MBM029490","1927","04","14",NA,NA,"Kiaersk.","-43.2075004577637","-22.9027996063232","MBM029490","Rio de Janeiro","Barroso, G.M.",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"33","2015-11-07 06:36:47-02","MNHN","RECOLNAT_MNHN_P","P01902503","PreservedSpecimen",NA,"Myrtaceae","Eugenia","mooniana","Eugenia mooniana","type","Gardner, G.",NA,NA,"Brésil",NA,"Montagnes Organ (Serra dos Orgaos) (Rio Janeiro)","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902503' target='other'> <mi>dwc_moreinfo</mi></a>","P01902503","1838",NA,NA,NA,NA,"Gardner",NA,NA,"P01902503_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"416",NA,NA
"34","2015-05-18 09:56:45-03","MNHN","RECOLNAT_MNHN_P","P01902504","PreservedSpecimen",NA,"Myrtaceae","Eugenia","mooniana","Eugenia mooniana","type","Gardner, G.",NA,NA,"Brésil",NA,"Montagnes Organ (Serra dos Orgaos) (Rio Janeiro)","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902504' target='other'> <mi>dwc_moreinfo</mi></a>","P01902504","1838",NA,NA,NA,NA,"Gardner",NA,NA,"P01902504_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"416",NA,NA
"35","2015-09-04 20:35:47-03","MNHN","RECOLNAT_MNHN_P","P05156494","PreservedSpecimen",NA,"Myrtaceae","Eugenia","mooniana","Eugenia mooniana",NA,"Hatschbach, G.",NA,NA,"Brasil","Paraná","Serra de Araraquara.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05156494' target='other'> <mi>dwc_moreinfo</mi></a>","P05156494","1968","2","27",NA,NA,"Gardner","-48.5746994018555","-25.8827991485596","P05156494_01","Guaratuba",NA,NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,"18654",NA,NA
"36","2015-11-07 07:14:15-02","MNHN","RECOLNAT_MNHN_P","P01902746","PreservedSpecimen",NA,"Myrtaceae","Eugenia","subundulata","Eugenia subundulata","isotype","Glaziou, A.",NA,NA,"Brésil",NA,"Nova Friburgo (Rio Jan.)","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902746' target='other'> <mi>dwc_moreinfo</mi></a>","P01902746","1881","1","24",NA,NA,"Kiaersk.",NA,NA,"P01902746_01",NA,"Mazine-Capelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12722",NA,NA
"37","2015-11-07 07:14:19-02","MNHN","RECOLNAT_MNHN_P","P01902747","PreservedSpecimen",NA,"Myrtaceae","Eugenia","subundulata","Eugenia subundulata","isotype","Glaziou, A.",NA,NA,"Brésil",NA,"Nova Friburgo (Rio Jan.)","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902747' target='other'> <mi>dwc_moreinfo</mi></a>","P01902747","1881","1","24",NA,NA,"Kiaersk.",NA,NA,"P01902747_01",NA,"Mazine-Capelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12722",NA,NA
"38","2015-11-07 07:14:28-02","MNHN","RECOLNAT_MNHN_P","P01902748","PreservedSpecimen",NA,"Myrtaceae","Eugenia","subundulata","Eugenia subundulata","isotype","Glaziou, A.",NA,NA,"Brésil",NA,"Nova Friburgo (Rio Jan.)","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902748' target='other'> <mi>dwc_moreinfo</mi></a>","P01902748","1881","1","24",NA,NA,"Kiaersk.",NA,NA,"P01902748_01",NA,"Mazine-Capelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12722",NA,NA
"39","2015-09-04 22:56:15-03","MNHN","RECOLNAT_MNHN_P","P05322265","PreservedSpecimen",NA,"Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05322265' target='other'> <mi>dwc_moreinfo</mi></a>","P05322265","1888","11","28",NA,NA,"Kiaersk.","-42.5311012268066","-22.2819004058838","P05322265_01","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,"17681",NA,NA
"40","2015-09-04 22:56:15-03","MNHN","RECOLNAT_MNHN_P","P05322263","PreservedSpecimen",NA,"Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro",NA,"hb",NA,"donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05322263' target='other'> <mi>dwc_moreinfo</mi></a>","P05322263","1888","11","28",NA,NA,"Kiaersk.","-42.5311012268066","-22.2819004058838","P05322263_01","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,"17681",NA,NA
"41","2015-09-04 22:56:15-03","MNHN","RECOLNAT_MNHN_P","P05322264","PreservedSpecimen",NA,"Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","Brésil. Province de RJ. Nova Friburgo.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05322264' target='other'> <mi>dwc_moreinfo</mi></a>","P05322264","1888","11","28",NA,NA,"Kiaersk.","-42.5311012268066","-22.2819004058838","P05322264_01","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,"17681",NA,NA
"42","2020-12-11 11:39:15-03","UFMG","BHCB","92172","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"Pifano, DS","365","Southern America","Brasil","Minas Gerais","Morro do Imperador.",NA,NA,"Árvore ca. 5m na borda da mata em local de clareira. Frutos imaturos verdes e maduros vermelhos.",NA,"2002","05","24","Dicotyledon",NA,"Kiaersk.","-43.3502998352051","-21.7642002105713",NA,"Juiz de Fora",NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"43","2020-12-11 11:39:15-03","UFMG","BHCB","121048","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"Meireles, LD; Silva, ED","s.n.","Southern America","Brasil","Minas Gerais","Reserva Biológica de Santa Cândida",NA,NA,NA,"BHCB010578","2000","12","07","Dicotyledon",NA,"Kiaersk.","-43.3502998352051","-21.7642002105713","BHCB010578","Juiz de Fora",NA,"2008",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"44","2009-07-27 09:37:00-03","MO","MOBOT","2306069","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata","Isotype","Auguste F.M. Glaziou","Glaziou 12722","South America","Brazil",NA,NA,NA,NA,NA,NA,"1861",NA,NA,NA,NA,"Kiaersk.",NA,NA,NA,NA,"Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","10487",NA,"Plantae","Myrtaceae","Eugenia","neomooniana","Eugenia neomooniana",NA,"L. Kollmann; E. Bausen & W. Pizziolo","2012",NA,"Brasil","Espírito Santo","São Lourenço, Mata Fria",NA,NA,"Mata de encosta. Arvoreto 9m. Dap 11cm. Fuste 7m. Frutos verdes.","MBML010487","1999","02","23",NA,NA,"Sobral","-40.683611","-19.931111","MBML010487","Santa Teresa","M. Sobral/2002",NA,NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","10619",NA,"Plantae","Myrtaceae","Eugenia","neomooniana","Eugenia neomooniana",NA,"L. Kollmann; W. Pizziolo & E. Bausen","2709",NA,"Brasil","Espírito Santo","Santo Antônio",NA,NA,"Arvore 20m. Dap 1m. Fuste 12m. Frutos amarelos maduros. Casca lisa laranja.","MBML010619","1999","07","20",NA,NA,"Sobral","-40.589167","-19.922222","MBML010619","Santa Teresa","M. Sobral/2002",NA,NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","14830",NA,"Plantae","Myrtaceae","Eugenia","neomooniana","Eugenia neomooniana",NA,"L. Kollmann; et al","4102",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,NA,"Arvoreto 7m. Frutos marrons.","MBML014830","2001","07","10",NA,NA,"Sobral","-40.530278","-19.971389","MBML014830","Santa Teresa","M. Sobral/2002",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","8928",NA,"Plantae","Myrtaceae","Eugenia","neomooniana","Eugenia neomooniana",NA,"L. Kollmann; E. Bausen","1615",NA,"Brasil","Espírito Santo","Rio Nove",NA,NA,"Árvore 14m. DAP 18cm. Fuste 10m. Flores brancas.","MBML008928","1999","01","20",NA,NA,"Sobral","-40.645833","-19.981944","MBML008928","Santa Maria de Jetibá","M. Sobral/2002",NA,NA,NA,"40W38'45","19S58'55",NA,NA,NA,NA,NA,NA,NA,NA
