"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","previousCatalogNumber","sex"
"21","2015-09-03 21:37:00-03","MNHN","RECOLNAT_MNHN_P","P00289939","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardn.","Simonis","Glaziou, A.",NA,"1884","3",NA,NA,"Brésil",NA,NA,"Brésil, Rio de Janero, Haut des Orgues",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00289939' target='other'> <mi>dwc_moreinfo</mi></a>","P00289939","P00289939_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15242",NA,NA,NA
"22","2015-09-03 21:37:00-03","MNHN","RECOLNAT_MNHN_P","P00289940","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardn.","Simonis","Glaziou, A.",NA,"1888","3","15",NA,"Brésil",NA,NA,"Brésil,Rio de Janero, Haut des Orgãos, par Petropolis",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00289940' target='other'> <mi>dwc_moreinfo</mi></a>","P00289940","P00289940_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16263",NA,NA,NA
"23","2015-09-03 21:37:00-03","MNHN","RECOLNAT_MNHN_P","P00289941","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardn.",NA,"Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brésil,monts Orgãos",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00289941' target='other'> <mi>dwc_moreinfo</mi></a>","P00289941","P00289941_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5823",NA,NA,NA
"24","2015-09-04 06:06:09-03","MNHN","RECOLNAT_MNHN_P","P00608184","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardn.",NA,"Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brésil,monts Orgãos",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00608184' target='other'> <mi>dwc_moreinfo</mi></a>","P00608184","P00608184_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5823",NA,NA,NA
"25","2015-09-20 22:03:17-03","MNHN","RECOLNAT_MNHN_P","P00608185","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardn.",NA,"Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brésil,monts Orgãos",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00608185' target='other'> <mi>dwc_moreinfo</mi></a>","P00608185","P00608185_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5823",NA,NA,NA
"26","2015-09-04 14:12:21-03","MNHN","RECOLNAT_MNHN_P","P03994243","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardn.",NA,"Glaziou, A.",NA,"1888","3","15",NA,"Brasil","Rio de Janeiro",NA,"Haut du Orgãos par Petropolis.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03994243' target='other'> <mi>dwc_moreinfo</mi></a>","P03994243","P03994243_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16263",NA,NA,NA
"27","2016-02-11 11:09:03-02","MNHN","RECOLNAT_MNHN_P","P03994244","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardn.",NA,"Glaziou, A.",NA,"1870","4","3",NA,"Brasil","Rio de Janeiro",NA,"Hauts des Orgnes.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03994244' target='other'> <mi>dwc_moreinfo</mi></a>","P03994244","P03994244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4099",NA,NA,NA
"28","2015-09-04 14:12:21-03","MNHN","RECOLNAT_MNHN_P","P03994245","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardn.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brésil, Rio de Janero.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03994245' target='other'> <mi>dwc_moreinfo</mi></a>","P03994245","P03994245_01 P03994245_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3814",NA,NA,NA
"29","2015-09-04 14:12:21-03","MNHN","RECOLNAT_MNHN_P","P03994246","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardn.",NA,"Glaziou, A.",NA,"1869","12","11",NA,"Brasil","Rio de Janeiro",NA,"Haut des [Orgãos].",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03994246' target='other'> <mi>dwc_moreinfo</mi></a>","P03994246","P03994246_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-04 14:12:21-03","MNHN","RECOLNAT_MNHN_P","P03994247","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardn.",NA,"Glaziou, A.",NA,"1888","3","15",NA,"Brasil","Rio de Janeiro",NA,"Haut des Orgãos par Petropolis.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03994247' target='other'> <mi>dwc_moreinfo</mi></a>","P03994247","P03994247_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16263",NA,NA,NA
"31","2015-09-04 14:12:21-03","MNHN","RECOLNAT_MNHN_P","P03994248","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardn.",NA,"Riedel",NA,"1841","1","1",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03994248' target='other'> <mi>dwc_moreinfo</mi></a>","P03994248","P03994248_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-04-15 11:31:54-03","MNHN","RECOLNAT_MNHN_P","P04014729","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardn.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Serra dos Orgãos, au sommet.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04014729' target='other'> <mi>dwc_moreinfo</mi></a>","P04014729","P04014729_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4099",NA,NA,NA
"33","2020-12-11 11:36:38-03","UFMG","BHCB","62432","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner",NA,"Brade, AC","10753","1931","05","02","Southern America","Brasil","Minas Gerais",NA,"Serra dos Órgãos. Pedra do Sino.",NA,NA,"2200","2200",NA,"Flor rosada.","BHCB046563",NA,NA,NA,"2008","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-11 17:19:08-03","UFPR","UPCB","59603","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardn.","Guimarães, O.A.","Labiak, P.H.","4209","2007","07","18",NA,"Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"1700","1700",NA,"Rupícola, em local exposto ao sol, cálice verde, pétalas creme. Afloramentos rochoso, com matas úmidas nos vales..",NA,NA,NA,NA,"2007","10","03",NA,NA,NA,"9999","9999",NA,NA,NA,NA
"35","2021-02-11 17:19:08-03","UFPR","UPCB","75645","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner","Saka, M.N.","Lombardi, J.A.","8227","2011","04","13",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha para o Alojamento 04 e a Pedra do Sino","-42.995278","-22.425556","1190","2130",NA,"Campo de altitude, terreno turfoso, encharcado. Erva, pedúnculo e brácteas vináceos, cálice rosado, pétalas rosa claras..",NA,NA,NA,NA,"2011","07",NA,NA,NA,NA,"-42.995278","-22.425556",NA,NA,NA,NA
"36","2021-02-11 17:19:08-03","UFPR","UPCB","67928","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardn.","Meirelles, J.","Meirelles, J.","433","2010","01","19",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos. Trilha da Pedra do Sino, próx. abrigo 4.","-42.9655990600586","-22.4122009277344",NA,NA,NA,"Campo de altitude com afloramento rochoso. Erva, corola bege, cálice rosado. Nome popular: Cravina do Campo, Endêmica do PARNASO e da Serra da Mantiqueira..",NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"37","2018-09-12 14:48:13-03","UNIOESTE","UNOP","7018","S","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner","Saka, M.N.","Lombardi, J.A.; Taxonomia de Campo 2011.; Taxonomia de Campo 2011.","8227","2011","04","12",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha para o alojamento 04 e a Pedra do Sino.","-42.995297","-22.425556","1190","1190",NA,"Campo de altitude, terreno turfoso, encharcado. Erva, pedúnculo e brácteas vináceos, cálice rosado, pétalas rosa claras.",NA,NA,NA,NA,"2011","07",NA,NA,NA,NA,"-42.995297","-22.425556",NA,NA,NA,NA
"38","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","50236",NA,"Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner","E.F. Guimarães & C. Baez/V-2015","C. Baez; E. Fernandez & T. Lima","224","2015","02","03",NA,"Brasil","Rio de Janeiro","Teresópolis","Proteção Integral. Parque Estadual dos Três Picos. Trilha para o cume da Branca de Neve já na área de campos de altitude","-42.760556","-22.354167","1780","1780",NA,"Saxícola, heliófila. Pouco frequente. Folhas verdes levemente discolores. Pedúnculo e pedicelo vináceo-escuro. Cálice róseo-vináceo. Pétalas brancas com a base púrpura. Altura 60cm. Habitat: Campo de altitude. Hábito/Forma de vida: erv","MBML050236","MBML050236",NA,NA,NA,NA,NA,NA,NA,NA,"42W45'38","22S21'15",NA,NA,NA,NA
"39","2020-06-15 15:30:45-03","UNESP-RC","HRCB","55181","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner","Saka, M.N","Lombardi","8227","2011","04","12",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos","-42.983333",NA,"1190","1190",NA,"Erva, pedúnculo e brácteas vináceos, cálice rosado, pétalas rosa claras.",NA,NA,NA,NA,"2011","01","05",NA,NA,NA,"42°59'W","22°25S",NA,NA,NA,NA
"40","2020-09-12 05:00:02-03","US","US","1067077","PreservedSpecimen","Plantae",NA,"Gentianales","Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner",NA,"G. Gardner","5823",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Organ Mts.",NA,NA,NA,NA,NA,NA,"US01106343","US01106343_01","Type collection","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"41","2020-09-12 05:00:02-03","US","US","2971670","PreservedSpecimen","Plantae",NA,"Gentianales","Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner",NA,"G. Martinelli & E. Simonis","9055","1983","2","2","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Município de Teresópolis, Parque Nacional da Serra dos Orgãos, Campo das Antas.",NA,NA,"1800","2000",NA,NA,"US03240384","US03240384_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"42","2020-09-12 05:00:02-03","US","US","2709109","PreservedSpecimen","Plantae",NA,"Gentianales","Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner",NA,"J. H. Kirkbride, M. Emmerick & C. Wagner","1723","1972","4","16","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Edge of Campos do Antas, Serra do Orgãos, E. do Rio de Janeiro.",NA,NA,"2140",NA,NA,NA,"US03240385","US03240385_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"43","2019-11-13 11:20:15-03","USP","SPF","162077","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner","Cordeiro, I","Costa, CB","508","2001","03","12",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos","-43.001111","-22.451667","1900","1900",NA,NA,"SPF00162077",NA,NA,NA,"2001","05",NA,NA,NA,NA,"-43.001111","-22.451667",NA,NA,NA,NA
"44","2019-11-13 11:20:15-03","USP","SPF","196894","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner","Nadruz, MA","Nadruz, MA","1735","2007","03","20",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-43.033611","-22.461389","2081","2081",NA,NA,"SPF00196894",NA,NA,NA,"2007","03",NA,NA,NA,NA,"-43.033611","-22.461389",NA,NA,NA,NA
"45","2015-03-13 19:01:09-03","F","FMNH-SEEDPLANTS","V0257788F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0257788F","V0257788F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
