"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","01856095","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","R. Goldenberg","M. J. R. Rocha","342","2012","02","14","South America","Brazil","Bahia","Pico das Almas, Trilha Pico das Almas, após campo do Queiroz, borda da mata.","-41.9497","-13.5192",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2192244' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856095","NY01856095_01","Rio de Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00925242","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","R. Goldenberg","H. S. Irwin","22666","1969","01","26","South America","Brazil","Minas Gerais","Ca. 17km NE of Diamantina, road to Mendanha. Serra do Espinhaço.","-43.55","-18.15","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996092' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925242","NY00925242_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00925241","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","J. J. Wurdack","H. S. Irwin","22188","1969","01","18","South America","Brazil","Minas Gerais","Ca. 12km SW of Diamantina. Serra do Espinhaço.","-43.7","-18.27","1370","1370","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925241","NY00925241_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","522193","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","J. J. Wurdack","W. W. Thomas","4872","1985","11","23","South America","Brazil","Minas Gerais","Along road to Sao Joao da Chapada, 17 km NW of jct. with rd. from Curvelo to Diamantina","-43.75","-18.13","1180","1180","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522193","NY00522193_01","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01806132","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","R. Goldenberg","A. A. Conceição","1294","2005","04","17","South America","Brazil","Bahia","Serra do Esbarrancado. Parque Nacional da Chapada Diamantina","-43.5","-12.72","1400",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2131069' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806132","NY01806132_01","Mucugê",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01197962","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","R. Goldenberg","J. L. Paixão","744","2006","02","26","South America","Brazil","Bahia","Pico das Almas. 25 km do centro da cidade em direção ao campo do Queiroz","-41.9503","-13.5503","1250","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408273' target='other'> <mi>dwc_moreinfo</mi></a>","NY01197962","NY01197962_01","Rio de Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","629586","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","J. F. A. Baumgratz; M. L. D. R. Souza","R. M. Harley","H52130","1992","02","19","South America","Brazil","Bahia","Campo de Ouro Fino","-41.9","-13.25","1610","1610","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577477' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629586","NY00629586_01","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00917015","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","M. K. Caddah","B. Maguire","44766","1959","12","23","South America","Brazil","Minas Gerais","5 km. from Diamantina along road to Curvelo.","-43.602731","-18.24119","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989775' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917015","NY00917015_01","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00925243","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","R. Goldenberg","H. S. Irwin","27633","1970","03","16","South America","Brazil","Minas Gerais","Serra do Espinhaço, Ca. 8 km E. of Diamantina, road to Extração.","-43.601","-18.24","1175","1175","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925243","NY00925243_01","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00925246","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","J. J. Wurdack","Y. E. J. Mexia","5769","1931","05","06","South America","Brazil","Minas Gerais","Near km. 997 1/2 of railroad.","-43.6003","-18.2494","1260","1260","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925246","NY00925246_01","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00522190","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","H. A. Gleason","F. L. Herrera","3194","1931","10",NA,"South America","Peru","Cusco","Machupicchu",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522190","NY00522190_01 NY00522190_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00925399","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","R. Goldenberg","H. S. Irwin","28974","1971","01","23","South America","Brazil","Minas Gerais","Serra do Espinhaço, lower slopes of Serra da Caraça. Ca. 10 km W. of Barão de Cocais.","-43.4927778","-20.1263","1500","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925399","NY00925399_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01922279","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","R. Goldenberg","J. R. Pirani","12106","1991","03","27","South America","Brazil","Minas Gerais","Serra do Cipó: próximo a Cardeal Mota, Estra de Pedra dos Escravos, subindo da subindo da Rodovia Belo Horizonte-Conceição do Mato Dentro, para o alto da Cachoeira Véu da Noiva.","-43.7144012451172","-19.1688995361328",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2165714' target='other'> <mi>dwc_moreinfo</mi></a>","NY01922279","NY01922279_01","Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","629585","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","E. M. Woodgyer","R. M. Harley","H52130","1992","02","19","South America","Brazil","Bahia","Campo de Ouro Fino","-41.9","-13.25","1610","1610","sheet","Harley is not on the label but we can assume he is the collector <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629585","NY00629585_01","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-25 16:51:05-03","UFBA","ALCB","028908","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Wurdack, JJ","Harley, RM; Pirani, JR; Stannard, B; Cordeiro, I; Kameyama, C","24565","1987","02","21","Southern America","Brasil","Bahia","Pico das almas. Capoeira.","-37.9425","-12.377778","1400","1400",NA,"ca. 4,0m de altura. Folhas discolores, verdes escuro brilhante na face superior, ocráceo - ferrugíneas na face inferior; na orla de capoeira; inflorescência e ramos novos ocráceos a ferrugíneos. Frutos imaturos verdes-cinérenos.","ALCB069783",NA,"Entre Rios",NA,NA,"1990","-37.9425","-12.377778",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:20:31-03","UFBA","ALCB","028955","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R","Harley, RM; Mello-Silva, R de; Cordeiro, I; Rossi, L","26619","1988","11","26","Southern America","Brasil","Bahia","Chapada Diamantina, Pico das Almas. Vertente leste. Campo e mata ao NW do campo do Queiroz.","-41.966667","-13.516667","1500","1500",NA,"2-3 m alt.",NA,NA,"Rio de Contas",NA,NA,"2014","-41.966667","-13.516667","10","21",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:20:31-03","UFBA","ALCB","122599","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Coelho, J","Coelho, J; Stadnik, A; Borges, RL; Santana, A","66","2015","05","14","Southern America","Brasil","Bahia","Saco da onça","-42.572778","-14.743889","963","963",NA,"ca. 1,30 m. Folhas dicolores, frutos imaturos verdes, passando a amarelos quando maduros.; Floresta estacional semidecidual","ALCB045189","ALCB045189 ALCB045189_1","Licínio de Almeida",NA,NA,"2015","-42.572778","-14.743889","07",NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:20:31-03","UFBA","ALCB","131413","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Coelho, J","Coelho, J; Amorim, VO","108","2016","05","31","Southern America","Brasil","Bahia","Saco da onça, Mata estacional","-42.571667","-14.741944","978","978",NA,"ca. 1,70 m, folhas discolores, face adaxial com tricomas furfuráceo, ferrugíneos, face abaxial ferrugineo, frutos imaturos verdes passando a amarelos quando maduros.","ALCB47981",NA,"Licínio de Almeida",NA,NA,"2017","-42.571667","-14.741944","04",NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:20:31-03","UFBA","ALCB","131457","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Coelho, J","Coelho, J; Silva, M; Stadnik, A; Tuler, A","173","2017","03","22","Southern America","Brasil","Bahia","Saco da onça.","-42.571667","-14.741944","978","978",NA,"ca. 1,80 cm, folhas dicolores, frutos imaturos verdes.; Floresta estacional semidecidual","ALCB48025",NA,"Licínio de Almeida",NA,NA,"2017","-42.571667","-14.741944","04",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-25 16:51:05-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R","Harley, RM; Mello-Silva, R de; Cordeiro, I; Rossi, L","26619","1988","11","26","Southern America","Brasil","Bahia","Chapada Diamantina, Pico das Almas. Vertente leste. Campo e mata ao NW do campo do Queiroz.","-41.966667","-13.516667","1500","1500",NA,"2-3 m alt.","ALCB069780",NA,"Rio de Contas",NA,NA,"2014","-41.966667","-13.516667","10","21",NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:04:23-03","NBC","NL-BOTANY","U.1395221","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana",NA,"Harley RM; et al.",NA,"1980","05","30","Southern America","Brazil",NA,"Estado da Bahia. Miconia. Summit of Morro do Chapeu,ca. 8km SW of the town of Morro do Chapeu to the west of the road to Utinga.","-41.2","-11.583333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1395221 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1395221","NL-U1395221",NA,NA,NA,NA,"-41.2","-11.583333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 10:04:23-03","NBC","NL-BOTANY","U.1395222","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana",NA,"Harley RM; et al.",NA,"1977","02","17","Southern America","Brazil",NA,"Estado da Bahia. Serra das Almas. Lower N.E slopes of the Pico das Almas, 25km W.N.W of the Vila do Rio de Contas.","-41.95","-13.55",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1395222 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1395222","NL-U1395222",NA,NA,NA,NA,"-41.95","-13.55",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 10:04:23-03","NBC","NL-BOTANY","WAG.1094569","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana",NA,"Irwin HS; Maxwell H; Wasshausen DC",NA,"1968","02","15","Southern America","Brazil",NA,"Serra do Espinhaço, Serra do Cipó, Minas Gerias, ca. km 120 (ca. 145km N. of Belo Horizonte).",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1094569 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1094569","NL-WAG1094569",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-11-04 11:13:43-03","ESALQ","ESA","126442","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla",NA,"Araújo, I.M.","Araújo, J.M.","260.0","1905","07","04",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"ESA126442","ESA126442","Diamantina","101169","auto","1905",NA,NA,"07","04",NA,NA,NA,NA,NA,NA
"35","2021-04-02 11:40:37-03","UFPI","TEPB","30762","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Candido, C. P.","Candido, C. P.","116","2003","12","08",NA,"Brasil","São Paulo","Serra do Cabral, Próximo ao cultivo de Pinus.",NA,NA,"1127","1127",NA,"Arbusto, 2 m; Material de Doação - VEC4 Ambiente: Cerrado alto",NA,NA,"Joaquim Felício",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:45:47-02","IPA","IPA","26428","S","Plantae","Plantae",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Wurdack, J.J.","Mori, S.A.; King, R.M.; Santos, T.S. dos; Hage, J.L.; King, R.M.; Santos, T.S. dos; Hage, J.L.","12499","1979","07","24","Southern America","Brasil","Bahia","Pico das Almas, a 18 km ao SNW de Rio de Contas.","-41.95","-13.55","1300","1600",NA,"Arvorezinha 3,5m de altura.; Campo rupestre.","IPA0026428",NA,"Rio de Contas",NA,NA,"1979","-41.95","-13.55",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:45:47-02","IPA","IPA","27477","S","Plantae","Plantae",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Wurdack, J.J.","Harley, R.M.","19545","1977","02","17","Southern America","Brasil","Bahia","Serra das Almas, lower NE slopes of the Pico das Almas, ca. 25 km WNW of the Vila do Rio de Contas.","-41.95","-13.55","1500","1500",NA,"Small tree to 4m. Leaves dark green, glossy above, grey beneath with rusty hairs. Fruit pale green.; Sandstone, metamorphic and quartzite rock outcrops with associated marsh and damp flushes.","IPA0027477",NA,NA,NA,NA,"1979","-41.95","-13.55",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-02-15 11:45:47-02","IPA","IPA","32607","S","Plantae","Plantae",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Wurdack, J.J.","Harley, R.M.","22809","1980","05","30","Southern America","Brasil","Bahia","summit of Morro do Chapéu, ca. 8km SW of the town of Morro do Chapéu to the west of the road to Utinga.","-41.2","-11.583333","1000","1000",NA,"Shrub to 1,5m. Leaves dark green above, greyish-buff beneath, with younger leaves creamy-buff beneath with rusty longitudinal veine. Fruit young, greenish.; Sandstone rocks, with open sand in flatter areas. Open scrub in exposed sites","IPA0032607",NA,"Morro do Chapéu",NA,NA,NA,"-41.2","-11.583333",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-03-22 12:20:58-03","IPA","IPA","81920","S","Plantae","Plantae",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldemberg, R.","Cano, O.; et al.; et al.","918","2007","07","29","Southern America","Brasil","Bahia","Chapada Diamantina, Aguiar do Brejo, antes de Ibicoara em estrada à esquerda.","-41.306667","-13.454167",NA,NA,NA,"Arbusto ca. 2m de altura; caule piloso ferrugíneo.; Cerrado / Mata","IPA0081920",NA,"Ibicoara",NA,NA,"2010","-41.306667","-13.454167","08","05",NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:18:22-03","UFV","VIC","8555","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana",NA,NA,"s.n.","1983","04","01",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,"Arboreto em rochas ate 80 cm.","VIC008555","VIC008555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0025189","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","R. Goldenberg","G. Hatschbach","42867","1980","3","22",NA,"Brazil","Minas Gerais","Serra do Pipiri (Mun. Grão Mogol) Minas Gerais, Brazil","-42.9","-16.5667","1100",NA,NA,"PMC-DPP 004; Arbusto, 3m, verso da folha amarelo-ocre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-20 10:19:22-03","UNICAMP","UEC","139181","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Cândido, CP","Cândido, CP; Martins, AB; Belinello, R; Silva, ED; Rodrigues, KF","116","2003","12","08",NA,"Brazil","Minas Gerais","Serra do Cabral, próximo ao cultivo de Pinus","-44.391111","-17.6575","1127","1127",NA,"Arbusto, 2 m. Cerrado alto.","UEC071973","UEC071973","Joaquim Felício",NA,NA,"2003","-44.391111","-17.6575","11",NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:19:22-03","UNICAMP","UEC","104305","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R","Harley, RM; Pirani, JR; Stannard, BL; Cordeiro, I; Kameyama, C","24565","1987","02","21",NA,"Brazil","Bahia","Pico das Almas",NA,NA,"1400","1400",NA,"fruto, Arvoreta de cerca de 4,0 m de altura. Folhas discolores, verde-escuro brilhante na face superior, ocráceo-ferrugíneas na face inferior, na orla de capoeira. Inflorescência e ramos novos ocráceos a ferrugíneos. Frutos imaturos ve","UEC071974","UEC071974",NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
