"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","class","relatedCatalogItem","imagecode","verbatimLongitude","verbatimLatitude","previousCatalogNumber","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","infraspecificEpithet","minimumElevationInMeters","individualCount","typeStatus","maximumElevationInMeters"
"11","2019-08-20 10:11:54-03","UNICAMP","UEC","7404","S","Plantae","Magnoliopsida",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Miotto, STS","Hatschbach, G","39174","1976","11","08",NA,"Brazil","Paraná","Balsa Nova","Campina da Cascavel, Campo arenoso.","-49.6356010437012","-25.5839004516602",NA,"Erva, flores amarelas, nervuras vermelhas.","UEC150435",NA,NA,"UEC150435",NA,NA,NA,"27346","auto","1990","11",NA,NA,NA,NA,NA,NA,NA
"12","2019-08-20 10:11:54-03","UNICAMP","UEC","7405","S","Plantae","Magnoliopsida",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Miotto, STS","Hatschbach, G","6417","1959","11","08",NA,"Brazil","Paraná","Lapa","Rio Passa Dois, De campo limpo, junto a Ruellia, desmanthus, oxalis.","-49.7158012390137","-25.7696990966797",NA,"Erva decumbente; flor amarela com estrias vinosas.","UEC150436",NA,NA,"UEC150436",NA,NA,NA,"49965","auto","1990","11",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-16 17:51:58-03","UCS","HUCS","06972","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Hatschbach, G.","Cordeiro, J.","647","1989","10","11",NA,"Brasil","Paraná","Palmeira","Córrego das Antas","-50.0064010620117","-25.4293994903564",NA,"Campo limpo",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-25 12:11:52-03","UFSM","SMDB","3742","S","Plantae",NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Machado, LAZ","Machado, LAZ; et al.","s.n.","1991","01","16",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Á 32 km ao Norte","-50.5835990905762","-29.4480991363525",NA,NA,"SMDB003742",NA,NA,NA,NA,NA,NA,"76715","auto","1992","07","25",NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:25:11-03","MBM","MBM","429055","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Iganci, J.","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2187","2013","12","10","Southern America","Brazil","Paraná","Palmeira","Estrada Rural","-49.938472","-25.4775",NA,"Subarbusto, prostrado, 50 cm, flores amarelas, frutos imaturos verdes, campo sujo em barranco a beira da estrada.; Campos Gerais.","MBM429055",NA,NA,NA,"-49.938472","-25.4775",NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:25:11-03","MBM","MBM","60716","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Hatschbach, G.","Hatschbach, G.","39174",NA,NA,NA,"Southern America","Brazil","Paraná","Balsa Nova","Campina da Cascavel","-49.6356010437012","-25.5839004516602",NA,NA,"MBM060716",NA,NA,"MBM060716",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:25:11-03","MBM","MBM","52904","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Burkart, A.","Hatschbach, G.","6417","1959","11","08","Southern America","Brazil","Paraná","Lapa","Rio Passa Dois","-49.7158012390137","-25.7696990966797",NA,NA,"MBM052904",NA,NA,"MBM052904",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:25:11-03","MBM","MBM","21867","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Hatschbach, G.","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","28229","1971","12","04","Southern America","Brazil","Paraná","Palmas","Rio Chopim","-51.9906005859375","-26.4841995239258",NA,NA,"MBM021867",NA,NA,"MBM021867",NA,NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:25:11-03","MBM","MBM","131787","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart",NA,"Hatschbach, G.; Cordeiro, J.; Silva, J.M.; Cordeiro, J.; Silva, J.M.","647",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Córrego das Antas","-50.0064010620117","-25.4293994903564",NA,NA,"MBM131787",NA,NA,"MBM131787",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:25:11-03","MBM","MBM","24753","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Hatschbach, G.","Hatschbach, G.","30860","1972","11","29","Southern America","Brazil","Paraná","Palmeira","Invernada Rincão de Cima","-50.0064010620117","-25.4293994903564",NA,NA,"MBM024753",NA,NA,"MBM024753",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:25:11-03","MBM","MBM","44215","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Miotto, S.T.S.","Pereira, E.","3117",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM044215",NA,NA,"MBM044215",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-10-28 12:19:44-02","MNHN","RECOLNAT_MNHN_P","P00758422","PreservedSpecimen",NA,NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Miotto","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758422' target='other'> <mi>dwc_moreinfo</mi></a>","P00758422",NA,NA,"P00758422_01",NA,NA,NA,NA,NA,NA,NA,NA,"s.n. 1091",NA,NA,NA,NA,NA
"23","2019-04-25 14:01:41-03","MNHN","RECOLNAT_MNHN_P","P00758424","PreservedSpecimen",NA,NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Burkart","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758424' target='other'> <mi>dwc_moreinfo</mi></a>","P00758424",NA,NA,"P00758424_01",NA,NA,NA,NA,NA,NA,NA,NA,"s.n. 1091",NA,NA,NA,NA,NA
"24","2021-02-11 17:18:55-03","UFPR","UPCB","18890","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Hatschbach, G.","Cordeiro, J.","647","1989","10","11",NA,"Brasil","Paraná","Palmeira","Córrego das Antas","-50.0064010620117","-25.4293994903564",NA,"Erva prostrada, flor amarela com nervuras vermelhas. Campo limpo, seco..",NA,NA,NA,NA,NA,NA,NA,"35166","auto","1989","01","01",NA,NA,NA,NA,NA,NA
"25","2021-02-11 17:18:55-03","UFPR","UPCB","7423","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Burkart, A.","Hatschbach, G.","15021","1966","10","19",NA,"Brasil","Paraná","Palmas","Santa Barbara","-51.9906005859375","-26.4841995239258",NA,"Erva decumbente, flor amarela com nervuras purpuras. Campo limpo..",NA,NA,NA,NA,NA,NA,NA,"46666","auto","1969","01",NA,NA,NA,NA,NA,NA,NA
"26","2009-07-09 17:05:00-03","MO","MOBOT","2456760","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Burkart, A.","Gert G. Hatschbach","Hatschbach 6417","1959","11","8","South America","Brazil","Paraná",NA,"Lapa. Río Passa Dois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","2811158","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","G. Hatschbach","Gert G. Hatschbach","Hatschbach 39174","1979","5",NA,"South America","Brazil","Paraná",NA,"Campina da Cascavel (mun. Balsa Nova) Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","2811674","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Adesmia","psoraleoides","Adesmia psoraleoides glabrata","Benth.",NA,"Per Dusén","Dusén 15572","1914","10","8","South America","Brazil","Paraná",NA,"Serrinha, in campo graminoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glabrata","840.00000000",NA,NA,NA
"29","2020-08-31 09:15:24-03","INPA","INPA","88043","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Adesmia","paranensis","Adesmia paranensis","Burkart","Hatschbach, GG","Hatschbach, GG","39174","1976","11","08","Southern America","Brasil","Paraná","Balsa Nova","Campina de Cascavel.","-49.6356010437012","-25.5839004516602",NA,NA,"INPA0088043",NA,NA,"INPA0088043 INPA0088043_e",NA,NA,NA,"27346","auto","1979","05",NA,NA,NA,NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","1280181","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart",NA,"P. K. Dusén","7322","1908","12",NA,"South America","Brazil","Paraná",NA,"Serrinha, in campo graminoso",NA,NA,NA,NA,"US02047172","Dicotyledonae",NA,"US02047172_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"31","2020-09-12 05:00:02-03","US","US","2509124","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart",NA,"G. Hatschbach","6417","1959","11","8","South America","Brazil","Paraná",NA,"Mun Lapa, Rio Passa Dois",NA,NA,NA,NA,"US02047171","Dicotyledonae",NA,"US02047171_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"900","1",NA,NA
"32","2020-09-12 05:00:02-03","US","US","3172749","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart",NA,"J. Cordeiro & J. M. Silva","647","1989","10","11","South America","Brazil","Paraná",NA,"Córrego das Antas (mun Palmeira)",NA,NA,NA,NA,"US02047170","Dicotyledonae",NA,"US02047170_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"33","2020-09-02 16:26:38-03","Cenargen","CEN","19351","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Adesmia","paranensis","Adesmia paranensis","Burkart","S. T. S. Miotto","José Francisco Montenegro Valls","11123","1987","11","21",NA,"Brasil","PR","PALMEIRA","Encosta de coxilha ao longo do rio Papagaio junto a ponte velha na estrada Curitiba - Irati","-50.0064010620117","-25.4293994903564","Exsicatas",NA,"CEN00019351",NA,NA,"CEN00019351",NA,NA,NA,"35166","auto","1990","11",NA,NA,NA,NA,"2",NA,NA
"34","2019-11-13 11:21:23-03","USP","SPF","19445","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Adesmia","paranensis","Adesmia paranensis","Burkart","Hatschbach, G","Hatschbach, G","39174","1976","11","08",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,"SPF00019445",NA,NA,NA,NA,NA,NA,"27346","auto","1979","05",NA,NA,NA,NA,NA,NA,NA
"35","2020-07-23 12:06:56-03","CEPLAC","CEPEC","64509","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis",NA,"A. Burkart","G. Hatschbach","1637","1949","02","04",NA,"Brasil","Paraná","campo largo","Rio dos Papagaios.","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,"Isótipo",NA
"36","2020-07-23 12:06:56-03","CEPLAC","CEPEC","48594","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis",NA,"G. Hatschbach","J. Cordeiro","647","1989","10","11",NA,"Brasil","Paraná","PALMEIRA","Corrego das Antas.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"30/12/1989",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-01 14:58:13-03","UnB","UB","140734","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Hatschbach, G","Silva, JM","4484","2005","11","10","Southern America","Brasil","Paraná ","Palmeira","Capela Nossa Senhora das Pedras","-50.0064010620117","-25.4293994903564",NA,"Flor amarela.; Ascendente.; Campo limpo, seco",NA,NA,NA,NA,NA,NA,NA,"35166","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-09-11 17:09:50-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Adesmia","psoraleoides","Adesmia psoraleoides glabrata","Benth.",NA,"Saint-Hilaire, AFCP","s.n",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"In campis prope Registro de Curitiba, prov. S. Pauli.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glabrata",NA,NA,NA,NA
"39","2021-02-08 12:41:20-03","UFRGS","ICN","172236","S","Plantae","Dicotyledon",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Iganci, JRV","Iganci, JRV","614","2009","01","14","América do Sul","Brasil","SC","Herciliópolis","BR 153, km 53, Local com cultivo de maçãs e borda de Pinus nas d",NA,NA,NA,"Frequente nesta região. Flores avermelhadas. Entre ca. 40 cm de altura.","ICN00019292",NA,NA,"ICN00019292",NA,NA,NA,NA,NA,"2009","01","14",NA,NA,"716",NA,NA,"716"
"40","2021-02-08 12:41:20-03","UFRGS","ICN","172237","S","Plantae","Dicotyledon",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Iganci, JRV","Iganci, JRV","615","2009","01","14","América do Sul","Brasil","SC","Herciliópolis","BR 153, km 53, Local com cultivo de maçãs e borda de Pinus nas d",NA,NA,NA,NA,"ICN00019293",NA,NA,"ICN00019293",NA,NA,NA,NA,NA,"2009","01","14",NA,NA,"716",NA,NA,"716"
"41","2021-02-08 12:41:20-03","UFRGS","ICN","172238","S","Plantae","Dicotyledon",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Iganci, JRV","Iganci, JRV","616","2009","01","14","América do Sul","Brasil","SC","Herciliópolis","BR 153, km 53, Local com cultivo de maçãs e borda de Pinus nas d",NA,NA,NA,NA,"ICN00019296",NA,NA,"ICN00019296",NA,NA,NA,NA,NA,"2009","01","14",NA,NA,"716",NA,NA,"716"
"42","2021-02-08 12:41:20-03","UFRGS","ICN","172239","S","Plantae","Dicotyledon",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Iganci, JRV","Iganci, JRV","617","2009","01","14","América do Sul","Brasil","SC","Herciliópolis","BR 153, km 53, Local com cultivo de maçãs e borda de Pinus.",NA,NA,NA,NA,"ICN00019295",NA,NA,"ICN00019295",NA,NA,NA,NA,NA,"2009","01","14",NA,NA,"716",NA,NA,"716"
"43","2021-02-08 12:41:20-03","UFRGS","ICN","172240","S","Plantae","Dicotyledon",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Iganci, JRV","Iganci, JRV","618","2009","01","14","América do Sul","Brasil","SC","Herciliópolis","BR 153, km 53, Local com cultivo de maçãs e borda de Pinus nas d",NA,NA,NA,NA,"ICN00019294",NA,NA,"ICN00019294",NA,NA,NA,NA,NA,"2009","01","14",NA,NA,"716",NA,NA,"716"
"44","2021-02-08 12:41:20-03","UFRGS","ICN","092975","S","Plantae","Dicotyledon",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Miotto, STS","Valls, JFM; Gomes; Silva","11246","1987","11","26","América do Sul","Brasil","PR","Castro","1,8Km a sudeste de Tronco, ao longo da rodovia Ponta Grossa - Jaguariaíva","-50.0119018554688","-24.7910995483398",NA,"Flor amarelo-alaranjada; Campo brejoso em vale raso, entre coxilhas. solo turfoso","ICN00019297",NA,NA,"ICN00019297 ICN00019297_1",NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 12:41:20-03","UFRGS","ICN","120448","S","Plantae","Dicotyledon",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Miotto, STS","Miotto, STS","1605","1997","11","26","América do Sul","Brasil","PR","Palmeira","em direção a Porto Amazonas 5 km depois do trevo","-50.0064010620117","-25.4293994903564",NA,NA,"ICN00019299",NA,NA,"ICN00019299 ICN00019299_1",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 12:41:20-03","UFRGS","ICN","136091","S","Plantae","Dicotyledon",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Miotto, STS","Ribas, OS","2817","1998","11","02","América do Sul","Brasil","PR","Ventania","Lagoinha de Cima","-50.2428016662598","-24.2458000183105",NA,"Erva procumbente; flores amarelas; Campo cerrado","ICN00019298",NA,NA,"ICN00019298 ICN00019298_1",NA,NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-08 12:41:20-03","UFRGS","ICN","092974","S","Plantae","Dicotyledon",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart",NA,"Valls, JFM; Gomes; Silva","11485","1987","12","02","América do Sul","Brasil","SC","Água Doce","400m ao sul do entroncamento para Caçador e para Herciliópolis na estrada de Terra Horizonte (PR) a Herciliópolis (SC)","-51.5560989379883","-26.9978008270264",NA,"Erva; Barranco dominado por caraguatás e gramíneas altas; solo arenoso e pedregoso, muito friável.","ICN00019289",NA,NA,"ICN00019289",NA,NA,NA,"52743","auto",NA,NA,NA,NA,NA,"1244",NA,NA,"1244"
"48","2021-02-08 12:41:20-03","UFRGS","ICN","092976","S","Plantae","Dicotyledon",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Miotto, STS","Valls, JFM; Boldrini, II","10607","1986","11","29","América do Sul","Brasil","SC","Água Doce","6,4Km a noroeste de Herciliópolis, ao longo da estrada Água Doce BR 153 (SC -452)","-51.5560989379883","-26.9978008270264",NA,"Ocasional; Campo com pomares de macieira e capões; solo turfoso da faixa de domínio","ICN00019300",NA,NA,"ICN00019300 ICN00019300_1",NA,NA,NA,"52743","auto",NA,NA,NA,NA,NA,"1244",NA,NA,"1244"
"49","2021-02-08 12:41:20-03","UFRGS","ICN","172368","S","Plantae","Dicotyledon",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Iganci, JRV","Iganci, JRV; Heiden, G","781","2011","01","11","América do Sul","Brasil","SC","Água Doce","estrada para a BR 152, na margem da estrada.","-51.5560989379883","-26.9978008270264",NA,"Planta sublenhosa, procumbente, com folhas amarelas. Pouco frequente, em vegetação alterada.","ICN00019290",NA,NA,"ICN00019290",NA,NA,NA,"52743","auto",NA,NA,NA,NA,NA,"1244",NA,NA,"1244"
"50","2021-02-08 12:41:20-03","UFRGS","ICN","172364","S","Plantae","Dicotyledon",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burkart","Iganci, JRV","Iganci, JRV; Heiden, G","777","2011","01","11","América do Sul","Brasil","SC","Água Doce","Estrada para a BR 152, na margem da estrada.","-51.5560989379883","-26.9978008270264",NA,"Planta sublenhosa, procumbente, com folhas amarelas. Pouco frequente, em vegetação alterada.","ICN00019291",NA,NA,"ICN00019291",NA,NA,NA,"52743","auto",NA,NA,NA,NA,NA,"1244",NA,NA,"1244"
"51","2020-08-26 10:48:48-03","MCN-FZBRS","HAS","24363A","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Adesmia","paranensis","Adesmia paranensis","Burk.","Martins, A.F.","Abruzzi, M.L.","1594a","1988","11",NA,NA,"Brasil","Rio Grande do Sul","Itaara","Reserva Biológica do Ibicuí-Mirim","-53.7647018432617","-29.6096992492676",NA,"Erva apoiante, flores amarelas com estrias castanhas, face dorsal do estandarte castanha. Em campo sujo, seco, alterado e pedregoso","HAS024363A",NA,NA,NA,NA,NA,NA,"17818","auto","2000","09","22",NA,NA,NA,NA,NA,NA
