"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"94","2020-12-11 11:32:53-03","UFMG","BHCB","57196","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Velten, SB; Fonseca, CC","s.n.","2001","05","15","Southern America","Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,"Plantas do Brasil.; Árvore.; Solo arenoso.","BHCB051711",NA,NA,"Serra do Cipó, Próximo ao Chapéu de Sol.",NA,NA,"26557","auto",NA,NA,"2009","03",NA,NA,NA,NA,NA,NA,NA
"95","2021-01-21 16:09:00-03","MO","MOBOT","101245019","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","C.F.P. Martius","Martius s.n.","1818","6",NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"fide Loeuille et al.","in planitie altâ ad Piedade Villam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype",NA,"1",NA,NA
"96","2012-06-07 16:55:00-03","MO","MOBOT","3324404","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","N.F.F. MacLeish","MacLeish 280",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Nanda F. F. Macleish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2009-08-21 07:09:00-03","MO","MOBOT","3324706","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Elsa M. Zardini","Zardini 79","1978","7","23","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"N. Macleish","Cristalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2013-01-13 21:58:00-02","MO","MOBOT","3325348","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","V.F. Ferreira|Gerald L. Smith|John G. Stutts|N.F.F. MacLeish","Ferreira 717","1980","10","7","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Nanda F. F. MacLeish","Mun Conceicao de Mato Dentro, 2 km from Chapeu do Sul, Serra do Cipo Campo rupestre with Compositea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-08-31 08:52:56-03","INPA","INPA","172271","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Leitão Filho, HF","21821","1989","07","04","Southern America","Brasil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"INPA0172271","INPA0172271 INPA0172271_e INPA0172271_e1","Calago, K","A 15 km. N da cidade. Cerrado.",NA,NA,"101169","auto",NA,NA,"2002","11",NA,NA,NA,NA,NA,NA,NA
"100","2019-06-10 10:10:16-03","FZB-BH","BHZB","11540","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus",NA,"Silva,L.V.C.","1446","2016","06","15",NA,"Brasil","MG","Confins","-43.9827995300293","-19.6324996948242",NA,"com duplicata. Doação de duplicata para Herbário HUFU em outubro 2018. <ll>dwc_commonname:</ll> candeia branca",NA,NA,NA,"Sítio Aeroportuário de Confins.","827","827","6260","auto","43 °57' 8,8''","19° 39' 8,9''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-06-10 10:10:16-03","FZB-BH","BHZB","11541","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus",NA,"Silva,L.V.C.","1447","2016","06","15",NA,"Brasil","MG","Confins","-43.9827995300293","-19.6324996948242",NA,"unicata <ll>dwc_commonname:</ll> candeia branca",NA,NA,NA,"Sítio Aeroportuário de Confins.","827","827","6260","auto","43 °57' 8,8''","19° 39' 8,9''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-09-12 05:00:02-03","US","US","3089983","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","H. Schumacher","1093","1981","9","6","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01636068","US01636068_01",NA,"Between BR 116 and Diamantina, 46 km from Novo Cruzeiro, shortly after intersection to Setubinha","700",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"103","2020-09-12 05:00:02-03","US","US","3497901","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","N. F. F. MacLeish & et al.","718","1980","10","7","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01636069","US01636069_01",NA,"Mun. Conceicão de Mato Dentro, 2 km from Chapeu do Sol, Serra do Cipo",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"104","2020-09-12 05:00:02-03","US","US","3668529","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","V. C. Souza, J. Souza, G. O. Romão, A. O. Araujo & S. I. Elias","25801","2001","7","12","South America - Neotropics","Brazil","Minas Gerais",NA,"-42.9283","-16.7244",NA,NA,"US01636065","US01636065_01",NA,"Município de Cristália. Morro da Antena de Televisão","1200",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"105","2020-09-12 05:00:02-03","US","US","3653913","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","N. Roque & A. Quaresma","3744","2012","9","26","South America - Neotropics","Brazil","Minas Gerais",NA,"-43.3028","-18.3906",NA,NA,"US01951658","US01951658_01",NA,"Planalto Diamantina, Serra Azul de Minas, Parque Estadual do Pico do Itambe. Trilha para a Cochoeira do Rio Vermelho","1182",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"106","2020-09-12 05:00:02-03","US","US","3497897","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","V. F. Ferreira, G. L. Smith, J. G. Stutts & N. F. F. MacLeish","717","1980","10","7","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01636070","US01636070_01",NA,"Mun. Conceicão de Mato Dentro, 2 km from Chapeu do Sol, Serra do Cipo",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"107","2020-09-12 05:00:02-03","US","US","3497637","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","H. Schumacher","1107","1981","9","6","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01636074","US01636074_01",NA,"Between BR 116 and Diamantina, 80 km from Novo Cruzeiro","1000",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"108","2020-09-12 05:00:02-03","US","US","3678947","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","A. Gándara, M. L. Guedes, N. Roque & L. Campos","10","2014","8","5","South America","Brazil","Bahia",NA,"-42.5467","-14.7528",NA,NA,"US01325478","US01325478_01",NA,"Licinio de Almeida, Serra Geral, Pedra Preta","963",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"109","2020-09-12 05:00:02-03","US","US","3497634","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","H. Schumacher","1095","1981","9","6","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01636066","US01636066_01",NA,"Between BR 116 and Diamantina, 46 km from Novo Cruzeiro, shortly after intersection to Setubinha","700",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"110","2020-09-12 05:00:02-03","US","US","3406242","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","67962","1998","7","17","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01636076","US01636076_01",NA,"Grão Mogol, estrada para Josenópolis",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"111","2020-09-12 05:00:02-03","US","US","3089984","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","V. F. Ferreira, G. L. Smith, J. G. Stutts & N. F. F. MacLeish","702","1980","10","4","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01636064","US01636064_01",NA,"14 km northeast of Diamantina towards Mendanha on Estrada 367","1370",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"112","2020-09-12 05:00:02-03","US","US","3497640","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","H. Schumacher","1115","1981","9","6","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01636073","US01636073_01",NA,"Between BR 116 and Diamantina, 28 km from Itamarandiba","800",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"113","2020-09-12 05:00:02-03","US","US","3497645","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","H. Schumacher","1103","1981","9","6","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01636075","US01636075_01",NA,"Between BR 116 and Diamantina, 71 km from Novo Cruzeiro, left at eucalyptus nursery","1000",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"114","2020-09-12 05:00:02-03","US","US","3396159","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","A. Salino","4791","1999","6","11","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01636071","US01636071_01",NA,"São Gonçalo do Rio Preto, Parque Estadual do Rio Preto",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"115","2020-09-12 05:00:02-03","US","US","3676090","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","B. Loeuille, P. Gonella, M. Lusa, I. Franco & A. Quaresma","531","2010","8","10","South America","Brazil","Minas Gerais",NA,"-43.6259","-18.1979",NA,NA,"US01311661","US01311661_01",NA,"Diamantina: Parque Estadual do Biribiri, 4 km antes da vila.","1141",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"116","2020-09-12 05:00:02-03","US","US","3497651","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","H. Schumacher","1096","1981","9","6","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01636072","US01636072_01",NA,"Between BR 116 and Diamantina, 46 km from Novo Cruzeiro, shortly after intersection to Setubinha","700",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"117","2020-09-02 16:21:15-03","Cenargen","CEN","113354","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Yolanda Xavier da Cruz Neres","10","2018","08","08",NA,"Brasil","MG","RIO PARDO DE MINAS","-42.409444","-15.348611","Exsicatas",NA,"CEN00113354","CEN00113354","J. B. Bringel","Chapada onde foi cultivado Eucalipto.",NA,NA,NA,NA,"-42.409444","-15.348611","2020","02",NA,NA,NA,NA,"3",NA,NA
"118","2020-09-02 16:21:15-03","Cenargen","CEN","109531","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Vinícius Castro Souza","40844","2017","07","19",NA,"Brasil","BA","PINDAI","-42.687198638916","-14.4925003051758","Exsicatas","Capítulos roxos. Doação Universidade de São Paulo- Escola Superior de Agricultura Luiz de Queiroz Herbário ESA 139984","CEN00109531",NA,"V. C. Souza","Cerca de 20 km de Pindaí em direção a Brejinho das Ametistas, próximo à usina Eólica. (-14453443; -42546742)",NA,NA,"22802","auto",NA,NA,"2017","07",NA,NA,NA,NA,"1",NA,NA
"119","2020-09-02 16:21:15-03","Cenargen","CEN","97349","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Anderson Cássio Sevilha","5117","2008","12","13",NA,"Brasil","MG","RIO PARDO DE MINAS","-42.597222","-15.9325","Exsicatas","Capítulos secos, enegrecidos.","CEN00097349","CEN00097349","A. C. Servilha","PN 6 - 341. Parcela da fitossociologia.","925","925",NA,NA,"-42.597222","-15.9325","2008","12",NA,NA,NA,NA,"3",NA,NA
"120","2020-09-02 16:21:15-03","Cenargen","CEN","109379","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Vinícius Castro Souza","40734","2017","07","16",NA,"Brasil","MG","SANTANA DO RIACHO","-43.7144012451172","-19.1688995361328","Exsicatas","Invólucro com brácteas arroxeadas. Doação Universidade de São Paulo- Escola Superior de Agricultura Luiz de Queiroz Herbário ESA 139874.","CEN00109379","CEN00109379","V. C. Souza","Estrada para Santana do Riacho. ( -19312633; -43626367).","850","850","26557","auto",NA,NA,"2017","07",NA,NA,NA,NA,"1",NA,NA
"121","2019-11-13 11:16:21-03","USP","SPF","214794","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Loeuille, B","552","2011","09","03",NA,"Brasil","Minas Gerais","Santana do Riacho","-43.66525","-19.228361",NA,NA,"SPF00214794",NA,"Loeuille, B","Serra do Cipó","767","767",NA,NA,"-43.66525","-19.228361","2011","09",NA,"02",NA,NA,NA,NA,NA
"122","2019-11-13 11:16:21-03","USP","SPF","214814","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Loeuille, B","531","2010","08","10",NA,"Brasil","Minas Gerais","Diamantina","-43.625861","-18.197917",NA,NA,"SPF00214814",NA,"Loeuille, B","Parque Estadual do Biribiri","1141","1141",NA,NA,"-43.625861","-18.197917","2010","08",NA,NA,NA,NA,NA,NA,NA
"123","2021-03-15 18:25:29-03","USP","SPF","214721","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Ceccantini, GCT","3908","2013","08","13",NA,"Brasil","Minas Gerais","Santana do Riacho","-43.602528","-19.289972",NA,"Altura = 256 cm, CB = 13 cm. Arvoreta com flores velhas. Coleta de madeira.","SPF00214721",NA,"Loeuille, B","Serra do Cipó",NA,NA,NA,NA,"-43.602528","-19.289972","2013","08",NA,"13",NA,NA,NA,NA,NA
"124","2019-10-07 09:11:26-03","UEFS","HUEFS","194935","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Santana, F.A.","41","2011","07","16",NA,"Brasil","Bahia","Licínio de Almeida","-42.564167","-14.47",NA,"Cerrado.","HUEFS0194935",NA,NA,"Serra Geral, estrada de Duas Passagem em direção à comunidade quilombola São Domingos.","954","954",NA,NA,"42W33'51''","14S28'12''",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"125","2019-10-07 09:11:26-03","UEFS","HUEFS","195050","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Santana, F.A.","175","2012","07","19",NA,"Brasil","Bahia","Licínio de Almeida","-42.54","-14.583611",NA,"Caatinga.","HUEFS0195050","HUEFS0195050",NA,"Serra Geral, Riacho Fundo subida p/ Cascarrento.","909","909",NA,NA,"42W32'24''","14S35'1''",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"126","2019-10-07 09:11:26-03","UEFS","HUEFS","195058","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Santana, F.A.","183","2012","07","19",NA,"Brasil","Bahia","Licínio de Almeida","-42.555556","-14.553889",NA,"Cerrado.","HUEFS0195058","HUEFS0195058",NA,"Serra Geral, Cascarrento.","970","970",NA,NA,"42W33'20''","14S33'14''",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"127","2019-10-07 09:11:26-03","UEFS","HUEFS","194926","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Santana, F.A.","32","2011","07","15",NA,"Brasil","Bahia","Licínio de Almeida","-42.5074996948242","-14.6822004318237",NA,"Cerrado.","HUEFS0194926","HUEFS0194926",NA,"Serra Geral, trilha p/ barragem de Tauape.","800","900","31339","auto",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"128","2019-10-07 09:11:26-03","UEFS","HUEFS","194933","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Santana, F.A.","39","2011","07","15",NA,"Brasil","Bahia","Licínio de Almeida","-42.5074996948242","-14.6822004318237",NA,"Cerrado.","HUEFS0194933","HUEFS0194933",NA,"Serra Geral, trilha p/ barragem de Tauape.","800","900","31339","auto",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"129","2020-04-29 16:29:33-03","UFVJM","HDJF","5573","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Chaves, DA; Gonçalves, MF","28B","2013","08","09","Southern America","Brasil","Minas Gerais",NA,"-43.6483","-18.288833",NA,NA,"HDJF005573","HDJF005573_01","Rivera, VL; Bringen, JB","Cadeia do Espinhaço: Cachoeira do Bambá","1267","1267",NA,NA,"-43.6483","-18.288833","2015","11",NA,NA,NA,NA,NA,NA,NA
"130","2020-04-29 16:29:33-03","UFVJM","HDJF","4396","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Faria, JEQ; Otoni, TJO; Grael, CF","6450","2016","08","18","Southern America","Brasil","Minas Gerais","Diamantina","-43.569444","-18.205556",NA,NA,"HDJF004396","HDJF004396_01","Chaves, DA","Campus JK da UFVJM, área do antigo lixão","1396","1396",NA,NA,"-43.569444","-18.205556","2017","06",NA,NA,NA,NA,NA,NA,NA
"131","2020-04-29 16:29:33-03","UFVJM","HDJF","5776","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Chaves, DA; Gonçalves, MF; Duarte, PJ","470","2014","06","21","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","-43.347283","-18.072983",NA,NA,"HDJF005776","HDJF005776_01","Rivera, VL; Bringel, JBA","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 1","909","909",NA,NA,"-43.347283","-18.072983","2015","11",NA,NA,NA,NA,NA,NA,NA
"132","2020-04-29 16:29:33-03","UFVJM","HDJF","5775","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Chaves, DA; Gonçalves, MF; Duarte, PJ","468","2014","06","21","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","-43.346133","-18.103933",NA,NA,"HDJF005775","HDJF005775_01","Rivera, VL; Bringel, JBA","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 1","964","964",NA,NA,"-43.346133","-18.103933","2015","11",NA,NA,NA,NA,NA,NA,NA
"133","2019-01-25 15:38:49-02","IAC","IAC","7899","S","Plantae",NA,NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","(DC.) Sch.Bip.","A.P. Viégas","s/nº","1945","06","30",NA,"Brasil","Minas Gerais","Belo Horizonte","-43.9378","-19.9208",NA,"Semelhante a V.polyanthes",NA,NA,"J.M.F. Toledo","Vila Chloris",NA,NA,NA,NA,"-43.9378","-19.9208","1945","12",NA,"03",NA,NA,NA,NA,NA
"134","2020-07-23 11:59:06-03","CEPLAC","CEPEC","42626","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus",NA,"N. F. F. MacLeish","717","1980","11","09",NA,"Brasil","Minas Gerais","CONCEIÇÃO DO MATO DENTRO","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,"N. F. F. MacLeish","2Km para Chapéu do Sol, Serra do Cipó.",NA,NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1982",NA
"135","2020-09-22 13:48:28-03","USP","SPFW","6359","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Ceccantini, G.C.T. Loeuille, B.; Altobelli, N.A.","3908","2013","08","13",NA,"Brasil","Minas Gerais","Santana do Riacho","-43.602528","-19.289972",NA,NA,NA,NA,NA,"Serra do Cipó",NA,NA,NA,NA,"43º36'09,1''W","19º17'23,9S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-11-12 16:58:20-03","UEL","FUEL","32209","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Souza, VC; Souza, JP; Romão, GO; Araújo, AO; Elias, SI","25801","2001","07","12",NA,"Brasil","Minas Gerais","Cristália","-42.928333","-16.724444",NA,NA,NA,NA,"Loeuille, B","Morro da Antena de Televisão.","1200","1200",NA,NA,"-42.928333","-16.724444","2013","09",NA,NA,NA,NA,NA,NA,NA
"137","2019-11-01 14:53:51-03","UnB","UB","207432","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Chaves, DA; Gonçalves, MF; Duarte, PJ","486","2014","06","22","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","-43.336967","-18.082183",NA,"Cerrado Típico/Complexo Rupestre",NA,NA,"Rivera, VL; Bringel, JBA","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 1","797","797",NA,NA,"-43.336967","-18.082183","2015","11",NA,NA,NA,NA,NA,NA,NA
"138","2019-11-01 14:53:51-03","UnB","UB","167783","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Proença, CEB; Harris, SA","3877","2011","08","24","Southern America","Brasil","Minas Gerais","Diamantina","-43.3964","-17.893983",NA,"Projeto Reflora - Subprojeto Refazendo o caminho de Gardner; Arbusto 2m; aquênios em maturação com papus creme; Cerrado com afloramentos rochosos",NA,NA,"Bringel, JBA","Entre Olhos d'Água e Diamantina","885","885",NA,NA,"-43.3964","-17.893983","2011","09",NA,NA,NA,NA,NA,NA,NA
"139","2019-11-01 14:53:51-03","UnB","UB","206974","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Chaves, DA; Gonçalves, MF","28B","2013","08","09","Southern America","Brasil","Minas Gerais",NA,"-43.6483","-18.288833",NA,"Complexo Rupestre",NA,NA,"Rivera, VL; Bringen, JB","Cadeia do Espinhaço: Cachoeira do Bambá","1267","1267",NA,NA,"-43.6483","-18.288833","2015","11",NA,NA,NA,NA,NA,NA,NA
"140","2019-11-01 14:53:51-03","UnB","UB","206987","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Chaves, DA","41","2013","08","14","Southern America","Brasil","Minas Gerais",NA,"-43.92625","-18.58455",NA,"Complexo Rupestre",NA,NA,"Rivera, VL; Bringel, JBA","Cadeia do Espinhaço: Gouveia sentido Curvelo","1192","1192",NA,NA,"-43.92625","-18.58455","2015","11",NA,NA,NA,NA,NA,NA,NA
"141","2019-11-01 14:53:51-03","UnB","UB","207414","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Chaves, DA; Gonçalves, MF; Duarte, PJ","468","2014","06","21","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","-43.346133","-18.103933",NA,"Cerrado Típico/Complexo Rupestre",NA,NA,"Rivera, VL; Bringel, JBA","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 1","964","964",NA,NA,"-43.346133","-18.103933","2015","11",NA,NA,NA,NA,NA,NA,NA
"142","2019-11-01 14:53:51-03","UnB","UB","207416","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Chaves, DA; Gonçalves, MF; Duarte, PJ","470","2014","06","21","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","-43.347283","-18.072983",NA,"Cerrado Típico/Complexo Rupestre",NA,NA,"Rivera, VL; Bringel, JBA","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 1","909","909",NA,NA,"-43.347283","-18.072983","2015","11",NA,NA,NA,NA,NA,NA,NA
"143","2019-11-01 14:53:51-03","UnB","UB","45443","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Ferreira, VF; Smith, GL; Shutts, JG; MacLeish, NFF","702","1980","10","04","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Leaves and inflorescences restricted to ends of branches.; Shrub; Margin of campo rupestre and secondary woods.",NA,NA,"Loeuille, B","14km northeast of Diamantina towards Mendanha on estrada 367","1370","1370",NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA
