"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-30 12:35:11-03","EAO","IAN","123189","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","Sch.Bip.","Irwin, HS; Grear Jr., JW; Grear Jr., JW","14802","1966","04","14","Southern America","Brasil","Bahia",NA,NA,NA,NA,"Shrub ca. 1.5m tall.","IAN123189",NA,"Barroso, GM","In bud. Cerrado, near Rio Piau, ca. 150km SW of Barreiras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:35:11-03","EAO","IAN","93648","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","Sch.Bip.","Glaziou, AFM","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"IAN093648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:35:11-03","EAO","IAN","148305","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","Sch.Bip.","Silva, NT da","3716",NA,NA,NA,"Southern America","Brasil","Bahia","Itabuna","-39.2803001403809","-14.7855997085571",NA,"Árvore de 8m; flor branca.","IAN148305",NA,NA,NA,NA,NA,"30592","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:35:11-03","EAO","IAN","120083","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","Sch.Bip.","Belém, RP","1845","1965","10","06","Southern America","Brasil","Bahia","Maraú","-39.0147018432617","-14.103099822998",NA,"Arbusto de 1-2m de altura; flores velhas.","IAN120083",NA,"Barroso, GM","Restinga.",NA,NA,"47076","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:35:11-03","EAO","IAN","13871","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","Sch.Bip.","Magalhães, MG","958","1941","07","18","Southern America","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,"Arbusto de 1,80m de altura; flores violaceas. Pouco frequente.","IAN013871","IAN013871 IAN013871_e","Barreto, M","Cerrado, Serra do Taguaril.",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:10:26-03","UFBA","ALCB","106094","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Roque, N; Quaresma, AS","3744","2012","09","26","Southern America","Brasil","Minas Gerais","Serra Azul de Minas","-43.302778","-18.390556",NA,"ca. 4m alt., folhas discolores. Brácteas involucrais verde-cinéras, corola lilás, pápus róseo. Formigas como visitantes florais.",NA,NA,NA,"Parque Estadual do Pico do Itambé. Após a Cachoeira do Rio Vermelho","1182","1182",NA,NA,"-43.302778","-18.390556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:10:26-03","UFBA","ALCB","115478","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Roque, N; Guedes, ML; Gandara, A; Campos, L","4403","2014","08","05","Southern America","Brasil","Bahia","Licínio de Almeida","-42.571944","-14.743333",NA,"ca. 2 m de altura, folhas dicolores, brácteas involucrais verdes, flores passadas, papus alvo.",NA,NA,"Marques, D","Serra geral, Estrada Urandi-Licínio de Almeida (Saco da Onça).",NA,NA,NA,NA,"-42.571944","-14.743333","2014","10",NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:10:26-03","UFBA","ALCB","101286","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Miranda, ES","01","2005","08","19","Southern America","Brasil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,"Flor roxa, cheiro característico, folhas esverdeadas, pequenos frutos.",NA,NA,"Loeuille, B","Parque Estadual do Biribiri","1385","1385","101169","auto",NA,NA,"2010","02",NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:10:26-03","UFBA","ALCB","108575","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Roque, N; Santana, FA; Borges, RL; Oliveira, GR de; Stadnik, A","3604","2012","07","19","Southern America","Brasil","Bahia","Licínio de Almeida","-42.539722","-14.585833",NA,"ca. 3,5m alt. Folhas discolores. Brácteas involucrais verdes com ápice vináceo. Corola lilás passando a alvas.",NA,NA,"Santana, FA","Riacho Fundo subida para o Cascarrento.","909","909",NA,NA,"-42.539722","-14.585833","2012","07",NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:10:26-03","UFBA","ALCB","108581","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Roque, N; Santana, FA; Borges, RL; Oliveira, GR de; Stadnik, A","3621","2012","07","19","Southern America","Brasil","Bahia","Licínio de Almeida","-42.555278","-14.553611",NA,"ca. 5m alt. Folhas discolores. Brácteas involucrais verdes. Corola lilás passando a alvas. Pápus vináceo.",NA,NA,"Santana, FA","Cascarrento.","977","977",NA,NA,"-42.555278","-14.553611","2012","07",NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:10:26-03","UFBA","ALCB","115462","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Roque, N; Guedes, ML; Gandara, A; Campos, L","4387","2014","08","05","Southern America","Brasil","Bahia","Licínio de Almeida","-42.546667","-14.752778",NA,"até 2,5 m de altura, folhas discolores, brácteas involucrais verdes, corola lilás e papus vináceo.",NA,NA,"Roque, N","Serra geral, Pedra Preta.",NA,NA,NA,NA,"-42.546667","-14.752778","2014","08",NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:10:26-03","UFBA","ALCB","115464","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Roque, N; Guedes, ML; Gandara, A; Campos, L","4389","2014","08","05","Southern America","Brasil","Bahia","Licínio de Almeida","-42.546667","-14.752778",NA,"até 2,5 m de altura, folhas discolores, brácteas involucrais verdes, corola lilás e papus vináceo.",NA,NA,"Roque, N","Serra geral, Pedra Preta.",NA,NA,NA,NA,"-42.546667","-14.752778","2014","08",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:10:26-03","UFBA","ALCB","120802","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Gandara, A; Guedes, ML; Roque, N; Campos, L","10","2014","08","05","Southern America","Brasil","Bahia","Licínio de Almeida","-42.546667","-14.752778",NA,"até 2,5m. Folhas discolores, brácteas involucrais verdes, corola lilás e pápus vináceo.","ALCB006886","ALCB006886","Gandara, A","Serra Geral, Pedra Preta.","963","963",NA,NA,"-42.546667","-14.752778","2015","09",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:10:26-03","UFBA","ALCB","108504","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Roque, N; Alves, M; Santana, FA; Hurbath, F; Crestani, A","3198","2011","07","16","Southern America","Brasil","Bahia","Licínio de Almeida","-42.563889","-14.469722",NA,"até 3,0m alt. Folhas discolores, face abaxial cinérea. Brácteas involucrais verdes. Flores lilases passando a alvas, pápus lilás.",NA,NA,"Santana, FA","Serra Geral. Tauape pela BR Licínio-Caculé, em direção ao povoado de Duas passagem sentido à comunidade quilombola São Domingos.","954","954",NA,NA,"-42.563889","-14.469722","2011","08",NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:10:26-03","UFBA","ALCB","108502","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Roque, N; Alves, M; Santana, FA; Hurbath, F; Crestani, A","3189","2011","07","15","Southern America","Brasil","Bahia","Licínio de Almeida","-42.5074996948242","-14.6822004318237",NA,"ca. 3,0m alt. Folhas discolores, face abaxial arg~entea. Brácteas involucrais verdes. Corola e pápus lilases.",NA,NA,"Santana, FA","Serra Geral.Trilha para a Barragem de Tauape.",NA,NA,"31339","auto",NA,NA,"2011","08",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:10:26-03","UFBA","ALCB","108495","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Roque, N; Alves, M; Santana, FA; Hurbath, F; Crestani, A","3173","2011","07","15","Southern America","Brasil","Bahia","Licínio de Almeida","-42.5074996948242","-14.6822004318237",NA,"ca 4m alt. Folhas discolores. Brácteas involucrais verdes. Flores róseas. Pápus creme.",NA,NA,"Santana, FA","Serra Geral. Trilha para Barragem de Tauape.",NA,NA,"31339","auto",NA,NA,"2011","08",NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:10:26-03","UFBA","ALCB","101286","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Miranda, ES","1","2005","08","19","Southern America","Brasil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,"flor roxa; cheiro característico; folhas esverdeadas; pequenos frutos; colhido no cerrado.; Solo arenoso.",NA,NA,"Loeuille, B","Parque Estadual do Biribiri.","1385","1385","101169","auto",NA,NA,"2010","02",NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:10:26-03","UFBA","ALCB","022869","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Silva, FCF da","51","1981","07","23","Southern America","Brasil","Minas Gerais","Florestal","-44.4324989318848","-19.8894004821777",NA,"inflorescência arroxeada",NA,NA,"Loeuille, B",NA,NA,NA,"14026","auto",NA,NA,"2011","12",NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 08:52:00-03","NBC","NL-BOTANY","WAG.1427162","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","Sch.Bip.","Hatschbach GG",NA,"1978","07","23","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1427162 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1427162","NL-WAG1427162",NA,"Cristalia, Minas Gerais.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:01:40-03","ESALQ","ESA","120602","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) McLeish","Delfini, C.","170.0","2012","05","01",NA,"Brasil","Minas Gerais","Santana do Riacho","-43.60081","-19.30081",NA,"Subarbusto, ca. 50cm alt., capítulos brancos.","ESA120602","ESA120602","Loeuille, B.","Parque Nacional da Serra do Cipó, rodovia MG 10, km 107, proximidades da pousada Chapéu do Sol.","1047","1047",NA,NA,"-43.60081","-19.30081","2015",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:01:40-03","ESALQ","ESA","126449","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus",NA,"Marques, D.","451.0","1905","07","04",NA,"Brasil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"ESA126449","ESA126449","Marques, D.",NA,NA,NA,"101169","auto",NA,NA,"1905","07",NA,"04",NA,NA,NA,NA,NA
"32","2020-11-04 10:55:07-03","ESALQ","ESA","139984","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus",NA,"Souza, V.C.","40844.0","2017","07","19",NA,"Brasil","Bahia","Pindaí","-42.687198638916","-14.4925003051758",NA,"Arvoreta, ca. 2,5 m alt.; capítulos roxos.","ESA139984",NA,"Souza, V.C.","Cerca de 20 km de Pindaí em direção a Brejinho das Ametistas, próximo à Usina Eólica. Cerrado.",NA,NA,"22802","auto","-42,546,742","-14,453,443","2017","07",NA,"20",NA,NA,NA,NA,NA
"33","2020-11-04 11:01:40-03","ESALQ","ESA","74089","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus",NA,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Elias, S.I.","25838.0","2001","07","13",NA,"Brasil","Minas Gerais","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,"Arbusto, ca. 2 m alt.; invólucro com ápice vinho; flores róseas.","ESA074089","ESA074089","Loeuille, B.","Estrada para Virgem da Lapa, ca. 2 km de Grão Mogol (próximo à antena de televisão). 16o33'39S, 42o52'32W. 900 m.s.m. Campo rupestre com cerrado adjacente.",NA,NA,"67219","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 10:55:07-03","ESALQ","ESA","139874","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Souza, V.C.","40734.0","2017","07","16",NA,"Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,"Arvoreta, ca. 2,5 m alt.; invólucro com brácteas arroxeadas; flores róseas.","ESA139874",NA,"Souza, V.C.","Distrito de Cardeal Mota, estrada para Santana do Riacho. Cerrado pedregoso.","850","850","26557","auto","-43,626,367","-19,312,633","2017","07",NA,"16",NA,NA,NA,NA,NA
"35","2020-11-04 11:01:40-03","ESALQ","ESA","74052","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.; Elias, S.I.","25801.0","2001","07","12",NA,"Brasil","Minas Gerais","Cristália","-42.8622016906738","-16.8003005981445",NA,"Arbusto, ca. 2 m alt.; flores róseas. Cerrado.","ESA074052",NA,"Loeuille, B.","Morro da Antena de Televisão. 16o43'28S, 42o55'42W. 1200 m.s.m. Afloramento rochoso com cerrado adjacente.","1200","1200","30029","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:34:11-02","IPA","IPA","80662","S","Plantae","Plantae",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Bautista, H.P.; Ortiz, S.; Ortiz, S.","2661","1998","09","18","Southern America","Brasil","Minas Gerais","Salinas","-42.2902984619141","-16.1702995300293",NA,"Árvore ca. 4m de altura, flores lilás, papus avermelhado. Abundante.; Área de geleiras (tilitos), cerrado/ caatinga.","IPA0080662","IPA0080662","Loeuille, B.","Km 340,5 da BR-252.",NA,NA,"46111","auto",NA,NA,"2007","09",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-27 13:46:17-03","UFS","ASE","38621","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Bautista, HP","2661","1998","09","18","Southern America","Brasil","Minas Gerais","Salinas","-42.2637","-16.151",NA,"Árvore, 4m de altura, flores lilás, papus avermelhado. Abundante. Area de geleiras (tilitos).; Cerrado/Caatinga","ASE0040059",NA,NA,"Km 340,5 da BR-252","650","650",NA,NA,"-42.2637","-16.151","1998","09",NA,NA,NA,NA,NA,NA,NA
"38","2020-02-10 17:50:21-03","UNICAMP","UEC","126531","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, LD","250","2002","07","24",NA,"Brazil","Minas Gerais","Juramento","-43.54","-16.975",NA,"Arbusto até 2,0 m, flores lilases.","UEC072890","UEC072890","Loeuille, BFP","estrada para Itacambira, 5 km depois de Pau d'óleo.",NA,NA,NA,NA,"-43.54","-16.975","2013",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:24:09-03","UNICAMP","UEC","128863","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Pirani, JR; Silva, TRS; et al.","13365","1990","09","05",NA,"Brazil","Minas Gerais","Grão Mogol","-42.816667","-16.533333",NA,"Arbusto 1m alt, heliófilo, invólucro cinéreo, flor alvo-arroxeada, papus róseo; Cerrado, solo arenoso-pedregoso","UEC123913","UEC123913","Loeuille, BFP","Estrada para o Rio Rentania","900","900",NA,NA,"-42.816667","-16.533333","2013",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:24:09-03","UNICAMP","UEC","175610","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Marques, D; Araújo, IM; Franco, IM; Silva, R","484","2012","06","28",NA,"Brazil","Minas Gerais","Diamantina","-43.586361","-18.144028",NA,"Arvoreta, ca. 2.5m, brácteas involucrais verdes, corola roxa, anteras brancas, estilete roxo, pápus avermelhado; Cerrado","UEC029475","UEC029475","Marques, D","P.E. Biribiri, Campo do Thiago - Próximo ao Candeial, beira da estrada para a Mata de Rivalino","1207","1207",NA,NA,"-43.586361","-18.144028","2012","10",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:24:09-03","UNICAMP","UEC","180917","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Souza, VC; Souza, J de P; Romão, GO; Araújo, AO; Elias, SI","25801","2001","07","12",NA,"Brazil","Minas Gerais","Cristália","-42.928333","-16.724444",NA,"Arbusto ca. 2m, flores róseas; Cerrado; afloramento rochoso com cerrado adjacente","UEC123912","UEC123912","Loeuille, BFP","Morro da antena de televisão","1200","1200",NA,NA,"-42.928333","-16.724444","2013","09",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:24:09-03","UNICAMP","UEC","201960","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Purgato, NCS; Carli, BF; Guillen, ACM; Silva, BGR; Vergilio, R; Carvalho, ABF","41","2017","04","30",NA,"Brazil","Minas Gerais","Jaboticatubas","-43.621944","-19.393889",NA,"arbusto, pétalas brancas.","UEC163401","UEC163401",NA,"Parque Nacional da Serra do Cipó, Trilha do Capão.",NA,NA,NA,NA,"-43.621944","-19.393889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:24:09-03","UNICAMP","UEC","44008","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Zappi, DC; Mello-Silva, R; et al.","43797","1986","07","24",NA,"Brazil","Minas Gerais","Grão Mogol","-42.816667","-16.533333",NA,"Arvoreta de 3m alt., flores lilases passando a brancas, botões vermelho-vináceos; Próximo a grandes rochas","UEC124907","UEC124907","Loeuille, BFP","Vale do Rio das Mortes, a oeste da cidade","880","880",NA,NA,"-42.816667","-16.533333","2013",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-25 09:27:02-03","UNICAMP","UEC","80464","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Carvalho, MG; Silva, ST","343","1991","07","17",NA,"Brazil","Minas Gerais","Cristália","-42.875806","-16.680389",NA,"Arbóreo.","UEC069284","UEC069284","Loeuille, BFP","Fazenda Cabral, Cerrado.",NA,NA,NA,NA,"-42.875806","-16.680389","2011",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:24:09-03","UNICAMP","UEC","196039","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Folli, DA","6191","2008","08","13",NA,"Brazil","Bahia","Caravelas","-39.2658004760742","-17.7318992614746",NA,"Arbóreo, terrestre, flor rosa, botão rosa, seiva incolor, descamação ausente, fuste cilíndrico, casca áspera, altura total 3,0, altura fuste 2m, CAP fuste 18, Diâmetro copa 3.","UEC038039","UEC038039","Semir, J; Volet, DP","Candeia da Bahia. Jueirana à Caravelas. UTM 445130 e 8048738","42","42","106553","auto",NA,NA,"2017","03",NA,NA,NA,NA,NA,NA,NA
