"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"413","2018-04-26 15:49:18-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Guglieri, A; Caporal, FJM","290","2009","09","17","Brazil","Mato Grosso do Sul","Sidrolândia","-54.966667","-20.916667","-54.966667","-20.916667","CONV019963,26989",NA,"Staples, G","2016","05",NA,"Fazenda Nova Esperança, Fazenda Nova Esperança. Interior da voçoroca.",NA,NA,"Erva. Flor violácea.; Pastagem cultivada com voçorocamento.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"CGMS (26989)","voucher",NA,NA,NA
"414","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Mizoguchi, K","1550","1977","04","02","Brazil","São Paulo","Ibyuna Mcpio.",NA,NA,NA,NA,"CONV009592",NA,"Austin, DF","2009",NA,NA,"Mun. de Ibyuna, by the lakeside; SW 72 km from Sao Paulo;",NA,NA,"not usbgn or fuzzy; compare with 1548",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Trinta, ZA; Fromm, E","713","1964","04","19","Brazil","Minas Gerais",NA,"-43.35","-21.44","-43.35","-21.44","CONV011269",NA,"Austin, DF","1978",NA,NA,"Valadares, Brazil: Minas Gerais, Governador Valadares.",NA,NA,"usbgn",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2018-04-26 14:54:13-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Correia, C","21",NA,NA,NA,"Brazil","Bahia","Campo Alegre de Lourdes","-43.201389","-9.440556","-43.201389","-9.440556","CONV017136",NA,NA,NA,NA,NA,"Comunidade Pitomba",NA,NA,"Trepadeira volúvel. Folhas membranáceas. Flores cálice verde, corola rosa claro externamente, internamente à base rosa vivo e base da corola rosa claro, estames rosas. Fruto imaturo verde.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"46696","voucher",NA,NA,NA
"417","2018-04-26 14:54:13-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Cano, O","835",NA,NA,NA,"Brazil","Pernambuco","Buíque","-37.190556","-8.553611","-37.190556","-8.553611","CONV017999",NA,"Wood, JRI","2014",NA,NA,"Vale do Cantimbau, Na estrada em di",NA,NA,"PPBIO; Erva volúvel enramando sobre cerca. Flores brancas, botões pilosos.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"137694","voucher",NA,NA,NA
"418","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Sidney","254",NA,NA,NA,"Brazil","Goiás","Xavantina",NA,NA,NA,NA,"CONV017989",NA,"Wood, JRI","2014",NA,NA,"A 86 Km de Xavantina na estrada do",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"120372","voucher",NA,NA,NA
"419","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Reitz, PR","3449","1950","03","07","Brazil","Santa Catarina",NA,"-49.13","-28.3","-49.13","-28.3","CONV011271",NA,"Austin, DF","1978",NA,NA,"Azambuja, Brazil: Azambuja, Brusque, S. Cat.",NA,NA,"usbgn",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2018-04-26 14:54:13-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Glaziou, AFM","13003",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"CONV011270",NA,"Austin, DF","1978",NA,NA,"Brazil: Minas Prov.",NA,NA,"not in usbgn or fuzzy",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Roldao, MH","6316",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,"CONV018374",NA,"Ferreira, PPA",NA,NA,NA,"Taquarituba. Bairro dos Nunes",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"178319","voucher",NA,NA,NA
"422","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Vasconcelos, LV","610",NA,NA,NA,"Brazil","Bahia","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,"CONV017628",NA,NA,NA,NA,NA,"Monte Tabor atrás do Hotel Serra do",NA,NA,"Trepadeira. Folhas membranáceas, glabras, discolores, face adaxial verde-escuro e face abaxial verde. Cálice verde-escuro, corola rosa, anteras e gineceu alvos.; Presença de látex.",NA,NA,"Southern America",NA,NA,NA,"62396","auto",NA,"215021","voucher",NA,NA,NA
"423","2018-04-26 14:54:13-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Machado, RF","287",NA,NA,NA,"Brazil","Bahia","São Gabriel","-41.9118995666504","-11.2292003631592",NA,NA,"CONV018113",NA,"Vasconcelos, LV",NA,NA,NA,"Estrada para a Bunina, São Gabriel",NA,NA,"Trepadeira com ap.2m de alt. Folhas verdes. Flores cor-de-rosa.",NA,NA,"Southern America",NA,NA,NA,"57869","auto",NA,"147999","voucher",NA,NA,NA
"424","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Santos, ER; Pereira, CB","360","2006","04","25","Brazil","Tocantins","Palmas","-48.3602981567383","-10.2128000259399",NA,NA,"CONV015219",NA,"Moreira, ALC","2014","11","14","Sub-bacia Ribeirão São João. Em frente ao prédio da UNITINSAGO - CCA.",NA,NA,"Liana. Flor de cálice verde e corola roxa; Borda de cerradão",NA,NA,"Southern America",NA,NA,NA,"62375","auto",NA,NA,NA,NA,NA,NA
"425","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Mizoguchi, K","1848","1977","04","02","Brazil","São Paulo","Ibyuna Mcpio.",NA,NA,NA,NA,"CONV009593",NA,"Austin, DF","2009",NA,NA,"Mun. de Ibiuna by the lakeside, SW 72 km from Sao Paulo.",NA,NA,"not usbgn or fuzzy",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Eiten, G; Eiten, LT","4330","1962","04","19","Brazil","Maranhão","Lorêto","-41.4947","-2.4515","-41.4947","-2.4515","CONV011267",NA,"Austin, DF","1978",NA,NA,"Rio Parnaíba, Brazil; State of Maranhão; Municipio de Lorêto, Ilha de Balsas region, between the Rios Balsas and Parnaiba, secondary gallery forest of low trees & tall shrubs at head of brook.",NA,NA,"usbgn",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2018-04-26 14:54:13-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Carvalho, DM","414",NA,NA,NA,"Brazil","Bahia","Feira de Santana","-38.883333","-12.366667","-38.883333","-12.366667","CONV018031",NA,"Wood, JRI","2014",NA,NA,"Humildes - Chacára Bocaiúvas, Humildes",NA,NA,"Herbácea. Flor capanulada de cor lilás.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"191621","voucher",NA,NA,NA
"428","2018-04-26 15:49:18-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Cunha, SA","30","2009","02","11","Brazil","Mato Grosso do Sul","Anastácio","-55.65","-20.77","-55.65","-20.77","CONV019975,28671",NA,"Staples, G","2016","05",NA,"Assentamento Monjolinho, Lote 77, Assentamento Monjolinho. Lote 77.",NA,NA,"Dissertação de Mestrado - Biologia Vegetal. &nf;Coordenadas originais 20°77'S 55°65'W.; Liana, 1,50 m de altura. Flor roxa.; Cerrado antropizado.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"CGMS (28671)","voucher",NA,NA,NA
"429","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Silva, JS; Santos, JS","314","2007","09","18","Brazil","Pernambuco","Aguas Belas","-37.119167","-9.113611","-37.119167","-9.113611","CONV018688",NA,"Staples, G","2016","06","27","Sitio Boqueirão, Caatinga. Solo argilos amarronzado. PE: Aguas Belas, Sítio Boqueirão.",NA,NA,"many Boqueirão in Pernambuco; coordinates for Aguas Belas; Trepadeira. Flores com corola esbranquiçada e cálice esverdeado. Estames esbranquiçados.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"PEUFR49946","voucher",NA,NA,NA
"430","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Proença, CEB; Silva Júnior, MC; Turma de Botânica de Campo","4313","2013","01","16","Brazil","Goiás","Paraúna","-50.635278","-16.985833","-50.635278","-16.985833","CONV015081",NA,NA,NA,NA,NA,"RPPN (Reserva Particular do Patrimônio Natural) Serra das Galés (Parque Estadual de Paraúna). Ponto 2",NA,NA,"Trepadeira. Flor lilás; Cerrado",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2018-04-26 15:49:18-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Damasceno-Junior, GA; Bueno, ML; Pereira, M; Monteiro, AS; Silva, J","500","2008","04","02","Brazil","Mato Grosso do Sul","Caarapó","-55.112423","-22.598963","-55.112423","-22.598963","CONV020238,52522",NA,"Staples, G","2016","05",NA,"Fazenda Campanário, Fazenda Campanário.",NA,NA,"Trepadeira. Flor roxa.; Floresta estacional semidecidual submontana.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"CGMS (52522)","voucher",NA,NA,NA
"432","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Trinta, ZA; Fromm, E","726","1964","04","19","Brazil","Minas Gerais",NA,"-43.35","-21.44","-43.35","-21.44","CONV011268",NA,"Austin, DF","1978",NA,NA,"Valadares, Brazil: Minas Gerais, Governador Valadares.",NA,NA,"usbgn",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2018-04-26 14:54:13-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Mamede, MCH","131",NA,NA,NA,"Brazil","Ceará","Sobral","-40.35","-3.7","-40.35","-3.7","CONV017972",NA,"Wood, JRI","2014",NA,NA,"Embrapa Caprinos",NA,NA,"Projeto IMSEAR",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"67400","voucher",NA,NA,NA
"434","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Staples, G; Buril, MT; Delgado Junior, GC; G.C.; Nepomuceno, SC","1687","2015","05","21","Brazil","Bahia","Palmeiras Mcpio.","-41.512222","-12.437778","-41.512222","-12.437778","CONV018784",NA,"Staples, G; Buril, MT","2016","05","27","BR-242, km 340-341, Roadside, among grasses. BR-242 at ca Km 340-341.",NA,NA,"Herbaceous twiner 1-2 m long; flowers open 9 AM, corolla 10-12 mm long, pale purple; sepal margins ciliate; fruits ripening dark brown, hairy. &nf;+ leaf in silica + fruits for Felipe",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2018-04-26 14:54:13-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Carvalho, DM","231",NA,NA,NA,"Brazil","Bahia","Feira de Santana","-38.883333","-12.366667","-38.883333","-12.366667","CONV018028",NA,"Wood, JRI","2014",NA,NA,"Humildes - Chacára Bocaiúvas, Humildes",NA,NA,"Herbácea. Flor campanulada de cor lilás.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"191569","voucher",NA,NA,NA
"436","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Regnell, AF","III192p.p.",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"CONV000291",NA,"Staples, G","2010","05","20","Caldas, ad Caldas.",NA,NA,NA,NA,NA,"Southern America",NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA
"437","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Queiroz, RT","1035",NA,NA,NA,"Brazil","Rio Grande do Norte","Serrinha dos Pintos","-37.940278","-6.120833","-37.940278","-6.120833","CONV018535",NA,"Queiroz, RT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"213208","voucher",NA,NA,NA
"438","2018-04-26 14:54:13-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Hatschbach, G","14346",NA,NA,NA,"Brazil","Paraná","São Carlos do Ivai","-52.4757995605469","-23.315299987793",NA,NA,"CONV017992",NA,"Wood, JRI","2014",NA,NA,"Rio Ivai",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"17334","auto",NA,"146774","voucher",NA,NA,NA
"439","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Pinheiro, K","189",NA,NA,NA,"Brazil","Pernambuco","Mirandiba","-38.718611","-8.059722","-38.718611","-8.059722","CONV018469",NA,"Simão-Bianchini, R; Vasconcelos, LV","2012",NA,NA,"Serra do Tigre",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"123978","voucher",NA,NA,NA
"440","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Irwin, HS; Grear Junior, JW; Souza, R; Santos, RR","15869","1966","05","15","Brazil","Distrito Federal",NA,NA,NA,NA,NA,"CONV014558",NA,"Simão-Bianchini, R; Vasconcelos, LV","2011","02","24","Ca. 30km NE of Brasília",NA,NA,"Twining herb 4m. Corolla lavender-purple, red-violet at base.; Gallery forest and adjacent cerrado",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Queiroz, LP de","10225",NA,NA,NA,"Brazil","Bahia","Barreiras","-45.069167","-12.115278","-45.069167","-12.115278","CONV018454",NA,"Simão-Bianchini, R; Vasconcelos, LV","2012",NA,NA,"ca. 7,0 Km de Barreiras na BA - 020",NA,NA,"Trepadeira volúvel, latescente, látex escasso, branco. Folhas papiráceas. Flores com corola creme-rosada com fauce purpúrea.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"95027","voucher",NA,NA,NA
"442","2018-04-26 14:54:14-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Melo, E","7760",NA,NA,NA,"Brazil","Rio Grande do Sul","Santo Antônio das Missões","-55.611944","-28.576389","-55.611944","-28.576389","CONV018484",NA,"Simão-Bianchini, R; Vasconcelos, LV","2012",NA,NA,NA,NA,NA,"Trepadeira. Folhas membranáceas. Flores lilases.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"159702","voucher",NA,NA,NA
"443","2018-04-26 14:54:36-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Ackerman","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"CONV000292",NA,"O'Donell, CA","1952","07",NA,"Rio ? (presumably Rio de Janeiro)",NA,NA,NA,NA,NA,"Southern America",NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA
"444","2018-04-26 14:54:34-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Carvalho-Silva, M; Aedo, C; Fernández-Alonso, JL; Amorim, PRF","1538","2012","05","11","Brazil","Minas Gerais",NA,"-43.139444","-20.384444","-43.139444","-20.384444","CONV014872",NA,"Wood, JRI","2013","05","03","Entre Ouro Preto y Ponte Nova, pr. Acaiaca",NA,NA,"flor rosada Plantas colectadas en alcohol; zona arbolada en el borde de camino",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2018-04-26 14:54:34-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Buril, MT","320",NA,NA,NA,"Brazil","Ceará","Brejo Santo","-39.98","-7.49","-39.98","-7.49","CONV018343",NA,"Buril, MT",NA,NA,NA,"BR-116",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"214405","voucher",NA,NA,NA
"446","2018-04-26 14:54:34-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Carvalho-Silva, M; Aedo, C; Fernández-Alonso, JL; Amorim, PRF","1538","2012","05","11","Brazil","Minas Gerais",NA,"-43.139444","-20.384444","-43.139444","-20.384444","CONV014871",NA,"Wood, JRI","2013","05","03","Entre Ouro Preto y Ponte Nova, pr. Acaiaca",NA,NA,"flor rosada Plantas colectadas en alcohol; zona arbolada en el borde de camino",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2018-04-26 14:54:34-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Teles, AM; Radel, G; Galeão, P","126","2003","05","14","Brazil","Distrito Federal","Brasília","-47.887778","-15.744444","-47.887778","-15.744444","CONV013644",NA,"Wood, JRI","2013","04","30","Parque Olhos D'Água.",NA,NA,"Erva 0,7m. Flor lilás Erva prostrada ca. 0,7m. Flores lilás.; Cerrado perturbado.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2018-04-26 14:54:34-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Fonsêca, SG","254","1967","08","02","Brazil","Mato Grosso",NA,NA,NA,NA,NA,"CONV013891",NA,"Simão-Bianchini, R",NA,NA,NA,"86km de Nova Xavantina para Cachimbo",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2018-04-26 14:54:34-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Ratter, JA","1404","1968","05","12","Brazil","Mato Grosso",NA,NA,NA,NA,NA,"CONV014077",NA,"Incógnito",NA,NA,NA,"290 Km N de Xavantina",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2018-04-26 14:54:36-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Ramalho, CL; Caires, CS; Mendes, VC","5","2002","01","09","Brazil","Distrito Federal","Distrito Federal","-47.7","-15.533333","-47.7","-15.533333","CONV013616",NA,"Simão-Bianchini, R",NA,NA,NA,"A 1 km da Fazenda Monjolo, A 1 km da Fazenda Monjolo",NA,NA,"Trepadeira.. Flor lilás Volúvel.; .",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2018-04-26 14:54:36-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Ramalho, CL; Caires, CS; Mendes, VC","5","2002","01","09","Brazil","Distrito Federal","Distrito Federal","-47.7","-15.533333","-47.7","-15.533333","CONV018597",NA,"Simão-Bianchini, R",NA,NA,NA,"A 1 km da Fazenda Monjolo, A 1 km da Fazenda Monjolo",NA,NA,"Trepadeira.. Flor lilás Volúvel.; .",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"HUEFS83849","voucher",NA,NA,NA
"452","2018-04-26 14:54:34-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Heringer, EP","11650","1968","04","15","Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"CONV013774",NA,"Simão-Bianchini, R",NA,NA,NA,"Estação Experimental de Biologia da Universidade de Brasília",NA,NA,"Flor róseas; .",NA,NA,"Southern America",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"453","2021-03-04 11:04:59-03","UFRB","HURB","22897","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Jesus, R.J.A.; Oliveira, A.N. & Oliveira, A.C.","49","2018","03","27","Brasil","Bahia","Cruz das Almas","-39.1018981933594","-12.6700000762939",NA,NA,"HURB000022897",NA,NA,NA,NA,NA,"Fazenda Experimental;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA,NA,NA
"454","2021-03-04 11:04:59-03","UFRB","HURB","22924","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Jesus, R.J.A.; Oliveira, A.N. & Oliveira, A.C.","76","2018","09","08","Brasil","Bahia","Cruz das Almas","-39.1018981933594","-12.6700000762939",NA,NA,"HURB000022924",NA,NA,NA,NA,NA,"Fazenda Experimental;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA,NA,NA
"455","2021-03-04 11:05:00-03","UFRB","HURB","24370","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Jesus, R.J.A.","122","2019","04","05","Brasil","Bahia","São Felix","-38.9721984863281","-12.604700088501",NA,NA,"HURB000024370",NA,NA,NA,NA,NA,"Área alagada do Parque da Cidade;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15190","auto",NA,NA,NA,NA,NA,NA
"456","2020-06-15 15:30:05-03","UNESP-RC","HRCB","20320","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Leitão Filho, H.F.","s.n","1995","02","13","Brasil","São Paulo",NA,"-47.916583","-25.0205","47º54'59.7W","25º01'13,8S",NA,NA,"Bianchini, R.S.",NA,NA,NA,"Estrada Sete Barras para S. Miguel Arcanjo",NA,NA,"Liana, flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2020-06-15 15:30:05-03","UNESP-RC","HRCB","3103","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Rodrigues, S.D.","s.n","1983","03","22","Brasil","São Paulo","Botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,"Simão-Bianchini, R.","1997","05","07","Sub distrito de Botucatu",NA,NA,"Arbusto com flores verdes esbranquiçadas",NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA
"458","2020-06-15 15:30:05-03","UNESP-RC","HRCB","55478","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Lombardi","8524","2011","04","26","Brasil","São Paulo","São Lourenço da Serra","-46.939998626709","-23.8500003814697",NA,NA,NA,NA,"Saka, M.N.","2012","03",NA,"Reserva Particular do Patrimônio Natural Paiol Maria",NA,NA,"Liana, folhas papiráceas, cálice verde, corola lilás, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,"10031","auto",NA,NA,NA,NA,NA,NA
"459","2020-06-15 15:30:05-03","UNESP-RC","HRCB","51105","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Santos, L.B.","180","2009","04","23","Brasil","São Paulo","Botucatu","-46.511111","-22.8375","46º30'40W","22º50'15S",NA,NA,"Santos, L.B.","2009","09",NA,"Parque Ecológico da Pavuna","750","750","Volúvel, corola rosa, frutos marrons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2020-06-15 15:30:05-03","UNESP-RC","HRCB","35533","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Picchi, D.G.","102","2002","03","19","Brasil","São Paulo","Rio Claro","-47.499444",NA,"47º29'58W","22º21'18,7S",NA,NA,"Kojima, R.K.","2018","08","22","Faz. São José (borda da mata)",NA,NA,"Liana volúvel; corola rosada e cálice verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
