"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","continentOcean","relatedCatalogItem","barcode","imagecode","fieldNumber","preparationType","typeStatus","previousCatalogNumber"
"11","2019-08-20 10:00:49-03","UNICAMP","UEC","116144","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","Meneguzzo, TEC","2015",NA,NA,"Pansarin, ER","701","2000","02","17","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,"17840",NA,NA,NA,NA,"auto",NA,NA,"UEC001849","UEC001849",NA,NA,NA,NA
"12","2020-04-27 16:10:56-03","UFES","VIES","19273","S","Plantae",NA,NA,NA,"Orchidaceae","Aurinocidium","harrisonianum","Aurinocidium harrisonianum","(Lindl.) Romowicz & Szlach.","Krahl, A.H.","2009","03","29","Krahl, A.H.","190","2009","03","29","Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama.","-41.1128005981445","-20.8488998413086",NA,NA,"35694",NA,NA,NA,NA,"auto",NA,NA,"VIES019273","VIES019273",NA,NA,NA,NA
"13","2020-04-27 16:10:56-03","UFES","VIES","19274","S","Plantae",NA,NA,NA,"Orchidaceae","Aurinocidium","harrisonianum","Aurinocidium harrisonianum","(Lindl.) Romowicz & Szlach.","Krahl, A.H.","2009","03","29","Krahl, A.H.","191","2009","03","29","Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama.","-41.1128005981445","-20.8488998413086",NA,NA,"35694",NA,NA,NA,NA,"auto",NA,NA,"VIES019274","VIES019274",NA,NA,NA,NA
"14","2015-09-16 05:19:41-03","MNHN","RECOLNAT_MNHN_P","P00437276","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Regnell, A.F.",NA,"1867","5","3","Brésil",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437276' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"P00437276","P00437276_01","III 1668","hb",NA,NA
"15","2015-09-16 02:38:38-03","MNHN","RECOLNAT_MNHN_P","P00437536","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.","Chiron",NA,NA,NA,"Miers, J.",NA,"1878","7",NA,"Brésil",NA,NA,"Brésil : Orfan Mts.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437536' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"P00437536","P00437536_01",NA,"hb",NA,NA
"16","2015-09-04 12:19:27-03","MNHN","RECOLNAT_MNHN_P","P00437531","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","pohlianum","Oncidium pohlianum","Cogn.",NA,NA,NA,NA,"Glaziou, A.",NA,"1882","11","30","Brésil",NA,NA,"Sao Christovao",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437531' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"P00437531","P00437531_01 P00437531_02","14304","hb","isotype",NA
"17","2020-10-01 14:26:00-03","JBB","HEPH","21236","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","Meneguzzo, TEC","2014",NA,NA,"Salles, AEH; Moreira, KRS; Azevedo, INC de; Oliveira, MS; Jesus, FPR de; Carvalho, FJ de","3437","2004","11","20","Brasil","Minas Gerais","Araponga","Próximo a Pousada Serra da Água","-42.5208015441895","-20.6667003631592",NA,NA,"16385",NA,NA,NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"18","2020-12-11 11:44:33-03","UFMG","BHCB","199452","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto",NA,"2017","03","07","Cabral, SOF","36","2016","11","22","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planta em cultivo no Museu de História Natural e Jardim Botânico da UFMG número MHNJB02638. Coleta original por Giacomin, L.L número 1422; Sépalas e pétalas amarelas com manchas marrons, labelo amarelo com manchas marrons na base. Col",NA,NA,NA,"BHCB199452",NA,NA,NA,NA,NA
"19","2020-12-11 11:44:33-03","UFMG","BHCB","92666","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto",NA,NA,NA,NA,"Mota, RC da","2787","2005","03","14","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.467028","-20.118722","-43.467028","-20.118722",NA,"1270","1270",NA,"planta coletada em mata de galeria; erva epífita, perianto amarelo com manchas acastanhadas na base, calosidade amarelo-clara. Alas da coluna vinácea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-11 11:44:33-03","UFMG","BHCB","64887","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto",NA,NA,NA,NA,"Lombardi, JA","4496","2001","10","23","Brasil","Minas Gerais","Belo Vale","MG ca. 10km pela estrada que liga BR-040 a Belo Va","-44.0243988037109","-20.4078006744385",NA,NA,"17803","1320","1320",NA,"encosta de mata circundando córrego. Erva epífita, labelo amarelo, calosidade castanha, tépalas amarelas mosqueadas de castanho.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:44:33-03","UFMG","BHCB","67417","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto",NA,NA,NA,NA,"Mota, RC da","1238","2001","02","19","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,NA,"planta coletada em mata de galeria; erva epífita ; flores amarelas.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:44:33-03","UFMG","BHCB","92345","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto",NA,NA,NA,NA,"Mota, RC da","2466","2004","11","15","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,NA,"mata ciliar próximo a Cascatinha, erva epífita; pétalas e sépalas castanho-avermelhadas na região basal e amarelo na região apical, labelo amarelo com calosidade e região basal amarelos com manchas acastanhadas.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"23","2021-02-11 17:20:57-03","UFPR","UPCB","76726","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","Meneguzzo, T.E.C.","2017",NA,NA,"Lombardi, J.A.","9729","2012","12","08","Brasil","Espírito Santo","Santa Teresa","Reserva Santa Lúcia, trilha para o túmulo de Augusto Ruschi, lado esquerdo do rio depois da ponte suspensa.","-40.541","-19.965","-40.541","-19.965",NA,"622","622",NA,"Prensado em álcool, amostra em sílica. Floresta atlântica perturbada. Epífita, tépalas marrons com máculas amarelas, borda do labelo amarela, base rosada, coluna amarela..",NA,NA,NA,"UPCB0033169","UPCB0033169",NA,NA,NA,NA
"24","2014-12-23 14:59:00-02","MO","MOBOT","2835082","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.","G. Pabst, 13 May",NA,NA,NA,"G.E. McClure","McClure 39303","1904","6","16","Brazil",NA,NA,"Cultivated at the Missouri Botanical Garden. From material originally collected in Brazil.",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"25","2009-06-25 21:28:00-03","MO","MOBOT","2835104","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Anonymous","Anonymous s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","13354",NA,"Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","T.E.C. Meneguzzo/2017",NA,NA,NA,"C. N. de Fraga","610","2000","03","21","Brasil","Espírito Santo","Cariacica","Condomínio Rural Cantinho do Céu","-40.534722","-20.280833","40W32'5","20S16'51",NA,NA,NA,NA,"Mata Atlântica de encosta. Epífita, bulbo verde claro, folhas verdes, flores com tépalas de fundo amarelo maculado de castanho, labelo amarelo.",NA,NA,NA,"MBML013354","MBML013354",NA,NA,NA,NA
"27","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","13531",NA,"Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","T.E.C. Meneguzzo/2017",NA,NA,NA,"E. Lagasa","230","1973","02","01","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,NA,NA,"In flower: 19/10/1973 In álcool.",NA,NA,NA,"MBML013531",NA,NA,NA,NA,NA
"28","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","16200",NA,"Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","T.E.C. Meneguzzo/2017",NA,NA,NA,"L. Kollmann; et al","5194","2001","12","12","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,NA,NA,"Epífita caída. Flores amarelas com pintas marrons. Planta herborizada em 04/01/2002.",NA,NA,NA,"MBML016200","MBML016200",NA,NA,NA,NA
"29","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","19024",NA,"Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","T.E.C. Meneguzzo/2017",NA,NA,NA,"R.R. Vervloet; et al","1677","2003","01","09","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,NA,NA,"Epífita, a 4m do solo, flores amarelas com máculas marrom, fundo de vale, dossel 18m.",NA,NA,NA,"MBML019024","MBML019024",NA,NA,NA,NA
"30","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","19153",NA,"Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","T.E.C. Meneguzzo/2017",NA,NA,NA,"A. P. Fontana; et al","408","2002","04","20","Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389","40W36'27","19S55'53",NA,NA,NA,NA,"Florida em 12/12/2002. Epífita, flores com pétalas e sépalas amarelas com máculas marrons, labelo amarelo com calos na base e parte mediana com máculas marrons.",NA,NA,NA,"MBML019153","MBML019153",NA,NA,NA,NA
"31","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","19705",NA,"Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","T.E.C. Meneguzzo/2017",NA,NA,NA,"A. P. Fontana; et al","465","2002","12","31","Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167","40W28'20","19S54'51",NA,NA,NA,NA,"Epífita; pétalas e sépalas amarelas maculadas de marrom, labelo com ápice amarelo com carenas amarelas com manchas amarronzadas.",NA,NA,NA,"MBML019705","MBML019705",NA,NA,NA,NA
"32","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","36665",NA,"Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","T.E.C. Meneguzzo/2017",NA,NA,NA,"U. Zottich","28","2003","02","27","Brasil","Espírito Santo","Santa Teresa","Sítio Canaã","-40.637778","-19.911667","40W38'16","19S54'42",NA,NA,NA,NA,NA,NA,NA,NA,"MBML036665","MBML036665",NA,NA,NA,NA
"33","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","42616",NA,"Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","T.E.C. Meneguzzo/2017",NA,NA,NA,"Chiron","8431","2008",NA,NA,"Brasil","Espírito Santo","São Luis","Pedra Puntuda",NA,NA,NA,NA,NA,NA,NA,NA,"1 inflo",NA,NA,NA,"MBML042616","MBML042616",NA,NA,NA,NA
"34","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","5162",NA,"Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","T.E.C. Meneguzzo/2017",NA,NA,NA,"M. F. dos Santos; D.Loss",NA,"1988","09","25","Brasil","Espírito Santo","Santa Teresa","Propriedade vizinha à Estação Biológica de Santa Lúcia","-40.544167","-19.963889","40W32'39","19S57'50",NA,NA,NA,NA,"Epífita estéril. Mata de encosta. Culta in orquidário. Pétalas e sépalas amareladas com manchas marrons, labelo com pulvimento de pêlos e calosidade no disco, ápice do labelo todo amarelo, material fértil, herborizado em 11/10/1988. in",NA,NA,NA,"MBML005162","MBML005162",NA,NA,NA,NA
"35","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","44569",NA,"Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","T.E.C. Meneguzzo/2017",NA,NA,NA,"J. Freitas","136","2011","07","15","Brasil","Espírito Santo","Santa Maria de Jetibá","São José do Rio Claro. Prop. Alfredo Renok, trilha próxima a caixa d'água.","-40.613944","-20.335175","40W36'50,2","20S20'6,63",NA,NA,NA,NA,"Epífita estéril em árvore caída (trilha pedreira) CULT C.E. MBML",NA,NA,NA,"MBML044569","MBML044569",NA,NA,NA,NA
"36","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","13541",NA,"Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.","L. Kollmann/02-12-1991",NA,NA,NA,"E. Lagasa","229","1973","02","02","Brasil","Espírito Santo","Castelo","Forno Grande","-41.083333","-20.516667","41W5'","20S31'",NA,NA,NA,NA,"In flower: 19/10/1973 In álcool.",NA,NA,NA,"MBML013541",NA,NA,NA,NA,NA
"37","2019-06-10 10:11:22-03","FZB-BH","BHZB","6961","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","auricula","Oncidium auricula",NA,"A.H. Salles","2004","07","26","Salles, A.H.",NA,"2004","07","26","Brasil","MG",NA,"Complexo da Serra do Brigadeiro, Zona da Mata","-42.489444","-20.646667","42W 29' 22","20S 38' 48",NA,NA,NA,NA,"Coord.: UTM 0761597 7714944. Doação do Herbário HELPH 20772-1.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-06-10 10:11:22-03","FZB-BH","BHZB","3167","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisoniannum","Oncidium harrisoniannum",NA,NA,NA,NA,NA,"Ordones, J.","773","2001","02","19","Brasil","MG","Catas Altas","Caraça/ Buraco da Boiada","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-07-09 12:46:45-03","F","FMNH-SEEDPLANTS","V0434252F","PreservedSpecimen","Plantae","Spermatophyta","Monocotyledoneae",NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula",NA,"RRC ID Flag",NA,NA,NA,"G. Hatschbach","9993","1963","3","31","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"V0434252F","V0434252F_01 V0434252F_02","9993",NA,NA,NA
"40","2020-07-23 12:17:19-03","CEPLAC","CEPEC","132774","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula",NA,"T. E. C. Meneguzzo",NA,NA,NA,"P. Leitman","413","2011","09","12","Brasil","Bahia","arataca","Parque Nacional da Serra das Lontras. Trilho do Mirante do Sr. Arthur.","-39.38","-15.204722","39W22'48","15S12'17",NA,NA,NA,NA,NA,NA,NA,"30/12/2014",NA,NA,NA,NA,NA,NA
"41","2016-08-23 09:46:23-03","NHMLondon","NHM-LONDON-BOT","BM000534485","S","Plantae",NA,NA,"Asparagales","Orchidaceae","Oncidium","auricula","Oncidium auricula","(Vell.) Pabst","Thiago Erir Cadete Meneguzzo; Jardim Botanico do Rio de Janeiro; b.1987; Meneguzzo","2014",NA,NA,"Anon.","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,"-42.989594","-22.510275","-42.989594","-22.510275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a type; Possible type","NHMUK:ecatalogue:2475815"
"42","2016-08-23 09:46:23-03","NHMLondon","NHM-LONDON-BOT","BM000923805","S","Plantae",NA,NA,"Asparagales","Orchidaceae","Oncidium","auricula","Oncidium auricula","(Vell.) Pabst","Thiago Erir Cadete Meneguzzo; Jardim Botanico do Rio de Janeiro; b.1987; Meneguzzo","2014",NA,NA,"Anon.","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,"-42.989594","-22.510275","-42.989594","-22.510275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a type; Possible type","NHMUK:ecatalogue:2475816"
"43","2016-08-23 09:45:45-03","NHMLondon","NHM-LONDON-BOT","BM000534486","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.","Thiago Erir Cadete Meneguzzo; Jardim Botanico do Rio de Janeiro; b.1987; Meneguzzo","2014",NA,NA,"George Gardner; b.1812; d.1849; Gardner","639","1837",NA,NA,"Brasil","Rio de Janeiro",NA,NA,"-42.989594","-22.510275","-42.989594","-22.510275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4651922"
"44","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Glaziou, AFM","13304?",NA,NA,NA,"Brazil",NA,NA,"in Brasilia austro-orientali loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,"Floret Novembri - Maio",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Raben, FC","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro","Nova Friburgo","ad Nova Friburgo","-42.5311","-22.2819",NA,NA,"33190",NA,NA,NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Ule, EHG","4948?",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Serra de Macahé altit. 900m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Glaziou, AFM","13304",NA,NA,NA,"Brazil",NA,NA,"in Brasilia austro-orientali loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,"Floret Novembri - Maio",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"48","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in prov. Minas Geraes supra arbores ad Serra da Piedade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Ule, EHG","4948",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Serra de Macahé altit. 900m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
