"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","occurrenceRemarks","infraspecificEpithet","typeStatus","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","663276","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","J. Külkamp","J. G. Jardim","1998","02","04","Brazil","Bahia","Jussari","Rod. Jussari/Palmira. Entrada ca 7.5 km percorrendo mais 1.7 km ate sede da Fazenda Teimoso. Serra do Teimoso. RPPN Serra do Teimoso","-39.58","-15.17",NA,NA,"NY00663276","NY00663276_01","1498","300","450","Magnoliophyta","Malpighiales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=535945' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","246361","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum latifolium","Chodat & Hassl.",NA,"E. Hassler",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,"NY00246361","NY00246361_01","3927",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420381' target='other'> <mi>dwc_moreinfo</mi></a>","latifolium","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:29:28-03","UNESP-IBB","BOTU","1634","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl",NA,"Gottsberger, I.S.","1972","08","10","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999","BOTU001634",NA,"925",NA,NA,NA,NA,NA,NA,"Arbusto, com flores brancas, estames brancos, planta de 1-1,5 m de altura, umbrófila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:47:36-03","NBC","NL-BOTANY","L.2199010","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","gymnadenium","Chiropetalum gymnadenium","(Müll.Arg.) Pax & K.Hoffm.","Smith LB; Klein RM","Smith LB; Klein RM","1957","04","03","Brazil","Santa Catarina",NA,"Mun. Lauro Müller, serra by Rio do Rastro, 21 km W of Lauro Müller",NA,NA,NA,NA,"NL-L2199010","NL-L2199010",NA,NA,NA,NA,"Malpighiales","Southern America",NA,"Rain forest, lower and middle slopes<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2199010 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","L 0024144 | 961290156",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:47:36-03","NBC","NL-BOTANY","L.2199005","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Pedersen TM","Pedersen TM","1982","11","10","Argentina","Corrientes",NA,"Argentina, Prov. Corrientes, Dep. Concepcion, Estancia 'San Justo del Palmar'",NA,NA,NA,NA,"NL-L2199005","NL-L2199005",NA,NA,NA,NA,"Malpighiales","Southern America",NA,"Edge of woodland on low, moist ground<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2199005 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","L 0198202",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:47:36-03","NBC","NL-BOTANY","L.2199006","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.",NA,"Fiebrig K","1903","02","01","Paraguay",NA,NA,NA,NA,NA,NA,NA,"NL-L2199006","NL-L2199006",NA,NA,NA,NA,"Malpighiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2199006 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","L 0024151 | 9101901897",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:47:36-03","NBC","NL-BOTANY","L.2199007","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.",NA,"Hassler E","1913","02","01","Paraguay",NA,NA,NA,NA,NA,NA,NA,"NL-L2199007","NL-L2199007",NA,NA,NA,NA,"Malpighiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2199007 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","L 0024152 | 922591030",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:47:36-03","NBC","NL-BOTANY","U.1279184","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.",NA,"Pedersen TM","1952","04","28","Argentina",NA,NA,"Estancia 'Santa Teresa', Dep Mburucuya. Prov. Corrientes.",NA,NA,NA,NA,"NL-U1279184","NL-U1279184",NA,NA,NA,NA,"Malpighiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1279184 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-07-02 14:01:42-03","JBP","HPL","13841","S","Plantae","Euphorbiaceae","Chiropetalum","gymnadenium","Chiropetalum gymnadenium","(M6ull. Arg.) Pax & K. Hoffm.","I. Cordeiro","W. Hoehne","1944","04","23","Brasil","SP","Serra Negra",NA,"-46.7","-22.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","01","01","12188","auto",NA,NA,NA
"20","2019-08-27 13:28:59-03","IAP","PACA-AGP","48181","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","gymnadenium","Chiropetalum gymnadenium","(Müll. Arg.) Pax & K. Hoffm.","Emrich-Rambo","Emrich, K.","1949","11",NA,"Brasil","RS","Iraí","ad fl. Uruguai","-53.2505989074707","-27.1935997009277",NA,NA,"PACA048181",NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"Habitat: in silva primaeva Fenofase: flor",NA,NA,"Magnoliatae",NA,"1954","07","30","18820","auto",NA,NA,NA
"21","2019-08-27 13:28:59-03","IAP","PACA-AGP","43834","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","gymnadenium","Chiropetalum gymnadenium","(Müll. Arg.) Pax & K. Hoffm.","Emrich-Rambo","Rambo, B.","1949","10","07","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,"PACA043834",NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"SEM MATERIAL Habitat: in silva primaeva Fenofase: flor e fruto",NA,NA,"Magnoliatae",NA,"1954","07","30","21601","auto",NA,NA,NA
"22","2019-08-27 13:28:59-03","IAP","PACA-AGP","49241","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","gymnadenium","Chiropetalum gymnadenium","(Müll. Arg.) Pax & K. Hoffm.","Emrich-Rambo","Rambo, B.","1950","11","26","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,"PACA049241",NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"SEM MATERIAL Habitat: in silva primaeva Fenofase: flor e fruto",NA,NA,"Magnoliatae",NA,"1954","07","30","21601","auto",NA,NA,NA
"23","2019-08-27 13:28:59-03","IAP","PACA-AGP","48210","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Külkamp","Rambo, B.","1949","11",NA,"Brasil","RS","Iraí","ad fl. Uruguai","-53.2505989074707","-27.1935997009277",NA,NA,"PACA048210",NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"Habitat: in silva primaeva Fenofase: flor",NA,NA,"Magnoliatae",NA,"2016","08","23","18820","auto",NA,NA,NA
"24","2019-08-27 13:28:59-03","IAP","PACA-AGP","36002","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Emrich-Rambo","Rambo, B.","1941","01","12","Brasil","RS","Quaraí",NA,"-56.4514007568359","-30.3875007629395",NA,NA,"PACA036002",NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"Habitat: ad rivum in dumetosis Fenofase: flor",NA,NA,"Magnoliatae",NA,"1954","07","30","74636","auto",NA,NA,NA
"25","2019-08-27 13:28:59-03","IAP","PACA-AGP","4134","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Emrich-Rambo","Rambo, B.","1941","01","14","Brasil","RS","Quaraí","Rio Garopá","-56.4514007568359","-30.3875007629395",NA,NA,"PACA004134",NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"Habitat: ad flumen in dumetosis Fenofase: flor",NA,NA,"Magnoliatae",NA,"1954","07","30","74636","auto",NA,NA,NA
"26","2020-12-20 21:16:56-03","UFV","VIC","4934","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Smith, L.B.; Smith, S.F.","Hatschbach, G.","1966","10","16","Brasil","Paraná","Porto Vitória","Mata de Galeria, próxima aos saltos.","-51.2317008972168","-26.1611003875732",NA,NA,"VIC004934","VIC004934","14927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967",NA,NA,"23747","auto",NA,NA,NA
"27","2019-08-20 10:11:12-03","UNICAMP","UEC","111029","S","Plantae","Euphorbiaceae","Argythamnia","gymnadenia","Argythamnia gymnadenia","Müll.Arg.",NA,"Hoehne, W","1944","04","23","Brazil","São Paulo","Serra Negra","mata sombria","-46.7000007629395","-22.6100006103516",NA,NA,"UEC142349","UEC142349","s/n°",NA,NA,"Magnoliopsida",NA,NA,NA,"ori",NA,NA,NA,NA,NA,NA,NA,"12188","auto",NA,NA,NA
"28","2019-08-20 10:11:12-03","UNICAMP","UEC","53317","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Cordeiro, I","Egler, SG","1989","10","25","Brazil","São Paulo","Jundiaí","Serra do Japi, Beira de trilha","-46.8800010681152","-23.1800003051758",NA,NA,"UEC142430","UEC142430","22154",NA,NA,"Magnoliopsida",NA,NA,NA,"flor, Mata primária, sub-arbusto 0,6 m, esverdeada. Fruto imaturo, solo arenoso",NA,NA,NA,NA,"1999","08",NA,"17840","auto",NA,NA,NA
"29","2019-08-16 08:39:13-03","UTFPR","HCF","21334","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","E. Barboza","M.G. Caxambu","2016","09","23","Brasil","PR","Mato Rico","Estação Ecológica Municipal Colombo","-52.239","-24.748667","52°14'20,4 W","24°44'55,2 S",NA,NA,"7574","703","703",NA,NA,NA,NA,"subarbusto ciófilo. Frutos imaturos verdes. Flores amareladas.",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA
"30","2019-08-16 08:39:13-03","UTFPR","HCF","5663","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","J. Külkamp","M.G. Caxambu","2007","08","03","Brasil","PR","Campo Mourão","Parque Estadual Lago Azul (PELA)","-52.329917","-24.103111","52°19'47,7 W","24°06'11,2 S",NA,NA,"1618","580","580",NA,NA,NA,NA,"arbusto ca. 1 m, heliófito. Flores de cor branca. Frutos imaturos verdes.",NA,NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-16 08:39:13-03","UTFPR","HCF","21614","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.",NA,"C.E. Perri","1986","10","27","Brasil","PR","Londrina","Bosque I: Beira do caminho de entrada em","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"herbácea, 40 cm, frutos verdes.",NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA
"32","2020-12-21 16:24:03-03","MBM","MBM","1599","PreservedSpecimen","Plantae","Euphorbiaceae","Argythamnia","gymnadenia","Argythamnia gymnadenia","Muell. Arg.","Smith, S.F.; L.B.","Hatschbach, G.","1966","12","27","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,"MBM001599","MBM001599","15552",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA
"33","2020-12-21 16:24:03-03","MBM","MBM","1610","PreservedSpecimen","Plantae","Euphorbiaceae","Argythamnia","gymnadenia","Argythamnia gymnadenia","Muell. Arg.","Smith, S.F.; L.B.","Hatschbach, G.","1966","10","16","Brazil","Paraná","Porto Vitória","Porto Vitória","-51.2317008972168","-26.1611003875732",NA,NA,"MBM001610","MBM001610","14927",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23747","auto",NA,NA,NA
"34","2020-12-21 16:24:03-03","MBM","MBM","132488","PreservedSpecimen","Plantae","Euphorbiaceae","Argythamnia","tricocca","Argythamnia tricocca","(Vell.) Muell. Arg.","Schinini, A.","Cabral, A.","1981","08","19","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM132488","MBM132488","551",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:24:07-03","MBM","MBM","408460","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","gymnadenium","Chiropetalum gymnadenium","(Müll. Arg.) Pax & K. Hoffm.","Barboza, E.","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","2016","09","09","Brazil","Paraná","Pitanga","PCH Itaguaçu, rio Pitanga","-51.523056","-24.698333","-51.523056","-24.698333","MBM408460",NA,"9388","550","550",NA,NA,"Southern America",NA,"Herbácea; flor bege.; Floresta Estacional Semidecidual.",NA,NA,NA,NA,"2017","03","31",NA,NA,NA,NA,NA
"36","2020-12-21 16:24:07-03","MBM","MBM","393497","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Cordeiro, J.","Barboza, E.; Cordeiro, J.; Daniel, V.; Ariati, V.; Cordeiro, J.; Daniel, V.; Ariati, V.","2014","09","29","Brazil","Rio Grande do Sul","São José dos Ausentes","Campo Novo","-49.951617","-28.472333","-49.951617","-28.472333","MBM393497","MBM393497","4223","973","973",NA,NA,"Southern America",NA,"Subarbusto 85cm, flores alvacentas.; Beira de barranco.",NA,NA,NA,NA,"2014","11","28",NA,NA,NA,NA,NA
"37","2020-12-21 16:24:07-03","MBM","MBM","154721","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Cordeiro, I.","Hatschbach, G.; Noblick, L.; Noblick, L.","1992","05","17","Brazil","Paraná","Campo Mourão","Represa Rio Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"MBM154721","MBM154721","57075",NA,NA,NA,NA,"Southern America",NA,"Erva 70 cm, flor creme. Matinha do longo do rio, perto de cachoeira",NA,NA,NA,NA,"2009","04",NA,"28572","auto",NA,NA,NA
"38","2020-12-21 16:24:07-03","MBM","MBM","41102","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Smith, L.B.","Hatschbach, G.","1959","01","22","Brazil","Paraná","Cerro Azul","Estrada do Turvo, Rio Ribeira","-49.261100769043","-24.823600769043",NA,NA,"MBM041102","MBM041102","5420",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA
"39","2020-12-21 16:24:07-03","MBM","MBM","255038","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Cordeiro, I.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","2000","12","07","Brazil","Santa Catarina","Urubici","Rod. SC-430, 10 km S de Vaca Gorda","-49.5917015075684","-28.0149993896484",NA,NA,"MBM255038","MBM255038","71602",NA,NA,NA,NA,"Southern America",NA,"Ereta, flor creme. Brejo",NA,NA,NA,NA,"2009","04",NA,"30102","auto",NA,NA,NA
"40","2020-12-21 16:24:07-03","MBM","MBM","17582","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.",NA,"Krapovickas, A.; et al.; et al.","1969","05","01","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM017582","MBM017582","15380",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:24:07-03","MBM","MBM","425776","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Külkamp, J.","Kulkamp, J.; Soarea, V.; Dachi, G.; Soarea, V.; Dachi, G.","2017","08","12","Brazil","Rio Grande do Sul","Estrela","Linho do Ouro","-51.974444","-29.526389","-51.974444","-29.526389","MBM425776",NA,"226",NA,NA,NA,NA,"Southern America",NA,"Borda do Rio, interior da floresta.",NA,NA,NA,NA,"2017","08","12",NA,NA,NA,NA,NA
"42","2020-12-21 16:24:07-03","MBM","MBM","426311","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Külkamp, J.","Külkamp, J.; Dachi, G.; Soares, V.; Dachi, G.; Soares, V.","2017","08","12","Brazil","Rio Grande do Sul","Estrela","Linha do Ouro","-51.974444","-29.526389","-51.974444","-29.526389","MBM426311",NA,"225",NA,NA,NA,NA,"Southern America",NA,"Borda do rio, interior de floresta.",NA,NA,NA,NA,"2017","05","12",NA,NA,NA,NA,NA
"43","2020-12-21 16:24:07-03","MBM","MBM","48461","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.",NA,"Schinini, A.; Cristóbal, C.L.; Cristóbal, C.L.","1976","10","24","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM048461","MBM048461","13680",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:24:07-03","MBM","MBM","82982","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Pedersen, T.M.","Pedersen, T.M.","1982","11","10","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM082982","MBM082982","13446",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:24:07-03","MBM","MBM","30462","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Liesner, R.","Hatschbach, G.","1973","10","19","Brazil","Paraná","Roncador","Cancan","-52.2750015258789","-24.6028003692627",NA,NA,"MBM030462","MBM030462","32902",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31309","auto",NA,NA,NA
"46","2020-12-21 16:24:07-03","MBM","MBM","41644","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Cordeiro, I.","Hatschbach, G.","1956","11","05","Brazil","Paraná","Tijucas do Sul","Tabatinga","-49.1988983154297","-25.9281005859375",NA,NA,"MBM041644","MBM041644","3648",NA,NA,NA,NA,"Southern America",NA,"Flor verde, mata juxtafluvial",NA,NA,NA,NA,"2009","04",NA,"25228","auto",NA,NA,NA
