"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"11","2020-02-08 09:21:35-03","NBC","NL-BOTANY","L.2693809","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Osten C","Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2693809 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2693809",NA,"Gentianales","(Cham. & Schltdl.) Griseb.",NA,NA,"1906","12","09",NA,NA,"Uruguay dep. San José, Barra Santa Lucia, on arenosis maritimis, locis paludosis inter caespites Junci acuti.",NA,NA,"NL-L2693809",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:21:35-03","NBC","NL-BOTANY","L.2693810","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Herter","Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2693810 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2693810",NA,"Gentianales","(Cham. & Schltdl.) Griseb.",NA,NA,"1921","11","01",NA,NA,"Uruguay-Montevideo.",NA,NA,"NL-L2693810",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:21:35-03","NBC","NL-BOTANY","L.2693812","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Sellow F","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2693812 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2693812",NA,"Gentianales","(Cham. & Schltdl.) Griseb.",NA,NA,NA,NA,NA,NA,NA,"Brasilia.",NA,NA,"NL-L2693812",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:21:35-03","NBC","NL-BOTANY","U 0104939","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe","holotype","Tweedie J","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200104939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0104939",NA,"Gentianales","(Cham. & Schltdl.) Griseb.","Simonis JE",NA,NA,NA,NA,"Buenos Aires",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:21:35-03","NBC","NL-BOTANY","U 0104940","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe","holotype","Sello F","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200104940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0104940",NA,"Gentianales","(Cham. & Schltdl.) Griseb.","Simonis JE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:21:35-03","NBC","NL-BOTANY","U.1338871","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Lindeman JC","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1338871 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1338871",NA,"Gentianales","(Cham. & Schltdl.) Griseb.","Simonis JE",NA,"1971","12","05","Rio Grande do Sul",NA,NA,NA,NA,"NL-U1338871",NA,NA,"Magnoliopsidae","U 0143333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:21:35-03","NBC","NL-BOTANY","U.1338872","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Lindeman JC; Haas JH de","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1338872 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1338872",NA,"Gentianales","(Cham. & Schltdl.) Griseb.","Simonis JE",NA,"1967","01","10","Paraná",NA,NA,NA,NA,"NL-U1338872",NA,NA,"Magnoliopsidae","U 0143332",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:21:35-03","NBC","NL-BOTANY","U.1338873","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Lindeman JC; Irgang BE; Valls JFM","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1338873 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1338873",NA,"Gentianales","(Cham. & Schltdl.) Griseb.","Simonis JE",NA,"1971","10","13","Rio Grande do Sul",NA,NA,NA,NA,"NL-U1338873",NA,NA,"Magnoliopsidae","U 0143331",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:21:35-03","NBC","NL-BOTANY","U.1338874","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Lindeman JC; Haas JH de","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1338874 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1338874",NA,"Gentianales","(Cham. & Schltdl.) Griseb.","Thiv M",NA,"1967","04","16","Rio de Janeiro",NA,NA,NA,NA,"NL-U1338874",NA,NA,"Magnoliopsidae","U 0136482",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:21:35-03","NBC","NL-BOTANY","U.1338875","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Hatschbach GG; Ribas OS","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1338875 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1338875",NA,"Gentianales","(Cham. & Schltdl.) Griseb.","Thiv M",NA,"1988","11","30","Paraná",NA,NA,NA,NA,"NL-U1338875",NA,NA,"Magnoliopsidae","U 0136484",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:21:35-03","NBC","NL-BOTANY","U.1338876","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Hatschbach GG","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1338876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1338876",NA,"Gentianales","(Cham. & Schltdl.) Griseb.","Thiv M",NA,"1971","12","04","Paraná",NA,NA,NA,NA,"NL-U1338876",NA,NA,"Magnoliopsidae","U 0136488",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:21:35-03","NBC","NL-BOTANY","U.1338877","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Pedersen TM","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1338877 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1338877",NA,"Gentianales","(Cham. & Schltdl.) Griseb.","Thiv M",NA,"1979","01","01","Rio Grande do Sul",NA,NA,NA,NA,"NL-U1338877",NA,NA,"Magnoliopsidae","U 0136487",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:21:35-03","NBC","NL-BOTANY","U.1338878","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Lindeman JC","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1338878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1338878",NA,"Gentianales","(Cham. & Schltdl.) Griseb.","Thiv M",NA,"1980","12","22","Rio Grande do Sul",NA,NA,NA,NA,"NL-U1338878",NA,NA,"Magnoliopsidae","U 0136475",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:21:35-03","NBC","NL-BOTANY","U.1338879","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Pedersen TM","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1338879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1338879",NA,"Gentianales","(Cham. & Schltdl.) Griseb.","Simonis JE",NA,"1954","09","25","Corrientes",NA,NA,NA,NA,"NL-U1338879",NA,NA,"Magnoliopsidae","U 0143334",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:21:35-03","NBC","NL-BOTANY","U.1338880","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Herter WGF","Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1338880 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1338880",NA,"Gentianales","(Cham. & Schltdl.) Griseb.","Simonis JE",NA,"1933","12","01","Rivera",NA,NA,NA,NA,"NL-U1338880",NA,NA,"Magnoliopsidae","U 0143335",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:21:35-03","NBC","NL-BOTANY","AMD.72958","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","uniflorum","Zygostigma uniflorum",NA,"Herter WG","Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.72958 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD72958",NA,"Gentianales","(Hook. & Arn.) Griseb.",NA,NA,"1933","12","02",NA,NA,"Plantae Uruguayenses. Dep. de Rivera. Ataques.",NA,NA,"NL-AMD72958",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-02-15 11:40:18-02","IPA","IPA","10027","S","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Pickel, B.","Southern America","Brasil",NA,NA,"Erva com flores roxas.","IPA0010027","Plantae",NA,"(Cham. & Schltdl.) Griseb.","Fabris, H.A.","5487","1941","11","10","São Paulo","São Paulo","Bosque, em campo alto.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"1976","53584","auto",NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:29:58-03","IAP","PACA-AGP","36602","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Habitat: in paludosis alte dumetosis Fenofase: flor","PACA036602","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","Emrich-Rambo",NA,"1948","02",NA,"RS","S. F. de Paula p. Cambara",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,"1954",NA,NA,"08","01",NA,NA,NA,NA
"29","2019-08-27 13:29:58-03","IAP","PACA-AGP","53452","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Emrich-Rambo det. como Z.uniflorum (H&A) Gris. em 01,8,1954 Habitat: in campestribus graminosis Fenofase: flor","PACA053452","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","O. Guimaraes",NA,"1952","11","24","RS","Caara p. São Luiz",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,"1985",NA,NA,"01",NA,NA,NA,NA,NA
"30","2019-08-27 13:29:58-03","IAP","PACA-AGP","64142","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Hatschbach, G.",NA,"Brasil",NA,NA,"B. Rambo SJ det. Z. uniflorum (HA) Gris. Habitat: in campestribus Fenofase: flor","PACA064142","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","L. B. Smith","4264","1957","11","15","PR","Guarapuava","Estrada para Laranjeiras do Sul","-51.4580993652344","-25.395299911499",NA,NA,NA,"Magnoliatae",NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:29:58-03","IAP","PACA-AGP","9047","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Emrich-Rambo det. como Z.uniflorum (H&A) Gris. em 1.8.1954 Habitat: in campestribus graminosis Fenofase: flor","PACA009047","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","O. Guimaraes",NA,"1942","01","16","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,"Magnoliatae",NA,"1985","55856","auto","01",NA,NA,NA,NA,NA
"32","2019-08-27 13:29:58-03","IAP","PACA-AGP","8846","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Emrich-Rambo det. como Z.uniflorum (H&A) Gris. em 01,8,1954 Habitat: in campestribus graminosis Fenofase: flor","PACA008846","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","O. Guimaraes",NA,"1942","01","15","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,"Magnoliatae",NA,"1985","55856","auto","01",NA,NA,NA,NA,NA
"33","2019-08-27 13:29:58-03","IAP","PACA-AGP","8796","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Emrich-Rambo det. como Z.uniflorum (H&A) Gris. em 01,8,1954 Habitat: in campestribus graminosis Fenofase: flor","PACA008796","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","O. Guimaraes",NA,"1942","01","15","RS","Bom Jesus","Arr. Cap. Grande","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Magnoliatae",NA,"1985","55856","auto","01",NA,NA,NA,NA,NA
"34","2019-08-27 13:29:58-03","IAP","PACA-AGP","8792","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Habitat: in humidis dumetosis Fenofase: flor","PACA008792","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","Emrich-Rambo",NA,"1942","01","15","RS","Bom Jesus","Arr. Cap. Grande","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Magnoliatae",NA,"1954","55856","auto","08","01",NA,NA,NA,NA
"35","2019-08-27 13:29:58-03","IAP","PACA-AGP","8512","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Emrich-Rambo det. como Z.uniflorum (H&A) Gris. em 01,8,1954 Habitat: in campestribus graminosis Fenofase: flor","PACA008512","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","O. Guimaraes",NA,"1942","01","13","RS","Bom Jesus","Rio dos Touros","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Magnoliatae",NA,"1985","55856","auto","01",NA,NA,NA,NA,NA
"36","2019-08-27 13:29:58-03","IAP","PACA-AGP","8511","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Emrich-Rambo det. como Z.uniflorum (H&A) Gris. em 01,8,1954 Habitat: in campestribus graminosis Fenofase: flor","PACA008511","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","O. Guimaraes",NA,"1942","01","13","RS","Bom Jesus","Rio dos Touros","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Magnoliatae",NA,"1985","55856","auto","01",NA,NA,NA,NA,NA
"37","2019-08-27 13:29:58-03","IAP","PACA-AGP","35767","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Henz",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: in paludosis alte dumetosis Fenofase: flor","PACA035767","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","Emrich-Rambo",NA,"1947","01","03","RS","Caxias do Sul","Agua Azul","-51.1794013977051","-29.1681003570557",NA,NA,NA,"Magnoliatae",NA,"1954","49662","auto","08","01",NA,NA,NA,NA
"38","2019-08-27 13:29:58-03","IAP","PACA-AGP","33199","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"sicher, 01.8.1954.; fl. Habitat: in paludosis alte graminosis","PACA033199","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","Emrich-Rambo",NA,"1945","01","16","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,"Magnoliatae",NA,"1954","49662","auto","08","01",NA,NA,NA,NA
"39","2019-08-27 13:29:58-03","IAP","PACA-AGP","3002","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Emrich-Rambo det. como Z.uniflorum (H&A) Gris. em 1.8.1954 Habitat: in aerodromo Fenofase: flor","PACA003002","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","O. Guimaraes",NA,"1938","02","10","RS","Jaguarão",NA,"-53.3758010864258","-32.5661010742188",NA,NA,NA,"Magnoliatae",NA,"1985","49890","auto","01",NA,NA,NA,NA,NA
"40","2019-08-27 13:29:58-03","IAP","PACA-AGP","1438","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"sicher, 01.8.1954.; fl. Habitat: in campestribus humidis","PACA001438","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","Emrich-Rambo",NA,"1933","10","06","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Magnoliatae",NA,"1954","29946","auto","08","01",NA,NA,NA,NA
"41","2019-08-27 13:29:58-03","IAP","PACA-AGP","26069","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Emrich-Rambo det. como Z.uniflorum (H&A) Gris. em 1.8.1954 Habitat: in campestris graminosis Fenofase: fruto","PACA026069","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","O. Guimaraes",NA,"1945","01",NA,"RS","Quaraí","Faz. do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,"Magnoliatae",NA,"1985","74636","auto","01",NA,NA,NA,NA,NA
"42","2019-08-27 13:29:58-03","IAP","PACA-AGP","54650","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Emrich-Rambo det. como Z.uniflorum (H&A) Gris. em 1.8.1954 Habitat: in campestribus graminosis Fenofase: flor e fruto","PACA054650","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","O. Guimaraes",NA,"1954","01","01","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Magnoliatae",NA,"1985","76715","auto","01",NA,NA,NA,NA,NA
"43","2019-08-27 13:29:58-03","IAP","PACA-AGP","38516","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Habitat: in campestribus paludosis Fenofase: flor","PACA038516","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","Emrich-Rambo",NA,"1948","12","04","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,"Magnoliatae",NA,"1954","10287","auto","08","01",NA,NA,NA,NA
"44","2019-08-27 13:29:58-03","IAP","PACA-AGP","9804","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"sicher, 01.8.1954.; fl. Habitat: in humidis alte graminosis","PACA009804","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","Emrich-Rambo",NA,"1942","01","29","RS","Tupanciretã",NA,"-53.8358001708984","-29.0806007385254",NA,NA,NA,"Magnoliatae",NA,"1954","59498","auto","08","01",NA,NA,NA,NA
"45","2019-08-27 13:29:58-03","IAP","PACA-AGP","34995","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Emrich-Rambo det. como Z.uniflorum (H&A) Gris. em 1.8.1954 Habitat: in campestribus graminosis Fenofase: flor","PACA034995","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","O. Guimaraes",NA,"1947","01","10","RS","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,"Magnoliatae",NA,"1985","63451","auto","01",NA,NA,NA,NA,NA
