"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","year","month","day","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus","sex"
"102","2009-07-01 16:16:00-03","MO","MOBOT","3390150","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Anonymous","Anonymous 18563","South America","Argentina","Córdoba","Calamuchita","Sierras San Ignacio.",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes","1908","2","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2009-07-01 16:16:00-03","MO","MOBOT","3392141","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Anonymous","Anonymous 20182","South America","Argentina","Córdoba",NA,"Rio Cuarto, Dpto. Rio Cuarto.",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes","1909","6","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2009-07-01 16:16:00-03","MO","MOBOT","3392312","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Anonymous","Anonymous 18655","South America","Argentina","Córdoba","Río Primero","Dpto. Rio Primero.",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes","1908","3","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2012-03-05 05:11:00-03","MO","MOBOT","3392484","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Harold A. Senn","Senn 4523","South America","Chile","Valparaiso",NA,"Limache. Reservoir dor iurrigation. Floating.",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes","1948","11","30","-71.28333","-33.03333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2009-07-10 17:58:00-03","MO","MOBOT","3392831","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Troels M. Pedersen","Pedersen 1379","South America","Argentina","Corrientes","Mburucuyá","Estancia Santa Teresa",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes","1951","12","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2018-01-24 10:19:00-02","MO","MOBOT","3392990","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Angel L. Cabrera","Cabrera 17976","South America","Argentina","San Juan","Iglesia","Villa Nueva.",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes","1967","2","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"108","2008-05-27 22:02:00-03","MO","MOBOT","3393137","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Angel L. Cabrera","Cabrera 24235","South America","Argentina","Jujuy","Santa Bárbara","E. Fuerte.",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes","1973","11","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2011-06-16 16:38:00-03","MO","MOBOT","3393425","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Walter J. Eyerdam|Alan A. Beetle","Eyerdam 22538","South America","Argentina","Jujuy","San Pedro","Rio Lavagin, 15 km southeast of San Pedro de Jujuy: growing in sandy mud, shallow running water under steel bridge.",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes","1938","10","11",NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2009-08-04 16:54:00-03","MO","MOBOT","3393528","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Francis W. Pennell","Pennell 2328","South America","Colombia","Cundinamarca",NA,"Slow-flowing stream 4 m.",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes","2007","10","4",NA,NA,NA,"2600.00000000","2700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2010-01-25 21:08:00-02","MO","MOBOT","3396883","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","John G. Hawkes|Jan P.K. Hjerting|Knud Rahn","Hawkes 3229","South America","Argentina","Córdoba","Punilla","Sierra Chica, between Salisipuedes and La Falda, west facing slope.",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes",NA,NA,NA,"-64.43333","-31.1",NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2009-07-01 16:16:00-03","MO","MOBOT","3397146","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Anonymous","Anonymous 9220","South America","Argentina","Córdoba",NA,"Ciudad de Cordoba, Dpto. Capital.",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes","1900","4","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2009-07-01 16:16:00-03","MO","MOBOT","3397238","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Anonymous","Anonymous 20472","South America","Argentina","Córdoba",NA,"Villa Garcia, Dpto. Punilla.",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes","1909","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2008-05-27 22:02:00-03","MO","MOBOT","61532","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Benkt Sparre","Sparre 19304","South America","Ecuador","Morona-Santiago",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"700.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2008-05-27 22:02:00-03","MO","MOBOT","61585","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","E.G.B. Kieft|L.B. Holm-Nielsen|B. Løjtnant|Ulf Molau","Kieft 177","South America","Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.","P.M. Jørgensen","1979","3","31",NA,NA,NA,"4050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2008-05-27 22:02:00-03","MO","MOBOT","61606","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","M. Acosta-Solis","Acosta-Solís 21623","South America","Ecuador","Carchi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"3000.00000000","3200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2008-05-27 22:02:00-03","MO","MOBOT","61609","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Erik Asplund","Asplund 9729","South America","Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.","R. Haynes","1939","11","11",NA,NA,NA,"2850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2008-05-27 22:02:00-03","MO","MOBOT","61618","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","R. Benoist","Benoist 3488","South America","Ecuador","Imbabura",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2008-05-27 22:02:00-03","MO","MOBOT","61630","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","R. Benoist","Benoist 4021","South America","Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2008-05-27 22:02:00-03","MO","MOBOT","61641","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Wendell H. Camp","Camp E-2050","South America","Ecuador","Azuay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"2530.00000000","2740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2011-04-11 12:25:00-03","MO","MOBOT","2456392","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus longepedunculatus","L.L. Hauman","Hauman s.n.53","South America","Argentina","Buenos Aires","Tornquist","Sierra de la Ventana",NA,NA,NA,NA,NA,NA,"longepedunculatus","Hicken","Hicken, C. M.","1905","12","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2008-05-27 22:02:00-03","MO","MOBOT","1695105","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","Nur Ritter|Garrett E. Crow","Ritter 1139","South America","Bolivia","Cochabamba","Chapare","Río Colomi, adjacent to the highway to the Chapare.",NA,NA,NA,NA,NA,NA,"pusillus",NA,"R.R. Haynes (UNA)","1994","6","2","-65.873333","-17.321944",NA,"3280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2008-05-27 22:02:00-03","MO","MOBOT","1695112","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","Nur Ritter","Ritter 1187","South America","Bolivia","Cochabamba","Tiraque","Laguna Totora Khocha. A dam was constructed in 1991, enlarging this laguna. (pH=8.1)",NA,NA,NA,NA,NA,NA,"pusillus",NA,"N. Ritter (NHA)","1994","6","28","-65.63333","-17.45333",NA,"3620.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2011-04-11 12:15:00-03","MO","MOBOT","2456231","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","C.M. Hicken","Hicken s.n.33","South America","Argentina","Buenos Aires","General Pueyrredón","Mar del Plata",NA,NA,NA,NA,NA,NA,"pusillus",NA,"Haynes, R. R.","1932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2011-04-11 12:15:00-03","MO","MOBOT","2456248","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","C.M. Hicken","Hicken s.n.34","South America","Argentina","Buenos Aires","La Plata","Isla Santiago",NA,NA,NA,NA,NA,NA,"pusillus",NA,"Haynes, R. R.","1909","11","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2011-06-09 17:37:00-03","MO","MOBOT","61578","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","Abundio Sagástegui A.|et al.","Sagástegui Alva 9223","South America","Peru","Cajamarca","Contumazá","Arriba de Rupe (Chilete - Contumazá).",NA,NA,NA,NA,NA,NA,"pusillus",NA,"R.R. Haynes (UNA)","1978","6","25",NA,NA,NA,"1350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113","3",NA,NA
"127","2011-06-10 23:40:00-03","MO","MOBOT","61587","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","Percy Núñez V.","Núñez Vargas 12336","South America","Peru","Madre de Dios","Tambopata","10 km NE of Puerto Maldonado, Lago Sanø dobal, lake edge, ravines; aguajal.",NA,NA,NA,NA,NA,NA,"pusillus",NA,"RR. Haynes (UNA)","1990","6","28","-69.05","-12.58333",NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","2",NA,NA
"128","2008-05-27 22:02:00-03","MO","MOBOT","61629","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","Émile Hassler","Hassler 12426","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pusillus",NA,NA,"1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2008-05-27 22:02:00-03","MO","MOBOT","61632","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","Abundio Sagástegui A.","Sagástegui Alva 9223","South America","Peru","La Libertad","Trujillo",NA,NA,NA,NA,NA,NA,NA,"pusillus",NA,NA,"1978","9","6",NA,NA,NA,"60.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-08-31 09:18:59-03","INPA","INPA","250303","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Eiten, G","5990","Southern America","Brasil","São Paulo","Iepê","Fazenda C.A.P.I. 2 km due N of rio Paranapanema, 7 km E of Porto Alvoirada. Near Lagoa da Cima' (also called Lagoa Seca); in artificial canal ca. 3 m wide.",NA,NA,NA,"INPA0250303","Monocotyledon","Alismatales",NA,"L.","Haynes, RR","1965","02","09","-51.116667","-22.733333",NA,"300","300",NA,NA,"1997",NA,NA,"-51.116667","-22.733333",NA,NA,NA,NA,NA,NA
"131","2020-08-31 09:18:59-03","INPA","INPA","94872","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Arbo, MM","2217","Southern America","Argentina","Corrientes","Concepción","Tabay, Laguna Limpia; submergida.",NA,NA,NA,"INPA0094872","Monocotyledon","Alismatales",NA,"L.",NA,"1978","12","01",NA,NA,"INPA0094872 INPA0094872_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-09-12 05:00:02-03","US","US","2174999","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","O. Fontanele","3","South America - Neotropics","Brazil","Ceará",NA,"Posto de Piscicultura Amanari",NA,NA,NA,"US01327606",NA,"Najadales",NA,"L.",NA,"1955","7","25",NA,NA,"US01327606_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"133","2020-09-12 05:00:02-03","US","US","2016519","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Bro. Gines","1697","South America - Neotropics","Venezuela","Merida",NA,"Mucurubá.",NA,NA,NA,"US03931806",NA,"Najadales",NA,"L.",NA,"1950","10",NA,NA,NA,NA,"2700",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"134","2020-09-12 05:00:02-03","US","US","1473255","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","B. J. Pickel","2155","South America - Neotropics","Brazil","Pernambuco",NA,"Tapéra. Aquatic in the river Itapacurá",NA,NA,NA,"US01327605",NA,"Najadales",NA,"L.",NA,"1929","10",NA,NA,NA,"US01327605_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"135","2020-09-12 05:00:02-03","US","US","2563044","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","W. G. F. Herter","1502","South America","Uruguay","Rocha",NA,"Dep. de Rocha. Castillos.",NA,NA,NA,"US03931797",NA,"Najadales",NA,"L.",NA,"1930","10","14",NA,NA,NA,"5","10","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"136","2020-09-12 05:00:02-03","US","US","602234","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","A. Jahn","39","South America - Neotropics","Venezuela",NA,NA,"Rio Boconó.",NA,NA,NA,"US03931809",NA,"Najadales",NA,"L.",NA,"1910","10","15",NA,NA,NA,"1200",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"137","2020-09-12 05:00:02-03","US","US","1480502","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","J. J. Triana","682bis*","South America - Neotropics","Colombia",NA,NA,"Ocana.",NA,NA,NA,"US03931810",NA,"Najadales",NA,"L.",NA,NA,NA,NA,NA,NA,NA,"1500",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"138","2020-09-12 05:00:02-03","US","US","937105","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","G. Gardner","1442","South America - Neotropics","Brazil","Alagoas",NA,"Province of Alagoas",NA,NA,NA,"US01327604",NA,"Najadales",NA,"L.",NA,NA,NA,NA,NA,NA,"US01327604_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"139","2020-09-12 05:00:02-03","US","US","2588307A","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","P. Carey","7293","South America - Neotropics","Peru","Ancash",NA,"Laguna de Nanganuco, Prov. Yungay, Dpto. Ancash.",NA,NA,NA,"US03931800",NA,"Najadales",NA,"L.",NA,"1969","7","27",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"140","2020-09-12 05:00:02-03","US","US","1121196","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Bro. Claude-Joseph","1625","South America","Chile",NA,NA,"Rio Aconcagua.",NA,NA,NA,"US03931795",NA,"Najadales",NA,"L.",NA,"1922","2",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"141","2020-09-12 05:00:02-03","US","US","1470522","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Bro. Claude-Joseph","5410","South America","Chile",NA,NA,"Panguipulli.",NA,NA,NA,"US03931791",NA,"Najadales",NA,"L.",NA,"1924","12",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"142","2021-03-15 18:29:34-03","USP","SPF","213882","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","Eiten, G","5990",NA,"Brasil","São Paulo","Iepê","Fazenda C.A.P.I. 2km due N of Rio Paranapanema & 7km E of Porto Alvorada. Near lagoa de cima (also called lagoa seca).",NA,NA,"In artificial canal about 3m. wide. Forming thick floating masses, submerged just under the surface.","SPF00213882",NA,NA,"pusillus","L.","Haynes, RR","1965","02","09","-51.116667","-22.733333",NA,"300","300",NA,NA,"1997",NA,NA,"-51.116667","-22.733333",NA,NA,NA,NA,NA,NA
"143","2019-10-07 09:19:39-03","UEFS","HUEFS","174660","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Siqueira-Filho, J.A.","1437",NA,"Brasil","Pernambuco","Petrolina","Rio São Francisco, Ilha do Rodeadouro.",NA,NA,"Caatinga.","HUEFS0174660","Angiospermae","Alismatales",NA,"L.",NA,"2004","11","10","-40.581944",NA,"HUEFS0174660",NA,NA,"Lilianae",NA,NA,NA,NA,"40W34'55''","9S1'78''",NA,NA,NA,NA,NA,NA
"144","2019-10-07 09:19:39-03","UEFS","HUEFS","206645","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Melo, E.","12401",NA,"Brasil","Alagoas","Pão de Açúcar","Margem do rio São Francisco.",NA,NA,"Aquática, margem do rio.","HUEFS0206645","Angiospermae","Alismatales",NA,"L.",NA,"2014","02","17","-37.410833","-9.759444","HUEFS0206645","24","24","Lilianae",NA,NA,NA,NA,"37W24'39''","9S45'34''",NA,NA,NA,NA,NA,NA
"145","2019-10-07 09:19:39-03","UEFS","HUEFS","221831","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Moura-Júnior, E.G.","35",NA,"Brasil","Pernambuco","Cabrobó","Captação PISF (Eixo Norte)",NA,NA,"Savana Estépica. Planossolo Nátrico Órtico","HUEFS0221831","Angiospermae","Alismatales",NA,"L.",NA,"2015","10","21","-39.465833","-8.564167","HUEFS0221831","330","330","Lilianae",NA,NA,NA,NA,"39W27'57''","8S33'51''",NA,NA,NA,NA,NA,NA
"146","2019-10-07 09:19:39-03","UEFS","HUEFS","174661","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Siqueira-Filho, J.A.","2280",NA,"Brasil","Bahia","Juazeiro","Ilha do Maroto.",NA,NA,"Caatinga.","HUEFS0174661","Angiospermae","Alismatales",NA,"L.",NA,"2009","12","29","-40.55",NA,"HUEFS0174661","381","381","Lilianae",NA,NA,NA,NA,"40W32'60''","9S26'70''",NA,NA,NA,NA,NA,NA
"147","2018-03-07 14:58:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","D. J. Stewart","83","South America","Ecuador","Napo",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"RRC ID Flag","1983","11","21",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"83",NA,NA,NA
"148","2017-04-21 09:07:38-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","F. E. Drouet","2583","South America","Brazil","Ceará",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"RRC ID Flag","1935","10","9","-40","-5",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"2583",NA,NA,NA
"149","2019-01-25 15:45:13-02","IAC","IAC","16829","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","E.B. Copeland","604",NA,"Estados Unidos","California","Butte county","Jonesville",NA,NA,"Plantas recebidas da Universidade da Califórnia, Berkeley, EUA",NA,NA,NA,NA,"L.","E.B. Copeland",NA,NA,NA,"-121.5667","39.65",NA,NA,NA,NA,NA,NA,NA,NA,"-121.5667","39.6500",NA,NA,NA,NA,NA,NA
"150","2020-07-23 12:19:35-03","CEPLAC","CEPEC","62409","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","L. A. Mattos-Silva","3064",NA,"Brasil","Bahia","CAMACAN","Faz. Jerusalém.Entr. a direita no Km 15 da estr. Camacan/Faz. Ventania (BR-101). Sede da Faz. Final do ramal a esquerda.",NA,NA,NA,NA,NA,NA,"pusillus",NA,"R. R. Haynes","1994","08","25","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,"30/12/1995",NA,NA,NA,NA,NA,"22686","auto",NA,NA,NA,NA
"151","2019-11-12 16:43:08-03","URICER","HPBR","6811","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","GASTAL, C. S. et. al.",NA,NA,"Brasil","RS","Rio Grande",NA,NA,NA,NA,"HPBR006811",NA,NA,NA,"L.","IRGANG, B. E.","2000","12","07","-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82892","auto",NA,"1",NA,NA
"152","2020-11-04 17:31:02-03","UEM","HUEM","28464","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","K. Fidanza; R.P. Mormul; J.L. Antiqueira; L.D. Estevam","1172",NA,"Brasil","Paraná","Porto Rico","rio Paraná, ilha Mutum, ressaco do Bilé",NA,NA,"Cerca de 60cm; submersa; em estado vegetativo.","HUEM000024472","Alga",NA,NA,"L.","K. Fidanza","2014","04","10","-53.297222","-22.753611",NA,NA,NA,NA,NA,NA,NA,NA,"-53.297222","-22.753611",NA,NA,NA,NA,NA,NA
"153","2020-11-04 17:31:02-03","UEM","HUEM","28465","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","K. Fidanza; R.P. Mormul; J.L. Antiqueira; L.D. Estevam","1173",NA,"Brasil","Paraná","Porto Rico","Ilha Carioca",NA,NA,"Cerca de 60cm; submersa; em estado vegetativo.","HUEM000024473","Alga",NA,NA,"L.","K. Fidanza","2014","04","10","-53.388889","-22.794231",NA,NA,NA,NA,NA,NA,NA,NA,"-53.388889","-22.794231",NA,NA,NA,NA,NA,NA
"154","2020-11-04 17:31:02-03","UEM","HUEM","30065","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","M.do S.M.de Deus; F.A.L.Batista; N.J.da Silva; J.B.da Silva","640",NA,"Brasil","Piauí","Itainópolis","Rio Itaim",NA,NA,"Planta aquática submersa; ambiente aquático temporário; solo argiloso","HUEM000010808","Alga",NA,NA,"L.","Pivari, MO","2014","05","29","-41.509389","-7.420694","HUEM000010808",NA,NA,NA,NA,"2015","07",NA,"-41.509389","-7.420694",NA,NA,NA,NA,NA,NA
"155","2015-02-26 09:30:18-03","NHMLondon","NHM-LONDON-BOT","BM000630537","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Per Karl Hjalmar Dusén; b.1855; d.1926; Dusén","13703",NA,"Brasil",NA,NA,NA,NA,"NHMUK:ecatalogue:4986790",NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"Isotype",NA
"156","2019-11-01 15:17:20-03","UnB","UB","166146","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus l.","Eiten, G; Eiten, LT","5990","Southern America","Brasil","São Paulo","Iepê","Fazenda C.A.P.I. 2km due N of Rio Paranapanema & 7km E of Porto Alvorada",NA,NA,"In artificial canal about 3m. wide. Forming thick floating masses, submerged just under the surface.","UB0027472","Monocotyledonae",NA,"l.","L.",NA,"1965","02","09","-51.116667","-22.733333","UB0027472","300","300",NA,NA,NA,NA,NA,"-51.116667","-22.733333",NA,NA,NA,NA,NA,NA
