"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount"
"11","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0024879","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","J. Cordeiro; J. M. Silva","1286","1995","12","19",NA,"Brazil",NA,NA,"PMC-DPP 004; Arbusto, 2m, flor alva.",NA,"Magnoliophyta","Myrtales","Brade","J. J. Wurdack","Parana",NA,"Serra Piramirim, estrada Itupava (Mun. Piraquara) Paraná, Brazil","-49.0667","-25.4333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-10-14 10:02:50-03","FURB","FURB","27778","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Korte, A.; Kniess, A.","2185","2010","03","17",NA,"Brasil",NA,NA,"Florística IFFSC 516 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;","FURB02226",NA,NA,"Brade","Meyer, FS","Santa Catarina","Apiúna","Faxinalzinho.","-49.3936111","-27.1802778","793","793","FURB02226",NA,NA,"2010","08","23","-49.3936111","-27.1802778",NA,NA,NA,NA
"13","2020-10-14 10:02:50-03","FURB","FURB","28802","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Dreveck, S.","2259","2010","06","01",NA,"Brasil",NA,NA,"Florística IFFSC 858 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; Fruto roxo;","FURB29469",NA,NA,"Brade","Oliveira, AA de","Santa Catarina","Rio dos Cedros","Pinhal.","-49.4113889","-26.6383333","742","742","FURB29469",NA,NA,"2010","09","22","-49.4113889","-26.6383333",NA,NA,NA,NA
"14","2020-12-21 16:34:16-03","MBM","MBM","197911","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Ribas, O.S.; Schwerdt, F.; Schwerdt, F.","1447",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM197911",NA,NA,"Brade","Goldenberg, R.","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, subida para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,"MBM197911","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:34:16-03","MBM","MBM","4008","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Hatschbach, G.","17663",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM004008",NA,NA,"Brade","Wurdack, J.J.","Paraná","Piraquara","Novo Tirol","-49.0633010864258","-25.4416999816895",NA,NA,"MBM004008","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:34:16-03","MBM","MBM","393556","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Barboza, E.","4086","2014","11","26","Southern America","Brazil",NA,NA,"Arbusto 2,50m; frutos imaturos.; Floresta Ombrófila Densa Altomontana.","MBM393556",NA,NA,"Brade","Barboza, E.","Paraná","Antonina","Serra Ibitiraquire, Pico Paraná","-48.814439","-25.253447","1678","1678","MBM393556",NA,NA,"2014","04",NA,"-48.814439","-25.253447",NA,NA,NA,NA
"17","2020-12-21 16:34:16-03","MBM","MBM","403280","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Brotto, M.L.; Lozano, E.D.; Lozano, E.D.","2310","2016","04","21","Southern America","Brazil",NA,NA,"Árvore com 2m de altura, frutos maduros azuis.; Floresta Ombrófila Densa Altomontana (Matinha nebular).","MBM403280",NA,NA,"Brade","Goldenberg, R.","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, riacho entre o Cerro Verde e o Tucum","-48.843611","-25.2575","1485","1485","MBM403280",NA,NA,"2016","05","06","-48.843611","-25.2575",NA,NA,NA,NA
"18","2020-12-21 16:34:16-03","MBM","MBM","406314","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Brotto, M.L.; Lozano, E.D.; Canestraro, B.K.; Lozano, E.D.; Canestraro, B.K.","2316","2016","07","24","Southern America","Brazil",NA,NA,"Arbusto com 2 m de altura; Frutos maduros azuis.; Floresta Ombrófila Densa Altomontana.","MBM406314",NA,NA,"Brade","Brotto, M.L.","Paraná","Quatro Barras","Serra da Baitaca, Morro Anhangava, face sul","-49.001944","-25.388889","1400","1400","MBM406314",NA,NA,"2016","08","30","-49.001944","-25.388889",NA,NA,NA,NA
"19","2020-12-21 16:34:16-03","MBM","MBM","413890","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Völtz, R.R.; Santos, G.H.; Brotto, M.L.; Santos, G.H.; Brotto, M.L.","1571","2018","06","02","Southern America","Brazil",NA,NA,"Arvoreta 2 m alt.; frutos verdes.; Refúgio Vegetacional Altomontano; borda de floresta com campos altomontanos.","MBM413890",NA,NA,"Brade","Völtz, R.R.","Paraná","Morretes","PARNA Guaricana, morro Primeiro de Maio","-48.856389","-25.610833","1285","1285",NA,NA,NA,"2018","06","02","-48.856389","-25.610833",NA,NA,NA,NA
"20","2020-12-21 16:34:16-03","MBM","MBM","242439","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Ribas, O.S.; Barboza, E.; Silva, J.M.; Barboza, E.; Silva, J.M.","3893","1999","12","22","Southern America","Brazil",NA,NA,NA,"MBM242439",NA,NA,"Brade","Goldenberg, R.","Paraná","Campina Grande do Sul","Morro Camacuã","-49.0553016662598","-25.3055992126465",NA,NA,"MBM242439","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:34:16-03","MBM","MBM","312344","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Goldenberg, R.; et al.; et al.","796","2005","10","24","Southern America","Brazil",NA,NA,NA,"MBM312344",NA,NA,"Brade","Goldenberg, R.","Paraná","Campina Grande do Sul","Subida para o Pico do Paraná","-49.0553016662598","-25.3055992126465",NA,NA,"MBM312344","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:34:16-03","MBM","MBM","42133","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Hatschbach, G.","806","1947","12","27","Southern America","Brazil",NA,NA,"Em mata higrófila. Subarbusto 1 metro. Flores cheirosas; Subarbusto 1m, flores cheirosas,brancas, com exceção do cálice.; Mata higrófila.","MBM042133",NA,NA,"Brade","Brade, A.C.","Paraná","Piraquara","Queimada, Morro Albino Souza","-49.0633010864258","-25.4416999816895",NA,NA,"MBM042133","12577","auto",NA,NA,NA,NA,NA,NA,"ISOTYPE",NA,NA
"23","2020-12-21 16:34:16-03","MBM","MBM","188555","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Cordeiro, J.; Silva, J.M.; Silva, J.M.","1286",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM188555",NA,NA,"Brade","Wurdack, J.J.","Paraná","Piraquara","Serra Piramirim, Estrada Itupava","-49.0633010864258","-25.4416999816895",NA,NA,"MBM188555","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-07-21 15:25:55-03","MNHN","RECOLNAT_MNHN_P","P00117266","PreservedSpecimen",NA,"Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Hatschbach, G.",NA,"1967","10","30",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117266' target='other'> <mi>dwc_moreinfo</mi></a>","P00117266",NA,NA,"Brade","Wurdack",NA,NA,"Prov. Parana, Piraquara, Novo Tirol",NA,NA,NA,NA,"P00117266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17663",NA
"25","2020-10-01 14:23:40-03","JBB","HEPH","29172","S","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Korte, A","2185","2010","03","17","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Brade","Meyer, FS","Santa Catarina","Apiúna","Faxinalzinho","-49.390833","-27.180278","793","793",NA,NA,NA,"2010",NA,NA,"-49.390833","-27.180278",NA,NA,NA,NA
"26","2020-12-11 11:38:14-03","UFMG","BHCB","38428","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Brade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-11 17:19:44-03","UFPR","UPCB","87392","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Völtz, R.R. | Furtado, M.","944","2016","08","14",NA,"Brasil",NA,NA,"Arvoreta 2,5 m alt.; frutos verdes; interior de Floresta Ombrófila Densa Altomontana..","UPCB0023526",NA,NA,"Brade","Meyer, F.S.","Paraná","Campina Grande do Sul","Parque Estadual do Pico do Paraná - trilha do PP","-48.8325","-25.244167",NA,NA,"UPCB0023526",NA,NA,"2016","10",NA,"-48.832500","-25.244167",NA,NA,NA,NA
"28","2021-02-11 17:19:44-03","UFPR","UPCB","87796","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Völtz, R.R. et al.","1430","2015","06","06",NA,"Brasil",NA,NA,"Arvoreta 1,8m alt., crescendo em Refúgio Vegetacional Altomontano de topo de morro; frutos verdes e roxos..","UPCB0023351",NA,NA,"Brade","Goldenberg, R.","Paraná","Morretes","Serra do Marumbi, Morro Pelado","-48.938333","-25.471944","1430","1430","UPCB0023351",NA,NA,"2016","10",NA,"-48.938333","-25.471944",NA,NA,NA,NA
"29","2021-02-11 17:19:44-03","UFPR","UPCB","87984","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Reginato, M.","1466","2014","01","22",NA,"Brasil",NA,NA,"Arbusto 3m, flores com pétalas e estames alvos, anteras marrons quando velhas..","UPCB0023525",NA,NA,"Brade","Reginato, M.","Paraná","Campina Grande","Subida para o Itapiroca. Comum ao longo da trilha.",NA,NA,NA,NA,"UPCB0023525",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-11 17:19:44-03","UFPR","UPCB","91188","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Mocochinski, A.Y. | Scheer, M.","279","2002","10","08",NA,"Brasil",NA,NA,"Floresta Ombrófila Densa Altomontana..","UPCB0028371",NA,NA,"Brade","Caddah, M.K.","Paraná","Morretes","Serra da Igreja, Morro dos Padres","-48.834400177002","-25.476900100708","1280","1280","UPCB0028371","30514","auto","2006","08",NA,NA,NA,NA,NA,NA,NA
"31","2021-02-11 17:19:44-03","UFPR","UPCB","91196","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Scheer, M. et al.","656","2003","12","01",NA,"Brasil",NA,NA,"Arbustiva ereta 2m. Floresta Ombrófila Densa Altomontana..","UPCB0028359",NA,NA,"Brade","Caddah, M.K.","Paraná","Antonina","Serra do Ibitiraquire, Pico do Paraná","-48.7118988037109","-25.4286003112793","1700","1700","UPCB0028359","38300","auto","2006","08",NA,NA,NA,NA,NA,NA,NA
"32","2021-02-11 17:19:44-03","UFPR","UPCB","58861","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Scheer, M.B.","461","2003","09","07",NA,"Brasil",NA,NA,"Arbustiva ereta 2m, sombreado. floresta ombrófila densa altomontana..","UPCB0013507",NA,NA,"Brade","Meyer, F.S.","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pico Itapiroca.","-49.0553016662598","-25.3055992126465","1680","1680","UPCB0013507","55154","auto","2008","06",NA,NA,NA,NA,NA,NA,NA
"33","2021-02-11 17:19:44-03","UFPR","UPCB","52092","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Goldenberg, R.","796","2005","10","24",NA,"Brasil",NA,NA,"Arbusto 2m, botões jovens e fruto maduro azul. Floresta ombrófila densa. Alt.: 1550m s.n.m..","UPCB0013503",NA,NA,"Brade","Goldenberg, R.","Paraná","Campina Grande do Sul","Subida para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,"UPCB0013503","55154","auto","2005","01","01",NA,NA,NA,NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","3229902","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Gert G. Hatschbach","Hatschbach 17663","1967",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Brade","J. Wurdack, 8/69","Paraná",NA,"Mun. Piraquara. Nova Tirol.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-06-19 15:01:00-03","MO","MOBOT","2476575","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hatschbachii","Miconia hatschbachii","Gert G. Hatschbach","Hatschbach 806","1947","12","22","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Brade) R. Goldenb.","fide Michelangeli et al.","Paraná",NA,"Queimada, Morro Alvino Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,"1"
"36","2020-06-22 14:18:48-03","UNESP-IBILCE","SJRP","17464","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Cordeiro, J.",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Arbusto 2 m, flor alva;",NA,"Tracheophyta","Myrtales","Brade","J.J. Wurdack","Paraná","Piraquara","Serra Piramirim, estrada Itupava","-49.0633010864258","-25.4416999816895",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","G. Hatschbach","806","1947","12","22","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Myrtales","Brade",NA,"Paraná",NA,"Morro Alvino Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"38","2020-09-12 05:00:02-03","US","US","2566927","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","G. Hatschbach","17663","1967","10","30","South America - Neotropics","Brazil",NA,NA,NA,"US01901682",NA,"Myrtales","Brade",NA,"Paraná","Piraquara","Novo Tirol.","-49.0633010864258","-25.4416999816895",NA,NA,"US01901682_01 US01901682_02","12577","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"39","2020-09-12 05:00:02-03","US","US","3348477","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","J. Cordeiro & J. M. Silva","1286","1995","12","19","South America - Neotropics","Brazil",NA,NA,NA,"US01901680",NA,"Myrtales","Brade",NA,"Paraná","Piraquara","Serra Piramirim, estrada Itupava.","-49.0633010864258","-25.4416999816895",NA,NA,"US01901680_01 US01901680_02","12577","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"40","2020-09-12 05:00:02-03","US","US","1055664","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","P. K. Dusén","8968","1909","2","19","South America - Neotropics","Brazil",NA,NA,NA,"US01901681",NA,"Myrtales","Brade",NA,"Paraná","Piraquara","Caiguava","-49.0633010864258","-25.4416999816895","1200",NA,"US01901681_01 US01901681_02","12577","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"41","2019-12-09 17:30:14-03","UFPR","EFC","15325","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Völtz, R.R.; Furtado, M.","944","2016","08","14",NA,"Brasil",NA,NA,"Arvoreta 2,5 m alt.; frutos verdes; interior de Floresta Ombrófila Densa Altomontana.","EFC015325",NA,NA,"Brade","Meyer, F.S.","Paraná","Campina Grande do Sul","Parque Estadual do Pico do Paraná, trilha para o Pico Paraná","-48.8325","-25.2441","1675","1675",NA,NA,NA,"2016","10","01","-48.8325","-25.2441",NA,NA,NA,NA
"42","2019-12-09 17:30:14-03","UFPR","EFC","14384","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Vieira, R.S.","783","2015","07","06",NA,"Brasil",NA,NA,"Arvoreta com 3,5 m no subosque da floresta em vertente convergente. Com frutos arroxeados.","EFC014384",NA,NA,"Brade","Vieira, R.S.","Paraná","Campina Grande do Sul","Serra do Ibitiraquire - trilha para o morro Cerro Verde","-48.8421","-25.2564","1510","1510",NA,NA,NA,"2015","07","06","-48.8421","-25.2564",NA,NA,NA,NA
"43","2019-12-09 17:30:13-03","UFPR","EFC","13333","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Vieira, R.S.; Bizarro, O.M.R.","620","2014","11","19",NA,"Brasil",NA,NA,"Arvoreta com 2,5m, no interior da floresta altomontana. Inicio da frutificação","EFC013333",NA,NA,"Brade","Vieira, R.S.","Paraná","Campina Grande do Sul","Serra do Ibitiraquire - morro Taipabuçú","-48.8279","-25.2324","1600","1600",NA,NA,NA,"2014","11","25","-48.8279","-25.2324",NA,NA,NA,NA
"44","2019-12-09 17:30:14-03","UFPR","EFC","15243","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Völtz, R.R.; et al.",NA,"2015","06","06",NA,"Brasil",NA,NA,"Arvoreta 1,8 m alt., crescendo em Refúgio Vegetacional Altomontano de topo de morro; frutos verdes e roxos.","EFC015243",NA,NA,"Brade","Goldenberg, R.","Paraná","Morretes","Serra do Marumbi, Morro Pelado","-48.9383","-24.8589",NA,NA,NA,NA,NA,"2016","10","06","-48.9383","-24.8589",NA,NA,NA,NA
"45","2019-11-13 11:25:24-03","USP","SPF","170442","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Ribas, OS","2893","1999","12","22",NA,"Brasil",NA,NA,NA,"SPF00170442",NA,NA,"Brade","Goldenberg, R","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,NA,NA,"55154","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-13 11:25:24-03","USP","SPF","122733","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Cordeiro, J","1286","1995","12","19",NA,"Brasil",NA,NA,NA,"SPF00122733",NA,NA,"Brade","Wurdack, JJ","Paraná","Piraquara","Serra Piramirim","-49.0633010864258","-25.4416999816895",NA,NA,NA,"12577","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"47","2014-04-04 18:27:51-03","PNFM","IRAI","2274","S","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Ristow, R.","702","2010","07","04",NA,"Brasil",NA,NA,"Herbácea, 80 cm, folha com nervuras salientes, frutos azuis, Floresta Ombrófila Densa","IRAI00002274","Magnoliophyta",NA,"Brade","Cordeiro, J.","Paraná","Antonina","Lateral do Caratuva, Trilha para o Pico Paraná","-48.829333","-25.244028",NA,NA,NA,NA,NA,"2011","01","01","-48.829333","-25.244028",NA,NA,NA,NA
"48","2019-10-07 09:34:16-03","UEFS","HUEFS","29345","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","Cordeiro, J.","1286","1995","12","19",NA,"Brasil",NA,NA,NA,"HUEFS0029345","Angiospermae","Myrtales","Brade",NA,"Paraná","Piraquara","Serra Piramirim, estrada Itupava.","-49.0633010864258","-25.4416999816895",NA,NA,"HUEFS0029345","12577","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"49","2018-04-04 16:45:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii","G. Hatschbach","17663",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,"RRC ID Flag","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"17663",NA
"50","2015-03-07 08:51:41-03","F","FMNH-SEEDPLANTS","V0133178F","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hatschbachii","Leandra hatschbachii",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0133178F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0133178F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
