"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","locality","imagecode","identifiedBy","month","class","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude"
"12","2020-02-08 10:04:35-03","NBC","NL-BOTANY","L.2551290","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Claussen P",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2551290 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2551290",NA,"Myrtales","Mart.","1843","Minas Geraes.","NL-L2551290",NA,"01","Magnoliopsidae","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:34:51-03","UNICAMP","UEC","126149","S","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Mello Barreto, HL","10669",NA,"Brazil",NA,NA,"Arbusto com 60 cm de altura. Flor violaceo-purpura.; Campo.","UEC183140","Magnoliopsida",NA,"Berg","1940","Serra do Rola Moça, Divisa de Betim e Brumadinho.","UEC183140","Mello Barreto, HL","03",NA,"05","Minas Gerais","Betim","-44.198299407959","-19.9678001403809","15199","1300","1400","auto",NA,NA,NA,NA,NA,NA,NA
"14","2019-11-06 09:56:28-03","UFOP","OUPR","6015","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Lisboa, M.A.","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart. ex Naudin","1974","Serra do Rola Moça",NA,"Lisboa, M.A.","06",NA,"22","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711","17082",NA,NA,"auto","1974","06","22",NA,NA,NA,NA
"15","2019-11-06 09:56:28-03","UFOP","OUPR","5514","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"s.col.","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart. ex Naudin",NA,"Pedra do Amolar",NA,"Romero, R.",NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599",NA,NA,"auto","2010","02",NA,NA,NA,NA,NA
"16","2014-10-14 15:56:55-03","BS","M","M-0165692","S","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","ISOTYPE","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,NA,"M0165692","Magnoliophyta","Myrtales","Mart.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2014-10-14 15:56:55-03","BS","M","M-0165693","S","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","ISOTYPE","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,NA,"M0165693","Magnoliophyta","Myrtales","Mart.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2014-10-14 15:56:55-03","BS","M","M-0165694","S","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","HOLOTYPE","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,NA,"M0165694","Magnoliophyta","Myrtales","Mart.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:34:55-03","MBM","MBM","347636","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Roth, L.","s.n.","Southern America","Brazil",NA,NA,"Arbusto do cerrado, sobre hematita alagada na época das chuvas; Arbusto.; Cerrado, sobre hematita alagada na época das chuvas.","MBM347636",NA,NA,"Mart. ex Naudin","1963","Morro entre Lagoa Grande e Água Limpa, Rod. BR3, km 421","MBM347636","Pacífico, R.","02",NA,"15","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"2019","02",NA,NA,NA,NA,NA
"20","2016-03-09 18:11:22-03","MNHN","RECOLNAT_MNHN_P","P02297790","PreservedSpecimen",NA,"Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","isolectotype","Martius, C.F. von",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297790' target='other'> <mi>dwc_moreinfo</mi></a>","P02297790",NA,NA,"Mart. ex Naudin",NA,"s.loc.","P02297790_01","Romero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"937",NA,NA,NA
"21","2016-01-22 15:13:59-02","MNHN","RECOLNAT_MNHN_P","P00481672","PreservedSpecimen",NA,"Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","syntype","Martius, C.F. von",NA,NA,"Brésil austral","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00481672' target='other'> <mi>dwc_moreinfo</mi></a>","P00481672",NA,NA,"Mart. ex Naudin",NA,NA,"P00481672_01 P00481672_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"937",NA,NA,NA
"22","2015-10-27 12:01:27-02","MNHN","RECOLNAT_MNHN_P","P00481673","PreservedSpecimen",NA,"Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","syntype","Riedel, L.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00481673' target='other'> <mi>dwc_moreinfo</mi></a>","P00481673",NA,NA,"Mart. ex Naudin","1839","Minas Geraes","P00481673_01",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA
"23","2016-12-01 11:31:51-02","MNHN","RECOLNAT_MNHN_P","P00481679","PreservedSpecimen",NA,"Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","syntype","Claussen, P.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00481679' target='other'> <mi>dwc_moreinfo</mi></a>","P00481679",NA,NA,"Mart. ex Naudin","1841","Minas Geraes","P00481679_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37",NA,NA,NA
"24","2016-12-01 11:31:58-02","MNHN","RECOLNAT_MNHN_P","P00481680","PreservedSpecimen",NA,"Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","syntype","Claussen, P.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00481680' target='other'> <mi>dwc_moreinfo</mi></a>","P00481680",NA,NA,"Mart. ex Naudin","1841","Minas Geraes","P00481680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37",NA,NA,NA
"25","2015-10-26 04:26:04-02","MNHN","RECOLNAT_MNHN_P","P02297791","PreservedSpecimen",NA,"Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","isolectotype","Martius, C.F. von",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297791' target='other'> <mi>dwc_moreinfo</mi></a>","P02297791",NA,NA,"Mart. ex Naudin",NA,"s.loc.","P02297791_01","Romero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"937",NA,NA,NA
"26","2016-03-09 18:11:22-03","MNHN","RECOLNAT_MNHN_P","P05316275","PreservedSpecimen",NA,"Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Claussen|Delessert",NA,NA,"Brasil","hb",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316275' target='other'> <mi>dwc_moreinfo</mi></a>","P05316275",NA,NA,"Mart. ex Naudin",NA,"Brésil. Brasil, América do Sul","P05316275_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-03-09 18:11:22-03","MNHN","RECOLNAT_MNHN_P","P05316276","PreservedSpecimen",NA,"Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Claussen",NA,NA,"Brasil","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316276' target='other'> <mi>dwc_moreinfo</mi></a>","P05316276",NA,NA,"Mart. ex Naudin","1843","Brésil. Minas Gerais, Sudeste, Brasil, América do Sul","P05316276_01",NA,"1",NA,"1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-03-09 18:11:22-03","MNHN","RECOLNAT_MNHN_P","P05316277","PreservedSpecimen",NA,"Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Riedel",NA,NA,"Brasil","hb",NA,". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316277' target='other'> <mi>dwc_moreinfo</mi></a>","P05316277",NA,NA,"Mart. ex Naudin",NA,"Brésil. Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul","P05316277_01",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-03-09 18:11:22-03","MNHN","RECOLNAT_MNHN_P","P05316278","PreservedSpecimen",NA,"Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Riedel",NA,NA,"Brasil","hb",NA,". . Dedit D. Guillemin <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316278' target='other'> <mi>dwc_moreinfo</mi></a>","P05316278",NA,NA,"Mart. ex Naudin","3000","Brésil. Minas Gerais, Sudeste, Brasil, América do Sul","P05316278_01",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA
"30","2015-09-04 20:30:25-03","MNHN","RECOLNAT_MNHN_P","P05316279","PreservedSpecimen",NA,"Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Claussen",NA,NA,"Brasil","hb",NA,". s.d. Donné pour M. Delessert 1844 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316279' target='other'> <mi>dwc_moreinfo</mi></a>","P05316279",NA,NA,"Mart. ex Naudin",NA,"Brésil. Pico do Itabira do Campo. Minas Gerais, Sudeste, Brasil, América do Sul","P05316279_01",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-09-04 20:30:25-03","MNHN","RECOLNAT_MNHN_P","P05316281","PreservedSpecimen",NA,"Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Glaziou, A.",NA,NA,"Brasil","hb",NA,". . donné par Mme Simard, sa fille, em 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316281' target='other'> <mi>dwc_moreinfo</mi></a>","P05316281",NA,NA,"Mart. ex Naudin","1892","Brésil. Minas. Perpetua pres de Diamantina. Minas Gerais, Sudeste, Brasil, América do Sul","P05316281_01",NA,"4",NA,"11","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19227",NA,NA,NA
"32","2020-12-11 11:38:31-03","UFMG","BHCB","73270","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Ule, EHG","2511","Southern America","Brasil",NA,NA,"Arbusto","BHCB041083","Dicotyledon",NA,"Mart. ex Naudin","1892","Serra de Ouro Preto., Alto da Serra","BHCB041083",NA,"02",NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:38:31-03","UFMG","BHCB","73269","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Barreto, HLM","10669","Southern America","Brasil",NA,NA,"Arbusto 0,6m, baixa frequência e flôr violaceo-purpura; Campo","BHCB041084","Dicotyledon",NA,"Mart. ex Naudin","1940","Serra do Rola Moça, Divisas de Betim e Brumadinho","BHCB041084",NA,"03",NA,"05","Minas Gerais","Moeda","-44.0527992248535","-20.3330993652344","14750",NA,NA,"auto","1940",NA,NA,NA,NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","292617","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"C. F. Martius","937","South America - Neotropics","Brazil",NA,NA,NA,"US01896596",NA,"Myrtales","Mart. ex Naudin",NA,NA,"US01896596_01 US01896596_02",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"35","2020-09-12 05:00:02-03","US","US","1706075","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"-. Claussen",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US01896597",NA,"Myrtales","Mart. ex Naudin",NA,NA,"US01896597_01 US01896597_02",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"36","2019-09-04 19:42:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","Holotype","C. F. P. S. Martius","Herb. 937","South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-09-04 18:23:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","Isotype","C. F. P. S. Martius","Herb. 937","South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-01-23 10:11:38-02","F","FMNH-SEEDPLANTS","V0093852F","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","Isotype","C. F. P. S. Martius","Herb. 937","South America","Brazil",NA,NA,NA,"V0093852F","Spermatophyta",NA,NA,NA,NA,"V0093852F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-03-07 08:57:13-03","F","FMNH-SEEDPLANTS","V0151087F","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0151087F","Spermatophyta",NA,NA,NA,NA,"V0151087F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-08-23 10:59:51-03","NHMLondon","NHM-LONDON-BOT","BM000795976","S","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","Isotype","K.F.P. Martius","937",NA,"Brasil",NA,"NHMUK:ecatalogue:4988444","<a href=http://www.nhm.ac.uk/services/media-store/asset/423fe0b4dbf5284847f9812c7b33b454de54a86e/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Mart.",NA,NA,NA,"Rosana Romero; R.Romero",NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"2002","09",NA,NA,NA,"-53.08982","-10.773109"
"41","2020-06-01 13:10:50-03","UFU","HUFU","27114","S","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Barreto, M.","10669",NA,"Brasil",NA,NA,"Arbusto, ca. 0,6 m. Flor violácea-púrpura.; Campo.","HUFU00064779",NA,NA,"Mart. ex Naudin","1940","Serra do Rola Moça, Divisa de Betim com Brumadinho.","HUFU00064779","Barreto, M.","03",NA,"05","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:10:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Claussen, P","93","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Mart. ex Naudin",NA,"ad Pico de Itabira do Campo.",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:10:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Claussen, P","37?","Southern America","Brazil",NA,NA,"Habitat in montis humidiusculis prov. Minas Geraes.; HABITAT: Habitat in montis humidiusculis prov. Minas Geraes.",NA,NA,NA,"Mart. ex Naudin",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:10:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Claussen, P","937","Southern America","Brazil",NA,NA,"Habitat in montis humidiusculis prov. Minas Geraes.; HABITAT: Habitat in montis humidiusculis prov. Minas Geraes.",NA,NA,NA,"Mart. ex Naudin",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:10:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Claussen, P","9","Southern America","Brazil",NA,NA,"Habitat in montis humidiusculis prov. Minas Geraes.; HABITAT: Habitat in montis humidiusculis prov. Minas Geraes.",NA,NA,NA,"Mart. ex Naudin",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:10:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Riedel, L","15","Southern America","Brazil",NA,NA,"Habitat in montis humidiusculis prov. Minas Geraes.; HABITAT: Habitat in montis humidiusculis prov. Minas Geraes.",NA,NA,NA,"Mart. ex Naudin",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2009-01-15 15:25:40-02","CAS","CAS-BOT","3505","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","isotype","Martii Herbar. Florae Brasil","937","South America","Brazil",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mart. ex Naud.",NA,"unspecified",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2014-09-23 11:01:56-03","G","G-DC","G00318558","S","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia",NA,"Clausen, P. C. D.","37","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00318558",NA,NA,"Naudin",NA,NA,NA,"CAT.HERB.PRODR.",NA,NA,NA,"Minas Gerais",NA,"-45.44222222","-18.78777778",NA,NA,NA,NA,"2012","01","01",NA,NA,"-45.44222222","-18.78777778"
"49","2014-09-23 11:01:56-03","G","G-DC","G00318536","S","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","ISOTYPUS of Microlicia martiana Triana","Martius, C. F. P.","915","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00318536",NA,NA,"Naudin","1841",NA,NA,"Romero, R.",NA,NA,"00","Minas Gerais",NA,"-45.44222222","-18.78777778",NA,NA,NA,NA,"2010","01","01",NA,NA,"-45.44222222","-18.78777778"
"50","2014-09-23 11:01:56-03","G","G-DC","G00318560","S","Plantae","Melastomataceae","Microlicia","cuspidifolia","Microlicia cuspidifolia","ISOTYPUS of Microlicia cuspidifolia Naudin","Martius, C. F. P.","937","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00318560",NA,NA,"Naudin","1841",NA,NA,"Romero, R.",NA,NA,"00","Minas Gerais",NA,"-45.44222222","-18.78777778",NA,NA,NA,NA,"2010","01","01",NA,NA,"-45.44222222","-18.78777778"
