"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","preparationType","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","typeStatus","relatedCatalogItem","sex"
"99","2020-04-27 16:09:11-03","UFES","VIES","16475","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Gonzaga, D...R...","Pereira, O.J.; Espindula, E.","Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.7461013793945","-20.040599822998","31867",NA,NA,"auto","6534","2000","10","30",NA,NA,"VIES016475","VIES016475","2015","06",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA
"100","2020-06-29 09:29:58-03","UFRRJ","RBR","44578","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","I.B. Veloso-Freitas","I.B. Veloso-Freitas","Brasil","Rio de Janeiro","Seropédica","Universidade Federal Rural do Rio de Janeiro.","-43.688056","-22.765",NA,NA,NA,NA,"3","2018","04","09",NA,NA,"RBR00044578","RBR00044578 RBR00044578_1","2018","04","43º41'17''W","22º45'54''S","09",NA,NA,NA,NA,NA,NA,NA
"101","2020-06-29 09:29:58-03","UFRRJ","RBR","5286","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","D.R. Gonzaga, L.V.F. Vasconcelos","J. Paixão","Brasil","Rio de Janeiro","Ilha de Paquetá",NA,NA,NA,NA,NA,NA,NA,"180","1937","09","22",NA,NA,"RBR00005286","RBR00005286","2016","09",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA
"102","2020-06-29 09:29:58-03","UFRRJ","RBR","5288","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","A.M. Calvente","L. Xavier","Brasil","Brasília","Distrito Federal","museu ( quinta)",NA,NA,NA,NA,NA,NA,"452","1935","10","15",NA,NA,"RBR00005288","RBR00005288","2004","02",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA
"103","2020-06-29 09:29:58-03","UFRRJ","RBR","22226","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"M.F. Freitas","Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá","-43.451099395752","-22.7591991424561","25743",NA,NA,"auto","245","1993","07","08",NA,NA,"RBR00022226","RBR00022226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-06-29 09:29:58-03","UFRRJ","RBR","22231","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"I.M. Silva","Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Cachoeira da Serra Velha.","-43.451099395752","-22.7591991424561","25743",NA,NA,"auto","425","1995","08","22",NA,NA,"RBR00022231","RBR00022231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-21 19:33:27-03","UFC","EAC","14428","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Machado, M.; Taylor, N.P.","Grupo Pedra do Cavalo","Brasil","Bahia","Cachoeira","Ipuaçu","-39.083333","-12.533333",NA,NA,"Epífita, áfila, caule cilíndrico, infloresc. cauliflora com botões branco-esverdeados e flor alva",NA,"931","1980","11",NA,"Southern America",NA,"EAC0014428","EAC0014428","2009","01","-39.083333","-12.533333","19","40","120",NA,NA,NA,NA,NA
"106","2020-12-21 16:19:48-03","MBM","MBM","421010","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","Schumann","Molina, J.M.P.","Molina, J.M.P.; Pujals, A.; Pujals, A.","Brazil","Minas Gerais","São José do Goiabal",NA,"-43.407778","-20.266667",NA,NA,"Epífita.; Vegetação secundária média/avançada",NA,"315","2019","01","12","Southern America",NA,"MBM421010",NA,"2019","01","-43.407778","-20.266667","12",NA,NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:19:48-03","MBM","MBM","421012","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","Schumann","Molina, J.M.P.","Molina, J.M.P.; Pujals, A.; Pujals, A.","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.522222","-19.553056",NA,NA,"Epífita.; Vegetação secundária média/avançada",NA,"325","2019","01","15","Southern America",NA,"MBM421012",NA,"2019","03","-42.522222","-19.553056","07",NA,NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:19:48-03","MBM","MBM","421013","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","Schumann","Ariati, V.","Molina, J.M.P.; Pujals, A.; Pujals, A.","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.522222","-19.553056",NA,NA,"Epífita; frutos rosas.; Vegetação secundária média/avançada",NA,"326","2019","01","15","Southern America",NA,"MBM421013",NA,"2019",NA,"-42.522222","-19.553056",NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:19:48-03","MBM","MBM","298933","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","Schumann",NA,"Forzza, R.C.; et al.; et al.","Brazil","Minas Gerais","Descoberto","Reserva Biológica do Grama","-42.9674987792969","-21.4596996307373","11991",NA,NA,"auto","2920","2004","03","06","Southern America",NA,"MBM298933","MBM298933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-21 16:19:48-03","MBM","MBM","240116","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","Schumann","Zappi, D.C.","Santos, F.A.R.","Brazil","Bahia","Candeal","Candeal","-39.1192016601562","-11.8080997467041","27563",NA,NA,"auto","92","1994","07","08","Southern America",NA,"MBM240116","MBM240116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:19:48-03","MBM","MBM","321690","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","Schumann","Machado, M.","Santos, A.K.A.; Nascimento, J.G.A.; França, F.; Melo, E.; Flavius, M.; Nascimento, J.G.A.; França, F.; Melo, E.; Flavius, M.","Brazil","Bahia","Feira de Santana","Fazenda Jibóia","-39.060833","-12.271944",NA,NA,"Erva, com ramos verdes, suculentos, cilíndrica.; Plantas coletadas sobre rochas nos Inselbergs.",NA,"128","2003","05","13","Southern America",NA,"MBM321690","MBM321690","2004","11","-39.060833","-12.271944",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-01 15:28:05-03","PUC-RIO","FCAB","0712","PreservedSpecimen","Plantae",NA,"Angiospermae","Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","L.V.F. Vasconcelos","P. Capell S.J.","Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838","33190",NA,"Epífita.","auto","s.n.","1952","10",NA,NA,NA,"000712",NA,"2016","10",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA
"113","2019-11-01 15:28:05-03","PUC-RIO","FCAB","2904","PreservedSpecimen","Plantae",NA,"Angiospermae","Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","L.V.F. Vasconcelos","P.E. Gibbs; H.F. Leitão Filho","Brasil","São Paulo","Ubatuba","Ca. 15 Km. N de Ubatuba, Estação Experimental do Instituto Agrônomico. Mata Atlântica da Serra do Mar.","-45.0699996948242","-23.4300003051758","34265",NA,"Frutos lilás avermelhadas.","auto","5653","1977","08","12",NA,NA,"002904",NA,"2016","10",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA
"114","2019-08-15 09:03:25-03","UESC","UESC","24605","S","Plantae","Angiospermae","Florideophycidae","Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana",NA,NA,"Ronison R. dos Santos,","Brasil","Bahia","Camacã",NA,"-39.564722","-15.393056",NA,NA,"Epífita.",NA,"343","2017","05","14",NA,NA,"UESC0024605",NA,NA,NA,"39W33'53''","15S23'35''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"115","2019-08-15 09:03:25-03","UESC","UESC","24596","S","Plantae","Angiospermae","Florideophycidae","Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana",NA,NA,"Ronison R. dos Santos,","Brasil","Bahia","Camacã",NA,"-39.564722","-15.393056",NA,NA,"Epífita.",NA,"332","2017","05","14",NA,NA,"UESC0024596",NA,NA,NA,"39W33'53''","15S23'35''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"116","2019-08-15 09:03:25-03","UESC","UESC","24594","S","Plantae","Angiospermae","Florideophycidae","Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana",NA,NA,"Ronison R. dos Santos,","Brasil","Bahia","Camacã",NA,"-39.564722","-15.393056",NA,NA,"Epífita.",NA,"330","2017","05","14",NA,NA,"UESC0024594",NA,NA,NA,"39W33'53''","15S23'35''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"117","2019-11-26 14:13:45-03","UESC","UESC","24899","S","Plantae","Angiospermae","Florideophycidae","Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum","E.A.Rocha","Ronison R. dos Santos,","Brasil","Bahia","Camacã",NA,"-39.560833","-15.383611",NA,NA,"Floresta montana.; Epifita.",NA,"495","2019","10","24",NA,NA,"UESC0024899",NA,"2019","10","39W33'39''","15S23'1''",NA,"561","561","Dicotyledoneae",NA,NA,NA,NA
"118","2019-08-15 09:03:25-03","UESC","UESC","24599","S","Plantae","Angiospermae","Florideophycidae","Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana",NA,NA,"Ronison R. dos Santos,","Brasil","Bahia","Camacã",NA,"-39.564722","-15.393056",NA,NA,"Epífita.",NA,"337","2017","05","14",NA,NA,"UESC0024599",NA,NA,NA,"39W33'53''","15S23'35''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"119","2019-11-26 14:13:45-03","UESC","UESC","24905","S","Plantae","Angiospermae","Florideophycidae","Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum","E.A.Rocha","Ronison R. dos Santos,","Brasil","Bahia","Camacã",NA,"-39.564444","-15.391389",NA,NA,"Floresta montana; Planta epifíta.; Planta estéril.",NA,"501","2019","10","24",NA,NA,"UESC0024905",NA,"2019","10","39W33'52''","15S23'29''",NA,"801","801","Dicotyledoneae",NA,NA,NA,NA
"120","2016-03-17 11:55:27-03","MNHN","RECOLNAT_MNHN_P","P04557091","PreservedSpecimen",NA,NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Regnell","Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907. Prélévement Appareil Végétatif pour Pr. Kluge (Allemagne). M. Malplanche, 1993 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557091' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb","P04557091","P04557091_01",NA,NA,NA,NA,NA,NA,NA,NA,"III 625",NA,NA,NA
"121","2015-11-06 15:01:57-02","MNHN","RECOLNAT_MNHN_P","P02273064","PreservedSpecimen",NA,NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Gaudichaud, C.","Brésil",NA,NA,"Rio Janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02273064' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1831",NA,NA,NA,"hb","P02273064","P02273064_01",NA,NA,NA,NA,NA,NA,NA,NA,"913","syntype",NA,NA
"122","2015-11-06 15:01:59-02","MNHN","RECOLNAT_MNHN_P","P02273065","PreservedSpecimen",NA,NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Kimnach","Gaudichaud, C.","Brésil",NA,NA,"Rio Janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02273065' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1831",NA,NA,NA,"hb","P02273065","P02273065_01",NA,NA,NA,NA,NA,NA,NA,NA,"913","syntype",NA,NA
"123","2015-11-06 15:02:01-02","MNHN","RECOLNAT_MNHN_P","P02273066","PreservedSpecimen",NA,NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Kimnach","Gaudichaud, C.","Brésil",NA,NA,"Rio Janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02273066' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1831",NA,NA,NA,"hb","P02273066","P02273066_01",NA,NA,NA,NA,NA,NA,NA,NA,"913","syntype",NA,NA
"124","2015-11-03 04:12:49-02","MNHN","RECOLNAT_MNHN_P","P02273067","PreservedSpecimen",NA,NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Kimnach","Gaudichaud, C.","Brésil",NA,NA,"Rio Janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02273067' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1831",NA,NA,NA,"hb","P02273067","P02273067_01",NA,NA,NA,NA,NA,NA,NA,NA,"913","syntype",NA,NA
"125","2015-09-04 16:04:58-03","MNHN","RECOLNAT_MNHN_P","P04557092","PreservedSpecimen",NA,NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Rolaw-Gosselin, R.","Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,". . Hort. Bot. Parisiensis anno 1932. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557092' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1929","1","1",NA,"hb","P04557092","P04557092_01",NA,NA,NA,NA,NA,NA,NA,NA,"F 260",NA,NA,NA
"126","2015-09-04 16:04:58-03","MNHN","RECOLNAT_MNHN_P","P04557093","PreservedSpecimen",NA,NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Saint-Hilaire, A. de","Brésil",NA,NA,"Brasil, América do Sul",NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. . La plant ? au n° 159 voyage das Minas est une Melastomée. Celle ? au même n° (livre d´Uba et de Rio) est une Cyperacée. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557093' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1816","1","1",NA,"hb","P04557093","P04557093_01",NA,NA,NA,NA,NA,NA,NA,NA,"159",NA,NA,NA
"127","2016-03-17 11:55:27-03","MNHN","RECOLNAT_MNHN_P","P04557094","PreservedSpecimen",NA,NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Gay","Brasil","Rio de Janeiro",NA,"Rio Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557094' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1828","8","1",NA,"hb","P04557094","P04557094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-10-01 14:16:04-03","JBB","HEPH","34347","S","Plantae","Dicotyledon","Caryophyllales","Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Stehmann, JR; Moreira, NC","Moreira, NC; Stehmann, JR; Gouvea, YF","Brasil","Minas Gerais","Pedro Leopoldo","Lapa do Baú","-43.5927","-19.3253",NA,NA,NA,NA,"196","2015","02","12","Southern America",NA,NA,NA,"2018","10","-43.5927","-19.3253",NA,"719","719",NA,NA,NA,NA,NA
"129","2020-10-01 14:16:04-03","JBB","HEPH","32381","S","Plantae","Dicotyledon","Caryophyllales","Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Zappi, D","Maruyama, A; Cicco, L","Brasil","Rio de Janeiro","Seropédica",NA,"-43.698333","-22.758333",NA,NA,NA,NA,"609","2016","11","10","Southern America",NA,NA,NA,"2018",NA,"-43.698333","-22.758333",NA,"28","28",NA,NA,NA,NA,NA
"130","2020-10-01 14:16:04-03","JBB","HEPH","33989","S","Plantae","Dicotyledon","Caryophyllales","Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Zappi, D","Maruyama, A; Cheron, LG; Valentim, GT","Brasil","São Paulo","Bauru","Próximo ao contorno da rodovia Marechal Rondon, adjunto ao Recanto Shinohara","-49.105833","-22.261111",NA,NA,NA,NA,"995","2017","10","04","Southern America",NA,NA,NA,"2018",NA,"-49.105833","-22.261111",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-01 14:16:04-03","JBB","HEPH","6819","S","Plantae","Dicotyledon","Caryophyllales","Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Zappi, D","Salles, AEH; et al.","Brasil","Minas Gerais","Paracatu","Córrego Entre Ribeiros a 80km de Paracatu","-46.874698638916","-17.2222003936768","72344",NA,NA,"auto","1498","1989","11","06","Southern America",NA,NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-01-29 17:16:16-03","UFMG","BHCB","194350","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Ferreira, VL; Stehmann, JR","Brasil","Minas Gerais","Pedro Leopoldo","Lapa do Baú","-43.9925","-19.548333",NA,NA,"Cálice creme, estames brancos.; Afloramento de calcário. Maciço. Forófito.",NA,"33","2018","09","18","Southern America",NA,"BHCB194350",NA,"2020","11","-43.9925","-19.548333",NA,"715","715",NA,NA,NA,NA,NA
"133","2020-12-11 11:34:16-03","UFMG","BHCB","194390","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Ferreira, VL; Stehmann, JR; Santos, GVA","Brasil","Minas Gerais","Pedro Leopoldo","Lapa do Baú","-43.989444","-19.547778",NA,NA,"Flores amarelas.; Borda de mata seca na base de afloramento calcáreo.",NA,"106","2018","12","11","Southern America",NA,"BHCB194390",NA,"2019","01","-43.989444","-19.547778",NA,"673","673",NA,NA,NA,NA,NA
"134","2020-12-11 11:34:16-03","UFMG","BHCB","43124","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-11 11:34:16-03","UFMG","BHCB","82618","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Temponi, LG","Brasil","Minas Gerais","Salto da Divisa","Fazenda Jabuti","-40.016667","-16.033333",NA,NA,"Pasto. Erva epífita em árvore isolada, pericarpelo e tépalas externas rosados, internas brancas. Coordenadas originais: 16°02'S; 40°01'W",NA,"5321","2003","08","20","Southern America",NA,NA,NA,NA,NA,"-40.016667","-16.033333",NA,"90","170",NA,NA,NA,NA,NA
"136","2020-12-11 11:34:16-03","UFMG","BHCB","70469","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Krieger, L","Brasil","Minas Gerais","Leopoldina",NA,"-42.6431007385254","-21.5319004058838","26325",NA,"Cultivada, epífita, pendente mais de 2m. Flores alvas","auto","18710","1981","10","16","Southern America",NA,"BHCB024519",NA,"2015","05",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"137","2020-12-11 11:34:16-03","UFMG","BHCB","32953","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Lombardi, JA","Brasil","Minas Gerais","Belo Horizonte","Campus da UFMG","-43.937801361084","-19.9207992553711","17082",NA,"Caule verde, botões externamente esverdeados, flores abertas brancas, erva epífita; Crescendo sobre formigueiro suspenso","auto","1355","1996","08","21","Southern America",NA,"BHCB024056",NA,"2015","05",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"138","2020-12-11 11:34:16-03","UFMG","BHCB","32768","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,NA,"Brasil","Minas Gerais","Lagoa Santa","Carste de Lagoa Santa","-43.8897018432617","-19.6271991729736","12338",NA,NA,"auto","s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-11 11:34:16-03","UFMG","BHCB","32768","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,NA,"Brasil","Minas Gerais","Lagoa Santa","Carste de Lagoa Santa","-43.8897018432617","-19.6271991729736","12338",NA,NA,"auto","s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-11 11:34:16-03","UFMG","BHCB","20920","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Taylor, NP; Zappi, DC","Brasil","Minas Gerais","Conselheiro Pena","Estrada para Cuparaque, 26 km NE do Rio Doce, na estrada paa Cuparaque via Pena do Norte","-41.4721984863281","-19.1721992492676","46509",NA,"Epífita, botões florais amarelados e frutos verdes; Floresta de galeria destruída","auto","774","1990","12","15","Southern America",NA,"BHCB024054",NA,"2015","05",NA,NA,"12","100","100",NA,NA,NA,NA,NA
"141","2020-12-11 11:34:16-03","UFMG","BHCB","33143","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Lombardi, JA","Brasil","Minas Gerais","Matozinhos","Fazenda Cauaia.","-44.0814018249512","-19.5578002929688","20503",NA,"Epífita, furos imaturos verdes, perianto remansecente amarela; Borda de mata semidecíduas","auto","1468","1996","10","03","Southern America",NA,"BHCB024057",NA,"2015","05",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"142","2020-12-11 11:34:16-03","UFMG","BHCB","20959","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Taylor, NP; Zappi, DC","Brasil","Minas Gerais","Muriaé","Laranjal, Na rodovia BR 116, 2,5km N de São João da Sapucaia, 8km de Laranjal","-42.3664016723633","-21.1305999755859","32715",NA,"Epífita pendente com ramos de mais de 2m de comprimento. Frutos alvos. Caule com fr. alc.; Em árvore velha com Seleicereus setaceus","auto","792","1990","12","18","Southern America",NA,"BHCB024055",NA,"2015","05",NA,NA,"12","250","250",NA,NA,NA,NA,NA
"143","2020-12-11 11:34:16-03","UFMG","BHCB","45625","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Tameirão Neto, E","Brasil","Minas Gerais","Aimorés","UHE Aimorés, Fazenda Sr. Varejão","-41.0638999938965","-19.4958000183105","54161",NA,"Epífita; Floresta semidecidual","auto","2439","1997","10","28","Southern America",NA,"BHCB024518",NA,"2015","05",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"144","2020-12-11 11:34:16-03","UFMG","BHCB","29757","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Tameirão Neto, E; França, GS","Brasil","Minas Gerais","Braúnas","UHE Porto Estrela, Rio Santo Antônio","-42.7155990600586","-19.0557994842529","19086",NA,"Epífita; Floresta ciliar","auto","1802","1993","11","03","Southern America",NA,"BHCB024506",NA,"2015","05",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"145","2020-12-11 11:34:16-03","UFMG","BHCB","39002","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Salino, A","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832","22280",NA,"Epífita pendente crescendo a ca. 2m de altura. Ramos cilíndricos e flores brancas","auto","3516","1997","09","29","Southern America",NA,"BHCB024517",NA,"2015","05",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"146","2021-02-11 17:18:26-03","UFPR","UPCB","47043","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Zappi, D.C.","França, F.","Brasil","Bahia","Feira de Santana",NA,"-38.9667015075684","-12.2666997909546","46325",NA,"Erva carnosa, cilíndrica, epífita, frutos maduros brancos..","auto","2079","1997","02","06",NA,NA,NA,NA,"1999","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-02-11 17:18:26-03","UFPR","UPCB","73050","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Calvente, A.","Soller, A.","Brasil","Rio de Janeiro","Rio de Janeiro","Jd. Botânico","-43.2075004577637","-22.9027996063232","57442",NA,"Fruto globoso, róseo..","auto","127","2011","04","04",NA,NA,NA,NA,"2011","04",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA
"148","2008-05-27 22:02:00-03","MO","MOBOT","3166201","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","N. Taylor, 20.9.","Myron W. Kimnach","Brazil",NA,NA,"Source: Huntington Botanical Garden, # 1495. Received Jan., 1954 at UCBG and grown there under glass.",NA,NA,NA,NA,NA,NA,"Kimnach s.n.","1961","3","27","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
