"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","barcode","phylum","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","minimumElevationInMeters","maximumElevationInMeters","relationshipType","relatedCatalogItem","class","order","occurrenceRemarks","continentOcean","fieldNumber","preparationType","individualCount"
"11","2016-07-05 11:14:21-03","FFCLRP","LBMBP","21","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","E.R. Pansarin",NA,NA,NA,"A.W.C. Ferreira",NA,NA,NA,NA,"Brasil","São Paulo","São Carlos",NA,"47°53'W","22°01'S",NA,NA,"-47.883333","-22.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:20:19-03","UNICAMP","UEC","13472","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Nunes, CEP","2015","07","28","Nunes, CEP","7","2015","07","28","Brazil","São Paulo","São Luiz do Paraitinga","Trilha do Ipiranga, Núcleo Santa Virgínia, PESM. Na saída da trilha após o córrego do Barro Branco.","-45.133333","-23.316667","UEC109680","Liliopsida","-45.133333","-23.316667",NA,"UEC109680",NA,"800","1200",NA,NA,NA,NA,"Epiphyte herb growing on several host trees (Tibouchina pulchra, Peltrophorum dubium and Inga spp.) or tree fern species (Cyathea spp.). Outer an inner tepals coloured in green and brown with the lip white with thin violet stripes cons",NA,NA,NA,NA
"13","2020-10-14 10:04:26-03","FURB","FURB","16114","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Mancinelli, WS","2011","01","10","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","526","2009","11","02","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4977777","-26.9097222","FURB02889",NA,"-49.4977777","-26.9097222",NA,"FURB02889",NA,"788","788",NA,NA,NA,NA,"Epífita IFFSC e689a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor verde claro com roxo",NA,NA,NA,NA
"14","2020-10-14 10:04:26-03","FURB","FURB","52097","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Schwirkowski, P.","2016","10","23","Schwirkowski, P.","1993","2016","10","23","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho. Em beira de estrada, após a capelinha.","-49.4061111","-26.3172223","FURB52097",NA,"-49.4061111","-26.3172223",NA,"FURB52097",NA,"899","899",NA,NA,NA,NA,"Epífita, heliófita, pétalas esverdeadas com manchas marrons, labelo branco-listrado",NA,NA,NA,NA
"15","2020-10-14 10:04:26-03","FURB","FURB","60611","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Kassner-Filho, A.","2018","10","02","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3563","2015","10","02","Brasil","Santa Catarina","Armazém",NA,"-48.9594444","-28.2625000","FURB60611",NA,"-48.9594444","-28.2625",NA,"FURB60611",NA,"412","412",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-06-27 10:26:07-03","UFES","VIES","23150","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Souza, S.","56","1998","08","26","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.",NA,NA,"VIES023150",NA,"-40.5110015869141","-20.6580009460449","28401","VIES023150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:38:53-03","MBM","MBM","346606","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Mancinelli, W.S.","2009","11","24","Silva, J.M.","6950","2008","08","27","Brazil","Paraná","Adrianópolis","Fazenda Mato Limpo, Berneck",NA,NA,"MBM346606",NA,"-48.9911003112793","-24.6571998596191","49901","MBM346606","auto",NA,NA,NA,NA,NA,NA,"Epífita, flor lilás com mácula vinosa. Floresta atlântica. Unicata","Southern America",NA,NA,NA
"18","2020-12-21 16:38:53-03","MBM","MBM","7779","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","17293","1967","10","04","Brazil","Paraná","Campina Grande do Sul","Caminho ao Cerro Verde",NA,NA,"MBM007779",NA,"-49.0553016662598","-25.3055992126465","55154",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"19","2020-12-21 16:38:53-03","MBM","MBM","10177","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","20337","1968","11","13","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande",NA,NA,"MBM010177",NA,"-49.0553016662598","-25.3055992126465","55154",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"20","2020-12-21 16:38:53-03","MBM","MBM","16578","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","23393","1970","01","22","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire",NA,NA,"MBM016578",NA,"-49.0553016662598","-25.3055992126465","55154",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"21","2020-12-21 16:38:53-03","MBM","MBM","77083","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Barros, F. de",NA,NA,NA,"Kummrow, R.","1992","1982","09","13","Brazil","Paraná","Curitiba","Parque Iguaçu",NA,NA,"MBM077083",NA,"-49.2731018066406","-25.4277992248535","25180","MBM077083","auto",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"22","2020-12-21 16:38:53-03","MBM","MBM","170897","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Hatschbach, G.",NA,NA,NA,"Poliquesi, C.B.; Silva, J.M.; Silva, J.M.","198","1994","11","09","Brazil","Paraná","Guaratuba","Serra do Araçatuba",NA,NA,"MBM170897",NA,"-48.5746994018555","-25.8827991485596","41937","MBM170897","auto",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"23","2020-12-21 16:38:53-03","MBM","MBM","108273","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Lemos, J.V.","2011","11","08","Cordeiro, J.; Silva, J.M.; Silva, J.M.","240","1986","02","20","Brazil","Paraná","Morretes","Estação Marumbi",NA,NA,"MBM108273",NA,"-48.834400177002","-25.476900100708","30514","MBM108273","auto",NA,NA,NA,NA,NA,NA,"Epífita, flor verde com interior alvo e nervuras lilás. Unicata","Southern America",NA,NA,NA
"24","2020-12-21 16:38:53-03","MBM","MBM","12489","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","22429","1969","10","11","Brazil","Paraná","Piraquara","Santa Maria",NA,NA,"MBM012489",NA,"-49.0633010864258","-25.4416999816895","12577","MBM012489","auto",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"25","2020-12-21 16:38:53-03","MBM","MBM","137527","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Brito, T.",NA,NA,NA,"Silva, J.M.; Poliquesi, C.B.; Poliquesi, C.B.","659","1989","10","31","Brazil","Paraná","Quatro Barras","Morro Mãe Catira",NA,NA,"MBM137527",NA,"-49.0769004821777","-25.3656005859375","17116","MBM137527","auto",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"26","2020-12-21 16:38:53-03","MBM","MBM","430173","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Völtz, R.R.","2019","08","18","Völtz, R.R.; Meyer, F.S.; Brotto, M.L.; Meyer, F.S.; Brotto, M.L.","2198","2019","08","08","Brazil","Rio de Janeiro","Nova Friburgo","Trilha para o Pico do Faraó","-42.800833","-22.379444","MBM430173",NA,"-42.800833","-22.379444",NA,NA,NA,"2040","2040",NA,NA,NA,NA,"Erva terrestre ca. 50 cm alt; flores alvas rajadas de púrpuro; em Refúgio Vegetacional Altomontano de encosta rochosa.; Refúgio Vegetacional Altomontano.","Southern America",NA,NA,NA
"27","2020-12-21 16:38:53-03","MBM","MBM","50161","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","15082","1966","11","08","Brazil","Paraná","Quatro Barras","Morro Mãe Catira",NA,NA,"MBM050161",NA,"-49.0769004821777","-25.3656005859375","17116","MBM050161","auto",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"28","2020-12-21 16:38:53-03","MBM","MBM","395100","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Ariati, V.","2014","01",NA,"Ariati, V.","1090","2015","10","03","Brazil","Santa Catarina","Garuva",NA,NA,NA,"MBM395100",NA,"-48.8549995422363","-26.0266990661621","22441","MBM395100","auto",NA,NA,NA,NA,NA,NA,"Epífita, flor verde com máculas marrom, labelo branco com listras vinho.","Southern America",NA,NA,NA
"29","2020-12-21 16:38:53-03","MBM","MBM","5029","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","15113","1966","11","17","Brazil","Paraná","Tijucas do Sul","Campo Alto",NA,NA,"MBM005029",NA,"-49.1988983154297","-25.9281005859375","25228",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"30","2019-11-01 15:28:32-03","PUC-RIO","FCAB","2127","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","J.C. Santana","2001","02","08","P.E. Leite S.J.","s.n.","1946","01",NA,"Brasil","São Paulo","Campos do Jordão","Itapeva",NA,NA,"002127",NA,"-45.5900001525879","-22.7299995422363","21048",NA,"auto","2300","2300",NA,NA,NA,"Angiospermae",NA,NA,NA,NA,NA
"31","2015-09-03 19:29:59-03","MNHN","RECOLNAT_MNHN_P","P00447860","PreservedSpecimen",NA,"Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Dusén, P.",NA,"1909","10","26","Brésil",NA,NA,"Parana : Serra do Mar, Ypiranga",NA,NA,"P00447860",NA,NA,NA,NA,"P00447860_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447860' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"8837","hb",NA
"32","2015-09-04 03:51:46-03","MNHN","RECOLNAT_MNHN_P","P00447861","PreservedSpecimen",NA,"Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Regnell, A.",NA,"1861","11","28","Brésil",NA,NA,"Brésil",NA,NA,"P00447861",NA,NA,NA,NA,"P00447861_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447861' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"III 998","hb",NA
"33","2015-09-16 06:23:35-03","MNHN","RECOLNAT_MNHN_P","P00447862","PreservedSpecimen",NA,"Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,"P00447862",NA,NA,NA,NA,"P00447862_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447862' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"16372 a","hb",NA
"34","2015-09-03 19:29:59-03","MNHN","RECOLNAT_MNHN_P","P00447863","PreservedSpecimen",NA,"Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Glaziou, A.",NA,"1887","6","12","Brésil",NA,NA,"Copacabana, Pedra dos Cabritos",NA,NA,"P00447863",NA,NA,NA,NA,"P00447863_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447863' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"17258","hb",NA
"35","2015-09-04 06:20:51-03","MNHN","RECOLNAT_MNHN_P","P00447864","PreservedSpecimen",NA,"Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Glaziou, A.",NA,"1887","6","12","Brésil",NA,NA,"Copacabana, Pedra dos Cabritos",NA,NA,"P00447864",NA,NA,NA,NA,"P00447864_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447864' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"17258","hb",NA
"36","2015-09-04 03:51:46-03","MNHN","RECOLNAT_MNHN_P","P00447865","PreservedSpecimen",NA,"Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,"P00447865",NA,NA,NA,NA,"P00447865_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447865' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"B1 294","hb",NA
"37","2020-12-11 11:44:54-03","UFMG","BHCB","59478","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Britez, RM; Lima, RX","2225","1992","08","11","Brasil","Paraná","Paranaguá","Ilha das Peças",NA,NA,"BHCB001581","Monocotyledon","-48.5092010498047","-25.5200004577637","24916","BHCB001581","auto",NA,NA,NA,NA,NA,NA,"Herbácea; terrestre; flores esverdeadas, labelo branco com estrias roxas.","Southern America",NA,NA,NA
"38","2021-02-11 17:21:03-03","UFPR","UPCB","67333","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Mancinelli, W.S.","2009","10","26","Mancinelli, W.S.","1046","2009","10","26","Brasil","Santa Catarina","Joinville","Morro da Tromba","-48.958333","-26.211667","UPCB0033038",NA,"-48.958333","-26.211667",NA,"UPCB0033038",NA,"900","900",NA,NA,NA,NA,"Epífita, sépalas e pétalas verdes e púrpuras, labelo branco com linhas púrpuras, ocorrente em Floresta Ombrófila Densa Montana..",NA,NA,NA,NA
"39","2021-02-11 17:21:03-03","UFPR","UPCB","73190","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Mancinelli, W.S.","2010","12","09","Schmitt, J.L.","526","2009","11","02","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.497778","-26.909722","UPCB0033022",NA,"-49.497778","-26.909722",NA,"UPCB0033022",NA,"788","788",NA,NA,NA,NA,"Epífita IFFSC e689a (abaixo de 4m). Flor verde claro com roxo. Floresta ombrófila densa/montana..",NA,NA,NA,NA
"40","2021-02-11 17:21:03-03","UFPR","UPCB","50027","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Giongo, C.","1999","11",NA,"Giongo, C.",NA,"1999","11","06","Brasil","Paraná","Morretes","Parque Estadual do Parque do Marumbi, Pico do Morro do Facãozinho",NA,NA,NA,NA,"-48.834400177002","-25.476900100708","30514",NA,"auto",NA,NA,NA,NA,NA,NA,"Terrícola, em floresta ombrófila densa altomontana..",NA,NA,NA,NA
"41","2021-02-11 17:21:03-03","UFPR","UPCB","44945","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Barros, F. de","2001","12",NA,"Giongo, C.","67","1998","10","11","Brasil","Paraná","Morretes","Parque Estadual do Pico do Marumbi, Pico do Morro Facãozinho",NA,NA,"UPCB0033029",NA,"-48.834400177002","-25.476900100708","30514","UPCB0033029","auto",NA,NA,NA,NA,NA,NA,"Epífita flores verdes com listras e manchas vinosas, labelo branco. Coletada em floresta ombrófila densa altomontana..",NA,NA,NA,NA
"42","2021-02-11 17:21:03-03","UFPR","UPCB","72381","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Mancinelli, W.S.","2010","11","03","Mancinelli, W.S.","1323","2010","11","03","Brasil","Santa Catarina","Garuva","Serra Quiriri",NA,NA,"UPCB0033044",NA,"-48.8549995422363","-26.0266990661621","22441","UPCB0033044","auto","1100","1100",NA,NA,NA,NA,"Epífita, ocorrente em Mata Nebular..",NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","2845388","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","G. Lodd.","G. Pabst",NA,NA,NA,"Per Dusén","Dusén 17287","1915","11","4","Brazil","Paraná",NA,"Serra do Mar, Bandado, ad ramos arb. silv. prim.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA
"44","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","12346",NA,"Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","G.Lodd.","T.E.C. Meneguzzo/2017",NA,NA,NA,"L. Kollmann; et al","2836","2000","04","13","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","40W31'49","19S58'17","MBML012346",NA,"-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mata de encosta. Epifita a 2m na sombra. Sepalos verdes com maculas marrons. Labelo seco. Frutos verdes.",NA,NA,NA,NA
"45","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","13766",NA,"Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","G.Lodd.","T.E.C. Meneguzzo/2017",NA,NA,NA,"L. Kollmann; et al","2834","2000","04","13","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","40W31'49","19S58'17","MBML013766",NA,"-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mata de encosta. Epífita no galho caído.",NA,NA,NA,NA
"46","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","18143",NA,"Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","G.Lodd.","T.E.C. Meneguzzo/2017",NA,NA,NA,"R.R. Vervloet; et al","1292","2002","10","24","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","40W33'11","19S54'27","MBML018143",NA,"-40.553056","-19.9075",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita a 3m do solo, flores com sépalas e pétalas verde com manchas vinho, labelo branco com listras e pêlos azulados, baixada, dossel 18m.",NA,NA,NA,NA
"47","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","25194",NA,"Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","G.Lodd.","T.E.C. Meneguzzo/2017",NA,NA,NA,"A. P. Fontana; et al","348","2002","04","20","Brasil","Espírito Santo","Santa Teresa","APP São Lourenço","40W37'13","19S55'26","MBML025194",NA,"-40.620278","-19.923889",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita; umbrófila, florida em 17/10/2005, flores com sepála e pétalas verdes com máculas marrons, labelo branco, estrias vináceas com pêlos roxos.",NA,NA,NA,NA
"48","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","396",NA,"Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","G.Lodd.","T.E.C. Meneguzzo/2017",NA,NA,NA,"W. Boone","958","1985","12","10","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha","40W37'4","19S55'52","MBML000396",NA,"-40.617778","-19.931111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita sobre arbusto, a 2m do solo, pétalas e sépalas verdes com máculas vinho, labelo branco com estrias vináceas a amarelas na base, coluna amarela com estrias e pontos vináceos. Ciófila, capoeirão ripário.",NA,NA,NA,NA
"49","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","5290",NA,"Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","G.Lodd.","T.E.C. Meneguzzo/2017",NA,NA,NA,"L. Kollmann","38","1988","10","13","Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Mello Leitão, Orquidário","40W36'0","19S56'10","MBML005290",NA,"-40.6","-19.936111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sépalas e pétalas verde com pontuação marrom, labelo branco com linhas roxas, coluna amarela com pontuação marrom-roxo. Culta/Herb./Álcool.",NA,NA,NA,NA
"50","2019-11-07 11:44:53-03","FUVATES","HVAT","1880","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","R. Singer; E. Freitas","2006","09","11","E. Freitas","s.n.","2006","08","15","Brasil","Rio Grande do Sul","Sério",NA,"-52º16'7''W","-29º22'60''S","HVAT00001880",NA,"-52.268611","-29.383333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita; Coletada no mato, proximo da sede de eortes do Clube XV de Novembro.",NA,NA,NA,NA
"51","2020-09-12 05:00:02-03","US","US","3088949","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"R. Kummrow","1992","1982","9","13","Brazil","Paraná","Curitiba",NA,NA,NA,"US00456525",NA,"-49.2731018066406","-25.4277992248535","25180","US00456525_01","auto",NA,NA,NA,NA,"Monocotyledonae","Orchidales",NA,"South America",NA,NA,"1"
