"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"43","2021-03-15 16:37:00-03","NY","NYBG","00984651","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato",NA,"H. S. Irwin","17329","1966","06","17","South America","Brazil","Mato Grosso","Lower slopes of Serra Azul, ca. 75 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.23","-15.28","525","525","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984651","NY00984651_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00984643","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato",NA,"H. S. Irwin","16321","1966","05","31","South America","Brazil","Mato Grosso","Ca. 86 km. N. of Xavantina. Serra do Roncador.","-52.08","-13.92","550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984643","NY00984643_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00984678","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato",NA,"G. C. G. Argent","6557","1967","09","27","South America","Brazil","Mato Grosso","c. 6 km S. of Xavantina R. & A. transect.","-52.23","-14.63",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130845' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984678","NY00984678_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","00984716","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","R. H. Fortunato","H. S. Irwin","11135","1965","12","09","South America","Brazil","Distrito Federal","Immediately E. of Lago Paranoá","-47.9294","-15.7797","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984716","NY00984716_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","00984838","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","J. W. Grear","H. S. Irwin","27206","1970","03","09","South America","Brazil","Minas Gerais","Upper slopes of Serra do Cabral, ca. 3 km W. of Cantoni","-44.13","-17.57","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131962' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984838","NY00984838_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","00984654","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato",NA,"H. S. Irwin","21378","1968","03","18","South America","Brazil","Tocantins","10 km S. of Guará.","-48.52","-8.93","550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984654","NY00984654_01","Guaraí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","00984831","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","J. W. Grear","H. S. Irwin","12868","1966","02","15","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 7 km W. of Veadeiros","-47.58153","-14.1167","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131936' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984831","NY00984831_01","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","00984741","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","R. H. Fortunato","H. S. Irwin","11135","1965","12","09","South America","Brazil","Distrito Federal","Immediately E. of Lago Paranoá","-47.9294","-15.7797","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984741","NY00984741_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","00984723","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","R. H. Fortunato","H. S. Irwin","21971","1969","01","14","South America","Brazil","Minas Gerais","ca. 27 km S.W. of Diamantina on road to Gouveia. Serra do Espinhaço.","-43.73","-18.42","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984723","NY00984723_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","01450935","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato","A. P. Fortuna Perez","L. Coradin","565","1977","10","10","South America","Brazil","Roraima","Cauamé region, along Boa Vista - BV 8 road (BR-174) km 9.",NA,NA,"110","110","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1379888' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450935","NY01450935_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","00984849","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","7287","1964","10","24","South America","Brazil","Goiás","Ca. 30 km. N. of Jataí, on rd. to Caiapônia. Serra do Caiapó.","-51.7","-17.3","800","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984849","NY00984849_01","Jataí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","00984827","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","J. W. Grear","H. S. Irwin","12730","1966","02","13","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 1 km W. of Veadeiros","-47.52596","-14.1167","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131931' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984827","NY00984827_01","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","00984719","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","R. H. Fortunato","H. S. Irwin","12222","1966","02","03","South America","Brazil","Distrito Federal",NA,"-47.9167","-15.7833","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131473' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984719","NY00984719_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","01019764","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","18599","1968","01","14","South America","Brazil","Goiás","15 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","-48.77","-15.8","1150","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137553' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019764","NY01019764_01","Cocalzinho de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","00984736","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","R. H. Fortunato","H. S. Irwin","9018","1965","10","07","South America","Brazil","Distrito Federal","Ca. 1.5 km E. of Sobradinho","-47.80271","-15.6333","1115","1115","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984736","NY00984736_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","01019651","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","8572","1965","09","23","South America","Brazil","Distrito Federal","Ca. 10 km S. of Brasília, on road to Belo Horizonte","-47.98","-16","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132144' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019651","NY01019651_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","00984677","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato",NA,"T. C. Plowman","9333","1980","02","29","South America","Brazil","Maranhão","Bananal, 15 km. south of Imperatriz along Belém-Brasília highway (BR 010)","-47.43","-5.67","290","290","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984677","NY00984677_01","Imperatriz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","600499","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","J. W. Grear Jr.","H. S. Irwin","22439","1969","01","22","South America","Brazil","Minas Gerais","Serra do Espinhaço. Ca. 10km S.W. of Diamantina",NA,NA,"1350","1350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368814' target='other'> <mi>dwc_moreinfo</mi></a>","NY00600499","NY00600499_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","00984828","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","J. W. Grear","H. S. Irwin","12731","1966","02","13","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 1 km W. of Veadeiros","-47.52596","-14.1167","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131932' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984828","NY00984828_01","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","01450932","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato","A. P. Fortuna Perez","L. Coradin","660","1977","10","14","South America","Brazil","Roraima","Cauamé region, along Boa Vista - BV 8 road (BR-174) km 9",NA,NA,"115","115","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1379905' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450932","NY01450932_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","600487","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","14801","1966","04","14","South America","Brazil","Bahia","Drainage of the Rio Corrente, Western Bahia. Near Rio Piau, ca. 150 km. S.W. of Barreiras",NA,NA,"850","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=357987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00600487","NY00600487_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","00984832","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","J. W. Grear","H. S. Irwin","13665","1966","03","06","South America","Brazil","Goiás","Serra dos Cristais, ca. 8 km S. of Cristalina","-47.6","-16.82229","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131940' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984832","NY00984832_01","Cristalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","607940","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato","R. H. Fortunato","N. A. Rosa","4233","1982","04","09","South America","Brazil","Amapá","Quadricula SB 22-VA-Ponto 44",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371505' target='other'> <mi>dwc_moreinfo</mi></a>","NY00607940","NY00607940_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","01019789","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","W. R. Anderson","35268","1972","02","03","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 8 km N of Gouveia on road to Diamantina","-43.6836","-18.41575","1220","1220","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137555' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019789","NY01019789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","7859","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear",NA,"H. S. Irwin","11593","1966","01","12","South America","Brazil","Distrito Federal","Cerrado, summit of Chapada da Contagem, ca. 10 km E of Brasilia. Alt. 1100 m.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00007859","NY00007859_01","Brasília","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","00984839","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","R. H. Fortunato","H. S. Irwin","26790","1970","03","02","South America","Brazil","Minas Gerais","Ca. 15 km W of Corinto, near Minas Gerais","-44.5792","-18.33865","600","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131969' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984839","NY00984839_01","Corinto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","01450926","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don","J. W. Grear","N. T. da Silva","821","1962","08","14","South America","Brazil","Pará","Região Garotire",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1687189' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450926","NY01450926_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2016-11-01 13:29:00-02","NY","NYBG","600491","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","R. C. Barneby","M. G. Vieira","790","1979","10","30","South America","Brazil","Rondônia","T. F. de Rondônia a 4 km de Vilhena","-60.17","-12.75",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=357991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00600491","NY00600491_01","Vilhena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","00984640","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato",NA,"H. S. Irwin","14384","1966","04","05","South America","Brazil","Goiás","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984640","NY00984640_01","Posse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","00984803","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","J. W. Grear","H. S. Irwin","12190","1966","02","02","South America","Brazil","Distrito Federal",NA,"-47.9167","-15.7833","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131924' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984803","NY00984803_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","01019662","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","2383","1959","01","06","South America","Brazil","Minas Gerais","15 km. W. of Caeté on road to Sabará, Hy 31.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132233' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019662","NY01019662_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","00984811","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","J. W. Grear","H. S. Irwin","21972","1969","01","14","South America","Brazil","Minas Gerais","ca. 27 km S.W. of Diamantina on road to Gouveia. Serra do Espinhaço.","-43.73","-18.42","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984811","NY00984811_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","01019765","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","G. Gardner","1549",NA,NA,NA,"South America","Brazil","Ceará",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137554' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019765","NY01019765_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","00984645","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato",NA,"H. S. Irwin","16576","1966","06","04","South America","Brazil","Mato Grosso","Ca. 95 km. N. of Xavantina. Serra do Roncador.","-52.07","-13.85","550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984645","NY00984645_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","01019678","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","11115","1965","12","08","South America","Brazil","Distrito Federal","Immediately south of Brasília","-47.9167","-15.79234","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132212' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019678","NY01019678_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
