"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","individualCount","fieldNumber","typeStatus","sex"
"27","2021-03-15 16:37:00-03","NY","NYBG","01019889","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Erythrina","dominguezii","Erythrina dominguezii","Hassl.",NA,"B. Dubs","1713","1994","08","27","South America","Brazil","Mato Grosso","Alto Paraguai","Vale do Currupira, Serra das Araras.","-56.85","-15.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1138615' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019889","NY01019889_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01019891","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Erythrina","dominguezii","Erythrina dominguezii","Hassl.","B. Dubs","B. Dubs","405","1987","10","13","South America","Brazil","Mato Grosso do Sul",NA,"Fazenda Salina, Pantanal do Rio Negro","-56.17","-19.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1138625' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019891","NY01019891_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01019890","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Erythrina","dominguezii","Erythrina dominguezii","Hassl.","B. Dubs","B. Dubs","315","1987","09","03","South America","Brazil","Mato Grosso do Sul",NA,"Fazenda Salina, Pantanal do Rio Negro","-56.17","-19.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1138622' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019890","NY01019890_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","33265","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","dominguezii","Erythrina dominguezii","Hassl.",NA,"Gissi, D.S.","400","2018","07","25",NA,"Brasil","São Paulo","Botucatu","Jardim Botânico, Unesp, campus de Rubião Júnior","-48.498611","-22.886111",NA,NA,"BOTU033265",NA,NA,NA,"48°29'55w","22°53'10s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","33270","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","dominguezii","Erythrina dominguezii","Hassl.",NA,"Gissi, D.S.","398","2018","07","25",NA,"Brasil","São Paulo","Botucatu","Jardim Botânico, Unesp, campus de Rubião Júnior","-48.498611","-22.886111",NA,NA,"BOTU033270",NA,NA,NA,"48°29'55w","22°53'10s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-08 17:41:39-03","EAO","IAN","1759","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Erythrina","mulungu","Erythrina mulungu","Mart.",NA,"Martius, CFP von","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN001759","IAN001759_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-08 17:41:39-03","EAO","IAN","15245","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Erythrina","mulungu","Erythrina mulungu","Mart.","Barreto, M","Oliveira, E","1095","1942","09","16","Southern America","Brasil","Minas Gerais","Belo Horizonte","Cultivada; Estação Experimental.","-43.937801361084","-19.9207992553711",NA,"Árvore de 8 metros de altura.Flores vermelhas.","IAN015245","IAN015245 IAN015245_e",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2013-07-03 10:56:44-03","EBDA","BAH","900","S","Plantae",NA,NA,"Fabaceae","Erythrina","mulungu","Erythrina mulungu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-26 18:08:14-03","CPAN-UFMS","COR","15415","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","dominguezii","Erythrina dominguezii","Hassl.",NA,"Damasceno Júnior, G. A.; Ishii, I. H. & Velasques, J. S.","2513","2002","02","19",NA,"Brasil","Mato Grosso do Sul","Ladário","Morro Santa Cruz - fazenda São Marcelo","-57.581111","-19.19",NA,"Árvore com 8m de altura; flor cor de tijolo Habito: Árvore",NA,NA,NA,NA,"57º34'52''W","19º11'24''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-26 18:08:14-03","CPAN-UFMS","COR","7042","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","dominguezii","Erythrina dominguezii","Hassl.",NA,"Souza, S.C.;Benites-Silva, S.Y.;Fernandes, J.R.","1","2000","09","19",NA,"Brasil","Mato Grosso do Sul","Corumbá","BR-262, próximo à Albuquerque.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-26 18:08:14-03","CPAN-UFMS","COR","4641","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","dominguezii","Erythrina dominguezii","Hassl.","Baracat, L.C.H.","Baracat, L.C.H.; Filho, V.V.","4","1997","07","04",NA,"Brasil","Mato Grosso do Sul","Corumbá","Clube Laço.","-57.6533012390137","-19.0091991424561",NA,"Árvore apresentando folhas e flores; Com Flor: vermelho-alaranjado Habito: Árvore",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-26 18:08:14-03","CPAN-UFMS","COR","15727","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","dominguezii","Erythrina dominguezii","Hassl.","D. Gris","D. Gris; M. V. S. Urquiza","58","2013","09","25",NA,"Brasil","Mato Grosso do Sul","Corumbá","Margem do Rio Paraguai; ;.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: vermelha",NA,NA,"106","106",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-26 18:08:14-03","CPAN-UFMS","COR","14880","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","dominguezii","Erythrina dominguezii","Hassl.","Silva, R.R.","Silva,R.R. & Velásquez, J.S.","1182","2004","10","19",NA,"Brasil","Mato Grosso do Sul","Corumbá","Serra Santa Cruz, Planalto Residual do Urucum. Borda de Floresta Estacional Decidual; Solo minério de ferro;.","-57.6533012390137","-19.0091991424561",NA,"Com fruto:Frutos maturos marrom-acastanhados",NA,NA,"192","192",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-26 18:08:14-03","CPAN-UFMS","COR","14946","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","dominguezii","Erythrina dominguezii","Hassl.","Silva, R.R.","Silva,R.R. & Calisto","291","2003","10","03",NA,"Brasil","Mato Grosso do Sul","Corumbá","Serra Urucum, Planalto Residual do Urucum. Acesso pela Urucum Mineração. Interior Floresta Estacional Decidual.; Solo minério de ferro;.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: Flores salmons, estandarte salmon salpicado de vermelho.",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-26 18:08:14-03","CPAN-UFMS","COR","14750","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","dominguezii","Erythrina dominguezii","Hassl.","Silva, R.R.","Silva,R.R.& Calisto.","1264","2004","10","28",NA,"Brasil","Mato Grosso do Sul","Corumbá","Serra Urucum, Planalto Residual do Urucum. Urucum Mineração. Interior de Floresta Estacional Decidual.; Solo minério de ferro;.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: Flores salmons.",NA,NA,"549","549",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-26 18:08:14-03","CPAN-UFMS","COR","10313","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","dominguezii","Erythrina dominguezii","Hassl.",NA,"Damasceno Júnior, G.A.; Ishii, I.H.; Velasques, J.S.","2513","2002","09","19",NA,"Brasil","Mato Grosso do Sul","Ladário","Fazenda São Marcelo - Morro Sta Cruz. Mata semidecídua; litólico; Morro.","-57.6016998291016","-19.0046997070312",NA,"Com Flor: tijolo",NA,NA,"500","500",NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-26 18:08:14-03","CPAN-UFMS","COR","11865","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","mulungu","Erythrina mulungu","Mart.",NA,"Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","3724","2005","09","04",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Remanso; estrada para a fazenda Santa Laura","-56.7425","-20.781944",NA,"Árvore, 10 m de altura; flor rósea Habito: Árvore",NA,NA,"212","212","56º44'33''W","20º46'55''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:16:03-03","UFBA","ALCB","10472","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Erythrina","mulungu","Erythrina mulungu","Mart.",NA,"Silva, D","s/n","1943","08","22","Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,"10,0m de altura. Flor vermelha.","ALCB030849","ALCB030849",NA,NA,NA,NA,"17082","auto","1953","08",NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:12:58-03","NBC","NL-BOTANY","U.1243403","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Erythrina","dominguezii","Erythrina dominguezii","Hassl.","Krukoff BA","Ratter JA; Ramos J",NA,"1967","07","29","Southern America","Brazil","Mato Grosso",NA,"Ca. 75 km N. of Aragarças on Aragarças - Xavatina road.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1243403 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1243403","NL-U1243403",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0120497",NA,NA,NA,NA,NA
"46","2020-02-08 09:12:59-03","NBC","NL-BOTANY","U.1244034","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Erythrina","dominguezii","Erythrina dominguezii","Hassl.",NA,"Krapovickas A; Schinini A",NA,"1987","09","30","Southern America","Argentina",NA,NA,"Argentina-Corrientes (CTES), dep. San Cosme, Paraja Km 13, camino de Paso de la Patria a Puerto Gonzales.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1244034 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1244034","NL-U1244034",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
