"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","imagecode","identifiedBy","locality","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","971816","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","H. S. Irwin","1970","03","09","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094498' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971816","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"27249","NY00971816_01","S. Liede; U. Meve","Upper slopes of Serra do Cabral, ca. 3 km W. of Cantoni","-44.13","-17.57",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00982245","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","H. S. Irwin","1971","01","15","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982245","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"30386A","NY00982245_01","S. Liede","Serra do Espinhaço, upper shrub covered slopes of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","-43.7263889","-19.83305",NA,"1850","1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","821843","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","P. K. H. Dusén","1915","01","25","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=904919' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821843","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"16495","NY00821843_01","G. O. A. Malme","Morungava",NA,NA,NA,"740","740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","971812","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","G. G. Hatschbach","1985","11","29","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094476' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971812","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"50311","NY00971812_01","S. Liede; U. Meve","Barro Preto.","-43.7406","-18.4544","Gouveia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","821845","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","I. Mimura","1962","08","08","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=905046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821845","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"508","NY00821845_01","S. Liede; U. Meve","Uma área disjuntiva de cerrado, de várias centenas de km², rodeada antigamente por mata. C.a 8.7 km SSE em linha reta da praça principal de São José dos Campos.","-45.88","-23.1703","Sao José dos Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","821842","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","F. Sellow",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"Other collection no. on label Brasilia 5196 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=904916' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821842","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"195","NY00821842_01","S. Liede; U. Meve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","821848","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","J. S. Blanchet","1841",NA,NA,"South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=905215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821848","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"3377","NY00821848_01","S. Liede; U. Meve","Igreja Velha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","971814","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","H. S. Irwin","1969","02","25","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094488' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971814","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"23863","NY00971814_01","S. Liede; U. Meve","Serra do Espinhaço, Serra dos Três Irmãos, ca. 48 km west of Montes Claros, road to Agua Boa.","-43.44586","-16.83155",NA,"950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","971635","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","A. Rapini","1998","01","14","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090591' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971635","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"480","NY00971635_01","C. Bitencourt","Estrada Guinda-Sopa.","-43.705","-18.1822","Diamantina","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","971636","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","M. L. Kawasaki","1999","03","13","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971636","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"1114","NY00971636_01","C. Bitencourt","Serra Nova, 21 km de Itacambira em direção a Juramento.","-43.3089","-17.0647","Itacambira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","971809","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","L. O. Williams","1945","03","24","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971809","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"6350","NY00971809_01","S. Liede; U. Meve","Iron hills, Serra do Curral, south of Belo Horizonte.","-43.8467","-19.9858","Nova Lima","1300","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","971637","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","C. M. Sakuragui","1994","03","19","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971637","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"CFCR15227","NY00971637_01","C. Bitencourt","Serra do Cabral 2-8 km NW da cidade na estrada para a Torre de TV e a Fazenda Bocaina.","-44.1721992492676","-17.7574996948242","Joaquim Felício","850","1200","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","971638","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","J. R. Pirani","1982","03","20","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971638","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"CFSC7954","NY00971638_01","C. Bitencourt","Fazenda Inhame.","-43.9","-18.92","Santana do Pirapama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","971819","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","W. R. Anderson","1972","02","20","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971819","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"36359","NY00971819_01","S. Liede; U. Meve","Serra do Espinhaço, Serra do Cipó","-43.567497","-19.391589",NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","821851","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","R. Reitz","1965","12","13","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=905277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821851","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"17563","NY00821851_01","S. Liede; U. Meve","Arenitos, Vila Velha","-50.001697","-25.25301","Ponta Grossa","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","821846","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","I. Mimura","1962","06","07","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=905204' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821846","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"410","NY00821846_01","S. Liede; U. Meve","Uma área disjuntiva de cerrado, de várias centenas de km², rodeada antigamente por mata. C.a 6.9 km SSE em linha reta da praça principal de São José dos Campos. Ca. de 400 m ao oeste da estrada para Paraibuna.","-45.88","-23.1703","Sao José dos Campos","600","630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","971817","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","H. S. Irwin","1970","03","14","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094502' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971817","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"27474","NY00971817_01","S. Liede; U. Meve","Serra do Espinhaço, Ca. 18 km E. of Diamantina","-43.5366667","-18.1838","Diamantina","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","971818","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","H. S. Irwin","1969","02","10","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971818","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"22976","NY00971818_01","S. Liede; U. Meve","Serra do Espinhaço, ca. 30 km N.E. of Francisco Sá, on road to Salinas","-43.2679","-16.4288",NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","821849","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","H. S. Irwin","1972","03","07","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=905237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821849","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"36776","NY00821849_01","S. Liede; U. Meve","Espigão Mestre, ca. 100 km WSW of Barreiras","-44.9731","-12.3633","Sao Desidério","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","971811","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","G. H. von Langsdorff",NA,NA,NA,"South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094466' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971811","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"s.n.","NY00971811_01","S. Liede; U. Meve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","971634","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","A. Rapini","1999","03","12","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971634","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"769","NY00971634_01","C. Bitencourt","ca. 18 km de Botumirim em direção à Adão Colares.","-43.0106","-16.8722","Botumirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","821835","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","L. B. Smith","1965","01","14","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=900714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821835","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"14468","NY00821835_01","S. Liede; U. Meve","Summit of sandstone cliffs, Vila Velha","-50.03","-25.22","Ponta Grossa","890","920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","821850","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","L. B. Smith","1965","01","16","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=905265' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821850","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"14615","NY00821850_01","S. Liede; U. Meve","Lajeado Cinco Reis","-49.28","-24.28","Jaguariaíva","860","860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","821844","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","I. Mimura","1962","02","27","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=904944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821844","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"310","NY00821844_01","S. Liede; U. Meve","Uma área disjuntiva de cerrado, de várias centenas de km², rodeada antigamente por mata. C.a 11.1 km SSE em linha reta da praça principal de São José dos Campos.","-45.88","-23.1703","Sao José dos Campos","640","640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","971813","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Rizzo","1970","02","28","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971813","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"4800","NY00971813_01","S. Liede; U. Meve","Est. 4 Serra de Caldas Novas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","821847","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","L. P. de Queiroz","1992","02","15","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=905213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821847","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"2653","NY00821847_01","S. Liede; U. Meve","Ca. 16 km NW de Mucugê, na estrada para Boninal","-41.4713889","-12.975","Mucugê","1040","1040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","821837","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","R. M. Harley","1977","03","27","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=900717' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821837","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"20050","NY00821837_01","S. Liede; U. Meve","Serra do Rio de Contas. Ca. 5 km E of Cila do Rio de Contas on the Marcolino Moura road.","-41.8","-13.58",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","572267","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","W. Ganev","1992","04","25","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572267","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"197","NY00572267_01","C. Bitencourt","Distrito de Catolés: Sítio Palmeiras-Sarro Preto. Serra do Porco Gordo","-41.77","-13.38","Abaíra","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01132008","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","R. C. Forzza","2004","03","11","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1286885' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132008","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"3219","NY01132008_01","C. Bitencourt","Parque Estadual do Ibitipoca, trilha entre a Lombada e a Gruta do Cruzeiro.","-43.8836","-21.6842","Lima Duarte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","821838","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","P. T. Sano","1994","02","23","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=900718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821838","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"s.n.","NY00821838_01","S. Liede; U. Meve","Estrada Piatã-Inúbia a ca. 25 km NW de Piatã. Serra do Atalho.","-41.9330556","-13.08","Piata","1450","1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","821840","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","G. G. Hatschbach","1968","11","26","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=900720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821840","Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"20390","NY00821840_01","S. Liede; U. Meve","Fazenda Chapada S. Antonio","-49.7056","-24.2511","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
