"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","individualCount","eventTime","fieldNumber"
"23","2020-11-04 11:14:28-03","ESALQ","ESA","109755","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29329.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109755","ESA109755","Magnoliophyta",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA
"24","2020-11-04 11:14:28-03","ESALQ","ESA","118680","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari",NA,"Sobral, M.","2007","08","03","Macedo, E.E.","265.0","1997","11","01","Brasil","São Paulo","Pedregulho","P.E.Furnas do Bom Jesus","-47.4700012207031","-20.25",NA,NA,NA,NA,"XLS: SPSFAntigo;","ESA118680",NA,"Magnoliophyta",NA,NA,NA,NA,"27552","auto",NA,NA,NA,NA
"25","2019-08-27 13:31:18-03","IAP","PACA-AGP","96986","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","C. Mondin","2001","05",NA,"Mondin, C.","2199","2001","04","21","Brasil","RS","Arroio do Sal","Rondinha Nova","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"HASU 12724 Habitat: Na mata arenosa Hábito: árvore","PACA096986",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"15157","auto","Magnoliatae",NA,NA,NA
"26","2019-08-27 13:31:18-03","IAP","PACA-AGP","40635","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","M. Sobral","2002","07",NA,"Rambo, B.",NA,"1946","03","23","Brasil","RS","Esteio",NA,"-51.17919921875","-29.861400604248",NA,NA,NA,NA,"Habitat: in silva subpaludosa Fenofase: flor","PACA040635",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"7214","auto","Magnoliatae",NA,NA,NA
"27","2019-08-27 13:31:18-03","IAP","PACA-AGP","39727","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","M. Sobral","2002","07",NA,"Rambo, B.",NA,"1949","01","14","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in silva subpaludosa Fenofase: flor subaperto","PACA039727",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"21601","auto","Magnoliatae",NA,NA,NA
"28","2019-08-27 13:31:18-03","IAP","PACA-AGP","106418","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","M. Grings",NA,NA,NA,"M. Grings","243","2009","12","31","Brasil","RS","Nova Petropolis","Centro, mato dos Lenz","-51.1143989562988","-29.3763999938965",NA,NA,NA,NA,"arvoreta com 7 m com flores brancas Habitat: em sub-bosque de floresta de encosta com remanescentes primários","PACA106418",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"14669","auto","Magnoliatae",NA,NA,NA
"29","2019-08-27 13:31:18-03","IAP","PACA-AGP","96987","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"De Marchi, T. C.","74","2002","01","07","Brasil","RS","Santo Antonio da Patrulha","Na propriedade do Sr. Alberto de Oliveira, na margem direita do Rio dos Sinos","-50.5196990966797","-29.8174991607666",NA,NA,NA,NA,"HASU 13595 Habitat: Em interior de mato Hábito: arbóreo","PACA096987",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"29157","auto","Magnoliatae",NA,NA,NA
"30","2019-08-27 13:31:18-03","IAP","PACA-AGP","45890","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","M. Sobral","2002","07",NA,"Rambo, B.",NA,"1950","02","21","Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Habitat: in silva subpaludosa Fenofase: flor subaperto","PACA045890",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"20837","auto","Magnoliatae",NA,NA,NA
"31","2019-08-27 13:31:18-03","IAP","PACA-AGP","55566","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","M. Sobral","1984","02",NA,"P. R. Reitz","5115",NA,NA,NA,"Brasil","SC","Florianópolis","Lagoa da Conceição","-48.5491981506348","-27.596700668335",NA,NA,"5","5","4m de altura e flores brancas. HBR 6842. Habitat: restinga Hábito: arbusto","PACA055566",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"27000","auto","Magnoliatae",NA,NA,NA
"32","2019-08-27 13:31:18-03","IAP","PACA-AGP","117905","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Schneider, P.H.",NA,NA,NA,"Schneider, P.H.",NA,"2015","05","15","Brasil","RS","Santo Antônio da Patrulha","Alto Sinos","-50.685017","-29.711017","50º41.101'W","29º42.661'S",NA,NA,"Hábito: terrícola","PACA117905",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"33","2019-08-27 13:31:18-03","IAP","PACA-AGP","117906","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Schneider, P.H.",NA,NA,NA,"Schneider, P.H.",NA,NA,NA,NA,"Brasil","RS","São Leopoldo","Baixo Sinos","-51.179883","-29.764217","51º10.793'W","29º45.853'S",NA,NA,"Hábito: terrícola","PACA117906",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"34","2019-08-27 13:31:18-03","IAP","PACA-AGP","117907","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Schneider, P.H.",NA,NA,NA,"Schneider, P.H.",NA,"2015","05","15","Brasil","RS","Santo Antônio da Patrulha","Alto Sinos","-50.685017","-29.711017","50º41.101'W","29º42.661'S",NA,NA,"Hábito: terrícola","PACA117907",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"35","2019-08-27 13:31:18-03","IAP","PACA-AGP","39561","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","M. Sobral","2002","07",NA,"Rambo, B.",NA,"1949","01","07","Brasil","RS","Cachoeirinha",NA,"-51.0938987731934","-29.951099395752",NA,NA,NA,NA,"Habitat: in silva subpaludosa Fenofase: estéril","PACA039561",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"9806","auto","Magnoliatae",NA,NA,NA
"36","2019-08-27 13:31:18-03","IAP","PACA-AGP","40605","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","M. Sobral","2002","07",NA,"Rambo, B.",NA,"1949","03","23","Brasil","RS","Esteio",NA,"-51.17919921875","-29.861400604248",NA,NA,NA,NA,"Habitat: in silvula subpaludosa Fenofase: flor subaperto","PACA040605",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"7214","auto","Magnoliatae",NA,NA,NA
"37","2019-08-27 13:31:18-03","IAP","PACA-AGP","55446","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","M. Sobral","1984","02",NA,"R. Klein","494","1953","04","03","Brasil","SC","Anitápolis","Palhoça","-49.1286010742188","-27.9018993377686",NA,NA,"450","450","5m de altura e flores brancas. Habitat: orla de mata Hábito: arvoreta","PACA055446",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"20462","auto","Magnoliatae",NA,NA,NA
"38","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0016926","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","M. Sobral, 1985.",NA,NA,NA,"G. Hatschbach; R. Kummrow","35744","1975","1","17","Brazil","Parana","Morretes","Ilha do Malha.","-48.8167","-25.4667",NA,NA,NA,NA,"in 5 anther seen, each had 0-1 gland; Coor from www.fallingrain.com/world; Arvoreta 4m, flor alva.",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:36:10-03","UNICAMP","UEC","12297","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Mazine, FF; Capelo, FA","2005","06",NA,"Berg, CC; Silva, AS; Bahia, RP; Santos, MR","BG731","1977","10","29","Brazil","Pará",NA,"BR-230, Transamazon Highway, Near EMBRAPA station at km 23 on road Altamira-Itaituba.",NA,NA,NA,NA,NA,NA,"Tree 10mx15cm; ripe fruits dark red to almost black.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:36:10-03","UNICAMP","UEC","95754","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Kawasaki, ML",NA,NA,NA,"Ivanauskas, NM","733","1996","01",NA,"Brazil","São Paulo","Pariquera-Açu","Propriedade de Antônio Povinski","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"Árvore de 10m. Flores brancas. Indivíduos 30C.; Floresta",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:36:10-03","UNICAMP","UEC","41717","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M","1985",NA,NA,"Hatschbach, G; Kummrow, R","35744","1975","01","17","Brazil","Paraná","Morretes","Ilha do Malha","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arvoreta 4m, flor alva. Mata da ilha, solo brejoso. xiloteca.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"42","2019-01-17 11:26:39-02","PUCRS","MPUC","16851","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","C.A. Mondin","2010","01","01",NA,NA,"2008","01","01","Brasil","RS","Viamão","Entorno do lago","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,NA,NA,NA,"Magnoliopsida","1",NA,NA
"43","2019-01-17 11:26:39-02","PUCRS","MPUC","12112","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","A.M. Jeckel","2008","01","01",NA,NA,"2008","09","20","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,NA,NA,NA,"Magnoliopsida","1",NA,NA
"44","2019-01-17 11:26:39-02","PUCRS","MPUC","11435","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","C.A. Mondin","2010","01","01","C.A. Mondin",NA,"2006","03","29","Brasil","RS","Portão",".","-51.2419013977051","-29.7017002105713",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,NA,"13735","auto","Magnoliopsida","1",NA,NA
"45","2020-10-14 10:03:22-03","FURB","FURB","18312","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M","2010","01",NA,"Verdi, M.; Klettenberg, D.H. & Klemz, G.","3175","2009","11","23","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","311","311","Florística IFFSC 37 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor botão floral branco","FURB32064","FURB32064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 10:03:22-03","FURB","FURB","19389","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M","2010","01","25","Verdi, M.; Klettenberg, D.H. & Tomaz, A.L.","3205","2009","11","28","Brasil","Santa Catarina","Siderópolis","Vila São Jorge.","-49.4088889","-28.6219445","-49.4088889","-28.6219445","43","43","Florística IFFSC 49 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Inicial a Médio Habito: arbustiva; flor branca","FURB02420","FURB02420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-10-14 10:03:22-03","FURB","FURB","20635","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M","2010","01","25","Verdi, M.; Gasper, A.L. de","3877","2009","05","22","Brasil","Santa Catarina","Orleans","Rio Hipólito.","-49.4994444","-28.2602778","-49.4994444","-28.2602778","646","646","Fito IFFSC 117 /N/24 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","FURB32067","FURB32067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-10-14 10:03:22-03","FURB","FURB","22487","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Stival-Santos, A","2010","03","10","Stival-Santos, A.; Legal, E. & Silveira, S.","1940","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal Lagoa do Peri.","-48.5275","-27.7175","-48.5275000","-27.7175000","226","226","Florística IFFSC 8003 (Arvoreta) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; entorno do fragmento Habito: arvoreta; Fruto verde;","FURB32065","FURB32065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-10-14 10:03:22-03","FURB","FURB","49126","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Oliveira, AA de","2015","11","19","Oliveira, A.A. de","2753","2015","11","19","Brasil","Santa Catarina","Nova Veneza","São Bonifácio.","-49.5886111","-28.7080556","-49.5886111","-28.7080556","124","124",NA,"FURB49126","FURB49126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-08 08:53:47-03","FURB","FURB","38689","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Grizzon, M","2012","06","15","Wasum, R.; Jasper, A.",NA,"1992","02","10","Brasil","Rio Grande do Sul","Imigrante","Bugenfelz.","-51.7769012451172","-29.3553009033203",NA,NA,"600","600",NA,"FURB32063","FURB32063",NA,NA,NA,NA,NA,"9400","auto",NA,NA,NA,NA
"51","2019-11-08 08:53:47-03","FURB","FURB","36488","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M","2011","10",NA,"Avi, R.C.","387","2011","02","08","Brasil","Santa Catarina","Sombrio","Morro dos Macacos.","-49.61669921875","-29.113899230957",NA,NA,NA,NA,NA,"FURB32066","FURB32066",NA,NA,NA,NA,NA,"16515","auto",NA,NA,NA,NA
