"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","individualCount","eventTime","fieldNumber"
"106","2021-02-08 12:43:49-03","UFRGS","ICN","085194","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Sobral, M","1983",NA,NA,"Sobral, M","1393","1983","01",NA,"Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Arbusto estéril; em interior de mata",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"29946","auto",NA,NA,NA,NA
"107","2021-02-08 12:43:49-03","UFRGS","ICN","090252","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Sobral, M","1990",NA,NA,"Sobral, M; et al.","6291","1990","10",NA,"Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Arbusto 1-3m. Coletada para extração de óleos voláteis; Região de mata subtropical. Em interior de mata.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"29946","auto",NA,NA,NA,NA
"108","2021-02-08 12:43:49-03","UFRGS","ICN","126024","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Grings, M",NA,NA,NA,"Setubal, R; Grings, M","863","2008","09","27","Brasil","RS","Porto Alegre","morro São Pedro","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"estéril; árvore; em floresta brejosa",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"29946","auto",NA,NA,NA,NA
"109","2021-02-08 12:43:49-03","UFRGS","ICN","119409","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"Sobral, M; Apel, M","8376","1997","04",NA,"Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Região de mata ombrófila densa; ca. 40m.s.m.; arbusto 1m, em mata alterada junto à lagoa do Jacaré; estéril.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"20837","auto",NA,NA,NA,NA
"110","2021-02-08 12:43:49-03","UFRGS","ICN","066603","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Legrand, CD","1971",NA,NA,"Klein; Bresolin, A","8553","1970","01","21","Brasil","SC","Florianópolis","Santo Antonio","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Doação da Universidade Federal de Santa Catarina; Arvoreta com 4m de altura. Flor branca; Mata de várzea",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"27000","auto",NA,NA,NA,NA
"111","2021-02-08 12:43:49-03","UFRGS","ICN","159721","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Molz, M","2003",NA,NA,"Molz, M","116","2003",NA,NA,"Brasil","RS","Araricá","cerca de 1 2 km do centro da cidade 22J506253.23 E 6725537.64 S área de mestrado de Martin Molz","-50.935556","-29.599722","-50.935556","-29.599722","90","90","Com flores",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-02-08 12:43:49-03","UFRGS","ICN","167412","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Mondin, CA","2011","01","28","Mondin, CA; Cruz, F; Zolet, ACT","s.n.","2011","01","28","Brasil","RS","Lagoa de Itapeva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-02-08 12:43:49-03","UFRGS","ICN","168391","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Jarenkow, JA",NA,NA,NA,"Molz, M","s.n.","2003","11","03","Brasil","RS","Araricá","29.599705 / 50.935770","-50.935556","-29.599444","-50.935556","-29.599444",NA,NA,"CAP 22 cm, 7m altura",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-02-08 12:43:49-03","UFRGS","ICN","176534","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Molz, M",NA,NA,NA,"Molz, M","s.n.","2010","03","02","Brasil","RS","Maquiné","Costa do Quadros, na divida com Terra de Areia","-50.131667","-29.6475","-50.131667","-29.6475","205","205","Material testemunho do Doutorado de Martin Molz; Córtex rugoso sulcado longitudinalmente",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-02-08 12:43:49-03","UFRGS","ICN","061025","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Sobral, M","1984","07",NA,"Hatschbach, G; Kummrow, R","35744","1975","01","17","Brasil","PR","Morretes","Ilha do Mel","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Doação do Museu Botânico Municipal de Curitiba; Arvoreta 4m, flor alva; Mata da Ilha, solo brejoso",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"30514","auto",NA,NA,NA,NA
"116","2021-02-08 12:43:49-03","UFRGS","ICN","159847","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Grings, M",NA,NA,NA,"Grings, M","243","2009","12","31","Brasil","RS","Nova Petrópolis","Centro Mato dos Lenz","-51.1143989562988","-29.3763999938965",NA,NA,NA,NA,"arvoreta de 7 m com flores brancas; em sub-bosque de floresta de encosta com remanescentes primários",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"14669","auto",NA,NA,NA,NA
"117","2021-02-08 12:43:49-03","UFRGS","ICN","061074","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Legrand, CD","1971",NA,NA,"Klein; Souza","8602","1970","02","23","Brasil","SC","Florianópolis","Santo Antonio","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Doação da Universidade Federal de Santa Catarina; Arbusto com 3m de altura. Flor branca; Mata, capão no pasto",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"27000","auto",NA,NA,NA,NA
"118","2021-02-08 12:43:49-03","UFRGS","ICN","061075","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Legrand, CD","1971",NA,NA,"Klein; Souza","8730","1970","08","19","Brasil","SC","Florianópolis","Santo Antonio","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Doação da Universidade Federal de Santa Catarina; Arvoreta com 4m de altura. Fruto maduro roxo escuro; Capão no pasto",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"27000","auto",NA,NA,NA,NA
"119","2021-02-08 12:43:49-03","UFRGS","ICN","061072","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Legrand, CD","1971",NA,NA,"Klein; Bresolin, A","8549","1970","01","21","Brasil","SC","Florianópolis","Santo Antonio","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Doação da Universidade Federal de Santa Catarina; Arvoreta com 4m de altura. Flor branca; Mata, capão no pasto",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"27000","auto",NA,NA,NA,NA
"120","2021-02-08 12:43:51-03","UFRGS","ICN","027838","S","Plantae","Myrtaceae","Eugenia","cf. bacopari","Eugenia cf. bacopari","D.Legrand","Sobral, M","1982","03","30","Baptista, LRM; Lorscheitter, ML","s.n.","1972","07","12","Brasil","RS","Torres","Parque de Torres. Até dunas fixas S","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"20837","auto",NA,NA,NA,NA
"121","2021-02-08 12:43:51-03","UFRGS","ICN","051356","S","Plantae","Myrtaceae","Eugenia","cf. bacopari","Eugenia cf. bacopari","D.Legrand","Sobral, M",NA,NA,NA,"Brack, P; Sobral, M","834","1981","12","10","Brasil","RS","Tramandaí","Nas proximidades da Lagoa da Fortaleza","-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,"Arvoreta ca. 3m alt., frutos verdes; Em interior de mata",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"21077","auto",NA,NA,NA,NA
"122","2020-09-17 10:41:21-03","UEPA","MFS","002615","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","M. Sobral.","2010","01",NA,"Verdi, M","3175","2009","09","23","Brasil","Santa Catarina","Morro Grande","Três Barras, Florística IFFSC 37; Floresta ombrófila densa. Estádio Suces. Interior do fragmento.","-49.77","-28.71","-49.77","-28.71","311","311","Arbórea 7m de altura. Botão floral de coloração branca.","MFS002615","MFS002615 MFS002615_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","36217","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Molz, M.","2017","03","31","Abruzzi, M.L.","2823","1994","12",NA,"Brasil","Rio Grande do Sul","Porto Alegre","P. E. Delta do Jacuí, Ilha das Flores.","-51.262302","-29.987192","-51,262302","-29,987192",NA,NA,"Arbusto, flores brancas, frutos verdes a pupúreos, em mata seca.","HAS0036217",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","36663","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Molz, M.","2017","03","16","Abruzzi, M.L.","3209","1995","07",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Parque Estadual Delta do Jacuí, Ilha das flores","-51.262302","-29.987192","-51,262302","-29,987192",NA,NA,"Fruto verde e castanho esverdeado","HAS0036663",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","46291","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Molz, M.","2017","03","16","Abruzzi, M.L.","3212","1995","07",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Parque Estadual Delta do Jacuí, Ilha das flores","-51.262302","-29.987192","-51,262302","-29,987192",NA,NA,"Fruto verde","HAS0046291",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73526","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Sobral, M.","1985",NA,NA,"Hatschbach, G.","35744","1975","01",NA,"Brasil","Paraná","Morretes","Ilha do Malha","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"mata, solo brejoso; árv. 4m; fl. Alva","HAS0073526",NA,"Magnoliophyta",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"127","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73531","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Legrand, C.D.","1971",NA,NA,"Klein, R.M.","8549","1970","01",NA,"Brasil","Santa Catarina","Santo Antônio",NA,NA,NA,NA,NA,NA,NA,"mata, capão no pasto","HAS0073531",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","92167","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Molz, M.","2017","03","16",NA,"s.n.",NA,NA,NA,"Brasil","Rio Grande do Sul","Passo da Forquilha","Mata Planície do Rio dos Sinos",NA,NA,NA,NA,NA,NA,"MLA Mata 1","HAS0092167",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-02-18 10:22:16-03","MCN-FZBRS","HAS","101253","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Magalhães, R.G.",NA,NA,NA,"Magalhães, R.G.","527","1999","03",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Jardim Botânico","-51.178068","-30.051692","-51,178068","-30,051692",NA,NA,"(Projeto Pró-Guaiba) Árvore de 4m de altura, com flores brancas. Cultivada","HAS0101253",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73489","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"Mattos, J.","2381",NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAS0073489",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","38949","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Molz, M.","2017","03","16","Abruzzi, M.L.","3746","2000","07",NA,"Brasil","Rio Grande do Sul","Santo Antônio da Patrulha","6º distrito, Sanga da Porteira","-50.5196990966797","-29.8174991607666",NA,NA,NA,NA,NA,"HAS0038949",NA,"Magnoliophyta",NA,NA,NA,NA,"29157","auto",NA,NA,NA,NA
"132","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","39931","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Molz, M.","2017","03","31","Abruzzi, M.L.","3480","2000","04",NA,"Brasil","Rio Grande do Sul","Santo Antônio da Patrulha","Mata paludosa, Chico Lomã.","-50.5196990966797","-29.8174991607666",NA,NA,NA,NA,NA,"HAS0039931",NA,"Magnoliophyta",NA,NA,NA,NA,"29157","auto",NA,NA,NA,NA
"133","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","39932","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Molz, M.","2017","03","16","Abruzzi, M.L.","3481","2000","04",NA,"Brasil","Rio Grande do Sul","Santo Antônio da Patrulha","Mata paludosa, Chico Lomã.","-50.5196990966797","-29.8174991607666",NA,NA,NA,NA,"Fruto roxo","HAS0039932",NA,"Magnoliophyta",NA,NA,NA,NA,"29157","auto",NA,NA,NA,NA
"134","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73517","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Grings, M.","2012","07","03","Camargo, O.R.","s.n.","1977","10",NA,"Brasil","Rio Grande do Sul","Taquara","Passo da Ferreira, prop. A. Born","-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,"na mata; 3m alt.; estéril","HAS0073517",NA,"Magnoliophyta",NA,NA,NA,NA,"22252","auto",NA,NA,NA,NA
"135","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","89686","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Molz, M.","2008","11","23","Molz, M.","s.n.","2008","11",NA,"Brasil","Rio Grande do Sul","Terra de Areia",NA,"-50.07080078125","-29.5853004455566",NA,NA,"205","205","CAP=30cm; H=8,7m.","HAS0089686",NA,"Magnoliophyta",NA,NA,NA,NA,"32697","auto",NA,NA,NA,NA
"136","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73527","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Grings, M.","2012","07","04","Silveira, N.","3323","1986","02",NA,"Brasil","Rio Grande do Sul","Torres","ao sul Lagoa do Jacaré","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"no mato; Árv. 2m alt.; fl. Brancas","HAS0073527",NA,"Magnoliophyta",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"137","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73528","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Grings, M.","2012","07","03","Silveira, N.","3328","1986","02",NA,"Brasil","Rio Grande do Sul","Torres","ao sul Lagoa do Jacaré","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"no mato; 4m alt.; fl.passadas","HAS0073528",NA,"Magnoliophyta",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"138","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73516","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Grings, M.","2012","07","03","Camargo, O.R.","s.n.","1975","12",NA,"Brasil","Rio Grande do Sul","Torres","Campo Bonito","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"no mato; árv. 3m; fr. preto-arroxados","HAS0073516",NA,"Magnoliophyta",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"139","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73493","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Grings, M.","2012","07","03","Camargo, O.R.","s.n.","1975","12",NA,"Brasil","Rio Grande do Sul","Torres","Campo Bonito","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"no mato; árv. 3m alt.; botões e fr.","HAS0073493",NA,"Magnoliophyta",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"140","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73525","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"Irgang, B.","s.n.","1972","08",NA,"Brasil","Rio Grande do Sul","Torres","Morro de Itapeva, beira da lagoa","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Série C - 39.","HAS0073525",NA,"Magnoliophyta",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"141","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73520","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Grings, M.","2012","07","03","Baptista, L.R.M.","s.n.","1972","07",NA,"Brasil","Rio Grande do Sul","Torres","Parque até Dunas Fixas","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"HAS0073520",NA,"Magnoliophyta",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"142","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73495","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"Bassan, H.","679","1986","09",NA,"Brasil","Rio Grande do Sul","Torres","Rondinha Nova, Arroio do Sal","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Arbusto, fruto verde.","HAS0073495",NA,"Magnoliophyta",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"143","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73497","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"Mattos, J.","1434","1953",NA,NA,"Brasil","Rio Grande do Sul","Viamão",NA,"-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,"HAS0073497",NA,"Magnoliophyta",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"144","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73519","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Grings, M.","2012","07","03","Mattos, J.","220","1952","10",NA,"Brasil","Rio Grande do Sul","Viamão",NA,"-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,"HAS0073519",NA,"Magnoliophyta",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"145","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73530","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"Mattos, J.","2645","1955","10",NA,"Brasil","Rio Grande do Sul","Viamão","Tarumã","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Num capão, arvoreta de 2,5 m de altura.","HAS0073530",NA,"Magnoliophyta",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"146","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73491","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"Mattos, J.","2529","1952","10",NA,"Brasil","Rio Grande do Sul","Viamão","Vila Gaúcha","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"No mato, árvore 5 m.","HAS0073491",NA,"Magnoliophyta",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"147","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73492","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"Mattos, J.","2528","1952","10",NA,"Brasil","Rio Grande do Sul","Viamão","Vila Gaúcha","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"No mato, 5 m.","HAS0073492",NA,"Magnoliophyta",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"148","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73496","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"Mattos, J.","3516","1956","02",NA,"Brasil","Rio Grande do Sul","Viamão","Vila Gaúcha","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"No mato.","HAS0073496",NA,"Magnoliophyta",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"149","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73515","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Mattos, J.","1971",NA,NA,"Mattos, J.","3251","1956","03",NA,"Brasil","Rio Grande do Sul","Viamão","Vila Gaúcha","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Na mata, árvore.","HAS0073515",NA,"Magnoliophyta",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"150","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73518","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Mattos, J.","1988",NA,NA,"Mattos, J.","2551","1952","10",NA,"Brasil","Rio Grande do Sul","Viamão","Vila Gaúcha","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,"HAS0073518",NA,"Magnoliophyta",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"151","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73522","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Grings, M.","2012","07","03","Mattos, J.","3517","1956","02",NA,"Brasil","Rio Grande do Sul","Viamão","Vila Gaúcha","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,"HAS0073522",NA,"Magnoliophyta",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"152","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73490","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"Mattos, J.","2584","1955","11",NA,"Brasil","Rio Grande do Sul","Viamão","Vila Gaúcha","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"No mato, 5 m.","HAS0073490",NA,"Magnoliophyta",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"153","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73499","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Grings, M.","2012","07","03","Hagelund, K.","10871","1977","01",NA,"Brasil","Santa Catarina","São João do Sul",NA,"-49.810001373291","-29.2233009338379",NA,NA,NA,NA,NA,"HAS0073499",NA,"Magnoliophyta",NA,NA,NA,NA,"13742","auto",NA,NA,NA,NA
"154","2019-11-21 10:11:18-03","IBt","SP","320497","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Kawasaki, ML",NA,NA,NA,"Ivanauskas, NM","733","1996","01",NA,"Brasil","São Paulo","Pariquera-Açu","Propriedade de Antoni Povinski, floresta","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"Árvore 10m alt., flores brancas, indivídui 30C.","SP056961","SP056961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-21 10:11:18-03","IBt","SP","338788","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M","2007","08",NA,"Macedo, EE","265","1997","11","10","Brasil","São Paulo","Pedregulho","Parque Estadual Furnas do Bom Jesus","-47.433333","-20.216667","-47.433333","-20.216667",NA,NA,NA,"SP056962","SP056962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-21 10:11:18-03","IBt","SP","305254","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Moraes, PLR",NA,NA,NA,"Moraes, PLR; Lima, HC; Diniz, CC; Farias, DS","908","1994","04","21","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Arvoreta ca. 5m alt., botões brancos, tronco sem escamas, subosque","SP056963","SP056963",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA
