"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","county","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01450761","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","J. M. Pires","51632","1961","10","09","South America","Brazil","Amapá","Rio Araguari. Camp 13.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685543' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450761","NY01450761_01","B. K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-10-19 09:43:00-02","NY","NYBG","579899","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens",NA,"R. L. Liesner","10633","1981","03","15","South America","Venezuela","Mérida","0.5-2 km above dam site on Río Guaimaral.","-71.48","7.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632646' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579899",NA,"R. L. Liesner","200","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01450760","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","P. B. Cavalcante","2363","1970","02","12","South America","Brazil","Pará","Parque Indigena do Tumucumaque, Rio Parú de Oeste, Missao Tiriyo. Arredores da aldeia.","-55.75","2.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685532' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450760","NY01450760_01","R. McVaugh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00907557","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","N. A. Rosa","3027","1978","12","17","South America","Brazil","Maranhão","Fazenda Sta. Mara, margem esquerda da Rod. BR-222, km 45 de Açailândia","-47.5044","-4.9469","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907557","NY00907557_01","N. A. Rosa",NA,NA,"Açailândia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01450763","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","S. A. da M. Souza","978","1986","02","02","South America","Brazil","Pará","Rio Xingu, Largo do Passari","-52.7416277","-4.3220195","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685547' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450763","NY01450763_01","R. Reis",NA,NA,"Altamira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","579901","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","R. Guillén","2280","1994","10","11","South America","Bolivia","Santa Cruz","Campamento El Refugio, en la orilla del Rio Paragúa, yendo hacia el SE de la casa.","-61.0364","-14.7692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579901",NA,"B. K. Holst","240","240","José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01411426","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","B. V. Rabelo","2363","1983","08","23","South America","Brazil","Amapá","Rio Falsino, approx. 10 km upstream of confluence with Rio Araguari","-51.75","-0.83","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1657832' target='other'> <mi>dwc_moreinfo</mi></a>","NY01411426","NY01411426_01","B. K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","579898","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","W. W. Thomas","6087","1988","02","22","South America","Brazil","Espírito Santo","8 km W of Linhares on road to Colatina (on N side of Rio Doce).","-40.12","-19.37","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579898","NY00579898_01","M. L. Kawasaki",NA,NA,"Linhares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1552770","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","L. O. A. Teixeira","494","1982","05","15","South America","Brazil","Rondônia","Mineração Mibrasa, Setor Alto Candeias, km128, Sudoeste de Ariquemes.","-63.583333","-10.583333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335836' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552770","NY01552770_01","F. F. Mazine",NA,NA,"Aríquemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01459754","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","N. T. da Silva","4762","1978","08","07","South America","Brazil","Pará","Ilha de areia branca sujeita a inundação periódica.","-49.2647","-8.25778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1700672' target='other'> <mi>dwc_moreinfo</mi></a>","NY01459754","NY01459754_01",NA,NA,NA,"Conceição do Araguaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00907581","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","N. T. da Silva","4900","1978","08","24","South America","Brazil","Mato Grosso","Rio Araguaia, Ilha em frente a Santa Terezinha,",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907581","NY00907581_01","N. T. da Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01450755","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","C. C. Berg","BG573","1977","10","16","South America","Brazil","Pará","Serra dos Carajás, Serra Norte, ca 25km E of AMZA Exploration Camp","-50.25","-6","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1683879' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450755",NA,"R. McVaugh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01450766","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","W. Milliken","68","1987","04","14","South America","Brazil","Roraima","SEMA Ecological Reserve, Ilha de Maracá, halfway between station and Santa Rosa.","-61.433333","3.383333","sheet","[Collector has used this collection number more than once.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685713' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450766","NY01450766_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","404916","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens parvifolia","O.Berg","J. S. Blanchet","2791","1839",NA,NA,"South America","Brazil","Bahia","Serra de Acurua",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537937' target='other'> <mi>dwc_moreinfo</mi></a>","NY00404916","NY00404916_01",NA,NA,NA,NA,"parvifolia","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01459743","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","C. C. Berg","BG571","1977","10","16","South America","Brazil","Pará","Serra dos Carajás, Serra Norte, ca. 25 km E of AMZA Exploration Camp","-50.25","-6","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1700609' target='other'> <mi>dwc_moreinfo</mi></a>","NY01459743","NY01459743_01","R. McVaugh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01450759","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","B. A. Krukoff","6257","1934","09","14","South America","Brazil","Amazonas","Basin of Rio Madeira; near Tres Casas.","-62.6839542","-6.9876421","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1683920' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450759","NY01450759_01","R. McVaugh",NA,NA,"Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","12166","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","W. W. Thomas","10940","1995","05","21","South America","Brazil","Bahia","7.3 km SW of Olivença on road to Vila Brasil","-39.0408","-14.9839","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00012166","NY00012166_01","A. Giaretta",NA,NA,"Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01450748","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","H. H. Rusby","606","1886","10",NA,"South America","Brazil",NA,"Falls of Madeira","-65.3465375","-10.7798649","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1683708' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450748","NY01450748_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1145350","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","P. G. Delprete","9108","2004","11","06","South America","Brazil","Goiás","Serra dos Pireneus. Córrego da Barriguda.","-48.8842","-15.8175","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1310828' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145350","NY01145350_01","M. Sobral","1080","1080","Pirenópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01459746","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","D. C. Daly","1151","1981","11","01","South America","Brazil","Pará","Approx. 18 km from Tucurui; 16 km S on old BR-422, then 2 km W on overgrown logging road.","-49.6735668","-3.9092619","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1700617' target='other'> <mi>dwc_moreinfo</mi></a>","NY01459746","NY01459746_01 NY01459746_02","B. K. Holst",NA,NA,"Tucuruí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","88488","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","D. E. Williams","1163","1990","11","07","South America","Bolivia","El Beni","Encañada de Susi, 500 m upstream of Rurrenabaque","-67.5","-14.5",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00088488",NA,"B. K. Holst","227","227","José Ballivián",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00907556","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","M. G. A. Lobo","333","1983","04","02","South America","Brazil","Maranhão","Fazenda Agripec da Varig, margem esquerda do rio Pindaré.","-45.6581","-3.9633","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907556","NY00907556_01","B. K. Holst",NA,NA,"Santa Luzia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01450764","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","J. L. Zarucchi","2679","1979","10","11","South America","Brazil","Rondônia","Mineraçao Taboca at Massangana (ca. 35 km WSW of Ariquemes)","-63.33","-10.03","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335799' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450764","NY01450764_01","B. K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01450745","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","G. T. Prance","6890","1968","08","12","South America","Brazil","Rondônia","Vinicity Santa Barbara, 15km, east of km.117","-63.0269515","-9.2532558","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335835' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450745","NY01450745_01","R. McVaugh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02852577","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","L. Santos","1368","2014","12","01","South America","Brazil","Rondônia","Inventário Florestal Nacional - Rondônia (IFN - RO). Conglomerado RO - 128, Subunidade 1, Subparcela 10, Árvore nº 14/F6.","-61.92277778","-9.54","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3102568' target='other'> <mi>dwc_moreinfo</mi></a>","NY02852577","NY02852577_01","M. Sobral",NA,NA,"Machadinho do Oeste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01450753","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","N. T. da Silva","1461","1968","11","27","South America","Brazil","Pará","Rio Jari, Monte Dourado, Bandeira","-52.539719","-0.8678545","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1683788' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450753","NY01450753_01","B. K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01450742","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","D. C. Daly","1783","1981","12","06","South America","Brazil","Pará","Serra dos Carajás, 20-25 km NW of Serra Norte mining camp","-50.433333","-5.916667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1683611' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450742","NY01450742_01","B. K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00907583","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","R. M. Harley","10318","1968","09","28","South America","Brazil","Mato Grosso","R 10, c. 12 km S.W. of base camp. Near Lago de Leo","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986189' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907583","NY00907583_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01411425","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","J. F. Pruski","3397","1987","10","07","South America","Brazil","Roraima","Ilha de Maracá. SE tip of island near the Ecological Station. Forest inventory site.","-61.416667","3.333333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335970' target='other'> <mi>dwc_moreinfo</mi></a>","NY01411425","NY01411425_01","M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01450743","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","B. A. Krukoff","6380","1934","09","14","South America","Brazil","Amazonas","Basin of Rio Madeira: near Tres Casas","-62.6839542","-6.9876421","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1683615' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450743","NY01450743_01","B. K. Holst",NA,NA,"Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00907577","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","R. de Lemos Fróes","11562","1939","02",NA,"South America","Brazil","Maranhão","Estrada do Tirical [Tirirical], Island of São Luiz","-44.3028","-2.5297","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907577","NY00907577_01","B. K. Holst",NA,NA,"São Luís",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00907580","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","J. Jangoux","543","1978","12","17","South America","Brazil","Maranhão","Estrada BR 222, entre Santa Inês e Açailândia, a 281 km de Santa Inês","-47.17","-4.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907580","NY00907580_01","I. Bemerguy","300","300","Açailândia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01450762","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","J. J. Strudwick","4420","1981","08","09","South America","Brazil","Pará","Sete Varas airstrip on Rio Curua.","-55.1657197","-0.2209974","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685546' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450762","NY01450762_01","B. K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
