"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","fieldNumber","individualCount","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified"
"11","2015-10-02 03:55:20-03","MNHN","RECOLNAT_MNHN_P","P00704335","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stevia","pohliana","Stevia pohliana","Baker","isotype","Pohl, J.E.",NA,NA,"Brasilia","s.l.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00704335' target='other'> <mi>dwc_moreinfo</mi></a>","P00704335","P00704335_01",NA,"Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"464",NA,NA,NA,NA,NA,NA
"12","2015-09-04 05:32:04-03","MNHN","RECOLNAT_MNHN_P","P02677811","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","Brésil. Province de Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul","hb","Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821. . No 1007 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02677811' target='other'> <mi>dwc_moreinfo</mi></a>","P02677811","P02677811_01","Minas Gerais",NA,"1816","1","1",NA,NA,NA,NA,NA,NA,NA,"C1 237",NA,NA,NA,NA,NA,NA
"13","2020-12-11 11:33:33-03","UFMG","BHCB","55995","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"Magalhães, GM","4385","Southern America","Brasil","Fazenda do Pastinho.",NA,"Brejo. Muito frequente. Subarbustivo, 0,8m. Flor alva.",NA,NA,"Minas Gerais",NA,"1942","07","28","Belo Horizonte","-43.937801361084","-19.9207992553711","17082",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA
"14","2014-08-23 05:36:00-03","MO","MOBOT","3385769","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 26410","South America","Brazil","Gallery margin. Disturbed gallery forest and adjacent cerrado, Rio Pipiripau, ca. 6km SSE of Planaltina.",NA,NA,NA,NA,"Distrito Federal","H. Robinson","1970","2","19",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2014-01-08 09:34:00-02","MO","MOBOT","3386140","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"William R. Anderson","Anderson 10413","South America","Brazil","Pirineus. Ca, 15 km (straight line) N of Corumbá de Goiás; gallery forest, adjacent brejo, and drier, higher slopes with grassy campo or rocky cerrado; sandy soil.",NA,NA,NA,NA,"Goiás","H. Robinson","1973","5","16",NA,NA,NA,NA,"1230.00000000",NA,NA,NA,"1",NA,NA,NA,NA,NA
"16","2015-06-17 10:29:00-03","MO","MOBOT","3386462","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 24879","South America","Brazil","Chapada dos Veadeiros. Corolla very pale pinkish lilac. Campo ca. 12 km south of Alto do Paraíso.(formerly Veadeiros).",NA,NA,NA,NA,"Goiás","H. Robinson (US)","1969","3","22",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,"1",NA,NA,NA,NA,NA
"17","2020-08-31 08:53:10-03","INPA","INPA","83040","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"Anderson, WR","10413","Southern America","Brasil","Ca. 15 km. (straight line.) N of Corumbá de Goiás. Gallery forest, adjacent brejo, and drier, higher slopes with grassy campo or rocky cerrado, sandy soil. Edge forest.",NA,NA,"INPA0083040","INPA0083040 INPA0083040_e","Goiás","Robinson, HE","1973","05","16",NA,"-48.80861","-15.788056",NA,"1230","1230",NA,NA,NA,"1978","-48.80861","-15.788056",NA,NA
"18","2020-09-12 05:00:02-03","US","US","3218002","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","24879","South America - Neotropics","Brazil","Planalto do Brasil. Estado de Goías. Chapada dos Veadeiros. Campo ca. 12km south of Alto do Paraíso (formerly Veadeiros)",NA,NA,"US01648633","US01648633_01","Goiás",NA,"1969","3","22",NA,NA,NA,NA,"1000",NA,NA,NA,"1",NA,NA,NA,"Dicotyledonae",NA
"19","2020-09-12 05:00:02-03","US","US","2818560","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"W. R. Anderson, S. R. Hill, R. Reis dos Santos & R. Souza","10413","South America - Neotropics","Brazil","Planalto do Brasil. Estado de Goiás. Serra dos Pirineus. Ca. 15 km (straight line) N of Corumbá de Goiás",NA,NA,"US01648635","US01648635_01","Goiás",NA,"1973","5","16",NA,NA,NA,NA,"1230",NA,NA,NA,"1",NA,NA,NA,"Dicotyledonae",NA
"20","2020-09-12 05:00:02-03","US","US","616987","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"T. M. d. Moura","821","South America","Brazil","Brasilia: Campos do Jordão",NA,NA,"US01648632","US01648632_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"Dicotyledonae",NA
"21","2020-09-12 05:00:02-03","US","US","2818510","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"H. S. Irwin, S. F. Fonsêca, R. Souza, R. Reis dos Santos & J. Ramos","26410","South America - Neotropics","Brazil","Planalto do Brasil. Distrito Federal. Disturbed gallery forest and adjacent cerrado, Rio Pipiripau, ca. 6km SSE of Planaltina",NA,NA,"US01648634","US01648634_01","Distrito Federal",NA,"1970","2","19",NA,NA,NA,NA,"1000",NA,NA,NA,"1",NA,NA,NA,"Dicotyledonae",NA
"22","2020-09-12 05:00:02-03","US","US","1281041","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"P. K. Dusén","8295","South America","Brazil","Paraná: Curityba, in campo",NA,NA,"US01648636","US01648636_01","Paraná",NA,"1909","3","21",NA,NA,NA,NA,"900",NA,NA,NA,"1",NA,NA,NA,"Dicotyledonae",NA
"23","2019-09-04 19:33:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Stevia","pohliana","Stevia pohliana",NA,"Type [status unknown]","J. B. E. Pohl","464","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"24","2019-05-06 11:54:06-03","UFU","HUFU","71170","S","Plantae",NA,NA,"Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"Montovani, W.","484",NA,"Brasil","Pádua Sales, Reserva Biológica da Fazenda Campininha",NA,"Herbácea 0,4 - 0,5 m alt., flores com pétalas brancas.","HUFU00072366","HUFU00072366","São Paulo","Nakajima, J.N.","1980","04","07","Mogi Guaçu","-46.9421997070312","-22.372200012207","39309",NA,NA,"auto",NA,NA,"2000",NA,NA,NA,"10"
"25","2019-05-06 11:54:06-03","UFU","HUFU","24017","S","Plantae",NA,NA,"Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"Joly, A.B.","s.n.",NA,"Brasil","Butantã",NA,NA,"HUFU00072354","HUFU00072354","São Paulo","Nakajima, J.N.","1946","04","05","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto",NA,NA,"2000",NA,NA,NA,"10"
"26","2019-05-06 11:54:06-03","UFU","HUFU","24018","S","Plantae",NA,NA,"Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"Joly, A.B.","s.n.",NA,"Brasil","Butantã",NA,"Brejos.","HUFU00072365","HUFU00072365","São Paulo","Nakajima, J.N.","1950","05","10","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto",NA,NA,"1999",NA,NA,NA,"01"
"27","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"Pohl, JBE","464",NA,"?","Habitat inter Fazenda do Ribeirào Manso et Mattinada (prov.?)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 10:01:24-03","IBt","SP","314220","S","Plantae",NA,NA,"Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"Correa Gomes Jr, J","1797",NA,"Brasil","Margem do córrego",NA,NA,NA,NA,"Mato Grosso do Sul","Nakajima, JN","1964","05","23","Três Lagoas","-51.683333","-20.783333",NA,NA,NA,NA,NA,NA,"1999","-51.683333","-20.783333",NA,"01"
"29","2019-11-21 10:01:24-03","IBt","SP","8212","S","Plantae",NA,NA,"Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"Brade, AC","7086",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Nakajima, JN","1914","03","28","São Caetano do Sul","-46.5499992370605","-23.6200008392334","4028",NA,NA,"auto",NA,NA,"2000",NA,NA,NA,"10"
"30","2019-11-21 10:01:24-03","IBt","SP","6113","S","Plantae",NA,NA,"Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"Brade, AC","7089",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Nakajima, JN","1914","02","24","São Caetano do Sul","-46.5499992370605","-23.6200008392334","4028",NA,NA,"auto",NA,NA,"2000",NA,NA,NA,"10"
"31","2019-11-21 10:01:24-03","IBt","SP","347002","S","Plantae",NA,NA,"Asteraceae","Stevia","pohliana","Stevia pohliana","Baker",NA,"Joly, AB","s.n.",NA,"Brasil","Butantã",NA,NA,NA,NA,"São Paulo","Nakajima, JN","1950","05","10","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto",NA,NA,"1999",NA,NA,NA,"01"
