"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","2172505","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","C. A. Cid Ferreira","1984","06","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326141' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172505","Magnoliophyta","Rosales",NA,"4791","Rondônia","Presidente Medici","BR 364, rodovia Cuiabá-Porto Velho, Km 300, estrada do morro da EMBRATEL, Km 7","-62.03","-11.2","NY02172505_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","869422","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","J. A. Ratter","1976","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049733' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869422","Magnoliophyta","Rosales",NA,"R4015","Goiás","Padre Bernardo","Fazenda Lagoa Santa.","-48.58","-15.65","NY00869422_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02172503","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","T. C. Plowman","1982","12","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326139' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172503","Magnoliophyta","Rosales",NA,"12358","Amazonas","Maraã","Rio Japura, environs of town Maraa. Headwaters of Lago Maraa.","-65.62","-1.783333","NY02172503_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","869413","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","J. P. P. Carauta","1980","08","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049182' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869413","Magnoliophyta","Rosales","J. P. P. Carauta","109","Minas Gerais","Curvelo","Sucuriú, perto do Retiro Curumicatu, Fazenda do Dr. Francisco.","-44.4306","-18.7567",NA,"Kunth","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","869418","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","W. W. Thomas","1985","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869418","Magnoliophyta","Rosales","C. C. Berg","4692","Mato Grosso",NA,"Muns. Jauru & Pontes e Lacerda: 38 km SE of Pontes e Lacerda on BR 174 to Cáceres.","-59.07","-15.45","NY00869418_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02172502","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","W. A. Rodrigues","1962","12","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326138' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172502","Magnoliophyta","Rosales",NA,"4883","Amazonas","Manaus","Igarapé do Buião","-60.025","-3.10194","NY02172502_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2172507","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","W. A. Rodrigues","1962","12","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326143' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172507","Magnoliophyta","Rosales",NA,"4883","Amazonas","Manaus","Igarapé do Buião","-60.025","-3.10194","NY02172507_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","867527","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","D. C. Daly","1993","03","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532189' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867527","Magnoliophyta","Rosales","C. C. Berg","7644","Acre","Marechal Thaumaturgo","Rio Juruá, Reserva Extrativista do Alto Juruá, S of confluence with Rio Acuriá and N of São João do Breu, Colocação Tapaúna","-72.68","-9.08","NY00867527_01","Kunth","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","03123488","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","M. Alves","2002","02","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=917265' target='other'> <mi>dwc_moreinfo</mi></a>","NY03123488","Magnoliophyta","Rosales","C. C. Berg","2730","Acre","Sena Madureira","BR-364, entre Km 245-246, Fazenda Liberdade, próximo a igarapé.","-68.5053889","-9.2453889","NY03123488_01","Kunth","140","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00933052","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","P. Fiaschi","2000","07","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008009' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933052","Magnoliophyta","Rosales","C. C. Berg","388","Minas Gerais","Paracatú","Fazenda Córrego Rico. Estrada de Paracatu para Joao Pinheiro","-46.8744","-17.2222","NY00933052_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","869414","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","E. P. Heringer","1979","11","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869414","Magnoliophyta","Rosales","C. C. Berg","17488","Minas Gerais",NA,"Estação de Experimentação Florestal.",NA,NA,NA,"Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02172501","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","J. L. Zarucchi","1979","10","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326137' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172501","Magnoliophyta","Rosales",NA,"2637","Rondônia",NA,"Mineração Jacundá (ca. 40 km E of km 106 of Pôrto Velho-Cuiabá Road: BR-364)","-62.9","-9.12","NY02172501_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","869419","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","E. P. Heringer","1979","11","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869419","Magnoliophyta","Rosales","C. C. Berg","17479","Minas Gerais",NA,"Estação de Experimentação Florestal.",NA,NA,NA,"Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1414221","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","H. Medeiros","2010","04","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412623' target='other'> <mi>dwc_moreinfo</mi></a>","NY01414221","Magnoliophyta","Rosales","C. C. Berg","492","Acre","Bujari","Riozinho do Andirá, BR 364, Km 52, Colônia do Elírio.","-68.0967","-9.7136","NY01414221_01","Kunth","155","155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1413884","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","H. Medeiros","2010","04","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412531' target='other'> <mi>dwc_moreinfo</mi></a>","NY01413884","Magnoliophyta","Rosales","C. C. Berg","587","Acre","Rio Branco","Orto Florestal, Bairro Vila Ivonete.","-67.81","-9.97472","NY01413884_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1144359","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","T. B. Cavalcanti","1995","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289587' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144359","Magnoliophyta","Rosales","O. Santos-Mattos","1708","Goiás","Ipameri","Margem esquerda do Rio Corumba. 1 km da ponte Sao Bento","-48.48","-17.72","NY01144359_01","Kunth","480","480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2172508","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","I. L. do Amaral","1982","11","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326144' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172508","Magnoliophyta","Rosales",NA,"413","Amazonas",NA,"Novo Japurá. Rio Japurá, margem direita, lago do Mapari","-66.9647","-1.8867","NY02172508_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","790820","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","S. Romaniuc Neto","1992","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=289355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790820","Magnoliophyta","Rosales","C. C. Berg","1333","São Paulo",NA,"Estrada Itapira-Mogi-Mirim. Margem do Rio Mogi-Guaçu",NA,NA,"NY00790820_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1281762","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","R. A. X. Borges","2006","07","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1742033' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281762","Magnoliophyta","Rosales",NA,"147","Minas Gerais",NA,"Pains. Mineração Vale de São Miguel.","-45.6736","-20.3644","NY01281762_01","Kunth","642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","869420","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","E. P. Heringer","1976","01","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049727' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869420","Magnoliophyta","Rosales","C. C. Berg","15275","Goiás","Caldas Novas","Cia Termos do Rio Quente.","-48.6247","-17.7419","NY00869420_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","869416","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","G. G. Hatschbach","1988","10","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869416","Magnoliophyta","Rosales","C. C. Berg","52594","Mato Grosso do Sul","Miranda","Rod. BR-262, Porto Esperança.","-56.3781","-20.2408","NY00869416_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","869421","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","E. P. Heringer","1979","08","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869421","Magnoliophyta","Rosales","C. C. Berg","17459","Minas Gerais",NA,"Estrada de Cristalina a Paracatu",NA,NA,"NY00869421_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-27 00:48:00-03","NY","NYBG","869426","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","R. Goodland","1967",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869426","Magnoliophyta","Rosales","C. C. Berg","824","Minas Gerais",NA,"Triángulo region.",NA,NA,"NY00869426_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","869427","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","M. G. da Silva","1983","03","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869427","Magnoliophyta","Rosales","C. C. Berg","6017","Mato Grosso","Nobres",NA,"-56.3272","-14.7206",NA,"Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","790822","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","R. Vásquez Martínez","1983","01","20","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=289358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790822","Magnoliophyta","Rosales","C. C. Berg","3769","Loreto","Maynas","Llachapa, (Explor Napo), Río Napo","-72.92","-3.3",NA,"Kunth","130","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1281114","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","P. Acevedo-Rodríguez","1996","08","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665721' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281114","Magnoliophyta","Rosales","O. Santos-Mattos","8031","Amazonas",NA,"Lateral channels of Rio Negro toward entrance to Rio Acará. Boat stationed at coordinates. Collected in radius of 2 km from boat.","-62.9508","-0.7589","NY01281114_01","Kunth","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1017488","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","G. G. Hatschbach","1997","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1214636' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017488","Magnoliophyta","Rosales","C. C. Berg","67434","Minas Gerais","Conceição do Mato Dentro","Rio Santo Antônio.","-43.4247","-19.0372","NY01017488_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1281113","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","P. Acevedo-Rodríguez","1996","08","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665660' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281113","Magnoliophyta","Rosales","O. Santos-Mattos","8391","Amazonas",NA,"Alto Rio Negro. Igapó forest on many islands. Boat stationed at [see coordinates]. Collecting done within 3 km NW fron boat.","-63.9111","-0.3525","NY01281113_01","Kunth","100.00","100.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","869424","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","G. T. Prance","1979","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869424","Magnoliophyta","Rosales","C. C. Berg","26168","Mato Grosso",NA,"Transpantaneira Highway, Fazenda Jofre",NA,NA,"NY00869424_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","869525","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","R. C. Forzza","2003","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1059920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869525","Magnoliophyta","Rosales","O. Santos-Mattos","2480","Goiás","Goiás","Rodovia Goiás-Mossâmedes (GO 164), 8 km da rodovia Goiás-Goiâna (GO 070). Fazenda Engenhoca.","-50.1083","-16.0819","NY00869525_01","Kunth","735","735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","869423","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","A. P. Duarte","1962","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869423","Magnoliophyta","Rosales","C. C. Berg","7507","Minas Gerais","Várzea da Palma","Varzea da Palma, Faz. Mãe d'Água.","-44.749531","-17.411382","NY00869423_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","869425","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","L. Duarte","1962","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049739' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869425","Magnoliophyta","Rosales","C. C. Berg","75","Distrito Federal","Brasília","Fercal","-47.9294","-15.7797","NY00869425_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","790819","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","S. Romaniuc Neto","1993","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=289354' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790819","Magnoliophyta","Rosales","C. C. Berg","1365","São Paulo","Amparo","Estrada Amparo-Pedreira","-46.7597","-22.7003","NY00790819_01","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
