"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","day","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","910763","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","H. S. Irwin","6819","1964","10","South America","Brazil","Mato Grosso",NA,"Ca. 90 km. N. of Xavantina.","-52.4","-13.83","300","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910763","NY00910763_01","12","P. F. Ravenna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","910760","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","G. G. Hatschbach","45636","1982","10","South America","Brazil","Minas Gerais","Sacramento","Rod. BR-262","-47.4397","-19.8656",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910760","NY00910760_01","12","P. F. Ravenna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","910761","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","R. Souza","6885","1968","09","South America","Brazil","Mato Grosso",NA,"c 66 km S along road from Base Camp","-51.77","-12.82",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910761","NY00910761_01","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","910766","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","H. S. Irwin","26577","1970","02","South America","Brazil","Distrito Federal","Brasília","Ca. 12 km E. of Lago Paranoá, DF-6","-47.71205","-15.74845","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987267' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910766","NY00910766_01","24","P. F. Ravenna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","910764","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","H. S. Irwin","6512","1964","10","South America","Brazil","Mato Grosso",NA,"Ca. 1 km. N.E. of Garapú.","-52.57","-13.18","300","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910764","NY00910764_01","01","P. F. Ravenna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","910771","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","G. T. Prance","19170","1973","10","South America","Brazil","Mato Grosso",NA,"Road behind Veu de Noiva. Chapada dos Guimarães.","-55.832445","-15.40761","720","720","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910771","NY00910771_01","18","P. F. Ravenna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-27 14:50:00-03","NY","NYBG","565076","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Hypoxidaceae","Hypoxis","breviscapa","Hypoxis breviscapa",NA,"Bertoni","1794","1945","08","South America","Argentina","Misiones","Posadas",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470036' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565076",NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-27 08:09:00-03","NY","NYBG","565077","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Hypoxidaceae","Hypoxis","breviscapa","Hypoxis breviscapa",NA,"M. Bang","1042","1891",NA,"South America","Bolivia",NA,NA,"Bolivian Plateau",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:52:30-03","EAO","IAN","156829","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Rodrigues, AI; Dantas, M","686","1980","04","Southern America","Brasil","Roraima","Alto Surumú","Serra da memória próximo a fazenda triunfo.",NA,NA,NA,NA,NA,NA,"IAN156829",NA,"29","Gil, A","2015","02","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:52:30-03","EAO","IAN","156852","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Rodrigues, AI; Dantas, M","709","1980","04","Southern America","Brasil","Roraima","Alto Surumú","Serra da Memória próximo à fazenda trinfo.",NA,NA,NA,NA,NA,"Savana arbórea densa com afloramento de forma rochosa.","IAN156852",NA,"29","Gil, A","2015","02","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:52:30-03","EAO","IAN","156931","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Rodrigues, AI; Dantas, M","788","1979","05","Southern America","Brasil","Roraima",NA,"Estrada srurumu, Boa Vista margem direita do Rio Paracarana.- km 39.","-59.254167","0.737222",NA,NA,NA,"Folha pilosa.","IAN156931",NA,"01","Gil, A","2015","02","02","-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:52:30-03","EAO","IAN","68544","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Smith, AC","3260","1938","03",NA,"Guiana",NA,NA,"Savanna between Takutu River and Kanuku Mountains.",NA,NA,NA,NA,NA,"Common herb; perianth and stamens pale yellow.","IAN068544",NA,"12","Smith, AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:52:30-03","EAO","IAN","68544","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Smith, AC","3260","1938","03",NA,"Guiana",NA,NA,"Savanna between Takutu River and Kanuku Mountains.",NA,NA,NA,NA,NA,"Common herb; perianth and stamens pale yellow.","IAN068544",NA,"12","Smith, AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:52:30-03","EAO","IAN","132810","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Sastre, C","175","1968","03","Southern America","Brasil","Amapá","Oiapoque","Terrain d'aviation.","-51.8349990844727","3.84306001663208",NA,NA,NA,"Sépales rouges face inf., jaunes face sup., pétales jauns.","IAN132810",NA,"15","Maas, PJM","1968","12",NA,NA,NA,"254902","auto",NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:52:30-03","EAO","IAN","132810","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Sastre, C","175","1968","03","Southern America","Brasil","Amapá","Oiapoque","Terrain d'aviation.","-51.8349990844727","3.84306001663208",NA,NA,NA,"Sépales rouges face inf., jaunes face sup., pétales jauns.","IAN132810",NA,"15","Maas, PJM","1968","12",NA,NA,NA,"254902","auto",NA,NA,NA,NA,NA,NA
"26","2020-02-08 08:45:43-03","NBC","NL-BOTANY","U.1350341","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Maas PJM; Koek-Noorman J; Lall H; Welle BJH ter; Westra LYT",NA,"1988","09","Southern America","Guyana","Rupununi District",NA,NA,"-59.333333","3.75",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350341 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350341","NL-U1350341","02","DeFilipps RA",NA,NA,NA,"-59.333333","3.75",NA,NA,"Magnoliopsidae","U 0072340",NA,NA,NA,NA
"27","2020-02-08 08:45:43-03","NBC","NL-BOTANY","U.1350252","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Purdie W",NA,NA,NA,"Southern America","Colombia","Magdalena",NA,"Santa Marta",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350252 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350252","NL-U1350252",NA,"Maas PJM","1967","04","01",NA,NA,NA,NA,"Magnoliopsidae","U 0259109",NA,NA,NA,NA
"28","2020-02-08 08:45:43-03","NBC","NL-BOTANY","U.1350324","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Görts-van Rijn ARA; Wollenberg LJW van de; Gopaul D",NA,"1992","11","Southern America","Guyana",NA,NA,NA,"-58.383333","6.5",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350324 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350324","NL-U1350324","28","DeFilipps RA",NA,NA,NA,"-58.383333","6.5",NA,NA,"Magnoliopsidae","U 0072368",NA,NA,NA,NA
"29","2020-02-08 08:45:43-03","NBC","NL-BOTANY","L.1463941","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Schomburgk",NA,NA,NA,"Southern America","Guyana",NA,NA,"Crescit in Guianas & Cumana. * ?",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1463941 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1463941","NL-L1463941",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 08:45:43-03","NBC","NL-BOTANY","U.1350325","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Sastre CHL; Sastre F",NA,"1968","03","Southern America","Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350325 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350325","NL-U1350325","15","Maas PJM","1968","12","01",NA,NA,NA,NA,"Magnoliopsidae","U 0072355",NA,NA,NA,NA
"31","2020-02-08 08:45:43-03","NBC","NL-BOTANY","U.1350326","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Donselaar J van",NA,"1965","12","Southern America","Surinam","Brokopondo",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350326 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350326","NL-U1350326","13","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072353",NA,NA,NA,NA
"32","2020-02-08 08:45:43-03","NBC","NL-BOTANY","U.1350332","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Krukoff BA; Fróes RL",NA,"1939","02","Southern America","Brazil",NA,NA,"Estrada do Barreto. State of Maranhão: Island of São Luiz.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350332 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350332","NL-U1350332","01",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 08:45:43-03","NBC","NL-BOTANY","U.1350334","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Prance GT; Lleras E; Coelho DF",NA,"1973","10","Southern America","Brazil",NA,NA,"Plants of Brazilian Amazonia. State of Mato Grosso. Road behid Veu da Noiva; Chapada dos Guimarães.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350334 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350334","NL-U1350334","18",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 08:45:43-03","NBC","NL-BOTANY","U.1350339","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","LBB; Teunissen PA",NA,"1971","04","Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350339 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350339","NL-U1350339","04","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072354",NA,NA,NA,NA
"35","2020-02-08 08:45:43-03","NBC","NL-BOTANY","U.1350340","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Donselaar J van; Donselaar- Bokkel Huinink WAE van",NA,"1958","10","Southern America","Surinam","Fransina Savanne",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350340 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350340","NL-U1350340","30","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072341",NA,NA,NA,NA
"36","2020-02-08 08:45:48-03","NBC","NL-BOTANY","U.1350342","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Rombouts HE",NA,"1935","12","Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350342 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350342","NL-U1350342","04","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072378",NA,NA,NA,NA
"37","2020-02-08 08:45:48-03","NBC","NL-BOTANY","U.1350343","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Oldenburger FHF; Norde R; Schulz JP",NA,"1970","01","Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350343 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350343","NL-U1350343","19","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072382",NA,NA,NA,NA
"38","2020-02-08 08:45:48-03","NBC","NL-BOTANY","U.1350344","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Oldenburger FHF; Norde R; Schulz JP",NA,"1968","12","Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350344 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350344","NL-U1350344","04","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072381",NA,NA,NA,NA
"39","2020-02-08 08:45:48-03","NBC","NL-BOTANY","U.1350345","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Lanjouw J; Lindeman JC",NA,"1949","01","Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350345 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350345","NL-U1350345","05","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072380",NA,NA,NA,NA
"40","2020-02-08 08:45:48-03","NBC","NL-BOTANY","U.1350346","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Donselaar J van",NA,"1965","06","Southern America","Surinam","Brokopondo",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350346 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350346","NL-U1350346","30","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072395",NA,NA,NA,NA
"41","2020-02-08 08:45:48-03","NBC","NL-BOTANY","U.1350347","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Focke HC",NA,NA,NA,"Southern America","Surinam",NA,NA,"Suriname, Bergendaal",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350347 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350347","NL-U1350347",NA,"DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072389",NA,NA,NA,NA
"42","2020-02-08 08:45:43-03","NBC","NL-BOTANY","U.1350323","PreservedSpecimen","Plantae",NA,"Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Jansen-Jacobs MJ; Feuillet CPGA; Hiepko PH; Skog LE; Welle BJH ter",NA,"1985","02","Southern America","Guyana","Rupununi District",NA,NA,"-59.466667","3.066667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350323 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350323","NL-U1350323","08","DeFilipps RA",NA,NA,NA,"-59.466667","3.066667",NA,NA,"Magnoliopsidae","U 0072394",NA,NA,NA,NA
"43","2020-11-04 11:11:23-03","ESALQ","ESA","87014","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Fernández, A.","19749.0","2003","07",NA,"Venezuela","Anzoátegui","Freites",NA,NA,NA,NA,NA,NA,NA,"ESA087014","ESA087014","01","Fernández, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:11:18-03","ESALQ","ESA","107695","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Silva, A.","6223.0","2007","10",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"ESA107695","ESA107695","31","Lopes, E.F.M.","2018","10","01",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
