"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","798026","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","H. E. Robinson","R. A. Wasum","1758","1986","07","South America","Brazil","Rio Grande do Sul","Farroupilha - Sao Roque","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323867' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798026","NY00798026_01","(DC.) Baker","23",NA,"-51.339909","-29.218747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 11:05:00-03","NY","NYBG","798033","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","J. F. Pruski","L. O. A. Teixeira","808","1982","05","South America","Brazil","Rondônia","Município de Santa Barbara, Rodovia BR 364, Km 120, 12 km Leste da Sede da Mineraçao","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323874' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798033","NY00798033_01",NA,"27",NA,"-63.12","-9.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","861104","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","H. E. Robinson","J. H. Kirkbride Jr.","4484","1981","10","South America","Brazil","Distrito Federal","Chapada da Contagem perto de DF","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861104","NY00861104_01","(DC.) Baker","06","Brasília","-47.97","-15.62","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 11:05:00-03","NY","NYBG","798023","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","M. Kuhlmann","M. Kuhlmann","3270","1946","06","South America","Brazil","São Paulo","Nativa no Jardim Botânico, Picada Blume","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323870' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798023","NY00798023_01",NA,"11","Sao Paulo","-46.618358","-23.646109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","861097","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","H. E. Robinson","E. P. Heringer","1701","1979","07","South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861097","NY00861097_01","(DC.) Baker","03","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","861103","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","J. F. Pruski","Collector unspecified","37","1987","07","South America","Brazil","Minas Gerais","Fazenda Monte Alegre.","sheet","Need more information on collector, Jacqueline. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=934452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861103","NY00861103_01","(DC.) Baker","30","Monte Belo","-46.3675","-21.3267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-30 03:19:00-03","NY","NYBG","1039146","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","R. A. X. Borges","R. C. Forzza","4276","2006","09","South America","Brazil","Minas Gerais","Parque Estadual da Serra do Ibitipoca.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482040' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039146","NY01039146_01",NA,"21","Lima Duarte","-43.7931","-21.8428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 11:05:00-03","NY","NYBG","798024","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","G. M. Barroso","J. C. Lindeman","5660","1967","07","South America","Brazil","Paraná","Ascend to sec. planalto W of Curitiba, sec. wood along main road","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323868' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798024","NY00798024_01",NA,"16",NA,NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","861102","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda",NA,"E. P. Heringer","15943","1976","09","South America","Brazil","Distrito Federal","Fazenda Água Limpa, (UnB).","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861102","NY00861102_01","(DC.) Baker","09","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-30 06:29:00-03","NY","NYBG","1281800","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda",NA,"S. de V. A. Pessôa","1003","1999","10","South America","Brazil","Rio de Janeiro","Reserva Biológica de Poço das Antas, Fragmento A, próximo a represa de Juturnaiba, floresta submontana.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1742579' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281800","NY01281800_01",NA,"07","Silva Jardim","-42.3917007446289","-22.6508007049561",NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","798037","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","G. L. Smith","E. Amaral","22990","1928","08","South America","Brazil","São Paulo","Fazenda de Itatúba, S. Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798037","NY00798037_01","(Baker) G.Lom.Sm.","16",NA,NA,NA,NA,NA,NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","798046","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","J. F. Pruski","S. A. Mori","16664","1984","07","South America","Brazil","Distrito Federal","On road to Gama, DF16, 3-7 km from junction with BR040","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250666' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798046","NY00798046_01","(Baker) G.Lom.Sm.","10","Brasília","-48.03","-15.97","1100","1100",NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 09:43:00-03","NY","NYBG","798048","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","G. L. Smith","G. Schüch",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Canta Gallo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250674' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798048","NY00798048_01","(Baker) G.Lom.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","798041","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","G. L. Smith","A. P. Duarte","4988","1959","08","South America","Brazil","Rio de Janeiro","Jacarepaguá, Floresta dos Tres Rios","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798041","NY00798041_01","(Baker) G.Lom.Sm.","25",NA,"-43.296197","-22.947319",NA,NA,NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 09:43:00-03","NY","NYBG","798049","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","G. L. Smith","G. Schüch",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Canta Gallo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250676' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798049","NY00798049_01","(Baker) G.Lom.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","798044","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","G. L. Smith","G. G. Hatschbach","41555","1978","08","South America","Brazil","Paraná","Rio Pequeno","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798044","NY00798044_01","(Baker) G.Lom.Sm.","18","Antonina","-48.7117","-25.4286",NA,NA,NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","861108","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","G. L. Smith","L. Riedel","458",NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861108","NY00861108_01","(Baker) G.Lom.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","798040","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia",NA,"H. F. L. Filho","1108","1970","10","South America","Brazil","São Paulo","Rodovia Registro-Sete Barras. Km. 278","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798040","NY00798040_01","(Baker) G.Lom.Sm.","26",NA,NA,NA,NA,NA,NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","861116","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","G. L. Smith","H. S. Irwin","8463","1965","09","South America","Brazil","Distrito Federal","Chapada do Contagem, ca. 30 km N.E. of Brasília","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931189' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861116","NY00861116_01","(Baker) G.Lom.Sm.","19","Brasília","-47.71872","-15.5916","1000","1000",NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","798039","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia",NA,"S. A. Mori","10769","1978","10","South America","Brazil","Bahia","Torre da Embratel. Ramal com entrada no km 26 da Rod. BR 367 (Eunápolis/Porto Seguro)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250675' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798039","NY00798039_01","(Baker) G.Lom.Sm.","17","Santa Cruz Cabrália","-39.0244","-16.2783","220","220",NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-29 20:49:00-03","NY","NYBG","861110","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","G. L. Smith","L. Riedel","s.n.","1823","09","South America","Brazil",NA,"Serra Estrella","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861110","NY00861110_01","(Baker) G.Lom.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 20:49:00-03","NY","NYBG","861112","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","G. L. Smith","J. F. Ramos","6674","1966","07","South America","Brazil","Distrito Federal","Gallery forest at Fazenda Vargem Bonita, ca. 10 km. south of Brasilia.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931178' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861112","NY00861112_01","(Baker) G.Lom.Sm.","18","Brasília","-47.9294","-15.7797","900","1150",NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","861113","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","G. L. Smith","H. S. Irwin","6153","1964","09","South America","Brazil","Distrito Federal","Catetinho, ca. 15 km. S.W. of Brasília.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861113","NY00861113_01","(Baker) G.Lom.Sm.","12","Brasília","-48.13","-15.9","700","1000",NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","798043","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","G. L. Smith","D. M. Vital",NA,"1977","06","South America","Brazil","São Paulo","Parque Estadual das Fontes do Ipiranga","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798043","NY00798043_01","(Baker) G.Lom.Sm.","11","Sao Paulo","-46.621883","-23.654505",NA,NA,NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","798047","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","G. L. Smith","Y. E. J. Mexia","5083","1930","09","South America","Brazil","Minas Gerais","Viçosa, Agricultural College lands. Hill northwest of main building","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798047","NY00798047_01","(Baker) G.Lom.Sm.","22","Viçosa","-42.8819007873535","-20.7539005279541","675","675","13937","auto","crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-29 20:48:00-03","NY","NYBG","861107","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","G. L. Smith","A. F. Regnell","II:249",NA,NA,"South America","Brazil","Minas Gerais",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861107","NY00861107_01","(Baker) G.Lom.Sm.",NA,"Caldas","-46.3858","-21.9236",NA,NA,NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","861101","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","R. C. de Mendonça","E. P. Heringer","131","1977","09","South America","Brazil","Distrito Federal","Picada R[3].","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861101","NY00861101_01","(DC.) Baker","26","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","798030","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","G. L. Smith","J. P. Lanna Sobrinho","1722","1967","09","South America","Brazil","Rio de Janeiro","Guanabara, Tijuca, Avenida Edison Passos.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323869' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798030","NY00798030_01","(DC.) Baker","11",NA,"-43.264318","-22.954429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1145530","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","R. L. Esteves","C. Luchiari","698","1995","10","South America","Brazil","Rio de Janeiro","Reserva Biológica Poço das Antas. Trilha do Cambuí Preto. Área FP 086.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320150' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145530","NY01145530_01","(DC.) Baker","18","Silva Jardim","-42.28333","-22.525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","861095","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","H. E. Robinson","H. S. Irwin","18255","1966","07","South America","Brazil","Distrito Federal","Fazenda Vargem Bonita, ca. 10km. S. of Brasília, road to Belo Horizonte.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930912' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861095","NY00861095_01","(DC.) Baker","18","Brasília","-47.78","-15.85","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-29 09:43:00-03","NY","NYBG","798042","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda crassifolia","G. L. Smith","Pessoal do Horto Florestal",NA,"1927","08","South America","Brazil","Rio de Janeiro","Mata do Horto Florestal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798042","NY00798042_01","(Baker) G.Lom.Sm.","16","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,"crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","798028","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","R. L. Esteves","C. Farney","3155","1992","06","South America","Brazil","São Paulo","Distrito de Engo. Marcilac- Rio Capivari","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323871' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798028","NY00798028_01","(DC.) Baker","27","Sao Paulo","-46.63","-23.5403","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","861098","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda",NA,"E. P. Heringer","5466","1980","09","South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930926' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861098","NY00861098_01","(DC.) Baker","22","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
