"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","infraspecificEpithet","maximumElevationInMeters","typeStatus","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"94","2020-06-15 15:31:08-03","UNESP-RC","HRCB","70416","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","G.M. Marcusso","Grupo vermelho_2017",NA,NA,NA,"Brasil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242","45.0214° W","23.2357° S",NA,NA,NA,NA,NA,NA,"Parque Estadual da Serra do Mar- Núcleo Cunha",NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"95","2021-02-25 10:13:13-03","CVRD","CVRD","13348","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","Daniela Monteiro","Siqueira, G.S.","2011","02","24","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD013348",NA,"Magnoliophyta","Piperales","618","América do Sul","Atrás do auditório peroba, prox. A guarita dos guardas do pátio.",NA,NA,"<ll>dwc_commonname:</ll> Barandi quaresma",NA,NA,NA,"Magnoliopsida","48094","auto","2012","06","12",NA,NA,NA,NA
"96","2020-09-12 05:00:02-03","US","US","2168957","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"B. Maguire & J. J. Wurdack","1953","4","20","Venezuela","Amazonas",NA,NA,NA,NA,NA,"US00814609",NA,NA,"Piperales","35730","South America - Neotropics","Río Casiquiare, between Río Paciba and Capibara","130",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA
"97","2020-09-12 05:00:02-03","US","US","1540518","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"L. B. Smith","1928","11","23","Brazil","Rio de Janeiro",NA,"-43.18","-22.55",NA,NA,"US01334695","US01334695_01",NA,"Piperales","1317","South America - Neotropics","Road between Petrópolis and Raiz da Serra","30",NA,NA,NA,"840",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA
"98","2019-11-13 11:28:19-03","USP","SPF","231339","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","Engelmann, RA","Engelmann, RA","2010","07","19","Brasil","Rio de Janeiro","Cachoeiras de Macacu","-42.726667","-22.382222","-42.726667","-22.382222","SPF00231339","SPF00231339",NA,NA,"845",NA,"Parque Estadual dos Três Picos","620",NA,NA,NA,"620",NA,NA,NA,NA,"2011","11",NA,NA,NA,NA,NA
"99","2019-11-21 12:02:42-03","USP","SPF","66619","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","Guimarães, E","Pirani, JR","1989","05","21","Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00066619",NA,NA,NA,"CFSC11470",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,"26557","auto","2018",NA,NA,NA,NA,NA,NA
"100","2019-11-13 11:28:19-03","USP","SPF","206504","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","Guimarães, EF","Farney, C","2007","05","29","Brasil","Rio de Janeiro","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"SPF00206504","SPF00206504",NA,NA,"4667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40069","auto","2010",NA,NA,NA,NA,NA,NA
"101","2019-09-05 15:45:56-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,NA,"J. A. Pavón","1778",NA,NA,"Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"Type [status unknown]","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-06-11 14:06:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,"RRC ID Flag","P. C. Hutchison","1961","1","20","Peru","Amazonas",NA,"-78","-5",NA,NA,NA,NA,"Spermatophyta",NA,"1475","South America",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"1475",NA,NA,NA
"103","2019-07-09 14:01:05-03","F","FMNH-SEEDPLANTS","V0324067F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,"M. A. Ríos Paredes : Universidad Nacional de la Amazónia Peruana","M. A. Ríos Paredes et al.","2012","10","28","Peru","Loreto",NA,"-73.81616667","-1.51761111",NA,NA,"V0324067F","V0324067F_01","Spermatophyta",NA,NA,"South America","Campsite #3 (Medio Campuya) on Rapid Biological and Social Inventory #25.","135",NA,NA,NA,"200",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-07-09 14:01:04-03","F","FMNH-SEEDPLANTS","V0443498F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,"N. Hensold : Field Museum of Natural History","S. Leiva G. & P. Lezama A.","1993","10","10","Peru","Cajamarca","Santa Cruz",NA,NA,NA,NA,"V0443498F","V0443498F_01","Spermatophyta",NA,"911","South America","camino entre bosque de Monteseco","1350",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-07-09 14:01:04-03","F","FMNH-SEEDPLANTS","V0443857F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,"N. Hensold : Field Museum of Natural History","S. Leiva G.","1989","1","20","Peru","Cajamarca","Santa Cruz",NA,NA,NA,NA,"V0443857F","V0443857F_01","Spermatophyta",NA,"15","South America","Monteseco -- alrededor de campamento","1500",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-07-09 14:01:04-03","F","FMNH-SEEDPLANTS","V0443872F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,"N. Hensold : Field Museum of Natural History","J. Santisteban & J. L. Guevara B.","1987","5","5","Peru","Cajamarca","Santa Cruz",NA,NA,NA,NA,"V0443872F","V0443872F_01","Spermatophyta",NA,"13","South America","ca. 3 km (por aire) ENE Monteseco","1800",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-07-09 14:05:06-03","F","FMNH-SEEDPLANTS","V0443873F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,NA,"M. Bang","1890",NA,NA,"Bolivia",NA,NA,"-64.435","-16.7261",NA,NA,"V0443873F","V0443873F_01","Spermatophyta",NA,"224","South America",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-07-09 14:03:09-03","F","FMNH-SEEDPLANTS","V0443874F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,NA,"O. Buchtien","1912","10",NA,"Bolivia",NA,NA,"-64.435","-16.7261",NA,NA,"V0443874F","V0443874F_01","Spermatophyta",NA,"683","South America",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-07-09 14:02:55-03","F","FMNH-SEEDPLANTS","V0443875F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,NA,"W. H. Camp","1945","5","19","Ecuador",NA,NA,"-78.1869","-1.4628",NA,NA,"V0443875F","V0443875F_01","Spermatophyta",NA,"E-3426","South America",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-07-09 14:03:07-03","F","FMNH-SEEDPLANTS","V0443876F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,NA,"J. A. Steyermark","1943","8","13","Ecuador",NA,NA,"-78.1869","-1.4628",NA,NA,"V0443876F","V0443876F_01","Spermatophyta",NA,"53839","South America",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-07-09 14:03:01-03","F","FMNH-SEEDPLANTS","V0443877F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,NA,"F. Prieto","1944","9","6","Ecuador",NA,NA,"-78.1869","-1.4628",NA,NA,"V0443877F","V0443877F_01","Spermatophyta",NA,"CP-10","South America",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-12-03 14:54:38-03","F","FMNH-SEEDPLANTS","V0443878F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,"RRC ID Flag","J. Santisteban & J. L. Guevara B.","1987","5","15","Peru","Cajamarca","Santa Cruz",NA,NA,NA,NA,"V0443878F","V0443878F_01 V0443878F_02","Spermatophyta",NA,"55","South America","ca. 3 km (por aire) ENE Monteseco","1800",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"55",NA,NA,NA
"113","2019-12-03 14:54:42-03","F","FMNH-SEEDPLANTS","V0443879F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,"RRC ID Flag","A. Sagástegui A. & et al.","1984","12","18","Peru","Cajamarca","Santa Cruz",NA,NA,NA,NA,"V0443879F","V0443879F_01 V0443879F_02","Spermatophyta",NA,"12354","South America","El Papayo (El Espinal-Monteseco)","600",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"12354",NA,NA,NA
"114","2019-07-09 14:02:59-03","F","FMNH-SEEDPLANTS","V0443880F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,NA,"P. C. Hutchison","1957",NA,NA,"Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0443880F","V0443880F_01","Spermatophyta",NA,"1475","South America",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-05-06 13:14:00-03","F","FMNH-SEEDPLANTS","V0443882F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,NA,"P. C. Hutchison","1957",NA,NA,"Peru","Amazonas",NA,"-78","-5",NA,NA,"V0443882F","V0443882F_01","Spermatophyta",NA,"1475","South America",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-07-09 14:02:42-03","F","FMNH-SEEDPLANTS","V0443883F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,NA,"B. A. Krukoff","1939","7","1","Bolivia",NA,NA,"-64.435","-16.7261",NA,NA,"V0443883F","V0443883F_01","Spermatophyta",NA,"10537","South America",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-07-09 14:01:02-03","F","FMNH-SEEDPLANTS","V0067004F","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis subnudicaulis","Yunck.",NA,"J. A. Steyermark","1943","6","12","Ecuador",NA,NA,"-78.1869","-1.4628",NA,NA,"V0067004F","V0067004F_01","Spermatophyta",NA,"52963","South America",NA,NA,NA,NA,"subnudicaulis",NA,"Holotype","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-07-23 12:18:02-03","CEPLAC","CEPEC","607","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,"R. Callejas","R. P. Belém","1965","04","01","Brasil","Bahia","ILHÉUS","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"650",NA,"Area do CEPEC.",NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,"30/12/1983",NA
"119","2020-07-23 12:18:02-03","CEPLAC","CEPEC","8107","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis",NA,"D. Monteiro","T. S. dos Santos","1971","11","12","Brasil","Bahia","POTIRAGUÁ","-39.8767013549805","-15.5946998596191",NA,NA,NA,NA,NA,NA,"2127",NA,"Rod. a Itaimbe. Km 3 a 4 Itamari.",NA,NA,NA,NA,NA,NA,NA,"37811","auto",NA,NA,NA,NA,NA,"24/11/2011",NA
"120","2019-11-01 15:07:53-03","UnB","UB","156575","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","Callejas, R","Belém, RP; Magalhães, M","1965","04","01","Brasil","Bahia","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"Dicotyledoneae",NA,"650","Southern America","Centro de Pesquisas do Cacau, CEPLAC, CEPEC",NA,NA,"Epífita. Inflorescência esverdeada.",NA,NA,NA,NA,"61245","auto","1983","11",NA,NA,NA,NA,NA
"121","2014-09-23 11:02:08-03","G","G-DC","G00321710","S","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","CAT.HERB.PRODR.","Glaziou, A. F. M.","1874","11","13","Brazil","Rio de Janeiro",NA,"-42.9125","-22.48222222","-42.9125","-22.48222222","G00321710",NA,NA,NA,"7838","AMERIQUE DU SUD",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site",NA,NA,NA,NA,NA,NA,"2012","01","01",NA,NA,NA,NA
"122","2014-09-23 11:02:08-03","G","G-DC","G00207457","S","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","CAT.HERB.PRODR.","Anon.",NA,NA,NA,"Brazil",NA,NA,"-53.08972222","-10.77305556","-53.08972222","-10.77305556","G00207457","G00207457",NA,NA,NA,"AMERIQUE DU SUD",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=183112&base=img&lang=en",NA,NA,NA,NA,NA,NA,"2009","01","01",NA,NA,NA,NA
"123","2014-09-23 11:02:08-03","G","G-DC","G00207488","S","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis var. minor","C. DC.","CAT.HERB.PRODR.","Lhotsky, J.","1832",NA,"00","Brazil",NA,NA,"-53.08972222","-10.77305556","-53.08972222","-10.77305556","G00207488","G00207488",NA,NA,NA,"AMERIQUE DU SUD",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=183165&base=img&lang=en","var. minor",NA,"SYNTYPUS of Peperomia trinervis var. minor C. DC.",NA,NA,NA,"2009","01","01",NA,NA,NA,NA
"124","2014-09-23 11:02:08-03","G","G-DC","G00207487","S","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis var. minor","C. DC.","CAT.HERB.PRODR.","Weddell, H. A.","1858",NA,"00","Brazil","Minas Gerais",NA,"-45.44222222","-18.78777778","-45.44222222","-18.78777778","G00207487","G00207487",NA,NA,"781","AMERIQUE DU SUD",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=183161&base=img&lang=en","var. minor",NA,"SYNTYPUS of Peperomia trinervis var. minor C. DC.",NA,NA,NA,"2009","01","01",NA,NA,NA,NA
"125","2016-03-09 18:11:29-03","UM","RECOLNAT_UM_MPU","MPU019252","PreservedSpecimen",NA,"Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"Pavon, J.A.",NA,NA,NA,"Pérou",NA,NA,NA,NA,NA,NA,"MPU019252",NA,NA,NA,NA,NA,"s.l.",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu019252' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2015-10-18 07:19:46-02","UM","RECOLNAT_UM_MPU","MPU019251","PreservedSpecimen",NA,"Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"s.c.",NA,NA,NA,"Pérou",NA,NA,NA,NA,NA,NA,"MPU019251",NA,NA,NA,NA,NA,"s.l.",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu019251' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-04-19 15:07:06-03","GH","HU-HERB","GH 01982842","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pavon",NA,"Lyman B. Smith","1928","11","23","Brazil","Rio de Janeiro",NA,"-43.1833333333","-22.55",NA,NA,NA,NA,NA,NA,"1317","South America","Road between Petropolis and Raiz da Serra",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1317",NA,NA,"undetermined"
"128","2019-04-19 15:03:10-03","GH","HU-HERB","GH 01982837","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pavon",NA,"J. P. Couthouy","1855",NA,NA,"Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Quitensian Andes",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"129","2019-04-19 15:03:42-03","GH","HU-HERB","GH 01982838","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pavon",NA,"M. Bang",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2450","South America","[no additional data]",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2450",NA,NA,"undetermined"
"130","2019-04-19 15:04:32-03","GH","HU-HERB","GH 01982839","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pavon",NA,"O. Buchtien",NA,NA,NA,"Bolivia","La Paz","Nor Yungas",NA,NA,NA,NA,NA,NA,NA,NA,"683","South America","Polo-Polo bei Coroico",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"683",NA,NA,"undetermined"
"131","2020-06-15 16:54:26-03","GH","HU-HERB","GH 01982840","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pavon",NA,"M. Bang","1890",NA,NA,"Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"224","South America","Yungas [Nor or Sud Yungas]",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"224",NA,NA,"undetermined"
"132","2019-04-19 15:06:14-03","GH","HU-HERB","GH 01982841","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pavon",NA,"O. Buchtien","1920","1",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5383","South America","Hacienda Simaco sobre el camino a Tipuani",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5383",NA,NA,"undetermined"
"133","2020-06-15 16:55:01-03","GH","HU-HERB","GH 01982843","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pavon",NA,"M. Bang","1890",NA,NA,"Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"224","South America","Yungas [Nor or Sud Yungas]",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"224",NA,NA,"undetermined"
"134","2019-04-19 16:51:09-03","GH","HU-HERB","GH 01982844","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis subnudicaulis","Yuncker",NA,"W. H. Camp",NA,NA,NA,"Ecuador","Chimborazo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E-3426","South America","Cañon of the río Chanchan, about 5 km. north of Huigra",NA,"Sheet",NA,"subnudicaulis",NA,NA,NA,NA,NA,NA,NA,NA,"E-3426",NA,NA,"undetermined"
