"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","day","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","infraspecificEpithet","relatedCatalogItem"
"19","2021-03-15 16:37:00-03","NY","NYBG","00908397","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"E. P. Heringer","18010","1980","12","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908397","NY00908397_01","O.Berg","M. Sobral","15","Goiás","-47.9503","-16.2528",NA,NA,"Luziânia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","616680","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"H. E. Strang","554","1964","01","South America","Brazil","Belém Novo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616680","NY00616680_01","O.Berg","M. Sobral","18","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","03142641","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"A. M. Giulietti","CFCR13645","1994","01","South America","Brazil","Tiradentes. Caminho para a Serra de Sao José","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3381497' target='other'> <mi>dwc_moreinfo</mi></a>","NY03142641","NY03142641_01","O.Berg",NA,"16","Minas Gerais","-44.15","-21.0872","1080","1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00908331","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"W. W. Thomas","5958","1988","02","South America","Brazil","Serra do Cabral, hills above Joaquim Felício, along or near road to TV tower.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992425' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908331","NY00908331_01","O.Berg","M. L. Kawasaki","13","Minas Gerais","-44.2","-17.75",NA,NA,"Joaquim Felício",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","616688","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"L. R. Landrum","4082b","1982","01","South America","Brazil","Road from Cerro Azul to Mato Preto","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616688","NY00616688_01","O.Berg","M. Sobral","06","Paraná","-49.17","-24.83",NA,NA,"Cerro Azul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 17:15:00-03","NY","NYBG","616679","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"M. de B. Bertoni","1405","1945","05","South America","Paraguay","Caturatás Monday","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683432' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616679",NA,NA,"M. Sobral","29","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","616685","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"M. Rossato","4000","1988","04","South America","Brazil","Jaquirana - Fazenda Boa Vista","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683440' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616685","NY00616685_01","O.Berg","S. F. Smith","23","Rio Grande do Sul","-50.3578","-28.8847","900","900","Jaquirana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","616732","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"H. S. Irwin","14502","1966","04","South America","Brazil","Serra Geral de Goiás. Rio da Prata, ca. 6 km S of Posse, Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683442' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616732","NY00616732_01","O.Berg","C. M. D. E. Legrand","07","Goiás","-46","-14","800","800","Posse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00908298","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrciaria","herbacea","Myrciaria herbacea",NA,"H. S. Irwin","13626","1966","03","South America","Brazil","Serra dos Cristais, ca. 15 km W. of Cristalina","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992386' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908298","NY00908298_01","O.Berg","C. M. D. E. Legrand","06","Goiás","-47.7405556","-16.75","1200","1200","Cristalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","405515","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrciaria","recurvipetala","Myrciaria recurvipetala","isotype","E. Hassler","5869",NA,NA,"South America","Paraguay","Iter ad Yerbales montium Sierra de Maracayu; In regione fluminis Corrientes","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=586157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405515","NY00405515_01","Barb.Rodr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-06 11:42:39-03","UFPI-MRV","HDELTA","2993","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"Freitas","10","2011","03",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Murta","HDELTA002993",NA,"O.Berg","Freitas","27","Piauí",NA,NA,NA,NA,NA,"2011","03","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-06 11:42:39-03","UFPI-MRV","HDELTA","4099","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"Lima, G.A.","21","2015","05",NA,"Brasil","Embrapa",NA,"<ll>dwc_commonname:</ll> Araçá/laranjinha","HDELTA004099",NA,"O.Berg","Lima, G.A.","26","Piauí","-41.7766990661621","-2.90472006797791",NA,NA,"Parnaíba","2015","09","26","25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-13 09:20:27-03","UFRJ","RFA","7305","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrciaria","minensis","Myrciaria minensis",NA,"A.P. Duarte","4624","1958","12",NA,"Brasil",NA,NA,"Árvore pequena copada, ótima madeira para mourão de cerca","RFA26878",NA,"O.Berg",NA,NA,"Minas Gerais","-43.8064002990723","-20.9535999298096",NA,NA,"Carandaí",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-24 17:10:54-03","UTFPR","DVPR","2785","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"Medri, C; Kinupp, VF; Francisco, EM","305","1997","08",NA,"Brasil","Salto das Orquídeas",NA,"Arvoreta 4m, flores creme.; Beira d'água.","DVPR002785",NA,"O.Berg.","Soares-Silva, LH","02","Paraná","-50.5802993774414","-23.9108009338379",NA,NA,"Sapopema","1997",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-24 17:10:54-03","UTFPR","DVPR","2779","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"Barros, JC; Ito, ET","s.n.","1997","09",NA,"Brasil","Canyon Guartelá",NA,"Arbusto aprox. 40 cm, frutos imaturos verdes e maduros vináceos.; Mata ciliar.","DVPR002779",NA,"O.Berg.","Soares-Silva, LH","12","Paraná","-50.4136009216309","-24.5093994140625",NA,NA,"Tibagi","1998","09","22","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:46:05-03","EAO","IAN","159775","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"Anderson, WR; Stieber, MT","35662","1972","02","Southern America","Brasil","South-eastern drainage of Pico de Itambé, about 5km. directly west and north of Santo Antonio de Itambé. Hillside with second growth forest and brackencovered campo, sloping down to river with blocky sandstone and sandy soil.",NA,"Tree 2m. tall, much branches; flowers white. By river.","IAN159775",NA,"O.Berg","Souza, MC de","09","Minas Gerais",NA,NA,"950","950",NA,"2012","04","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:46:05-03","EAO","IAN","67618","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"Rambo, B","41502","1949","05","Southern America","Brasil","Morro do Osso.",NA,NA,"IAN067618",NA,"O.Berg","Souza, MC de","13","Rio Grande do Sul","-51.2299995422363","-30.0331001281738",NA,NA,"Porto Alegre","2012","04","02","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:46:05-03","EAO","IAN","59275","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"Rambo, B","46088","1950","03","Southern America","Brasil","Vila Manresa, prope Porto Alegre.",NA,NA,"IAN059275",NA,"O.Berg","Souza, MC de","03","Rio Grande do Sul","-51.2299995422363","-30.0331001281738",NA,NA,"Porto Alegre","2012","04","02","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:46:06-03","EAO","IAN","27370","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Myrciaria","herbacea","Myrciaria herbacea",NA,"Sellow, F","s.n.",NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN027370",NA,"Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-25 16:51:17-03","UFBA","ALCB","138340","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"Stadnik, A; Vasconcelos, T; Faria, J","362","2016","07","Southern America","Brasil","Estrada de terra para o Morro do Pilar.",NA,"ca. 2,5m. Folhas levemente discolores. Cálice verde. Corola e androceu brancos.","ALCB069179","ALCB069179","O.Berg","Stadnik, A","11","Minas Gerais","-43.296667","-19.309722","632","632","Santana do Riacho","2016","07",NA,NA,NA,"-43.296667","-19.309722",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:21:37-03","UFBA","ALCB","107828","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"Guedes, ML; Mattos Andrade, PE de; Alunos de Botânica III","20525","2013","03","Southern America","Brasil","Piemonte da Diamantina, Caminho para Barra II (Barra dos Negros)",NA,"de ca 2m de altura. Botões verdes e flores passadas.","ALCB060534",NA,"O.Berg","Stadnik, A","10","Bahia","-41.188333","-11.445556","1067","1067","Morro do Chapéu","2019","09","28",NA,NA,"-41.188333","-11.445556",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:21:37-03","UFBA","ALCB","128152","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"Stadnik, A; Ramos, G; Afonso, F; Lopes, R; Roque, N","75","2012","10","Southern America","Brasil","Pedra Preta",NA,"ca. 2m alt. Folhas levemente discolores.","ALCB045415","ALCB045415","O.Berg","Stadnik, A","27","Bahia","-42.544722","-14.751944","936","936","Licínio de Almeida","2012","10",NA,NA,NA,"-42.544722","-14.751944",NA,NA,NA,NA,NA,NA,NA
"41","2019-11-25 16:51:17-03","UFBA","ALCB","138224","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"Stadnik, A; et al.","103","2013","01","Southern America","Brasil","Pedra Preta",NA,"ca. 3m. Folhas concolores, botões diminutos amarronzados.; Solo pedregoso, avermelhado.","ALCB069063","ALCB069063","O.Berg","Stadnik, A","21","Bahia","-42.544722","-14.769444","936","936","Licínio de Almeida","2013","01",NA,NA,NA,"-42.544722","-14.769444",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-25 16:51:17-03","UFBA","ALCB","138283","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"Stadnik, A; Tuller, A","445","2017","03","Southern America","Brasil","Cachoeira da Dedinha.",NA,"ca. 1,7m. Folhas discolores com textura aveludada, cartacea. Botões muitos jovens, secos.","ALCB069122",NA,"O.Berg","Stadnik, A","22","Bahia","-42.590278","-14.748889","857","857","Urandi","2019","09",NA,NA,NA,"-42.590278","-14.748889",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-25 16:51:17-03","UFBA","ALCB","138286","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"Stadnik, A; Tuller, A","434","2017","03","Southern America","Brasil","Xaxa, depois do Campo Rupestre.",NA,"ca. 1,5m. Caule avermelhado, frutos verdes imaturos.","ALCB069125",NA,"O.Berg","Stadnik, A","21","Bahia","-42.554444","-14.646111","1041","1041","Licínio de Almeida","2017","03",NA,NA,NA,"-42.554444","-14.646111",NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:21:37-03","UFBA","ALCB","54996","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"França, F; Melo, E; Marques da Silva, B","3652","2001","05","Southern America","Brasil","Oeste, Ca. 35-37 km W de cocos. Proximidade de Jacaré",NA,"Ca. 1 m de altura. Folha cartácea concolor. Fruto imaturo verde, passando a alaranjadi.; Solo arenoso.","ALCB0060413",NA,"O.Berg","Sobral, M","17","Bahia","-44.758611","-14.245833","580","580","Cocos","2012","03",NA,NA,NA,"-44.758611","-14.245833",NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:21:37-03","UFBA","ALCB","65889","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata",NA,"Guedes, ML; Alunos de Botânica III; Alunos de Botânica III","11071","2004","04","Southern America","Brasil","Piemonte da Diamantina, Lages",NA,"Folhas coriáceas, discolores, com a face abaxial verde.Flores passadas. Frutos quando madurios laranja.","ALCB060538",NA,"O.Berg","Stadnik, A","03","Bahia","-41.15","-11.55",NA,NA,"Morro do Chapéu","2019","06","28",NA,NA,"-41.15","-11.55",NA,NA,NA,NA,NA,NA,NA
