"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","03188770","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","confusa","Coccoloba confusa","R.A.Howard",NA,"H. C. de Lima","7936","2015","02","27","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Bairro Humaitá, Parque do Martelo. Fragmento de floresta sobre morrote.","-43.2016667","-22.9575","41","41","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3437756' target='other'> <mi>dwc_moreinfo</mi></a>","NY03188770","NY03188770_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1015861","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","confusa","Coccoloba confusa","R.A.Howard",NA,"B. D. Sucre","5318","1977","05","18","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Antiga Guanabara. Lado sudoeste da Pedra do Itaúna, contígua à mata alagadiça.","-43.2075","-22.9031",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114959' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015861","NY01015861_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","484835","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","confusa","Coccoloba confusa","R.A.Howard","J. A. Kallunki","W. W. Thomas","10202","1994","01","30","South America","Brazil","Bahia","Ilhéus","10 km south of Ilhéus (Pontal) on road to Olivença, then 3 km west, Fazenda Maquinho","-39.08","-14.92",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484835","NY00484835_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2199975","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","confusa","Coccoloba confusa","R.A.Howard",NA,"B. A. Krukoff","6669","1934","10","17","South America","Brazil","Amazonas","Humaitá","Near Livramento, on Rio Livramento; Basin of Rio Madeira","-63.0206","-7.5061",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2332818' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","484832","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","confusa","Coccoloba confusa","R.A.Howard","R. A. Howard","G. T. Prance","8412","1968","11","14","South America","Bolivia","Pando",NA,"South bank of Rio Abuna, 5 km above mouth","-65.4576829","-9.7054826",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484832","NY00484832_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02199974","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","confusa","Coccoloba confusa","R.A.Howard",NA,"P. B. Cavalcante","1041","1963","03","01","South America","Brazil","Pará","Belém","Horto do Museu, Psicultura.","-48.4765479","-1.4534887",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2332817' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199974","NY02199974_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","628791","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","confusa","Coccoloba confusa","R.A.Howard","C. M. Rizzini","J. Bowie","58","1814",NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628791","NY00628791_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","638981","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","J. A. Kallunki","A. M. Amorim","2709","1998","11","21","South America","Brazil","Bahia","Jussari","Rod. Jussari-Palmira. Entrada ca. 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=349627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00638981","NY00638981_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","628792","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","R. A. Howard","J. A. Steyermark","107068","1973","04","18","South America","Venezuela","Amazonas",NA,"Sierra Parima: vecindades de Simarawochi, Rio Matacuni, a unos 6-7 km al Oeste de la frontera Venezolana-Brasilera","-64.6","3.82","795","830","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=349626' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","484836","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","R. A. Howard","A. M. Amorim","1296","1993","05","26","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod BA-001 Ilhéus/Una. Coletas efetuadas na Picada do Principe","-39.08","-15.15",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=349624' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484836","NY00484836_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01198656","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","D. E. Atha","A. M. Amorim","3687","2003","04","03","South America","Brazil","Bahia","Santa Cruz Cabrália","Rodovia Belmonte - Santo André, ramal na entrada de Guaiú em direção a Oeste. Coletas ca. de 6 km no ramal.","-38.9925","-16.1094",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1410479' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198656","NY01198656_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","484837","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","R. A. Howard","A. M. V. de Carvalho","4336","1993","10","05","South America","Brazil","Sergipe","Santa Luzia do Itanhi","Crasto. Ca. 2 km na estrada Crasto para Sta. Luzia do Itanhi","-37.4481","-11.3508",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=349625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484837","NY00484837_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02199978","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.",NA,"W. A. Archer","7830","1942","11","16","South America","Brazil","Pará","Belém","South forest of the I. A. N.","-48.4447503","-1.4380977",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2332824' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199978","NY02199978_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","821646","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","E. de Melo","L. P. de Queiroz","3046","1993","01","28","South America","Brazil","Bahia","Feira de Santana","Serra do São José, Fazenda Boa Vista.","-39.67","-12.7",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=907478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821646","NY00821646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","778563","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","J. A. Kallunki","A. M. Amorim","2709","1998","11","21","South America","Brazil","Bahia","Jussari","Rod. Jussari-Palmira. Entrada ca. 7.5 km de Jussari. Fazenda Teimoso. RPPN Serra do Teimoso","-39.5286111","-15.1580556",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778563","NY00778563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01198679","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","D. E. Atha","J. G. Jardim","672",NA,NA,NA,"South America","Brazil","Bahia","Ilhéus","Estaçao Experimental Lemos maia (ESMAI/CEPLAC). Area de estudo de Primatas, próximo da cidade lado N","-39.0492","-14.7892",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146305' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198679","NY01198679_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","484833","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","R. A. Howard","R. Callejas Posada","1679","1983","11","05","South America","Brazil","Bahia","Santa Cruz Cabrália","Km 15 da estrada Sta Cruz Carbralia-Porto Seguro","-39","-16.08",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=349628' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484833","NY00484833_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","484834","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","R. A. Howard","S. A. Mori","10114","1978","06","06","South America","Brazil","Bahia","Itacaré","Ramal da Torre da Embratel, com entrada no km 15 da Rod. Ubaitaba/Itacaré (BR 654). A 5,8 km da entrada. Folha SD-24 (14-39c)","-39.2713273","-14.4201153",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=349629' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484834","NY00484834_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1182798","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","D. B. O. S. Cardoso","D. B. O. S. Cardoso","1253","2006","04","22","South America","Brazil","Bahia","Itaberaba","ARIE Serra do Orobó, entrada da Fazenda Leão dos Brejos.","-40.5164","-12.4169","398","398","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408985' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182798","NY01182798_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01198654","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","E. Melo","P. Fiaschi","1414","2003","03","08","South America","Brazil","Bahia","Boa Nova","Fazenda Cotermaia (proprietário Alipe Maia), entrada à esq., ca. 1,2 km E de Boa Nova, na estrada para Dario Meira.","-40.1875","-14.3736111",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418932' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198654","NY01198654_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","323108","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata major","Meisn.",NA,"Martii Herbar. Florae Brasil.","66","1841","12","08","South America","Brazil",NA,NA,"Rio de Janeiro et Sao Paulo",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=301406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00323108","NY00323108_01","major","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","323109","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","racemulosa","Coccoloba racemulosa","Meisn.",NA,"C. F. P. von Martius","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"In sylvis ad Corinbamba [?illegible] fluvialis",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53986' target='other'> <mi>dwc_moreinfo</mi></a>","NY00323109","NY00323109_01",NA,"type fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:32:06-03","UFRJ","RFA","46","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","C.M. Rizzini","O.J. Pereira; G.B. Fontenelle; L. Behar","159","1982","09","13",NA,"Brasil","Espírito Santo","Guarapari","Setiba, Lagoa do Milho","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Arbusto, flores alvas","RFA47664",NA,NA,NA,"1988","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:32:06-03","UFRJ","RFA","22052","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","C.M. Rizzini","O.J. Pereira; et al.","1192","1987","10","21",NA,"Brasil","Espírito Santo","Vila Velha","Reserva Biológica de Jacaranema","-40.2924995422363","-20.3297004699707",NA,NA,NA,"Arbusto ca. 4 m altura","RFA47655",NA,NA,NA,"1988","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:32:06-03","UFRJ","RFA","23450","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","C.M. Rizzini","D. Araújo; N.C. Maciel","7087","1985","11","27",NA,"Brasil","Rio de Janeiro","Carapebus","Macaé, entre Lagoa Comprida e Lagoa de Carapebus","-41.6610984802246","-22.1872005462646",NA,NA,NA,"Arbusto semiescandente, heliófilo, frequente. Frutos verdes","RFA47658",NA,NA,NA,"1991","13257","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:32:06-03","UFRJ","RFA","23444","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","C.M. Rizzini","D. Araújo; et al.","5389","1983","01","13",NA,"Brasil","Rio de Janeiro","Maricá","Barra de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,"Arbusto, semiumbrófilo. Frutos verdes","RFA47643",NA,NA,NA,"1991","20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:20:43-03","UFRJ","RFA","22554","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","C.M. Rizzini","J. Azeredo; et al.","19A","1988","10","25",NA,"Brasil","Rio de Janeiro","Maricá","Barra de Maricá. Picada da Aeronáutica","-42.8185997009277","-22.9193992614746",NA,NA,NA,"Arbusto ca. 2 m. Flores brancas cheirosas","RFA47641",NA,NA,NA,"1988","20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:32:06-03","UFRJ","RFA","23445","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","C.M.Rizzini","Dorothy Araujo; N.C. Maciel","5474","1983","03","11",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Arbusto com mais o menos 1,5 m de altura, um brófilo, frutos verdes","RFA43536",NA,NA,NA,"1991","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:32:06-03","UFRJ","RFA","23443","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","C.M. Rizzini","D. Araújo","6789","1985","04","03",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Reserva Biológica Estadual da Praia do Sul. Praia do Sul","-44.283333","-23.166667",NA,NA,NA,"Arbusto ca. 2,5 m altura, umbrófilo. Frutos verdes. Folha com página superior verde-escuro, inferior verde-claro","RFA47670",NA,NA,NA,"1991",NA,NA,"44º17'W","23º10'S",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:32:06-03","UFRJ","RFA","22119","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","C.M. Rizzini","O.J. Pereira; J.M.L. Gomes; L.C. Fabris; L.D. Thomaz","1166","1987","10","15",NA,"Brasil","Espírito Santo","Guarapari","Lagoa do Milho","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Arbusto com 1,5 m altura, flores alvas","RFA47656",NA,NA,NA,"1988","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:32:06-03","UFRJ","RFA","43619","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","C.M. Rizzini","Pereira, O.J; Gomes, J.M.; Fabio, L.C.","1127","1987","09","29",NA,"Brasil","Espírito Santo","Guarapari","Setiba, Rodovia do sol E5060; Restinga","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Arbusto com 2m de altura, flores com estames alvos, pétalas verdes.","RFA55427",NA,NA,NA,"1988","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:32:06-03","UFRJ","RFA","21652","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","C.M. Rizzini","P.M. Andrade; M.A. Lopes","476","1984","11","17",NA,"Brasil","Minas Gerais","Caratinga","Est. Biol. Caratinga. Matão, estrada","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Com frutos verdes. Arbustiva","RFA47651",NA,NA,NA,"1986","49886","auto",NA,NA,"09","25",NA,NA,NA,NA,NA,NA
