"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","infraspecificEpithet","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","1017483","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","xanthophylloides","Psychotria xanthophylloides","(Müll.Arg.) Standl.","C. M. Taylor","W. W. Thomas","6035",NA,NA,NA,"South America","Brazil","Bahia","Porto Seguro","Reserva Florestal Pau Brasil do CEPEC: coastal forest: dry no rain in 2 mon.","-39.2273659","-14.771874",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=473146' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017483","NY01017483_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-13 09:20:51-03","UFRJ","RFA","26356","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","umbelluligera","Psychotria umbelluligera","(Müll.Arg.) Standl.","M.Gomes","A. Quinet","mar-67","2001","01","26",NA,"Brasil","Rio de Janeiro","Magé","Distrito de Piabetá, Estrada do Matão","-43.123611","-22.566667","280","280",NA,"Árvore, 2m de altura, folha verde discolor, fruto imaturo verde, comum no local","RFA29235",NA,"2001","03","23","43º7'25''W","22º34'0''S",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:20:51-03","UFRJ","RFA","24599","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","umbelluligera","Psychotria umbelluligera","(Müll.Arg.) Standl.","Mário Gomes","A. Quinet","07/14 (nº 296)","2000","05","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vargem Grande, Estrada da Fola Grande","-43.2075004577637","-22.9027996063232","350","350",NA,"Arbusto, 3m de altura, 6cm de DAP, folha verde, flor vermelhacomum no local","RFA29237",NA,NA,NA,NA,"43º30'97''W","22º57'95''S","57442","auto",NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:26:45-03","NBC","NL-BOTANY","U.1564796","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","birotula","Psychotria birotula","L.B.Sm. & Downs",NA,"Schultz A; Ferreira A; Irgang BE",NA,"1968","11","12","Southern America","Brazil",NA,NA,"Colonia Sao Pedro, Torres.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1564796 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1564796","NL-U1564796",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"15","2020-02-08 09:27:34-03","NBC","NL-BOTANY","U.1576470","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","umbelluligera","Psychotria umbelluligera","(Müll.Arg.) Standl.",NA,"Mexia YEJ",NA,"1931","01","09","Southern America","Brazil",NA,NA,"State of Minas Geraes, Vicosa, road to Sao Miguel, near km 4.5.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1576470 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1576470","NL-U1576470",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"16","2020-11-04 11:18:33-03","ESALQ","ESA","68508","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Kozera, C. ; Kozera, O.P.","972.0","1999","02","27",NA,"Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"ESA068508","ESA068508",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:18:33-03","ESALQ","ESA","77453","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Sztutman, M. ; Valmir","83.0","1998","11","23",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA077453","ESA077453",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:18:33-03","ESALQ","ESA","75995","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","694.0","2001","04","17",NA,"Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.","-46.7799987792969","-24.1800003051758","30","30",NA,"Erva.","ESA075995","ESA075995",NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:18:33-03","ESALQ","ESA","128427","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera",NA,"Ferreira, M.A.P.","Bettinardi, M.L.","16.0","2013","04","01",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Alecrim trilha da Chaminé","-47.50978","-24.10233","254","254",NA,"Árvore. frutos verdes imaturos e maduros vermelhos e laranjas. 1 m de altura","ESA128427",NA,"2013",NA,NA,"-47.50978","-24.10233",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:18:33-03","ESALQ","ESA","68632","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Kozera, C. ; Borgo, M.","1370.0","2000","01","12",NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,"ESA068632","ESA068632",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:18:33-03","ESALQ","ESA","75469","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","176.0","2001","04","16",NA,"Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu.","-468.181",NA,"30","30",NA,"Arbusto, ca. 1m alt. Frutos imaturos verdes, maduros avermelhados.","ESA075469","ESA075469",NA,NA,NA,"-468,181","-24,047,694",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:18:33-03","ESALQ","ESA","128428","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera",NA,"Ferreira, M.A.P.","Polisel, R.T.","1170.0","2013","03","28",NA,"Brasil","São Paulo","Juquiá","Reserva Particular da Votorantim (CBA). Trilha da Casa de Pedra, próximo a UHE Serraria. Floresta Ombrófila Densa bem conservada.","-47.31561","-24.02","504","504",NA,"Arbusto de 1,5 m. Frutos avermelhados.","ESA128428",NA,"2013",NA,NA,"-47.31561","-24.02",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:18:33-03","ESALQ","ESA","68463","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Kozera, C. et al.","692.0","1998","11","30",NA,"Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"ESA068463","ESA068463",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:18:33-03","ESALQ","ESA","77452","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Sampaio, D. et al.","39.0","1999","01","05",NA,"Brasil","São Paulo","Pariquera-açú",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA077452","ESA077452",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:18:33-03","ESALQ","ESA","77454","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Godoy, J.R.L. et al.","17.0","1999","01","07",NA,"Brasil","São Paulo","Pariquera-açú",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA077454","ESA077454",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:18:33-03","ESALQ","ESA","69672","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Oliveira, A.A.; Mendes, J.C.T.; Ferraz, K.M.B.; Ferraz, S.F.B.; Silva, E.V.; Valente, R.; Rocha, E.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3632.0","2000","04","21",NA,"Brasil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar, Cachoeira do Sítio Urucurana. Trilha do escorrega, às margens do Rio Una. . Floresta Ombrófila densa de Encosta. Interior de mata.","-45.4099998474121","-23.7600002288818","130","130",NA,"Árvore com 3 metros de altura, frutos vermelhos.","ESA069672",NA,NA,NA,NA,"-45,704,867","-23,711,944","41977","auto",NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:18:33-03","ESALQ","ESA","79119","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Souza, J.P.; Fonseca, M.G.; Matteo, B.C.; Giarola, N.; Silva, L.N.; Passold, A.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3276.0","2000","04","19",NA,"Brasil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar, Estrada da Limeira. Floresta Ombrófila Densa de Encosta com perturbação. Beira de estrada","-45.4099998474121","-23.7600002288818","600","600",NA,"Arbusto, 1,5m alt. Frutos imaturos verdes","ESA079119","ESA079119",NA,NA,NA,"-45,533,333","-23,733,333","41977","auto",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:18:33-03","ESALQ","ESA","75317","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","97.0","2001","04","12",NA,"Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Rio Branco. Floresta Altomontana sobre o divisor de água. Transição Floresta Altomontana-Floresta de encosta com campos adjacentes.","-46.7",NA,"700","700",NA,"Arbusto, ca. 2m alt. Frutos maduros vináceos. Interior de mata.","ESA075317","ESA075317",NA,NA,NA,"-46.7","-23,983,333",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:18:33-03","ESALQ","ESA","128429","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera",NA,"Ferreira, M.A.P.","Flores, T.B.","1894.0","2013","03","30",NA,"Brasil","São Paulo","Tapirai","Reserva Particular da Votorantim (CBA). Trilha do Chagas, UHE da Fumaça. Floresta Ombrófila Densa à margem esquerda do Rio Juquiá.","-47.37897","-24.03882","324","324",NA,NA,"ESA128429",NA,"2013",NA,NA,"-47.37897","-24.03882",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:18:33-03","ESALQ","ESA","128426","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera",NA,"Ferreira, M.P.","Bettinardi, M.L.","8.0","2013","04","01",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Alecrim trilha da Chaminé","-47.51037","-24.10114","265","265",NA,"Arbusto. 2m de altura, frutos verdes.","ESA128426",NA,"2013",NA,NA,"-47.51037","-24.10114",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:18:33-03","ESALQ","ESA","75333","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","171.0","2001","04","16",NA,"Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu.","-468.181",NA,"30","30",NA,"Arbusto, ca. 1,2m alt. Frutos imaturos verdes, maduros vermelhos.","ESA075333","ESA075333",NA,NA,NA,"-468,181","-24,047,694",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:18:33-03","ESALQ","ESA","68507","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Kozera, C. ; Dittrich, V.A.O.","669.0","1998","12","18",NA,"Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"ESA068507","ESA068507",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:18:33-03","ESALQ","ESA","76504","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Godoy, J.R.L. et al.","75.0","1999","01","10",NA,"Brasil","São Paulo","Pariquera-açú",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA076504","ESA076504",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:18:33-03","ESALQ","ESA","68779","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll. Arg.) C.M. Taylor","Souza, V.C.","Ivanauskas, N.M.; Zidko, A.; Mendonça, C.G.; Baptista, V.R.; Ferreira, L.; Cielo Filho, R.","4575.0","2000","04","21",NA,"Brasil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar, Trilha do Escorrega, Sítio Urucurana. Floresta Ombrófila Densa de Enconsta sem muita perturbação. Interior da mata","-45.4099998474121","-23.7600002288818","130","130",NA,"Arbusto ca. 1,70 de altura, frutos com baga vermelhos, maduros","ESA068779","ESA068779",NA,NA,NA,"-45,708,056","-23,711,944","41977","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:18:56-03","ESALQ","ESA","1005","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Psychotria","umbelluligera","Psychotria umbelluligera","(Müll. Arg.) Standl.","Taylor, C.M.","Lima, A.S.",NA,"1941","10","01",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA001005","ESA001005","1997","01","01",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:33:23-03","MN","R","9989","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Mapouria","cymuligera","Mapouria cymuligera","Müll. Arg.","Taylor, C.M.","Glaziou, A.F.M.","13951","1882","01","10",NA,"Brasil","Rio de Janeiro","Petrópolis","Morim","-43.1786003112793","-22.5049991607666",NA,NA,NA,"Plantas do Brasil Central",NA,NA,"1998",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:32:26-03","IAP","PACA-AGP","66078","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Psychotria","birotula","Psychotria birotula","L. B. Sm. & Downs.","L. B. Smith","Reitz & Klein","2428","1956","01","18",NA,"Brasil","SC","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,NA,"HBR 9778; arbusto; flor branca; altit. 300 msm; altura 2 m. Habitat: mata Fenofase: flor branca","PACA066078",NA,"1956",NA,NA,NA,NA,"31105","auto","Magnoliatae",NA,NA,NA,NA,NA
"38","2020-12-20 21:19:20-03","UFV","VIC","002728","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","umbelluligera","Psychotria umbelluligera","(Muell.Arg) Standley",NA,"Kulhmann","s.n.","1935","02","20",NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Classificada na Flora de Martius com Mapouria umbellugifera.","VIC002728","VIC002728",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"39","2020-06-30 18:32:51-03","UFJF","CESJ","11116","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Psychotria","umbelluligera","Psychotria umbelluligera","(Müll.Arg.) Standl.","D. Zappi","L. Krieger","CESJ11116","1971","12","14","América do Sul","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,"Na mata de encosta, arbusto alto, flores brancas.","CESJ011116",NA,"2001","09","03",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:39:43-03","UNICAMP","UEC","180891","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Margaritopsis","cymuligera","Margaritopsis cymuligera","(Müll.Arg.) C.M.Taylor","Ferreira, MA","Flores, TB; Mello, FNA; Braga, DPP; Bettinardi, ML; Souza, VC; Rodrigues, RR; et al.","1894","2013","03","30",NA,"Brazil","São Paulo","Tapiraí","Reserva Particular da Votoramtim CBA. Trilha do Chagas, UHE da Fumaça.","-47.641583","-24.0745",NA,NA,NA,"Floresta Ombrófila Densa à margem esquerda do Rio Juquiá.","UEC111393","UEC111393","2013",NA,NA,"-47.641583","-24.0745",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:39:52-03","UNICAMP","UEC","121553","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Psychotria","birotula","Psychotria birotula","L.B.Sm. & Downs","Jung-Mendaçolli, SL","Souza, FM; et al.","171","2001","04","16",NA,"Brazil","São Paulo","Itanhaém",NA,"-65.515833","-24.047694","30","100",NA,"arbusto 1,2 m, frutos imaturos verdes, maduros vermelhos; floresta ombrófila densa baixamontana","UEC117077","UEC117077",NA,NA,NA,"-65.515833","-24.047694",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:39:52-03","UNICAMP","UEC","116359","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Psychotria","birotula","Psychotria birotula","L.B.Sm. & Downs","Mendes, JCT; Vidal, E; Val","Ivanauskas, NM; et al.","4575","2000","04","21",NA,"Brazil","São Paulo","São Sebastião","parque estadual da serra do mar, trilha do escorrega. sitio urucurana","-45.708056","-23.711944","130","130",NA,"arbusto 1,7 m, frutos com baga vermelhos, maduros; floresta ombrófila densa de encosta","UEC117081","UEC117081",NA,NA,NA,"-45.708056","-23.711944",NA,NA,NA,NA,NA,NA,NA,NA
