"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","fieldNumber","individualCount"
"12","2019-12-04 15:24:53-03","PUCPR","HUCP","15608","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme.","Potrich, FB","Moraes, JG","012","2003","03","23",NA,"Brasil","Paraná","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"HUCP00008282","HUCP00008282",NA,NA,NA,"Palmeira",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:24:53-03","PUCPR","HUCP","15609","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme.","Potrich, FB","Moraes, JG","008","2003","03","23",NA,"Brasil","Paraná","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"HUCP00007969","HUCP00007969",NA,NA,NA,"Palmeira",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:24:53-03","PUCPR","HUCP","15656","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme.","Potrich, FB","Pries, D","019","2000","06","10",NA,"Brasil","Paraná",NA,"-49.8903007507324","-25.5447006225586",NA,NA,"HUCP00007754","HUCP00007754",NA,NA,NA,"Porto Amazonas",NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:11:17-03","UFBA","ALCB","60059","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme var.","Haschbach, G","Ribas, OS; Silva, GR; Hering, C","3623","2001","07","01","Southern America","Brasil","Santa Catarina","Serra do Quiriri","-49.25","-26.183333",NA,"Até 50 cm, capítulo amarelo.",NA,NA,NA,NA,NA,"Campo Alegre","2001",NA,NA,"-49.25","-26.183333",NA,NA,NA,NA,NA
"16","2019-10-09 11:11:17-03","UFBA","ALCB","112089","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme var.","Teles, AM","Ribas, OS; Labiak, P; Cordeiro, J","6537","2004","12","27","Southern America","Brasil","Santa Catarina","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,"40cm, capítulo amarelo.; Matinha nebular do alto do morro.",NA,NA,NA,NA,NA,"Campo Alegre","2007","37493","auto",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:51:25-03","NBC","NL-BOTANY","L.3666245","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Senecio","langei","Senecio langei","Malme",NA,"Hatschbach GG",NA,"1966","02","12","Southern America","Brazil",NA,"Est. parana, Mun. S. Jose dos Pinhais, Rio Guamirim.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3666245 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3666245","NL-L3666245",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"18","2020-02-08 08:51:25-03","NBC","NL-BOTANY","U.1143583","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Senecio","langei","Senecio langei","Malme",NA,"Hatschbach GG",NA,"1964","10","13","Southern America","Brazil",NA,"Est. Parana, Mun. Tijucas do Sul, Ribeirao do Taboado.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1143583 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1143583","NL-U1143583",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"19","2020-11-04 11:02:12-03","ESALQ","ESA","80440","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Silva, J.M. et al.","3379.0","2001","08","04",NA,"Brasil","Paraná",NA,"-49.0553016662598","-25.3055992126465",NA,NA,"ESA080440","ESA080440",NA,NA,NA,"Campina Grande do Sul",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:02:12-03","ESALQ","ESA","83279","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Silva, J.M. et al.","3379.0","2001","08","04",NA,"Brasil","Paraná",NA,"-49.0553016662598","-25.3055992126465",NA,NA,"ESA083279","ESA083279",NA,NA,NA,"Campina Grande do Sul",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-02-15 11:34:32-02","IPA","IPA","87719","S","Plantae","Plantae",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J.; Barbosa, E.","Cervi, A.C.; Barbosa, E.; Silva, J.M.; Barbosa, E.; Silva, J.M.","9473","2010","05","10","Southern America","Brasil","Paraná","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,"ERva ereta com inflorescência amarela. Ruderal.","IPA0087719","IPA0087719",NA,NA,NA,"Ponta Grossa","2010","46557","auto",NA,NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:27:53-03","IAP","PACA-AGP","86100","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Senecio","langei","Senecio langei","Malme","G. Hatscbach","O.S. Ribas","3516","2001","04","27",NA,"Brasil","SC","Serra Quiriri, Rio dos Alemães","-49.2655982971191","-26.1924991607666",NA,"ereta, 50cm Habitat: em campo de altitude","PACA086100",NA,NA,"1400","1400","Campo Alegre","2001","37493","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"23","2020-12-20 21:15:59-03","UFV","VIC","4929","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Hatschbach, G.","14860","1966","02","12",NA,"Brasil","Paraná","Rio Guamirim, Brejo.","-49.2064018249512","-25.5347003936768",NA,"Capítulos amarelos.","VIC004929","VIC004929",NA,NA,NA,"São José dos Pinhais","1967","45291","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-20 21:15:59-03","UFV","VIC","26120","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Ribas, O.S.; et al.","3623","2001","07","01",NA,"Brasil","Santa Catarina","Serra do Quiriri, Campo de altitude.","-49.2655982971191","-26.1924991607666",NA,"Subarbustiva, c.a. de 50 cm de altura; capítulo amarelo.","VIC026120","VIC026120",NA,NA,NA,"Campo Alegre","2001","37493","auto",NA,NA,NA,NA,NA,NA,NA
"25","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0027900","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Senecio","langei","Senecio langei","Malme","G. Hatschbach","O. S. Ribas; J. M. Silva","3264","2001","2","11",NA,"Brazil","Santa Catarina","Serra Quiriri (Mun. Campo Alegre).","-49.265918","-26.192803",NA,"Erva, até 60 cm, capítulo amarelo.",NA,NA,NA,"1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0027898","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Senecio","langei","Senecio langei","Malme","G. Hatschbach","J. M. Silva; E. Barbosa, O. S. Ribas","3379","2001","8","4",NA,"Brazil","Parana","Rod. BR-166, próximo ao posto fiscal (Mun. Campina Grande do Sul).","-49.0833","-25.3",NA,"Capítulo amarelo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0027899","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Senecio","langei","Senecio langei","Malme","G. Hatschbach","O. S. Ribas; C. B. Poliquesi, J. M. Silva, E. F. Costa","3332","2001","3","3",NA,"Brazil","Santa Catarina","Serra Quiriri (Mun. Campo Alegre).","-49.265918","-26.192803",NA,"Ereta, até 60 cm, capítulos florais e lígulas amarelos.",NA,NA,NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:32:11-03","UFJF","CESJ","54297","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","G. Hatschbach","J.M. Silva; E. Barbosa; C.B. Poliquesi","4501","2005","11","10","América do Sul","Brasil","Paraná","Cercado","-50.0064010620117","-25.4293994903564",NA,"Ereta, capítulo amarelo. Campo limpo, seco.","CESJ054297",NA,NA,NA,NA,"Palmeira","2006","35166","auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:32:11-03","UFJF","CESJ","41221","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","G. Hatschbach","O.S. Ribas; J.M. Silva","3264","2001","02","11","América do Sul","Brasil","Santa Catarina","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,"Erva, até 60 cm, capítulos amarelo. Campo de altitude; solo turfoso e úmido. Alt:1400 m.","CESJ041221",NA,NA,NA,NA,"Campo Alegre","2001","37493","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:32:11-03","UFJF","CESJ","59147","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","A.M. Teles","O.S. Ribas; P. Labiak; J. Cordeiro","6537","2004","12","27","América do Sul","Brasil","Santa Catarina","Serra do Quiriri, Alt.: 1300m.s.m.","-49.2655982971191","-26.1924991607666",NA,"Herbácea, 40cm, capítulo amarelo. Matinha nebular do alto do morro.","CESJ059147",NA,NA,NA,NA,"Campo Alegre","2007","37493","auto",NA,NA,NA,NA,NA,NA,NA
"31","2019-11-27 13:46:19-03","UFS","ASE","12625","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hastschbach, G","Ribas, OS; Silva, GR; Hering, C","3623","2001","07","01","Southern America","Brasil","Santa Catarina","Serra Quiriri","-49.1556","-26.113",NA,"Subarbustiva até 50cm, capítulo amarelo. Campo de altitude.; Subarbustiva até 50cm, capítulo amarelo. Campo de altitude.","ASE0025951","ASE0025951 ASE0025951_1",NA,"1400","1400","Campo Alegre","2001",NA,NA,"-49.1556","-26.113",NA,NA,NA,NA,NA
"32","2020-10-14 09:59:25-03","FURB","FURB","38315","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Freitas, FS","Kemmelmeier, K.; Stürmer, S.L.",NA,"2012","03","28",NA,"Brasil","Santa Catarina","Interior de Urupema / Rio Rufino (SC).","-49.8369444","-27.9633333",NA,NA,"FURB04780","FURB04780",NA,"1470","1470","Urupema","2013",NA,NA,"-49.8369444","-27.9633333",NA,"11","28",NA,NA
"33","2021-03-16 17:51:07-03","UCS","HUCS","36564","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J.; Barbosa, E.","Cervi, A.C.","9473","2010","05","10",NA,"Brasil","Paraná","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,"Herbario MBM",NA,NA,NA,NA,NA,"Ponta Grossa","2010","46557","auto",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-16 17:51:07-03","UCS","HUCS","36235","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Ribas, O.S.","4711","2002","04","08",NA,"Brasil","São Paulo","Rio Vermelho","-48.5046997070312","-24.7563991546631",NA,"Herbario MBM; Margem da rodovia",NA,NA,NA,NA,NA,"Barra do Turvo","2002","38172","auto",NA,NA,NA,NA,NA,NA,NA
"35","2019-08-16 08:38:39-03","UTFPR","HCF","6235","S","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","J. Cordeiro","M.G. Caxambu","1762","2007","11","02",NA,"Brasil","PR","Buraco do Padre","-49.97","-25.174917",NA,"erva entouceirada, heliófita, ca. 0,20 m. Flores amarelas.",NA,NA,NA,"891","891","Ponta Grossa","2008",NA,NA,"49°58'12 W","25°10'29,7 S",NA,NA,NA,NA,NA
"36","2019-08-16 08:38:39-03","UTFPR","HCF","9772","S","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","M.G. Caxambu","M.G. Caxambu","3522","2011","10","13",NA,"Brasil","PR","Ponte dos Arcos","-49.806444","-25.553194",NA,"erva ereta, entouceirada, heliófita. Flores amarelas.",NA,NA,NA,"838","838","Balsa Nova","2011",NA,NA,"49°48'23,2 W","25°33'11,5 S",NA,"12","08",NA,NA
"37","2019-08-16 08:38:39-03","UTFPR","HCF","2187","S","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","G. Hatschbach","J.M. Silva","4106","2004","10","12",NA,"Brasil","PR","Uberaba de Cima","-49.2731018066406","-25.4277992248535",NA,"ereta, 30 cm, capítulo amarelo. Terreno baldio.",NA,NA,NA,NA,NA,"Curitiba","2004","25180","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:17:11-03","MBM","MBM","384496","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Barboza, E.","Dunaiski Jr.; A.","3677","2009","02","28","Southern America","Brazil","Paraná","São Luíz do Purunã",NA,NA,NA,"Erva com flores amarelas.","MBM384496","MBM384496",NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:17:11-03","MBM","MBM","348790","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J.; Cruz, J.M.","Rauth, V.M.; et al.; et al.","18","2008","04","01","Southern America","Brazil","Paraná","Baias, PNFM","-49.1925010681152","-25.4447002410889",NA,"Erva, flores amarelas, lígulas amarelas, 40-50 cm, campo limpo seco","MBM348790","MBM348790",NA,NA,NA,"Pinhais","2008","10418","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:17:11-03","MBM","MBM","259928","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Ribas, O.S.; Silva, G.R.; Hering, C.; Silva, G.R.; Hering, C.","3623","2001","07","01","Southern America","Brazil","Santa Catarina","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"MBM259928","MBM259928",NA,NA,NA,"Campo Alegre",NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:17:11-03","MBM","MBM","261177","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Silva, J.M.; Ribas, O.S.; Ribas, O.S.","3464","2001","10","05","Southern America","Brazil","Paraná","Serra São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,"MBM261177","MBM261177",NA,NA,NA,"Balsa Nova",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:17:11-03","MBM","MBM","266605","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Cordeiro, J.","1943","2000","05","17","Southern America","Brazil","Paraná","Jardim Botânico","-49.2731018066406","-25.4277992248535",NA,NA,"MBM266605","MBM266605",NA,NA,NA,"Curitiba",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:17:11-03","MBM","MBM","301295","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Silva, J.M.","4106","2004","10","12","Southern America","Brazil","Paraná","Uberaba de Cima","-49.2731018066406","-25.4277992248535",NA,NA,"MBM301295","MBM301295",NA,NA,NA,"Curitiba",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:17:11-03","MBM","MBM","347253","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J.","Caxambú, M.G.; et al.; et al.","1762","2007","11","02","Southern America","Brazil","Paraná","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,"Erva entouceirada, heliófita, ca 0,20m, Flores amarelas. relevo ondulado. estepe (campos gerais)","MBM347253","MBM347253",NA,"891","891","Ponta Grossa","2008","46557","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:17:11-03","MBM","MBM","2561","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Hatschbach, G.","14860",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Guamirim","-49.2064018249512","-25.5347003936768",NA,NA,"MBM002561","MBM002561",NA,NA,NA,"São José dos Pinhais",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:17:11-03","MBM","MBM","256","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Hatschbach, G.","11722",NA,NA,NA,"Southern America","Brazil","Paraná","Ribeirão do Taboado","-49.1988983154297","-25.9281005859375",NA,NA,"MBM000256",NA,NA,NA,NA,"Tijucas do Sul",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:17:11-03","MBM","MBM","255619","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Ribas, O.S.; Silva, J.M.; Silva, J.M.","3264","2001","02","11","Southern America","Brazil","Santa Catarina","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"MBM255619","MBM255619",NA,NA,NA,"Campo Alegre",NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:17:11-03","MBM","MBM","258453","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Ribas, O.S.; Barboza, E.; Silva, J.M.; Barboza, E.; Silva, J.M.","3516","2001","04","27","Southern America","Brazil","Santa Catarina","Serra do Quiriri, Rio dos Alemães","-49.2655982971191","-26.1924991607666",NA,NA,"MBM258453","MBM258453",NA,NA,NA,"Campo Alegre",NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:17:11-03","MBM","MBM","268120","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Ribas, O.S.; Vaz, J.; Vaz, J.","4711","2002","04","08","Southern America","Brazil","São Paulo","Rio Vermelho","-48.5046997070312","-24.7563991546631",NA,NA,"MBM268120","MBM268120",NA,NA,NA,"Barra do Turvo",NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:17:11-03","MBM","MBM","261178","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Ribas, O.S.; Silva, J.M.; Costa, E.F.; Silva, J.M.; Costa, E.F.","3654","2001","09","29","Southern America","Brazil","Santa Catarina","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"MBM261178","MBM261178",NA,NA,NA,"Campo Alegre",NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:17:11-03","MBM","MBM","260560","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Silva, J.M.; Ribas, O.S.; Ribas, O.S.","3379","2001","08","04","Southern America","Brazil","Paraná","Rod. BR-116, próximo ao Posto Fiscal","-49.0553016662598","-25.3055992126465",NA,NA,"MBM260560","MBM260560",NA,NA,NA,"Campina Grande do Sul",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:17:11-03","MBM","MBM","190949","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Dombrowski, L.T.","Dombrowski, L.T.","13496","1980","02",NA,"Southern America","Brazil","Paraná","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,"MBM190949",NA,NA,NA,NA,"Palmeira",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:17:11-03","MBM","MBM","255884","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Robinson, H.","Ribas, O.S.; Poliquesi, C.B.; Silva, J.M.; Poliquesi, C.B.; Silva, J.M.","3332","2001","03","03","Southern America","Brazil","Santa Catarina","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"MBM255884","MBM255884",NA,NA,NA,"Campo Alegre",NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"54","2015-09-04 07:21:17-03","MNHN","RECOLNAT_MNHN_P","P03749734","PreservedSpecimen",NA,NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme",NA,"Hatschbach, G.",NA,"1966","2","12",NA,"Brasil","Paraná","Rio Guamirim. São José dos Pinhais, Paraná, Sul, Brasil, América do Sul","-49.2064018249512","-25.5347003936768","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03749734' target='other'> <mi>dwc_moreinfo</mi></a>","P03749734","P03749734_01",NA,NA,NA,"São José dos Pinhais",NA,"45291","auto",NA,NA,NA,NA,NA,"14860",NA
