"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount"
"144","2020-09-02 16:20:50-03","Cenargen","CEN","79680","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Roger D. Reeves","2955","2005","02","02",NA,"Brasil","GO","Exsicatas",NA,"E slope had little in flower. Cf.#2944. FLORA DE SOLOS SERPENTINOS DO ESTADO DE GOIÁS.(Plantas tolerantes ou acumuladoras de níquel).","CEN00079680",NA,NA,"(Gardner) Baker","NIQUELANDIA","p.m. Macedo: area south of main mining pits, about 4.8 km along road running S from crossroads (so-called Ponte Alta area of 1990). Collection made both on the flat at the foot of a rise, mostly on W side of road. 14°23.940 S e 48°25.279 W.","-48.416666","-14.383333",NA,"CEN00079680",NA,"J. B. Bringel",NA,NA,NA,"-48.416666","-14.383333","1008","1008",NA,NA,"1"
"145","2020-09-02 16:20:50-03","Cenargen","CEN","79748","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Roger D. Reeves","3027","2005","02","05",NA,"Brasil","GO","Exsicatas",NA,"Rather common yellow flrd plant to 80 cm. FLORA DE SOLOS SERPENTINOS DO ESTADO DE GOIÁS.(Plantas tolerantes ou acumuladoras de níquel).","CEN00079748",NA,NA,"(Gardner) Baker","NIQUELANDIA","Return to 'ponte alta' area, at 4 Km approx., south from crossroads 14º23.5' S, 48º25.3' W, Approx. 1000 m.","-48.416666","-14.383333",NA,"CEN00079748",NA,NA,NA,NA,NA,"-48.416666","-14.383333","1000","1000",NA,NA,"1"
"146","2020-09-02 16:20:50-03","Cenargen","CEN","63424","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"João Bernardo de Azevedo Bringel Jr.","321","2006","03","29",NA,"Brasil","DF","Exsicatas",NA,NA,"CEN00063424",NA,NA,"(Gardner) Baker","BRASILIA","FERCAL - DF-330. Estrada para o Córrego do Ouro.","-47.9296989440918","-15.7797002792358","70570","CEN00063424","auto","J. B. Bringel","2006","06",NA,NA,NA,NA,NA,NA,NA,"4"
"147","2020-09-02 16:20:50-03","Cenargen","CEN","22254","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Terezinha Aparecida Borges Dias","286","1993","02","09",NA,"Brasil","GO","Exsicatas",NA,"Em plana floração.","CEN00022254",NA,NA,"(Gardner) Baker","CALDAS NOVAS","Estrada leva ao barco, próximo à alternativa 4, cerca de 5,7 km da estrada que liga a obra da UHE Corumbá a Caldas Novas.","-48.625","-17.74169921875","36612","CEN00022254","auto","J. B. Bringel","2007","05",NA,"-4850000.0","-1790000.0",NA,NA,NA,NA,"4"
"148","2020-09-02 16:20:50-03","Cenargen","CEN","24226","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Glocimar Pereira-Silva","1254","1993","03","23",NA,"Brasil","GO","Exsicatas",NA,"Cálice verde; Pétalas amarelo-ouro. Parte central do capítulo amarelo.","CEN00024226",NA,NA,"(Gardner) Baker","IPAMERI","Margem esquerda do R. Corumbá; Em frente a estação de medição de vasão S.O.3. área de influencia.","-48.1596984863281","-17.7219009399414","102542","CEN00024226","auto","J. B. Bringel","2008","09",NA,NA,NA,"600","600",NA,NA,"3"
"149","2020-09-02 16:20:50-03","Cenargen","CEN","24254","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Glocimar Pereira-Silva","1282","1993","03","25",NA,"Brasil","GO","Exsicatas",NA,"Anteras e filete; Estames e estilete amarelo-ouro; Pétalas brancas.","CEN00024254",NA,NA,"(Gardner) Baker","IPAMERI","Margem esquerda do R. Corumbá; Próximo a Foz do Córrego Libolea (em frente S.O.3)","-48.1596984863281","-17.7219009399414","102542","CEN00024254","auto","J. B. Bringel","2008","09",NA,NA,NA,"600","600",NA,NA,"3"
"150","2020-09-02 16:20:50-03","Cenargen","CEN","79698","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Roger D. Reeves","2973","2005","02","03",NA,"Brasil","GO","Exsicatas",NA,"Bushy shrub to 70 cm, with opp, Ivs and yellow flrs. FLORA DE SOLOS SERPENTINOS DO ESTADO DE GOIÁS.(Plantas tolerantes ou acumuladoras de níquel).","CEN00079698",NA,NA,"(Gardner) Baker","NIQUELANDIA","Toposequence a.m. Becquer/Echevarria soil pit (no. 1) area north of main Ni mining at Macedo. 1000-1070 m.","-48.4597015380859","-14.4738998413086","74171","CEN00079698","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"151","2020-09-02 16:20:50-03","Cenargen","CEN","94600","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"João Aguiar Nogueira Batista","1889","2007","01","14",NA,"Brasil","MG","Exsicatas",NA,"Àrea queimada durante a seca. Doação Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 119566.","CEN00094600",NA,NA,"(Gardner) Baker","MOEDA","S. da Moeda. Entrada para Moeda, cerca de 33 km S de B. Horizonte a partir do entroncamento do anel rod. com a BR - 040. Morros a esquerda da pista em direção a Moeda, cerca de 3 km após o entrocamento com a BR - 040. Lat.: 20.17116 S; Long.: 43.57148 W.","-44.0527992248535","-20.3330993652344","14750","CEN00094600","auto","V. R. Bueno","2019","03",NA,NA,NA,"1294","1294",NA,NA,"1"
"152","2020-09-02 16:20:50-03","Cenargen","CEN","89158","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"João Bernardo de Azevedo Bringel Jr.","378","2007","06","09",NA,"Brasil","MT","Exsicatas",NA,NA,"CEN00089158",NA,NA,"(Gardner) Baker","GUARANTA DO NORTE","Serra do Cachimbo; BR-163, cerca de 20 km ao norte de Guarantã do Norte (MT).","-54.9099998474121","-9.78750038146973","89544","CEN00089158","auto","J. B. Bringel","2016","06",NA,NA,NA,NA,NA,NA,NA,"2"
"153","2020-07-03 15:40:05-03","UEFS","HUEFS","222188","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Alves, M.","424","2016","04","09",NA,"Brasil","Ceará",NA,NA,"Carrasco.","HUEFS0222188","Angiospermae","Asterales","(Gardner) Baker","Ubajara","Distrito de Cajueiro. Ca. 200 m ao norte da parede do açude.","-40.956389","-3.901111",NA,NA,NA,NA,NA,NA,NA,"40W57'23''","3S54'4''","817","817","Asteranae",NA,NA
"154","2019-10-07 09:11:03-03","UEFS","HUEFS","44315","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"França, F.","3291","2000","03","29",NA,"Brasil","Bahia",NA,NA,"Vegetação arbustivo-arbórea, entre voçorocas.","HUEFS0044315","Angiospermae","Asterales","(Gardner) Baker","Formosa do Rio Preto","ca. 2km S da Fronteira entre Bahia e Piauí","-45.148056","-10.860833",NA,"HUEFS0044315",NA,"M.Alves","2015","03",NA,"45W8'53''","10S51'39''","640","640","Asteranae",NA,NA
"155","2020-07-03 15:40:05-03","UEFS","HUEFS","96627","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Souza, E.B.","1222","2005","04","17",NA,"Brasil","Mato Grosso",NA,NA,"Cerradão com mata ciliar.","HUEFS0096627","Angiospermae","Asterales","(Gardner) Baker","Nova Xavantina","ca. 32 Km na estrada para Indianápolis.","-52.296944","-14.829444",NA,"HUEFS0096627 HUEFS0096627_e1",NA,"J.B.Bringel","2011","08",NA,"52W17'49''","14S49'46''","315","315","Asteranae",NA,NA
"156","2020-07-03 15:40:05-03","UEFS","HUEFS","117357","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Silva, J.M.","5001","2006","06","12",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"HUEFS0117357","Angiospermae","Asterales","(Gardner) Baker","Caracol","Fazenda Recreio dos Cervos.","-57.0243988037109","-22.0139007568359","53879","HUEFS0117357","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA
"157","2019-10-07 09:11:03-03","UEFS","HUEFS","83041","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.","74306","2002","11","16",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"HUEFS0083041","Angiospermae","Asterales","(Gardner) Baker","Bela Vista","Rod. BR-267, 10-15 km O de Alto Caracol","-56.5210990905762","-22.1089000701904","66197","HUEFS0083041","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA
"158","2020-07-03 15:40:05-03","UEFS","HUEFS","104508","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.","74581","2003","03","11",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Brejo.","HUEFS0104508","Angiospermae","Asterales","(Gardner) Baker","Bela Vista","Rod. BR-267, Córrego Caracol.","-56.5210990905762","-22.1089000701904","66197","HUEFS0104508","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA
"159","2019-10-07 09:11:03-03","UEFS","HUEFS","67634","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.","73298","2002","05","22",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"HUEFS0067634","Angiospermae","Asterales","(Gardner) Baker","Caracol","Rod. BR-267, próximo de Alto Caracol.","-57.0243988037109","-22.0139007568359","53879","HUEFS0067634","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA
"160","2019-09-04 19:38:30-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata","Type [status unknown]","G. Gardner","3864","1846",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"161","2019-01-25 15:33:48-02","IAC","IAC","23551","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"W.R. Anderson","6856","1973","03","11",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"(Gardner) Baker","Monte Alegre de Goiás","8 km Por estrada a oeste de Monte Alegre","-46.9006","-13.2564",NA,NA,NA,"G.M. Barroso","1977","06","11","-46.9006","-13.2564",NA,NA,NA,NA,NA
"162","2019-02-27 14:01:40-03","UFSJ","HUFSJ","3430","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Sobral, M","14708","2012","02","26",NA,"Brasil","Minas Gerais",NA,NA,"Erva 1 m, apoiante, em beira de mata; capítulos amarelos.","HUFSJ003430",NA,NA,"(Gardner) Baker","Liberdade","Estrada para Augusto Pestana","-44.297389","-22.068389",NA,"HUFSJ003430_v00",NA,"Mansanares, M","2016","06","10","-44.297389","-22.068389",NA,NA,NA,NA,NA
"163","2016-08-23 10:58:48-03","NHMLondon","NHM-LONDON-BOT","BM000797393","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata","Type","George Gardner; b.1812; d.1849; Gardner","3864","1840","04",NA,NA,"Brasil","Goiás",NA,"NHMUK:ecatalogue:4990163","<a href=http://www.nhm.ac.uk/services/media-store/asset/817fdec860ceb255a915c7763b9e0bfbc480bce1/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"(Gardner) Baker",NA,NA,"-49.675","-15.883333",NA,NA,NA,NA,NA,NA,NA,"-49.675","-15.883333",NA,NA,NA,NA,NA
"164","2016-08-23 10:58:48-03","NHMLondon","NHM-LONDON-BOT","BM000797394","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata","Type","George Gardner; b.1812; d.1849; Gardner","3861","1840","04",NA,NA,"Brasil","Goiás",NA,"NHMUK:ecatalogue:4990164","<a href=http://www.nhm.ac.uk/services/media-store/asset/e7c0e468ecae2466f77753857145f13b7b03ce4f/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"(Gardner) Baker",NA,NA,"-49.675","-15.883333",NA,NA,NA,NA,NA,NA,NA,"-49.675","-15.883333",NA,NA,NA,NA,NA
"165","2019-11-01 14:53:09-03","UnB","UB","185926","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Mendes, MRA; Munhoz, CBR","169","2007","07","21","Southern America","Brasil","Piauí",NA,NA,"Subarbusto, inflorescência amarela, folhas verdes pilosas.; Campo limpo úmido.",NA,"Dicotyledoneae",NA,"(Gardner) Baker","Piracuruca","Parque Nacional de Sete Cidades, área 4 do levantamento fitossociológico.","-41.7092018127441","-3.92806005477905","41625",NA,"auto","Silva, GAR","2010","09",NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-01 14:53:09-03","UnB","UB","123328","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Killip, EP","8682","1981","01","26","Southern America","Brasil","Bahia",NA,NA,"Flowers yellow.; Subshrub 1m.",NA,"Dicotyledoneae",NA,"(Gardner) Baker",NA,"Along road NW outskirts of Vitória da Conquista",NA,NA,NA,NA,NA,"Santos, JUM","1991","03","08",NA,NA,NA,NA,NA,NA,NA
"167","2019-11-01 14:53:09-03","UnB","UB","154838","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Bringel, JBA; Moreira, HJC","720","2011","03","26","Southern America","Brasil","Tocantins",NA,NA,"Subarbusto 1,6m. Flores amarelas.; Cerrado denso.",NA,"Dicotyledoneae",NA,"(Gardner) Baker",NA,"Estrada de terra para Pindorama ca. de 17 km do entroncamento com a BR-010.","-47.694722","-11.446667",NA,NA,NA,"Bringel, JBA","2011","03",NA,"-47.694722","-11.446667","461","461",NA,NA,NA
"168","2019-11-01 14:53:09-03","UnB","UB","24814","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G","73298","2002","05",NA,"Southern America","Brasil","Mato Grosso do Sul",NA,NA,"Ereta 2m. Capítulo amarelo; Cerrado",NA,"Dicotyledoneae",NA,"(Gardner) Baker","Caracol","Caracol, Rodovia BR-267, próximo de Alto Caracol","-57.0244","-22.0139",NA,NA,NA,"Robinson, H","2002",NA,NA,"-57.0244","-22.0139",NA,NA,NA,NA,NA
"169","2019-11-01 14:53:09-03","UnB","UB","91858","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Bringel, JBA","281","2006","02","23","Southern America","Brasil","Tocantins",NA,NA,"Arbusto ramificado 1,6m. Flor amarela; Cerrado denso a ralo. Solo arenoso com pedras de cor clara. Relevo acidentado",NA,"Dicotyledoneae",NA,"(Gardner) Baker","Arraias","Estrada de Arraias para Combinado, ca. 9km de Arraias","-46.878611","-12.953889",NA,NA,NA,"Bringel, JBA","2006","03",NA,"-46.878611","-12.953889",NA,NA,NA,NA,NA
"170","2019-11-01 14:53:09-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Faria, JEQ","5447","2016","03","10","Southern America","Brasil","Goiás",NA,NA,"Erva ca. 0,6 m de altura, flores amarelas; Cerrado sensu stricto",NA,"Dicotyledoneae",NA,"(Gardner) Baker","Alto Horizonte","Região da sururuca, fazenda Cajás, proprietário senhor Jair Eustáquio","-49.2925","-14.198333",NA,NA,NA,"Bringel, JBA","2017","01",NA,"-49.2925","-14.198333","389","389",NA,NA,NA
"171","2019-11-01 14:53:09-03","UnB","UB","193088","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Heringer, EP; Eiten, G","14243","1974","12","24","Southern America","Brasil","Goiás",NA,NA,"Herb 2m. tall; rays yellow, disk flowers light yellowwish-brown.; Probably originally a gallery forest, now cleared.",NA,"Dicotyledoneae",NA,"(Gardner) Baker","Caldas Novas","Northern outskirts of city of Caldas Novas. Weedy field at lower part of gentle slope, near brook.","-48.625","-17.74169921875","36612",NA,"auto","Bringel, JBA","2013","11","12",NA,NA,NA,NA,NA,NA,NA
"172","2019-11-01 14:53:09-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Lisboa, P; et al.","1289","1980","01","30","Southern America","Brasil","Pará",NA,NA,"Arbusto 1,5m. Flor amarela; Campina de solo arenoso",NA,"Dicotyledoneae",NA,"(Gardner) Baker","Tucuruí","Margem direita do Rio Tocantins, BR-263, Km 16","-49.6725006103516","-3.76610994338989","59618",NA,"auto","Bringel, JBA","2007","04",NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-01 14:53:09-03","UnB","UB","185924","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Mendes, MRA; Viana, JL; Sousa, RS","292","2007","09","28","Southern America","Brasil","Piauí",NA,NA,"Inflorescência amarela e botões, frutos maduros e imaturos, folhas verdes.; Campo limpo úmido.",NA,"Dicotyledoneae",NA,"(Gardner) Baker","Piracuruca","Parque Nacional de Sete Cidades, área 2 do levantamento fitossociológico.","-41.7092018127441","-3.92806005477905","41625",NA,"auto","Silva, GAR","2010","09",NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-11-01 14:53:09-03","UnB","UB","185922","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Mendes, MRA; Viana, JL; Sousa, RS","40","2007","07","06","Southern America","Brasil","Piauí",NA,NA,"Erva, inflorescência amarela, folhas verdes (maduras) e pilosas; folhas secas.; Campo limpo úmido.",NA,"Dicotyledoneae",NA,"(Gardner) Baker","Piracuruca","Parque Nacional de Sete Cidades, área 2 do levantamento fitossociológico.","-41.7092018127441","-3.92806005477905","41625",NA,"auto","Silva, GAR","2010","09",NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-11-01 14:53:09-03","UnB","UB","185928","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Mendes, MRA; Munhoz, CBR; Viana, JL; Annunziata, BB; Lopes, RN","531","2009","07","08","Southern America","Brasil","Piauí",NA,NA,"Subarbusto, flores amarelas.; Campo limpo úmido.",NA,"Dicotyledoneae",NA,"(Gardner) Baker","Piracuruca","Parque Nacional de Sete Cidades, Linha 13 A do levantamento fitossociológico.","-41.7092018127441","-3.92806005477905","41625",NA,"auto","Silva, GAR","2010","09",NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-05-06 11:52:27-03","UFU","HUFU","40481","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Pastore, J.F.B.","188","2002","12","25",NA,"Brasil","Goiás",NA,NA,"Herbáceo.; Cerrado.","HUFU00042469",NA,NA,"(Gardner) Baker","Aparecida de Goiânia","Chácara Jatobá","-49.2439002990723","-16.823299407959","14888","HUFU00042469","auto","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-05-06 11:52:27-03","UFU","HUFU","56647","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Souza, V.C.; Souza, J.P.","22291","1999","03","14",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto, flores alvas.; Campo rupestre bastante pertubado pelo fogo.","HUFU00042473",NA,NA,"(Gardner) Baker","Gouveia","Estrada Gouveia - Congonhas do Norte, Cerca de 6km da estrada Gouveia - Curvelo.","-43.7407989501953","-18.4543991088867","37970","HUFU00042473","auto","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-05-06 11:52:27-03","UFU","HUFU","52140","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Salimena, F.R.G.; Viana, P.L. & Ferreira, F.M.","1311","2006","03","06",NA,"Brasil","Minas Gerais",NA,NA,"Arbusto, ca. de 1 m. alt. Flores amarelas.; Campo rupestre.","HUFU00042471",NA,NA,"(Gardner) Baker","Lima Duarte","Parque Estadual do Ibitipoca, Norte do Parque.","-43.793098449707","-21.8425006866455","30417","HUFU00042471","auto","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-05-06 11:52:27-03","UFU","HUFU","63560","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Pacheco, R.A.; Versiane, A.F.A.; Oliveira, A.L.F.; Fernandes, W.P. & Romero, R.","845","2012","07","04",NA,"Brasil","Goiás",NA,NA,"Arbusto, ca. 1 m alt. Brácteas involucrais verdes, corola e ramos do estilete amarelos, anteras castanhas.; Campo rupestre e afloramentos rochosos.","HUFU00042476",NA,NA,"(Gardner) Baker","Cocalzinho de Goiás","BR 070, ca. de 15 Km de Cocalzinho","-48.897222","-15.792222",NA,"HUFU00042476",NA,"Nakajima, J.N.","2016","03",NA,"-48.897222","-15.792222","1083","1083",NA,NA,NA
"180","2019-05-06 11:52:27-03","UFU","HUFU","52260","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Krieger, L.","8568",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Flores amarelas.; Campo.","HUFU00042472",NA,NA,"(Gardner) Baker",NA,"Serra do Ibitipoca",NA,NA,NA,"HUFU00042472",NA,"Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-05-06 11:52:27-03","UFU","HUFU","74712","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Morais, I.L.; Morales, J.F.","4760","2017","02","21",NA,"Brasil","Goiás",NA,NA,"Erva 80 cm, botões e capítulo verde com brácteas e flores amarelas.; Campo rupestre.","HUFU00072690",NA,NA,"(Gardner) Baker","Paraúna",NA,"-50.448611","-16.947778",NA,"HUFU00072690",NA,"Nakajima, J.N.","2017","08",NA,"-50.448611","-16.947778",NA,NA,NA,NA,NA
"182","2019-05-06 11:52:27-03","UFU","HUFU","75732","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Bringel, J.B.A.; Barbosa, N.F.","281","2006","02","23",NA,"Brasil","Tocantins",NA,NA,"Arbusto ramificado com cerca de 1,6 m altura. Flor amarela.; Cerrado denso a ralo. Relevo acidentado. Substrato: solo arenoso com pedras de cor clara.","HUFU00074137",NA,NA,"(Gardner) Baker","Arraias","Estrada de Arraias para Combinado, cerca de 9 km de Arraias.","-46.878611","-12.953889",NA,"HUFU00074137",NA,"Bringel Jr.; J.B.A.","2006","03",NA,"-46.878611","-12.953889","624","624",NA,NA,NA
"183","2019-05-10 16:39:36-03","UFU","HUFU","75805","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Aquino, F.G.; et al.","210","2008","10","02",NA,"Brasil","Goiás",NA,NA,"Erva. Flor amarelo/esverdeado.; Campo sujo (o padrão), com manchas de cerrado ralo. Relevo ondulado a forte ondulado. Substrato: afloramento rochoso.","HUFU00074136",NA,NA,"(Gardner) Baker","Barro Alto","Área da Mineradora Anglo American Brasil .","-49.010556","-15.101111",NA,"HUFU00074136",NA,"Nakajima, J.N.","2018","03",NA,"-49.010556","-15.101111","663","663",NA,NA,NA
"184","2019-05-06 11:52:27-03","UFU","HUFU","75807","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Aquino, F.G.; Miranda, Z.J.G. & Viana, R.M.","34","2008","01","24",NA,"Brasil","Goiás",NA,NA,"Subarbusto. Capítulo amarelo.; Cerrado Ralo, formando um mosaico com Campo Sujo. Substrato geral: laterita. Relevo: área aplainada, base da encosta.","HUFU00074139",NA,NA,"(Gardner) Baker","Barro Alto","Área da mineradora Anglo American Brasil.","-49.020833","-15.108611",NA,"HUFU00074139",NA,NA,NA,NA,NA,"-49.020833","-15.108611","663","663",NA,NA,NA
"185","2019-05-06 11:52:27-03","UFU","HUFU","75818","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Aquino, F.G.; Miranda, Z.J.G. & Viana, R.M.","33","2008","05","29",NA,"Brasil","Goiás",NA,NA,"Subarbusto. Capítulo amarelo.; Cerrado Ralo, formando um mosaico com Campo Sujo. Substrato geral: laterita. Relevo: área aplainada, base da encosta.","HUFU00074138",NA,NA,"(Gardner) Baker","Barro Alto","Área da mineradora Anglo American Brasil.","-49.001389","-15.098056",NA,"HUFU00074138",NA,NA,NA,NA,NA,"-49.001389","-15.098056","663","663",NA,NA,NA
"186","2019-05-06 11:52:27-03","UFU","HUFU","75896","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Pereira-Silva, G.; et al.","15357","2010","05","26",NA,"Brasil","Tocantins",NA,NA,"Subarbusto. Flor amarelo/ouro.; Cerrado sensu stricto. Relevo suave ondulado. Substrato: solo areno-argiloso.","HUFU00074140",NA,NA,"(Gardner) Baker","Goiatins","Estrada BR - 010 - Palmeirante (via Graçolândia), km 15.","-47.751944","-8.333333",NA,"HUFU00074140",NA,"Bringel Jr.; J.B.A.","2011","12",NA,"-47.751944","-8.333333","240","240",NA,NA,NA
"187","2019-05-06 11:52:27-03","UFU","HUFU","53572","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Fernandes Jr.; S.","s.n.","1982","08","20",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Herbáceo. Flor amarela.","HUFU00042468",NA,NA,"(Gardner) Baker","Campo Grande","BR 163, Km 386, direção se São paulo, margem direita.","-54.6464004516602","-20.4428005218506","161190","HUFU00042468","auto","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-05-06 11:52:27-03","UFU","HUFU","48756","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Silva, J.M.; Barbosa, E.","5001","2006","06","12",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Ereta, ca. 1 m. Capítulo amarelo.; Cerrado.","HUFU00042475",NA,NA,"(Gardner) Baker","Caracol","Fazenda Recreio dos Cervos","-57.0243988037109","-22.0139007568359","53879","HUFU00042475","auto","Robinson, H.","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-11-27 11:33:11-03","UFU","HUFU","78418","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Pedrosa, L.G.","195","2018","04","16",NA,"Brasil","Minas Gerais",NA,NA,"Arbusto apoiante. Flores amarelas.; Mata ciliar.","HUFU00076966",NA,NA,"(Gardner) Baker","Ouro Preto","Barraginha","-43.5080986022949","-20.2875003814697","44599",NA,"auto",NA,"2019","03","15",NA,NA,NA,NA,NA,NA,NA
"190","2020-11-27 11:33:11-03","UFU","HUFU","78417","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Pedrosa, L.G.","528","2018","06","28",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto escandente. Flores amarelas.; Beira do córrego.","HUFU00076965",NA,NA,"(Gardner) Baker","Ouro Preto","Cascabulho","-43.5080986022949","-20.2875003814697","44599",NA,"auto",NA,"2019","03","15",NA,NA,NA,NA,NA,NA,NA
