"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2016-11-01 12:24:00-02","NY","NYBG","605287","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","A. P. Duarte","1962","05","25","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605287","6624","Magnoliophyta","Fabales",NA,"L. T. Silveira","Caravelas","Aeroporto de Caravelas, Sul da Bahia.","-39.2519617","-17.650688",NA,NA,"NY00605287_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-11-01 12:25:00-02","NY","NYBG","605264","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","R. P. Belém","1965","10","06","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605264","1842","Magnoliophyta","Fabales",NA,"L. T. Silveira","Maraú",NA,"-39.0144","-14.1033",NA,NA,"NY00605264_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 06:19:00-03","NY","NYBG","01478390","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","B. G. S. Ribeiro","1976","06","24","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1732762' target='other'> <mi>dwc_moreinfo</mi></a>","NY01478390","1327","Magnoliophyta","Fabales",NA,"L. T. Silveira",NA,"Serra dos Carajás - Margem da Estrada 1-4",NA,NA,NA,NA,"NY01478390_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","605308","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","R. M. Harley","1974","03","08","South America","Brazil","Bahia","sheet",NA,"Field work sponsored by the Royal Botanic Gardens, Kew, and the Academia Brasileira de Ciências, and carried out with the collaboration of the Centro de Pesquisas do Cacau, Itabuna, Bahia, January-April, 1974. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605308","16997","Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira",NA,"16km. N.W. of Lagoinha (which is 5.5km. S.W. of Delfino) on side road to Minas do Mimoso.","-41.33","-10.37","950","1000","NY00605308_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01057641","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","A. F. Regnell",NA,NA,NA,"South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162629' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057641","II:79","Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira","Caldas","Caldas","-46.3873839","-21.9230619",NA,NA,"NY01057641_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","605274","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","G. Eiten","1964","10","14","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605274","5746","Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira","Sao José dos Campos","Exactly 5.0 Km due south of main plaza of city of Sao José dos Campos.","-45.88","-23.1703","615","615","NY00605274_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01057621","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","J. M. Pires","1964","06","20","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162615' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057621","58044","Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira",NA,"300 km de Brasília para Belo Horizonte",NA,NA,NA,NA,"NY01057621_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-11-02 15:58:00-02","NY","NYBG","01057674","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","T. C. Plowman","1980","04","02","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162818' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057674","9924","Magnoliophyta","Fabales",NA,"L. T. Silveira","Brasília","About 20 km south of Brasília (TV Tower), along highway DF 16","-47.92","-15.98","1050","1050","NY01057674_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01057715","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","W. R. Anderson","1973","04","15","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162797' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057715","8955","Magnoliophyta","Fabales","(Vell.) Taub.","R. C. Barneby",NA,"Serra do Espinhaço, 10 km by road SW of Rio Jequití and Mendanha on road to Diamantina","-43.56681","-18.16389",NA,NA,"NY01057715_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01057656","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","H. S. Irwin","1964","09","13","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162342' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057656","6193","Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira","Brasília","ca. 55 km. E. of Brasília, on rd. to Planaltina.","-47.55","-15.53","700","1000","NY01057656_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01057640","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","H. S. Irwin","1972","01","17","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162483' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057640","34427","Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira","Corumbá de Goiás","Rio Corumbá at great falls, ca. 12 km N. of Corumbá de Goiás","-48.8086","-15.9236","1000","1000","NY01057640_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01057619","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","Y. E. J. Mexia","1931","04","30","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162605' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057619","5728","Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira","Diamantina","Diamantina. Chácara das Bicas","-43.571739","-17.888053","1262","1262","NY01057619_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-11-02 15:58:00-02","NY","NYBG","01057675","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","M. C. de Assis","1995","10","31","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162819' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057675","308","Magnoliophyta","Fabales",NA,NA,"Brasília","Fazenda Sucupira","-47.9294","-15.7797",NA,NA,"NY01057675_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01057693","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","W. R. Anderson","1973","04","04","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162733' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057693","8095","Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira","Cristalina","9 km by road S of Cristalina on road to Catalão. Serra dos Cristais.","-47.67","-16.82","1170","1170","NY01057693_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01057737","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","H. S. Irwin","1971","01","30","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162467' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057737","29357","Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira","Ouro Preto","Serra do Espinhaço, lower slopes of Pico de Itacolomi, ca. 2 km S. of Ouro Preto","-43.5057","-20.3874","1600","1600","NY01057737_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-11-02 15:58:00-02","NY","NYBG","01057673","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","E. P. Heringer","1979","05","08","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162817' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057673","1415","Magnoliophyta","Fabales",NA,"L. T. Silveira","Brasília","Área de inundação da Baragem do São Bartolomeu-Rio Taboca.","-47.9294","-15.7797",NA,NA,"NY01057673_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","605270","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","J. S. Blanchet","1839",NA,NA,"South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758836' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605270","2721","Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira",NA,"Terra de Jacobina.",NA,NA,NA,NA,"NY00605270_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01057713","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","H. S. Irwin","1971","02","02","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162471' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057713","29673","Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira",NA,"Serra do Espinhaço, ca. 3 km N. of Mariana, road to Santa Bárbara","-43.41805556","-20.37495","1500","1500","NY01057713_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-11-02 15:56:00-02","NY","NYBG","01057649","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","R. C. de Mendonça","1998","05","20","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162691' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057649","3478","Magnoliophyta","Fabales",NA,"R. C. Barneby","Formoso","Parque Nacional Grande Sertao Veredas; aproximadamente 23 km da Sede da FUNATURA, numa estrada conhecida como Belém-Brasília (denominaçao local)","-46.0017","-15.3556","820","820","NY01057649_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-11-01 12:24:00-02","NY","NYBG","605310","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","N. T. da Silva","1964","07","14","South America","Brazil","Bahia","sheet",NA,"Field work supported in greater part by the United States Army Edgewood Arsenal. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605310","58390","Magnoliophyta","Fabales",NA,"L. T. Silveira","Itabuna","Canavieiros, 18 km. to Betanha.","-39.2803","-14.7858",NA,NA,"NY00605310_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-11-02 16:01:00-02","NY","NYBG","01057719","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","A. P. Duarte","1967","01","31","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162810' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057719","10273","Magnoliophyta","Fabales",NA,"L. T. Silveira","Brasília","Area vizinha ao Zoobotânico","-47.9294","-15.7797",NA,NA,"NY01057719_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-11-02 16:00:00-02","NY","NYBG","01057700","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","J. O. S. Oliveira","1995","07","18","South America","Brazil","Piauí","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162830' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057700","9","Magnoliophyta","Fabales",NA,"R. C. Barneby","Piracuruca","Parna de Sete Cidades","-41.7092","-3.9283",NA,NA,"NY01057700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","605279","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","A. F. M. Glaziou","2002","10","06","South America","Brazil",NA,"sheet",NA,"[Collection number and year illegible]. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605279",NA,"Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira",NA,"Brasilia",NA,NA,NA,NA,"NY00605279_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-11-02 15:56:00-02","NY","NYBG","01057643","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","H. C. de Lima","1986","01","25","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162654' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057643","2648","Magnoliophyta","Fabales",NA,"L. T. Silveira","Ouro Preto","Estrada p/Lavras Novoas, Três Moinhos","-43.5081","-20.2878","1100","1250","NY01057643_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01057740","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","W. R. Anderson","1975","02","17","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162798' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057740","11430","Magnoliophyta","Fabales","(Vell.) Taub.","J. W. Grimes","Brasília","Southeastern slopes of the Chapada da Contagem, near DF-7 west of Sobradinho.","-48.22","-15.98",NA,NA,"NY01057740_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-11-01 12:24:00-02","NY","NYBG","605269","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","Martii Herbar. Florae Brasil.","1841",NA,NA,"South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758811' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605269","1113","Magnoliophyta","Fabales",NA,"L. T. Silveira",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,NA,NA,"NY00605269_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01057638","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","H. S. Irwin","1969","01","13","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162430' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057638","21856","Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira",NA,"Serra do Espinhaço, ca. 30 km S.W. of Diamantina on road to Gouveia","-43.7215","-18.4293","1300","1300","NY01057638_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","605330","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","R. M. Harley","1988","10","20","South America","Brazil","Minas Gerais","sheet",NA,"Colaboraçao do IBUSP, Universidade de Sao Paulo (SPF) e R.B.G. Kew (K)-Patrocínio do National Geographic Soc. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605330","25239","Magnoliophyta","Fabales","(Vell.) Taub.","G. P. Lewis","Jequitinhonha","Serra de Areia. Ca. 47 km ao sul de Pedra Azul, na estrada para Jequitinhonha.","-41.05","-16.37","1100","1100","NY00605330_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-30 02:07:00-03","NY","NYBG","01478648","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","M. G. da Silva","1980","05","31","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1382353' target='other'> <mi>dwc_moreinfo</mi></a>","NY01478648","5289","Magnoliophyta","Fabales",NA,"L. T. Silveira","Tucuruí","Margem direita do rio Tocantins.","-49.6725","-3.76611",NA,NA,"NY01478648_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-11-01 12:25:00-02","NY","NYBG","605322","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","L. S. Figueiredo","1995","09","22","South America","Brazil","Pernambuco","sheet",NA,"Programa de Plantas do Nordeste/Darwin Initiative/RBG Kew/UFRPE. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605322","185","Magnoliophyta","Fabales",NA,"R. C. Barneby","Buíque","Serra do Catimbau.","-37.1542","-8.625","799","799","NY00605322_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01057611","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","H. S. Irwin","1968","01","14","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162413' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057611","18583","Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira","Cocalzinho de Goiás","15 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","-48.77","-15.8","1150","1150","NY01057611_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","605277","PreservedSpecimen","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","R. Reitz","1965","12","17","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758792' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605277","17864","Magnoliophyta","Fabales","(Vell.) Taub.","L. T. Silveira","Carambeí","Rio S. Joao, Castro.","-50.152803","-24.908517","950","950","NY00605277_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
