"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","typeStatus","individualCount"
"17","2019-08-16 08:38:06-03","UTFPR","HCF","20003","S","Plantae",NA,NA,"Acanthaceae","Schaueria","paranaensis","Schaueria paranaensis","(Rizz.) A.L.A. Côrtes","E. Barboza","M.E. Engels","1579","2013","09","02",NA,"Brasil","PR","Guaratuba","Serra do Mar, Linha de transmissão","-48.943056","-25.881944",NA,"arbusto em sub-bosque, ca. 1,5 m. Caule castanho, folhas verdes. Flores alvas. Floresta Ombrófila Densa.",NA,NA,"800","800",NA,NA,NA,"2013","10","02","48°56'35 W","25°52'55 S",NA,NA,NA,NA
"18","2020-12-21 16:10:48-03","MBM","MBM","36504","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Duvernoia","paranaensis","Duvernoia paranaensis","Rizzini","Rizzini, C.","Hatschbach, G.","359","1946","09","01","Southern America","Brazil","Paraná","Morretes","Estação Marumby","-48.834400177002","-25.476900100708",NA,"Arbusto 1,50m, flor verde-amarelada.; Margens de córrego em mata higrófila.","MBM036504","MBM036504",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,"ISOTYPE",NA
"19","2020-12-21 16:10:59-03","MBM","MBM","45563","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","paranaensis","Justicia paranaensis","(Rizzini) Wassh. & L.B.Sm.","Hatschbach, G.","Dziewa, A.","122","1975","02","20","Southern America","Brazil","Paraná","Morretes","Estação Marumbi","-48.834400177002","-25.476900100708",NA,"Subarbusto 70cm; flor creme.; Mata pluvial.","MBM045563","MBM045563",NA,NA,"30514","auto",NA,"1976","08",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:10:59-03","MBM","MBM","385326","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","paranaensis","Justicia paranaensis","(Rizzini) Wassh. & L.B.Sm.","Barboza, E.","Engels, M.E.","1579","2013","09","02",NA,"Brasil","Paraná","Guaratuba","Serra do Mar, Linha de transmissão elétrica Curitiba a Joinville","-48.943056","-25.881944",NA,"Arbusto em sub-bosque, ca 1.5 m. Caule castanho, folhas verdes. Flores alvas.; Floresta Ombrófila Densa.","MBM385326","MBM385326","800","800",NA,NA,NA,"2013","10","02","-48.943056","-25.881944",NA,NA,NA,NA
"21","2020-12-21 16:10:59-03","MBM","MBM","1211","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","paranaensis","Justicia paranaensis","(Rizzini) Wassh. & L.B.Sm.","Hatschbach, G.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","14697","1966","09","13","Southern America","Brazil","Paraná","Morretes","Estrada Itupava, Rio São João","-48.834400177002","-25.476900100708",NA,"Arbusto, flor alva.; Mata pluvial, vertente atlântica.","MBM001211","MBM001211",NA,NA,"30514","auto",NA,"1966","10",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:10:59-03","MBM","MBM","50968","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","paranaensis","Justicia paranaensis","(Rizzini) Wassh. & L.B.Sm.","Wasshausen, D.C.","Reitz, P.R.","6768","1965","09","18","Southern America","Brazil","Santa Catarina","Ilhota","Parque Botânico do Morro do Baú","-48.8272018432617","-26.8997001647949",NA,"Flor branco esverdeada.","MBM050968","MBM050968",NA,NA,"18275","auto",NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:11:09-03","MBM","MBM","410367","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Schaueria","paranaensis","Schaueria paranaensis","(Rizz.) A.L.A. Côrtes","Schwirkowski, P.","Schwirkowski, P.","1933","2016","10","15","Southern America","Brazil","Santa Catarina","São Bento do Sul","Rio Natal","-49.269722","-26.326111",NA,"Arbusto; semi-ciófita; 2 m alt.; flores cor creme; Floresta Ombrófila Densa Montana, em mata ciliar ao longo do Rio Natal","MBM410367","MBM410367","500","500",NA,NA,NA,"2016","10","15","-49.269722","-26.326111",NA,NA,NA,NA
"24","2021-02-11 17:17:46-03","UFPR","UPCB","5477","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","paranaensis","Justicia paranaensis","(Rizzini) Wasshausen & Smith","Wasshausen, D.C.","Hatschbach, G.","14717","1966","09","14",NA,"Brasil","Paraná","Morretes","Cadeado","-48.834400177002","-25.476900100708",NA,"Arbusto de flor alvescente. Mata pluvial..",NA,NA,NA,NA,"30514","auto",NA,"1969","01","01",NA,NA,NA,NA,NA,NA
"25","2021-02-11 17:17:46-03","UFPR","UPCB","5478","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","paranaensis","Justicia paranaensis","(Rizzini) Wasshausen & Smith","Wasshausen, D.C.","Hatschbach, G.","14697","1966","09","13",NA,"Brasil","Paraná","Morretes","Estrada Itupava, Rio São João","-48.834400177002","-25.476900100708",NA,"Arbusto de flor alva. Mata pluvial de vertente atlântica..",NA,NA,NA,NA,"30514","auto",NA,"1969","01","01",NA,NA,NA,NA,NA,NA
"26","2012-04-13 09:36:00-03","MO","MOBOT","3078601","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","paranaensis","Justicia paranaensis","(Rizzini) Wassh. & L.B. Sm.","G. Hatschbach","R. Kummrow","Kummrow 2539","1984",NA,NA,"South America","Brazil","Paraná",NA,"Tio Taquaral (mun. Morretes).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2009-12-04 16:40:00-02","MO","MOBOT","3078765","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","paranaensis","Justicia paranaensis","(Rizzini) Wassh. & L.B. Sm.","G. Hatschbach","Gert G. Hatschbach|Andrew E. Kasper","Hatschbach 42495","1979",NA,NA,"South America","Brazil","Paraná",NA,"Rio Bromado (mun. Morretes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2009-12-04 16:52:00-02","MO","MOBOT","3079119","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","paranaensis","Justicia paranaensis","(Rizzini) Wassh. & L.B. Sm.",NA,"Gert G. Hatschbach|O. V. Guimarães","Hatschbach 14697","1966",NA,NA,"South America","Brazil","Paraná",NA,"Mun. Morretes: Estr. Itupava, Rio S. Joao.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2018-09-12 14:47:58-03","UNIOESTE","UNOP","1978","S","Plantae",NA,NA,"Acanthaceae","Schaueria","paranaensis","Schaueria paranaensis","(Rizz.) A.L.A. Côrtes","Barboza, E.","Engels, M.","1579","2013","09","02",NA,"Brasil","Paraná","Guaratuba","Serra do Mar, Linha de transmissão elétrica Curitiba a Joinville","-48.943056","-25.881944",NA,"Arbusto em sub-bosque, ca. 1,5 m. Caule castanho, folhas verdes. Flores alvas. Floresta Ombrófila Densa.",NA,NA,"800","800",NA,NA,NA,"2013","10","02","-48.943056","-25.881944",NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","2343764","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Duvernoia","paranaensis","Duvernoia paranaensis","Rizzini",NA,"G. Hatschbach","359","1946","9","1","South America","Brazil","Paraná",NA,"Morretes, estacae Marumby.",NA,NA,NA,NA,"US00136978","US00136978_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"Isotype","1"
"31","2020-09-12 05:00:02-03","US","US","2509257","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","paranaensis","Schaueria paranaensis","(Rizzini) A.L.A. Côrtes",NA,"G. Hatschbach & O. Guimarães","14717/59","1966","9","14","South America","Brazil","Paraná",NA,"Est. Parana (Brasil), Mun. Morretes. Cadeado.",NA,NA,NA,NA,"US02874046","US02874046_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"32","2020-09-12 05:00:02-03","US","US","2550669","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","paranaensis","Schaueria paranaensis","(Rizzini) A.L.A. Côrtes",NA,"G. Hatschbach & O. Guimarães","14697/40","1966","9","13","South America","Brazil","Paraná",NA,"Mun. Morretes: Estr. Itupava, Rio S. Joao.",NA,NA,NA,NA,"US02874047","US02874047_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"33","2020-09-12 05:00:02-03","US","US","2282231","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","paranaensis","Schaueria paranaensis","(Rizzini) A.L.A. Côrtes",NA,"G. Hatschbach","359","1946","9","1","South America","Brazil","Paraná",NA,"Est. Parana (BRASIL), Mun. Morretes, Estação Marumby.",NA,NA,NA,NA,"US02874044","US02874044_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"34","2020-09-12 05:00:02-03","US","US","2427318","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","paranaensis","Schaueria paranaensis","(Rizzini) A.L.A. Côrtes",NA,"-- Reitz & Klein, --","9813","1960","9","2","South America","Brazil","Santa Catarina",NA,"Monte Crista, Garuva, São Francisco do Sul.",NA,NA,NA,NA,"US02874043","US02874043_01","500",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"35","2020-09-12 05:00:02-03","US","US","2427310","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","paranaensis","Schaueria paranaensis","(Rizzini) A.L.A. Côrtes",NA,"-- Reitz & Klein, --","9837","1960","9","4","South America","Brazil","Santa Catarina",NA,"Monte Crista, Garuva, São Francisco do Sul.",NA,NA,NA,NA,"US02874042","US02874042_01","400",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"36","2020-09-12 05:00:02-03","US","US","2563761","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","paranaensis","Schaueria paranaensis","(Rizzini) A.L.A. Côrtes",NA,"G. Hatschbach & O. Guimarães","14697/40","1966","9","13","South America","Brazil","Paraná",NA,"Est. Parana (Brasil), Mun. Morretes: Estr. Itupava, Rio S. João.",NA,NA,NA,NA,"US02874048","US02874048_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"37","2020-09-12 05:00:02-03","US","US","2550680","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","paranaensis","Schaueria paranaensis","(Rizzini) A.L.A. Côrtes",NA,"R. Reitz","6768","1965","9","18","South America","Brazil","Santa Catarina",NA,"Parque Botânica do Morro Baú.",NA,NA,NA,NA,"US02874045","US02874045_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"38","2021-03-25 13:51:21-03","UNIVILLE","JOI","17510","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","paranaensis","Justicia paranaensis","(Rizzini) Wassh. & L.B.Sm.","Barboza, E.","Engels, M. E.","1579","2013","09","02",NA,"Brasil","Paraná","Guaratuba","Serra do Mar, Linha de transmissão elétrica Curitiba à Joinville.","-48.943056","-25.881944",NA,"Caule castanho. Folhas verdes. Flores alvas. Habito: Arbusto","JOI017510","JOI017510","800","800",NA,NA,NA,"2013","10","02","48º56'35''W","25º52'55''S",NA,NA,NA,NA
"39","2019-10-07 09:15:17-03","UEFS","HUEFS","166098","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Acanthaceae","Schaueria","paranaensis","Schaueria paranaensis","(Rizz.) A.L.A. Côrtes","A.L.A.Côrtes","Côrtes, A.L.","266","2010","10","04",NA,"Brasil","Paraná","Morretes","Marumbi, Estação Marumbi, trilha cemitério do grampos, próx ao rio taquaral","-48.834400177002","-25.476900100708",NA,"Mata Atlântica.","HUEFS0166098","HUEFS0166098","469","469","30514","auto","Asteranae","2015","09",NA,"48W55'81''","25S26'149''",NA,NA,NA,NA
"40","2015-03-13 19:29:29-03","F","FMNH-SEEDPLANTS","V0166099F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Duvernoia","paranaensis","Duvernoia paranaensis",NA,NA,"G. G. Hatschbach & O. A. Guimarães","14697","1966","10",NA,"South America","Brazil","Paraná",NA,"Morretes, Estrada do Itupava, Rio São João",NA,NA,NA,NA,"V0166099F","V0166099F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-03-13 19:29:29-03","F","FMNH-SEEDPLANTS","V0166100F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Duvernoia","paranaensis","Duvernoia paranaensis",NA,NA,"G. G. Hatschbach & O. A. Guimarães","14717","1966","10",NA,"South America","Brazil","Paraná",NA,"Morretes, Cadeado",NA,NA,NA,NA,"V0166100F","V0166100F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-23 11:56:32-03","CEPLAC","CEPEC","121427","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Schaueria","paranaensis","Schaueria paranaensis",NA,"A. L. Côrtes","A. L. Côrtes","266",NA,NA,NA,NA,"Brasil","Paraná","MORRETES",NA,"-48.834400177002","-25.476900100708",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-12 17:00:13-03","UEL","FUEL","28438","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Acanthaceae","Duvernoia","paranaensis","Duvernoia paranaensis","Rizz.","Hatschbach, G","Hatschbach, G; Guimarães, O","14696","1966","09","13",NA,"Brasil","Paraná","Morretes","Est. Itupava R.S. João","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"30514","auto",NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-08-20 14:56:39-03","UFSC","FLOR","1340","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Justicia","paranaensis","Justicia paranaensis","(Rizzini) Wassh. & L.B.Sm.","Hatschbach, G.","Hatschbach, G.; Guimarães, O.","14697","1966","09","13",NA,"Brasil","Paraná","Morretes","Estr. Itupava, Rio S. João.","-48.834400177002","-25.476900100708",NA,"arbusto, flor alva","FLOR0001340","FLOR0001340",NA,NA,"30514","auto",NA,"1966","10",NA,NA,NA,NA,NA,NA,NA
"45","2020-08-20 20:39:15-03","UFSC","FLOR","17512","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Justicia","paranaensis","Justicia paranaensis","(Rizzini) Wassh. & L.B.Sm.","Falkenberg, D.B.","Falkenberg, D.B.","4472","1987","10","17",NA,"Brasil","Santa Catarina","Joinville","Reserva da CELESC, usina Piraí.","-48.8456001281738","-26.3043994903564",NA,"subarbusto, 1,5m altura, pétalas branco-amareladas, 4 sementes na cápsula. 4 sementes na cápsula","FLOR0017512","FLOR0017512",NA,NA,"37150","auto",NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 12:31:29-03","UFRGS","ICN","084747","S","Plantae","Dicotyledon",NA,"Acanthaceae","Justicia","paranaensis","Justicia paranaensis","(Rizzini) Wassh. & L.B. Sm.","Falkenberg, DB","Falkenberg, DB","4472","1987","10","17","América do Sul","Brasil","SC","Joinville","Reserva da CELESC, usina Piraí","-48.8456001281738","-26.3043994903564",NA,"Subarbusto 1,5m altura, pétalas branco-amareladas, 4 sementes na cápsula.; No interior de mata atlântica.","ICN00028272","ICN00028272",NA,NA,"37150","auto",NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA
