"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","imagecode","verbatimLongitude","verbatimLatitude","continentOcean","minimumElevationInMeters","maximumElevationInMeters","order","class","typeStatus","individualCount","relatedCatalogItem","fieldNumber","sex","preparationType"
"11","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","14026",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","G. M. Sousa/28-02-2002",NA,NA,NA,"L. Kollmann; et al","4120","2001","07","10","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Terrestre na meia sombra. Folhas verdes, base preta. Brácteas florais pretas. Fruto laranja.","MBML014026",NA,"MBML014026_1 MBML014026_2","40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","14208",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","L. Kollmann/22-05-2001",NA,NA,NA,"L. Kollmann; et al","3680","2001","05","22","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Epífita na sombra. Frutos verdes. Tegumento do pecíolo cinza. Folhas verdes acinzentados, base pretas.","MBML014208",NA,"MBML014208_1 MBML014208_2","40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","14641",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","L. Kollmann/05-09-2001",NA,NA,NA,"L. Kollmann; et al","4514","2001","09","05","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Inflorescência e frutos verdes. Brácteas florais verdes escuras.","MBML014641",NA,"MBML014641_1 MBML014641_2","40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","15232",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","L. Kollmann/18-09-2001",NA,NA,NA,"L. Kollmann; et al","4620","2001","09","18","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Frutos verdes. Epífita na sombra.","MBML015232",NA,"MBML015232_1 MBML015232_2","40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","16336",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","L. Kollmann/12-03-2002",NA,NA,NA,"L. Kollmann; et al","5630","2002","03","12","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Epífita no sol. Sépalas verdes, pétalas lilás.","MBML016336",NA,"MBML016336","40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","17637",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","L. Kollmann/04-12-2002",NA,NA,NA,"R.R. Vervloet; et al","635","2002","08","01","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Epífita, local ensolarado, folhas verde com base vinho, escapo e brácteas de cor vinho, frutos de cor verde, meia encosta.","MBML017637",NA,"MBML017637_1 MBML017637_2 MBML017637_3","40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","21152",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","A. P. G. de Faria/12-08-2003",NA,NA,NA,"R.R. Vervloet; et al","2537","2003","05","29","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Epífita, escapo de cor vinho, brácteas vinho, frutos de base vinho escuro e ápice verde. Folhas de cor verde com base vinho. Folhas jovens de cor branca. Baixada, dossel 18m.","MBML021152",NA,"MBML021152_1 MBML021152_2","40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","21787",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","L. Kollmann/27-12-2003",NA,NA,NA,"L. Kollmann; et al","6334","2003","12","27","Brasil","Espírito Santo","Santa Maria de Jetibá","Caramuru","-40.676944","-20.096389",NA,"Epífita caida. Frutos amarelos.","MBML021787",NA,"MBML021787_1 MBML021787_2","40W40'37","20S5'47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","21872",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","L. Kollmann/19-08-2003",NA,NA,NA,"L. Kollmann; et al","6266","2003","08","19","Brasil","Espírito Santo","Santa Maria de Jetibá","Belem, Terreno de Paulo Seick","-40.697222","-20.043333",NA,"Epífita a 10m do solo no sol. Inflorescência seca.","MBML021872",NA,"MBML021872_1 MBML021872_2","40W41'50","20S2'36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","24060",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","G. M. Sousa",NA,NA,NA,"G. M. Sousa; et al","473","2001","03","08","Brasil","Espírito Santo","Cariacica","Rebio de Duas Bocas","-40.479167","-20.272778",NA,"Epífita. Escapo 60cm compr. Brácteas vináceas. Frutos maduros castanhos.","MBML024060",NA,"MBML024060_1 MBML024060_2","40W28'45","20S16'22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","25793",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","L. Kollmann/26-04-2006",NA,NA,NA,"L. Kollmann; et al","8864","2006","04","26","Brasil","Espírito Santo","Santa Teresa","Penha, Mata do Tabajara","-40.556389","-19.951389",NA,"Epífita na sombra. Frutos verdes.","MBML025793",NA,"MBML025793_1 MBML025793_2","40W33'23","19S57'5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","30713",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9789","2007","05","17","Brasil","Espírito Santo","São Roque do Canaã","Pedra dos Três Carneiros","-40.739444","-19.760833",NA,"Planta terrestre na meia sombra. Espiga seca.","MBML030713",NA,"MBML030713","40W44'22","19S45'39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","30983",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,"R.R. Vervloet; V. Demuner, E. Bausen","3110","2007","08","01","Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416389","-19.248889",NA,"Epífita, folhas com a base de cor vinho, apice de cor verde. Brácteas escapais de cor vinho. Infrutescência de cor vermelha.","MBML030983",NA,"MBML030983_1 MBML030983_2 MBML030983_3","40W24'59","19S14'56",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","42636",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","T.S. Coser/07-06-2011",NA,NA,NA,"T.S. Coser; V.B. Sarnaglia-Junior & M.S. Wangler","465","2011","06","07","Brasil","Espírito Santo","Colatina","Estrada de terra para Itaguaçu. Torre TV Pontal. Afloramento rochoso nas adjacências","-40.816111","-19.596667",NA,"Planta terrestre. Folhas verdes. Infrutescência passada","MBML042636",NA,"MBML042636_1 MBML042636_2","40W48'58","19S35'48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","8388",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","Elton M. C. Leme/X-1999",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","405","1998","08","19","Brasil","Espírito Santo","Santa Teresa","Penha, Sítio do Zurlo","-40.534444","-19.950556",NA,"Mata de encosta. Epífita 8m. Frutos verdes.","MBML008388",NA,"MBML008388_1 MBML008388_2","40W32'4","19S57'2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","937",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","G. Martinelli/14-03-1988",NA,NA,NA,"H. Q. Boudet Fernandes","1134","1985","05","09","Brasil","Espírito Santo","Santa Teresa","Torre receptora de TV","-40.603611","-19.948611",NA,"Terrestre, 1,8 de altura, com inflorescência seca, ciófila, capoeira.","MBML000937",NA,"MBML000937","40W36'13","19S56'55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","9676",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","G. M. Souza/IV-2001",NA,NA,NA,"L. Kollmann; E. Bausen","1605","1999","01","19","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Prop. Dr. Pedro","-40.581667","-19.950278",NA,"Terrestre na sombra. Flores brancas.","MBML009676",NA,"MBML009676_1 MBML009676_2 MBML009676_3","40W34'54","19S57'1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","9783",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","Elton M. C. Leme/X-1999",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","2321","1999","03","30","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Epífita a 2m. Folhas verdes acinzentadas por baixo. Flores rosas. Bracteas verdes.","MBML009783",NA,"MBML009783_1 MBML009783_2","40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","16657",NA,"Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Smith","J. R. Santos/L. Kollmann-2002",NA,NA,NA,"J. R. Santos; et al","10","2001","05","06","Brasil","Espírito Santo","Santa Maria de Jetibá","São José do Rio Claro","-40.626944","-20.35",NA,"Mata baixa de encosta. Epífita encontrada em árvore caída. Bainha foliar marrom. Lâmina foliar verde escuro. Brácteas escapais marrom com ápice verde. Ápice do pedúnculo com revestimento acinzentado. Espiga com frutos verdes.","MBML016657",NA,"MBML016657_1 MBML016657_2","40W37'37","20S20'60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 11:55:08-03","UFPE","UFP","79426","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Sm.",NA,NA,NA,NA,"Maciel, JR; Amorim, BS","1871","2014","03","19","Brasil","Espírito Santo","Santa Teresa",NA,"-40.528611","-19.974444",NA,"Epífita. Roseta crateriforme com 20-30 folhas. Bainha marrom, oval 12-15 cm larg. Frutos alaranjados.; Floresta Atlântica.","UFP079426",NA,NA,"-40.528611","-19.974444",NA,NA,NA,"Pales",NA,NA,NA,NA,NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","1909812","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B. Sm.",NA,NA,NA,NA,"M. B. Foster & R. C. Foster","831","1940","8","8","Brazil","Espírito Santo",NA,"Santa Teresa.",NA,NA,NA,NA,"US00091463",NA,"US00091463_01",NA,NA,"South America - Neotropics",NA,NA,"Bromeliales","Monocotyledonae","Isotype","1",NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","2144018","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B. Sm.",NA,NA,NA,NA,"M. B. Foster & R. C. Foster","831","1940","8","5","Brazil","Espírito Santo",NA,"Santa Teresa",NA,NA,NA,"Photograph and fragmentary material of [holo]type specimen ex Gray Herb. Sheet 1 but no corresponding sheet 2 found.","US01013560",NA,"US01013560_01",NA,NA,"South America - Neotropics",NA,NA,"Bromeliales","Monocotyledonae","Isotype","1",NA,NA,NA,NA
"33","2020-07-23 12:00:41-03","CEPLAC","CEPEC","104829","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea",NA,"G. M. Sousa",NA,NA,NA,"G. M. Sousa","481","2001","03","10","Brasil","Espírito Santo","SANTA TERESA","Reserva Biológica de Santa Lúcia.","-40.529444","-19.9825",NA,NA,NA,NA,NA,"40W31'46","19S58'57",NA,NA,NA,NA,NA,NA,NA,"30/12/2001",NA,NA,NA
"34","2019-11-21 10:02:25-03","IBt","SP","374481","S","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Sm.","Sousa, GM","2002","02","27","Sousa, GM; Konno, T; Kollmann, L","500","2002","02","27","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia","-40.529444","-19.9825",NA,NA,"SP050155",NA,"SP050155","-40.529444","-19.9825",NA,"640","640",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 10:02:25-03","IBt","SP","374507","S","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Sm.","Sousa, GM",NA,NA,NA,"Sousa, GM; et al.","481","2001","03","10","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia","-40.529444","-19.9825",NA,NA,"SP050152",NA,"SP050152","-40.529444","-19.9825",NA,"640","640",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 10:02:25-03","IBt","SP","374512","S","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Sm.","Sousa, GM",NA,NA,NA,"Sousa, GM; et al.","473","2001","03","08","Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas, Trilha de acesso a fazenda Dr. Paulo.","-40.531944","-20.291111",NA,NA,"SP050154",NA,"SP050154","-40.531944","-20.291111",NA,"747","747",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 10:02:25-03","IBt","SP","44740","S","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Sm.","Smith, LB","1952","02",NA,"Foster, MB; Foster, R","831","1940","08","05","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617","23813",NA,"SP001735","auto","SP001735",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA
"38","2019-11-21 10:02:25-03","IBt","SP","44740a","Extra","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Sm.","Smith, LB","1952","02",NA,"Foster, MB; Foster, R","831","1940","08","05","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617","23813",NA,"SP001736","auto","SP001736",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA
"39","2019-11-21 10:02:25-03","IBt","SP","374526","S","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Sm.","Sousa, GM","2001",NA,NA,"Kollmann, L; Bausen, E; Pizziolo, W","4120","2001","07","10","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia, Riacho Valsugana Velha.","-40.6002998352051","-19.9356002807617","23813",NA,"SP050150","auto","SP050150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 10:02:25-03","IBt","SP","374535","S","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Sm.","Sousa, GM","2001","04",NA,"Demuner, V; Bausen, E; Pizziolo, W","879","2000","03","29","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia, Trilha bonita.","-40.6002998352051","-19.9356002807617","23813",NA,"SP050151","auto","SP050151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-08 08:52:32-03","IBt","SP","374528","S","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Sm.","Leme, EMC","1999","10",NA,"Kollmann, L; Bausen, E; Pizziolo, W","2321","1999","03","30","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia, Valsugana Velha.","-40.6002998352051","-19.9356002807617","23813",NA,"SP050153","auto","SP050153",NA,NA,NA,"650","650",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:02:25-03","IBt","SP","374537","S","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Sm.","Sousa, GM","2001","04",NA,"Kollmann, L; Fraga, CN","2850","2000","04","13","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia, Valsugana Velha. Lado esquerdo da trilha do Sagui.","-40.6002998352051","-19.9356002807617","23813",NA,"SP050149","auto","SP050149",NA,NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 10:02:25-03","IBt","SP","374471","S","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Sm.","Sousa, GM","2000","02","16","Sousa, GM; et al.","317","2000","02","16","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia, Valsugana Velha. Trilha principal.","-40.6002998352051","-19.9356002807617","23813",NA,"SP050156","auto","SP050156",NA,NA,NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:02:25-03","IBt","SP","374471a","Extra","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L.B.Sm.","Sousa, GM","2000","02","16","Sousa, GM; et al.","317","2000","02","16","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia, Valsugana Velha. Trilha principal.","-40.6002998352051","-19.9356002807617","23813",NA,"SP050157","auto","SP050157",NA,NA,NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA
"45","2010-08-16 16:42:22-03","GH","HU-HERB","GH 00028988","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L. B. Smith",NA,NA,NA,NA,"M. B. Foster & R. Foster","831","1940","8","5","Brazil","Espirito Santo",NA,"Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Holotype",NA,NA,"831","undetermined","Sheet"
"46","2010-08-16 16:42:31-03","GH","HU-HERB","GH 00028989","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","castanea","Aechmea castanea","L. B. Smith",NA,NA,NA,NA,"M. B. Foster & R. Foster","831","1940","8","5","Brazil","Espirito Santo",NA,"Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Holotype",NA,NA,"831","undetermined","Sheet"
