"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","county","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"333","2020-12-21 16:25:52-03","MBM","MBM","108932","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) Irwin & Barneby","Mcvaugh, R.","Anderson, W.R.","12725",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,NA,NA,NA,NA,"MBM108932","MBM108932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2020-12-21 16:25:52-03","MBM","MBM","127732","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) Irwin & Barneby","Barneby, R.","Solomon, J.C.","12225",NA,NA,NA,"Southern America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"MBM127732","MBM127732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2020-12-21 16:25:52-03","MBM","MBM","245792","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) Irwin & Barneby","Flores, G.","Alvarez, D.","644",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,NA,NA,NA,NA,"MBM245792","MBM245792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2020-12-21 16:25:52-03","MBM","MBM","156987","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","brasiliensis","Chamaecrista glandulosa brasiliensis","(VogelVogel) IrwinIrwin & Barneby & Barneby","Barneby, R.","Carvalho, A.M. de; et al.; et al.","3801",NA,NA,NA,"Southern America","Brazil","Bahia","15km na estrada de Vitória da Conquista a Ilhéus","-40.8394012451172","-14.8661003112793",NA,NA,NA,"MBM156987","MBM156987",NA,"Vitória da Conquista",NA,NA,NA,NA,"70493","auto",NA,NA,NA,NA,NA,NA,NA
"337","2020-12-21 16:25:52-03","MBM","MBM","28193","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","brasiliensis","Chamaecrista glandulosa brasiliensis","(VogelVogel) IrwinIrwin & Barneby & Barneby","Burkart, A.","Hatschbach, G.","3591",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda do Nho Ó","-50.7411003112793","-23.7275009155273",NA,NA,NA,"MBM028193","MBM028193",NA,"São Jerônimo da Serra",NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
"338","2020-12-21 16:25:52-03","MBM","MBM","287970","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","brasiliensis","Chamaecrista glandulosa brasiliensis","(VogelVogel) IrwinIrwin & Barneby & Barneby","Pinheiro, R.D.","Braga, J.M.A.; et al.; et al.","7205","2003","05","27","Southern America","Brazil","Rio de Janeiro","Parque Municipal da Prainha","-43.2075004577637","-22.9027996063232",NA,NA,NA,"MBM287970","MBM287970",NA,"Rio de Janeiro",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"339","2020-12-21 16:25:52-03","MBM","MBM","108932","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) Irwin & Barneby","Mcvaugh, R.","Anderson, W.R.","12725",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,NA,NA,NA,NA,"MBM108932","MBM108932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-12-21 16:25:52-03","MBM","MBM","127732","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) Irwin & Barneby","Barneby, R.","Solomon, J.C.","12225",NA,NA,NA,"Southern America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"MBM127732","MBM127732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2020-12-21 16:25:52-03","MBM","MBM","245792","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) Irwin & Barneby","Flores, G.","Alvarez, D.","644",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,NA,NA,NA,NA,"MBM245792","MBM245792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2015-11-07 04:05:00-02","MNHN","RECOLNAT_MNHN_P","P00680389","PreservedSpecimen",NA,NA,NA,"Fabaceae","Cassia","glandulosa",NA,"Cassia glandulosa","L.","Barneby","[Ferreira ?], [A.R.]",NA,NA,NA,NA,NA,"Brésil",NA,"s.l.",NA,NA,NA,"hb","Apporté de Lisbonne par M.Geoffroy, 1810 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00680389' target='other'> <mi>dwc_moreinfo</mi></a>","P00680389","P00680389_01 P00680389_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2015-10-21 04:08:32-02","MNHN","RECOLNAT_MNHN_P","P00836026","PreservedSpecimen",NA,NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene","Barneby","Wurdack, J.J.|Monachino, J.V.",NA,"1955","12","18",NA,"Venezuela",NA,"Estado Bolivar, Island in Rio Orinoco between Puerto Paez and Orupe",NA,NA,"80","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836026' target='other'> <mi>dwc_moreinfo</mi></a>","P00836026","P00836026_01",NA,NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,"The New York Botanical Garden Middle Orinoco Expedition 1955-1956/39975",NA,NA
"344","2014-04-08 15:09:06-03","MNHN","RECOLNAT_MNHN_P","P00836027","PreservedSpecimen",NA,NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene","Barneby","Bonpland, A.J.A.",NA,NA,NA,NA,NA,"Venezuela",NA,"Orinoco",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836027' target='other'> <mi>dwc_moreinfo</mi></a>","P00836027","P00836027_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2015-10-21 00:30:13-02","MNHN","RECOLNAT_MNHN_P","P00836028","PreservedSpecimen",NA,NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene",NA,"Bonpland, A.J.A.|Humboldt von, F.W.",NA,NA,NA,NA,NA,"Colombie",NA,"s.loc.",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836028' target='other'> <mi>dwc_moreinfo</mi></a>","P00836028","P00836028_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1780",NA,NA
"346","2011-12-06 11:42:34-02","MNHN","RECOLNAT_MNHN_P","P00836029","PreservedSpecimen",NA,NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene",NA,"Bonpland, A.J.A.|Humboldt von, F.W.",NA,NA,NA,NA,NA,"Colombie",NA,"s.loc.",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836029' target='other'> <mi>dwc_moreinfo</mi></a>","P00836029","P00836029_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1780",NA,NA
"347","2015-10-21 03:21:58-02","MNHN","RECOLNAT_MNHN_P","P00836047","PreservedSpecimen",NA,NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene",NA,"Maguire, B.|Wurdack, J.J.|Bunting, G.S.",NA,"1953","11","7",NA,"Venezuela",NA,"East of hotel Amazonas, Pto. Ayacucho",NA,NA,"100","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836047' target='other'> <mi>dwc_moreinfo</mi></a>","P00836047","P00836047_01",NA,NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36035",NA,NA
"348","2020-12-11 11:35:48-03","UFMG","BHCB","8867","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","Greene",NA,"Andrade, PM de; Lopes, MA","s.n.","1985","02","25","Southern America","Brasil","Minas Gerais","UCAT. Cascalheira","-43.7144012451172","-19.1688995361328","850",NA,"Herbáceo, flores amarelas e fruto verde.; Cerrado, campo sujo.","BHCB013038",NA,NA,"Santana do Riacho","850","2015","05","03","26557","auto",NA,NA,NA,NA,NA,NA,NA
"349","2021-03-24 17:17:01-03","UFMA","MAR","2787","S","Plantae",NA,NA,"Fabaceae","Cassia","glandulosa",NA,"Cassia glandulosa","(Vogel) H.S.Irwin & Barneby",NA,"CABRAL. C; GIRNOS. E",NA,"1988","07","28",NA,"Brasil","Maranhão","Praia do Calhau","-44.302778","-2.529722",NA,NA,NA,NA,NA,NA,"São Luís",NA,NA,NA,NA,NA,NA,NA,NA,"44º18'10W","02º31'47S",NA,NA,NA
"350","2010-02-09 09:02:00-02","MO","MOBOT","100249230","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Cassia","glandulosa",NA,"Cassia glandulosa","L.","Foster's catalog notes file","Otto Buchtien","Buchtien 778","1917","12",NA,"South America","Bolivia","La Paz","Milluguaya","-67.6077778","-16.3380555","900.00000000",NA,NA,NA,NA,NA,"Nor Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"351","2010-03-09 13:55:00-03","MO","MOBOT","100259429","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Cassia","glandulosa",NA,"Cassia glandulosa","L.","Foster's Catalog Note File","G. Mandon","Mandon 752","1848",NA,NA,"South America","Bolivia","La Paz","vic Sorata; Mt. Quincocirea, Challppampa, etc.",NA,NA,"2600.00000000",NA,NA,NA,NA,NA,"Larecaja","2700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"352","2009-06-25 13:34:00-03","MO","MOBOT","2222196","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Cassia","glandulosa",NA,"Cassia glandulosa","L.",NA,"Paul C. Hutchison|J. Kenneth Wright","Hutchison 6833","1964","10","9","South America","Peru","Amazonas","Km 320 (Olmos - Rioja), 17 km above Pte. Ingenio on road to Pomacocha.",NA,NA,"1750.00000000",NA,NA,NA,NA,NA,"Bongará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"657",NA,NA
"353","2008-05-27 22:02:00-03","MO","MOBOT","3239720","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S. Irwin & Barneby","R. Barneby","Wendell H. Camp","Camp E-3129","1945","5","7","South America","Ecuador","Chimborazo","Cañon of the rio Chanchan near Huigra. (mostly scrub-chaparral, with a few seepages and small swamps along the river.)","-79.1333333","-2.2833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2011-06-15 10:46:00-03","MO","MOBOT","3239044","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S. Irwin & Barneby","Liesner","Hermes Cuadros V.|Alwyn H. Gentry","Cuadros Villalobos 3565","1987","5","1","South America","Colombia","La Guajira","Serrania de Perija, Cerro Pintado","-72.9328","10.3989","2600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2019-03-15 04:35:00-03","MO","MOBOT","100238181","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene","R. López & N. Salinas (LPB)","Norma Salinas","Salinas Revilla 2917","1994","10","29","South America","Bolivia","La Paz","Comunidad Khora-Charrupampa, cuenca del rio Miguillas.","-67.3333333","-16.6666667","1340.00000000",NA,NA,NA,NA,NA,"Inquisivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"356","2015-03-02 15:11:00-03","MO","MOBOT","100549306","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene","RBU","Rainer W. Bussmann|Narel Paniagua Zambrana|Carlos Vega Ocaña","Bussmann 17728","2012","11","8","South America","Peru","La Libertad","Distr. Longotea, dolomite outcrops with cloud forest close to San Vicente.","-77.9249445","-6.9945277","709.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125","1",NA
"357","2012-04-12 05:10:00-03","MO","MOBOT","1755189","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene","M. Rico Arce","Alfredo F. Fuentes|et al.","Fuentes Claros 4594","2002","6","26","South America","Bolivia","La Paz","Parque Nacional Madidi, quebrada Jatun Chiriuno, 31 km en linea recta al este de Apolo por el camino a San José de Uchupiamonas, trayecto de 1 km hacia el este. Bosque yungueño termo-mesotropical pluviestacional húmedo; con Podocarpus oleifolius, Melastomataceae spp y Lauraceae spp; y matorrales secundarios con Chusquea, Pteridium arachnoideum y Ericaceae","-68.2327778","-14.5","1850.00000000",NA,NA,NA,NA,NA,"Franz Tamayo","1950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-23","6",NA
"358","2012-04-12 05:10:00-03","MO","MOBOT","1755586","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene","M. Rico Arce","Alfredo F. Fuentes|et al.","Fuentes Claros 4929","2002","7","10","South America","Bolivia","La Paz","Parque Nacional Madidi, Mamacona, 38 km en linea recta al este de Apolo por el camino a San José de Uchupiamonas; trayecto de 7.5 km entre Mamacona y campamento Jatun Chiriuno. Bosque yungueño termo-mesotropical pluviestacional húmedo, con Podocarpus oleifolius, Alchornea spp, Melastomataceae spp y Lauraceae spp; en partes matorrales, pajonales y arbustedas secundarios, producto de quemas, con Chusquea, Melastomataceae, Asteraceae, Pteridium arachnoideum y Ericaceae. Terreno montañoso","-68.18472","-14.45916","1700.00000000",NA,NA,NA,NA,NA,"Abel Iturralde","2100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-29","2",NA
"359","2017-04-19 16:01:00-03","MO","MOBOT","1853389","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene","A. Fuentes (USZ)","Carla Maldonado|Tatiana B. Miranda|F. Canqui|Remberto Alvarez","Maldonado Goyzueta 3128","2002","10","8","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Madidi. Senda Apolo-San José de Uchupiamonas, último arroyo antes de río Huacataya.","-68.2983333","-14.5244445","1958.00000000",NA,NA,NA,NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-56","1",NA
"360","2020-07-15 09:04:00-03","MO","MOBOT","1858033","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene","A. Fuentes (USZ)","Renate Seidel|et al.","Seidel 9312","2002","8","12","South America","Bolivia","La Paz","Parque Nacional Madidi, sobre el camino de Apolo a San Jose de Uchupiamonas, cerca Mamacona, cancha debajo de Mamacona","-68.1794445","-14.4547222","1550.00000000",NA,NA,NA,NA,NA,"Abel Iturralde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-39","1",NA
"361","2020-08-20 22:25:00-03","MO","MOBOT","1898227","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene","A. Fuentes (USZ)","F. Canqui|E. Alvarez|José Tito","Canqui Magne 348","2003","4","25","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Madidi, Senda Apolo-San José de Uchupiamonas, camino a piñalito.","-68.3247223","-14.5383333","2239.00000000",NA,NA,NA,NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-15","1",NA
"362","2014-11-15 05:40:00-02","MO","MOBOT","2737066","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene",NA,"Isau Huamantupa|M. Ninanzuro","Huamantupa Chuquimaco 4266","2004","3","19","South America","Peru","Cusco","Dist. Santa Teresa, Chaupiorcco, Bosque Seco.","-72.61944","-13.09333","1630.00000000",NA,NA,NA,NA,NA,"La Convención",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"363","2012-04-12 05:10:00-03","MO","MOBOT","2761731","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene","Carolina Romero (MO)","Alfredo F. Fuentes|et al.","Fuentes Claros 9102","2005","6","29","South America","Bolivia","La Paz","Parque Nacional Madidi, entre Carjata y rio Yana Lomas. Bosques con Juglans boliviana, sabanas y matorrales subandino superior estacionales. Plantas alcoholizadas.","-68.9","-14.57","1700.00000000",NA,NA,NA,NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-85","5",NA
"364","2008-05-27 22:02:00-03","MO","MOBOT","3234385","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene","Cuello","Nidia Cuello","Cuello A. 433","1989","1","20","South America","Venezuela","Amazonas","Dpto. Atures. Bosque Medio en peniplanicie en el sector El Porvenir a 54 km al S de Pto. Ayacucho por la carretera hacia Samariapo.","-67.75","5.33333","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2009-11-30 17:06:00-02","MO","MOBOT","3234609","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene","R. Barneby","Jorge Araque Molina|Fred A. Barkley","Araque Molina 18Va241","1948","11","27","South America","Colombia","Vaupés","En suelos ricos pero áridos en grietas de una roca enorme de granito a un lado del río Atabapo",NA,NA,"2580.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2009-10-19 10:08:00-02","MO","MOBOT","3235315","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene","R. Barneby","Francis W. Pennell","Pennell 2702","1917","11","28","South America","Colombia","Cundinamarca","Forest above.",NA,NA,"1800.00000000",NA,NA,NA,NA,NA,"Fusagasugá","2300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2012-06-06 05:06:00-03","MO","MOBOT","3313641","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene",NA,"Lourdes Rico A.|T. Windsor-Shaw|A. McRobb|Luzmila Arroyo P.|C. Roth","Rico Arce 1425","2003","2","27","South America","Bolivia","Santa Cruz","Nuflo de Chavez, near San Javier, on the way to Concepcion. Cerrado forest with Caryocar, Curatella and Qualea grandiflora among others. Red sandy soil covered with several species of grass and legumes.","-62.50694","-16.4","477.00000000",NA,NA,NA,NA,NA,"Nuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2008-05-27 22:02:00-03","MO","MOBOT","3337713","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene",NA,"Isau Huamantupa","Huamantupa Chuquimaco 7723","2006","5","19","South America","Peru","Cusco","Dist. Mollepata, camino a Cunyac, Bosque seco","-72.51861","-13.525","2710.00000000",NA,NA,NA,NA,NA,"Anta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"369","2017-07-13 05:17:00-03","MO","MOBOT","86672","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa",NA,"Chamaecrista glandulosa","(L.) Greene","J.C. Solomon","Fernando O. Zuloaga|Marcelo D. Vázquez Á.","Zuloaga 1724","1981","11","17","South America","Bolivia","La Paz","Zongo.","-68.05","-16.08333",NA,NA,NA,NA,NA,NA,"Murillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"370","2015-09-25 06:24:00-03","MO","MOBOT","3236740","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","andicola","Chamaecrista glandulosa andicola","H.S. Irwin & Barneby","R. Barneby","René Chávez A.","Chávez Alfaro 3374","1975","12","17","South America","Peru","Apurimac","Curahuasi. Laderas secas",NA,NA,"2550.00000000",NA,NA,NA,NA,NA,"Abancay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2013-07-28 05:59:00-03","MO","MOBOT","1234218","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","andicola","Chamaecrista glandulosa andicola","H.S. Irwin & Barneby","R.C. Barneby (NY)","Gunnar Wilhelm Harling|Lennart Andersson","Harling 14118","1974","4","30","South America","Ecuador","Loja","Road Loja-Zaruma, between San Pedro and Chinches, dry grass steppe and scrub.","-79.41666","-3.96666","1900.00000000",NA,NA,NA,NA,NA,NA,"2200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2013-03-08 17:52:00-03","MO","MOBOT","2682177","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","andicola","Chamaecrista glandulosa andicola","H.S. Irwin & Barneby","Lewis, G.P. (K)","Jens E. Madsen|Carlos Chimbo","Madsen 7889","2001","5","4","South America","Ecuador","Loja","Rd. Catamayo - Catacocha, app. 2 km W of San Pedro de Bendite. Steep slope along ravine with succulents and xerophytic plants.","-79.44305","-3.9575","1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2009-10-12 20:47:00-03","MO","MOBOT","3237019","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","andicola","Chamaecrista glandulosa andicola","H.S. Irwin & Barneby","R. Barneby","Harvey E. Stork|Ovid B. Horton","Stork 10914","1939","3","13","South America","Peru","Huancavelica","5 m. east of Mejorada; gravelly banks bound by clay.",NA,NA,"2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2008-05-27 22:02:00-03","MO","MOBOT","97439","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","andicola","Chamaecrista glandulosa andicola","H.S. Irwin & Barneby","R. Barneby (NY)","E. Alayo B.","Alayo B. 203","1990","2","26","South America","Peru","La Libertad","Quebrada Aserradora - Pataz.",NA,NA,"2500.00000000",NA,NA,NA,NA,NA,"Pataz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2009-08-04 16:54:00-03","MO","MOBOT","2720290","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","andreana","Chamaecrista glandulosa andreana","(Britton & Killip) H.S. Irwin & Barneby","R. Barneby","Francis W. Pennell","Pennell 2749","1917","11","30","South America","Colombia","Cundinamarca","Loam.",NA,NA,"1000.00000000",NA,NA,NA,NA,"Isotype","Pandi","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2009-10-25 11:45:00-02","MO","MOBOT","2116732","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","balsasana","Chamaecrista glandulosa balsasana","H.S. Irwin & Barneby","R. Barneby","Paul C. Hutchison|J. Kenneth Wright","Hutchison 5428","1964","5","29","South America","Peru","Cajamarca","Balsas, opposite town, banks of Río Marañon.","-78.01666","-6.83333","800.00000000",NA,NA,NA,NA,"Isotype","Celendin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"459","1",NA
"377","2012-04-27 14:14:00-03","MO","MOBOT","100258949","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","brasiliensis","Chamaecrista glandulosa brasiliensis","(Vogel) H.S. Irwin & Barneby","Carolina Romero","T. Herzog","Herzog 2493","1911","11",NA,"South America","Bolivia",NA,"Teneria",NA,NA,"3000.00000000",NA,NA,NA,NA,NA,NA,"3200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"378","2008-05-27 22:02:00-03","MO","MOBOT","3235708","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","brasiliensis","Chamaecrista glandulosa brasiliensis","(Vogel) H.S. Irwin & Barneby","R. Barneby","Edmundo Pereira","Pereira 4511","1959","2","24","South America","Brazil","Rio de Janeiro","Estado da Guanabara, restinga de Jacarepaguá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2008-05-27 22:02:00-03","MO","MOBOT","3236096","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","brasiliensis","Chamaecrista glandulosa brasiliensis","(Vogel) H.S. Irwin & Barneby","R. Barneby","A. Carvalho","Carvalho 3801","1992","2","19","South America","Brazil","Bahia","Município de Vitória da Conquista. Ramal a 15 km na estrada de Vitória da Conquista á Ilhéus. Mata De Cipó.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2011-03-01 12:21:00-03","MO","MOBOT","3234899","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","crystallina","Chamaecrista glandulosa crystallina","H.S. Irwin & Barneby","Liesner","R. Romero Castañeda","Romero Castañeda 1254","1948","11",NA,"South America","Colombia",NA,"In Maviso, comisaria del Vaupes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2010-01-01 17:08:00-02","MO","MOBOT","3235313","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","glandulosa","crystallina","Chamaecrista glandulosa crystallina","H.S. Irwin & Barneby","Liesner","Bassett Maguire|John J. Wurdack|George S. Bunting","Maguire 35888","1953","10","20","South America","Venezuela","Bolívar","Occasional on southeast slope of Cerro Bolivar just below Rubble Area XVII.",NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
