"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","barcode","identifiedBy","typeStatus","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","imagecode","class","order","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","individualCount","verbatimLongitude","verbatimLatitude","previousCatalogNumber"
"11","2014-10-14 15:56:23-03","BS","M","M-0029958","S","Plantae","Magnoliophyta","Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Martius, C.F.P. von",NA,NA,"Brasil","M0029958",NA,"SYNTYPE",NA,NA,NA,NA,NA,"Habitat in campis territorii adamantum (Serro Frio); Provinciae M. G.",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2014-10-14 15:56:23-03","BS","M","M-0029959","S","Plantae","Magnoliophyta","Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Martius, C.F.P. von",NA,NA,"Brasil","M0029959",NA,"SYNTYPE",NA,NA,NA,NA,NA,"Habitat in campis editis Serro Frio; Provinciae M. G.",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2014-10-14 15:56:23-03","BS","M","M-0029960","S","Plantae","Magnoliophyta","Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Martius, C.F.P. von",NA,NA,"Brasil","M0029960",NA,"ISOSYNTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2014-10-14 15:56:23-03","BS","M","M-0029961","S","Plantae","Magnoliophyta","Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Martius, C.F.P. von",NA,NA,"Brasil","M0029961",NA,"ISOSYNTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:14:12-03","MBM","MBM","145868","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Tenório, E.C.","781520","Southern America","Brazil","MBM145868","Nakajima, J.",NA,"1978","04","24","Minas Gerais","Datas","À margem da estrada Datas - Diamantina, a 28km de Diamantina","-43.6557998657227","-18.4456005096436","23532","Pétalas amareladas.; Campo limpo, com numerosos afloramentos de quartzitos.","auto",NA,NA,NA,"2019","07",NA,NA,"1460","1460",NA,NA,NA,NA,NA,NA
"16","2016-10-13 15:14:07-03","MNHN","RECOLNAT_MNHN_P","P02514627","PreservedSpecimen",NA,NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Glaziou, A.",NA,NA,"Brasil","P02514627",NA,NA,NA,NA,NA,"Minas Gerais",NA,"(Minas) Itacolomy",NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02514627' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"P02514627_01",NA,NA,NA,NA,NA,NA,NA,NA,"15081 a","hb",NA,NA,NA,NA
"17","2020-12-11 11:32:18-03","UFMG","BHCB","55811","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Magalhães, GM","1054","Southern America","Brasil","BHCB043348",NA,NA,"1942","01","18","Minas Gerais","Ouro Preto","Serra de Lavras Novas","-43.5080986022949","-20.2875003814697","44599","Muito frequente.; Arbusto 1m. Flor amarela.; Entre rochas.","auto","BHCB043348",NA,NA,"2000","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-11 11:32:18-03","UFMG","BHCB","55810","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Magalhães, GM","1183","Southern America","Brasil","BHCB043347",NA,NA,"1942","01","28","Minas Gerais","Ouro Preto","Serra do Itatiaia","-43.5080986022949","-20.2875003814697","44599","Muito frequente.; Arbusto 0,6m. Flor amarela.; Vale no campo.","auto","BHCB043347",NA,NA,"1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:32:18-03","UFMG","BHCB","55547","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Barreto, HLM","4094","Southern America","Brasil","BHCB043346",NA,NA,"1933","01","18","Minas Gerais","Belo Horizonte","Serra do Taquaril","-43.937801361084","-19.9207992553711","17082","Pouco frequente.; Arbustivo 0,5m. Flor amarela.; Canga.","auto","BHCB043346",NA,NA,"1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-02-19 04:30:00-03","MO","MOBOT","100760087","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","C.F.P. Martius","Martius 825","South America","Brazil",NA,NA,"Syntype",NA,NA,NA,NA,NA,"[Martii Herbar. Florae Brasil. No. 825]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US","1803454","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker in Mart.","P. Claussen","--","South America - Neotropics","Brazil","US00385770",NA,"Type material","1840","8",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"US00385770_01","Dicotyledonae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US","3396205","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker in Mart.","M. Magalhães","1054","South America - Neotropics","Brazil","US01765858",NA,NA,"1942","1","18",NA,NA,"Mello Barreto, Serra de Lavras Novas, Municipio Ouro Preto",NA,NA,NA,NA,NA,"US01765858_01","Dicotyledonae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US","3695105","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker in Mart.","B. Loeuille, C. Siniscalchi & M. Martucci","819","South America","Brazil","US01863349",NA,NA,"2013","3","6","Minas Gerais",NA,"Diamantina: Estrada para Mendanha, km 585. Caminho dos escravos.",NA,NA,NA,NA,NA,"US01863349_01","Dicotyledonae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"24","2020-09-12 05:00:02-03","US","US","2124148","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker in Mart.","M. Magalhães","1183","South America - Neotropics","Brazil","US01765859",NA,NA,"1942","1","28","Minas Gerais",NA,"Serra do Itatiaia, municipio de Ouro Preto",NA,NA,NA,NA,NA,"US01765859_01","Dicotyledonae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"25","2021-03-15 18:25:35-03","USP","SPF","216025","PreservedSpecimen","Plantae",NA,"Asteraceae","Wedelia","reticulata","Wedelia reticulata","(Baker) B.L.Turner","Loeuille, B","819",NA,"Brasil","SPF00216025","Robinson, HE",NA,"2013","03","06","Minas Gerais","Diamantina","Estrada para Mendanha, km 585. Caminho dos escravos.","-43.6002998352051","-18.2493991851807","101169","Arbusto até 1,5 m. Flores amarelas, anteras negras.; Campo rupestre.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-09-04 19:37:38-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Aspilia","reticulata","Aspilia reticulata",NA,NA,NA,"South America","Brazil",NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-01-25 15:34:08-02","IAC","IAC","1518","S","Plantae",NA,"Asteraceae","Wedelia","reticulata","Wedelia reticulata","DC.","H.F. Pittier","s/nº",NA,"Venezuela",NA,"H.F. Pittier",NA,"1936","06","15","Aragua","Santiago Mariño","Ingomar","-67.47778","10.23778",NA,"obtido através de W.R. Maxon em18/11/1936",NA,NA,NA,NA,"1936","06","15",NA,NA,NA,NA,NA,NA,"-67.47778","10.23778",NA
"28","2016-08-23 10:58:48-03","NHMLondon","NHM-LONDON-BOT","BM000797374","S","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Carl Friedrich Philipp von Martius; b.1794; d.1868; Mart.","825",NA,"Brasil",NA,"João Ubiratan Moreira dos Santos; b.1949; J.U.M.Santos","Isolectotype",NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/c3fcbf0e6414094e807a22fca67b80cff7f93427/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"1987","03","20",NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109","NHMUK:ecatalogue:4990154"
"29","2019-05-06 11:52:31-03","UFU","HUFU","71452","S","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Fontelas, J.C.; Silva, E.P.; Gobbo, M.S.I.A.; Medeiros, N.F.; Maciel, T.A. & Pimenta, V.R.A.","84",NA,"Brasil","HUFU00052396",NA,NA,"2015","10","06","Minas Gerais","Diamantina","Estrada Diamantina-Conselheiro Mata, Km 174","-43.752778","-18.293889",NA,"Arbusto, ca. 1m. Brácteas involucrais verdes, flores amarelas com estames nigrescentes, estiletes amarelos.; Campo rupestre",NA,"HUFU00052396",NA,NA,NA,NA,NA,NA,"1310","1310",NA,NA,NA,"-43.752778","-18.293889",NA
"30","2019-11-28 15:44:41-03","UFU","HUFU","78430","S","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Pedrosa, L.G.","404",NA,"Brasil","HUFU00076968",NA,NA,"2018","06","07","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697","44599","Subarbusto, 0,9-1,5 m. Flores amarelas.; Campo rupestre.","auto",NA,NA,NA,"2019","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-27 11:33:11-03","UFU","HUFU","78429","S","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Pedrosa, L.G.","492",NA,"Brasil","HUFU00076967",NA,NA,"2018","06","23","Minas Gerais","Ouro Preto","Próximo a Três Moinhos.","-43.5080986022949","-20.2875003814697","44599","Subarbusto, 0,5-1,5 m. Flores amarelas.; Cerrado.","auto",NA,NA,NA,"2019","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2017-09-11 17:07:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Martius, CFP","825","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Habitat in campis Brasiliae orientalis, in prov. Minas Geraes ad Cachoeira do Campo et Serro Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-09-11 17:07:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Claussen, P","s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Habitat in campis Brasiliae orientalis, in prov. Minas Geraes ad Cachoeira do Campo et Serro Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2017-09-11 17:07:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Martius, CFP","825","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"Ad Cachoeira do Campo et Serro Frio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-09-11 17:07:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Claussen, P","s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Habitat in campis Brasiliae orientalis, in prov. Minas Geraes ad Cachoeira do Campo et Serro Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-09-11 17:07:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Aspilia","reticulata","Aspilia reticulata","Baker","Claussen, P","s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"Ad Cachoeira do Campo et Serro Frio.",NA,NA,NA,"In campis Brasiliae orientalis.; HABITAT: In campis Brasiliae orientalis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
