"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","886126","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","maritima","Inga maritima","Benth.","O. Poncy","J. C. Lindeman","6351","1971","07","16","South America","Brazil","Rio de Janeiro","W da estrada, 3 km S de Barra de São João, 30 km N de Cabo Frio.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886126","NY00886126_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","886136","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","maritima","Inga maritima","Benth.","H. C. de Lima","D. S. D. de Araújo","2180","1978","09","14","South America","Brazil","Rio de Janeiro","À 3 km da Barra de São João","-42.0183","-22.8794","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886136","NY00886136_01","Cabo Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","886132","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","maritima","Inga maritima","Benth.","C. Farney","C. Farney","333","1983","07","24","South America","Brazil","Rio de Janeiro","Restinga de Massambaba.","-42.5103","-22.9203","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991931' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886132","NY00886132_01","Saquarema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1181714","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","maritima","Inga maritima","Benth.",NA,"A. F. M. Glaziou","1379",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Restinga de Copacabana.","-43.185248","-22.973184","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387270' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181714","NY01181714_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","720686","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","maritima","Inga maritima","Benth.",NA,"R. D. Ribeiro","12","2003","09","27","South America","Brazil","Rio de Janeiro","Reserva Biologica Una. Tamoios, Reserva Biologica do Mico Leao Dourado, Clube dos assoc. do Banerj.","-42.0186004638672","-22.8794002532959","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2520296' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720686","NY00720686_01","Cabo Frio","40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02679437","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","maritima","Inga maritima","Benth.",NA,"O. X. B. Machado",NA,"1942","07","16","South America","Brazil","Rio de Janeiro","Chácara do Céu, Leblon","-43.2075004577637","-22.9027996063232","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2951434' target='other'> <mi>dwc_moreinfo</mi></a>","NY02679437","NY02679437_01","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","886140","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","maritima","Inga maritima","Benth.","I. A. Rodrigues","L. F. Aguiar","26","1978","07","08","South America","Brazil","Rio de Janeiro","Próx. à Lagoa do Padre.","-42.8183","-22.9194","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992085' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886140","NY00886140_01","Maricá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","886131","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","maritima","Inga maritima","Benth.","H. C. de Lima","H. C. de Lima","2691","1986","08","29","South America","Brazil","Rio de Janeiro","Cabo Frio, próximo a Barra, Morro do Farol.","-42.0183","-22.8794","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886131","NY00886131_01","Cabo Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","886128","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","maritima","Inga maritima","Benth.","O. Poncy","L. T. Eiten","3950","1958","07","01","South America","Brazil","Rio de Janeiro","Guanabara. Restinga de Jacarepaguá.","-43.397161","-23.010952","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886128","NY00886128_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","886134","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","maritima","Inga maritima","Benth.","C. Farney","C. Farney","504",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Restinga arbustiva próxima à praia de Itaúna.","-42.5102996826172","-22.9200000762939","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992029' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886134","NY00886134_01","Saquarema","17036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2325","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","maritima","Inga maritima","Benth.",NA,"G. Gardner","751","1837",NA,NA,"South America","Brazil","Rio de Janeiro","Serra dos Orgaos. Brasil. trop.","-43.073169","-22.496706","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=584231' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002325","NY00002325_01",NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-13 09:19:50-03","UFRJ","RFA","33540","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.","G. F. Velasco","R.C. Lopes; Tatiana U. P. Konno et Mateus A Vasconcelos 1","329","2007","09","29",NA,"Brasil","Rio de Janeiro","Restinga de Jurubatiba, Lagoa de Cabiúnas.","-41.7868995666504","-22.3708000183105",NA,"Arbusto de 0,7m de altura; folhas membranáceas, inflorescência axial do tipo glomérulo; flores de cálice e corola verdes; comum no local, restinga arbustiva sobre solo arenoso, luminosidade intensa. Presença de formigas.","RFA21888",NA,"Macaé","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-13 09:19:50-03","UFRJ","RFA","21452","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.","H.C. de Lima","C.M. Rizzini","304","1986","01","16",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Praia Grande","-43.2075004577637","-22.9027996063232",NA,"Arbusto de 1,50m de altura. Flores brancas perfumadas","RFA17733",NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-13 09:19:50-03","UFRJ","RFA","21670","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.","H.C. de Lima","E.M. Occhioni; C.P. Bove (12), A.M. de Barros (13)","542","1986","08","28",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Praia Grande","-43.2075004577637","-22.9027996063232",NA,"Arbusto isolado com cerca de 1 m de altura. Flores brancas com odor adocicado em justificação","RFA17883",NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:30:33-03","UFRJ","RFA","4983","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.","M.F. Castilhori","Pereira, E.","3950","1958","07","01",NA,"Brasil","Rio de Janeiro","Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,"Arbusto de flores alvas","RFA25398",NA,"Rio de Janeiro","57442","auto",NA,"2019","04","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-13 09:19:50-03","UFRJ","RFA","10053","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.","M.F. Castilhori","P. Occhioni","3776","1968","06","13",NA,"Brasil","Rio de Janeiro","Restinga Sernambetiba","-43.2075004577637","-22.9027996063232",NA,"Arbusto, flores alvas","RFA13585",NA,"Rio de Janeiro","57442","auto",NA,"2019","04","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:30:33-03","UFRJ","RFA","28336","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.","H.C. de Lima","H.M Dias; D M C dos Santos","9","2003","03","30",NA,"Brasil","Rio de Janeiro","Restinga de Marambaia, às margens da estrada que leva para a linha 2, na área do exército","-43.4075","-22.838056",NA,"Arbusto ca. 4,0 m de altura, frequente na comunidade; heliófila; com glândulas do nectário extra-floral; tricomas ao longo do ramo; estéril","RFA19924",NA,"Rio de Janeiro",NA,NA,NA,"2003","06","26","43º24'27''W","22º50'17''S",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:30:33-03","UFRJ","RFA","43181","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.","C. Y. G. Manão","G. Cailleaux; Renato A.A.Borges; Diana Kelly Dias Caldas","16","2018","10","18",NA,"Brasil","Rio de Janeiro","Restinga de Grumari.","-43.535278","-23.047778",NA,"Arbusto, 3 m de altura, inflorescência com flores brancas, ainda jovem.","RFA44048",NA,"Rio de Janeiro",NA,NA,NA,"2018","10","18","43º32'7''W","23º2'52''S",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:30:33-03","UFRJ","RFA","22580","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.","H.C. de Lima","A.A.A M de Barros","370","1988","07","17",NA,"Brasil","Rio de Janeiro","Próximo à aeronáutica","-42.8185997009277","-22.9193992614746",NA,"Subarbusto; flores brancas","RFA18567",NA,"Maricá","20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:30:33-03","UFRJ","RFA","38941","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.",NA,"SeMMA - Prefeitura Macaé; Konno, T.U.P.","17","2010","10","28",NA,"Brasil","Rio de Janeiro","Restinga do Barreto","-41.7868995666504","-22.3708000183105",NA,NA,"RFA32707",NA,"Macaé","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-13 09:19:50-03","UFRJ","RFA","8640","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.","M.F. Castilhori","P. Occhioni","3661","1968","09","07",NA,"Brasil","Rio de Janeiro","Restinga de Maricá","-42.8185997009277","-22.9193992614746",NA,"Arbusto frequente","RFA27657",NA,"Maricá","20726","auto",NA,"2019","04","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:30:33-03","UFRJ","RFA","42813","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.","M.F. Castilhori","R.S. Couto","865","2013","07","19",NA,"Brasil","Rio de Janeiro","Barra da Tijuca, terreno do campo de Golfe Olimpico antes das intervenções.","-43.2075004577637","-22.9027996063232",NA,"Árvore de ramos baixo de ca. 2 m altura. Folhas verde-escuras, flores alvas a amarelas, quando passadas de coloração marrom.","RFA38482",NA,"Rio de Janeiro","57442","auto",NA,"2018","11","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:19:50-03","UFRJ","RFA","21610","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.","A.S. Oliveira","E.M. Occhioni; C.M. Rizzini","499","1986","05","15",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, caminho entre Praia da Base e Praia Grande","-43.2075004577637","-22.9027996063232",NA,"Planta lenhosa tortuosa com 2 m de altura, caule único com 5-10 cm de diâmetro coberto de líquens crustáceos. Infl. em botões bastante imaturos","RFA17839",NA,"Rio de Janeiro","57442","auto",NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-13 09:19:50-03","UFRJ","RFA","29210","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.","M.F. Castilhori","Medina, B.; ,Lira,C.; Soares,J.; Leiner, N.","s.n.","2001","05","30",NA,"Brasil","Rio de Janeiro","Resrva de Grumari","-43.2075004577637","-22.9027996063232",NA,"Ciófila. Arvoreta 3,5 - 4 m de altura. Casca estriada. Folhas membranáceas, verdes. Flores com cálice verde e corola verde. Sem fruto. Rara","RFA20037",NA,"Rio de Janeiro","57442","auto",NA,"2018","11","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:19:50-03","UFRJ","RFA","8278","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.","M.F. Castilhori","P. Occhioni","3589","1967","08","30",NA,"Brasil","Rio de Janeiro","Restinga da Tijuca","-43.2075004577637","-22.9027996063232",NA,"Arbusto de flores alvas","RFA27461",NA,"Rio de Janeiro","57442","auto",NA,"2019","04","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-08 17:39:57-03","EAO","IAN","156617","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Inga","maritima","Inga maritima","Mart.","Rodrigues, WA","Machado, O","76100","1947","08","23","Southern America","Brasil","Goiás","Distrito Federal, Restinga Leblon.",NA,NA,NA,"Arbusto de 3 metros, cespitoso; flores alcicado, solo arenoso.","IAN156617",NA,"Brasília",NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-08 17:39:57-03","EAO","IAN","93804","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Inga","maritima","Inga maritima","Mart.",NA,"sc","74","1862","03","18","Southern America","Brasil","Rio de Janeiro","Copa Cabana.","-43.2075004577637","-22.9027996063232",NA,NA,"IAN093804",NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-08 17:39:57-03","EAO","IAN","103772","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Inga","maritima","Inga maritima","Mart.","Pennington, TD","Victorio","806","1930","07","02","Southern America","Brasil","Rio de Janeiro","Estrada da Gávea.","-43.2075004577637","-22.9027996063232",NA,"plantas da restinga, fl. alva.","IAN103772",NA,"Rio de Janeiro","57442","auto",NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:16:16-03","UFBA","ALCB","131686","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","maritima","Inga maritima","Benth.","Lima, HC","Lima, HC; Cardoso, D","8005","2015","06","09","Southern America","Brasil","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, Arboreto, Cultivado no Canteiro I-A.","-43.2075004577637","-22.9027996063232",NA,NA,"ALCB048254","ALCB048254","Rio de Janeiro","57442","auto",NA,"2015","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:09:36-03","NBC","NL-BOTANY","U.1304701","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Inga","maritima","Inga maritima","Benth.",NA,"Frazao A",NA,"1916","08","01","Southern America","Brazil",NA,"Garea, Rio de Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304701 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304701","NL-U1304701",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:09:36-03","NBC","NL-BOTANY","U.1304702","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Inga","maritima","Inga maritima","Benth.",NA,"Constantino D",NA,"1921","05","29","Southern America","Brazil",NA,"Praia da ganea, Rio de Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304702 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304702","NL-U1304702",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:09:36-03","NBC","NL-BOTANY","L.1948593","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Inga","maritima","Inga maritima","Benth.",NA,"Riedel L; Luschnath B",NA,"1833","06","01","Southern America","Brazil",NA,"Brasilia (Rio-Janeiro).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1948593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1948593","NL-L1948593",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:09:36-03","NBC","NL-BOTANY","U.1304616","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Inga","maritima","Inga maritima","Benth.","Pennington TD","Hoehne W",NA,"1964","07","16","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304616 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304616","NL-U1304616",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0137449",NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:09:36-03","NBC","NL-BOTANY","U.1304617","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Inga","maritima","Inga maritima","Benth.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304617","NL-U1304617",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:09:36-03","NBC","NL-BOTANY","U.1304700","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Inga","maritima","Inga maritima","Benth.",NA,"Lindeman JC",NA,"1971","07","16","Southern America","Brazil",NA,"Brasil, mata de restinga w daalt estrada, 3 km S de barra de s. Jp#7o, 30 km N de Cabo Frio, Rj.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304700 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304700","NL-U1304700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:09:34-03","ESALQ","ESA","125710","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","maritima","Inga maritima",NA,"Ribeiro, R.D.","Quinet, A.","664.0","1905","06","24",NA,"Brasil","Rio de Janeiro",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"ESA125710",NA,"Cabo Frio","40069","auto",NA,"1905","06","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:09:34-03","ESALQ","ESA","126056","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","maritima","Inga maritima",NA,"Quinet, A.","Quinet, A.","657.0","1905","06","24",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"ESA126056",NA,"Búzios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
