"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"249","2020-09-12 05:00:02-03","US","US","2454827","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"A. P. Duarte & J. Falcão","1950","11","29","Brazil","Santa Catarina",NA,"Reserva Florestal, dos Pilões.",NA,NA,NA,NA,"US00010034",NA,NA,"Cyperales","3168","South America",NA,"US00010034_01","240",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"250","2020-09-12 05:00:02-03","US","US","2692012","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"R. M. Klein","1967","1","18","Brazil","Santa Catarina",NA,"Saco Grande, Ilha de S. Catarina, Florianópolis.",NA,NA,NA,NA,"US00010041",NA,NA,"Cyperales","7122","South America",NA,"US00010041_01","300",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"251","2020-09-12 05:00:02-03","US","US","1126716","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"-. Nawra & -. Maly","1859",NA,NA,"Brazil",NA,NA,"Concovado",NA,NA,NA,NA,"US00010007",NA,NA,"Cyperales","517","South America - Neotropics",NA,"US00010007_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"252","2020-09-12 05:00:02-03","US","US","3084379","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"G. Hatschbach","1982","12","29","Brazil","Paraná",NA,"Serrinha, antonina municipality",NA,NA,NA,NA,"US00058856",NA,NA,"Cyperales","45970","South America",NA,"US00058856_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"253","2020-09-12 05:00:02-03","US","US","2725338","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"T. R. Soderstrom & D. Sucre","1972","4","12","Brazil","Rio de Janeiro",NA,"Rio de janeiro, estrada da vista chinese. [in former guanabara state]",NA,NA,NA,NA,"US00009990",NA,NA,"Cyperales","1937","South America - Neotropics",NA,"US00009990_01","330","330",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"254","2020-09-12 05:00:02-03","US","US","2725338","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"T. R. Soderstrom & D. Sucre","1972","4","12","Brazil","Rio de Janeiro",NA,"Rio de janeiro, estrada da vista chinese. [in former guanabara state]",NA,NA,NA,NA,"US00009990",NA,NA,"Cyperales","1937","South America - Neotropics",NA,"US00009990_01","330","330",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"255","2020-09-12 05:00:02-03","US","US","2725338","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"T. R. Soderstrom & D. Sucre","1972","4","12","Brazil","Rio de Janeiro",NA,"Guanabara. Estrada da Vista Chinesa.",NA,NA,NA,NA,"US00009990",NA,NA,"Cyperales","1937","South America - Neotropics",NA,"US00009990_01","330",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"256","2020-09-12 05:00:02-03","US","US","2209215","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"R. M. Klein","1955","10","27","Brazil","Santa Catarina",NA,"Cunhas, Itajaí.",NA,NA,NA,NA,"US00010032",NA,NA,"Cyperales","1712","South America",NA,"US00010032_01","10",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"257","2020-09-12 05:00:02-03","US","US","2380624","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"C. Stellfeld","1952","5","9","Brazil","Paraná",NA,"Ilha do mel-passagem",NA,NA,NA,NA,"US00010339",NA,NA,"Cyperales","5421","South America",NA,"US00010339_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"258","2020-09-12 05:00:02-03","US","US","290150","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Minas Gerais",NA,"[Minas Gerais is probably dubious for most of the catalog records attached to this collection event record, and locality data should be confirmed from individual specimens]",NA,NA,NA,NA,"US00010017",NA,NA,"Cyperales","6971","South America - Neotropics",NA,"US00010017_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"259","2020-09-12 05:00:02-03","US","US","3239951","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"D. Sucre","1969","1","22","Brazil","Rio de Janeiro",NA,"Paco das pedras, estrada da vista chineza",NA,NA,NA,NA,"US00375766",NA,NA,"Cyperales","6103","South America - Neotropics",NA,"US00375766_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"260","2020-09-12 05:00:02-03","US","US","1763432","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"Rosengurtt & -. Bergali","1938","10","9","Brazil","Rio de Janeiro",NA,"Alto da Boa Vista.",NA,NA,NA,NA,"US00010011",NA,NA,"Cyperales","PE-3322","South America - Neotropics",NA,"US00010011_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"261","2020-09-12 05:00:02-03","US","US","1763432","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"B. Rosengurtt & -- Bergalli","1938","10","9","Brazil","Rio de Janeiro",NA,"Alto da boa vista",NA,NA,NA,NA,"US00010011",NA,NA,"Cyperales","Pe-3322","South America - Neotropics",NA,"US00010011_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"262","2020-09-12 05:00:02-03","US","US","83024","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"W. J. Burchell","1869",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"US00010005",NA,NA,"Cyperales","1433","South America - Neotropics",NA,"US00010005_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"263","2020-09-12 05:00:02-03","US","US","2725341","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"T. R. Soderstrom & D. Sucre","1972","4","12","Brazil","Rio de Janeiro",NA,"Rio de janeiro, estrada da vista chinese. [in former guanabara state]",NA,NA,NA,NA,"US00009993",NA,NA,"Cyperales","1937","South America - Neotropics",NA,"US00009993_01","330","330",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"264","2020-09-12 05:00:02-03","US","US","2725341","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"T. R. Soderstrom & D. Sucre","1972","4","12","Brazil","Rio de Janeiro",NA,"Guanabara. Estrada da Vista Chinesa.",NA,NA,NA,NA,"US00009993",NA,NA,"Cyperales","1937","South America - Neotropics",NA,"US00009993_01","330",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"265","2020-09-12 05:00:02-03","US","US","2150120","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"L. Smith & H. Veloso","1952","2","18","Brazil","Santa Catarina",NA,"Mun. Brusque: Forest, Mato de Hoffmann, Brusque.","-48.9","-27.1",NA,NA,"US00010046",NA,NA,"Cyperales","5657","South America",NA,"US00010046_01","35","100",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"266","2020-09-12 05:00:02-03","US","US","2725340","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"T. R. Soderstrom & D. Sucre","1972","4","12","Brazil","Rio de Janeiro",NA,"Rio de janeiro, estrada da vista chinese. [in former guanabara state]",NA,NA,NA,NA,"US00009992",NA,NA,"Cyperales","1937","South America - Neotropics",NA,"US00009992_01","330","330",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"267","2020-09-12 05:00:02-03","US","US","2692009","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"R. M. Klein & S. Souza","1966","12","22","Brazil","Santa Catarina",NA,"Saco grande, florianopolis",NA,NA,NA,NA,"US00010321",NA,NA,"Cyperales","7038","South America",NA,"US00010321_01","200","200",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"268","2020-09-12 05:00:02-03","US","US","3189820","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"H. Q. Boudet Fernandes","1985","10","1","Brazil","Espírito Santo",NA,"Santa teresa, penha, propriedade do tabajara",NA,NA,NA,NA,"US00291295",NA,NA,"Cyperales","1523","South America - Neotropics",NA,"US00291295_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"269","2020-09-12 05:00:02-03","US","US","2725422","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"T. R. Soderstrom, D. Sucre & C. E. Calderón","1972","2","24","Brazil","Rio de Janeiro",NA,"Guanabara, between Vista Chinesa and Alto da Boa Vista.",NA,NA,NA,NA,"US00009997",NA,NA,"Cyperales","1846","South America - Neotropics",NA,"US00009997_01","300","350",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"270","2020-09-12 05:00:02-03","US","US","2641911","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"C. E. Calderón","1967","12","8","Brazil","Santa Catarina",NA,"Brusque; Azambuja.",NA,NA,NA,NA,"US00010044",NA,NA,"Cyperales","2003","South America",NA,"US00010044_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"271","2020-09-12 05:00:02-03","US","US","2926653","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"Collector unknown","1959",NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"US00010047",NA,NA,"Cyperales","Sp153839","South America - Neotropics",NA,"US00010047_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"272","2020-09-12 05:00:02-03","US","US","2678594","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"M. Kuhlmann","1959","6","30","Brazil","São Paulo",NA,"Ubatuba",NA,NA,NA,NA,"US00010010",NA,NA,"Cyperales","4619","South America - Neotropics",NA,"US00010010_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"273","2020-09-12 05:00:02-03","US","US","2725339","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"T. R. Soderstrom & D. Sucre","1972","4","12","Brazil","Rio de Janeiro",NA,"Guanabara. Estrada da Vista Chinesa.",NA,NA,NA,NA,"US00009991",NA,NA,"Cyperales","1937","South America - Neotropics",NA,"US00009991_01","330",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"274","2020-09-12 05:00:02-03","US","US","2725339","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"T. R. Soderstrom & D. Sucre","1972","4","12","Brazil","Rio de Janeiro",NA,"Rio de janeiro, estrada da vista chinese. [in former guanabara state]",NA,NA,NA,NA,"US00009991",NA,NA,"Cyperales","1937","South America - Neotropics",NA,"US00009991_01","330","330",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"275","2020-09-12 05:00:02-03","US","US","1255420","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"A. Chase","1920","1","13","Brazil","Rio de Janeiro",NA,"Corcovado",NA,NA,NA,NA,"US00010009",NA,NA,"Cyperales","8207","South America - Neotropics",NA,"US00010009_01","350","400",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"276","2020-09-12 05:00:02-03","US","US","3072518","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"F. O. Zuloaga, G. Martinelli, M. D. Vázquez A. & J. Caruso","1985","5","10","Brazil","Espírito Santo",NA,"Municipio de Santa Teresa: Reserva Biologica de Nova Lombardia, Picada da Cachoeira.",NA,NA,NA,NA,"US00015120",NA,NA,"Cyperales","2435","South America - Neotropics",NA,"US00015120_01","800","1000",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"277","2020-09-12 05:00:02-03","US","US","3239950","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"D. Sucre & C. L. Ichaso","1968","11","7","Brazil","Rio de Janeiro",NA,"Estrada vista chineza",NA,NA,NA,NA,"US00375765",NA,NA,"Cyperales","4065","South America - Neotropics",NA,"US00375765_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"278","2020-09-12 05:00:02-03","US","US","3667826","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"R. A. Schnell","1958","8","25","Brazil",NA,NA,"Forest Institite Botanical Garden",NA,NA,NA,NA,"US01228575",NA,NA,"Cyperales","8489","South America - Neotropics",NA,"US01228575_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"279","2020-09-12 05:00:02-03","US","US","2828386","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"A. Lourteig","1967","12","20","Brazil","Santa Catarina",NA,"Saco grando",NA,NA,NA,NA,"US00010020",NA,NA,"Cyperales","2351","South America",NA,"US00010020_01","200","400",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"280","2020-09-12 05:00:02-03","US","US","2828386","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"A. Lourteig","1967","12","20","Brazil","Santa Catarina",NA,"Isla de Santa Catarina. Saco Grande, selva húmeda.",NA,NA,NA,NA,"US00010020",NA,NA,"Cyperales","2351","South America",NA,"US00010020_01","200","400",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"281","2020-09-12 05:00:02-03","US","US","557606","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"A. F. M. Glaziou","1890",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00010000",NA,NA,"Cyperales","18617","South America - Neotropics",NA,"US00010000_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"282","2020-09-12 05:00:02-03","US","US","3206164","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Judziewicz, E. J.",NA,NA,NA,"R. A. Schnell","1958","8","16","Brazil",NA,NA,"Serra dos orgaos",NA,NA,NA,NA,"US00326530",NA,NA,"Cyperales","8272","South America - Neotropics",NA,"US00326530_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"283","2020-09-12 05:00:02-03","US","US","3206165","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Judziewicz, E. J.",NA,NA,NA,"R. A. Schnell","1958","8","16","Brazil",NA,NA,"Serra dos orgaos",NA,NA,NA,NA,"US00326529",NA,NA,"Cyperales","8244","South America - Neotropics",NA,"US00326529_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"284","2020-09-12 05:00:02-03","US","US","2150119","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"L. B. Smith & H. Veloso","1952","2","18","Brazil","Santa Catarina",NA,"Brusque, mato de hoffman",NA,NA,NA,NA,"US00010019",NA,NA,"Cyperales","5657","South America",NA,"US00010019_01","35","100",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"285","2020-09-12 05:00:02-03","US","US","2150119","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"L. Smith & H. Veloso","1952","2","18","Brazil","Santa Catarina",NA,"Mun. Brusque: Forest, Mato de Hoffmann, Brusque.","-48.9","-27.1",NA,NA,"US00010019",NA,NA,"Cyperales","5657","South America",NA,"US00010019_01","35","100",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"286","2020-09-12 05:00:02-03","US","US","3084375","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"G. Hatschbach & R. Callejas","1983","12","1","Brazil","Paraná",NA,"Maria luisa, paranagua muncipality",NA,NA,NA,NA,"US00059412",NA,NA,"Cyperales","47179","South America",NA,"US00059412_01","10","10",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"287","2020-09-12 05:00:02-03","US","US","1816355","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"Rosengurtt","1938","10","9","Brazil","Rio de Janeiro",NA,"Alto da Boa Vista.",NA,NA,NA,NA,"US00010012",NA,NA,"Cyperales","PE-3326","South America - Neotropics",NA,"US00010012_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"288","2020-09-12 05:00:02-03","US","US","1816355","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"B. Rosengurtt","1938","10","9","Brazil","Rio de Janeiro",NA,"Alto da boa vista",NA,NA,NA,NA,"US00010012",NA,NA,"Cyperales","Pe-3326","South America - Neotropics",NA,"US00010012_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"289","2020-09-12 05:00:02-03","US","US","2900182","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"O. Handro","1943","5","10","Brazil","São Paulo",NA,"Sao paulo",NA,NA,NA,NA,"US00010050",NA,NA,"Cyperales","s.n.","South America - Neotropics",NA,"US00010050_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"290","2020-09-12 05:00:02-03","US","US","2691481","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"R. Reitz","1968","5","24","Brazil","Santa Catarina",NA,"Parque Botânico do Morro Baú, Ilhota.",NA,NA,NA,NA,"US00010038",NA,NA,"Cyperales","7056","South America",NA,"US00010038_01","300",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"291","2020-09-12 05:00:02-03","US","US","2119553","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"R. Reitz",NA,NA,NA,"Brazil","Santa Catarina",NA,"Garcia - Blumenau.",NA,NA,NA,NA,"US00010035",NA,NA,"Cyperales","4641","South America",NA,"US00010035_01","35",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"292","2020-09-12 05:00:02-03","US","US","1021576","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"-. Lofgsea","1891","11","6","Brazil","São Paulo",NA,"Conceicao",NA,NA,NA,NA,"US00010004",NA,NA,"Cyperales","1689","South America - Neotropics",NA,"US00010004_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"293","2020-09-12 05:00:02-03","US","US","3072520","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"F. O. Zuloaga, G. Martinelli, M. D. Vázquez A. & J. Caruso","1985","5","10","Brazil","Espírito Santo",NA,"Municipio de Santa Teresa: Reserva Biologica de Nova Lombardia, Picada da Cachoeira.",NA,NA,NA,NA,"US00015118",NA,NA,"Cyperales","2435","South America - Neotropics",NA,"US00015118_01","800","1000",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"294","2020-09-12 05:00:02-03","US","US","2814250","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"J. Medina","1962","11","29","Brazil","São Paulo",NA,"Leme, araras",NA,NA,NA,NA,"US00010376",NA,NA,"Cyperales","16","South America - Neotropics",NA,"US00010376_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"295","2020-09-12 05:00:02-03","US","US","2692010","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"R. M. Klein & A. Bresolin","1967","6","21","Brazil","Santa Catarina",NA,"Saco grande, florianopolis",NA,NA,NA,NA,"US00010042",NA,NA,"Cyperales","7471","South America",NA,"US00010042_01","300","300",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"296","2020-09-12 05:00:02-03","US","US","731138","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"US00010001",NA,NA,"Cyperales","18617","South America - Neotropics",NA,"US00010001_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"297","2020-09-12 05:00:02-03","US","US","3084376","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"G. Hatschbach & R. Callejas","1983","12","1","Brazil","Paraná",NA,"Maria luiza, paranagua muncipality",NA,NA,NA,NA,"US00059411",NA,NA,"Cyperales","47179","South America",NA,"US00059411_01","10","10",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"298","2020-09-12 05:00:02-03","US","US","2552953","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"M. Kuhlmann","1959","7","2","Brazil","São Paulo",NA,"Ubatuba",NA,NA,NA,NA,"US00010018",NA,NA,"Cyperales","4643","South America - Neotropics",NA,"US00010018_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"299","2020-09-12 05:00:02-03","US","US","2552953","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"M. Kuhlmann","1959","7","2","Brazil","São Paulo",NA,"Ubatuba.",NA,NA,NA,NA,"US00010018",NA,NA,"Cyperales","4643","South America - Neotropics",NA,"US00010018_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"300","2020-09-12 05:00:02-03","US","US","3072519","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"F. O. Zuloaga, G. Martinelli, M. D. Vázquez A. & J. Caruso","1985","5","10","Brazil","Espírito Santo",NA,"Municipio de Santa Teresa: Reserva Biologica de Nova Lombardia, Picada da Cachoeira.",NA,NA,NA,NA,"US00015119",NA,NA,"Cyperales","2435","South America - Neotropics",NA,"US00015119_01","800","1000",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"301","2020-09-12 05:00:02-03","US","US","2725423","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"T. R. Soderstrom, D. Sucre & C. E. Calderón","1972","2","24","Brazil","Rio de Janeiro",NA,"Guanabara, between Vista Chinesa and Alto da Boa Vista.",NA,NA,NA,NA,"US00009998",NA,NA,"Cyperales","1846","South America - Neotropics",NA,"US00009998_01","300","350",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"302","2020-09-12 05:00:02-03","US","US","2725423","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"T. R. Soderstrom","1946","2","24","Brazil","Rio de Janeiro",NA,"Rio de janeiro, vista chinesa, alta da boa vista. [in former guanabara state]",NA,NA,NA,NA,"US00009998",NA,NA,"Cyperales","1846","South America - Neotropics",NA,"US00009998_01","300","350",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"303","2020-09-12 05:00:02-03","US","US","2079541","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"-- Reitz","1951",NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US00010036",NA,NA,"Cyperales","4793","South America",NA,"US00010036_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
