"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","class","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","fieldNumber","individualCount","typeStatus","dayIdentified"
"11","2020-11-20 11:08:06-03","IPA","IPA","2061","S","Plantae","Plantae",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Andrade-Lima","51-811","1951","01","16","Southern America","Brasil","Minas Gerais","Serra do Cipó",NA,"Pequena erva; flor amarela com mancha vermelha.","IPA0002061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-20 21:18:18-03","UFV","VIC","3730","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Magalhães, F.M.","s.n.","1952","11","20",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,"VIC003730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-20 21:18:18-03","UFV","VIC","3731","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Magalhães, F.M.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,"VIC003731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:33:45-03","UNICAMP","UEC","170245","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9451","2009","02","20",NA,"Brazil","Goiás","Off of Highway GO-118 about 10 km north of Alto Paraiso de Goiás en route to Terezina de Goiás.",NA,"Suffrutecent herb to 3 dm tall. Petals orange with a yellow base. Androecium completely yellow. Occasional.; Disturbed campo graminoso vegetation with cerrado vegetation and large outcops.","UEC010502","UEC010502","Teresina De Goiás","-47.858528","-14.096861","1480","1480",NA,NA,NA,NA,"-47.858528","-14.096861",NA,NA,NA,NA,NA
"15","2021-03-01 16:33:45-03","UNICAMP","UEC","136735","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Sasaki, D","Sasaki, D; Mello-Silva, R; Junqueira, AB; Capeli, FM","323","2003","04","17",NA,"Brazil","São Paulo","Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima à barragem. Campo sujo pedregoso com afloramentos rochosos.",NA,"Arbusto até 30 cm alt. Caule castanho a verde. Folhas discolores face abaxial mais clara. Hipanto verde. Cálice verde. Corola laranja com base amarela. Estames amarelos. Frutos maduros castanhos. Frequente.","UEC007296","UEC007296","Pedregulho","-47.277222","-20.157778","720","720","2004",NA,NA,NA,"-47.277222","-20.157778",NA,NA,NA,NA,NA
"16","2021-03-01 16:33:45-03","UNICAMP","UEC","161111","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Martins, AB","Costa, MFB; Tozzi, AMGA; Silva, ED; Pinto, RB; Silva, JS; Scatigna, AV","72","2011","11","13",NA,"Brazil","Minas Gerais","Serra da Canastra. Estrada para a Cachoeira do Quilombo.",NA,"Planta subarbustiva, ca. 15 cm alt. Flores com corola alaranjada. Base das pétalas amarelada.; Campo rupestre.","UEC032595","UEC032595","São João Batista do Glória","-46.461472","-20.488944","994","994","2011",NA,NA,NA,"-46.461472","-20.488944","11",NA,NA,NA,NA
"17","2021-03-01 16:33:45-03","UNICAMP","UEC","161139","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Martins, AB","Costa, MFB; Tozzi, AMGA; Silva, ED; Pinto, RB; Silva, JS; Scatigna, AV","27","2011","11","14",NA,"Brazil","Minas Gerais","Serra da Canastra, Recanto Vale do Céu.",NA,"Planta subarbustiva, ca. 25 cm alt. Botões florais com corola alaranjada. Frutos maduros.; Campo rupestre, beira de rio.","UEC039392","UEC039392","Delfinópolis","-46.520833","-20.485833","1004","1004","2011",NA,NA,NA,"-46.520833","-20.485833","11",NA,NA,NA,NA
"18","2021-03-01 16:33:45-03","UNICAMP","UEC","175593","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R; Araújo, IM","Araújo, IM; Marques, D; Hattori, EKO","204","2011","12","14",NA,"Brazil","Minas Gerais","P.E. Biribiri, São Miguel",NA,"Subarbusto, ca. 0,5m alt. Hipanto verde, pétalas com base amarelas e ápice alaranjado, estames e estiletes amarelos.; Campo rupestre, soloarenoso, alagado","UEC029487","UEC029487","Diamantina","-43.58725","-18.149083","1284","1284","2012",NA,NA,NA,"-43.58725","-18.149083","05",NA,NA,NA,NA
"19","2021-03-01 16:33:45-03","UNICAMP","UEC","185512","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Kinoshita, LS; Tadeu, NB; Lima, MASS; Moraes, DHD; Cortez, MBS; Nemes, LG; Shimizu, GH","11/311","2011","05","26",NA,"Brazil","Minas Gerais","Região da Serra da Canastra",NA,"Subarbusto, 0,2m de altura, corola laranja com base amarela, estames amarelos, solo arenoso","UEC117244","UEC117244","Delfinópolis","-46.520278","-20.486389","938","938",NA,NA,NA,NA,"-46.520278","-20.486389",NA,NA,NA,NA,NA
"20","2021-03-01 16:33:45-03","UNICAMP","UEC","185513","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Kinoshita, LS; Tadeu, NB; Lima, MASS; Moraes, DHD; Cortez, MBS; Nemes, LG; Shimizu, GH","11/309","2011","05","26",NA,"Brazil","Minas Gerais","Região da Serra da Canastra",NA,"Subarbusto, 0,2m de altura, corola laranja com base amarela, estames amarelos, solo arenoso","UEC117241","UEC117241","Delfinópolis","-46.520278","-20.486389","938","938",NA,NA,NA,NA,"-46.520278","-20.486389",NA,NA,NA,NA,NA
"21","2021-03-01 16:33:45-03","UNICAMP","UEC","171990","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9424","2009","02","19",NA,"Brazil","Goiás","Turnoff at Km 12 from main road to Parque Nacional Chapada dos Veadeiros, about 1-3km on this road to the Santuário do Vale Dourado and to Serra da Boa Vista.",NA,"Shrub 3-4dm tall. Petals orange with a yellow base. Filaments and anthers yellow. Common.; Cerrado vegetation with open grassy areas.","UEC045049","UEC045049","Alto Paraíso de Goiás","-48.050417","-14.282278","1145","1145",NA,NA,NA,NA,"-48.050417","-14.282278",NA,NA,NA,NA,NA
"22","2021-03-01 16:33:45-03","UNICAMP","UEC","156999","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Kinoshita, JH; Bordon, NG; Brito, VLG; Cangani, KG; Galvão, JC; Gonçalves, DJP","1187","2011","02","18",NA,"Brazil","Minas Gerais","Serra da Canastra, Fazenda Vale do Céu, trilha cachoeira do Quilombo.",NA,"Corola vermelha, cálice verde, estames amarelos.; Campo rupestre e Cerrado.","UEC032342","UEC032342","Delfinópolis","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:33:45-03","UNICAMP","UEC","155000","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Rodrigues, KF","Romero, R; Nakajima, JN; Guilherme, FAG","829","1994","04","15",NA,"Brazil","Minas Gerais","Guarita de Sacramento. PARNA Serra da Canastra.",NA,"Herbáceo, ca. 0,4m. Corola alaranjada, base amarelada. Estames amarelados.; Campo limpo, beira da estrada.","UEC019455","UEC019455","Sacramento","-47.439998626709","-19.8652992248535",NA,NA,"2011",NA,"69737","auto",NA,NA,"01",NA,NA,NA,NA
"24","2021-03-01 16:33:45-03","UNICAMP","UEC","111941","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R","Nakajima, JN; Romero, R; Farinaccio, MA","2581","1997","06","26",NA,"Brazil","Minas Gerais","Chapadão da Babilônia, lado voltado para Delfinípolis, próixmo ao vale do rio Santo Ântonio, Parque Nacional da Serra da Canastra.",NA,"Subarbusto ca. 0,4m. Corola avermelhada alaranjada, base amarelada. Estames creme.; Campo rupestre.","UEC003574","UEC003574","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"1998",NA,"57119","auto",NA,NA,"07",NA,NA,NA,NA
"25","2021-03-01 16:33:45-03","UNICAMP","UEC","154991","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Rodrigues, KF","Nakajima, JN; Romero, R","1708","1996","03","23",NA,"Brazil","Minas Gerais","Estrada para a Garagem de Pedras.",NA,"Subarbusto, ca. 0,4m. Frequente no local. Corola avermelhado-alaranjada, pétalas com base amareladas. Estames amarelados (foto); Campo limpo em solo arenoso-pedregoso.","UEC019448","UEC019448","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2011",NA,"57119","auto",NA,NA,"01",NA,NA,NA,NA
"26","2021-03-01 16:33:45-03","UNICAMP","UEC","155001","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Rodrigues, KF","Romero, R; Nakajima, JN; Zanini, E; Simão, DG","3236","1995","11","24",NA,"Brazil","Minas Gerais","Garagem de Pedras.",NA,"Subarbusto, ca. 0,3m. Corola alaranjada, base das pétalas amareladas. Estames amarelados.","UEC019458","UEC019458","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2011",NA,"57119","auto",NA,NA,"01",NA,NA,NA,NA
"27","2019-08-20 10:18:09-03","UNICAMP","UEC","147851","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Bernardo, KFR","Caddah, MK; Simões, AO; Morokawa, R","210","2007","12","19",NA,"Brazil","Minas Gerais","Parque Nacional da Serra da Canastra, Garagem de Pedra",NA,"Campo rupestre","UEC003571","UEC003571","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2008",NA,"57119","auto",NA,NA,"01",NA,NA,NA,NA
"28","2021-03-01 16:33:45-03","UNICAMP","UEC","155002","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Rodrigues, KF","Nakajima, JN; Romero, R; Cesar, R; Zanini, E","906","1995","03","20",NA,"Brazil","Minas Gerais","Serra da Canastra, Estrada para Sacramento, Garagem de Pedras, PARNA Serra da Canastra.",NA,"Subarbusto, ca. 0,4m. Corola avermelhado-alaranjada, base amarelada. Estames amarelados.; Campo sujo.","UEC019457","UEC019457","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2011",NA,"57119","auto",NA,NA,"01",NA,NA,NA,NA
"29","2015-09-04 20:12:58-03","MNHN","RECOLNAT_MNHN_P","P05316014","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Glaziou, A.",NA,"1895","10","4",NA,"Brasil",NA,"Goyaz, entre Barreira do Veado et Morro Redondo.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316014' target='other'> <mi>dwc_moreinfo</mi></a>","P05316014","P05316014_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21205",NA,NA,NA
"30","2015-09-04 20:12:58-03","MNHN","RECOLNAT_MNHN_P","P05316015","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Glaziou, A.",NA,"1895","10","4",NA,"Brasil","Goiás","Entre Barreiro de Veado et Morro Redondo.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316015' target='other'> <mi>dwc_moreinfo</mi></a>","P05316015","P05316015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21205",NA,NA,NA
"31","2015-09-04 20:12:58-03","MNHN","RECOLNAT_MNHN_P","P05316016","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Glaziou",NA,"1895","10","4",NA,"Brasil",NA,"Goyaz. Entre Barreira do Veado et Morro Redondo.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316016' target='other'> <mi>dwc_moreinfo</mi></a>","P05316016","P05316016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21205",NA,NA,NA
"32","2015-09-04 20:12:58-03","MNHN","RECOLNAT_MNHN_P","P05316018","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Irwin, H.S.|Smith, G.L.|Harley, R.M.",NA,"1971","3","19",NA,"Brasil","Goiás","Chapada dos Veadeiros, ca.20km N of Alto do Paraíso.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316018' target='other'> <mi>dwc_moreinfo</mi></a>","P05316018","P05316018_01",NA,NA,NA,"1250",NA,NA,NA,NA,NA,NA,NA,NA,"32210",NA,NA,NA
"33","2020-12-11 11:38:03-03","UFMG","BHCB","67976","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Barreto, HLM","1151",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:38:03-03","UFMG","BHCB","67977","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Barreto, HLM","6864",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:38:03-03","UFMG","BHCB","67979","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Barreto, HLM","8770",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:38:03-03","UFMG","BHCB","54398","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Tameirão Neto, E","3169","1999","10","16","Southern America","Brasil","Minas Gerais","Biribiri",NA,"campo rupestre, herbáceo, flores utilizadas em cartões artesanais","BHCB006632",NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"2012",NA,"101169","auto",NA,NA,"07",NA,NA,NA,NA
"37","2021-02-11 17:19:34-03","UFPR","UPCB","45705","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Mello Barreto","Mendes Magalhães","154","1940","06","03",NA,"Brasil","Alagoas",NA,NA,"Subarbusto cespitoso, flor vermelha e centro amarelo, cerrado pedregoso, margem de brejo..","UPCB0011459","UPCB0011459","Monte Carmelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2011-06-13 11:13:00-03","MO","MOBOT","100384110","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Wurdack","Robert M. King|Frank Almeda","King 8276","1980","1","24","South America","Brazil","Goiás","Chapada dos Veadeiros. 10 km N of Alto Paraiso.",NA,NA,NA,NA,NA,NA,NA,"1158.24000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"39","2011-06-13 11:17:00-03","MO","MOBOT","100384111","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Wurdack","Robert M. King|Luther E. Bishop","King 8859","1981","2","7","South America","Brazil","Goiás","5-12 km along road N of Alto Paraiso de Goias, toward Monte Alegre de Goias.",NA,NA,NA,NA,NA,NA,NA,"1219.20000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"40","2017-05-23 15:26:00-03","MO","MOBOT","100972225","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","J.J. Wurdack","Howard S. Irwin|R.M. Harley|Gary L. Smith","Irwin 32210","1971","3","19","South America","Brazil","Goiás","Ca. 20 km N of Alto do Paraíso.",NA,NA,NA,NA,NA,NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"41","2020-09-12 05:00:02-03","US","US","1341662","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn. in Mart.",NA,"A. F. Regnell","III 4","1855","10",NA,"South America - Neotropics","Brazil","São Paulo","Prope urbem Cajuino.",NA,NA,"US00120239","US00120239_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1","Type collection",NA
"42","2020-09-12 05:00:02-03","US","US","2628633","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn. in Mart.",NA,"H. S. Irwin, R. M. Harley & Geo. L. Smith","32210","1971","3","19","South America - Neotropics","Brazil","Goiás","Ca. 20 Km N of alto do Paraíso",NA,NA,"US01894202","US01894202_01 US01894202_02",NA,NA,NA,"1250",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA
"43","2020-09-02 16:32:59-03","Cenargen","CEN","35419","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","K. F. Rodrigues","Taciana Barbosa Cavalcanti","2532","2000","02","24",NA,"Brasil","MG","MG-050, lado esquerdo da estrada. Do lado direito vê-se o reservatório de Furnas.","Exsicatas","Pétalas cor de laranja forte com base amarelo-ouro. Estames amarelos.","CEN00035419","CEN00035419","CAPITOLIO",NA,"-21.076388","750","750","2007",NA,NA,NA,"-4644611.0","-21.076388","08",NA,"3",NA,NA
"44","2020-09-02 16:32:59-03","Cenargen","CEN","104280","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","B. M. T. Walter","João Bernardo de Azevedo Bringel Jr.","1090","2014","11","28",NA,"Brasil","MG","PARNA da Serra da Canastra, estrada de Sacramento para São Roque.","Exsicatas",NA,"CEN00104280","CEN00104280","SAO ROQUE DE MINAS","-46.800277","-20.1425","1380","1380","2018",NA,NA,NA,"-46.800277","-20.1425","04",NA,"3",NA,NA
"45","2020-09-02 16:32:59-03","Cenargen","CEN","54729","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","K. F. Rodrigues","José Floriano Barêa Pastore","1017","2004","06","13",NA,"Brasil","GO","Linda Serra dos Topázios.","Unicata","Anteras amarelas, pétalas vermelhas, flores muito vistosas.","CEN00054729","CEN00054729","CRISTALINA","-47.693611","-16.726944","1036","1036","2007",NA,NA,NA,"-47.693611","-16.726944","08",NA,"1",NA,NA
"46","2020-09-02 16:32:59-03","Cenargen","CEN","53894","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","K. F. Rodrigues","José Floriano Barêa Pastore","807","2004","02","03",NA,"Brasil","GO","Caminho para o povoado de Kalunga.","Unicata",NA,"CEN00053894","CEN00053894","CAVALCANTE","-47.4583015441895","-13.7974996566772",NA,NA,"2007",NA,"92497","auto",NA,NA,"08",NA,"1",NA,NA
"47","2019-11-13 11:25:14-03","USP","SPF","172751","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Sasaki, D","Sasaki, D","145","2003","04","17",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00172751",NA,"Pedregulho","-47.266667","-20.15",NA,NA,"2004",NA,NA,NA,"-47.266667","-20.15",NA,NA,NA,NA,NA
