"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","individualCount"
"11","2021-03-29 17:17:32-03","UTFPR","HCF","31180","S","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D. Legrand.","M.G. Caxambu","M.G. Caxambu","9212","2021","03","18",NA,"Brasil","PR","Fazenda Slaviero","-52.834333","-24.818528","464","464",NA,"erva rupícola, reptante, heliófita. Flores com cálice verde e corola rosa. Em afloramento basáltico.",NA,NA,"2021","Guaraniaçu",NA,NA,NA,NA,"03","29","52°50'03,6 W","24°49'06,7 S",NA,NA
"12","2019-08-16 08:40:46-03","UTFPR","HCF","7896","S","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D. Legrand.","M.G. Caxambu","M.G. Caxambu","2607","2009","04","16",NA,"Brasil","PR","arredores","-51.52575","-25.039278","1026","1026",NA,"erva rupícola, heliófita, ca. 0,05 m. Folhas carnosas. Flores rosas. Em afloramento basáltico. Pouco freqüente.",NA,NA,"2009","Turvo",NA,NA,NA,NA,"05","07","51°31'32,7 W","25°02'21,4 S",NA,NA
"13","2019-08-16 08:40:46-03","UTFPR","HCF","7588","S","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D. Legrand.","M.G. Caxambu","E.L. Siqueira","136","2009","02","13",NA,"Brasil","PR","RPPN Depositozinho - Propriedade da","-52.320083","-24.202361","657","657",NA,"erva heliófita, ereta a prostrada, ca. 0,10 m. Folhas carnosas. Flores lilases. Afloramento basáltico.",NA,NA,"2009","Luiziana",NA,NA,NA,NA,"02","20","52°19'12,3 W","24°12'08,5 S",NA,NA
"14","2019-08-16 08:40:46-03","UTFPR","HCF","8151","S","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D. Legrand.","A.R. Silva","A.R. Silva","730","2009","08","27",NA,"Brasil","PR","afloramento rochoso, no terreno frente","-52.346972","-24.033028","540","540",NA,"erva heliófita, formando agrupamentos. Flores rosas. Junto com Sphagnum.",NA,NA,"2009","Campo Mourão",NA,NA,NA,NA,"08","27","52°20'49,1 W","24°01'58,9 S",NA,NA
"15","2019-08-16 08:40:46-03","UTFPR","HCF","3285","S","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D. Legrand.","J. Cordeiro & E. Barboza","H.C.L. Geraldino","173","2005","11","01",NA,"Brasil","PR","Afloramento rochoso/Jardim Albuquerque","-52.3830986022949","-24.0456008911133",NA,NA,NA,"erva rasteira, heliófita, rupícola, sobre acúmulo de argila. Presença de flores roxas.",NA,NA,"2006","Campo Mourão","28572","auto",NA,NA,"09",NA,NA,NA,NA,NA
"16","2019-08-16 08:40:46-03","UTFPR","HCF","6625","S","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D. Legrand.","M.G. Caxambu","A.R. Silva","650","2008","02","01",NA,"Brasil","PR","Parque Estadual Lago Azul (PELA)","-52.3830986022949","-24.0456008911133",NA,NA,NA,"erva heliófita, rupícola. Botões rosas e frutos esverdeados. Folhas suculentas.",NA,NA,"2008","Campo Mourão","28572","auto",NA,NA,"03","10",NA,NA,NA,NA
"17","2020-12-21 16:41:54-03","MBM","MBM","38675","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Legrand, D.","Hatschbach, G.","7518","1960","10","21","Southern America","Brazil","Paraná","Rio Coutinho","-51.4580993652344","-25.395299911499",NA,NA,NA,"Do campo pedregoso, flor violeta; Flor violeta.; Campo pedregoso.","MBM038675","MBM038675","1962","Guarapuava","53832","auto",NA,NA,NA,NA,NA,NA,"ISOTYPE",NA
"18","2020-12-21 16:41:54-03","MBM","MBM","38676","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Hatschbach, G.","Hatschbach, G.","8754",NA,NA,NA,"Southern America","Brazil","Paraná","Rio da Vargem","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"MBM038676","MBM038676",NA,"Campo Mourão","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:41:54-03","MBM","MBM","321604","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Hatschbach, G.","Barboza, E.; Cunha, E.M.; Cunha, E.M.","1768","2006","10","26","Southern America","Brazil","Paraná","Lagoa Seca","-52.0558013916016","-25.5722007751465",NA,NA,NA,"Ereta, flor violeta.","MBM321604","MBM321604","2006","Candói","42664","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:41:54-03","MBM","MBM","7962","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Hatschbach, G.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","19866",NA,NA,NA,"Southern America","Brazil","Paraná","Cantagalo","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM007962","MBM007962",NA,"Guarapuava","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:41:54-03","MBM","MBM","38678","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Hatschbach, G.","Hatschbach, G.","9719",NA,NA,NA,"Southern America","Brazil","Paraná","Lagoa Seca","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM038678","MBM038678",NA,"Guarapuava","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:41:54-03","MBM","MBM","38677","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Legrand, D.","Hatschbach, G.","4274","1957","11","16","Southern America","Brazil","Paraná","Palmeirinha","-51.4580993652344","-25.395299911499",NA,NA,NA,"Flor violeta, sobre lage de pedra em camada fina de terra arenosa. Crescendo junto a Iridaceae e Vebenaceae; Flor violeta.; Sobre laje de pedra em camada fina de terra arenosa. Crescendo junto a Iridaceae e Verbenaceae.","MBM038677","MBM038677","1958","Guarapuava","53832","auto",NA,NA,NA,NA,NA,NA,"PARATYPE",NA
"23","2020-12-21 16:41:54-03","MBM","MBM","68872","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Hatschbach, G.","Hatschbach, G.","43245",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Campo Real","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM068872","MBM068872",NA,"Guarapuava","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:41:54-03","MBM","MBM","17164","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Rodrigues, M.I.A.","Hatschbach, G.","22892",NA,NA,NA,"Southern America","Brazil","Paraná","Leroville, Campo das Pedras","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"MBM017164","MBM017164",NA,"Londrina","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:41:54-03","MBM","MBM","17168","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Rodrigues, M.I.A.","Hatschbach, G.","24866",NA,NA,NA,"Southern America","Brazil","Paraná","Leroville, Campo das Pedras","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"MBM017168","MBM017168",NA,"Londrina","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:41:54-03","MBM","MBM","387673","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Lozano, E.D.","Lozano, E.D.; Caxambu, M.G.; Siqueira, E.L.; Caxambu, M.G.; Siqueira, E.L.","1857","2013","11","14","Southern America","Brazil","Paraná","Afloramento rochoso de Basalto","-52.346667","-24.0325",NA,NA,NA,"Herbácea, prostrada, 15 cm, flores purpuras, afloramento rochoso.; Campo Rupestre","MBM387673","MBM387673","2013","Campo Mourão",NA,NA,NA,NA,NA,NA,"-52.346667","-24.0325",NA,NA
"27","2020-12-21 16:41:54-03","MBM","MBM","426049","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Lozano, E.D.","Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","4116","2018","01","16","Southern America","Brazil","Paraná","Estrada para a Fazenda Capão Redondo","-51.802056","-25.423222",NA,NA,NA,"Herbácea, 10 cm, flores lilases, em afloramento rochoso de basalto.; Campos de Guarapuava.","MBM426049",NA,"2018","Candói",NA,NA,NA,NA,NA,NA,"-51.802056","-25.423222",NA,NA
"28","2020-12-21 16:41:54-03","MBM","MBM","395982","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Engels, M.E.","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2153","2013","12","12","Southern America","Brazil","Paraná","entrada para fazenda Capão Redondo","-52.0558013916016","-25.5722007751465",NA,NA,NA,"Caule e folhas verdes a avermelhadas. Flores roxas avermelhadas, anteras amarelas.; Floresta Ombrófila Mista, sobre afloramento rochoso basáltico.","MBM395982","MBM395982","2013","Candói","42664","auto",NA,NA,"12","12",NA,NA,NA,NA
"29","2020-12-21 16:41:54-03","MBM","MBM","2358","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Hatschbach, G.","Hatschbach, G.","15176",NA,NA,NA,"Southern America","Brazil","Paraná","Candói","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM002358","MBM002358",NA,"Guarapuava","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:41:54-03","MBM","MBM","228578","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Cervi, A.C.","Cervi, A.C.; et al.; et al.","3876",NA,NA,NA,"Southern America","Brazil","Paraná","Cantagalo","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM228578","MBM228578",NA,"Guarapuava","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:41:54-03","MBM","MBM","358229","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Hatschbach, G.","Silva, J.M.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","7355","2009","09","15","Southern America","Brazil","Paraná","Reserva Indígena do Chopinzinho","-52.1755981445312","-25.9410991668701",NA,NA,NA,"Erva, flor purpúrea. Jageado de pedra","MBM358229","MBM358229","2009","Mangueirinha","42783","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:40:27-03","UFMG","BHCB","76392","PreservedSpecimen","Plantae","Dicotyledon",NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand",NA,"Hatschbach, G","22892","1969","11","17","Southern America","Brasil","Paraná",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"Londrina","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-11 17:21:25-03","UFPR","UPCB","25604","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","C.D.Legrand","Cervi, A.C.","Cervi, A.C.","3394","1991","10","14",NA,"Brasil","Paraná","km 421","-52.1263999938965","-25.3743991851807",NA,NA,NA,"Erva rastejante, flor rósea. Terreno basáltico..",NA,NA,"1991","Cantagalo","29583","auto",NA,NA,"10",NA,NA,NA,NA,NA
"34","2021-02-11 17:21:25-03","UFPR","UPCB","34018","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","C.D.Legrand","Cervi, A.C.","Cervi, A.C.","3876",NA,NA,NA,NA,"Brasil","Paraná","Km 423","-52.1263999938965","-25.3743991851807",NA,NA,NA,"Erva de flores lilases. Solo basáltico..",NA,NA,NA,"Cantagalo","29583","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-11 17:21:25-03","UFPR","UPCB","4279","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","C.D.Legrand","Hatschbach, G.","Hatschbach, G.","9719","1963","02","16",NA,"Brasil","Paraná","Lagoa Seca","-51.4580993652344","-25.395299911499",NA,NA,NA,"Flor violeta. Campo pedregoso..",NA,NA,"1963","Guarapuava","53832","auto",NA,NA,"03",NA,NA,NA,NA,NA
"36","2021-02-11 17:21:25-03","UFPR","UPCB","3385","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","C.D.Legrand","Hatschbach, G.","Hatschbach, G.","8754","1962","02","05",NA,"Brasil","Paraná","Rio da Vargem","-52.3830986022949","-24.0456008911133",NA,NA,NA,"Flor violeta. Lageados úmidos..",NA,NA,"1962","Campo Mourão","28572","auto",NA,NA,"02","19",NA,NA,NA,NA
"37","2021-02-11 17:21:25-03","UFPR","UPCB","48984","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","C.D.Legrand","Goldenberg, R.","Goldenberg, R.","628","2004","06","18",NA,"Brasil","Paraná","Três Pinheiros","-52.0558013916016","-25.5722007751465",NA,NA,NA,"Corola rosa. Afloramento de basalto com vegetação predominantemente herbácea, margeado por vegetação florestal..",NA,NA,"2004","Candói","42664","auto",NA,NA,"01","01",NA,NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","2323257","PreservedSpecimen","Plantae",NA,"Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D. Legrand",NA,"R. Reitz & R. M. Klein","4096","1959","1","14","South America","Brazil","Santa Catarina","Bom Jardim","-49.9317016601562","-28.2938995361328","1300",NA,NA,NA,"US01344998","US01344998_01",NA,"São Joaquim","48290","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"39","2020-09-12 05:00:02-03","US","US","2688708","PreservedSpecimen","Plantae",NA,"Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D. Legrand","Ferraz, J. R.","G. Hatschbach","15176","1966","10","20","South America","Brazil","Paraná","Candoi","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"US01345054","US01345054_01",NA,"Guarapuava","53832","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"40","2020-09-12 05:00:02-03","US","US","2323626","PreservedSpecimen","Plantae",NA,"Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D. Legrand",NA,"R. Reitz & R. M. Klein","7945","1958","12","15","South America","Brazil","Santa Catarina","São Joaquim","-49.624698638916","-28.3369007110596","1300",NA,NA,NA,"US01344997","US01344997_01",NA,"Bom Jardim da Serra","32577","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"41","2019-12-09 17:30:44-03","UFPR","EFC","12799","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D. Legrand.","Caxambu, M.G.","Silva, A.R.","650","2008","02","01",NA,"Brasil","Paraná","Parque Estadual do Lago Azul (PELA)","-52.3830986022949","-24.0456008911133",NA,NA,NA,"erva heliófita, rupícola. Botões rosas e frutos esverdeados. Folhas suculentas.","EFC012799",NA,"2008","Campo Mourão","28572","auto",NA,NA,"03","10",NA,NA,NA,NA
"42","2019-11-13 11:29:26-03","USP","SPF","153362","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Oliveira, A","Hatschbach, G","22892","1969","11","17",NA,"Brasil","Paraná",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"SPF00153362",NA,"2003","Londrina","63728","auto",NA,NA,"11","04",NA,NA,NA,NA
"43","2019-10-07 09:19:19-03","UEFS","HUEFS","174618","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand",NA,"Barbosa, E.","1768","2006","10","26",NA,"Brasil","Paraná","Lagoa Seca.","-52.0558013916016","-25.5722007751465",NA,NA,NA,NA,"HUEFS0174618","HUEFS0174618 HUEFS0174618_01",NA,"Candói","42664","auto","Caryophyllanae",NA,NA,NA,NA,NA,NA,NA
"44","2019-10-07 09:19:19-03","UEFS","HUEFS","67642","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand",NA,"Silva, J.M.","3615","2002","04","13",NA,"Brasil","Paraná","Reserva Indígena de Guarapuava, Rio Marrecas.","-51.5297012329102","-25.0428009033203",NA,NA,NA,"Lajeados rochosos.","HUEFS0067642","HUEFS0067642 HUEFS0067642_01",NA,"Turvo","36663","auto","Caryophyllanae",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-17 17:07:18-03","UEM","HUEM","6524","S","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Adriano Maruyama","Sakuragui, CM; et al.","1087","2000","01","26",NA,"Brasil","Minas Gerais","30 km de Diamantina","-43.7407989501953","-18.4543991088867",NA,NA,NA,"Flores amarelas, terreno arenoso.","HUEM000010805","HUEM000010805","2020","Gouveia","37970","auto",NA,NA,"12","15",NA,NA,NA,NA
"46","2020-11-12 16:58:54-03","UEL","FUEL","55711","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Ferraz, JR","Ferraz, JR","165","2017","08","08",NA,"Brasil","Paraná","RPPN Depositozinho","-52.321758","-24.225667","661","661",NA,NA,"FUEL055711",NA,"2017","Luiziana",NA,NA,NA,NA,"08","08","-52.321758","-24.225667",NA,NA
"47","2020-11-12 16:58:54-03","UEL","FUEL","55712","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Ferraz, JR","Ferraz, JR","167","2017","08","21",NA,"Brasil","Paraná","Lagoa seca","-51.908333","-25.407133","945","945",NA,NA,"FUEL055712",NA,"2017","Candói",NA,NA,NA,NA,"08","21","-51.908333","-25.407133",NA,NA
"48","2020-11-12 16:58:54-03","UEL","FUEL","55713","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Ferraz, JR","Ferraz, JR","158","2017","06","10",NA,"Brasil","Paraná","Distrito de Lerroville. Campo das Pedras - ponto1","-51.010225","-23.707644","793","793",NA,NA,"FUEL055713",NA,"2017","Londrina",NA,NA,NA,NA,"06","10","-51.010225","-23.707644",NA,NA
"49","2020-11-12 16:58:54-03","UEL","FUEL","55714","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Ferraz, JR","Ferraz, JR","160","2017","06","10",NA,"Brasil","Paraná","Distrito de Lerroville. Campo das Pedras - ponto 3","-51.012658","-23.700247","809","809",NA,NA,"FUEL055714",NA,"2017","Londrina",NA,NA,NA,NA,"06","10","-51.012658","-23.700247",NA,NA
"50","2020-11-12 16:58:54-03","UEL","FUEL","55715","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Ferraz, JR","Ferraz, JR","159","2017","06","10",NA,"Brasil","Paraná","Distriro de Leroville , Campo das pedras- ponto 2","-51.010881","-23.70825","773","773",NA,NA,"FUEL055715",NA,"2017","Londrina",NA,NA,NA,NA,"06","10","-51.010881","-23.70825",NA,NA
"51","2020-11-12 16:58:54-03","UEL","FUEL","55716","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Ferraz, JR","Ferraz, JR","170","2017","08","22",NA,"Brasil","Paraná","Madereira Pinho Fleck","-52.396389","-26.223889","864","864",NA,NA,"FUEL055716",NA,"2017","Honório Serpa",NA,NA,NA,NA,"08","22","-52.396389","-26.223889",NA,NA
