"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","recordNumber","continentOcean","preparationType","barcode","imagecode","class","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","fieldNumber","sex"
"14","2021-01-14 15:25:52-03","MN","R","46819","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Smith, L.B.","1951","09",NA,"Eugênio, J.","1942","01",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otto & A. Dietr.","130",NA,NA,"R010005736","R010005736",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-31 13:36:31-03","MN","R","48882","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Reitz, R.M.","1944","11","17","Brasil","Santa Catarina","Passo de Torres","Curralinhos.","-49.7228012084961","-29.3349990844727",NA,NA,"14251",NA,NA,"auto","Otto & A. Dietr.","1335 b",NA,NA,"R010005735","R010005735",NA,NA,NA,NA,NA,NA,NA
"16","2016-02-02 14:37:51-02","BGBM","B","B 10 0248894","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","vaginosa","Dyckia vaginosa",NA,NA,NA,NA,"A. F. M. Glaziou","1883","09","07","Brazil",NA,NA,"Minas Gerais, Serra do Picu.",NA,NA,NA,NA,NA,NA,"lectotype of Dyckia vaginosa Mez non Dyckia vaginata <a href=http://herbarium.bgbm.org/object/B100248894 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"Mez","15497","Middle and South America",NA,"B100248894","B100248894",NA,NA,NA,"lectotype",NA,NA,NA
"17","2019-08-27 13:25:16-03","IAP","PACA-AGP","69425","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","J. A. Jarenkow","1987","12",NA,"J. C. Sacco","1973","11","08","Brasil","RS","Pedro Osório","próximo da Rodovia Pelotas-Bagé","-52.823299407959","-31.864200592041",NA,NA,"30944",NA,"VULNERÁVEL&nf;Her. PEL 8743; flores alaranjadas","auto","Otto & A. Dietr.",NA,NA,NA,"PACA069425",NA,"Liliatae",NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:25:16-03","IAP","PACA-AGP","35696","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora var. montevidensis","Emrich-Rambo","1954","05","18","Henz, E.","1946","11","20","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"10287",NA,"VULNERÁVEL&nf;SEM MATERIAL Habitat: in rupestribus dumetosis Fenofase: flor","auto","(Koch) L. B. Smith",NA,NA,NA,"PACA035696",NA,"Liliatae",NA,NA,NA,"var. montevidensis",NA,NA
"19","2019-08-27 13:25:16-03","IAP","PACA-AGP","86524","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Rossado, A.","2016","07","11","Sehnem, A.","1965","11","10","Brasil","RS","São Lourenço do Sul","Faz. Crisanto Soares","-51.9782981872559","-31.3652992248535",NA,NA,"48842",NA,"ASSL 8555. Habitat: Herba in campo.","auto","Otto & A. Dietr.","8555",NA,NA,"PACA086524",NA,"Liliatae","30","30",NA,NA,NA,NA
"20","2019-08-27 13:25:16-03","IAP","PACA-AGP","73472","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Büneker, H.M.","2018","06","08","U. Eggli","1994","02","02","Brasil","RS","Bagé","2Km from BR 293 (=main road Pelotas-Bagé-Dom Pedrito) on gravel road to Lavras do Sul, just before Santo Domingo","-54.145333","-31.2505","54°08.72'W","31°15.03'S",NA,NA,"Much-weathered sandstone partially covered in lichens on edge of Eucaliptus plantation to the left of the road. Locally common in semi-shady places, forming large cushions; leaves narrow, somewhat succulent, stiff, greyish-green to gr",NA,"Otto & A. Dietr.","2460",NA,NA,"PACA073472",NA,"Liliatae","350","350",NA,NA,NA,NA
"21","2019-08-27 13:25:16-03","IAP","PACA-AGP","92409","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","M. Haussen","1986","12","06","M. Haussen","1986","12","06","Brasil","RS","Canguçu","Estrada de Pelotas","-52.6755981445312","-31.3950004577637",NA,NA,"68702",NA,"VULNERÁVEL&nf;Com flores, Serra do Sudeste. HASU 773. Habitat: Na beira da estrada Hábito: erva terrícola","auto","Otto & A. Dietr.",NA,NA,NA,"PACA092409",NA,"Liliatae",NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:25:16-03","IAP","PACA-AGP","92408","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Büneker, H.M.","2018","06","08","M. Haussen","1986","12","02","Brasil","RS","Guaiba","BR 116 (Km 390)","-51.3250007629395","-30.113899230957",NA,NA,"28343",NA,"Colhida só a haste. HASU 708. Habitat: Erva freqüente em beira de estrada","auto","Otto & A. Dietr.",NA,NA,NA,"PACA092408",NA,"Liliatae",NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:25:16-03","IAP","PACA-AGP","39224","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Emrich-Rambo","1954","05","18","Rambo, B.","1948","12","18","Brasil","RS","Porto Alegre","Itapoã - Chácara Weber","-51.2299995422363","-30.0331001281738",NA,NA,"29946",NA,"VULNERÁVEL Habitat: in saxosis alte graminosis Fenofase: flor","auto","Otto & A. Dietr.",NA,NA,NA,"PACA039224",NA,"Liliatae",NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:25:16-03","IAP","PACA-AGP","27918","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Büneker, H.M.","2018","06","08","Rambo, B.","1944","10",NA,"Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,"29946",NA,"Habitat: in saxosis alte graminosis","auto","Otto & A. Dietr.",NA,NA,NA,"PACA027918",NA,"Liliatae",NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:25:16-03","IAP","PACA-AGP","92410","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","M. Haussen",NA,NA,NA,"M. Haussen","1996","11","13","Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,"29946",NA,"VULNERÁVEL&nf;Com flores laranjas escuras, colhida só inflorescencia, freqüente.HASU 841. Habitat: Campo nativo. Fenofase: flor Hábito: erva terrícola","auto","Otto & A. Dietr.",NA,NA,NA,"PACA092410",NA,"Liliatae",NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:25:16-03","IAP","PACA-AGP","26813","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Büneker, H.M.","2018","06","08","Rambo, B.","1944","10",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"29946",NA,"VULNERÁVEL Habitat: in saxosis alte graminosis Fenofase: flor","auto","Otto & A. Dietr.",NA,NA,NA,"PACA026813",NA,"Liliatae",NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:25:16-03","IAP","PACA-AGP","32793","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Emrich-Rambo","1954","05","18","Rambo, B.","1945","12","12","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"29946",NA,"VULNERÁVEL Habitat: in saxosis alte graminosis Fenofase: flor","auto","Otto & A. Dietr.",NA,NA,NA,"PACA032793",NA,"Liliatae",NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:25:16-03","IAP","PACA-AGP","26164","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Büneker, H.M.","2018","06","08","Rambo, B.","1945","01",NA,"Brasil","RS","Quaraí","Fazenda do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,"74636",NA,"Habitat: in rupestribus dumetosis Fenofase: fruto","auto","Otto & A. Dietr.",NA,NA,NA,"PACA026164",NA,"Liliatae",NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:25:16-03","IAP","PACA-AGP","10853","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora var. montevidensis","Emrich-Rambo","1954","05","18","Rambo, B.","1943","09",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"29946",NA,"VULNERÁVEL Habitat: in saxosis dumetosis Fenofase: flor","auto","(Koch) L. B. Smith",NA,NA,NA,"PACA010853",NA,"Liliatae",NA,NA,NA,"var. montevidensis",NA,NA
"30","2019-08-27 13:25:16-03","IAP","PACA-AGP","35696","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora var. montevidensis","Emrich-Rambo","1954","05","18","Henz, E.","1946","11","20","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"10287",NA,"VULNERÁVEL&nf;SEM MATERIAL Habitat: in rupestribus dumetosis Fenofase: flor","auto","(Koch) L. B. Smith",NA,NA,NA,"PACA035696",NA,"Liliatae",NA,NA,NA,"var. montevidensis",NA,NA
"31","2019-08-27 13:25:16-03","IAP","PACA-AGP","10853","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora var. montevidensis","Emrich-Rambo","1954","05","18","Rambo, B.","1943","09",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"29946",NA,"VULNERÁVEL Habitat: in saxosis dumetosis Fenofase: flor","auto","(Koch) L. B. Smith",NA,NA,NA,"PACA010853",NA,"Liliatae",NA,NA,NA,"var. montevidensis",NA,NA
"32","2019-08-27 13:25:16-03","IAP","PACA-AGP","48832","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Dyckia","vaginosa","Dyckia vaginosa","Emrich-Rambo","1954","05","18","Rambo, B.","1950","09","22","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"29946",NA,"SEM MATERIAL - sin.: choristaminea Mez Habitat: in rupestribus humidis Fenofase: flor","auto","Mez",NA,NA,NA,"PACA048832",NA,"Liliatae",NA,NA,NA,NA,NA,NA
"33","2019-08-20 09:59:13-03","UNICAMP","UEC","56493","S","Plantae","Liliopsida",NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Sobral, M; Irgang, BE","1986","12",NA,"Jarenkow, JA","1986","12","01","Brazil","Rio Grande do Sul","Capão do Leão","Campus da UFPEL","-52.4838981628418","-31.7632999420166",NA,NA,"28605",NA,"flor, Sob mata de Eucalyptus, solo arenoso, seco; vários indivíduos agrupados, ocupando uma área de aproximadamente 4m. Pétalas laranja-avermelhadas.","auto","Otto & A.Dietr.","531",NA,NA,"UEC075950","UEC075950",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-16 17:54:13-03","UCS","HUCS","2089","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Smith, L.B.","1986","11",NA,"Guerra, I.","1986","09","21","Brasil","Rio Grande do Sul","Caçapava do Sul","Fazenda da Taleira","-53.4914016723633","-30.5121994018555",NA,NA,"50525",NA,"Sobre rochas no campo","auto","Otto & Dietrich","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-25 12:11:42-03","UFSM","SMDB","18656","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Büneker, H M","2015","12","02","Figueira, M; Schindler, B.","2015","11","29","Brasil","Rio Grande do Sul","Júlio de Castilhos","BR-158","-53.673306","-29.347083","-53.673306","-29.347083",NA,NA,"Herbácea, rara, em agrupamento de poucos indivíduos, terrícola, flores alaranjadas; Ambiente de origem antrópica em beira de rodovia inserido em zona de encraves de Florestas Estacionais do Domínio Atlântico e fisionomias campestres, relevo suave",NA,"Otto & A. Dietr.","385",NA,NA,"SMDB018656",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:19:23-03","MBM","MBM","17617","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","montevidensis","Dyckia montevidensis",NA,NA,NA,NA,"Krapovickas, A.","1970","12","05","Argentina",NA,NA,"Loc. Estancia San Francisco, Provincia Corrientes, Departamento Santo Tomé",NA,NA,NA,NA,NA,NA,NA,NA,"C. Koch","17178","Southern America",NA,"MBM017617","MBM017617",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:19:25-03","MBM","MBM","183331","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","1989","11","19","Brazil","Rio Grande do Sul","Piratini","Serra das Asperesas","-53.1041984558105","-31.4480991363525",NA,NA,"62286",NA,"Terrícola.","auto","Otto & Dietr.","1427","Southern America",NA,"MBM183331","MBM183331",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:19:25-03","MBM","MBM","207126","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","1994","11","09","Brazil","Rio Grande do Sul","Capão do Leão","Horto Botânico Teodoro Luís","-52.4838981628418","-31.7632999420166",NA,NA,"28605",NA,NA,"auto","Otto & Dietr.","2464","Southern America",NA,"MBM207126","MBM207126",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:19:25-03","MBM","MBM","184932","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Forzza, R.C.",NA,NA,NA,"Silva, J.M.; Poliquesi, C.B.; Santos, E.P.; Poliquesi, C.B.; Santos, E.P.","1995","09","15","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"41937",NA,NA,"auto","Otto & Dietr.","1523","Southern America",NA,"MBM184932","MBM184932",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:19:25-03","MBM","MBM","280376","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora montevidensis","Schinini, A.",NA,NA,NA,"Seijo, G.; et al.; et al.","2001","11",NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(K. Koch.) L.B. Sm.","2616","Southern America",NA,"MBM280376","MBM280376",NA,NA,NA,NA,"montevidensis",NA,NA
"41","2020-12-21 16:19:25-03","MBM","MBM","280376","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora montevidensis","Schinini, A.",NA,NA,NA,"Seijo, G.; et al.; et al.","2001","11",NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(K. Koch.) L.B. Sm.","2616","Southern America",NA,"MBM280376","MBM280376",NA,NA,NA,NA,"montevidensis",NA,NA
"42","2015-09-03 21:18:17-03","MNHN","RECOLNAT_MNHN_P","P01678088","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","montevidensis","Dyckia montevidensis",NA,NA,NA,NA,"Gaudichaud, C.","1833","1","1","Brasil",NA,NA,"Brésil. Province de Rio-Grande. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678088' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"K.Koch",NA,NA,"hb","P01678088","P01678088_01",NA,NA,NA,NA,NA,"278",NA
"43","2015-09-03 21:18:17-03","MNHN","RECOLNAT_MNHN_P","P01678089","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","montevidensis","Dyckia montevidensis",NA,NA,NA,NA,"Sellow",NA,NA,NA,"Brasil",NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678089' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"K.Koch",NA,NA,"hb","P01678089","P01678089_01",NA,NA,NA,NA,NA,NA,NA
"44","2015-09-03 21:18:17-03","MNHN","RECOLNAT_MNHN_P","P01678090","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","montevidensis","Dyckia montevidensis",NA,NA,NA,NA,"Sellow",NA,NA,NA,"Brasil",NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678090' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"K.Koch",NA,NA,"hb","P01678090","P01678090_01",NA,NA,NA,NA,NA,NA,NA
"45","2015-09-03 21:18:17-03","MNHN","RECOLNAT_MNHN_P","P01678091","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","montevidensis","Dyckia montevidensis",NA,NA,NA,NA,"Sellow",NA,NA,NA,"Brasil",NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678091' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"K.Koch",NA,NA,"hb","P01678091","P01678091_01",NA,NA,NA,NA,NA,NA,NA
"46","2015-09-03 21:18:17-03","MNHN","RECOLNAT_MNHN_P","P01678092","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","montevidensis","Dyckia montevidensis",NA,NA,NA,NA,"Sellow",NA,NA,NA,"Brasil",NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678092' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"K.Koch",NA,NA,"hb","P01678092","P01678092_01",NA,NA,NA,NA,NA,NA,NA
"47","2015-09-03 21:16:37-03","MNHN","RECOLNAT_MNHN_P","P01744243","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","montevidensis","Dyckia montevidensis",NA,NA,NA,NA,"Herter","1927","11","1","Uruguai",NA,NA,"Dep. de Rio Negro. Uruguai",NA,NA,NA,NA,NA,NA,". . Herbier Ch. d´Alleizette donné en 1941 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01744243' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"K.Koch",NA,NA,"hb","P01744243","P01744243_01",NA,NA,NA,NA,NA,"1019",NA
"48","2015-09-03 21:07:30-03","MNHN","RECOLNAT_MNHN_P","P02178034","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Teague, G.W.","1952","1","5","Uruguai",NA,NA,"Dep. Lavalleja, Minas, Cerro Guazubira. Uruguai",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02178034' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Otto & A.Dietr.",NA,NA,"hb","P02178034","P02178034_01",NA,NA,NA,NA,NA,NA,NA
